lag,acf,pacf
93,-0.014067143843882461,-0.010331578646178516
94,-0.017255928305078858,0.013778093267141266
95,-0.018694929820541929,-0.0072191030953967237
96,-0.018818926112166894,0.0055703374118972939
97,-0.017575419488416739,0.010901453817486568
98,-0.013841973145367004,0.01512847134870059
99,-0.0087179626500638562,-0.013495230268604861
100,-0.004063825184219598,0.027152514388629215
101,0.0015544104115893691,0.0070109938979758639
102,0.00904223681226176,0.01554396799869944
103,0.016320853076426885,-0.0005332561690031219
104,0.021174728368025687,-0.011018834438252998
105,0.022443920040826137,-0.0095359080217801654
106,0.020321915736731443,-0.010531220479292622
107,0.016648264747701941,0.0075834539303791023
108,0.012657529609942502,-0.011896364430169001
109,0.0082626005539053003,0.0068027616986828078
110,0.0039469778750343869,-0.011885813017389149
111,0.00025323470975036988,0.0036324484577824187
112,-0.0019369163860868828,0.01302792263260945
113,-0.0015163262738610785,-0.00076081117805877933
114,-0.00032437050498544049,-0.016204273135082964
115,0.0011295062205307635,0.038208170501553534
116,0.0073201090949050829,0.022093551686351413
117,0.017632987393375953,-0.014699297179172
118,0.026532858047258363,0.023739149262203621
119,0.034406164221608498,0.00068651957155201895
120,0.042663370537010532,0.0033194008789117833
121,0.048519544061015642,-0.0032365497748403846
122,0.050185399920515773,-0.014619616975760823
123,0.049217964370833159,0.022573390808758319
124,0.048376326900728114,-0.001576521514707491
125,0.048454230589666858,0.011722565154606035
126,0.04662978243764547,-0.035719909175511572
127,0.03980059425501406,-0.015750216876858406
128,0.028403559894523558,-0.034971087502943317
129,0.013475654874325216,-0.033180334962678339
130,-0.0057899675505029688,-0.04867491963802445
131,-0.029869209129528288,-0.053713389274361777
132,-0.057229453893116407,-0.030794136597941099
133,-0.084252559083193207,-0.02569115284422557
134,-0.10745456660022054,-0.011139250272601287
135,-0.12652525183722277,-0.021326601933224214
136,-0.14166466168228298,0.015630880982044685
137,-0.15075326582562543,-0.00064882947406590986
138,-0.15376323004042594,-0.0018058915805769975
139,-0.15165523575390991,0.041714840955957462
140,-0.14231266743163623,0.029944370368459219
141,-0.12641250656242667,0.011004882119033365
142,-0.10830922780889576,0.027393763369122436
143,-0.091253115627380504,-0.018151454547308356
144,-0.080602126160726942,-0.045770301784950757
