date,total_cost_q42,soc_end_q42,total_cost_q43,soc_end_q43,saving_yuan
2025-02-20,58794.976341984286,1199.9999999999959,57395.140566104485,1200.0000000000036,1399.8357758798011
2025-02-21,19932.407316850833,8700.0000000000018,16968.033465945315,1296.3449454523161,2964.3738509055183
2025-02-22,18349.513212515336,10800.000000000002,17727.444022912172,1433.8466867395746,622.06918960316398
2025-02-23,55295.755165906026,2700,57576.499071176324,1339.0290818637186,-2280.7439052702975
2025-02-24,55414.164033912028,2185.0305946777903,54503.03395894602,1285.5932343356999,911.13007496600767
2025-02-25,57391.270832759197,6300.0000000000018,53517.971999626912,1305.226289310649,3873.2988331322849
2025-02-26,53130.929868771345,4949.9999999999973,52522.835904745283,1317.1229353944673,608.09396402606217
2025-02-27,49454.825934759981,1199.9999999999927,51142.102485895579,1200.1525765422484,-1687.2765511355974
2025-02-28,17046.562318519813,4950.0000000000018,15540.762509931854,1279.7048917641678,1505.799808587959
2025-03-01,19846.139574845125,10800.000000000002,18369.716163274043,3300.0000000000036,1476.4234115710824
2025-03-02,55022.208624117629,1950,58514.548671012402,1390.6281635818723,-3492.340046894773
2025-03-03,61556.889892380568,2700,58841.649587328167,1380.5122123625515,2715.2403050524008
2025-03-04,54811.958036759934,7049.9999999999982,53129.208772985032,1353.8724285327316,1682.7492637749019
2025-03-05,52180.482814179792,6299.9999999999982,51991.621363205348,1489.3055604039691,188.86145097444387
2025-03-06,49314.838690839519,1199.9999999999945,49822.5653793909,1386.1026260974431,-507.72668855138181
2025-03-07,17832.930766273694,6232.091733872915,15625.539945752826,1263.8203558386595,2207.3908205208681
2025-03-08,16186.282250160286,10800,14794.023911643169,2084.4470026659392,1392.2583385171165
2025-03-09,50734.219572883987,2550.0000000000073,49752.469293597438,1442.9535653453513,981.7502792865489
2025-03-10,59926.397115281521,6450.0000000000036,53862.115987370242,1470.6734675398948,6064.2811279112793
2025-03-11,57271.484614137611,1950.0000000000027,49429.295109787417,1370.4557232332536,7842.1895043501936
2025-03-12,51914.319824537524,5550,48953.574454413378,1356.207802674302,2960.7453701241466
2025-03-13,52439.871354986812,1199.9999999999991,52829.773831313214,1200.0000000000018,-389.90247632640239
2025-03-14,16399.673037899051,8556.0200846525986,14425.489143868883,1275.1863218901544,1974.1838940301677
2025-03-15,15471.020835473128,10800.000000000005,14914.958600479593,1442.1625491075283,556.06223499353473
2025-03-16,47345.243608143079,6300,48770.896019883279,1246.6337757913989,-1425.6524117402005
2025-03-17,44146.820685868777,3300.0000000000009,44248.371310488903,1200.0000000000036,-101.55062462012575
2025-03-18,51147.125816245985,3622.924612491302,48416.537805361077,1206.945674499726,2730.5880108849087
2025-03-19,48555.819629321704,6300,44288.203906998373,1200.0000000000073,4267.6157223233313
2025-03-20,51695.579946297323,1200.0000000000018,48683.315414846889,1200.0000000000018,3012.2645314504334
2025-03-21,16664.802385674371,10800.000000000005,13435.54850208823,1377.0233224099575,3229.2538835861415
2025-03-22,13545.231461693751,10199.999999999998,13666.159210259149,1315.6401313844872,-120.92774856539836
2025-03-23,45846.376963769952,4200.0000000000036,46592.451135554511,1256.3841105795709,-746.07417178455944
2025-03-24,45871.104777122338,6449.9999999999991,44783.854795778279,1273.3680818038047,1087.2499813440591
2025-03-25,49388.715965771815,5699.9999999999991,47694.275302782189,1222.1198915829773,1694.4406629896257
2025-03-26,44201.844454466947,4799.9999999999982,42562.71479167715,1200.0000000000036,1639.1296627897973
2025-03-27,43399.586735356424,1200.0000000000005,45732.326075235826,1200.0000000000055,-2332.7393398794011
2025-03-28,15809.704751730827,7882.1237694610172,13379.266014952762,1272.4536284301485,2430.4387367780655
2025-03-29,14534.483773548814,10800,13508.897200170219,2022.6270045160463,1025.5865733785959
2025-03-30,40093.090301204822,1950,44672.886170475962,1219.0750562171797,-4579.79586927114
2025-03-31,47586.305362644416,5700,41426.904217108575,1208.5580821825024,6159.4011455358414
2025-04-01,46790.660571690525,3450.0000000000009,47882.812887666121,1226.515816335268,-1092.1523159755961
2025-04-02,47453.866725352804,7950,46282.510577520552,1279.5485913393732,1171.3561478322517
2025-04-03,43459.637069078395,1200.0000000000036,44949.133349899523,1230.8838906895144,-1489.4962808211276
2025-04-04,14010.844214296923,6647.9521745991624,12559.53496539787,1295.4495991501753,1451.3092488990533
2025-04-05,17550.478785987536,10800.000000000007,14461.364780155942,2939.0570226289155,3089.1140058315941
2025-04-06,39434.029143863518,5700,41754.068732021638,1334.4125135630657,-2320.0395881581208
2025-04-07,42415.931452739926,7200.0000000000109,39392.92638500053,1336.2121696781214,3023.0050677393956
2025-04-08,42087.685771644043,4800,42696.186301435584,1337.6602115280893,-608.50052979154134
2025-04-09,46422.096605382474,5550,43241.695026056172,1366.1816716012472,3180.4015793263025
2025-04-10,39803.521445622129,1200.0000000000036,42649.043485853828,1227.2299124486999,-2845.5220402316991
2025-04-11,15126.545170902253,7607.2800273436969,12615.310805639901,1244.7206876938562,2511.2343652623513
2025-04-12,13341.327286956537,10800.000000000002,12857.485461026723,2987.1607313894556,483.84182592981415
2025-04-13,36681.89323074968,4199.9999999999964,38717.274071756445,1241.8549445067347,-2035.380841006765
2025-04-14,42654.852020437087,6450.0000000000009,41293.679586701619,1248.656024225289,1361.1724337354681
2025-04-15,39419.671461848913,7950.0000000000055,37966.151420592461,1275.1816120709354,1453.5200412564518
2025-04-16,39071.002902106746,4200.0000000000036,41358.435631963308,1228.9985341289939,-2287.4327298565622
2025-04-17,36802.046879518835,1200,39186.670932827663,1200.8016607747413,-2384.6240533088276
2025-04-18,13871.173716000678,6109.7569356059994,12052.287350946608,1254.4719854732321,1818.8863650540698
2025-04-19,13660.890348464041,10799.999999999998,12743.12028756757,2912.1849347926072,917.77006089647148
2025-04-20,34289.755792025353,2699.9999999999982,37480.538806857112,1264.6503648569087,-3190.7830148317589
2025-04-21,40661.668124244803,5550.0000000000055,38366.977675667586,1267.4356374572162,2294.6904485772175
2025-04-22,43175.496107185812,8550.0000000000055,38439.910540916811,1325.8568320780541,4735.585566269001
2025-04-23,39283.710146723926,3299.9999999999973,38356.307454607784,1302.2202947319711,927.40269211614213
2025-04-24,35931.014499601362,1200.0000000000014,36699.255893467322,1241.0099135728287,-768.24139386595925
2025-04-25,12659.637757680663,5168.5413362736817,10983.891668845356,1271.9877184182114,1675.7460888353071
2025-04-26,13903.977253912861,10800.000000000004,13057.569210320915,3733.2903658832329,846.4080435919459
2025-04-27,35060.542761491655,2700.0000000000073,36402.916554133422,1268.2748725579604,-1342.3737926417671
2025-04-28,44758.796236760063,7199.9999999999982,42490.902053150974,1281.796422548281,2267.8941836090889
2025-04-29,36773.245567465419,7950.0000000000055,35929.415113374831,1292.9192322746203,843.83045409058832
2025-04-30,37871.228060480957,7800.0000000000009,36784.371564346278,1273.4566442986124,1086.8564961346783
2025-05-01,44718.969296241063,1200.0000000000045,47993.521311569362,1205.7424345661602,-3274.5520153282996
2025-05-02,19895.637686747825,6450.0000000000082,15815.520464993075,2011.3024591870253,4080.1172217547501
2025-05-03,18937.480002448949,10800,16391.119690969412,2344.7978674084643,2546.3603114795369
2025-05-04,40824.011033805655,6299.9999999999982,45255.149698375724,1227.5368966936294,-4431.1386645700695
2025-05-05,45124.609507706336,6299.9999999999973,44690.823865960592,1262.8901702583753,433.78564174574421
2025-05-06,46834.03857665525,6449.9999999999982,42909.874177461432,1221.9012162528434,3924.1643991938181
2025-05-07,44962.574956857854,7050.0000000000018,42093.476960345535,1273.9184852645085,2869.0979965123188
2025-05-08,42352.260019045556,1200.0000000000045,44695.831593684714,1208.7294637614687,-2343.5715746391579
2025-05-09,15545.225259297742,4200.0000000000036,14526.131774755011,1278.709377704834,1019.0934845427309
2025-05-10,17936.50257673319,10800,14982.585296751695,1487.0125438177929,2953.9172799814951
2025-05-11,37769.143504638931,1199.9999999999982,42574.21416358024,1224.6430401688976,-4805.0706589413094
2025-05-12,44877.247129616866,5700,40436.851184794883,1310.6925702243534,4440.395944821983
2025-05-13,43547.574908379873,6449.9999999999982,42912.311724584557,1311.6080281105187,635.26318379531585
2025-05-14,42376.932807136676,4949.9999999999973,41777.737513757791,1305.8251028530176,599.19529337888525
2025-05-15,41573.154451611044,1199.9999999999945,42213.59978833182,1206.4670054770922,-640.44533672077523
2025-05-16,14829.284980751752,3450.0000000000036,13922.844633258213,1327.0368113968561,906.44034749353887
2025-05-17,16663.134803974855,10049.999999999996,14032.826668621401,1407.3057098866375,2630.3081353534544
2025-05-18,39331.979339140933,1800,42209.585353712115,1263.695414930211,-2877.6060145711817
2025-05-19,40869.374462710897,4949.9999999999964,38874.669443428997,1332.4809384095515,1994.7050192819006
2025-05-20,44061.400696025448,3450.0000000000027,40110.840779479324,1294.8560561974791,3950.5599165461244
2025-05-21,41108.201935007906,3450,39803.919859366986,1334.1020300302498,1304.2820756409201
2025-05-22,40218.440185663043,1200,38455.078882356036,1220.9962186660905,1763.3613033070069
2025-05-23,14557.063985512646,4200.0000000000027,13440.600129540824,1327.1548853043114,1116.4638559718223
2025-05-24,16039.776798900662,10200.000000000004,13578.764617302557,1359.0261820790602,2461.0121815981056
2025-05-25,35709.848619316232,1949.9999999999982,39326.803880832544,1233.8921272928146,-3616.955261516312
2025-05-26,45531.010532794178,4199.9999999999982,41931.404919536602,1267.6340391156718,3599.6056132575759
2025-05-27,40248.99872852832,5700.0000000000036,38492.503096337532,1239.9433914583296,1756.4956321907885
2025-05-28,40092.305345938148,1950.0000000000009,41128.496610514223,1321.6835965278569,-1036.1912645760749
2025-05-29,43432.125633981937,1200.0000000000007,41875.586715263504,1199.9999999999927,1556.5389187184337
2025-05-30,15232.854760775859,4200.0000000000009,14114.219904445834,1282.8217709823402,1118.6348563300253
2025-05-31,17379.463184439042,10730.900651676875,14369.185796983718,1369.2259326858748,3010.2773874553241
2025-06-01,63797.323066754878,4200.0000000000036,73087.213266492559,1220.967437354775,-9289.8901997376815
2025-06-02,71664.595013388578,6449.9999999999964,65027.687115026434,1318.2789024571703,6636.9078983621439
2025-06-03,61768.008495381036,4800.0000000000027,58797.398847348071,1200.0000000000018,2970.6096480329652
2025-06-04,65563.31318314161,3450.0000000000036,62242.656020762333,1200.0000000000055,3320.657162379277
2025-06-05,60033.083906859887,1200,58496.540466716186,1200.0000000000018,1536.5434401437014
2025-06-06,27032.273119202659,3421.6667694917296,25691.812873811941,1199.9999999999964,1340.4602453907173
2025-06-07,30489.638912765837,10200,23501.500399554658,1285.1190498959259,6988.1385132111791
2025-06-08,52948.706487755437,1199.9999999997945,55636.126865337283,1210.7706616270279,-2687.420377581846
2025-06-09,63688.326754016096,1200.0000000000016,62552.121254267389,1224.7789082531672,1136.2054997487066
2025-06-10,60363.007275590273,2700.0000000000014,60308.766960451205,1306.987122837445,54.240315139068116
2025-06-11,66210.428514267056,1199.9999999999959,64438.547259335959,1240.4533684783673,1771.8812549310969
2025-06-12,62577.091227097866,1200.000000000003,61837.351351972946,1200.0000000000036,739.73987512492022
2025-06-13,22735.816095893882,2700.0000000000091,22796.036201019975,1385.1947508083995,-60.220105126092676
2025-06-14,26007.695484783777,9450.0000000000055,23083.634316859723,1493.1500480152517,2924.0611679240537
2025-06-15,62881.782891876908,1200.0000000000018,58678.760268370483,1295.2981079142919,4203.0226235064256
2025-06-16,63119.598164210038,1800.0000000000016,61130.875255039391,1376.4349903095972,1988.7229091706467
2025-06-17,65123.761856907848,1200.0000000000023,63677.183763262561,1390.7452865899213,1446.5780936452866
2025-06-18,62131.644134007984,1950.000000000002,62198.974572468549,1358.4884250204013,-67.330438460565347
2025-06-19,59309.128994819082,1200.0000000000011,59051.783943920222,1228.5612725985829,257.34505089886079
2025-06-20,20946.92643659062,1200.0000000000034,21072.034772375038,1200,-125.10833578441816
2025-06-21,22570.06869706705,6450.0000000000064,20588.901442123602,1552.6916113701027,1981.1672549434479
2025-06-22,56636.549107300132,1199.9999999999991,57930.426024352404,1389.4288264544175,-1293.8769170522719
2025-06-23,58266.065549140068,1199.9999999999989,56243.28315239225,1402.6612663673641,2022.782396747818
2025-06-24,67071.472710420596,1200.0000000000023,66302.21267766814,1401.7073862232646,769.26003275245603
2025-06-25,62941.770183457498,1200.000000000002,60413.110959766505,1382.2409781669194,2528.6592236909928
2025-06-26,61569.213111644931,1200.0000000000005,55956.210969457883,1199.9999999999982,5613.0021421870479
2025-06-27,20676.619911759597,1200.000000000002,20631.186368759008,1200.0000000000018,45.433543000588543
2025-06-28,23309.390322377443,8700.0000000000055,20569.221765096081,1550.0973259508737,2740.1685572813622
2025-06-29,61618.467824923559,1199.9999999999982,58697.676699080046,1339.0262251031709,2920.7911258435124
2025-06-30,57776.014715419675,1199.9999999999998,58641.171532367051,1446.5789930275423,-865.15681694737577
2025-07-01,96156.655283288783,1799.9999999999995,88231.110897298873,1364.05258389755,7925.5443859899096
2025-07-02,75138.326573213824,1199.9999999999984,71097.439219696666,1572.7098161138238,4040.8873535171588
2025-07-03,71987.523944016444,1200.0000000000018,71757.870739874226,1200.0000000000018,229.65320414221787
2025-07-04,37803.844415601678,1883.8442929213529,30341.241404423137,1383.2347880953839,7462.6030111785403
2025-07-05,34392.648058865117,7200.0000000000036,28707.747720959465,1530.0646269445042,5684.9003379056521
2025-07-06,85077.559564267343,2700,75426.40941017968,1273.408794619394,9651.1501540876634
2025-07-07,68638.611882695172,1199.9999999999991,70374.784834580772,1827.5145166094408,-1736.1729518856009
2025-07-08,73550.758154155934,1199.9999999999989,72384.196889930448,1401.8931882508969,1166.5612642254855
2025-07-09,73136.844601262797,1199.9999999999986,71469.000649806811,1485.8578998342527,1667.8439514559868
2025-07-10,69556.814466425203,1200,68896.715189654613,1211.1063875708351,660.09927677059022
2025-07-11,33160.434570085723,2005.0441513763776,33167.874721696935,1469.958057867223,-7.4401516112120589
2025-07-12,32768.488344082929,8549.9999999999982,30603.638927327236,1536.2847797791637,2164.8494167556928
2025-07-13,66030.665179867909,1199.9999999999982,67423.171256708127,1590.6448042709526,-1392.5060768402182
2025-07-14,66691.056362338131,1200.0000000000016,67901.779922362271,1405.6708657248491,-1210.7235600241402
2025-07-15,70736.127392173366,1950.0000000000014,68990.56204789874,1731.7404043161823,1745.5653442746261
2025-07-16,71320.661324590314,1949.9999999999984,69214.592546900414,1752.2190530342905,2106.0687776898994
2025-07-17,67601.298258399853,1199.9999999999975,68124.14907606499,1200.0000000000018,-522.85081766513758
2025-07-18,30396.355927347926,1200.0000000000016,30216.968015669692,1253.5727808725023,179.38791167823365
2025-07-19,33209.338477675512,7950.0000000000009,30402.086231391084,1966.6272347413978,2807.2522462844281
2025-07-20,63756.093779956565,1200,67787.64097968908,1319.9152424620133,-4031.5471997325149
2025-07-21,71272.509527748422,2550.0000000000014,71608.84668566045,1317.5225321156995,-336.33715791202849
2025-07-22,67734.498025246256,2550.0000000000005,68576.609865773775,1349.4488914513113,-842.11184052751923
2025-07-23,72325.238152536389,1199.9999999999995,74349.474590881073,1531.2515390307799,-2024.2364383446838
2025-07-24,75036.765218511719,1199.9999999999993,72289.963662947033,1200.0000000000018,2746.8015555646853
2025-07-25,28364.373672416012,1200.0000000000018,28844.79634096603,1327.4358200915794,-480.42266855001799
2025-07-26,32206.46231276021,8700.0000000000018,29443.078212210348,1946.7081999076436,2763.3841005498616
2025-07-27,64396.116776442934,1199.9999999999991,67661.933158697182,1204.8263527139425,-3265.8163822542483
2025-07-28,71592.031989661715,1199.9999999999986,72067.562968391823,1335.9292193479978,-475.53097873010847
2025-07-29,68598.494854163437,1200.000000000002,70104.140533834769,1555.384583650799,-1505.6456796713319
2025-07-30,70982.101120089763,1950,70011.013998381255,1278.6260952642861,971.08712170850777
2025-07-31,67480.104269320844,1200.0000000000027,67418.306520807979,1200.0000000000018,61.797748512864928
2025-08-01,27955.340782464133,1949.9999999999998,28285.225574160795,1542.5787834880666,-329.88479169666243
2025-08-02,32350.836696348353,9299.9999999999982,27907.001467407987,1715.3346727405278,4443.8352289403665
2025-08-03,53433.674548864692,1200,57217.169551065475,1508.1406586960147,-3783.4950022007833
2025-08-04,62880.043308305045,1199.9999999999998,61131.65463412067,1724.8787490803879,1748.3886741843744
2025-08-05,63601.413929016067,1949.9999999999993,61121.747511868147,1741.0862256100027,2479.6664171479206
2025-08-06,69516.564516152604,1200.0000000000002,66449.946283809972,1769.9993157737408,3066.6182323426328
2025-08-07,65812.145059333925,1200,62364.368763568425,1200.0000000000018,3447.7762957654995
2025-08-08,27200.933214530334,1200.0000000000027,27358.952420304253,1435.1607311278622,-158.01920577391866
2025-08-09,30787.97611537468,8700.0000000000036,27741.220571272541,2238.4745105783004,3046.7555441021395
2025-08-10,61352.272989202189,1950.0000000000018,62672.068832446617,1637.8938355128048,-1319.7958432444284
2025-08-11,60199.089051783048,1199.9999999999991,59272.235151649897,1661.9196339714617,926.85390013315191
2025-08-12,65588.45709032919,1199.999999999997,64165.330240793744,1638.9713657576576,1423.1268495354452
2025-08-13,62775.528420721843,1200.0000000000023,60563.763371232024,1558.6530399906114,2211.7650494898189
2025-08-14,63660.766697977742,1200.000000000002,62503.784155856847,1200.0000000000018,1156.9825421208952
2025-08-15,29283.443935197574,2700.0000000000036,27813.630329352778,1377.0007746652245,1469.8136058447963
2025-08-16,32209.621650848861,8699.9999999999964,28480.821984227652,2009.2717060479317,3728.7996666212093
2025-08-17,58326.879772305001,1949.9999999999991,60863.00709135006,1568.3871604265769,-2536.1273190450593
2025-08-18,62012.646644207693,1199.9999999999982,61438.769374403651,1636.8779244456509,573.87726980404113
2025-08-19,62947.517775461922,2700,62016.214725065467,1793.9789287145795,931.30305039645464
2025-08-20,68812.028565013999,2550.0000000000027,65397.653235916674,1699.2829408619345,3414.3753290973254
2025-08-21,63928.792832742678,1200.0000000000018,63181.83078628662,1200,746.96204645605758
2025-08-22,29312.643600815471,1950.0000000000041,28446.55769097697,1375.2769225728589,866.08590983850081
2025-08-23,30104.294049909218,9794.3567078310643,27048.234680868951,1903.654407708942,3056.0593690402675
2025-08-24,58047.64709256748,1800.0000000000036,61431.028238036488,1795.1868991795309,-3383.3811454690076
2025-08-25,78038.865001572995,3499.8300864390121,70437.909127772436,1729.7933285535473,7600.955873800558
2025-08-26,61655.227620528385,1200.0000000000045,61927.727942075988,1487.3217247967023,-272.50032154760265
2025-08-27,63550.918154013059,1200.0000000000043,62448.861815679091,1475.3965121327547,1102.0563383339686
2025-08-28,63234.906428552218,1200.0000000000077,63904.955147976289,1200,-670.04871942407044
2025-08-29,29092.467319993622,1200.0000000000089,28856.39742250786,1199.9999999999982,236.06989748576234
2025-08-30,32260.872914713225,10200.000000000013,27629.509968937527,1525.9887847627233,4631.3629457756979
2025-08-31,56752.824867489573,2700.0000000000036,59418.222116074016,1200,-2665.3972485844424
2025-09-01,54964.998714707523,1200.0000000000009,53598.252908602481,1200,1366.745806105042
2025-09-02,49616.956368560743,4050.0000000000009,48337.835082358579,1200.0000000000018,1279.1212862021639
2025-09-03,50935.975782158624,3449.9999999999991,50039.269638617945,1202.4155577659039,896.70614354067948
2025-09-04,48197.362206555379,1199.9999999999973,48156.790262251438,1199.9999999999982,40.571944303941564
2025-09-05,21084.004461873006,2746.4384630544291,20418.524139474132,1200,665.4803223988747
2025-09-06,23466.451462735546,10050.000000000004,20596.33400776302,1970.4573325387064,2870.1174549725256
2025-09-07,43962.627295113605,4199.9999999999982,46863.462230508216,1200.0000000000018,-2900.8349353946105
2025-09-08,48946.572769576866,5699.9999999999982,47284.581560111459,1199.9999999999982,1661.9912094654064
2025-09-09,45208.909298970219,5700,43214.704577617784,1215.671478468541,1994.2047213524347
2025-09-10,47453.75954444825,1200.0000000000045,49175.362998999612,1200,-1721.6034545513612
2025-09-11,49658.72547167138,1200.0000000000043,45217.972714713913,1236.379220632014,4440.7527569574668
2025-09-12,18021.677333597559,2700.0000000000014,17499.846099334096,1227.4451711653819,521.83123426346356
2025-09-13,20081.851242910889,10800.000000000002,17297.73282461764,1430.1345452135265,2784.1184182932484
2025-09-14,47728.587860349522,2550.0000000000036,50507.296359243031,1200,-2778.7084988935094
2025-09-15,45429.299045747452,3790.1352163770139,45067.388163490061,1200.0000000000018,361.91088225739077
2025-09-16,51885.276663097626,4800.0000000000018,49851.637181737613,1219.0262673248635,2033.6394813600127
2025-09-17,48610.556718048792,2550.0000000000045,47589.050114464488,1200.0000000000018,1021.5066035843047
2025-09-18,49068.191473792802,1199.9999999999982,47280.341480689662,1199.9999999999964,1787.8499931031402
2025-09-19,18067.489116718669,2700.0000000000041,17378.844155654944,1215.2463517160977,688.64496106372462
2025-09-20,22392.122225495477,10799.999999999998,18983.437490250566,3031.0989305550229,3408.6847352449113
2025-09-21,44556.01323225761,2700,47415.847641620523,1240.3750534612282,-2859.834409362913
2025-09-22,53853.594331138207,4200.0000000000018,50776.390010826661,1247.33326415591,3077.2043203115463
2025-09-23,50886.040012722478,2699.9999999999991,50467.250823940318,1278.9453301197227,418.78918878216064
2025-09-24,54278.102467723991,1200.0000000000016,48031.73812401756,1301.638759195861,6246.3643437064311
2025-09-25,50568.541543992746,1199.9999999999993,49659.294680643521,1234.3323588400162,909.24686334922444
2025-09-26,18051.272774318437,2700.0000000000045,17560.751548740198,1218.8540912684239,490.52122557823895
2025-09-27,23516.070387372445,10800.000000000004,19723.920234727979,3019.2628668799925,3792.1501526444663
2025-09-28,48530.779392047734,4199.9999999999982,50769.662020968834,1243.7813213964819,-2238.8826289210992
2025-09-29,51665.822089973488,1950.0000000000064,51728.048115140373,1274.3494454166339,-62.226025166884938
2025-09-30,60045.047787827789,1949.9999999999982,52843.014511286106,1279.6144190917876,7202.0332765416824
2025-10-01,44065.80048399049,1200.0000000000007,43636.24900330817,1273.1858171976601,429.55148068231938
2025-10-02,49422.364360466709,1199.9999999999982,46050.60264476826,1323.8624062048293,3371.7617156984488
2025-10-03,15752.796665275404,3604.9375152206053,15028.293571457001,1221.3365029866764,724.5030938184027
2025-10-04,19315.933234490934,10799.999999999998,16753.77359793643,1288.8712568430474,2562.1596365545047
2025-10-05,44526.094857811564,2725.6639049246114,46021.905249395175,1211.135692173104,-1495.8103915836109
2025-10-06,48453.718696230222,2700.0000000000005,45001.661767160622,1200,3452.0569290696003
2025-10-07,46002.564080029704,4800.0000000000009,45125.455456123251,1200.0000000000018,877.10862390645343
2025-10-08,44021.26080136474,4200.0000000000055,42844.951427798529,1200,1176.3093735662114
2025-10-09,47492.694280522643,1200.0000000000018,46084.04736506442,1274.8760587945962,1408.6469154582228
2025-10-10,17099.388467892994,7943.2207905292817,15144.043697992327,1533.8605485263652,1955.3447699006665
2025-10-11,15798.127542930828,10199.999999999998,14770.703137982375,1203.2254154494967,1027.4244049484532
2025-10-12,43351.994642269434,4950,46248.254871362587,1200,-2896.2602290931536
2025-10-13,46467.761530639575,4949.9999999999982,46603.926731346204,1200.0000000000073,-136.16520070662955
2025-10-14,50891.887949478027,7200.0000000000009,48185.511248387789,1200,2706.3767010902375
2025-10-15,50219.306566428051,6450.0000000000027,49284.660014043809,1200.0000000000018,934.64655238424166
2025-10-16,47887.780273642566,1200.0000000000009,49552.442828973275,1230.4746192074799,-1664.6625553307094
2025-10-17,18158.496735047207,7950.0000000000027,14775.032918648987,1200,3383.4638163982199
2025-10-18,16646.62442095649,10800.000000000002,15457.689722483457,1294.9853910196762,1188.9346984730328
2025-10-19,49017.746843866189,7050.0000000000036,51051.322244752395,1220.4844080992589,-2033.5754008862059
2025-10-20,53642.387520727047,7949.9999999999955,51856.633514341927,1315.9492262711228,1785.7540063851193
2025-10-21,53765.530547569644,6449.9999999999973,52475.111232335134,1305.1873595154811,1290.4193152345106
2025-10-22,51519.695162275995,7050.0000000000009,51160.309597612431,1262.4255927298545,359.38556466356385
2025-10-23,55737.231675778923,1200.0000000000027,54239.87237411891,1213.4133654720154,1497.3593016600134
2025-10-24,17575.234339428567,5162.0887586266326,15718.771305122016,1250.9578084654931,1856.463034306551
2025-10-25,17222.641775144311,10199.999999999998,17410.14972166394,3788.8569268921465,-187.5079465196286
2025-10-26,51798.230584563877,6449.9999999999927,51500.303452030937,1311.7395159010684,297.92713253293914
2025-10-27,50604.871636903328,7200.0000000000009,49867.241179392382,1300.3234074754528,737.63045751094614
2025-10-28,52975.420871801856,4950.0000000000009,50535.062105235193,1268.2631540764341,2440.3587665666637
2025-10-29,56658.81132858104,6299.9999999999964,55319.119776641739,1272.3251617134829,1339.6915519393006
2025-10-30,50163.081546315138,1199.9999999999973,51223.664984554402,1207.3454250448067,-1060.5834382392641
2025-10-31,19068.456095529265,5700.0000000000018,16917.150787593626,1289.6863620959557,2151.3053079356396
2025-11-01,17276.390729460265,10200,16745.913272408434,3201.2170332679407,530.47745705183115
2025-11-02,52842.671975653466,3835.0448040743922,54197.453499920237,1255.4291975928063,-1354.7815242667712
2025-11-03,59721.505680720089,7200.0000000000018,55929.320348683381,1275.9689580689173,3792.1853320367081
2025-11-04,53372.348703243166,6450,53832.354410582557,1293.9169541600641,-460.00570733939094
2025-11-05,59608.096548740607,4950,57698.72553885798,1337.6948528780704,1909.3710098826268
2025-11-06,55559.592232540774,1199.9999999999955,56746.833307767825,1200,-1187.2410752270516
2025-11-07,18332.072166623868,7199.9999999999991,16323.040391555576,1292.8913075857545,2009.0317750682916
2025-11-08,17748.065433222604,10200.000000000011,18095.694086908577,3669.4501834869607,-347.6286536859734
2025-11-09,54885.473619114622,3450.0000000000018,56209.647849447814,1261.1944230276695,-1324.1742303331921
2025-11-10,61645.819636807093,4950.0000000000036,60443.370560466072,1235.5572758762446,1202.4490763410213
2025-11-11,61320.439371946712,5550.0000000000036,58567.654632228412,1315.6237771848628,2752.7847397182995
2025-11-12,56381.92287435953,3299.9999999999982,57324.11862183921,1208.9849673600256,-942.19574747967999
2025-11-13,61395.600332522226,1200.0000000000027,58844.339922458319,1200,2551.2604100639073
