day,mean_price
270,0.78938819444444441
271,0.78775833333333334
272,0.79382430555555561
273,0.73815555555555556
274,0.74197222222222226
275,0.55796458333333332
276,0.58583055555555552
277,0.75256111111111101
278,0.76848958333333328
279,0.76575347222222223
280,0.76068541666666656
281,0.75780347222222222
282,0.55953194444444454
283,0.58455138888888891
284,0.76634374999999999
285,0.76465138888888895
286,0.77306666666666657
287,0.77605555555555561
288,0.78222083333333314
289,0.58880624999999998
290,0.58306805555555552
291,0.78936041666666668
292,0.78712708333333326
293,0.79530624999999999
294,0.79295069444444444
295,0.78133611111111123
296,0.59635833333333332
297,0.59850902777777781
298,0.78733055555555553
299,0.78289583333333335
300,0.79306666666666681
301,0.80695694444444444
302,0.79196041666666661
303,0.61773263888888885
304,0.60460347222222222
305,0.80224444444444443
306,0.80547083333333336
307,0.79758263888888892
308,0.80895555555555554
309,0.81506736111111122
310,0.61553402777777777
311,0.61734097222222217
312,0.81031736111111108
313,0.81897291666666661
314,0.81385902777777774
315,0.81239513888888881
316,0.81853611111111113
317,0.62907847222222224
318,0.62876805555555548
319,0.82057986111111114
320,0.81585486111111105
321,0.82191249999999993
322,0.82901388888888894
323,0.82117916666666657
324,0.63263402777777777
325,0.63667499999999999
326,0.82649444444444442
327,0.82105069444444445
328,0.8241243055555556
329,0.82993402777777781
330,0.82856388888888888
331,0.63402430555555567
332,0.65043819444444451
333,0.83959930555555551
334,0.90760555555555555
335,0.91531388888888876
336,0.91203263888888886
337,0.90508541666666664
338,0.7171770833333333
339,0.72719652777777766
340,0.9101083333333333
341,0.90851527777777774
342,0.90577708333333318
343,0.91615902777777769
344,0.89763402777777779
345,0.72377986111111114
346,0.72969652777777771
347,0.9207375000000001
348,0.91444027777777792
349,0.9109138888888888
350,0.90880972222222212
351,0.90947777777777772
352,0.72509444444444449
353,0.71897083333333334
354,0.91007638888888875
355,0.91928541666666652
356,0.91268888888888888
357,0.90826527777777777
358,0.91025208333333341
359,0.72377500000000006
360,0.7212277777777778
361,0.90589166666666665
362,0.90653125000000001
363,0.90045833333333336
364,0.91024374999999991
