date,g0,grid,planned_cost,adjustment_cost,emergency_cost,total_cost,emergency,charge,discharge,spill,emergency_events,emergency_slots,throughput,soc_start,soc_end
2025-02-17,84672.739393940486,75760.479984895996,52632.271481059121,-2611.6525380944208,233.13075667522932,50253.749699639928,45.406607084535288,21486.383776863233,17282.568657587832,418.20830603846389,5,5,38768.952434451065,9612.7943605168184,9747.6856957072487
2025-02-18,75137.784764713389,76799.17941577929,46774.519681001329,1724.4881636481589,108.18738351968204,48607.195228169163,26.138580235247662,21578.419824219956,17258.541813038297,414.05220149954317,3,3,38836.961637258253,9747.6856957072487,9992.105967462654
2025-02-19,76331.46873264524,77571.072109700195,47645.774823291467,1247.6778665349595,50.471286016774251,48943.923975843194,18.272802485794159,22876.870088199295,18874.617667374237,707.7651080275989,2,2,41751.487755573529,9992.105967462654,9609.4916386484219
2025-02-20,80131.690033076404,76903.546124713714,49444.494034604606,-909.19813871578731,74.373520933706715,48609.669416822522,18.972947874165357,22206.835965072019,17726.222136179789,1448.771510362315,4,4,39933.058101251809,9609.4916386484219,9899.8416336801492
2025-02-21,34828.677564266894,35148.749139445979,17871.798077603245,460.98761844138278,11.655261750786259,18344.440957795414,4.2407208052301826,19873.454688174228,15907.451557339493,5626.724696083139,2,2,35780.906245513717,9899.8416336801492,10111.004678215297
2025-02-22,34965.778613866161,34812.110231528284,18231.940722191655,90.630973376960767,223.26977379146464,18545.841469360079,43.176167903448629,20361.052286484552,16526.11749225924,3175.5887218730904,3,4,36887.169778743788,10111.004678215297,10073.598966874457
2025-02-23,78396.132980798327,75784.706387294544,48433.597223960962,-124.57200378819903,585.2623939596798,48894.287614132452,107.94068317343073,22490.3456954176,18540.311980671486,410.75967238852354,6,7,41030.657676089089,10073.598966874457,9714.563447559749
2025-02-24,75550.922558318503,73398.378356724774,47128.073340888208,-457.6562544192027,190.87144709190295,46861.28853356091,41.662761432677598,20925.812900670568,16821.099077335413,1132.2936781556341,3,4,37746.911978005985,9714.563447559749,9857.6849722350307
2025-02-25,76643.171649876807,70930.743928868615,47588.693225251205,-1836.3421989623052,384.87359962734428,46137.224625916235,69.654057123828238,21204.283972450517,17185.968799610921,1160.7595798195277,5,6,38390.252772061438,9857.6849722350307,9846.0196589839088
2025-02-26,70402.322358585036,73980.584275810514,43391.296327501761,2917.0444908965228,55.110857246529662,46363.451675644814,11.868234717934456,22686.490669482057,18170.598619438588,661.7124271516451,2,2,40857.089288920644,9846.0196589839088,10074.307239919321
2025-02-27,71927.302600936557,71812.854409989028,44445.087728236147,172.16652807056585,231.55243895712573,44848.80669526384,53.147018865624048,22527.632712846298,18443.771457155402,825.55597316376077,4,4,40971.404170001697,10074.307239919321,9856.0972846416571
2025-02-28,33912.160369714875,34003.544724751191,17558.817775849668,135.08514830746986,84.246161442514406,17778.149085599653,12.491090732080124,20320.21965958643,16244.013787071965,6647.2363929688036,1,1,36564.233446658392,9856.0972846416571,10095.390770411714
2025-03-01,37785.327488646326,37305.874023331715,19393.116867219025,-170.43215420191427,55.086011692510468,19277.770724709619,8.8512913461091784,16232.821116293388,13229.385998772734,10652.524263823836,1,1,29462.207115066121,10095.390770411714,10005.611998661618
2025-03-02,81275.924264571717,78175.024005224521,50593.836838082127,-157.87112819369736,295.58357255090647,50731.54928243933,61.879974918870104,21936.478474083971,18058.837974046961,2000.9564134397231,2,3,39995.316448130936,10005.611998661618,9683.0670986183432
2025-03-03,83676.664883683232,77507.374332554406,52080.800964055205,-1574.9464817872404,234.74085877483861,50740.595341042805,40.982659705906826,22593.964083994615,18269.43115219233,1206.6774271247032,1,2,40863.395236186945,9683.0670986183432,9718.2668273331328
2025-03-04,74117.026614439819,73734.683512307252,45976.534587086055,463.71056241446115,39.270773997579028,46479.515923498097,18.218869866656938,21122.607931719464,17060.089008047667,490.9255251687706,1,1,38182.696939767135,9718.2668273331328,9772.9595124943553
2025-03-05,76493.683616293652,71141.966151807574,47268.354220787929,-1450.0148885838071,17.321779628489107,45835.661111832611,2.8335971909846407,21018.465757159298,16964.715155674072,960.57713084667773,1,1,37983.18091283337,9772.9595124943553,9839.8951876332048
2025-03-06,71144.895609699684,70807.44129332478,43953.93664425896,-90.594985095220437,0,43863.341659163736,0,21763.046839651735,17500.321299173233,604.06161951294871,0,0,39263.368138824968,9839.8951876332048,9981.8358997939595
2025-03-07,34535.055331169962,33333.991030040852,18216.643179600935,-496.93617796117576,0,17719.707001639763,0,18773.635117642989,14944.150191066485,8582.220570131014,0,0,33717.78530870947,9981.8358997939595,10273.496182265444
2025-03-08,31453.464628841582,31624.294225026442,16319.917434669791,222.50629170947681,101.11717525944526,16643.540901638713,21.998485543171341,20482.879599724503,16666.547784413204,8766.8213785916487,2,2,37149.427384137707,10273.496182265444,10189.701394891719
2025-03-09,71727.5808039728,67464.514026823497,44058.823281771474,-1363.68332207708,1976.4095081394248,44671.549467833815,401.07592921143777,21984.605847320294,18033.080335525799,580.53939424043949,4,9,40017.686182846097,10189.701394891719,9939.0907291179847
2025-03-10,70571.220236444817,72160.913093466894,43069.279299026239,1684.4280255815574,1185.8911170999236,45939.598441707727,251.97486556724652,22115.489948893966,17970.564115059162,225.89067519935219,3,6,40086.054063953125,9939.0907291179847,9875.7382219457177
2025-03-11,62261.231234408267,68648.752575751918,38573.261688227409,4771.793793541885,713.10898764757894,44058.164469416872,150.17578967992819,21954.251012424647,17597.768024983561,503.52657799076849,7,9,39552.019037408209,9875.7382219457177,10081.488549812828
2025-03-12,71334.945525019924,66513.782110467757,44005.404538370101,-1611.0778999291633,151.18719444508554,42545.513832886019,36.692355136844185,21233.962705587466,17570.410718364004,451.38779504782326,4,4,38804.373423951474,10081.488549812828,9669.3764088815515
2025-03-13,71824.534479874332,72371.703671527546,43894.542676155543,542.66421460771301,685.15138533431968,45122.358276097584,108.09558260065165,21140.95832800282,17037.105389388973,830.32829884768262,4,5,38178.063717391793,9669.3764088815515,9766.1218047630118
2025-03-14,31584.774554779218,31750.75003378998,16202.159432219654,296.02461531504167,39.794138080288114,16537.978185614986,11.90777668337612,19932.124768622569,15684.91164383584,11486.018702353293,2,2,35617.036412458408,9766.1218047630118,10277.354492261273
2025-03-15,30857.545529304676,31057.948245303989,15697.007732996826,389.11031987059897,440.05114266021167,16526.16919552764,89.645050983220514,19863.351481983111,16650.223590360474,7010.3402546645702,3,4,36513.575072343585,10277.354492261273,9654.1223923122143
2025-03-16,69546.91044120102,69064.016489644549,42969.188088373674,315.24330242156145,120.35593007277751,43404.78732086801,31.873688626972864,21406.497361106965,17022.474446748387,1360.8203305796214,3,4,38428.971807855356,9654.1223923122143,10006.109520921389
2025-03-17,65390.058335925947,62349.036342773368,39449.633462839105,-715.06530556138205,216.34931113745156,38950.91746841518,36.141756700360247,21499.561566338081,17283.585274096498,311.07037389880662,4,4,38783.14684043458,10006.109520921389,10151.731292740675
2025-03-18,73665.550690322008,66103.932719913952,45576.889849316714,-2507.2600357043375,3.0288496302035726,43072.658663242582,1.0962013135796269,20775.114660073705,16925.002329958792,1128.9582244459539,2,2,37700.116990032497,10151.731292740675,10043.776342408348
2025-03-19,62066.42535252712,65039.194692297067,38414.756861833688,2113.3269557164949,0,40528.083817550178,0,21281.751553504171,16981.768272790294,1273.7409615831905,0,0,38263.519826294461,10043.776342408348,10328.721326350669
2025-03-20,68954.491448001267,65903.584082348651,42657.542788421619,-792.43626015317352,783.41117473083227,42648.517702999277,160.76190994140939,21172.358521719849,17527.342100245191,210.36775414873489,4,6,38699.700621965036,10328.721326350669,9909.019440070535
2025-03-21,30660.561728516455,30319.599710509698,15785.750106889309,-85.778789244396705,88.761119138585741,15788.732436783497,34.611890657406889,20351.724323495553,16392.266302113971,14361.28906311886,4,4,36743.990625609527,9909.019440070535,10011.942106645458
2025-03-22,31598.342936957062,31149.202543049774,16391.097527194546,-202.77043365104623,41.751016317451288,16230.078109860951,22.489101167493288,19576.1188737505,15519.02151836297,11233.394555496399,1,1,35095.14039211347,10011.942106645458,10387.091850395385
2025-03-23,70161.236507331007,63521.682038939529,43341.86682233934,-2214.84914345583,363.93491267400418,41490.952591557507,61.189715130453465,19857.375776938861,16538.361718594053,1494.1375790585143,3,4,36395.737495532914,10387.091850395385,9882.77258453586
2025-03-24,67816.8392969743,63035.087471914267,41358.131633759396,-1482.9129618278876,15.314651847921491,39890.533323779426,7.0688446101645468,21384.166703186635,17167.061758598116,826.55428860258655,1,1,38551.228461784747,9882.77258453586,10054.00955229481
2025-03-25,73863.627641849424,64601.291350758824,45473.456868553534,-2944.0897985053221,25.342610298295174,42554.70968034651,9.4864555956089589,20214.332863660704,16615.403987386708,61.724213413773214,3,3,36829.736851047412,10054.00955229481,9785.3491436042277
2025-03-26,63793.882713819032,60161.189601667997,39205.866188098327,-1140.9479925251223,93.392525793977981,38158.31072136719,42.771057994769421,21016.727263729757,16802.370137624333,397.04866689067705,2,2,37819.097401354091,9785.3491436042277,10031.103528045092
2025-03-27,68696.595192965906,62666.754157494652,42151.045252368429,-1960.7702514045363,23.11825093183587,40213.39325189573,5.5244550916940298,20244.871417358616,16651.684869000164,362.10266422789834,2,2,36896.556286358784,10031.103528045092,9749.6157270009971
2025-03-28,31304.178068721529,31167.369464636802,15848.840001077082,-67.521886546017015,18.724848311814277,15800.042962842876,8.5677640410955291,19141.185088226659,15018.131675607528,16231.003049392097,1,1,34159.316763834184,9749.6157270009971,10289.869333507737
2025-03-29,29479.417366828136,29836.692857854257,14724.274109350677,488.80010077760448,113.37501797354416,15326.449228101827,28.168623274283291,19486.816005762317,16179.104637344346,18849.940929377233,4,5,35665.920643106663,10289.869333507737,9851.22080831122
2025-03-30,66621.563830645027,59491.412502791747,40311.079137012908,-1931.4158592082799,962.98983273677129,39342.653110541396,182.48087619115228,20739.800408936655,16764.781780920755,353.25505096700357,5,8,37504.582189857407,9851.22080831122,9889.5058642200329
2025-03-31,58565.126654673375,61219.966731841589,35820.230873777,2174.2024324882623,276.37783155282187,38270.811137818077,63.271705708993863,20477.81564901676,16366.198069338221,220.2313745387105,3,3,36844.013718354981,9889.5058642200329,10134.875426848212
2025-04-01,72930.289316295093,64063.931156308259,44238.293442152339,-2665.5985441976391,113.17650873173878,41685.871406686434,17.32337154961192,18377.031804845999,15400.619204840263,895.99041118547279,2,2,33777.651009686262,10134.875426848212,9562.4049347204345
2025-04-02,68568.793430891717,65783.05445999885,41337.570182715644,-439.06482996379412,63.014053660331555,40961.51940641219,14.79376773337987,19761.344873192538,15744.387748050325,1345.5557025900175,1,1,35505.73262124286,9562.4049347204345,9853.8511560933566
2025-04-03,70732.032229147182,62218.52895001979,43341.439221140776,-2795.4234071987121,102.26746830749835,40648.283282249569,15.124967582267004,20034.601219559867,16437.877015454695,2773.3994468302144,1,1,36472.478235014562,9853.8511560933566,9620.6844587475789
2025-04-04,29699.843737053729,29524.419746678097,14799.523946386131,-69.879457091758781,0,14729.644489294373,0,19726.155913216069,15477.253056406726,18844.714639868755,0,0,35203.408969622797,9620.6844587475789,10177.276940190122
2025-04-05,28714.567573680342,28848.06258236921,14254.547984690467,212.56236887198918,65.693428107288128,14532.803781669743,31.740051651487079,19702.71710683978,16325.58767075431,13458.558214601895,2,2,36028.304777594094,10177.276940190122,9770.180479952247
2025-04-06,66652.707799538519,58819.499154553436,40358.399322600322,-2425.0184490273664,100.8195588966627,38034.200432469617,15.609215626527202,20028.798799601762,16726.394331908908,1122.6276358204482,3,3,36755.19313151067,9770.180479952247,9211.2168085839348
2025-04-07,59940.974204320708,58603.480291292122,35645.747981847904,228.89992647615435,29.11382507223821,35903.761733396299,5.6681769439441041,20358.421634327795,16000.565873806834,1008.5734243817773,2,2,36358.987508134625,9211.2168085839348,9755.389753026926
2025-04-08,67945.803670656838,59296.647747434858,41989.235056946578,-2924.0695757656722,167.36766040628453,39232.533141587191,35.978549748045168,19599.313990827068,16480.270758255407,1860.3894479445853,4,5,36079.584749082474,9755.389753026926,9083.360391154165
2025-04-09,66730.916303080812,63868.936254038432,40908.182686932159,-1316.6085245576639,0,39591.574162374498,0,20430.91113982493,16448.428046313213,752.14214386005597,0,0,36879.339186138139,9083.360391154165,9195.1492544263601
2025-04-10,65040.352216232342,59905.111290040411,39733.743817243732,-1758.1996419732964,468.28508894291161,38443.829264213353,111.69831217813513,20442.427937559311,16259.736103152172,1373.4798678114112,4,6,36702.164040711483,9195.1492544263601,9526.9609502828862
2025-04-11,28165.762131334388,28431.776525672816,13791.196275796694,402.08728689658307,115.07218694463694,14308.355749637914,46.400714174255555,20232.286323449254,16134.505125633532,19063.745875364682,3,5,36366.791449082782,9526.9609502828862,9808.7907240166169
2025-04-12,29292.534604220036,28510.636374232541,14867.46543318548,-353.89738422263576,19.596735560831519,14533.164784523677,10.555742289701868,19349.724916209881,15435.736655799245,15582.043306111609,1,1,34785.461572009124,9808.7907240166169,10072.724642161902
2025-04-13,61165.269806826902,58214.287807412547,36732.158094455648,-800.12930394935086,119.23074732170744,36051.259537828002,19.099946541216127,19443.905460272443,16237.471137104196,750.59494745219365,2,2,35681.376597376642,10072.724642161902,9530.6049596246557
2025-04-14,65252.374333506756,56022.264845839767,39868.591353322612,-2795.730571225492,1118.4420358502921,38191.302817947413,162.54168217987581,19612.625051313807,16031.56936797008,75.719044675918326,2,3,35644.194419283886,9530.6049596246557,9369.1126525069903
2025-04-15,57343.449515863831,56546.80152509117,34243.855747050322,51.410880810285633,681.03306336689798,34976.299691227505,145.66372160108398,19941.719998175118,15685.59081785072,2296.9072330345361,6,11,35627.310816025842,9369.1126525069903,9888.2264088082429
2025-04-16,63143.691888300331,59751.349695136305,37440.377884050336,-541.22550854720123,25.265324454221943,36924.417699957368,4.9864677705495524,19090.726201133519,15768.08435712487,654.10236889819987,2,2,34858.810558258388,9888.2264088082429,9549.7862596896703
2025-04-17,56001.027691831769,57551.4769968685,34398.492748248631,1345.2225442448716,0,35743.715292493507,0,20945.299755862445,16640.17979292231,378.01468392835858,0,0,37585.479548784759,9549.7862596896703,9911.4673811633038
2025-04-18,27813.434587815169,27611.615314098759,13707.484532603932,10.642782785801671,207.77723019720361,13925.904545586938,40.156794118323091,20048.53905668365,15927.768136268311,17176.884004468408,2,2,35976.307192951965,9911.4673811633038,10257.632380769352
2025-04-19,27117.263990001207,27486.257864999425,13070.491333160131,691.3751405153422,73.824425571421472,13835.690899246894,36.822638853850947,19700.204558379104,16105.936372268596,17144.133067742765,2,2,35806.1409306477,10257.632380769352,10092.331625234328
2025-04-20,57883.095080707557,57011.139002320771,34894.441756812492,-312.81369888535062,138.78311719524345,34720.411175122383,32.200736588999355,20633.457668818999,16628.755983433308,1080.893170190742,2,2,37262.213652252307,10092.331625234328,10186.047990023317
2025-04-21,61784.825057318623,53907.975032186034,37224.011473101404,-2480.1371776916558,47.088662757266228,34790.962958167016,8.4523326536969705,19080.130557709628,15806.125208588877,2125.511632385645,2,2,34886.255766298505,10186.047990023317,9795.8041490854594
2025-04-22,54276.940490124398,55981.291391871113,32431.326269102668,1469.5993576745477,118.34250097379694,34019.268127751013,33.560016346435958,19766.228940133478,16022.273086983261,117.96623840066769,2,2,35788.502027116738,9795.8041490854594,9782.8845430019664
2025-04-23,52641.490279185025,55962.545555959674,31579.672478169814,2625.6972053658501,226.25554084327939,34431.625224378942,56.079015249065201,20121.753751085642,16007.489573112396,504.44367656883128,2,2,36129.24332419804,9782.8845430019664,10106.36339329861
2025-04-24,54984.021594670077,54133.460416653965,32920.636997861599,368.18518062543319,267.39243912045436,33556.214617607482,54.719423145950621,19011.038225326902,15665.579835192018,3752.6147496650406,2,3,34676.618060518922,10106.36339329861,9810.0979792128001
2025-04-25,27355.389314371525,26674.092245569784,13442.564626931424,-327.53024609257989,108.78274365824259,13223.817124497084,16.129104256541268,19852.698594353576,15971.363250734834,20808.528356207582,1,1,35824.061845088407,9810.0979792128001,9931.5675466478733
2025-04-26,27216.273199979023,26990.78185877627,13311.053675991716,-70.7500929214915,25.429663557773356,13265.733246627999,3.9483989686784184,19760.354158130402,16110.532161673164,23274.714627954374,1,1,35870.886319803569,9931.5675466478733,9815.2949982172795
2025-04-27,53504.458895054202,54030.509654931753,32245.245240615055,1435.0906984301341,268.03456265280136,33948.370501697995,60.221280470758074,20140.218508547194,16314.83553030027,1691.8767738222539,4,5,36455.054038847462,9815.2949982172795,9813.8966222427807
2025-04-28,64941.34583510767,61635.236173599289,38731.472515883361,-879.33519844546879,59.037745517744831,37911.175062955641,10.883536826941622,20175.404125432964,16149.406320576016,998.15458890262209,1,1,36324.810446008982,9813.8966222427807,10027.975534492434
2025-04-29,55754.863620576376,54842.842681949274,33655.069242775542,-79.032399267657524,116.86478857057983,33692.901632078458,17.95469530635205,18076.20964111932,14557.776795622172,3909.1508150918153,2,2,32633.986436741492,10027.975534492434,10121.256660808518
2025-04-30,52764.514251763976,51946.546803187244,32129.594825597294,-406.5162836159073,11.122909277627659,31734.201451259014,2.3838211053638361,19785.580367522485,16275.503812123476,181.99963556027166,1,1,36061.084179645957,10121.256660808518,9844.3858669971287
2025-05-01,53651.389142513421,53439.877134288792,33006.601326238786,561.30929260918992,10224.998691230119,43792.909310078103,1703.2757314278992,18265.319515616549,16085.632134723535,1952.0866848236774,5,29,34350.951650340081,9844.3858669971287,8410.248836914765
2025-05-02,29042.38500753804,28854.637100167518,14572.198314559517,-67.816737900914177,7571.7374875858986,22076.1190642445,1331.5839183502867,18878.672139065387,15051.256334721804,12068.485130840892,10,18,33929.928473787193,8410.248836914765,8677.4356123827147
2025-05-03,28277.835445660585,28277.835445660585,13879.18695499465,2.6331239411092609e-13,7739.2153689871147,21618.402323981765,1406.1342383292381,18539.296433181804,14828.627526699038,17106.129127507058,7,15,33367.923959880842,8677.4356123827147,8886.5495948029638
2025-05-04,58869.399857964163,54485.876608928738,35705.403692948385,-1243.5605973906963,6771.1777947334112,41233.020890291096,1188.9485761705171,17988.254688835164,14778.89650165533,730.79966458609192,10,21,32767.151190490495,8886.5495948029638,8654.9827018042524
2025-05-05,60190.571441416047,57632.458590879585,37808.56685264453,-964.12375312875133,2276.9524111142418,39121.395510630027,414.04072115762256,17999.093628396116,15062.715022177337,34.113905818432109,9,16,33061.808650573454,8654.9827018042524,8117.8169427192661
2025-05-06,53379.967720907815,55634.763859386563,33159.243908248609,2265.9700062500137,4308.697462140055,39733.911376638673,729.99646430471512,19130.580750716366,15648.745366351275,12.842572659521124,10,16,34779.326117067641,8117.8169427192661,7947.8447668625804
2025-05-07,57265.161979170713,59396.452260710052,35974.782087144362,1603.7180984611271,206.33859973902807,37784.838785344517,42.205579181446979,20104.741442535484,15769.21072960639,35.281176962406334,1,2,35873.952172141871,7947.8447668625804,8520.7668100263018
2025-05-08,64325.528919696808,60804.992808275456,39438.182639516497,-821.24930791911106,292.53948357557044,38909.472815172951,74.62187546815025,19824.552316655394,14824.812134733225,53.362101821433043,5,5,34649.364451388617,8520.7668100263018,9890.8504119792433
2025-05-09,28901.347663711262,29120.079340318574,15588.998390781453,293.15872809061136,0,15882.157118872066,0,19004.937425842934,15448.151335875727,17063.907400351371,0,0,34453.08876171866,9890.8504119792433,9830.6814998204027
2025-05-10,28997.367943942405,29262.262791991325,15734.423508587453,364.17241118267236,103.00907736989666,16201.604997140023,23.387108666561744,18206.689350784029,14816.095713262508,13774.010979803035,2,2,33022.785064046533,9830.6814998204027,9754.373345234344
2025-05-11,62402.126677840759,58498.781969827367,38480.472947532238,-922.41149382618835,106.10343420888947,37664.164887914943,15.73884657848987,17393.387625285788,14437.215663645051,74.269771431791014,1,1,31830.603288930841,9754.373345234344,9367.071470608169
2025-05-12,55124.01808996762,56752.947273012622,34771.843488262122,1618.7298448468987,1.7980623631025465,36392.371395472124,0.3838732628314574,16786.706831326854,13039.2625041295,1074.6915857447666,1,1,29825.969335456353,9367.071470608169,9987.0381697695611
2025-05-13,63053.613647240338,57999.796494581315,38926.889200344187,-1096.1634076119497,6.414162767652428,37837.139955499893,1.2642481063668924,17743.936039567059,13881.178596117896,1009.0905325718529,1,1,31625.114635684957,9987.0381697695611,10533.04883191559
2025-05-14,59122.293914461494,56068.737612065714,37802.030892594928,-832.78604476990063,0,36969.24484782503,0,17226.843937520156,14279.089897925931,106.8347891381685,0,0,31505.933835446085,10533.04883191559,10171.552933543802
2025-05-15,58603.741980800449,57098.040512376821,38004.817973984987,-493.84616731436989,18.626148200104993,37529.597954870726,8.6152939002536186,18085.940081184068,14345.521275091478,601.17871685114778,2,2,32431.461356275548,10171.552933543802,10509.430923174497
2025-05-16,27716.688663358207,27526.374518960049,15379.646990419278,-88.640284980880836,44.125524832016389,15335.132230270414,10.905962637670882,18399.317972282875,15528.556227409566,21951.012203391074,1,1,33927.874199692444,10509.430923174497,9814.8657344406856
2025-05-17,28417.193253444784,28414.747161209321,15512.179181426756,-0.75460588371872039,156.85197733633643,15668.276552879375,57.690979482465124,18641.51935628349,15477.443514358738,14859.563215433704,2,4,34118.96287064223,9814.8657344406856,9395.0736946972302
2025-05-18,65778.891096594743,58681.950610658547,40563.020244773237,-1835.6565907511622,17.51944163166657,38744.883095653742,8.036441115443381,17984.865913134745,13669.257752111223,698.210790750466,1,1,31654.12366524597,9395.0736946972302,10393.38884750603
2025-05-19,57905.87524867669,54605.873478249385,36034.342301380399,-750.1964718974325,125.07106273899332,35409.216892221957,18.544156385053498,16467.741778284078,13700.570723442175,4342.0300297925369,1,1,30168.312501726254,10393.38884750603,9991.5000885815043
2025-05-20,58056.481519506087,57206.60171175185,36272.651022656588,-190.23440766375572,0,36082.416614992835,0,16570.366711911316,14309.003369720371,417.84355289424616,0,0,30879.370081631685,9991.5000885815043,9005.9374962790407
2025-05-21,55122.558716454609,56265.319412195779,34966.871131967273,1172.770451371144,0,36139.641583338416,0,17333.123037356982,13533.704341045872,1103.2854325513406,0,0,30866.827378402853,9005.9374962790407,9568.2989620715725
2025-05-22,56595.016053294647,55759.416733073609,35862.253932111955,-287.74993904186414,0,35574.503993070095,0,17848.959365873648,13878.431891393477,972.25844192677664,0,0,31727.391257267125,9568.2989620715725,10211.882512031771
2025-05-23,27374.940377100469,28020.506915040332,14691.099834578992,893.69621083658581,107.58409775864388,15692.380143174219,18.680455675055157,19161.25058377397,15693.067257049279,18150.055160657364,2,2,34854.317840823249,10211.882512031771,10020.266640706923
2025-05-24,28042.17642207961,27998.299119579071,15474.821745709636,-20.390800364389911,0,15454.430945345244,0,18964.039720328383,15178.642333956454,20458.400349873806,0,0,34142.682054284836,10020.266640706923,10222.744240161966
2025-05-25,57814.028092192828,54788.181838886012,35832.474155021337,-675.73263047751857,14.584286995982357,35171.325811539798,3.4551734176693571,15806.351187959044,13413.898237175727,3854.1738781870399,1,1,29220.249425134771,10222.744240161966,9544.1289346854082
2025-05-26,56251.679882428049,58739.865937827257,35586.79399865133,1696.2513301244473,0,37283.045328775777,0,18147.046516751761,14266.09165433146,279.07812540694931,0,0,32413.138171083221,9544.1289346854082,10025.257850504824
2025-05-27,53188.784724552148,53688.093707485707,34083.36616953864,340.89926554832795,51.75644508801826,34476.02188017498,9.5634439870606798,18035.870611431252,14597.695447681916,869.11468772343085,1,2,32633.566059113167,10025.257850504824,10037.879792257494
2025-05-28,59290.797242081593,55925.659929530593,36869.257704924763,-844.02182349626264,0,36025.235881428496,0,17263.941717457707,14071.831623957076,459.72573602996664,0,0,31335.773341414781,10037.879792257494,9940.0588669060126
2025-05-29,60045.554132236604,58202.429009246371,37373.70036697312,-330.5283027895822,304.2421866030225,37347.414250786554,80.519396074130981,17441.86367402997,14517.432159497177,1248.3933907877145,2,3,31959.295833527147,9940.0588669060126,9507.2559963139083
2025-05-30,28216.433906398044,28216.433906398048,15239.918573353612,3.9135013452096244e-12,3.5367581119365372,15243.455331465555,0.71724966780298871,18555.98075081726,14894.689904882594,17959.627043464519,1,1,33450.670655699854,9507.2559963139083,9657.9832221798915
