origin,horizon,M,S,mean_net_kwh,mean_timewise_variance_kwh2,full_Q80_mean_kwh,reduced_Q80_mean_kwh,full_Q90_mean_kwh,reduced_Q90_mean_kwh,positive_Q90_tail_underestimate_kwh,expected_objective_yuan_all_horizons
2025-02-07,2,21,21,537.73255696436854,1504.7937392997928,566.57463383166282,566.57463383166282,579.70398698439158,579.70398698439158,0,93392.883905941169
2025-02-08,0,23,23,224.39263582259218,1608.2263350526255,255.49036441651029,255.49036441651029,268.35471126890786,268.35471126890786,0,70245.797771088255
2025-02-08,1,23,23,533.7533057279561,1665.2693913809492,566.02679412209409,566.02679412209409,578.62348459409418,578.62348459409418,0,70245.797771088255
2025-02-09,0,24,24,534.71693309422449,1699.0463310013099,567.38792287798242,567.38792287798242,580.23061000573341,580.23061000573341,0,103505.7870267822
2025-02-09,1,24,24,535.94606987640748,1667.3780013827818,569.03242341574958,569.03242341574958,581.54728259633805,581.54728259633805,0,103505.7870267822
2025-02-10,0,25,25,540.47971402773612,1698.1015631538776,569.86442599476732,569.86442599476732,586.46721083959096,586.46721083959096,0,104274.10254651948
2025-02-10,1,25,25,536.27873778727258,1689.7591532533688,565.10051169923759,565.10051169923759,582.07420527067802,582.07420527067802,0,104274.10254651948
2025-02-11,0,26,26,532.81175448907663,1717.4560770480341,562.66314923409186,562.66314923409186,579.06818448836964,579.06818448836964,0,102624.67112314428
2025-02-11,1,26,26,529.07294855500652,1729.4548014615139,559.33258683758925,559.33258683758925,576.22449617910888,576.22449617910888,0,102624.67112314428
2025-02-12,0,27,27,527.96443890432545,1771.9304911270171,559.3110762951369,559.3110762951369,575.39456112442303,575.39456112442303,0,101489.27621981513
2025-02-12,1,27,27,521.32446305653957,1708.8386553079376,552.51679145967421,552.51679145967421,569.12787283157149,569.12787283157149,0,101489.27621981513
2025-02-13,0,27,27,521.21645186338958,1747.1278727034498,552.48467400250411,552.48467400250411,568.44520496379062,568.44520496379062,0,68209.710650805107
2025-02-13,1,27,27,201.07362220681532,1697.7731427042224,232.29255468443728,232.29255468443728,248.6630761567298,248.6630761567298,0,68209.710650805107
2025-02-14,0,27,27,197.36492284116582,1730.5551283052491,228.51220664049066,228.51220664049066,244.07161710430307,244.07161710430307,0,35163.004965735927
2025-02-14,1,27,27,189.25022191850127,1802.0691321755419,221.39224715709315,221.39224715709315,237.72354170793005,237.72354170793005,0,35163.004965735927
2025-02-15,0,27,27,191.41291349095007,1821.090077742306,223.487432130364,223.487432130364,238.99579416862605,238.99579416862605,0,65957.670614530551
2025-02-15,1,27,27,500.62409049801704,1831.0894579990725,532.78691209433873,532.78691209433873,549.41241568094244,549.41241568094244,0,65957.670614530551
2025-02-16,0,27,27,500.78960997474434,1858.5328015564551,532.97057223465663,532.97057223465663,548.90743423402546,548.90743423402546,0,95944.033039309652
2025-02-16,1,27,27,496.84547704569883,1839.6691050587574,529.26730545594239,529.26730545594239,545.28966888308469,545.28966888308469,0,95944.033039309652
2025-02-17,0,27,27,500.99796137666567,1854.6023920346165,532.99155574472979,532.99155574472979,549.2334370575702,549.2334370575702,0,96109.70599680164
2025-02-17,1,27,27,497.70061005732998,1879.5526193212054,529.86186077566879,529.86186077566879,546.71465528386216,546.71465528386216,0,96109.70599680164
2025-02-18,0,27,27,496.44253070369854,1891.0873655451974,528.57824484619812,528.57824484619812,545.04959919043881,545.04959919043881,0,95166.666973282205
2025-02-18,1,27,27,494.38580106650829,1778.0691196990831,526.0901269136665,526.0901269136665,542.72861813499969,542.72861813499969,0,95166.666973282205
2025-02-19,0,27,27,495.36030488968908,1790.8974883833696,526.97846048667316,526.97846048667316,543.22708889733758,543.22708889733758,0,94490.041737308522
2025-02-19,1,27,27,491.01269220395505,1776.9778352239809,522.84292303715517,522.84292303715517,539.8638263879825,539.8638263879825,0,94490.041737308522
2025-02-20,0,27,27,492.78008407274473,1768.2352966588048,524.37570808059411,524.37570808059411,540.91884967282795,540.91884967282795,0,64191.357945183947
2025-02-20,1,27,27,177.83708896741012,1736.3346461037193,209.33119247915516,209.33119247915516,227.28285376895644,227.28285376895644,0,64191.357945183947
2025-02-21,0,26,26,176.99202022566422,1733.4309937368605,207.55946258229403,207.55946258229403,224.19841780581885,224.19841780581885,0,81247.136704651959
2025-02-21,1,26,26,171.66073161650843,1749.4241968702611,202.38333368075826,202.38333368075826,220.42263877546554,220.42263877546554,0,81247.136704651959
2025-02-21,2,26,26,481.33199143865102,1719.4928474521421,511.32597003464372,511.32597003464372,529.33419035153474,529.33419035153474,0,81247.136704651959
2025-02-22,0,27,27,172.09459058508216,1722.7771596590273,203.53778570409656,203.53778570409656,220.24560934351678,220.24560934351678,0,62947.459943902599
2025-02-22,1,27,27,481.12479272470711,1701.7500984966432,512.8705577724844,512.8705577724844,530.02340138772036,530.02340138772036,0,62947.459943902599
2025-02-23,0,27,27,484.20884936262559,1694.1735508457505,515.52286269863384,515.52286269863384,531.93671834605027,531.93671834605027,0,91515.881065255599
2025-02-23,1,27,27,479.1169098385252,1679.0623208361224,511.13016480876428,511.13016480876428,527.95532709898112,527.95532709898112,0,91515.881065255599
2025-02-24,0,27,27,481.19430224258417,1665.503475028542,512.83326979340143,512.83326979340143,528.84437884741783,528.84437884741783,0,91200.682092669711
2025-02-24,1,27,27,479.46102102663735,1700.1167972796593,511.53077431969047,511.53077431969047,527.99852448975616,527.99852448975616,0,91200.682092669711
2025-02-25,0,27,27,478.30866719116398,1680.4145117038086,509.86744378880888,509.86744378880888,525.57235677736833,525.57235677736833,0,90772.210262580164
2025-02-25,1,27,27,477.29044264103362,1671.7560798413774,508.80573126200346,508.80573126200346,525.88922207301778,525.88922207301778,0,90772.210262580164
2025-02-26,0,26,26,474.61354385513852,1674.1563631315762,505.14337989678864,505.14337989678864,521.30956412349838,521.30956412349838,0,107517.5383935877
2025-02-26,1,26,26,468.29795922177595,1677.4297643055183,498.80464323667707,498.80464323667707,516.02859622319988,516.02859622319988,0,107517.5383935877
2025-02-26,2,26,26,151.50535291605553,1746.9000673039181,182.72569441224928,182.72569441224928,199.56371740474955,199.56371740474955,0,107517.5383935877
2025-02-27,0,27,27,467.42333632014663,1713.9779548276103,499.18675333729942,499.18675333729942,515.15159879399835,515.15159879399835,0,60629.913700370249
2025-02-27,1,27,27,151.73292526592314,1755.7112522314139,184.10626070799128,184.10626070799128,201.22208377287149,201.22208377287149,0,60629.913700370249
2025-02-28,0,27,27,151.27401239222408,1718.6496895002997,183.04334634607682,183.04334634607682,199.8202608570916,199.8202608570916,0,32931.162191239178
2025-02-28,1,27,27,145.36003227190611,1765.260063651983,177.26822527413987,177.26822527413987,194.88336449345323,194.88336449345323,0,32931.162191239178
2025-03-01,0,27,27,146.8442136173079,1732.1578435083127,178.62364452617783,178.62364452617783,195.41900265948041,195.41900265948041,0,59971.177938322544
2025-03-01,1,27,27,454.81647255492578,1787.3719811958827,486.74943610501083,486.74943610501083,504.17893299118776,504.17893299118776,0,59971.177938322544
2025-03-02,0,27,27,458.41387718777031,1758.448110191837,490.03209357457791,490.03209357457791,506.67002058540879,506.67002058540879,0,86941.571765456203
2025-03-02,1,27,27,456.13893299705262,1889.7325669895451,487.84545291878828,487.84545291878828,506.03564185957322,506.03564185957322,0,86941.571765456203
2025-03-03,0,27,27,461.40595078799481,1852.4921308782104,492.96440690604709,492.96440690604709,510.17364825913398,510.17364825913398,0,88564.996074617957
2025-03-03,1,27,27,464.05703804846439,2243.7357653989993,496.08467755558831,496.08467755558831,514.61743242257899,514.61743242257899,0,88564.996074617957
2025-03-04,0,26,26,466.7186039127655,1879.0145037468351,497.59884579974835,497.59884579974835,515.19585628740219,515.19585628740219,0,137009.66799677018
2025-03-04,1,26,26,469.61648003391747,2262.1751992013255,500.37989331312332,500.37989331312332,519.32844727727695,519.32844727727695,0,137009.66799677018
2025-03-04,2,26,26,468.12043698573729,2575.8153383095728,500.51236876490043,500.51236876490043,520.55121647773876,520.55121647773876,0,137009.66799677018
2025-03-05,0,26,26,470.61656287947739,2200.35193374869,501.34636367216626,501.34636367216626,519.20429674689456,519.20429674689456,0,108528.06726514806
2025-03-05,1,26,26,470.52732158683892,2475.8695144820781,503.08864352319665,503.08864352319665,522.22144672296156,522.22144672296156,0,108528.06726514806
2025-03-05,2,26,26,169.59059160639788,2652.5759506514896,202.63640806612452,202.63640806612452,222.71604014257036,222.71604014257036,0,108528.06726514806
2025-03-06,0,27,27,468.80512162450719,2346.2311453515667,501.48688092639492,501.48688092639492,519.47081900070611,519.47081900070611,0,61330.822690293309
2025-03-06,1,27,27,167.60006459248288,2481.126328925498,201.31468051850914,201.31468051850914,220.38573519555069,220.38573519555069,0,61330.822690293309
2025-03-07,0,27,27,166.38870968614154,2360.6804175367079,199.32144565884977,199.32144565884977,217.43685990226265,217.43685990226265,0,31809.806904251054
2025-03-07,1,27,27,150.13116807196764,2392.8327814976419,183.58055439293057,183.58055439293057,202.47453791836409,202.47453791836409,0,31809.806904251054
2025-03-08,0,27,27,148.78849990104689,2256.743793187291,181.4031729731972,181.4031729731972,199.27279200476647,199.27279200476647,0,60518.216394787516
2025-03-08,1,27,27,455.48582880987487,2447.0394766758682,489.52196570610636,489.52196570610636,508.16964886800127,508.16964886800127,0,60518.216394787516
2025-03-09,0,28,28,451.50604046003173,2285.9773060435773,485.52609124640537,485.52609124640537,503.03888755478107,503.03888755478107,0,41897.343361307619
2025-03-10,0,28,28,445.36639495559098,2342.7259353546519,479.38334386705458,479.38334386705458,497.46277223152487,497.46277223152487,0,44723.507884817605
2025-03-11,0,28,28,445.87506378625164,2391.5856815790544,480.5634255183561,480.5634255183561,498.4918024503113,498.4918024503113,0,44544.738437743115
2025-03-12,0,28,28,442.32812769770396,2424.3695765537268,477.29539653305255,477.29539653305255,495.34594118709879,495.34594118709879,0,44154.413765048004
2025-03-13,0,27,27,437.85083110730397,2469.0275882866254,471.69556894369856,471.69556894369856,490.32659287888987,490.32659287888987,0,59898.620117177335
2025-03-13,1,27,27,122.13745407693315,2516.0349900316919,155.67474712917056,155.67474712917056,175.66893495192971,175.66893495192971,0,59898.620117177335
2025-03-14,0,27,27,126.21266520134334,2381.5804712397535,159.49082463185971,159.49082463185971,178.27427887191445,178.27427887191445,0,30760.1902837163
2025-03-14,1,27,27,124.54036698950235,2629.2779850583975,158.78306298104872,158.78306298104872,179.64476922923188,179.64476922923188,0,30760.1902837163
2025-03-15,0,28,28,121.66646420431182,2508.4613417585633,156.2031719093219,156.2031719093219,177.97026412414471,177.97026412414471,0,14574.175138801205
2025-03-16,0,28,28,434.42764685476709,2577.4637260086242,469.37967397159093,469.37967397159093,491.95291163615667,491.95291163615667,0,43487.313631407022
2025-03-17,0,28,28,437.52170693643535,2609.1399132968313,472.75269371433245,472.75269371433245,495.86075006003114,495.86075006003114,0,43651.383613820362
2025-03-18,0,28,28,425.92761369156284,2725.6994803797625,461.84518944144486,461.84518944144486,485.27589442949102,485.27589442949102,0,42597.774375662484
2025-03-19,0,28,28,426.24924551834255,2761.3742543433186,462.32057787551753,462.32057787551753,486.24115638553354,486.24115638553354,0,42646.396946416695
2025-03-20,0,27,27,422.63629389149821,2808.4523937633517,458.23578875939597,458.23578875939597,481.98397585823841,481.98397585823841,0,57898.499724982299
2025-03-20,1,27,27,101.787781568472,2917.1962841364457,137.47539945315424,137.47539945315424,161.20691832646,161.20691832646,0,57898.499724982299
2025-03-21,0,26,26,103.68782137232108,2865.9315704970377,138.01506462222,138.01506462222,162.48764896767571,162.48764896767571,0,71357.572030752825
2025-03-21,1,26,26,102.32535340884209,2989.6025876139929,137.36634402872946,137.36634402872946,161.08141054724086,161.08141054724086,0,71357.572030752825
2025-03-21,2,26,26,409.09618452525564,3107.4766229657794,445.94759370571893,445.94759370571893,468.00404748938115,468.00404748938115,0,71357.572030752825
2025-03-22,0,28,28,99.435104216319559,2835.9488238145696,136.21512453934628,136.21512453934628,159.74317234699882,159.74317234699882,0,14414.116516374686
2025-03-23,0,28,28,407.14447714461778,2844.7719717320601,444.25948595618087,444.25948595618087,467.5983120857245,467.5983120857245,0,40685.439024809355
2025-03-24,0,28,28,402.49188731968218,2900.6196900091559,440.10488019461849,440.10488019461849,462.93211694191291,462.93211694191291,0,40601.310044502963
2025-03-25,0,28,28,402.3021084636872,2903.4571615335199,439.8322044871357,439.8322044871357,462.78642924825647,462.78642924825647,0,40518.146762847427
2025-03-26,0,28,28,404.15549041026719,2868.2967092592339,441.69049108026474,441.69049108026474,464.06644641850511,464.06644641850511,0,40546.259074963331
2025-03-27,0,26,26,399.26321610888613,2925.2908293833866,434.52056430821676,434.52056430821676,458.01716569433421,458.01716569433421,0,70249.921668554089
2025-03-27,1,26,26,84.873930731011413,2967.8556453350207,121.44917082086901,121.44917082086901,142.81213882076148,142.81213882076148,0,70249.921668554089
2025-03-27,2,26,26,81.311558386991976,3179.1489580081156,119.27918207579884,119.27918207579884,140.5851782829578,140.5851782829578,0,70249.921668554089
2025-03-28,0,26,26,86.322383658025018,2940.026020630949,122.27110593242348,122.27110593242348,144.89009879917467,144.89009879917467,0,68499.185019971395
2025-03-28,1,26,26,82.549506949837735,3020.9806619823194,119.4036686996602,119.4036686996602,141.3021333833737,141.3021333833737,0,68499.185019971395
2025-03-28,2,26,26,391.53787499018574,3119.6602258420407,428.73240173906731,428.73240173906731,450.93650345162382,450.93650345162382,0,68499.185019971395
2025-03-29,0,27,27,81.980205401011773,2953.0178645633819,118.77995625965504,118.77995625965504,141.93287403635227,141.93287403635227,0,52952.882593874841
2025-03-29,1,27,27,389.67509924935865,2904.136066756912,426.00989254575973,426.00989254575973,448.64316821976109,448.64316821976109,0,52952.882593874841
2025-03-30,0,28,28,384.1555441670277,2899.0061819916796,421.48145660584095,421.48145660584095,445.22864371389045,445.22864371389045,0,35620.256921795131
2025-03-31,0,27,27,380.42531204439808,2617.7172300298389,415.9765803128916,415.9765803128916,439.76912846788258,439.76912846788258,0,75719.92661580797
2025-03-31,1,27,27,377.73959353786097,2407.4647892693142,411.93231963845352,411.93231963845352,435.44612357883807,435.44612357883807,0,75719.92661580797
2025-04-01,0,28,28,380.53792169482352,2522.7363747515969,416.7866225864642,416.7866225864642,440.20226831878011,440.20226831878011,0,34651.669421587088
2025-04-02,0,26,26,378.40721232576016,2462.0054725605164,411.44587231105947,411.44587231105947,436.05656995480513,436.05656995480513,0,89684.504738152231
2025-04-02,1,26,26,378.03307458713368,2496.9453556813469,411.35634174988661,411.35634174988661,435.4985535005008,435.4985535005008,0,89684.504738152231
2025-04-02,2,26,26,62.907916534546274,2849.6336678193902,97.760062317220076,97.760062317220076,123.66137414722172,123.66137414722172,0,89684.504738152231
2025-04-03,0,26,26,384.01097948646736,2572.870683336097,418.08346307945743,418.08346307945743,442.56703650877483,442.56703650877483,0,64067.746930490735
2025-04-03,1,26,26,69.487327061244713,2802.9130281287007,103.67956382074317,103.67956382074317,128.74344079135122,128.74344079135122,0,64067.746930490735
2025-04-03,2,26,26,70.171152023191325,3058.5377953149136,106.26328253176419,106.26328253176419,133.01718286903349,133.01718286903349,0,64067.746930490735
2025-04-04,0,27,27,71.158049112721599,3017.7028775257972,108.96346485585728,108.96346485585728,133.5225619822285,133.5225619822285,0,28295.612456033552
2025-04-04,1,27,27,70.350946000707253,2955.4255816130121,106.92541259757121,106.92541259757121,133.13546653024221,133.13546653024221,0,28295.612456033552
2025-04-05,0,27,27,67.483472177006078,2962.0814349772181,104.80635947655486,104.80635947655486,129.84452097374913,129.84452097374913,0,51211.944981851157
2025-04-05,1,27,27,381.24650234042508,3012.6972150023407,417.88190592840658,417.88190592840658,444.37787583147133,444.37787583147133,0,51211.944981851157
2025-04-06,0,28,28,384.06325331530815,3011.6351433806144,422.82143339864393,422.82143339864393,447.52188319061668,447.52188319061668,0,34577.480615337547
2025-04-07,0,28,28,382.70735570463393,2927.3859466995877,421.09871642245952,421.09871642245952,445.9179154811581,445.9179154811581,0,37943.685232438198
2025-04-08,0,28,28,380.51623381876038,2940.3696277222521,418.70921757642759,418.70921757642759,444.48931764692981,444.48931764692981,0,37820.049108596351
2025-04-09,0,28,28,375.67597509372746,2957.8195984468812,413.72259466403096,413.72259466403096,439.65837396159014,439.65837396159014,0,37659.649791804055
2025-04-10,0,26,26,373.85463751827149,3030.5173645241643,409.70641896234918,409.70641896234918,435.98711181940013,435.98711181940013,0,65416.853684947171
2025-04-10,1,26,26,55.906896013823321,2886.523310159942,90.476717191539976,90.476717191539976,115.27443970422175,115.27443970422175,0,65416.853684947171
2025-04-10,2,26,26,60.783467612981489,3059.4295801546918,95.781542866607666,95.781542866607666,122.47560729769778,122.47560729769778,0,65416.853684947171
2025-04-11,0,27,27,57.764716872457647,2985.4492429400957,95.027128956350055,95.027128956350055,119.82701626643403,119.82701626643403,0,27231.940070685403
2025-04-11,1,27,27,61.650938973296974,2996.2104114866061,97.512615091850591,97.512615091850591,123.78100691939026,123.78100691939026,0,27231.940070685403
2025-04-12,0,27,27,58.773311234160275,2994.067190864208,95.401235797143158,95.401235797143158,120.4947591986834,120.4947591986834,0,49869.113193806486
2025-04-12,1,27,27,365.21117116417764,3002.8010211784758,401.18178040947976,401.18178040947976,428.03956224658748,428.03956224658748,0,49869.113193806486
2025-04-13,0,26,26,366.49202156841721,2973.023290013758,401.72794713749204,401.72794713749204,427.22665334789167,427.22665334789167,0,106412.16944792896
2025-04-13,1,26,26,363.78894409521456,3014.930729008428,398.58590471249966,398.58590471249966,425.80687313409624,425.80687313409624,0,106412.16944792896
2025-04-13,2,26,26,366.16403762615852,2939.4858571871819,400.43516822632876,400.43516822632876,426.90027493371457,426.90027493371457,0,106412.16944792896
2025-04-14,0,27,27,365.5996118526669,2981.0815175716803,401.96947135497226,401.96947135497226,427.10274851219049,427.10274851219049,0,70245.350940210788
2025-04-14,1,27,27,368.92584593676281,2906.8594045854802,405.72960544156626,405.72960544156626,430.3561824194494,430.3561824194494,0,70245.350940210788
