model,slot0,hour,charge_fraction,discharge_fraction,idle_fraction
Q2,44,7.5,0.59580838323353291,0.3712574850299401,0.032934131736526949
Q2,45,7.666666666666667,0.76347305389221554,0.23353293413173654,0.0029940119760479044
Q2,46,7.833333333333333,0.30538922155688625,0.61377245508982037,0.080838323353293412
Q2,47,8,0.19461077844311378,0.79940119760479045,0.0059880239520958087
Q2,48,8.1666666666666661,0.20059880239520958,0.79341317365269459,0.0059880239520958087
Q2,49,8.3333333333333339,0.21856287425149701,0.77844311377245512,0.0029940119760479044
Q2,50,8.5,0.23652694610778444,0.75449101796407181,0.0089820359281437123
Q2,51,8.6666666666666661,0.24550898203592814,0.73652694610778446,0.017964071856287425
Q2,52,8.8333333333333339,0.25748502994011974,0.72455089820359286,0.017964071856287425
Q2,53,9,0.29041916167664672,0.67964071856287422,0.029940119760479042
Q2,54,9.1666666666666661,0.3473053892215569,0.60479041916167664,0.04790419161676647
Q2,55,9.3333333333333339,0.42514970059880242,0.52694610778443118,0.04790419161676647
Q2,56,9.5,0.55089820359281438,0.38323353293413176,0.065868263473053898
Q2,57,9.6666666666666661,0.63173652694610782,0.32035928143712578,0.04790419161676647
Q2,58,9.8333333333333339,0.68862275449101795,0.26347305389221559,0.04790419161676647
Q2,59,10,0.67664670658682635,0.25449101796407186,0.068862275449101798
Q2,60,10.166666666666666,0.70658682634730541,0.22754491017964071,0.065868263473053898
Q2,61,10.333333333333334,0.79640718562874246,0.12275449101796407,0.080838323353293412
Q2,62,10.5,0.78143712574850299,0.11377245508982035,0.10479041916167664
Q2,63,10.666666666666666,0.73053892215568861,0.16167664670658682,0.10778443113772455
Q2,64,10.833333333333334,0.80239520958083832,0.074850299401197598,0.12275449101796407
Q2,65,11,0.8652694610778443,0,0.1347305389221557
Q2,66,11.166666666666666,0.8413173652694611,0,0.15868263473053892
Q2,67,11.333333333333334,0.82335329341317365,0,0.17664670658682635
Q2,68,11.5,0.81736526946107779,0,0.18263473053892215
Q2,69,11.666666666666666,0.79041916167664672,0,0.20958083832335328
Q2,70,11.833333333333334,0.77245508982035926,0,0.22754491017964071
Q2,71,12,0.73053892215568861,0,0.26946107784431139
Q2,72,12.166666666666666,0.64371257485029942,0,0.35628742514970058
Q2,73,12.333333333333334,0.57485029940119758,0,0.42514970059880242
Q2,74,12.5,0.5,0,0.5
Q2,75,12.666666666666666,0.40419161676646709,0,0.59580838323353291
Q2,76,12.833333333333334,0.25449101796407186,0.0029940119760479044,0.74251497005988021
Q2,77,13,0.19461077844311378,0.041916167664670656,0.76347305389221554
Q2,78,13.166666666666666,0.15868263473053892,0.053892215568862277,0.78742514970059885
Q2,79,13.333333333333334,0.15868263473053892,0.062874251497005984,0.77844311377245512
Q2,80,13.5,0.1377245508982036,0.092814371257485026,0.76946107784431139
Q2,81,13.666666666666666,0.1377245508982036,0.092814371257485026,0.76946107784431139
Q2,82,13.833333333333334,0.083832335329341312,0.18562874251497005,0.73053892215568861
Q2,83,14,0.071856287425149698,0.30239520958083832,0.62574850299401197
Q2,84,14.166666666666666,0.04790419161676647,0.3652694610778443,0.58682634730538918
Q2,85,14.333333333333334,0.041916167664670656,0.41616766467065869,0.54191616766467066
Q2,86,14.5,0.029940119760479042,0.49101796407185627,0.47904191616766467
Q2,87,14.666666666666666,0.023952095808383235,0.55389221556886226,0.42215568862275449
Q2,88,14.833333333333334,0.014970059880239521,0.62574850299401197,0.3592814371257485
Q2,89,15,0.58982035928143717,0.05089820359281437,0.3592814371257485
Q2,90,15.166666666666666,0.45808383233532934,0.029940119760479042,0.5119760479041916
Q2,91,15.333333333333334,0.19461077844311378,0.09880239520958084,0.70658682634730541
Q2,92,15.5,0.15568862275449102,0.10479041916167664,0.73952095808383234
Q2,93,15.666666666666666,0.11676646706586827,0.12275449101796407,0.76047904191616766
Q2,94,15.833333333333334,0.10179640718562874,0.18562874251497005,0.71257485029940115
Q2,95,16,0.15868263473053892,0.19461077844311378,0.6467065868263473
Q2,96,16.166666666666668,0.1407185628742515,0.25149700598802394,0.60778443113772451
Q2,97,16.333333333333332,0.15568862275449102,0.26646706586826346,0.57784431137724546
Q2,98,16.5,0.19161676646706588,0.24850299401197604,0.55988023952095811
Q2,99,16.666666666666668,0.20059880239520958,0.21856287425149701,0.58083832335329344
Q2,100,16.833333333333332,0.21856287425149701,0.20059880239520958,0.58083832335329344
Q2,101,17,0.23952095808383234,0.21257485029940121,0.54790419161676651
Q2,102,17.166666666666668,0.23952095808383234,0.18862275449101795,0.57185628742514971
Q2,103,17.333333333333332,0.16467065868263472,0.28742514970059879,0.54790419161676651
Q2,104,17.5,0.26047904191616766,0.22455089820359281,0.51497005988023947
Q2,105,17.666666666666668,0.34431137724550898,0.074850299401197598,0.58083832335329344
Q2,106,17.833333333333332,0.20059880239520958,0.22455089820359281,0.57485029940119758
Q2,107,18,0.10479041916167664,0.56886227544910184,0.32634730538922158
Q2,108,18.166666666666668,0.16167664670658682,0.57185628742514971,0.26646706586826346
Q2,109,18.333333333333332,0.25149700598802394,0.4880239520958084,0.26047904191616766
Q2,110,18.5,0.20658682634730538,0.52095808383233533,0.27245508982035926
Q2,111,18.666666666666668,0.19760479041916168,0.53892215568862278,0.26347305389221559
Q2,112,18.833333333333332,0.077844311377245512,0.71257485029940115,0.20958083832335328
Q2,113,19,0,1,0
Q2,114,19.166666666666668,0,1,0
Q2,115,19.333333333333332,0,1,0
Q2,116,19.5,0,1,0
Q2,117,19.666666666666668,0,1,0
Q2,118,19.833333333333332,0,1,0
Q2,119,20,0,1,0
Q2,120,20.166666666666668,0,1,0
Q2,121,20.333333333333332,0.0089820359281437123,0.98502994011976053,0.0059880239520958087
Q2,122,20.5,0,0.99401197604790414,0.0059880239520958087
Q2,123,20.666666666666668,0,0.98502994011976053,0.014970059880239521
Q2,124,20.833333333333332,0.32035928143712578,0.60479041916167664,0.074850299401197598
Q2,125,21,0.67365269461077848,0.27844311377245506,0.04790419161676647
Q2,126,21.166666666666668,0.67365269461077848,0.30239520958083832,0.023952095808383235
Q2,127,21.333333333333332,0.5239520958083832,0.45508982035928142,0.020958083832335328
Q2,128,21.5,0.61976047904191611,0.36227544910179643,0.017964071856287425
Q2,129,21.666666666666668,0.31137724550898205,0.65269461077844315,0.035928143712574849
Q2,130,21.833333333333332,0.5239520958083832,0.47005988023952094,0.0059880239520958087
Q2,131,22,0.97005988023952094,0.023952095808383235,0.0059880239520958087
Q2,132,22.166666666666668,1,0,0
Q2,133,22.333333333333332,0.80239520958083832,0.1347305389221557,0.062874251497005984
Q2,134,22.5,0.97005988023952094,0.023952095808383235,0.0059880239520958087
Q2,135,22.666666666666668,0.9880239520958084,0.0089820359281437123,0.0029940119760479044
Q2,136,22.833333333333332,0.97005988023952094,0.029940119760479042,0
Q2,137,23,0.9640718562874252,0.029940119760479042,0.0059880239520958087
Q2,138,23.166666666666668,0.89520958083832336,0.065868263473053898,0.038922155688622756
Q2,139,23.333333333333332,0.9640718562874252,0.026946107784431138,0.0089820359281437123
Q2,140,23.5,0.97904191616766467,0.014970059880239521,0.0059880239520958087
Q2,141,23.666666666666668,0.94610778443113774,0.035928143712574849,0.017964071856287425
Q2,142,23.833333333333332,0.78143712574850299,0.1437125748502994,0.074850299401197598
Q2,143,24,0.78443113772455086,0.1377245508982036,0.077844311377245512
Q3,0,0.16666666666666666,0.64371257485029942,0.3532934131736527,0.0029940119760479044
Q3,1,0.33333333333333331,0.64970059880239517,0.3473053892215569,0.0029940119760479044
Q3,2,0.5,0.6227544910179641,0.36826347305389223,0.0089820359281437123
Q3,3,0.66666666666666663,0.56586826347305386,0.42814371257485029,0.0059880239520958087
Q3,4,0.83333333333333337,0.61676646706586824,0.3652694610778443,0.017964071856287425
Q3,5,1,0.61377245508982037,0.3772455089820359,0.0089820359281437123
Q3,6,1.1666666666666667,0.57784431137724546,0.39520958083832336,0.026946107784431138
Q3,7,1.3333333333333333,0.5239520958083832,0.44610778443113774,0.029940119760479042
Q3,8,1.5,0.54790419161676651,0.41616766467065869,0.035928143712574849
Q3,9,1.6666666666666667,0.56586826347305386,0.38922155688622756,0.044910179640718563
Q3,10,1.8333333333333333,0.51796407185628746,0.42215568862275449,0.059880239520958084
Q3,11,2,0.52994011976047906,0.40119760479041916,0.068862275449101798
Q3,12,2.1666666666666665,0.53293413173652693,0.39520958083832336,0.071856287425149698
Q3,13,2.3333333333333335,0.52095808383233533,0.40718562874251496,0.071856287425149698
Q3,14,2.5,0.47604790419161674,0.45808383233532934,0.065868263473053898
Q3,15,2.6666666666666665,0.42215568862275449,0.50898203592814373,0.068862275449101798
Q3,16,2.8333333333333335,0.42814371257485029,0.49101796407185627,0.080838323353293412
Q3,17,3,0.44311377245508982,0.46407185628742514,0.092814371257485026
Q3,18,3.1666666666666665,0.44311377245508982,0.49101796407185627,0.065868263473053898
Q3,19,3.3333333333333335,0.44311377245508982,0.48502994011976047,0.071856287425149698
Q3,20,3.5,0.50898203592814373,0.42814371257485029,0.062874251497005984
Q3,21,3.6666666666666665,0.44610778443113774,0.4880239520958084,0.065868263473053898
Q3,22,3.8333333333333335,0.43413173652694609,0.49101796407185627,0.074850299401197598
Q3,23,4,0.46107784431137727,0.47005988023952094,0.068862275449101798
Q3,24,4.166666666666667,0.36826347305389223,0.55988023952095811,0.071856287425149698
Q3,25,4.333333333333333,0.40119760479041916,0.5239520958083832,0.074850299401197598
Q3,26,4.5,0.49101796407185627,0.44011976047904194,0.068862275449101798
Q3,27,4.666666666666667,0.45508982035928142,0.47604790419161674,0.068862275449101798
Q3,28,4.833333333333333,0.38622754491017963,0.5359281437125748,0.077844311377245512
Q3,29,5,0.41017964071856289,0.5239520958083832,0.065868263473053898
Q3,30,5.166666666666667,0.50898203592814373,0.42215568862275449,0.068862275449101798
Q3,31,5.333333333333333,0.31137724550898205,0.6227544910179641,0.065868263473053898
Q3,32,5.5,0.49101796407185627,0.43413173652694609,0.074850299401197598
Q3,33,5.666666666666667,0.78742514970059885,0.11976047904191617,0.092814371257485026
Q3,34,5.833333333333333,0.1347305389221557,0.69161676646706582,0.17365269461077845
Q3,35,6,0.0029940119760479044,0.98203592814371254,0.014970059880239521
Q3,36,6.166666666666667,0,0.99401197604790414,0.0059880239520958087
Q3,37,6.333333333333333,0.04790419161676647,0.94610778443113774,0.0059880239520958087
Q3,38,6.5,0.044910179640718563,0.94910179640718562,0.0059880239520958087
Q3,39,6.666666666666667,0.065868263473053898,0.92814371257485029,0.0059880239520958087
Q3,40,6.833333333333333,0.12874251497005987,0.8652694610778443,0.0059880239520958087
Q3,41,7,0.1497005988023952,0.84730538922155685,0.0029940119760479044
Q3,42,7.166666666666667,0.22455089820359281,0.76946107784431139,0.0059880239520958087
Q3,43,7.333333333333333,0.28742514970059879,0.70059880239520955,0.011976047904191617
Q3,44,7.5,0.44311377245508982,0.54491017964071853,0.011976047904191617
Q3,45,7.666666666666667,0.63772455089820357,0.3592814371257485,0.0029940119760479044
Q3,46,7.833333333333333,0.22754491017964071,0.76047904191616766,0.011976047904191617
Q3,47,8,0.19161676646706588,0.80838323353293418,0
Q3,48,8.1666666666666661,0.19760479041916168,0.80239520958083832,0
Q3,49,8.3333333333333339,0.21556886227544911,0.78443113772455086,0
Q3,50,8.5,0.23053892215568864,0.76946107784431139,0
Q3,51,8.6666666666666661,0.24550898203592814,0.75449101796407181,0
Q3,52,8.8333333333333339,0.25149700598802394,0.74251497005988021,0.0059880239520958087
Q3,53,9,0.28143712574850299,0.71257485029940115,0.0059880239520958087
Q3,54,9.1666666666666661,0.33832335329341318,0.65568862275449102,0.0059880239520958087
Q3,55,9.3333333333333339,0.40718562874251496,0.58682634730538918,0.0059880239520958087
Q3,56,9.5,0.51497005988023947,0.47604790419161674,0.0089820359281437123
Q3,57,9.6666666666666661,0.58682634730538918,0.40119760479041916,0.011976047904191617
Q3,58,9.8333333333333339,0.64371257485029942,0.33532934131736525,0.020958083832335328
Q3,59,10,0.67365269461077848,0.31437125748502992,0.011976047904191617
Q3,60,10.166666666666666,0.72754491017964074,0.24850299401197604,0.023952095808383235
Q3,61,10.333333333333334,0.78443113772455086,0.19760479041916168,0.017964071856287425
Q3,62,10.5,0.82035928143712578,0.16467065868263472,0.014970059880239521
Q3,63,10.666666666666666,0.81137724550898205,0.17365269461077845,0.014970059880239521
Q3,64,10.833333333333334,0.93712574850299402,0.041916167664670656,0.020958083832335328
Q3,65,11,0.9760479041916168,0.0029940119760479044,0.020958083832335328
Q3,66,11.166666666666666,0.95808383233532934,0,0.041916167664670656
Q3,67,11.333333333333334,0.93413173652694614,0,0.065868263473053898
Q3,68,11.5,0.90419161676646709,0,0.09580838323353294
Q3,69,11.666666666666666,0.8772455089820359,0,0.12275449101796407
Q3,70,11.833333333333334,0.85029940119760483,0,0.1497005988023952
Q3,71,12,0.82035928143712578,0,0.17964071856287425
Q3,72,12.166666666666666,0.81437125748502992,0,0.18562874251497005
Q3,73,12.333333333333334,0.80838323353293418,0,0.19161676646706588
Q3,74,12.5,0.79341317365269459,0,0.20658682634730538
Q3,75,12.666666666666666,0.79041916167664672,0,0.20958083832335328
Q3,76,12.833333333333334,0.70958083832335328,0.0029940119760479044,0.28742514970059879
Q3,77,13,0.62574850299401197,0.056886227544910177,0.31736526946107785
Q3,78,13.166666666666666,0.55089820359281438,0.10479041916167664,0.34431137724550898
Q3,79,13.333333333333334,0.54191616766467066,0.083832335329341312,0.37425149700598803
Q3,80,13.5,0.4820359281437126,0.12574850299401197,0.39221556886227543
Q3,81,13.666666666666666,0.44610778443113774,0.11976047904191617,0.43413173652694609
Q3,82,13.833333333333334,0.28443113772455092,0.24850299401197604,0.46706586826347307
Q3,83,14,0.21856287425149701,0.30838323353293412,0.47305389221556887
Q3,84,14.166666666666666,0.15568862275449102,0.3772455089820359,0.46706586826347307
Q3,85,14.333333333333334,0.11676646706586827,0.42514970059880242,0.45808383233532934
Q3,86,14.5,0.089820359281437126,0.4880239520958084,0.42215568862275449
Q3,87,14.666666666666666,0.071856287425149698,0.54790419161676651,0.38023952095808383
Q3,88,14.833333333333334,0.035928143712574849,0.62874251497005984,0.33532934131736525
Q3,89,15,0.55389221556886226,0.1317365269461078,0.31437125748502992
Q3,90,15.166666666666666,0.56886227544910184,0.092814371257485026,0.33832335329341318
Q3,91,15.333333333333334,0.39221556886227543,0.17664670658682635,0.43113772455089822
Q3,92,15.5,0.33832335329341318,0.19461077844311378,0.46706586826347307
Q3,93,15.666666666666666,0.26347305389221559,0.24251497005988024,0.4940119760479042
Q3,94,15.833333333333334,0.22455089820359281,0.32634730538922158,0.44910179640718562
Q3,95,16,0.27844311377245506,0.32634730538922158,0.39520958083832336
Q3,96,16.166666666666668,0.27844311377245506,0.3532934131736527,0.36826347305389223
Q3,97,16.333333333333332,0.22455089820359281,0.42514970059880242,0.35029940119760478
Q3,98,16.5,0.26047904191616766,0.44910179640718562,0.29041916167664672
Q3,99,16.666666666666668,0.30838323353293412,0.40718562874251496,0.28443113772455092
Q3,100,16.833333333333332,0.27245508982035926,0.43113772455089822,0.29640718562874252
Q3,101,17,0.31736526946107785,0.41916167664670656,0.26347305389221559
Q3,102,17.166666666666668,0.30838323353293412,0.45808383233532934,0.23353293413173654
Q3,103,17.333333333333332,0.30239520958083832,0.47904191616766467,0.21856287425149701
Q3,104,17.5,0.33832335329341318,0.46107784431137727,0.20059880239520958
Q3,105,17.666666666666668,0.44311377245508982,0.33233532934131738,0.22455089820359281
Q3,106,17.833333333333332,0.29341317365269459,0.54790419161676651,0.15868263473053892
Q3,107,18,0.077844311377245512,0.87125748502994016,0.05089820359281437
Q3,108,18.166666666666668,0.10179640718562874,0.8772455089820359,0.020958083832335328
Q3,109,18.333333333333332,0.17065868263473055,0.81137724550898205,0.017964071856287425
Q3,110,18.5,0.1497005988023952,0.82335329341317365,0.026946107784431138
Q3,111,18.666666666666668,0.15868263473053892,0.81137724550898205,0.029940119760479042
Q3,112,18.833333333333332,0.11077844311377245,0.87125748502994016,0.017964071856287425
Q3,113,19,0,1,0
Q3,114,19.166666666666668,0,1,0
Q3,115,19.333333333333332,0.0029940119760479044,0.99700598802395213,0
Q3,116,19.5,0,1,0
Q3,117,19.666666666666668,0,1,0
Q3,118,19.833333333333332,0,1,0
Q3,119,20,0,1,0
Q3,120,20.166666666666668,0,1,0
Q3,121,20.333333333333332,0.014970059880239521,0.98502994011976053,0
Q3,122,20.5,0,1,0
Q3,123,20.666666666666668,0,0.98502994011976053,0.014970059880239521
Q3,124,20.833333333333332,0.25149700598802394,0.6706586826347305,0.077844311377245512
Q3,125,21,0.61676646706586824,0.31736526946107785,0.065868263473053898
Q3,126,21.166666666666668,0.66167664670658688,0.28443113772455092,0.053892215568862277
Q3,127,21.333333333333332,0.48502994011976047,0.46107784431137727,0.053892215568862277
Q3,128,21.5,0.51796407185628746,0.43113772455089822,0.05089820359281437
Q3,129,21.666666666666668,0.27245508982035926,0.67365269461077848,0.053892215568862277
Q3,130,21.833333333333332,0.59580838323353291,0.32934131736526945,0.074850299401197598
Q3,131,22,1,0,0
Q3,132,22.166666666666668,1,0,0
Q3,133,22.333333333333332,0.84730538922155685,0.1467065868263473,0.0059880239520958087
Q3,134,22.5,1,0,0
Q3,135,22.666666666666668,1,0,0
Q3,136,22.833333333333332,0.99401197604790414,0.0029940119760479044,0.0029940119760479044
Q3,137,23,1,0,0
Q3,138,23.166666666666668,0.99401197604790414,0.0059880239520958087,0
Q3,139,23.333333333333332,1,0,0
Q3,140,23.5,1,0,0
Q3,141,23.666666666666668,0.99101796407185627,0.0029940119760479044,0.0059880239520958087
Q3,142,23.833333333333332,0.98203592814371254,0.011976047904191617,0.0059880239520958087
Q3,143,24,0.9880239520958084,0,0.011976047904191617
Q4-2,0,0.16666666666666666,0.27844311377245506,0.0059880239520958087,0.71556886227544914
Q4-2,1,0.33333333333333331,0.29640718562874252,0.011976047904191617,0.69161676646706582
Q4-2,2,0.5,0.24251497005988024,0.023952095808383235,0.73353293413173648
Q4-2,3,0.66666666666666663,0.21556886227544911,0.0089820359281437123,0.77544910179640714
Q4-2,4,0.83333333333333337,0.24550898203592814,0.020958083832335328,0.73353293413173648
Q4-2,5,1,0.21257485029940121,0.0089820359281437123,0.77844311377245512
Q4-2,6,1.1666666666666667,0.15868263473053892,0.014970059880239521,0.82634730538922152
Q4-2,7,1.3333333333333333,0.17065868263473055,0.017964071856287425,0.81137724550898205
Q4-2,8,1.5,0.22754491017964071,0.011976047904191617,0.76047904191616766
Q4-2,9,1.6666666666666667,0.19161676646706588,0.014970059880239521,0.79341317365269459
Q4-2,10,1.8333333333333333,0.17365269461077845,0.0089820359281437123,0.81736526946107779
Q4-2,11,2,0.16467065868263472,0.0089820359281437123,0.82634730538922152
Q4-2,12,2.1666666666666665,0.16467065868263472,0.011976047904191617,0.82335329341317365
Q4-2,13,2.3333333333333335,0.1407185628742515,0.014970059880239521,0.84431137724550898
Q4-2,14,2.5,0.1497005988023952,0.011976047904191617,0.83832335329341312
Q4-2,15,2.6666666666666665,0.11377245508982035,0.017964071856287425,0.86826347305389218
Q4-2,16,2.8333333333333335,0.10778443113772455,0.0089820359281437123,0.88323353293413176
Q4-2,17,3,0.16766467065868262,0.017964071856287425,0.81437125748502992
Q4-2,18,3.1666666666666665,0.09580838323353294,0.0089820359281437123,0.89520958083832336
Q4-2,19,3.3333333333333335,0.11077844311377245,0.014970059880239521,0.87425149700598803
Q4-2,20,3.5,0.17964071856287425,0.011976047904191617,0.80838323353293418
Q4-2,21,3.6666666666666665,0.17065868263473055,0.0059880239520958087,0.82335329341317365
Q4-2,22,3.8333333333333335,0.15868263473053892,0.017964071856287425,0.82335329341317365
Q4-2,23,4,0.1497005988023952,0.017964071856287425,0.83233532934131738
Q4-2,24,4.166666666666667,0.19161676646706588,0.011976047904191617,0.79640718562874246
Q4-2,25,4.333333333333333,0.1377245508982036,0.032934131736526949,0.8293413173652695
Q4-2,26,4.5,0.1467065868263473,0.05089820359281437,0.80239520958083832
Q4-2,27,4.666666666666667,0.16766467065868262,0.041916167664670656,0.79041916167664672
Q4-2,28,4.833333333333333,0.16167664670658682,0.023952095808383235,0.81437125748502992
Q4-2,29,5,0.17365269461077845,0.014970059880239521,0.81137724550898205
Q4-2,30,5.166666666666667,0.25149700598802394,0.0089820359281437123,0.73952095808383234
Q4-2,31,5.333333333333333,0.15868263473053892,0.017964071856287425,0.82335329341317365
Q4-2,32,5.5,0.28742514970059879,0.023952095808383235,0.68862275449101795
Q4-2,33,5.666666666666667,0.79341317365269459,0.0029940119760479044,0.20359281437125748
Q4-2,34,5.833333333333333,0,0.29041916167664672,0.70958083832335328
Q4-2,35,6,0,0.82035928143712578,0.17964071856287425
Q4-2,36,6.166666666666667,0,0.92215568862275454,0.077844311377245512
Q4-2,37,6.333333333333333,0,0.80538922155688619,0.19461077844311378
Q4-2,38,6.5,0,0.8413173652694611,0.15868263473053892
Q4-2,39,6.666666666666667,0,0.82335329341317365,0.17664670658682635
Q4-2,40,6.833333333333333,0,0.69461077844311381,0.30538922155688625
Q4-2,41,7,0,0.6107784431137725,0.38922155688622756
Q4-2,42,7.166666666666667,0,0.51497005988023947,0.48502994011976047
Q4-2,43,7.333333333333333,0.0029940119760479044,0.49700598802395207,0.5
Q4-2,44,7.5,0.011976047904191617,0.42514970059880242,0.56287425149700598
Q4-2,45,7.666666666666667,0.31736526946107785,0.26946107784431139,0.41317365269461076
Q4-2,46,7.833333333333333,0.032934131736526949,0.6706586826347305,0.29640718562874252
Q4-2,47,8,0.044910179640718563,0.8532934131736527,0.10179640718562874
Q4-2,48,8.1666666666666661,0.038922155688622756,0.83832335329341312,0.12275449101796407
Q4-2,49,8.3333333333333339,0.059880239520958084,0.81736526946107779,0.12275449101796407
Q4-2,50,8.5,0.074850299401197598,0.79940119760479045,0.12574850299401197
Q4-2,51,8.6666666666666661,0.10479041916167664,0.78143712574850299,0.11377245508982035
Q4-2,52,8.8333333333333339,0.10179640718562874,0.77544910179640714,0.12275449101796407
Q4-2,53,9,0.09880239520958084,0.81137724550898205,0.089820359281437126
Q4-2,54,9.1666666666666661,0.11976047904191617,0.76347305389221554,0.11676646706586827
Q4-2,55,9.3333333333333339,0.17065868263473055,0.70059880239520955,0.12874251497005987
Q4-2,56,9.5,0.25449101796407186,0.59580838323353291,0.1497005988023952
Q4-2,57,9.6666666666666661,0.29041916167664672,0.54191616766467066,0.16766467065868262
Q4-2,58,9.8333333333333339,0.3473053892215569,0.5359281437125748,0.11676646706586827
Q4-2,59,10,0.40718562874251496,0.47305389221556887,0.11976047904191617
Q4-2,60,10.166666666666666,0.43113772455089822,0.41017964071856289,0.15868263473053892
Q4-2,61,10.333333333333334,0.5,0.31437125748502992,0.18562874251497005
Q4-2,62,10.5,0.51497005988023947,0.25449101796407186,0.23053892215568864
Q4-2,63,10.666666666666666,0.57485029940119758,0.25748502994011974,0.16766467065868262
Q4-2,64,10.833333333333334,0.64371257485029942,0.086826347305389226,0.26946107784431139
Q4-2,65,11,0.93113772455089816,0,0.068862275449101798
Q4-2,66,11.166666666666666,0.94011976047904189,0,0.059880239520958084
Q4-2,67,11.333333333333334,0.92215568862275454,0,0.077844311377245512
Q4-2,68,11.5,0.92514970059880242,0,0.074850299401197598
Q4-2,69,11.666666666666666,0.92814371257485029,0,0.071856287425149698
Q4-2,70,11.833333333333334,0.91616766467065869,0,0.083832335329341312
Q4-2,71,12,0.91916167664670656,0,0.080838323353293412
Q4-2,72,12.166666666666666,0.94011976047904189,0,0.059880239520958084
Q4-2,73,12.333333333333334,0.93712574850299402,0,0.062874251497005984
Q4-2,74,12.5,0.94910179640718562,0,0.05089820359281437
Q4-2,75,12.666666666666666,0.95808383233532934,0,0.041916167664670656
Q4-2,76,12.833333333333334,0.94910179640718562,0,0.05089820359281437
Q4-2,77,13,0.59281437125748504,0.026946107784431138,0.38023952095808383
Q4-2,78,13.166666666666666,0.57185628742514971,0.074850299401197598,0.3532934131736527
Q4-2,79,13.333333333333334,0.59580838323353291,0.041916167664670656,0.36227544910179643
Q4-2,80,13.5,0.54191616766467066,0.062874251497005984,0.39520958083832336
Q4-2,81,13.666666666666666,0.49700598802395207,0.11676646706586827,0.38622754491017963
