model,slot0,soc_low,soc_high,count,probability
Q2,9,7600,8000,4,0.011976047904191617
Q2,9,8000,8400,11,0.032934131736526949
Q2,9,8400,8800,5,0.014970059880239521
Q2,9,8800,9200,13,0.038922155688622756
Q2,9,9200,9600,64,0.19161676646706588
Q2,9,9600,10000,112,0.33532934131736525
Q2,9,10000,10400,26,0.077844311377245512
Q2,9,10400,10800,45,0.1347305389221557
Q2,10,1200,1600,0,0
Q2,10,1600,2000,0,0
Q2,10,2000,2400,1,0.0029940119760479044
Q2,10,2400,2800,1,0.0029940119760479044
Q2,10,2800,3200,6,0.017964071856287425
Q2,10,3200,3600,2,0.0059880239520958087
Q2,10,3600,4000,6,0.017964071856287425
Q2,10,4000,4400,9,0.026946107784431138
Q2,10,4400,4800,5,0.014970059880239521
Q2,10,4800,5200,5,0.014970059880239521
Q2,10,5200,5600,2,0.0059880239520958087
Q2,10,5600,6000,1,0.0029940119760479044
Q2,10,6000,6400,5,0.014970059880239521
Q2,10,6400,6800,4,0.011976047904191617
Q2,10,6800,7200,2,0.0059880239520958087
Q2,10,7200,7600,5,0.014970059880239521
Q2,10,7600,8000,3,0.0089820359281437123
Q2,10,8000,8400,9,0.026946107784431138
Q2,10,8400,8800,8,0.023952095808383235
Q2,10,8800,9200,11,0.032934131736526949
Q2,10,9200,9600,60,0.17964071856287425
Q2,10,9600,10000,112,0.33532934131736525
Q2,10,10000,10400,31,0.092814371257485026
Q2,10,10400,10800,46,0.1377245508982036
Q2,11,1200,1600,0,0
Q2,11,1600,2000,0,0
Q2,11,2000,2400,1,0.0029940119760479044
Q2,11,2400,2800,1,0.0029940119760479044
Q2,11,2800,3200,6,0.017964071856287425
Q2,11,3200,3600,2,0.0059880239520958087
Q2,11,3600,4000,5,0.014970059880239521
Q2,11,4000,4400,8,0.023952095808383235
Q2,11,4400,4800,7,0.020958083832335328
Q2,11,4800,5200,5,0.014970059880239521
Q2,11,5200,5600,2,0.0059880239520958087
Q2,11,5600,6000,1,0.0029940119760479044
Q2,11,6000,6400,5,0.014970059880239521
Q2,11,6400,6800,3,0.0089820359281437123
Q2,11,6800,7200,3,0.0089820359281437123
Q2,11,7200,7600,2,0.0059880239520958087
Q2,11,7600,8000,4,0.011976047904191617
Q2,11,8000,8400,9,0.026946107784431138
Q2,11,8400,8800,9,0.026946107784431138
Q2,11,8800,9200,9,0.026946107784431138
Q2,11,9200,9600,53,0.15868263473053892
Q2,11,9600,10000,110,0.32934131736526945
Q2,11,10000,10400,42,0.12574850299401197
Q2,11,10400,10800,47,0.1407185628742515
Q2,12,1200,1600,0,0
Q2,12,1600,2000,0,0
Q2,12,2000,2400,1,0.0029940119760479044
Q2,12,2400,2800,1,0.0029940119760479044
Q2,12,2800,3200,4,0.011976047904191617
Q2,12,3200,3600,3,0.0089820359281437123
Q2,12,3600,4000,6,0.017964071856287425
Q2,12,4000,4400,5,0.014970059880239521
Q2,12,4400,4800,9,0.026946107784431138
Q2,12,4800,5200,6,0.017964071856287425
Q2,12,5200,5600,2,0.0059880239520958087
Q2,12,5600,6000,1,0.0029940119760479044
Q2,12,6000,6400,5,0.014970059880239521
Q2,12,6400,6800,3,0.0089820359281437123
Q2,12,6800,7200,2,0.0059880239520958087
Q2,12,7200,7600,3,0.0089820359281437123
Q2,12,7600,8000,4,0.011976047904191617
Q2,12,8000,8400,7,0.020958083832335328
Q2,12,8400,8800,11,0.032934131736526949
Q2,12,8800,9200,9,0.026946107784431138
Q2,12,9200,9600,45,0.1347305389221557
Q2,12,9600,10000,114,0.3413173652694611
Q2,12,10000,10400,45,0.1347305389221557
Q2,12,10400,10800,48,0.1437125748502994
Q2,13,1200,1600,0,0
Q2,13,1600,2000,0,0
Q2,13,2000,2400,1,0.0029940119760479044
Q2,13,2400,2800,1,0.0029940119760479044
Q2,13,2800,3200,4,0.011976047904191617
Q2,13,3200,3600,3,0.0089820359281437123
Q2,13,3600,4000,5,0.014970059880239521
Q2,13,4000,4400,6,0.017964071856287425
Q2,13,4400,4800,9,0.026946107784431138
Q2,13,4800,5200,6,0.017964071856287425
Q2,13,5200,5600,2,0.0059880239520958087
Q2,13,5600,6000,0,0
Q2,13,6000,6400,5,0.014970059880239521
Q2,13,6400,6800,4,0.011976047904191617
Q2,13,6800,7200,2,0.0059880239520958087
Q2,13,7200,7600,2,0.0059880239520958087
Q2,13,7600,8000,2,0.0059880239520958087
Q2,13,8000,8400,8,0.023952095808383235
Q2,13,8400,8800,11,0.032934131736526949
Q2,13,8800,9200,8,0.023952095808383235
Q2,13,9200,9600,42,0.12574850299401197
Q2,13,9600,10000,113,0.33832335329341318
Q2,13,10000,10400,49,0.1467065868263473
Q2,13,10400,10800,51,0.15269461077844312
Q2,14,1200,1600,0,0
Q2,14,1600,2000,0,0
Q2,14,2000,2400,1,0.0029940119760479044
Q2,14,2400,2800,0,0
Q2,14,2800,3200,4,0.011976047904191617
Q2,14,3200,3600,4,0.011976047904191617
Q2,14,3600,4000,5,0.014970059880239521
Q2,14,4000,4400,6,0.017964071856287425
Q2,14,4400,4800,7,0.020958083832335328
Q2,14,4800,5200,8,0.023952095808383235
Q2,14,5200,5600,2,0.0059880239520958087
Q2,14,5600,6000,0,0
Q2,14,6000,6400,3,0.0089820359281437123
Q2,14,6400,6800,6,0.017964071856287425
Q2,14,6800,7200,2,0.0059880239520958087
Q2,14,7200,7600,2,0.0059880239520958087
Q2,14,7600,8000,1,0.0029940119760479044
Q2,14,8000,8400,9,0.026946107784431138
Q2,14,8400,8800,12,0.035928143712574849
Q2,14,8800,9200,7,0.020958083832335328
Q2,14,9200,9600,34,0.10179640718562874
Q2,14,9600,10000,114,0.3413173652694611
Q2,14,10000,10400,52,0.15568862275449102
Q2,14,10400,10800,55,0.16467065868263472
Q2,15,1200,1600,0,0
Q2,15,1600,2000,0,0
Q2,15,2000,2400,1,0.0029940119760479044
Q2,15,2400,2800,0,0
Q2,15,2800,3200,4,0.011976047904191617
Q2,15,3200,3600,4,0.011976047904191617
Q2,15,3600,4000,5,0.014970059880239521
Q2,15,4000,4400,7,0.020958083832335328
Q2,15,4400,4800,6,0.017964071856287425
Q2,15,4800,5200,8,0.023952095808383235
Q2,15,5200,5600,1,0.0029940119760479044
Q2,15,5600,6000,1,0.0029940119760479044
Q2,15,6000,6400,1,0.0029940119760479044
Q2,15,6400,6800,7,0.020958083832335328
Q2,15,6800,7200,2,0.0059880239520958087
Q2,15,7200,7600,2,0.0059880239520958087
Q2,15,7600,8000,2,0.0059880239520958087
Q2,15,8000,8400,9,0.026946107784431138
Q2,15,8400,8800,10,0.029940119760479042
Q2,15,8800,9200,8,0.023952095808383235
Q2,15,9200,9600,28,0.083832335329341312
Q2,15,9600,10000,115,0.34431137724550898
Q2,15,10000,10400,55,0.16467065868263472
Q2,15,10400,10800,58,0.17365269461077845
Q2,16,1200,1600,0,0
Q2,16,1600,2000,0,0
Q2,16,2000,2400,1,0.0029940119760479044
Q2,16,2400,2800,0,0
Q2,16,2800,3200,2,0.0059880239520958087
Q2,16,3200,3600,6,0.017964071856287425
Q2,16,3600,4000,4,0.011976047904191617
Q2,16,4000,4400,6,0.017964071856287425
Q2,16,4400,4800,7,0.020958083832335328
Q2,16,4800,5200,9,0.026946107784431138
Q2,16,5200,5600,1,0.0029940119760479044
Q2,16,5600,6000,1,0.0029940119760479044
Q2,16,6000,6400,1,0.0029940119760479044
Q2,16,6400,6800,6,0.017964071856287425
Q2,16,6800,7200,3,0.0089820359281437123
Q2,16,7200,7600,2,0.0059880239520958087
Q2,16,7600,8000,1,0.0029940119760479044
Q2,16,8000,8400,7,0.020958083832335328
Q2,16,8400,8800,12,0.035928143712574849
Q2,16,8800,9200,8,0.023952095808383235
Q2,16,9200,9600,29,0.086826347305389226
Q2,16,9600,10000,104,0.31137724550898205
Q2,16,10000,10400,65,0.19461077844311378
Q2,16,10400,10800,59,0.17664670658682635
Q2,17,1200,1600,0,0
Q2,17,1600,2000,0,0
Q2,17,2000,2400,1,0.0029940119760479044
Q2,17,2400,2800,0,0
Q2,17,2800,3200,2,0.0059880239520958087
Q2,17,3200,3600,5,0.014970059880239521
Q2,17,3600,4000,4,0.011976047904191617
Q2,17,4000,4400,6,0.017964071856287425
Q2,17,4400,4800,6,0.017964071856287425
Q2,17,4800,5200,11,0.032934131736526949
Q2,17,5200,5600,1,0.0029940119760479044
Q2,17,5600,6000,1,0.0029940119760479044
Q2,17,6000,6400,1,0.0029940119760479044
Q2,17,6400,6800,6,0.017964071856287425
Q2,17,6800,7200,3,0.0089820359281437123
Q2,17,7200,7600,2,0.0059880239520958087
Q2,17,7600,8000,1,0.0029940119760479044
Q2,17,8000,8400,4,0.011976047904191617
Q2,17,8400,8800,13,0.038922155688622756
Q2,17,8800,9200,8,0.023952095808383235
Q2,17,9200,9600,29,0.086826347305389226
Q2,17,9600,10000,96,0.28742514970059879
Q2,17,10000,10400,69,0.20658682634730538
Q2,17,10400,10800,65,0.19461077844311378
Q2,18,1200,1600,0,0
Q2,18,1600,2000,0,0
Q2,18,2000,2400,1,0.0029940119760479044
Q2,18,2400,2800,0,0
Q2,18,2800,3200,2,0.0059880239520958087
Q2,18,3200,3600,4,0.011976047904191617
Q2,18,3600,4000,4,0.011976047904191617
Q2,18,4000,4400,6,0.017964071856287425
Q2,18,4400,4800,6,0.017964071856287425
Q2,18,4800,5200,12,0.035928143712574849
Q2,18,5200,5600,1,0.0029940119760479044
Q2,18,5600,6000,1,0.0029940119760479044
Q2,18,6000,6400,1,0.0029940119760479044
Q2,18,6400,6800,6,0.017964071856287425
Q2,18,6800,7200,3,0.0089820359281437123
Q2,18,7200,7600,1,0.0029940119760479044
Q2,18,7600,8000,1,0.0029940119760479044
Q2,18,8000,8400,5,0.014970059880239521
Q2,18,8400,8800,9,0.026946107784431138
Q2,18,8800,9200,12,0.035928143712574849
Q2,18,9200,9600,29,0.086826347305389226
Q2,18,9600,10000,88,0.26347305389221559
Q2,18,10000,10400,69,0.20658682634730538
Q2,18,10400,10800,73,0.21856287425149701
Q2,19,1200,1600,0,0
Q2,19,1600,2000,0,0
Q2,19,2000,2400,1,0.0029940119760479044
Q2,19,2400,2800,0,0
Q2,19,2800,3200,2,0.0059880239520958087
Q2,19,3200,3600,4,0.011976047904191617
Q2,19,3600,4000,4,0.011976047904191617
Q2,19,4000,4400,6,0.017964071856287425
Q2,19,4400,4800,5,0.014970059880239521
Q2,19,4800,5200,12,0.035928143712574849
Q2,19,5200,5600,2,0.0059880239520958087
Q2,19,5600,6000,0,0
Q2,19,6000,6400,2,0.0059880239520958087
Q2,19,6400,6800,5,0.014970059880239521
Q2,19,6800,7200,3,0.0089820359281437123
Q2,19,7200,7600,2,0.0059880239520958087
Q2,19,7600,8000,1,0.0029940119760479044
Q2,19,8000,8400,4,0.011976047904191617
Q2,19,8400,8800,8,0.023952095808383235
Q2,19,8800,9200,14,0.041916167664670656
Q2,19,9200,9600,27,0.080838323353293412
Q2,19,9600,10000,86,0.25748502994011974
Q2,19,10000,10400,69,0.20658682634730538
Q2,19,10400,10800,77,0.23053892215568864
Q2,20,1200,1600,0,0
Q2,20,1600,2000,0,0
Q2,20,2000,2400,1,0.0029940119760479044
Q2,20,2400,2800,0,0
Q2,20,2800,3200,2,0.0059880239520958087
Q2,20,3200,3600,3,0.0089820359281437123
Q2,20,3600,4000,4,0.011976047904191617
Q2,20,4000,4400,7,0.020958083832335328
Q2,20,4400,4800,5,0.014970059880239521
Q2,20,4800,5200,8,0.023952095808383235
Q2,20,5200,5600,6,0.017964071856287425
Q2,20,5600,6000,0,0
Q2,20,6000,6400,2,0.0059880239520958087
Q2,20,6400,6800,5,0.014970059880239521
Q2,20,6800,7200,3,0.0089820359281437123
Q2,20,7200,7600,1,0.0029940119760479044
Q2,20,7600,8000,2,0.0059880239520958087
Q2,20,8000,8400,4,0.011976047904191617
Q2,20,8400,8800,8,0.023952095808383235
Q2,20,8800,9200,14,0.041916167664670656
Q2,20,9200,9600,23,0.068862275449101798
Q2,20,9600,10000,82,0.24550898203592814
Q2,20,10000,10400,73,0.21856287425149701
Q2,20,10400,10800,81,0.24251497005988024
Q2,21,1200,1600,0,0
Q2,21,1600,2000,0,0
Q2,21,2000,2400,1,0.0029940119760479044
Q2,21,2400,2800,0,0
Q2,21,2800,3200,2,0.0059880239520958087
Q2,21,3200,3600,3,0.0089820359281437123
Q2,21,3600,4000,4,0.011976047904191617
Q2,21,4000,4400,6,0.017964071856287425
Q2,21,4400,4800,6,0.017964071856287425
Q2,21,4800,5200,7,0.020958083832335328
Q2,21,5200,5600,7,0.020958083832335328
Q2,21,5600,6000,0,0
Q2,21,6000,6400,2,0.0059880239520958087
Q2,21,6400,6800,4,0.011976047904191617
Q2,21,6800,7200,3,0.0089820359281437123
Q2,21,7200,7600,2,0.0059880239520958087
Q2,21,7600,8000,2,0.0059880239520958087
Q2,21,8000,8400,4,0.011976047904191617
Q2,21,8400,8800,6,0.017964071856287425
Q2,21,8800,9200,16,0.04790419161676647
Q2,21,9200,9600,20,0.059880239520958084
Q2,21,9600,10000,76,0.22754491017964071
Q2,21,10000,10400,79,0.23652694610778444
Q2,21,10400,10800,84,0.25149700598802394
Q2,22,1200,1600,0,0
Q2,22,1600,2000,0,0
Q2,22,2000,2400,1,0.0029940119760479044
Q2,22,2400,2800,0,0
Q2,22,2800,3200,1,0.0029940119760479044
Q2,22,3200,3600,4,0.011976047904191617
Q2,22,3600,4000,3,0.0089820359281437123
Q2,22,4000,4400,6,0.017964071856287425
Q2,22,4400,4800,7,0.020958083832335328
Q2,22,4800,5200,7,0.020958083832335328
Q2,22,5200,5600,6,0.017964071856287425
Q2,22,5600,6000,1,0.0029940119760479044
Q2,22,6000,6400,2,0.0059880239520958087
Q2,22,6400,6800,3,0.0089820359281437123
Q2,22,6800,7200,4,0.011976047904191617
Q2,22,7200,7600,2,0.0059880239520958087
Q2,22,7600,8000,3,0.0089820359281437123
Q2,22,8000,8400,3,0.0089820359281437123
Q2,22,8400,8800,4,0.011976047904191617
Q2,22,8800,9200,16,0.04790419161676647
Q2,22,9200,9600,21,0.062874251497005984
Q2,22,9600,10000,71,0.21257485029940121
Q2,22,10000,10400,85,0.25449101796407186
Q2,22,10400,10800,84,0.25149700598802394
Q2,23,1200,1600,0,0
Q2,23,1600,2000,0,0
Q2,23,2000,2400,1,0.0029940119760479044
Q2,23,2400,2800,0,0
Q2,23,2800,3200,0,0
Q2,23,3200,3600,4,0.011976047904191617
Q2,23,3600,4000,4,0.011976047904191617
Q2,23,4000,4400,6,0.017964071856287425
Q2,23,4400,4800,7,0.020958083832335328
Q2,23,4800,5200,6,0.017964071856287425
Q2,23,5200,5600,7,0.020958083832335328
Q2,23,5600,6000,1,0.0029940119760479044
Q2,23,6000,6400,2,0.0059880239520958087
Q2,23,6400,6800,3,0.0089820359281437123
Q2,23,6800,7200,4,0.011976047904191617
Q2,23,7200,7600,2,0.0059880239520958087
Q2,23,7600,8000,3,0.0089820359281437123
Q2,23,8000,8400,2,0.0059880239520958087
Q2,23,8400,8800,5,0.014970059880239521
Q2,23,8800,9200,16,0.04790419161676647
Q2,23,9200,9600,18,0.053892215568862277
Q2,23,9600,10000,74,0.22155688622754491
Q2,23,10000,10400,80,0.23952095808383234
Q2,23,10400,10800,89,0.26646706586826346
Q2,24,1200,1600,0,0
Q2,24,1600,2000,0,0
Q2,24,2000,2400,1,0.0029940119760479044
Q2,24,2400,2800,0,0
Q2,24,2800,3200,0,0
Q2,24,3200,3600,4,0.011976047904191617
Q2,24,3600,4000,4,0.011976047904191617
Q2,24,4000,4400,6,0.017964071856287425
Q2,24,4400,4800,6,0.017964071856287425
Q2,24,4800,5200,7,0.020958083832335328
Q2,24,5200,5600,7,0.020958083832335328
Q2,24,5600,6000,1,0.0029940119760479044
Q2,24,6000,6400,2,0.0059880239520958087
Q2,24,6400,6800,3,0.0089820359281437123
Q2,24,6800,7200,4,0.011976047904191617
Q2,24,7200,7600,2,0.0059880239520958087
Q2,24,7600,8000,1,0.0029940119760479044
Q2,24,8000,8400,4,0.011976047904191617
Q2,24,8400,8800,7,0.020958083832335328
Q2,24,8800,9200,14,0.041916167664670656
Q2,24,9200,9600,17,0.05089820359281437
Q2,24,9600,10000,70,0.20958083832335328
Q2,24,10000,10400,83,0.24850299401197604
Q2,24,10400,10800,91,0.27245508982035926
Q2,25,1200,1600,0,0
Q2,25,1600,2000,0,0
Q2,25,2000,2400,1,0.0029940119760479044
Q2,25,2400,2800,0,0
Q2,25,2800,3200,0,0
Q2,25,3200,3600,4,0.011976047904191617
Q2,25,3600,4000,4,0.011976047904191617
Q2,25,4000,4400,5,0.014970059880239521
Q2,25,4400,4800,8,0.023952095808383235
Q2,25,4800,5200,5,0.014970059880239521
Q2,25,5200,5600,8,0.023952095808383235
Q2,25,5600,6000,1,0.0029940119760479044
Q2,25,6000,6400,2,0.0059880239520958087
Q2,25,6400,6800,3,0.0089820359281437123
Q2,25,6800,7200,4,0.011976047904191617
Q2,25,7200,7600,1,0.0029940119760479044
Q2,25,7600,8000,2,0.0059880239520958087
Q2,25,8000,8400,4,0.011976047904191617
Q2,25,8400,8800,7,0.020958083832335328
Q2,25,8800,9200,14,0.041916167664670656
Q2,25,9200,9600,17,0.05089820359281437
