model,date,hour,empirical,worst,premium_yuan,premium_pct,rho,ESS,history_n,S
Q4-2,2025-04-06,0,79235.708424879937,81033.253249557893,1797.5448246779561,2.2686044719119725,0.29129312831973525,55,55,20
Q4-2,2025-04-07,0,80389.475968302169,82102.512286544224,1713.0363182420551,2.130921115740958,0.29542078571824298,55,55,20
Q4-2,2025-04-08,0,86629.736358962138,88457.22762475042,1827.4912657882815,2.1095426842993259,0.31513120167929548,55,55,20
Q4-2,2025-04-09,0,82951.709607513141,84712.776342392259,1761.0667348791176,2.1230023386035413,0.316563044311651,55,55,20
Q4-2,2025-04-10,0,50339.424049253095,50995.796261777185,656.37221252408926,1.3038929723985015,0.29489118914819867,55,55,20
Q4-2,2025-04-11,0,22829.990746514472,23169.730710724507,339.7399642100354,1.4881301003676795,0.30528880581502038,55,55,20
Q4-2,2025-04-12,0,50506.582617179622,51864.088788454639,1357.5061712750176,2.6877806830931217,0.30078865037010882,55,55,20
Q4-2,2025-04-13,0,73771.053371852118,75287.046514672329,1515.9931428202108,2.0549972835261832,0.30089606650010869,55,55,20
Q4-2,2025-04-14,0,79939.874457887796,81607.299854443059,1667.4253965552634,2.085849406022855,0.27961570311088474,55,55,20
Q4-2,2025-04-15,0,77101.401018256729,78803.28960614893,1701.888587892201,2.2073380838945056,0.29172173235106535,55,55,20
Q4-2,2025-04-16,0,76973.643326666876,78664.321432684461,1690.6781060175854,2.1964376804181507,0.30049874122570014,55,55,20
Q4-2,2025-04-17,0,46305.943578813858,46915.14432785628,609.2007490424221,1.3155994716003372,0.27471062056214518,55,55,20
Q4-2,2025-04-18,0,22180.564657442752,22595.811519064002,415.24686162124999,1.8721203361336203,0.2998467001687129,55,55,20
Q4-2,2025-04-19,0,49207.114291317092,50272.888189338802,1065.7738980217109,2.1658939228016649,0.27943742889098039,55,55,20
Q4-2,2025-04-20,0,71753.222334834543,73259.634005035361,1506.4116702008178,2.0994341733827415,0.2861048241057399,55,55,20
Q4-2,2025-04-21,0,75807.631418944293,77352.036388595807,1544.404969651514,2.0372684659101026,0.2911029717628939,55,55,20
Q4-2,2025-04-22,0,75039.187800700252,76541.462788249395,1502.2749875491427,2.0019872703567865,0.29993753431599968,55,55,20
Q4-2,2025-04-23,0,68733.007522149055,70156.959110629017,1423.9515884799621,2.0717143623041556,0.28202804391771757,55,55,20
Q4-2,2025-04-24,0,44878.576842717113,45602.164054506837,723.58721178972337,1.612322098193153,0.29284703520497724,55,55,20
Q4-2,2025-04-25,0,21649.161248527882,22033.175242109974,384.01399358209164,1.7738054106285706,0.29787723685892142,55,55,20
Q4-2,2025-04-26,0,47934.636921022189,48813.333304505933,878.69638348374428,1.8331136729615727,0.29281781720137484,55,55,20
Q4-2,2025-04-27,0,66137.109791359268,67362.814961685275,1225.7051703260076,1.8532790050740156,0.299256082924863,55,55,20
Q4-2,2025-04-28,0,77457.413152997324,78953.236659005168,1495.8235060078441,1.9311560315772747,0.29486851720501905,55,55,20
Q4-2,2025-04-29,0,71448.831224513182,72872.908577963623,1424.0773534504406,1.9931429654539423,0.3032370501877798,55,55,20
Q4-2,2025-04-30,0,66793.664427147392,67990.228964959795,1196.5645378124027,1.7914341847758752,0.30041379208150398,55,55,20
Q4-2,2025-05-01,0,41732.859460550877,42469.79141467531,736.9319541244331,1.7658314422979826,0.31273864979135502,55,55,20
Q4-2,2025-05-02,0,22971.407540463602,23576.541369386738,605.1338289231353,2.6342914680226093,0.30273121618286608,55,55,20
Q4-2,2025-05-03,0,48542.26612408337,51157.283565212543,2615.0174411291737,5.3870938667030632,0.2987705993936971,55,55,20
Q4-2,2025-05-04,0,78623.048607229211,81946.20551814932,3323.1569109201082,4.2266955680150931,0.29228521621194958,55,55,20
Q4-2,2025-05-05,0,78074.790849963247,81085.215902044758,3010.4250520815112,3.8558221153184524,0.28449841010712124,55,55,20
Q4-2,2025-05-06,0,73025.144000200395,76147.169424645661,3122.0254244452663,4.2752745882112864,0.2904858244786685,55,55,20
Q4-2,2025-05-07,0,78147.091037314269,81342.397002654383,3195.3059653401142,4.0888354549427852,0.29460147849203372,55,55,20
Q4-2,2025-05-08,0,54928.956441511604,57300.15188298672,2371.1954414751162,4.3168405065185711,0.30742069082449924,55,55,20
Q4-2,2025-05-09,0,28226.023858115615,29763.018648246893,1536.9947901312771,5.4453110287772777,0.29191997733739716,55,55,20
Q4-2,2025-05-10,0,54886.034064681604,57694.990946934697,2808.9568822530928,5.1177989631074894,0.29378404780169692,55,55,20
Q4-2,2025-05-11,0,82799.536332702803,86208.899595618917,3409.3632629161148,4.1176115397756563,0.31016022910798968,55,55,20
Q4-2,2025-05-12,0,81794.740774491802,85001.394464022189,3206.6536895303871,3.9203665897922901,0.29297902653640329,55,55,20
Q4-2,2025-05-13,0,86082.355658934976,89422.735358064689,3340.3796991297131,3.8804464324426302,0.28580735052446166,55,55,20
Q4-2,2025-05-14,0,85721.460207357595,89237.71847570673,3516.2582683491346,4.1019579692686214,0.29121151792291905,55,55,20
Q4-2,2025-05-15,0,54482.891887505604,56783.270727196403,2300.3788396907985,4.222203998349694,0.29376022875713415,55,55,20
Q4-2,2025-05-16,0,28332.532440999385,29942.779641890556,1610.2472008911718,5.6833860659805335,0.32546497987390077,55,55,20
Q4-2,2025-05-17,0,58832.720181552104,61678.105361459529,2845.3851799074255,4.8363991519121408,0.29090081813957452,55,55,20
Q4-2,2025-05-18,0,83534.891333155509,86718.746515368868,3183.8551822133595,3.8114075823902693,0.28952705508547644,55,55,20
Q4-2,2025-05-19,0,83750.581030741538,86995.602576265403,3245.0215455238649,3.874625710755053,0.28348060354194976,55,55,20
Q4-2,2025-05-20,0,82723.879242289899,85809.455198798227,3085.5759565083281,3.7299700942106329,0.29389773702792321,55,55,20
Q4-2,2025-05-21,0,80438.445261074434,83649.89871407747,3211.453453003036,3.9924360081548205,0.26523827978600639,55,55,20
Q4-2,2025-05-22,0,51763.256241641124,53792.463201649756,2029.2069600086324,3.9201686820780512,0.28755142080643831,55,55,20
Q4-2,2025-05-23,0,27195.4891550547,28695.805701471418,1500.3165464167178,5.5167845588754982,0.28437649109931296,55,55,20
Q4-2,2025-05-24,0,56230.355458314021,59091.781708813207,2861.4262504991857,5.0887571795993347,0.28508041452195321,55,55,20
Q4-2,2025-05-25,0,76039.530489781115,79138.305872213765,3098.7753824326501,4.0752163545369147,0.28471741396074907,55,55,20
Q4-2,2025-05-26,0,83702.21417098763,87083.295048869506,3381.0808778818755,4.0394162942630985,0.29134879610812453,55,55,20
Q4-2,2025-05-27,0,78538.740310359644,81719.129609636497,3180.3892992768524,4.0494529027445436,0.28304202948850143,55,55,20
Q4-2,2025-05-28,0,81598.093902965411,84769.806022917037,3171.7121199516259,3.8869929041766005,0.28439113079208544,55,55,20
Q4-2,2025-05-29,0,53096.668652238179,55317.266450105592,2220.5977978674127,4.1821791352136151,0.27952723497415594,55,55,20
Q4-2,2025-05-30,0,26720.277904738432,28215.188592955637,1494.9106882172055,5.5946674415092934,0.28150406457160254,55,55,20
Q4-2,2025-05-31,0,54338.558463255671,56990.725515222584,2652.1670519669133,4.880819673860759,0.27846388057429977,55,55,20
Q4-2,2025-06-01,0,90065.680322192027,93631.922693463188,3566.2423712711607,3.9596018799987309,0.27644445988767319,55,55,20
Q4-2,2025-06-02,0,94495.922199331821,98631.052169853909,4135.1299705220881,4.3759877402956615,0.27618334857390026,55,55,20
Q4-2,2025-06-03,0,95045.393665720199,99976.780376927229,4931.3867112070293,5.1884541912162296,0.28047901604571657,55,55,20
Q4-2,2025-06-04,0,106596.20839881702,111861.75684837723,5265.5484495602141,4.9397145814603416,0.28272635666525797,55,55,20
Q4-2,2025-06-05,0,65940.260714043383,68670.802376961074,2730.5416629176907,4.1409324642481593,0.27951133006949619,55,55,20
Q4-2,2025-06-06,0,32729.035955812276,34905.506740635545,2176.4707848232683,6.649969121491206,0.30270799165253637,55,55,20
Q4-2,2025-06-07,0,84260.325836659875,88801.94372801276,4541.6178913528856,5.3899837749938007,0.29522384771396165,55,55,20
Q4-2,2025-06-08,0,117261.13862305754,122670.16631647454,5409.027693416996,4.612805023840516,0.29591626509621755,55,55,20
Q4-2,2025-06-09,0,128601.2713239703,134060.50612865732,5459.2348046870175,4.2450861865386935,0.27997906394679728,55,55,20
Q4-2,2025-06-10,0,126090.71874905479,131501.8593851878,5411.140636133001,4.2914662473312104,0.27466194175174163,55,55,20
Q4-2,2025-06-11,0,131174.09122028266,136910.13537226478,5736.0441519821179,4.3728484021661629,0.28608987114966034,55,55,20
Q4-2,2025-06-12,0,91365.796224512233,95259.209699984145,3893.4134754719125,4.2613468457109116,0.27796182046797352,55,55,20
Q4-2,2025-06-13,0,51615.15558591146,54852.117233140183,3236.9616472287235,6.271339513528984,0.31175452256350666,55,55,20
Q4-2,2025-06-14,0,85391.071903777542,90210.6713917749,4819.5994879973587,5.6441491839197111,0.3018146085103427,55,55,20
Q4-2,2025-06-15,0,122667.45473468438,128407.94878889294,5740.4940542085678,4.6797205229574423,0.29980116988110644,55,55,20
Q4-2,2025-06-16,0,133175.20495792245,138914.23083218769,5739.0258742652368,4.3093801703391499,0.28609507765929909,55,55,20
Q4-2,2025-06-17,0,137105.71634335269,143445.56007759648,6339.8437342437974,4.6240550017382143,0.30254334146682077,55,55,20
Q4-2,2025-06-18,0,133760.25530565789,140239.73641435604,6479.4811086981499,4.8441004346857497,0.32213772401244162,55,55,20
Q4-2,2025-06-19,0,85503.52526812705,89319.018537936121,3815.4932698090706,4.4623812384860351,0.29363968372340055,55,55,20
Q4-2,2025-06-20,0,49256.515146852704,52276.646358813821,3020.1312119611175,6.1314350050078348,0.29471296585412216,55,55,20
Q4-2,2025-06-21,0,90228.576002612841,95071.734834717718,4843.1588321048766,5.367655178293651,0.29254153707074787,55,55,20
Q4-2,2025-06-22,0,123813.49557682521,129406.84404782328,5593.3484709980694,4.5175596124959139,0.28140975454981887,55,55,20
Q4-2,2025-06-23,0,133549.70513917378,139499.57703407842,5949.8718949046452,4.455174115662941,0.28507538765789986,55,55,20
Q4-2,2025-06-24,0,139633.29394184519,146163.41045182484,6530.116509979649,4.6766185381971415,0.31630251022184724,55,55,20
Q4-2,2025-06-25,0,126887.25779800143,132645.73779260641,5758.4799946049752,4.5382649877832471,0.30341464882425057,55,55,20
Q4-2,2025-06-26,0,81236.917062651977,84867.291569556255,3630.374506904278,4.4688728205976025,0.29597785631640455,55,55,20
Q4-2,2025-06-27,0,45457.959894966989,48288.31509293073,2830.3551979637414,6.2263137292202009,0.29465636225381814,55,55,20
Q4-2,2025-06-28,0,87069.820414536051,92082.372026683966,5012.5516121479159,5.7569334452320486,0.29243490756681012,55,55,20
Q4-2,2025-06-29,0,116915.88180393113,122387.02398079244,5471.1421768613072,4.6795543021575625,0.28721622714700612,55,55,20
Q4-2,2025-06-30,0,135853.36756435086,142286.58705809701,6433.2194937461463,4.7354140784908072,0.29917815569065603,55,55,20
Q4-2,2025-07-01,0,123091.12942791416,128991.69684862402,5900.5674207098637,4.7936577137066561,0.30755406485140652,55,55,20
Q4-2,2025-07-02,0,121051.84297182018,126770.07318883827,5718.2302170180919,4.7237861701529438,0.30415285654169089,55,55,20
Q4-2,2025-07-03,0,87575.39358467664,93416.739001700218,5841.3454170235782,6.6700761228958516,0.320187811160765,55,55,20
Q4-2,2025-07-04,0,46541.331842724197,50384.494961164295,3843.1631184400976,8.2575271619368174,0.30053527828705945,55,55,20
Q4-2,2025-07-05,0,97184.362130129579,102544.2383542717,5359.8762241421209,5.5151632491709623,0.31513480916969239,55,55,20
Q4-2,2025-07-06,0,131884.03625456017,138726.81501649402,6842.7787619338487,5.1884814540601676,0.30670037633593872,55,55,20
Q4-2,2025-07-07,0,147130.81706261422,154156.24564142391,7025.4285788096895,4.7749538261721902,0.30315680553314128,55,55,20
Q4-2,2025-07-08,0,153313.4733183193,160072.20720766726,6758.7338893479609,4.4084409172017391,0.30251924008997233,55,55,20
Q4-2,2025-07-09,0,156707.1835700158,163621.01622622478,6913.8326562089787,4.4119436637822806,0.30950091045417111,55,55,20
Q4-2,2025-07-10,0,103395.91471269136,108650.25303374915,5254.3383210577886,5.0817658856814107,0.30634348871687361,55,55,20
Q4-2,2025-07-11,0,65546.985922460386,69358.515771805221,3811.5298493448354,5.8149582253160137,0.29198086531209805,55,55,20
Q4-2,2025-07-12,0,111179.2155280633,116003.65974277562,4824.4442147123191,4.3393400392311321,0.2882429781320317,55,55,20
Q4-2,2025-07-13,0,146131.18102904203,153365.09708573925,7233.9160566972278,4.9502891893137946,0.31719725286014211,55,55,20
Q4-2,2025-07-14,0,150512.67133335155,157701.96420695999,7189.2928736084432,4.7765366263985642,0.29860874501235679,55,55,20
Q4-2,2025-07-15,0,154325.16281091335,161359.4393524297,7034.2765415163594,4.5580878797679247,0.29764725500914696,55,55,20
Q4-2,2025-07-16,0,149279.4038150759,155983.33389825397,6703.9300831780711,4.4908607027147163,0.28872314108518171,55,55,20
Q4-2,2025-07-17,0,103651.72879689845,108928.52723099348,5276.7984340950352,5.0908928344405302,0.28492727797079764,55,55,20
Q4-2,2025-07-18,0,67756.773336769344,72009.532737261732,4252.7594004923885,6.2765081497535791,0.26149658660281633,55,55,20
Q4-2,2025-07-19,0,106317.45124639325,111933.69505462042,5616.2438082271692,5.2825229935313134,0.29983073804668608,55,55,20
Q4-2,2025-07-20,0,143796.0204777497,151014.92088760401,7218.9004098543082,5.0202365725213749,0.28584785698283571,55,55,20
Q4-2,2025-07-21,0,152666.60652107003,160288.10997603426,7621.5034549642296,4.9922531381558999,0.30454406610009876,55,55,20
Q4-2,2025-07-22,0,149193.2462902228,156412.05750747398,7218.8112172511755,4.8385643430591818,0.29396707041756565,55,55,20
Q4-2,2025-07-23,0,155255.33643259644,162578.90995978488,7323.5735271884478,4.7171154921093139,0.26996803553659326,55,55,20
Q4-2,2025-07-24,0,111572.64462183508,117221.26917120347,5648.6245493683964,5.0627325080568664,0.2820385510997675,55,55,20
Q4-2,2025-07-25,0,61724.535938106572,65481.332973710574,3756.7970356040023,6.086391705514127,0.2944966330432971,55,55,20
Q4-2,2025-07-26,0,106714.68100672321,112447.34042685961,5732.6594201363914,5.3719501066354924,0.29387019324701574,55,55,20
Q4-2,2025-07-27,0,143747.5656596561,150782.95329848205,7035.3876388259523,4.8942655874140373,0.27494542501935071,55,55,20
Q4-2,2025-07-28,0,152193.89023148347,159774.95159941181,7581.0613679283415,4.9811864039993381,0.28952246846398316,55,55,20
Q4-2,2025-07-29,0,148197.38676136095,155584.92444117309,7387.5376798121433,4.9849311389735362,0.29108536427415893,55,55,20
Q4-2,2025-07-30,0,141582.60926914812,149325.00109061855,7742.3918214704318,5.4684624484862887,0.29793760622950982,55,55,20
Q4-2,2025-07-31,0,97638.313575804961,103518.74812056753,5880.4345447625674,6.0226711517268106,0.2962799408991203,55,55,20
Q4-2,2025-08-01,0,58764.150666334885,63126.477108546824,4362.3264422119391,7.4234484677254908,0.29489124456533256,55,55,20
Q4-2,2025-08-02,0,101313.84409564352,105963.55260864511,4649.7085130015912,4.5894108100489328,0.31809075102213274,55,55,20
Q4-2,2025-08-03,0,132467.69600832721,137523.9249129247,5056.2289045974903,3.816952401949858,0.29086887846558562,55,55,20
Q4-2,2025-08-04,0,140588.94928893168,145915.68465030711,5326.7353613754385,3.7888720189722669,0.31311416699738837,55,55,20
Q4-2,2025-08-05,0,136167.00107829482,141474.13159245689,5307.1305141620687,3.8975158974901003,0.3017998392430748,55,55,20
Q4-2,2025-08-06,0,141311.81287448405,146892.34596131882,5580.5330868347664,3.949091709545538,0.29547226004860355,55,55,20
Q4-2,2025-08-07,0,96140.512268184772,101176.23221836271,5035.7199501779396,5.2378750969526378,0.3053465238730389,55,55,20
Q4-2,2025-08-08,0,55938.004399324112,59030.20848153832,3092.204082214208,5.5279127588104826,0.33588224064934774,55,55,20
Q4-2,2025-08-09,0,87541.274643780431,91648.875114335955,4107.6004705555242,4.6921871851535402,0.29521752127078327,55,55,20
Q4-2,2025-08-10,0,122312.42495640638,127621.90429538528,5309.4793389788974,4.3409157662201991,0.29517440507795273,55,55,20
Q4-2,2025-08-11,0,125908.57192611427,131162.4463831817,5253.8744570674316,4.1727694760532286,0.29573193267364351,55,55,20
Q4-2,2025-08-12,0,133400.62142328933,138969.43746293429,5568.8160396449675,4.1745053210619831,0.29275314800637092,55,55,20
Q4-2,2025-08-13,0,123902.51749628765,129409.9292148005,5507.4117185128562,4.4449554616013964,0.31699140549348598,55,55,20
Q4-2,2025-08-14,0,88881.067205730011,93441.291258297308,4560.2240525672969,5.1307035299338777,0.30384225962424755,55,55,20
Q4-2,2025-08-15,0,55623.838752248252,58560.137035358406,2936.2982831101544,5.2788486896573117,0.31399240615041046,55,55,20
Q4-2,2025-08-16,0,91772.854107784093,95692.938164613501,3920.0840568294079,4.2715071847121644,0.30436278303549491,55,55,20
Q4-2,2025-08-17,0,122550.42452978561,127852.19181089273,5301.7672811071243,4.3261925052071382,0.30374625138843775,55,55,20
Q4-2,2025-08-18,0,128622.51281791026,133862.12224972702,5239.6094318167598,4.0736332365349126,0.29206946240008608,55,55,20
Q4-2,2025-08-19,0,128097.71861639258,133445.65124305745,5347.9326266648713,4.1748851458315528,0.30866335785971,55,55,20
Q4-2,2025-08-20,0,131032.11076326855,136319.20652521221,5287.0957619436667,4.0349619121191616,0.32137786622883646,55,55,20
Q4-2,2025-08-21,0,91240.281250882108,96223.958621539336,4983.6773706572276,5.462145997724055,0.32221117190201348,55,55,20
Q4-2,2025-08-22,0,55507.64300734274,58245.283691917037,2737.6406845742968,4.9320067224114528,0.31154083894209444,55,55,20
Q4-2,2025-08-23,0,88414.198373674561,92333.354252135759,3919.1558784611989,4.432722289577562,0.31543890307696576,55,55,20
Q4-2,2025-08-24,0,121593.68605139479,126641.91971104799,5048.2336596531968,4.1517235175512646,0.29208792431682784,55,55,20
Q4-2,2025-08-25,0,141771.65082419963,147520.12604780338,5748.4752236037457,4.0547423904458757,0.30786128626665776,55,55,20
Q4-2,2025-08-26,0,131670.28286714863,136795.94479080162,5125.6619236529805,3.89280087506505,0.3025685635682373,55,55,20
Q4-2,2025-08-27,0,127308.014929217,133051.65002417564,5743.6350949586486,4.511605257651774,0.32618814895897641,55,55,20
Q4-2,2025-08-28,0,88794.50262331561,93463.425743388332,4668.9231200727227,5.2581218230133508,0.30782368623449519,55,55,20
Q4-2,2025-08-29,0,55855.271053179633,58809.160163837034,2953.889110657401,5.2884697450398477,0.33572752813389206,55,55,20
Q4-2,2025-08-30,0,86618.831018903657,90427.463255962881,3808.6322370592243,4.3970025827617443,0.31348691569636677,55,55,20
Q4-2,2025-08-31,0,120381.03049790433,126518.93368970239,6137.903191798061,5.0987295642936914,0.32190684386885599,55,55,20
Q4-2,2025-09-01,0,121968.86689483923,125161.97324371427,3193.1063488750369,2.6179683637039153,0.28644380153085042,55,55,20
Q4-2,2025-09-02,0,110860.8635505921,113742.20399684948,2881.3404462573817,2.599060077628268,0.33535678458467305,55,55,20
Q4-2,2025-09-03,0,110649.59131168216,113856.45980897988,3206.8684972977208,2.8982199204554471,0.30947080521115139,55,55,20
Q4-2,2025-09-04,0,74050.956663824822,76062.917264394026,2011.960600569204,2.7169947441773923,0.31800724159018945,55,55,20
Q4-2,2025-09-05,0,44845.733469934319,46319.728318071167,1473.9948481368483,3.2868117746921222,0.33148293667268031,55,55,20
Q4-2,2025-09-06,0,72459.277597573629,74853.287763585409,2394.0101660117798,3.3039387713850843,0.31326866633098044,55,55,20
