model,date,total_cost,emergency_cost,emergency_kwh,end_soc,initial_soc,mean_soc,lower_bound_fraction,upper_bound_fraction
Q2,2025-03-13,45025.234142224268,1751.6254185327634,379.87965021551099,4282.6512398964896,7651.8479886311179,7625.7548917048098,0,0.0625
Q2,2025-03-14,16640.119734044438,254.14385096326299,68.823051318793148,4578.2685614101983,4282.6512398964896,6414.862154101721,0,0.18055555555555555
Q2,2025-03-15,18539.518417067695,173.72141423923125,46.780708487268555,8016.839271281352,4578.2685614101983,6439.4057884201547,0,0.19444444444444445
Q2,2025-03-16,43370.923701614214,106.30882948811967,24.842939826123853,8324.6031761007944,8016.839271281352,7681.9854974556365,0,0.083333333333333329
Q2,2025-03-17,43281.811203742815,61.843601988925684,9.2691245605228474,8425.4037552016125,8324.6031761007944,8030.3785416240316,0,0.25
Q2,2025-03-18,43715.114900141314,1020.4833540691519,209.44680254711957,8335.1471319660341,8425.4037552016125,7818.2720971565495,0,0.2013888888888889
Q2,2025-03-19,43109.073224680891,862.75397346542752,178.95564039743724,8609.1152276939611,8335.1471319660341,7787.3744719541901,0,0.1875
Q2,2025-03-20,41668.899759820633,199.0242479226755,53.567332850225327,4837.4790042952636,8609.1152276939611,7824.4749336103523,0,0.10416666666666667
Q2,2025-03-21,15734.913837183021,23.317254923247429,10.250716050445192,4045.6987943286817,4837.4790042952636,6494.4740656607364,0,0.2638888888888889
Q2,2025-03-22,18084.528312213031,0,0,8529.603311005445,4045.6987943286817,6645.6470321696397,0,0.19444444444444445
Q2,2025-03-23,40675.025444018866,118.83325066685306,17.842003523957032,7994.9407005771491,8529.603311005445,7655.6812464200584,0,0.2013888888888889
Q2,2025-03-24,41157.054262313148,223.91947355908783,72.091455324243015,8286.7657725670106,7994.9407005771491,7870.6660744679066,0,0.090277777777777776
Q2,2025-03-25,41190.939071834335,1211.1385024994431,247.49678914734929,7954.7415292327751,8286.7657725670106,7438.36423388411,0,0.0625
Q2,2025-03-26,40707.481225912677,42.263020353661652,19.351199795632624,8352.6208589200196,7954.7415292327751,7927.4256558468205,0,0.20833333333333334
Q2,2025-03-27,38560.893656874054,179.39321301674843,45.590716042985413,4050.6463709497411,8352.6208589200196,7630.5950534992116,0,0.10416666666666667
Q2,2025-03-28,15647.841718052494,96.638288985492252,21.293583971852385,4218.8727455765702,4050.6463709497411,6404.778154254368,0,0.22222222222222221
Q2,2025-03-29,17316.212512437796,0,0,7995.3252808737179,4218.8727455765702,6736.8078942275733,0,0.21527777777777779
Q2,2025-03-30,39361.119640857061,14.856007981592478,2.3870825068839849,8559.947069443122,7995.3252808737179,7934.330442014475,0,0.1875
Q2,2025-03-31,38430.283585936042,864.90747404667638,166.09379543929171,8105.9435370475858,8559.947069443122,7858.478056609918,0,0.076388888888888895
Q2,2025-04-01,48021.725328263063,10149.39730330983,1489.7831816577586,8048.8722979633358,8105.9435370475858,6931.0901597984512,0,0
Q2,2025-04-02,51496.551852787161,13945.476849162103,2473.9379733340797,8023.9658400972357,8048.8722979633358,6760.6629612081333,0,0
Q2,2025-04-03,38282.223698532587,1348.1334218642135,286.08024767035909,3787.0820317709477,8023.9658400972357,7540.7342196386517,0,0.16666666666666666
Q2,2025-04-04,14785.023664282959,0,0,4035.2593614183761,3787.0820317709477,6296.2218862931886,0,0.27777777777777779
Q2,2025-04-05,17284.527462290251,0,0,8286.6320138467436,4035.2593614183761,6724.6283508538572,0,0.24305555555555555
Q2,2025-04-06,38285.74849920944,29.998190135542458,4.4553973170269501,8642.9844233260919,8286.6320138467436,7862.6650366811646,0,0.1875
Q2,2025-04-07,37746.290386620669,0,0,8609.8321614821089,8642.9844233260919,8112.2662876759314,0,0.2361111111111111
Q2,2025-04-08,39314.657160321804,1544.6686384329309,281.80325261792814,7940.7261325137433,8609.8321614821089,7649.0912786792569,0,0.1388888888888889
Q2,2025-04-09,43353.194953705606,5420.2528097431477,802.72310503464723,7933.8483432896801,7940.7261325137433,7307.3924891367142,0,0.013888888888888888
Q2,2025-04-10,36118.713281278193,399.01455584282587,96.088415278215052,3572.5362155106759,7933.8483432896801,7434.7155994196009,0,0.11805555555555555
Q2,2025-04-11,14364.848000517377,31.333778329618053,14.927955373805645,3119.2399411792526,3572.5362155106759,6349.6417805570336,0,0.22916666666666666
Q2,2025-04-12,17144.99171504223,62.369823517980677,11.61232983019562,8531.4251268532626,3119.2399411792526,6761.2293663197197,0,0.2361111111111111
Q2,2025-04-13,36977.179896171292,131.63350465597887,26.318118217035909,8354.749089297924,8531.4251268532626,7743.3032670774592,0,0.14583333333333334
Q2,2025-04-14,36478.810566701075,73.572513747740018,10.633394233568424,8381.7890608308935,8354.749089297924,7735.6740971481295,0,0.22916666666666666
Q2,2025-04-15,36858.211029822793,4.7963277766240671,1.0578579127975445,8519.7178463422952,8381.7890608308935,8235.0617084389414,0,0.2361111111111111
Q2,2025-04-16,36150.43160155051,4.2876008266346108,1.9587029815598953,8397.0650067875831,8519.7178463422952,7556.927495100319,0,0.0625
Q2,2025-04-17,32323.877023782705,50.92834396240864,23.838162547012644,3208.010786911967,8397.0650067875831,7345.1540597708627,0,0.083333333333333329
Q2,2025-04-18,13895.015414394427,0,0,3273.9594412599813,3208.010786911967,6157.8390559393611,0,0.28472222222222221
Q2,2025-04-19,16423.970216495713,12.025509294301793,5.4168140852219366,8284.6009952327495,3273.9594412599813,6589.7430874250967,0,0.27083333333333331
Q2,2025-04-20,36970.054986953459,1790.973719858199,361.31087282090465,8446.6282189408612,8284.6009952327495,7693.0202251494939,0,0.16666666666666666
Q2,2025-04-21,36521.544620683555,0,0,8548.5260779709897,8446.6282189408612,8116.3992190602394,0,0.24305555555555555
Q2,2025-04-22,35432.249780024707,88.118656580351441,33.079115701976853,8298.248861149752,8548.5260779709897,7932.5798522194318,0,0.1736111111111111
Q2,2025-04-23,35701.823449954543,0,0,8622.4833576457768,8298.248861149752,8035.8093778077537,0,0.2361111111111111
Q2,2025-04-24,31218.778499790467,14.608920398495675,2.9599676625459779,2372.5214367869607,8622.4833576457768,7442.0846488464258,0,0.21527777777777779
Q2,2025-04-25,13163.991080919059,0,0,2466.1452328453006,2372.5214367869607,6117.3923987815351,0,0.25694444444444442
Q2,2025-04-26,16721.902198682292,91.86009982161103,14.6717936146959,7811.7675853703659,2466.1452328453006,6717.1198633216663,0,0.2638888888888889
Q2,2025-04-27,39012.774410017519,6503.8566816571711,1110.6640155083346,7956.4785441258291,7811.7675853703659,7386.13255969292,0,0.090277777777777776
Q2,2025-04-28,57466.904155375909,23753.654650749082,3665.7750487065528,7909.6805869174168,7956.4785441258291,6185.2241938641955,0,0.0069444444444444441
Q2,2025-04-29,36356.831172225502,2454.7602693524859,460.81601775809429,8050.9498527140167,7909.6805869174168,8068.3678637155426,0,0.11805555555555555
Q2,2025-04-30,33580.897920377553,106.95116869094605,23.399688339914846,8567.6503108467423,8050.9498527140167,7888.7827798873041,0,0.21527777777777779
Q2,2025-05-01,42361.733223268719,12363.387602873911,2270.0553849759535,1654.0467886461622,8567.6503108467423,7027.1805064037007,0,0.10416666666666667
Q2,2025-05-02,27452.642448128565,14065.765921456643,2602.1666356362748,1781.7088503745117,1654.0467886461622,5551.1123306909703,0,0.20833333333333334
Q2,2025-05-03,25743.457590214501,9504.1369048034358,1678.1796685058996,7679.0399736169529,1781.7088503745117,6171.0186582203587,0,0.22916666666666666
Q2,2025-05-04,42474.384611898335,7297.3950357911317,1287.5138536273835,7864.9704675904977,7679.0399736169529,7964.7394471525286,0,0.22916666666666666
Q2,2025-05-05,43354.474743172352,5545.9821418542833,1060.1184910954607,7654.9435336659135,7864.9704675904977,7658.4908985607944,0,0.16666666666666666
Q2,2025-05-06,40550.982513464405,3475.4103107401861,700.02824873317888,8340.8653589467776,7654.9435336659135,7564.4570623461232,0,0.1736111111111111
Q2,2025-05-07,38335.183179967731,835.742953893189,191.889458737203,8454.9272837745339,8340.8653589467776,7639.6692009187745,0,0.041666666666666664
Q2,2025-05-08,37285.68498632696,320.46532796609756,64.463266029400913,4894.2325393721185,8454.9272837745339,7846.4407759513961,0,0.090277777777777776
Q2,2025-05-09,16474.599803344448,5.1891985395606364,1.0968502514395766,4895.809985904024,4894.2325393721185,6823.7486776277301,0,0.2638888888888889
Q2,2025-05-10,19314.118905199899,0,0,9779.2505674166005,4895.809985904024,7090.4933012115134,0,0.2361111111111111
Q2,2025-05-11,38524.793602078207,185.80697583333372,27.561666666666724,9400.9831865205961,9779.2505674166005,8132.7139477591327,0,0.125
Q2,2025-05-12,39245.212821520472,0,0,9951.5203323182413,9400.9831865205961,8806.6400482665103,0,0.25
Q2,2025-05-13,38746.829785407841,0,0,9606.2946415251336,9951.5203323182413,8496.7527437866793,0,0.2638888888888889
Q2,2025-05-14,39108.087243902672,129.93819362307619,29.669641197186024,9767.6364547371722,9606.2946415251336,8554.1738435414081,0,0.25694444444444442
Q2,2025-05-15,35902.760603849129,81.137070954211055,18.412464619444464,4394.6347030876141,9767.6364547371722,8149.9144248293323,0,0.13194444444444445
Q2,2025-05-16,15941.725904440722,38.270884748472703,18.052304126638067,3976.5769361980956,4394.6347030876141,6947.3859546160857,0,0.3125
Q2,2025-05-17,18926.290942194762,0,0,9240.3002055470188,3976.5769361980956,6975.6204867961333,0,0.2638888888888889
Q2,2025-05-18,37896.220642328182,117.64616765692998,28.073091662034074,9773.956938176816,9240.3002055470188,7977.041165970476,0,0.16666666666666666
Q2,2025-05-19,37330.7023801225,180.10484486968213,26.703958020562254,9430.0214492600426,9773.956938176816,8394.3091005085789,0,0.27083333333333331
Q2,2025-05-20,37163.539553744791,0,0,9484.1332862316958,9430.0214492600426,8314.4327804235654,0,0.1111111111111111
Q2,2025-05-21,37578.878188143906,367.51239079655022,102.64981552649516,9380.2663273172784,9484.1332862316958,8343.0951623584042,0,0.10416666666666667
Q2,2025-05-22,34288.804056126959,0,0,4035.5982875487448,9380.2663273172784,8023.0833998059716,0,0.18055555555555555
Q2,2025-05-23,15582.752301170178,0,0,3898.4427653291018,4035.5982875487448,6723.0253247362689,0,0.29166666666666669
Q2,2025-05-24,18802.364874602838,12.844325507726934,1.9106471562256502,9478.9043410807335,3898.4427653291018,6869.3128113746789,0,0.30555555555555558
Q2,2025-05-25,36409.811681424646,0,0,9508.9333197803389,9478.9043410807335,8474.0654653614001,0,0.25
Q2,2025-05-26,36540.896449704029,197.70285019153025,44.775876949063047,8597.6158318776415,9508.9333197803389,7148.6851921597809,0,0.0069444444444444441
Q2,2025-05-27,36825.184165880688,0,0,9503.2746896370427,8597.6158318776415,8126.4109688374483,0,0.24305555555555555
Q2,2025-05-28,36331.854978777505,129.24573037057922,30.754363492176424,9727.4565696506052,9503.2746896370427,7764.5288837525113,0,0.1111111111111111
Q2,2025-05-29,35113.44237147837,1960.2991005187987,376.19529772033286,3323.6529120657742,9727.4565696506052,7005.4412025993133,0,0
Q2,2025-05-30,16155.489792622919,154.62175409931439,32.529250239540097,3710.4695272318663,3323.6529120657742,6542.9786606847501,0,0.2361111111111111
Q2,2025-05-31,18973.79368609345,810.40901495806497,241.37949389529101,9457.6230255799437,3710.4695272318663,6737.1366209715234,0,0.27777777777777779
Q2,2025-06-01,107657.67091259602,70948.541529147289,12344.945096906928,7024.9739991844453,9457.6230255799437,5022.0173488839255,0,0
Q2,2025-06-02,85389.032773782499,46214.461962524299,8467.0095927091479,6870.0629846513502,7024.9739991844453,6316.4475906017951,0,0
Q2,2025-06-03,74489.400077647064,33269.181695745603,5556.6853954913331,7308.5159628801694,6870.0629846513502,6281.2725951670081,0,0
Q2,2025-06-04,63535.265015967168,20626.100196304422,3676.9799916399343,7566.3607967142452,7308.5159628801694,6862.7556878550795,0,0
Q2,2025-06-05,56661.384376579146,14224.979319388196,2626.3720973111185,2132.183762809063,7566.3607967142452,7032.8946782916737,0,0.0069444444444444441
Q2,2025-06-06,38066.398862978269,19334.306741060154,3901.9927939633562,2698.9547769935853,2132.183762809063,5562.1570477896439,0,0.14583333333333334
Q2,2025-06-07,31747.940495525196,9847.5258440984162,1591.7567123657934,8174.1574143994203,2698.9547769935853,5921.4803835351013,0,0.1111111111111111
Q2,2025-06-08,54455.164828970272,1.8770792054932739,0.85966531050756767,9620.6730600648752,8174.1574143994203,8899.2986158036674,0,0.27777777777777779
Q2,2025-06-09,56023.267496460627,124.16503668348984,56.717406062435131,9933.1328522070835,9620.6730600648752,8790.7615653314842,0,0.27777777777777779
Q2,2025-06-10,58446.22138526426,37.294919433305431,17.031817696440235,9978.1090636413155,9933.1328522070835,8953.9287896641472,0,0.3611111111111111
Q2,2025-06-11,58825.730638567329,0,0,10113.911601614091,9978.1090636413155,8560.4241724276526,0,0.38194444444444442
Q2,2025-06-12,56763.771604760783,0,0,7939.6092239235131,10113.911601614091,8775.4409660721285,0,0.2986111111111111
Q2,2025-06-13,26480.820453147502,0,0,7663.2793367185295,7939.6092239235131,8501.6355259154188,0,0.2986111111111111
Q2,2025-06-14,29001.469614934547,0,0,10124.613581797583,7663.2793367185295,9261.7725821461063,0,0.40972222222222221
Q2,2025-06-15,59049.628576675212,23.354390328614514,10.832277517910256,10191.317700313972,10124.613581797583,9163.9858833068847,0,0.38194444444444442
Q2,2025-06-16,59504.390477762281,37.32036397906527,13.076511555383767,10134.045210622113,10191.317700313972,8917.1372429424027,0,0.3263888888888889
Q2,2025-06-17,59102.693245258699,91.995464248184689,27.36011696643396,9819.1876229712216,10134.045210622113,8971.2319912459116,0,0.27777777777777779
Q2,2025-06-18,59444.696413531536,11.498035248859068,5.2888846590888079,10005.297686184596,9819.1876229712216,9072.5366232129218,0,0.3611111111111111
Q2,2025-06-19,56541.590937631663,0,0,7871.0057225679757,10005.297686184596,8740.9034436723905,0,0.31944444444444442
Q2,2025-06-20,25295.717358560389,0,0,7375.0859849465332,7871.0057225679757,8669.7313268216458,0,0.34027777777777779
Q2,2025-06-21,27013.069481242826,0,0,10517.1060778712,7375.0859849465332,8502.2443777631652,0,0.34027777777777779
Q2,2025-06-22,55406.363332517001,127.91554045810061,49.79906563514303,9622.6930815406049,10517.1060778712,9002.9201755202885,0,0.39583333333333331
Q2,2025-06-23,57029.607592948327,58.836241084527643,26.948394627819248,9933.640284586354,9622.6930815406049,9011.2346145292231,0,0.36805555555555558
Q2,2025-06-24,59774.841124096434,2973.0247759945792,630.89064936115346,10011.353219703533,9933.640284586354,8349.8470358788782,0,0.27777777777777779
Q2,2025-06-25,56573.244846912246,0,0,10054.079860749967,10011.353219703533,8746.3544844533444,0,0.3888888888888889
Q2,2025-06-26,54143.499183738371,0,0,6721.4214348813393,10054.079860749967,8529.428258828224,0,0.375
Q2,2025-06-27,24072.921913327591,0,0,6942.5879329358295,6721.4214348813393,8452.3439602725484,0,0.34722222222222221
Q2,2025-06-28,25973.074394707681,133.96921636905083,29.691758947041407,10244.012402990815,6942.5879329358295,8653.4763528230251,0,0.31944444444444442
Q2,2025-06-29,56167.04497282095,314.83700898146174,97.024891151060004,10243.855155173342,10244.012402990815,9020.1899432480204,0,0.34027777777777779
Q2,2025-06-30,54545.317138295883,325.36204660753674,110.77065142738525,9644.4887177443125,10243.855155173342,8830.9856434289923,0,0.3125
Q2,2025-07-01,64073.55163157441,10652.71205116821,2715.2373004531696,7385.7098892626573,9644.4887177443125,7824.9002574072547,0,0.15277777777777779
Q2,2025-07-02,62450.904817962168,6921.0037576034701,1713.8871876775816,7713.6446064312695,7385.7098892626573,8092.6721297169461,0,0.1736111111111111
Q2,2025-07-03,57641.083904912033,2873.2148532238298,711.21166376064878,2105.2171130733104,7713.6446064312695,7778.4040144041601,0,0.18055555555555555
Q2,2025-07-04,37275.995143610817,13632.319081661142,3632.0568847908989,2705.4129355302653,2105.2171130733104,5748.7959021787065,0,0.25
Q2,2025-07-05,34120.778068205625,6218.8169904060405,1615.6449257440845,7890.2693065363201,2705.4129355302653,6460.3053690401412,0,0.2013888888888889
Q2,2025-07-06,83635.165123465849,34385.777870540347,6547.2139106767245,7515.7589068580719,7890.2693065363201,6770.9854397438912,0,0.013888888888888888
Q2,2025-07-07,56727.149227034359,313.34524816166874,143.49468619467788,9677.8555157893788,7515.7589068580719,8816.417674421733,0,0.25
Q2,2025-07-08,59030.130872817281,709.96529847389922,165.02213321270975,10800,9677.8555157893788,9015.0342019532236,0,0.3125
Q2,2025-07-09,58471.376499923259,81.675707387116503,16.736825284245185,10800,10800,9171.7796046904023,0,0.49305555555555558
Q2,2025-07-10,55599.220510534593,101.78116341842767,24.878906169719144,5786.5781550419069,10800,8806.0708887219225,0,0.47222222222222221
Q2,2025-07-11,31555.188707121513,0,0,6087.0715824044755,5786.5781550419069,8656.5337544400008,0,0.36805555555555558
Q2,2025-07-12,32575.29280734474,29.901240338661164,7.9376799412426777,10253.037551649471,6087.0715824044755,8838.0833811835637,0,0.35416666666666669
Q2,2025-07-13,56394.421917538777,0,0,10800,10253.037551649471,9275.8039829504305,0,0.46527777777777779
Q2,2025-07-14,55789.044785869992,0,0,10690.12332221074,10800,9218.8772543625473,0,0.45833333333333331
Q2,2025-07-15,56108.61699090185,0,0,10526.339726513719,10690.12332221074,9245.5974017598237,0,0.46527777777777779
Q2,2025-07-16,55866.032029977221,52.443617407213146,14.352385716259755,10403.701652305979,10526.339726513719,9052.9368356576597,0,0.45833333333333331
Q2,2025-07-17,53976.10583355675,223.4721845327598,49.590316528507643,5927.9043406699757,10403.701652305979,8759.5450182195837,0,0.39583333333333331
Q2,2025-07-18,29457.1374567112,0,0,5510.6901421576076,5927.9043406699757,8605.8161496560424,0,0.34722222222222221
Q2,2025-07-19,31988.741699644605,0,0,10296.157766773698,5510.6901421576076,8764.2621314357202,0,0.375
Q2,2025-07-20,55182.557927655311,0,0,10800,10296.157766773698,8948.1621155928951,0,0.39583333333333331
Q2,2025-07-21,55348.937489664997,31.797720719975395,12.822426841462136,10800,10800,8760.6706639826298,0,0.4375
Q2,2025-07-22,56875.364869142897,1069.8630534782687,255.03484490047143,10676.730695402741,10800,8960.8021433692065,0,0.39583333333333331
Q2,2025-07-23,56133.229641722297,142.71141578323,34.772943604302696,10800,10676.730695402741,8736.2533932466813,0,0.43055555555555558
Q2,2025-07-24,53868.484310108528,819.60222318843466,192.16249214616735,5638.2672665705049,10800,8739.262288481239,0,0.3611111111111111
Q2,2025-07-25,28835.587054240394,44.730752686628016,10.676120711003783,5446.6458694262037,5638.2672665705049,8405.9000390218062,0,0.36805555555555558
Q2,2025-07-26,32349.499432400327,7.4410574797982552,3.4330138315101522,10538.574463658559,5446.6458694262037,8579.8214686383308,0,0.38194444444444442
Q2,2025-07-27,55803.604826916584,1676.8390453205977,339.18195218705148,10465.081040845304,10538.574463658559,8525.8514160071882,0,0.3611111111111111
Q2,2025-07-28,55214.909556877647,161.28389909672796,30.455922430959006,10135.861336671889,10465.081040845304,8165.5259459190383,0,0.20833333333333334
Q2,2025-07-29,56295.750846487419,0,0,10800,10135.861336671889,8668.0571210946364,0,0.35416666666666669
Q2,2025-07-30,56382.734292648289,10.096727652417488,2.7631985912472601,10714.098381438143,10800,8736.8622734950495,0,0.43055555555555558
Q2,2025-07-31,53230.019079471313,6.1848328668261878,1.6418457305086775,5447.6936338208179,10714.098381438143,8497.5500898651753,0,0.40972222222222221
Q2,2025-08-01,27934.571074238847,180.15139209496994,83.55820545694769,5355.1282827041696,5447.6936338208179,7969.4097500402422,0,0.375
Q2,2025-08-02,27918.461135569538,220.91996875451872,92.763551221019725,8685.251624566441,5355.1282827041696,7865.4594184795924,0,0.30555555555555558
Q2,2025-08-03,51694.774205531896,604.50336601221136,135.64248742619802,8216.2030589843598,8685.251624566441,8571.2741500865122,0,0.29166666666666669
Q2,2025-08-04,51060.467248099572,75.514970515093552,35.302651830036098,8844.4587357023884,8216.2030589843598,8575.07354725605,0,0.24305555555555555
Q2,2025-08-05,49779.774382709751,21.735424553605682,9.9521174695996706,8779.8132844585452,8844.4587357023884,8393.6069667129705,0,0.28472222222222221
Q2,2025-08-06,50968.343188504914,2547.0541203971784,548.03373767210655,8146.1993497068815,8779.8132844585452,8134.9129550365033,0,0.097222222222222224
Q2,2025-08-07,45076.270099622765,63.190197852544799,29.251538421769965,2243.8746887160614,8146.1993497068815,7798.2855449142226,0,0.24305555555555555
Q2,2025-08-08,24899.222447675318,73.98297966041784,11.779791363811455,1898.9843988775667,2243.8746887160614,6947.5073191168613,0,0.31944444444444442
Q2,2025-08-09,28131.163099891099,0,0,8998.445149588706,1898.9843988775667,7084.1184452005855,0,0.3125
Q2,2025-08-10,46538.73534627058,55.835349639454257,26.097382397501406,8737.3581814710051,8998.445149588706,8327.4076629208212,0,0.18055555555555555
Q2,2025-08-11,47022.667421913182,52.404934011902739,10.116782627780452,8578.7701361374257,8737.3581814710051,8049.7456541567417,0,0.2361111111111111
Q2,2025-08-12,50103.11611952434,3015.9591311106874,457.00802145338525,8537.212519545983,8578.7701361374257,8033.1557145911338,0,0.090277777777777776
Q2,2025-08-13,48570.699881715656,549.38211976688569,151.35284665947387,9864.6520603367007,8537.212519545983,8204.5060944730358,0,0.18055555555555555
Q2,2025-08-14,46783.710620955411,2815.7301782176287,530.85429444000977,2869.5143226701298,9864.6520603367007,7750.3390907486446,0,0.2013888888888889
Q2,2025-08-15,25578.33211083871,794.56287958025587,236.23746535642925,2343.4769421825804,2869.5143226701298,6755.543935206143,0,0.30555555555555558
Q2,2025-08-16,27853.150358723098,40.654638482702929,9.7968510901224874,8534.9046574740059,2343.4769421825804,7125.6261820761201,0,0.31944444444444442
Q2,2025-08-17,46220.585385363243,8.7860958021151472,1.3069685090539451,8655.3978334326293,8534.9046574740059,8065.7406113954912,0,0.20833333333333334
Q2,2025-08-18,48020.210070215617,452.27403596847569,116.89491719409432,9364.0914377446898,8655.3978334326293,8189.8028901770404,0,0.1875
Q2,2025-08-19,47735.3893984069,203.41065466323022,57.079251804373143,9315.4320706178569,9364.0914377446898,8456.845431697102,0,0.24305555555555555
