origin,month,horizon,nominal,n,covered,width_sum
2025-02-11,2,1,0.80000000000000004,144,125,13791.989623532667
2025-02-11,2,1,0.90000000000000002,144,136,16841.456427118406
2025-02-12,2,0,0.80000000000000004,144,130,14032.649864966035
2025-02-12,2,0,0.90000000000000002,144,134,17021.495299512455
2025-02-12,2,1,0.80000000000000004,144,92,13919.584659947486
2025-02-12,2,1,0.90000000000000002,144,105,16900.859000449032
2025-02-13,2,0,0.80000000000000004,144,98,13910.514999514631
2025-02-13,2,0,0.90000000000000002,144,104,16975.138389470616
2025-02-13,2,1,0.80000000000000004,144,109,13681.756173172822
2025-02-13,2,1,0.90000000000000002,144,124,16687.646386443259
2025-02-14,2,0,0.80000000000000004,144,107,13645.740348212032
2025-02-14,2,0,0.90000000000000002,144,120,16712.819068603756
2025-02-14,2,1,0.80000000000000004,144,109,13576.030474135765
2025-02-14,2,1,0.90000000000000002,144,122,16568.307482704662
2025-02-14,2,2,0.80000000000000004,144,108,14030.102141653913
2025-02-14,2,2,0.90000000000000002,144,116,16938.468444330843
2025-02-15,2,0,0.80000000000000004,144,113,13588.381042362162
2025-02-15,2,0,0.90000000000000002,144,121,16643.720040409273
2025-02-15,2,1,0.80000000000000004,144,110,13878.418658051778
2025-02-15,2,1,0.90000000000000002,144,117,17127.527698674574
2025-02-15,2,2,0.80000000000000004,144,123,13947.399077360968
2025-02-15,2,2,0.90000000000000002,144,129,17026.516691095701
2025-02-16,2,0,0.80000000000000004,144,111,14188.13967444019
2025-02-16,2,0,0.90000000000000002,144,122,17353.169589909721
2025-02-16,2,1,0.80000000000000004,144,124,14082.613656503276
2025-02-16,2,1,0.90000000000000002,144,132,17443.771141488189
2025-02-17,2,0,0.80000000000000004,144,123,14189.334331721831
2025-02-17,2,0,0.90000000000000002,144,134,17332.975501810673
2025-02-17,2,1,0.80000000000000004,144,124,14130.65586510416
2025-02-17,2,1,0.90000000000000002,144,135,17500.837472267842
2025-02-18,2,0,0.80000000000000004,144,124,14015.398182296703
2025-02-18,2,0,0.90000000000000002,144,135,17175.649580680427
2025-02-18,2,1,0.80000000000000004,144,106,13852.269105390711
2025-02-18,2,1,0.90000000000000002,144,121,16941.63712873487
2025-02-18,2,2,0.80000000000000004,144,113,13909.023860172687
2025-02-18,2,2,0.90000000000000002,144,118,16792.868036816239
2025-02-19,2,0,0.80000000000000004,144,109,14062.985163963956
2025-02-19,2,0,0.90000000000000002,144,120,17131.055221424063
2025-02-19,2,1,0.80000000000000004,144,115,14162.546204226104
2025-02-19,2,1,0.90000000000000002,144,121,16576.731452303458
2025-02-20,2,0,0.80000000000000004,144,116,13924.773212467629
2025-02-20,2,0,0.90000000000000002,144,123,16815.381530367227
2025-02-20,2,1,0.80000000000000004,144,129,14200.957024527659
2025-02-20,2,1,0.90000000000000002,144,134,17088.383714109063
2025-02-21,2,0,0.80000000000000004,144,123,13825.803112524896
2025-02-21,2,0,0.90000000000000002,144,132,16779.306784803688
2025-02-21,2,1,0.80000000000000004,144,115,14087.899537304487
2025-02-21,2,1,0.90000000000000002,144,125,17013.359474345401
2025-02-21,2,2,0.80000000000000004,144,107,13621.447818003322
2025-02-21,2,2,0.90000000000000002,144,117,16359.063555110677
2025-02-22,2,0,0.80000000000000004,144,116,13786.93326959851
2025-02-22,2,0,0.90000000000000002,144,123,16799.086890274473
2025-02-22,2,1,0.80000000000000004,144,111,14025.635869249219
2025-02-22,2,1,0.90000000000000002,144,124,16901.842250902671
2025-02-22,2,2,0.80000000000000004,144,125,13618.837817345018
2025-02-22,2,2,0.90000000000000002,144,131,16178.41476325948
2025-02-23,2,0,0.80000000000000004,144,114,13777.428404341097
2025-02-23,2,0,0.90000000000000002,144,124,16317.411760182264
2025-02-23,2,1,0.80000000000000004,144,125,14113.215273407443
2025-02-23,2,1,0.90000000000000002,144,134,16699.342752316046
2025-02-24,2,0,0.80000000000000004,144,129,13757.679129381275
2025-02-24,2,0,0.90000000000000002,144,136,16351.359619761251
2025-02-24,2,1,0.80000000000000004,144,104,14117.153875038333
2025-02-24,2,1,0.90000000000000002,144,113,16731.401688701349
2025-02-25,2,0,0.80000000000000004,144,100,13958.159865769956
2025-02-25,2,0,0.90000000000000002,144,108,16388.771843043694
2025-02-25,2,1,0.80000000000000004,144,120,14144.406688619702
2025-02-25,2,1,0.90000000000000002,144,127,16695.856368630084
2025-02-26,2,0,0.80000000000000004,144,121,13958.158791960432
2025-02-26,2,0,0.90000000000000002,144,132,16388.567816853221
2025-02-26,2,1,0.80000000000000004,144,120,14144.304595082287
2025-02-26,2,1,0.90000000000000002,144,124,16695.420645500839
2025-02-27,2,0,0.80000000000000004,144,118,13806.622574270812
2025-02-27,2,0,0.90000000000000002,144,123,16465.614981749874
2025-02-27,2,1,0.80000000000000004,144,122,13939.968525562404
2025-02-27,2,1,0.90000000000000002,144,131,16529.595799636067
2025-02-27,2,2,0.80000000000000004,144,93,13806.779422216014
2025-02-27,2,2,0.90000000000000002,144,103,16673.972425844117
2025-02-28,2,0,0.80000000000000004,144,123,14215.046422081808
2025-02-28,2,0,0.90000000000000002,144,131,16781.511030145375
2025-02-28,2,1,0.80000000000000004,144,95,13863.615165996092
2025-02-28,2,1,0.90000000000000002,144,105,16640.969682641073
2025-02-28,2,2,0.80000000000000004,144,89,13912.335755872135
2025-02-28,2,2,0.90000000000000002,144,100,16717.094399569716
2025-03-01,3,0,0.80000000000000004,144,95,13969.04331366573
2025-03-01,3,0,0.90000000000000002,144,102,16559.087701850032
2025-03-01,3,1,0.80000000000000004,144,84,14063.642582027125
2025-03-01,3,1,0.90000000000000002,144,98,16726.610132340382
2025-03-02,3,0,0.80000000000000004,144,90,13872.278526986071
2025-03-02,3,0,0.90000000000000002,144,98,16380.971267063758
2025-03-02,3,1,0.80000000000000004,144,77,14650.229242516067
2025-03-02,3,1,0.90000000000000002,144,89,17380.285401351754
2025-03-03,3,0,0.80000000000000004,144,75,13880.571160560106
2025-03-03,3,0,0.90000000000000002,144,82,16346.646624332649
2025-03-03,3,1,0.80000000000000004,144,105,14389.753122534303
2025-03-03,3,1,0.90000000000000002,144,118,17134.10859435931
2025-03-03,3,2,0.80000000000000004,144,109,14323.542379441598
2025-03-03,3,2,0.90000000000000002,144,124,16999.847826962585
2025-03-04,3,0,0.80000000000000004,144,110,14129.409461125777
2025-03-04,3,0,0.90000000000000002,144,125,17027.39111028166
2025-03-04,3,1,0.80000000000000004,144,110,14577.867946124661
2025-03-04,3,1,0.90000000000000002,144,125,17384.158541009881
2025-03-04,3,2,0.80000000000000004,144,117,15106.195550223536
2025-03-04,3,2,0.90000000000000002,144,124,18176.064151959756
2025-03-05,3,0,0.80000000000000004,144,120,14423.513856041011
2025-03-05,3,0,0.90000000000000002,144,123,17232.69796799295
2025-03-05,3,1,0.80000000000000004,144,117,14921.255416450333
2025-03-05,3,1,0.90000000000000002,144,124,18198.922371941953
2025-03-05,3,2,0.80000000000000004,144,105,15761.835880750681
2025-03-05,3,2,0.90000000000000002,144,115,18994.75064787293
2025-03-06,3,0,0.80000000000000004,144,117,15610.540843145656
2025-03-06,3,0,0.90000000000000002,144,126,21252.873297638056
2025-03-06,3,1,0.80000000000000004,144,97,15633.408736773317
2025-03-06,3,1,0.90000000000000002,144,113,21052.948600890853
2025-03-06,3,2,0.80000000000000004,144,113,15820.584203390503
2025-03-06,3,2,0.90000000000000002,144,126,21450.652908765489
2025-03-07,3,0,0.80000000000000004,144,107,15611.224525616733
2025-03-07,3,0,0.90000000000000002,144,118,21222.191352749
2025-03-07,3,1,0.80000000000000004,144,108,15451.997982909055
2025-03-07,3,1,0.90000000000000002,144,118,20857.749450611587
2025-03-07,3,2,0.80000000000000004,144,106,15826.254291943944
2025-03-07,3,2,0.90000000000000002,144,117,21253.520993008446
2025-03-08,3,0,0.80000000000000004,144,110,15306.062257463625
2025-03-08,3,0,0.90000000000000002,144,123,20997.51330092478
2025-03-08,3,1,0.80000000000000004,144,98,15499.914196467329
2025-03-08,3,1,0.90000000000000002,144,108,20815.493170044774
2025-03-08,3,2,0.80000000000000004,144,107,16092.606060664182
2025-03-08,3,2,0.90000000000000002,144,122,21453.19732895157
2025-03-09,3,0,0.80000000000000004,144,102,15133.38708062604
2025-03-09,3,0,0.90000000000000002,144,110,20527.121630262031
2025-03-09,3,1,0.80000000000000004,144,103,15673.102092155505
2025-03-09,3,1,0.90000000000000002,144,124,21177.771823618787
2025-03-09,3,2,0.80000000000000004,144,102,16070.274865549607
2025-03-09,3,2,0.90000000000000002,144,117,21225.596581890368
2025-03-10,3,0,0.80000000000000004,144,105,14696.482666885124
2025-03-10,3,0,0.90000000000000002,144,117,17517.842425913383
2025-03-10,3,1,0.80000000000000004,144,104,14991.971267231167
2025-03-10,3,1,0.90000000000000002,144,116,18010.426002325334
2025-03-10,3,2,0.80000000000000004,144,108,15791.809021580251
2025-03-10,3,2,0.90000000000000002,144,120,18920.426514002706
2025-03-11,3,0,0.80000000000000004,144,98,14151.473762344363
2025-03-11,3,0,0.90000000000000002,144,110,16986.598752723192
2025-03-11,3,1,0.80000000000000004,144,111,14593.668174197952
2025-03-11,3,1,0.90000000000000002,144,122,17430.805565277871
2025-03-11,3,2,0.80000000000000004,144,99,15849.128760461592
2025-03-11,3,2,0.90000000000000002,144,108,19044.022085750494
2025-03-12,3,0,0.80000000000000004,144,113,14943.50922271415
2025-03-12,3,0,0.90000000000000002,144,125,18069.551834385959
2025-03-12,3,1,0.80000000000000004,144,99,15685.151441008962
2025-03-12,3,1,0.90000000000000002,144,111,18943.989566581356
2025-03-13,3,0,0.80000000000000004,144,94,15978.790392781964
2025-03-13,3,0,0.90000000000000002,144,117,21230.037891451007
2025-03-13,3,1,0.80000000000000004,144,118,16328.344469158925
2025-03-13,3,1,0.90000000000000002,144,130,21667.264042065039
2025-03-13,3,2,0.80000000000000004,144,108,16570.323729238396
2025-03-13,3,2,0.90000000000000002,144,126,21880.748486335582
2025-03-14,3,0,0.80000000000000004,144,108,15670.18213577001
2025-03-14,3,0,0.90000000000000002,144,125,20892.05264016518
2025-03-14,3,1,0.80000000000000004,144,118,16341.867249338004
2025-03-14,3,1,0.90000000000000002,144,131,21691.543352551846
2025-03-14,3,2,0.80000000000000004,144,115,16993.578892448233
2025-03-14,3,2,0.90000000000000002,144,126,22012.288316632796
2025-03-15,3,0,0.80000000000000004,144,111,15585.427302623681
2025-03-15,3,0,0.90000000000000002,144,124,20917.845794734916
2025-03-15,3,1,0.80000000000000004,144,114,16697.748404341124
2025-03-15,3,1,0.90000000000000002,144,125,21785.113930730367
2025-03-15,3,2,0.80000000000000004,144,103,17121.02399828432
2025-03-15,3,2,0.90000000000000002,144,115,22053.229434214678
2025-03-16,3,0,0.80000000000000004,144,107,15822.091178454159
2025-03-16,3,0,0.90000000000000002,144,121,19194.222951334348
2025-03-16,3,1,0.80000000000000004,144,99,16414.696732526074
2025-03-16,3,1,0.90000000000000002,144,110,21142.387168344929
2025-03-16,3,2,0.80000000000000004,144,113,17192.640687916257
2025-03-16,3,2,0.90000000000000002,144,125,21976.950623702363
2025-03-17,3,0,0.80000000000000004,144,97,15913.840186955978
2025-03-17,3,0,0.90000000000000002,144,106,19174.722064902635
2025-03-17,3,1,0.80000000000000004,144,109,16432.871920347228
2025-03-17,3,1,0.90000000000000002,144,123,21057.246917539858
2025-03-17,3,2,0.80000000000000004,144,109,17099.397023310594
2025-03-17,3,2,0.90000000000000002,144,125,21979.385210435365
2025-03-18,3,0,0.80000000000000004,144,109,16289.155233204654
2025-03-18,3,0,0.90000000000000002,144,126,19691.554334323166
2025-03-18,3,1,0.80000000000000004,144,109,16576.453069214353
2025-03-18,3,1,0.90000000000000002,144,126,21210.339984153623
2025-03-18,3,2,0.80000000000000004,144,119,17656.922695976107
2025-03-18,3,2,0.90000000000000002,144,126,22483.740429132151
2025-03-19,3,0,0.80000000000000004,144,112,16458.74678806866
2025-03-19,3,0,0.90000000000000002,144,124,19565.861338178343
2025-03-19,3,1,0.80000000000000004,144,116,16695.368913598126
2025-03-19,3,1,0.90000000000000002,144,127,21349.482916193982
2025-03-19,3,2,0.80000000000000004,144,103,17203.581342891772
2025-03-19,3,2,0.90000000000000002,144,115,22384.342750894524
2025-03-20,3,0,0.80000000000000004,144,118,16325.187740183777
2025-03-20,3,0,0.90000000000000002,144,127,19565.491537902344
2025-03-20,3,1,0.80000000000000004,144,103,16754.866505548594
2025-03-20,3,1,0.90000000000000002,144,112,21232.384769946064
2025-03-20,3,2,0.80000000000000004,144,126,17182.971264492564
2025-03-20,3,2,0.90000000000000002,144,129,22418.352165665521
2025-03-21,3,0,0.80000000000000004,144,97,16215.693968943233
2025-03-21,3,0,0.90000000000000002,144,114,19415.666748504445
2025-03-21,3,1,0.80000000000000004,144,126,16807.719691954924
2025-03-21,3,1,0.90000000000000002,144,133,21250.765707100782
2025-03-21,3,2,0.80000000000000004,144,100,17131.322239083398
2025-03-21,3,2,0.90000000000000002,144,117,22150.351837059323
2025-03-22,3,0,0.80000000000000004,144,122,17534.334585210905
2025-03-22,3,0,0.90000000000000002,144,136,21973.640773316427
2025-03-22,3,1,0.80000000000000004,144,108,17128.518876022805
2025-03-22,3,1,0.90000000000000002,144,117,21537.799221156311
2025-03-23,3,0,0.80000000000000004,144,105,16581.122077688458
2025-03-23,3,0,0.90000000000000002,144,115,19641.898703655941
2025-03-23,3,1,0.80000000000000004,144,114,16973.214901536172
2025-03-23,3,1,0.90000000000000002,144,127,21661.833563917793
2025-03-23,3,2,0.80000000000000004,144,111,17630.072167091679
2025-03-23,3,2,0.90000000000000002,144,121,22430.754913216755
2025-03-24,3,0,0.80000000000000004,144,123,16815.16453847196
2025-03-24,3,0,0.90000000000000002,144,129,20061.004426625736
2025-03-24,3,1,0.80000000000000004,144,112,16877.980003762535
2025-03-24,3,1,0.90000000000000002,144,123,21381.217454109006
2025-03-24,3,2,0.80000000000000004,144,117,17586.609860896286
2025-03-24,3,2,0.90000000000000002,144,122,22370.254393774907
2025-03-25,3,0,0.80000000000000004,144,112,16887.44282615358
2025-03-25,3,0,0.90000000000000002,144,119,20076.693160659011
2025-03-25,3,1,0.80000000000000004,144,121,17025.03230927269
2025-03-25,3,1,0.90000000000000002,144,127,21819.456100610008
2025-03-25,3,2,0.80000000000000004,144,117,17523.9730279348
2025-03-25,3,2,0.90000000000000002,144,128,22244.140122741614
2025-03-26,3,0,0.80000000000000004,144,115,16862.751378764049
2025-03-26,3,0,0.90000000000000002,144,127,20409.434487029343
2025-03-26,3,1,0.80000000000000004,144,121,17083.874771068218
2025-03-26,3,1,0.90000000000000002,144,130,21880.53026246457
2025-03-26,3,2,0.80000000000000004,144,113,17269.653215974402
2025-03-26,3,2,0.90000000000000002,144,124,22151.405003371183
2025-03-27,3,0,0.80000000000000004,144,120,16976.930238037883
2025-03-27,3,0,0.90000000000000002,144,128,20563.481412812653
2025-03-27,3,1,0.80000000000000004,144,114,16896.987745166145
2025-03-27,3,1,0.90000000000000002,144,128,21482.925526334526
2025-03-27,3,2,0.80000000000000004,144,107,17600.88495733407
2025-03-27,3,2,0.90000000000000002,144,122,22553.870373630773
2025-03-28,3,0,0.80000000000000004,144,115,17491.633374718182
2025-03-28,3,0,0.90000000000000002,144,128,22464.354354863182
2025-03-28,3,1,0.80000000000000004,144,113,17181.241890679783
2025-03-28,3,1,0.90000000000000002,144,127,22101.967278505108
2025-03-29,3,0,0.80000000000000004,144,110,17533.244915842857
2025-03-29,3,0,0.90000000000000002,144,129,22511.183313544374
2025-03-29,3,1,0.80000000000000004,144,121,16974.813739439411
2025-03-29,3,1,0.90000000000000002,144,128,21936.182967860619
2025-03-30,3,0,0.80000000000000004,144,118,16798.036216810127
2025-03-30,3,0,0.90000000000000002,144,128,20541.768983973889
2025-03-30,3,1,0.80000000000000004,144,105,15922.872450312676
2025-03-30,3,1,0.90000000000000002,144,122,19751.944992528282
2025-03-30,3,2,0.80000000000000004,144,93,16358.020037783877
2025-03-30,3,2,0.90000000000000002,144,112,19850.769347198384
2025-03-31,3,0,0.80000000000000004,144,96,15284.038170499705
2025-03-31,3,0,0.90000000000000002,144,117,18733.923752205923
2025-03-31,3,1,0.80000000000000004,144,89,16125.499517854867
2025-03-31,3,1,0.90000000000000002,144,110,19576.847232522876
2025-03-31,3,2,0.80000000000000004,144,87,16361.753758613693
2025-03-31,3,2,0.90000000000000002,144,99,19896.503363874534
2025-04-01,4,0,0.80000000000000004,144,93,15355.631460933186
2025-04-01,4,0,0.90000000000000002,144,118,18806.790624662521
2025-04-01,4,1,0.80000000000000004,144,84,16065.438631843768
2025-04-01,4,1,0.90000000000000002,144,100,19619.278259236326
2025-04-01,4,2,0.80000000000000004,144,122,16600.904028672961
2025-04-01,4,2,0.90000000000000002,144,131,20096.731232059108
2025-04-02,4,0,0.80000000000000004,144,88,15342.962238908032
2025-04-02,4,0,0.90000000000000002,144,101,18773.596647936483
2025-04-02,4,1,0.80000000000000004,144,121,16172.253017558269
2025-04-02,4,1,0.90000000000000002,144,126,19803.231347303772
2025-04-02,4,2,0.80000000000000004,144,110,16522.917909352946
2025-04-02,4,2,0.90000000000000002,144,117,20056.908458467478
2025-04-03,4,0,0.80000000000000004,144,125,16580.276753901671
2025-04-03,4,0,0.90000000000000002,144,132,19999.590067676978
2025-04-03,4,1,0.80000000000000004,144,114,16882.811562102659
2025-04-03,4,1,0.90000000000000002,144,119,20184.318472303083
2025-04-03,4,2,0.80000000000000004,144,119,18253.002649633563
2025-04-03,4,2,0.90000000000000002,144,130,21261.62967621025
2025-04-04,4,0,0.80000000000000004,144,107,16759.549097995558
2025-04-04,4,0,0.90000000000000002,144,121,20182.239346228973
2025-04-04,4,1,0.80000000000000004,144,119,17463.358840968096
2025-04-04,4,1,0.90000000000000002,144,127,20812.177562829944
2025-04-04,4,2,0.80000000000000004,144,114,18289.272837972414
2025-04-04,4,2,0.90000000000000002,144,128,21279.333082438603
2025-04-05,4,0,0.80000000000000004,144,114,16876.757762362286
2025-04-05,4,0,0.90000000000000002,144,125,20271.0672945513
2025-04-05,4,1,0.80000000000000004,144,118,17429.798124769066
2025-04-05,4,1,0.90000000000000002,144,129,20824.063153159743
2025-04-05,4,2,0.80000000000000004,144,118,18361.308812819159
2025-04-05,4,2,0.90000000000000002,144,127,21244.025150113208
2025-04-06,4,0,0.80000000000000004,144,122,16958.485755016409
2025-04-06,4,0,0.90000000000000002,144,127,20293.265317344918
2025-04-06,4,1,0.80000000000000004,144,118,17578.635140681879
2025-04-06,4,1,0.90000000000000002,144,126,20962.041683396987
2025-04-06,4,2,0.80000000000000004,144,105,18275.137450016442
2025-04-06,4,2,0.90000000000000002,144,118,21222.642847873634
2025-04-07,4,0,0.80000000000000004,144,112,17088.978348516954
2025-04-07,4,0,0.90000000000000002,144,127,20312.892066673357
2025-04-07,4,1,0.80000000000000004,144,105,17509.868481585079
2025-04-07,4,1,0.90000000000000002,144,125,20955.401100352807
2025-04-07,4,2,0.80000000000000004,144,118,18232.722682082254
2025-04-07,4,2,0.90000000000000002,144,127,21286.385549121849
2025-04-08,4,0,0.80000000000000004,144,110,17139.959942293757
2025-04-08,4,0,0.90000000000000002,144,127,20075.428659176134
2025-04-08,4,1,0.80000000000000004,144,118,17334.966297895677
2025-04-08,4,1,0.90000000000000002,144,129,20961.720102988769
2025-04-08,4,2,0.80000000000000004,144,113,18372.730991907727
2025-04-08,4,2,0.90000000000000002,144,123,21465.803670641442
2025-04-09,4,0,0.80000000000000004,144,112,17065.935263800853
2025-04-09,4,0,0.90000000000000002,144,121,19939.083122744938
2025-04-09,4,1,0.80000000000000004,144,106,17555.74394589915
2025-04-09,4,1,0.90000000000000002,144,116,20844.690041573249
2025-04-09,4,2,0.80000000000000004,144,100,18412.362496757101
2025-04-09,4,2,0.90000000000000002,144,118,21645.426902488151
2025-04-10,4,0,0.80000000000000004,144,108,17337.46485296703
2025-04-10,4,0,0.90000000000000002,144,119,20962.868404188812
2025-04-10,4,1,0.80000000000000004,144,98,17352.979910100607
2025-04-10,4,1,0.90000000000000002,144,108,20968.665284900046
2025-04-10,4,2,0.80000000000000004,144,114,18019.846101810534
2025-04-10,4,2,0.90000000000000002,144,120,21579.631687914061
2025-04-11,4,0,0.80000000000000004,144,103,16845.412565679464
2025-04-11,4,0,0.90000000000000002,144,113,20017.675802557627
2025-04-11,4,1,0.80000000000000004,144,111,17445.874340017428
2025-04-11,4,1,0.90000000000000002,144,122,20419.757485434406
2025-04-11,4,2,0.80000000000000004,144,118,18363.384364908634
2025-04-11,4,2,0.90000000000000002,144,125,21849.715011537664
2025-04-12,4,0,0.80000000000000004,144,112,16807.103994031404
2025-04-12,4,0,0.90000000000000002,144,119,20150.145908260005
2025-04-12,4,1,0.80000000000000004,144,110,17262.787625980156
2025-04-12,4,1,0.90000000000000002,144,119,20568.502949015739
2025-04-12,4,2,0.80000000000000004,144,121,18075.52305173477
2025-04-12,4,2,0.90000000000000002,144,129,21706.838490177943
2025-04-13,4,0,0.80000000000000004,144,111,16771.641621337098
2025-04-13,4,0,0.90000000000000002,144,118,20224.480561177275
2025-04-13,4,1,0.80000000000000004,144,115,17542.485031422613
2025-04-13,4,1,0.90000000000000002,144,125,20841.190202953901
2025-04-13,4,2,0.80000000000000004,144,98,17759.650527955841
2025-04-13,4,2,0.90000000000000002,144,118,21557.077237535697
2025-04-14,4,0,0.80000000000000004,144,119,16932.35072085337
2025-04-14,4,0,0.90000000000000002,144,127,20339.852125013473
2025-04-14,4,1,0.80000000000000004,144,101,17163.766331359548
2025-04-14,4,1,0.90000000000000002,144,117,20632.725763326947
2025-04-14,4,2,0.80000000000000004,144,126,17613.767260337663
2025-04-14,4,2,0.90000000000000002,144,135,21204.720633346129
2025-04-15,4,0,0.80000000000000004,144,102,16614.435701387531
2025-04-15,4,0,0.90000000000000002,144,111,20223.122418705039
2025-04-15,4,1,0.80000000000000004,144,126,17242.834708293405
2025-04-15,4,1,0.90000000000000002,144,132,20596.938536319009
2025-04-15,4,2,0.80000000000000004,144,125,17639.319953854741
2025-04-15,4,2,0.90000000000000002,144,136,21426.965011576292
2025-04-16,4,0,0.80000000000000004,144,125,16334.587477790275
2025-04-16,4,0,0.90000000000000002,144,134,19802.887904833427
2025-04-16,4,1,0.80000000000000004,144,128,17134.81438807608
2025-04-16,4,1,0.90000000000000002,144,136,20221.893923555326
2025-04-16,4,2,0.80000000000000004,144,115,17941.511136987556
2025-04-16,4,2,0.90000000000000002,144,128,21407.668296045966
2025-04-17,4,0,0.80000000000000004,144,129,16227.895129939496
2025-04-17,4,0,0.90000000000000002,144,135,19658.875044027038
2025-04-17,4,1,0.80000000000000004,144,114,17191.832284466574
2025-04-17,4,1,0.90000000000000002,144,123,20580.083591635983
2025-04-17,4,2,0.80000000000000004,144,115,17858.746273457327
2025-04-17,4,2,0.90000000000000002,144,125,21379.478939107121
2025-04-18,4,0,0.80000000000000004,144,111,16347.945577284499
2025-04-18,4,0,0.90000000000000002,144,125,19529.036524025229
2025-04-18,4,1,0.80000000000000004,144,115,17520.418364131838
2025-04-18,4,1,0.90000000000000002,144,124,20892.525172588557
2025-04-18,4,2,0.80000000000000004,144,118,17917.357378923632
2025-04-18,4,2,0.90000000000000002,144,129,21059.655524947186
2025-04-19,4,0,0.80000000000000004,144,116,17512.364080366089
2025-04-19,4,0,0.90000000000000002,144,123,20500.485357448269
2025-04-19,4,1,0.80000000000000004,144,115,17567.957033867828
2025-04-19,4,1,0.90000000000000002,144,127,20575.273551947466
2025-04-19,4,2,0.80000000000000004,144,112,18275.024830554939
2025-04-19,4,2,0.90000000000000002,144,121,21155.676680954552
2025-04-20,4,0,0.80000000000000004,144,118,17469.099297100976
2025-04-20,4,0,0.90000000000000002,144,129,20522.973455439005
2025-04-20,4,1,0.80000000000000004,144,108,17430.223837974234
2025-04-20,4,1,0.90000000000000002,144,119,20554.133848090503
2025-04-20,4,2,0.80000000000000004,144,124,18356.049883434323
2025-04-20,4,2,0.90000000000000002,144,129,21337.09150367853
2025-04-21,4,0,0.80000000000000004,144,107,17303.862201281041
2025-04-21,4,0,0.90000000000000002,144,118,20342.129592137015
2025-04-21,4,1,0.80000000000000004,144,121,17528.836796871583
2025-04-21,4,1,0.90000000000000002,144,127,20721.3954312758
2025-04-21,4,2,0.80000000000000004,144,116,18404.415169228952
2025-04-21,4,2,0.90000000000000002,144,121,21588.197718439475
2025-04-22,4,0,0.80000000000000004,144,119,17518.981420970907
2025-04-22,4,0,0.90000000000000002,144,128,20398.489942311553
2025-04-22,4,1,0.80000000000000004,144,114,17521.701429924662
2025-04-22,4,1,0.90000000000000002,144,121,20736.947209067221
