model,start,end,slots,duration_h,energy_kwh,cost_yuan,weighted_price
Q2,2025-02-23 09:50:00,2025-02-23 10:30:00,5,0.83333333333333337,775.24511086062842,3789.9050976043427,0.97773079623734183
Q2,2025-02-23 18:10:00,2025-02-23 18:10:00,1,0.16666666666666666,4.1063884252955631,25.790172505068785,1.2561
Q2,2025-02-23 20:50:00,2025-02-23 20:50:00,1,0.16666666666666666,25.377554569713084,155.13299108465608,1.2225999999999999
Q2,2025-02-23 21:10:00,2025-02-23 21:20:00,2,0.33333333333333331,29.371059464474481,136.53934277777057,0.92975429056565428
Q2,2025-02-23 21:40:00,2025-02-23 21:40:00,1,0.16666666666666666,4.9909446561538005,24.632807350447084,0.98710000000000009
Q2,2025-02-24 06:20:00,2025-02-24 06:20:00,1,0.16666666666666666,47.532624977119099,208.14536477480456,0.87580000000000013
Q2,2025-02-24 20:50:00,2025-02-24 21:00:00,2,0.33333333333333331,22.653373766141556,108.85285036394575,0.96102992417527344
Q2,2025-02-24 21:40:00,2025-02-24 21:50:00,2,0.33333333333333331,17.363984438434748,77.23295789496521,0.88957644679768288
Q2,2025-02-25 01:10:00,2025-02-25 01:10:00,1,0.16666666666666666,8.2821701765094531,17.852217815466126,0.43109999999999998
Q2,2025-02-25 02:20:00,2025-02-25 02:20:00,1,0.16666666666666666,1.2028698139453127,2.6006045377497657,0.43240000000000001
Q2,2025-02-25 03:00:00,2025-02-25 03:00:00,1,0.16666666666666666,3.6861122660064893,8.0301955714951365,0.43569999999999998
Q2,2025-02-25 07:00:00,2025-02-25 07:10:00,2,0.33333333333333331,28.367413124233963,116.09049514288763,0.81847784029142101
Q2,2025-02-25 19:00:00,2025-02-25 19:00:00,1,0.16666666666666666,32.382376269059137,218.03053941957518,1.3466
Q2,2025-02-26 01:40:00,2025-02-26 01:40:00,1,0.16666666666666666,15.243077947354436,32.864076054496167,0.43120000000000003
Q2,2025-02-26 04:20:00,2025-02-26 04:30:00,2,0.33333333333333331,7.7914255950365714,17.050718868137086,0.43767905270119062
Q2,2025-02-26 14:50:00,2025-02-26 14:50:00,1,0.16666666666666666,9.9159916952656317,46.486169067405278,0.9376000000000001
Q2,2025-02-26 16:00:00,2025-02-26 16:20:00,3,0.5,12.43862261932486,51.735439480625715,0.83185158138407767
Q2,2025-02-26 20:40:00,2025-02-26 21:00:00,3,0.5,81.117768574797424,540.38587129128427,1.3323489558098554
Q2,2025-02-26 21:40:00,2025-02-26 21:40:00,1,0.16666666666666666,17.137533207693441,84.582295146570985,0.98709999999999987
Q2,2025-02-27 03:30:00,2025-02-27 03:30:00,1,0.16666666666666666,7.1785541078983215,15.634890847002543,0.43559999999999993
Q2,2025-02-27 09:00:00,2025-02-27 10:10:00,8,1.3333333333333333,956.62615209705962,4668.5960961748633,0.97605445678871361
Q2,2025-02-27 18:20:00,2025-02-27 18:20:00,1,0.16666666666666666,5.6535542294670904,35.184894747088435,1.2446999999999999
Q2,2025-02-27 20:50:00,2025-02-27 20:50:00,1,0.16666666666666666,4.4832045381362384,27.405829341626823,1.2225999999999999
Q2,2025-02-27 21:20:00,2025-02-27 21:40:00,3,0.5,66.776341340037845,325.86314022262661,0.97598381008408175
Q2,2025-02-28 04:50:00,2025-02-28 04:50:00,1,0.16666666666666666,0.50565092767804742,1.1179942010961628,0.44219999999999998
Q2,2025-02-28 07:50:00,2025-02-28 08:10:00,3,0.5,218.2006616406598,1049.189290260111,0.96167379362758432
Q2,2025-03-01 09:00:00,2025-03-01 09:00:00,1,0.16666666666666666,16.443333333333307,85.176466666666528,1.036
Q2,2025-03-01 16:20:00,2025-03-01 16:20:00,1,0.16666666666666666,23.30055159118335,99.248699502645479,0.85189999999999999
Q2,2025-03-01 18:20:00,2025-03-01 18:20:00,1,0.16666666666666666,4.6148861869168059,28.720744184276739,1.2446999999999999
Q2,2025-03-02 13:00:00,2025-03-02 15:00:00,13,2.1666666666666665,1484.2250340913124,6952.1421388119879,0.93680432267716085
Q2,2025-03-02 16:40:00,2025-03-02 16:40:00,1,0.16666666666666666,27.412138140302556,123.68356728904511,0.90239999999999998
Q2,2025-03-02 17:50:00,2025-03-02 18:00:00,2,0.33333333333333331,36.142325793150768,207.69404796356588,1.1493120235384817
Q2,2025-03-02 20:10:00,2025-03-02 21:40:00,10,1.6666666666666667,2990.0933115136013,20015.333908963286,1.3387765413134496
Q2,2025-03-03 01:50:00,2025-03-03 01:50:00,1,0.16666666666666666,7.4945720090041732,16.236990257507543,0.43330000000000002
Q2,2025-03-03 07:20:00,2025-03-03 07:20:00,1,0.16666666666666666,31.754697294161019,126.57422341452583,0.79720000000000002
Q2,2025-03-03 08:20:00,2025-03-03 08:30:00,2,0.33333333333333331,3.632265811972502,19.803509999349949,1.0904218482069545
Q2,2025-03-03 09:20:00,2025-03-03 10:30:00,8,1.3333333333333333,1677.5542286728919,8132.0930573525657,0.96951775607109159
Q2,2025-03-03 13:50:00,2025-03-03 13:50:00,1,0.16666666666666666,4.7437526355427835,21.408555644204583,0.90259999999999996
Q2,2025-03-03 14:20:00,2025-03-03 14:50:00,4,0.66666666666666663,152.13563360427756,777.29974224377293,1.0218509941801273
Q2,2025-03-03 15:20:00,2025-03-03 15:40:00,3,0.5,134.16332243079057,488.9981470348755,0.72895950722617187
Q2,2025-03-03 16:00:00,2025-03-03 16:40:00,5,0.83333333333333337,111.11058300525315,474.69836766336675,0.8544611230073802
Q2,2025-03-03 20:20:00,2025-03-03 21:40:00,9,1.5,2009.4162282507625,13423.859192513808,1.336095429486956
Q2,2025-03-04 01:50:00,2025-03-04 02:00:00,2,0.33333333333333331,27.352025932023469,59.08798695194524,0.43205565173704846
Q2,2025-03-04 08:10:00,2025-03-04 08:30:00,3,0.5,66.035256811208228,364.19227967682576,1.1030237399334564
Q2,2025-03-04 09:40:00,2025-03-04 10:00:00,3,0.5,309.25389015823669,1499.4432734634033,0.96971667693245811
Q2,2025-03-04 15:50:00,2025-03-04 15:50:00,1,0.16666666666666666,0.45030529369370953,1.761369156282945,0.7823
Q2,2025-03-05 13:30:00,2025-03-05 13:40:00,2,0.33333333333333331,22.756959601437821,98.064093140214808,0.86183826712966483
Q2,2025-03-06 17:40:00,2025-03-06 17:40:00,1,0.16666666666666666,5.3891821432215794,26.299208858921308,0.97599999999999998
Q2,2025-03-06 18:00:00,2025-03-06 18:00:00,1,0.16666666666666666,9.4287311498857775,58.04798332427179,1.2313000000000001
Q2,2025-03-06 22:50:00,2025-03-06 22:50:00,1,0.16666666666666666,4.0499611866019674,8.5879426961894705,0.42409999999999998
Q2,2025-03-06 23:10:00,2025-03-06 23:10:00,1,0.16666666666666666,2.5095935328019294,5.3303766636712986,0.42480000000000001
Q2,2025-03-08 07:30:00,2025-03-08 07:50:00,3,0.5,152.63749350897851,558.66350133007529,0.73201346338566997
Q2,2025-03-08 16:40:00,2025-03-08 16:40:00,1,0.16666666666666666,4.6447934035720557,20.957307836917114,0.90239999999999998
Q2,2025-03-08 21:40:00,2025-03-08 21:40:00,1,0.16666666666666666,12.365056798732098,61.027737830142271,0.98709999999999998
Q2,2025-03-09 06:40:00,2025-03-09 06:40:00,1,0.16666666666666666,3.4120078186130058,14.67333962394523,0.86009999999999998
Q2,2025-03-09 07:00:00,2025-03-09 07:00:00,1,0.16666666666666666,9.899231063831877,41.250095842987427,0.83340000000000003
Q2,2025-03-09 09:40:00,2025-03-09 10:00:00,3,0.5,34.098472750089947,162.05972578731448,0.95053949761950551
Q2,2025-03-09 18:40:00,2025-03-09 18:50:00,2,0.33333333333333331,32.39732911520678,204.34141905150793,1.2614707732533013
Q2,2025-03-09 21:50:00,2025-03-09 21:50:00,1,0.16666666666666666,0.23159229983161822,0.89904130794634185,0.77639999999999998
Q2,2025-03-10 01:00:00,2025-03-10 01:00:00,1,0.16666666666666666,6.3501512574828212,13.605199069156944,0.42849999999999999
Q2,2025-03-10 07:30:00,2025-03-10 07:30:00,1,0.16666666666666666,30.017901854198833,114.72842088674794,0.76439999999999997
Q2,2025-03-11 15:30:00,2025-03-11 15:40:00,2,0.33333333333333331,17.57362153155043,64.468105230831526,0.73369174492679357
Q2,2025-03-11 16:10:00,2025-03-11 16:10:00,1,0.16666666666666666,4.7216961521093097,19.526574437048048,0.82709999999999995
Q2,2025-03-12 18:00:00,2025-03-12 18:00:00,1,0.16666666666666666,3.1315872501514903,19.279616905557653,1.2313000000000001
Q2,2025-03-12 20:40:00,2025-03-12 20:50:00,2,0.33333333333333331,21.981821336556891,147.46641877146124,1.3417124678947059
Q2,2025-03-13 10:10:00,2025-03-13 10:50:00,5,0.83333333333333337,253.31379160884663,1219.4134831135468,0.96276912154589578
Q2,2025-03-13 13:10:00,2025-03-13 13:30:00,3,0.5,98.689515517931511,419.93728091676689,0.85102714044728678
Q2,2025-03-13 17:10:00,2025-03-13 17:10:00,1,0.16666666666666666,20.177746838106486,95.460920291081791,0.94620000000000004
Q2,2025-03-13 22:20:00,2025-03-13 22:20:00,1,0.16666666666666666,7.6985962506263377,16.813734211367922,0.43680000000000002
Q2,2025-03-14 07:40:00,2025-03-14 07:50:00,2,0.33333333333333331,68.823051318793148,254.14385096326299,0.73854281695837942
Q2,2025-03-15 18:30:00,2025-03-15 18:30:00,1,0.16666666666666666,3.6031524027653745,22.600773446345812,1.2544999999999999
Q2,2025-03-15 20:40:00,2025-03-15 20:50:00,2,0.33333333333333331,13.196469458759339,87.096030303609439,1.3199898741977272
Q2,2025-03-15 23:50:00,2025-03-15 23:50:00,1,0.16666666666666666,29.981086625743842,64.024610489275972,0.42709999999999998
Q2,2025-03-16 07:10:00,2025-03-16 07:10:00,1,0.16666666666666666,2.0307549772161053,8.2164346378163629,0.80920000000000003
Q2,2025-03-16 07:50:00,2025-03-16 07:50:00,1,0.16666666666666666,22.812184848907748,98.092394850303307,0.8600000000000001
Q2,2025-03-17 20:30:00,2025-03-17 20:30:00,1,0.16666666666666666,9.0343617275025281,60.932252671140802,1.3489
Q2,2025-03-17 21:50:00,2025-03-17 21:50:00,1,0.16666666666666666,0.23476283302031931,0.91134931778487949,0.77639999999999998
Q2,2025-03-18 08:40:00,2025-03-18 08:40:00,1,0.16666666666666666,4.8769810095764683,25.872384255803162,1.0609999999999999
Q2,2025-03-18 09:20:00,2025-03-18 10:00:00,5,0.83333333333333337,202.33438990080262,985.93302419952227,0.97455803206058067
Q2,2025-03-18 21:50:00,2025-03-18 21:50:00,1,0.16666666666666666,2.2354316367404792,8.6779456138265392,0.77639999999999998
Q2,2025-03-19 09:20:00,2025-03-19 09:40:00,3,0.5,178.95564039743724,862.75397346542752,0.96420986960719768
Q2,2025-03-20 16:00:00,2025-03-20 16:10:00,2,0.33333333333333331,28.125785624400429,113.97410169680977,0.81045986212688714
Q2,2025-03-20 21:30:00,2025-03-20 21:30:00,1,0.16666666666666666,12.127876089306938,56.825163416447658,0.93709999999999993
Q2,2025-03-20 23:40:00,2025-03-20 23:40:00,1,0.16666666666666666,13.313671136517959,28.224982809418073,0.42399999999999999
Q2,2025-03-21 20:00:00,2025-03-21 20:00:00,1,0.16666666666666666,0.20401384004281908,1.3752572957286435,1.3482000000000001
Q2,2025-03-21 22:20:00,2025-03-21 22:20:00,1,0.16666666666666666,10.046702210402373,21.941997627518784,0.43680000000000002
Q2,2025-03-23 19:30:00,2025-03-23 19:30:00,1,0.16666666666666666,17.144043471004352,115.57656905977585,1.3483000000000001
Q2,2025-03-23 21:00:00,2025-03-23 21:00:00,1,0.16666666666666666,0.6979600529526806,3.256681607077208,0.93319999999999992
Q2,2025-03-24 15:00:00,2025-03-24 15:00:00,1,0.16666666666666666,57.768183086530684,193.35010879061821,0.6694
Q2,2025-03-24 23:10:00,2025-03-24 23:10:00,1,0.16666666666666666,1.5637474056558176,3.3213994896129568,0.42480000000000001
Q2,2025-03-24 23:50:00,2025-03-24 23:50:00,1,0.16666666666666666,12.759524832056506,27.247965278856668,0.42709999999999998
Q2,2025-03-25 09:40:00,2025-03-25 10:40:00,7,1.1666666666666667,221.35191881422435,1071.8279161476844,0.96843788108043938
Q2,2025-03-25 16:50:00,2025-03-25 16:50:00,1,0.16666666666666666,1.7960126554104363,8.2284319807629149,0.9163
Q2,2025-03-25 19:30:00,2025-03-25 19:30:00,1,0.16666666666666666,8.5875978852118351,57.893291143155587,1.3483000000000001
Q2,2025-03-25 21:10:00,2025-03-25 21:20:00,2,0.33333333333333331,15.761259792502646,73.188863227840159,0.92871844245159652
Q2,2025-03-26 22:20:00,2025-03-26 22:20:00,1,0.16666666666666666,19.351199795632624,42.263020353661652,0.43680000000000002
Q2,2025-03-27 02:30:00,2025-03-27 02:30:00,1,0.16666666666666666,0.51659991155728591,1.1279959068853338,0.43669999999999998
Q2,2025-03-27 16:30:00,2025-03-27 17:00:00,4,0.66666666666666663,29.217565358408308,131.43458729601858,0.89969568431679048
Q2,2025-03-27 21:40:00,2025-03-27 21:50:00,2,0.33333333333333331,7.2799267146529374,28.646865052915178,0.78700970973389506
Q2,2025-03-27 23:10:00,2025-03-27 23:20:00,2,0.33333333333333331,8.5766240583668782,18.183764760929353,0.4240308223184921
Q2,2025-03-28 07:50:00,2025-03-28 07:50:00,1,0.16666666666666666,8.1265855113413892,34.944317698767975,0.85999999999999999
Q2,2025-03-28 21:20:00,2025-03-28 21:20:00,1,0.16666666666666666,13.166998460510996,61.693971286724278,0.93710000000000004
Q2,2025-03-30 18:20:00,2025-03-30 18:20:00,1,0.16666666666666666,2.3870825068839849,14.856007981592478,1.2446999999999999
Q2,2025-03-31 14:10:00,2025-03-31 14:20:00,2,0.33333333333333331,19.869268577671246,99.324841334001832,0.99978356974470062
Q2,2025-03-31 14:40:00,2025-03-31 14:50:00,2,0.33333333333333331,46.659676572033163,235.96763207447515,1.0114413532643698
Q2,2025-03-31 15:10:00,2025-03-31 15:10:00,1,0.16666666666666666,6.5087935052806927,21.479018567426287,0.66000000000000014
Q2,2025-03-31 15:50:00,2025-03-31 15:50:00,1,0.16666666666666666,17.762176898177344,69.47675493722069,0.7823
Q2,2025-03-31 16:40:00,2025-03-31 16:50:00,2,0.33333333333333331,2.5758140387607398,11.654835699828508,0.90494387595121695
Q2,2025-03-31 20:40:00,2025-03-31 21:00:00,3,0.5,50.582604540333818,330.78355003126245,1.3078944947071696
Q2,2025-03-31 21:40:00,2025-03-31 21:50:00,2,0.33333333333333331,22.135461307034696,96.220841402461474,0.86938184904131455
Q2,2025-04-01 20:20:00,2025-04-01 20:50:00,4,0.66666666666666663,1478.058337595337,10103.881458659507,1.3671830402983389
Q2,2025-04-01 21:50:00,2025-04-01 21:50:00,1,0.16666666666666666,11.724844062421845,45.515844650321597,0.77639999999999987
Q2,2025-04-02 08:10:00,2025-04-02 10:20:00,14,2.3333333333333335,1686.2752332070472,8476.3001964688829,1.0053281966726402
Q2,2025-04-02 20:30:00,2025-04-02 20:50:00,3,0.5,787.66274012703286,5469.1766526932215,1.3887102624179388
Q2,2025-04-03 09:00:00,2025-04-03 09:30:00,4,0.66666666666666663,253.5378566783109,1279.1435529610712,1.0090355497357146
Q2,2025-04-03 23:40:00,2025-04-03 23:40:00,1,0.16666666666666666,32.542390992048212,68.989868903142209,0.42399999999999999
Q2,2025-04-06 19:00:00,2025-04-06 19:00:00,1,0.16666666666666666,4.4553973170269501,29.998190135542458,1.3466
Q2,2025-04-08 09:00:00,2025-04-08 09:30:00,4,0.66666666666666663,82.793740649460091,416.59334040575357,1.0063401825738627
Q2,2025-04-08 16:50:00,2025-04-08 17:00:00,2,0.33333333333333331,14.071972094563954,65.159304238295732,0.92608631967749533
Q2,2025-04-08 17:20:00,2025-04-08 17:40:00,3,0.5,51.434855698235964,251.72605459386338,0.97881505129797297
Q2,2025-04-08 20:40:00,2025-04-08 20:50:00,2,0.33333333333333331,83.034155141469341,575.36407003324086,1.3858491582240224
Q2,2025-04-08 21:10:00,2025-04-08 21:30:00,3,0.5,50.468529034198767,235.8258691617774,0.93454623574218199
Q2,2025-04-09 15:20:00,2025-04-09 15:20:00,1,0.16666666666666666,1.2941281241190197,4.6698613358834828,0.72170000000000001
Q2,2025-04-09 15:50:00,2025-04-09 16:00:00,2,0.33333333333333331,51.65557396723986,206.47754315884674,0.79943954660070382
Q2,2025-04-09 20:30:00,2025-04-09 20:50:00,3,0.5,749.77340294328837,5209.1054052484178,1.3895145879540962
Q2,2025-04-10 16:00:00,2025-04-10 16:20:00,3,0.5,95.919554281634547,398.3590374541003,0.83061069338261728
Q2,2025-04-10 21:50:00,2025-04-10 21:50:00,1,0.16666666666666666,0.1688609965805199,0.65551838872557822,0.77639999999999998
Q2,2025-04-11 22:30:00,2025-04-11 22:30:00,1,0.16666666666666666,14.927955373805645,31.333778329618053,0.41980000000000001
Q2,2025-04-12 17:50:00,2025-04-12 17:50:00,1,0.16666666666666666,11.61232983019562,62.369823517980677,1.0742
Q2,2025-04-13 16:40:00,2025-04-13 16:50:00,2,0.33333333333333331,13.925326887978954,63.184087433394879,0.90747007867999951
Q2,2025-04-13 17:50:00,2025-04-13 17:50:00,1,0.16666666666666666,9.8486740861740927,52.897228516841054,1.0742
Q2,2025-04-13 20:50:00,2025-04-13 20:50:00,1,0.16666666666666666,2.5441172428828622,15.552188705742935,1.2225999999999999
Q2,2025-04-14 19:50:00,2025-04-14 19:50:00,1,0.16666666666666666,2.5304568919971189,17.046422852938591,1.3472999999999999
Q2,2025-04-14 20:40:00,2025-04-14 20:40:00,1,0.16666666666666666,8.1029373415713053,56.526090894801428,1.3952
Q2,2025-04-15 21:10:00,2025-04-15 21:10:00,1,0.16666666666666666,1.0578579127975445,4.7963277766240671,0.90680000000000005
Q2,2025-04-16 04:00:00,2025-04-16 04:00:00,1,0.16666666666666666,1.9587029815598953,4.2876008266346108,0.43780000000000002
Q2,2025-04-17 03:00:00,2025-04-17 03:00:00,1,0.16666666666666666,0.51041495960794236,1.1119389895059022,0.43569999999999998
Q2,2025-04-17 23:50:00,2025-04-17 23:50:00,1,0.16666666666666666,23.327747587404701,49.816404972902738,0.42709999999999998
Q2,2025-04-19 07:30:00,2025-04-19 07:30:00,1,0.16666666666666666,0.27151071171677899,1.0377139401815294,0.76439999999999997
Q2,2025-04-19 23:50:00,2025-04-19 23:50:00,1,0.16666666666666666,5.1453033735051577,10.987795354120264,0.42710000000000004
Q2,2025-04-20 05:00:00,2025-04-20 05:00:00,1,0.16666666666666666,1.6082649720336217,3.5341622760438836,0.43950000000000006
Q2,2025-04-20 08:40:00,2025-04-20 08:40:00,1,0.16666666666666666,15.377127697486117,81.575662435163849,1.0609999999999999
Q2,2025-04-20 09:00:00,2025-04-20 09:30:00,4,0.66666666666666663,330.01858235413238,1671.9171659377039,1.0132260759447924
Q2,2025-04-20 16:30:00,2025-04-20 16:30:00,1,0.16666666666666666,1.4877438399829188,6.5393780486449202,0.87909999999999999
Q2,2025-04-21 00:00:00,2025-04-21 00:00:00,1,0.16666666666666666,12.819153957269691,27.407351160642598,0.42759999999999998
Q2,2025-04-22 15:20:00,2025-04-22 15:30:00,2,0.33333333333333331,11.712927021584242,42.437745181672042,0.72463091596949236
Q2,2025-04-23 00:00:00,2025-04-23 00:00:00,1,0.16666666666666666,21.366188680392611,45.680911398679399,0.42759999999999998
