date,slot,timestamp,node_hour,net_kwh,load_kw,pv_kw,grid,charge_cap,discharge_cap,lag_observation,price,charge,discharge,emergency,spill,soc,g0,initial_soc,tree_node,planned_cost,adjustment_cost,emergency_cost,total_cost
2025-02-01,11,2025-02-01 02:00:00,0,397.40333333333331,2384.4200000000001,0,519.28633417181243,0,0,448.02596666666665,0.43109999999999998,0,0,0,121.88300083847912,6221.0526900279665,519.28633417181243,6000,0,223.86433866146834,0,0,223.86433866146834
2025-02-01,12,2025-02-01 02:10:00,0,434.0906333333333,2604.5437999999999,0,486.49232705597979,0,0,397.40333333333331,0.42930000000000001,0,0,0,52.401693722646485,6221.0526900279665,486.49232705597979,6000,0,208.85115600513214,0,0,208.85115600513214
2025-02-01,13,2025-02-01 02:20:00,0,490.56091666666663,2943.3654999999999,0,542.22040873591038,0,0,434.0906333333333,0.43240000000000001,0,0,0,51.659492069243754,6221.0526900279665,542.22040873591038,6000,0,234.45610473740766,0,0,234.45610473740766
2025-02-01,14,2025-02-01 02:30:00,0,503.22000000000003,3019.3200000000002,0,542.50468062204482,0,0,490.56091666666663,0.43669999999999998,0,0,0,39.284680622044789,6221.0526900279665,542.50468062204482,6000,0,236.91179402764695,0,0,236.91179402764695
2025-02-01,15,2025-02-01 02:40:00,0,474.07281666666665,2844.4369000000002,0,473.00477550184519,0,0,503.22000000000003,0.43480000000000002,0,0,1.0680411648214658,0,6221.0526900279665,473.00477550184519,6000,0,205.66247638820229,0,2.3219214923218665,207.98439788052417
2025-02-01,16,2025-02-01 02:50:00,0,461.38439999999997,2768.3063999999999,0,450.61007834683789,0,0,474.07281666666665,0.4335,0,0,10.774321653162076,0,6221.0526900279665,450.61007834683789,6000,0,195.33946896335422,0,23.353342183228801,218.69281114658301
2025-02-01,17,2025-02-01 03:00:00,0,476.94166666666666,2861.6500000000001,0,495.26254454027486,0,0,461.38439999999997,0.43569999999999998,0,0,0,18.320877873608197,6221.0526900279665,495.26254454027486,6000,0,215.78589065619775,0,0,215.78589065619775
2025-02-01,18,2025-02-01 03:10:00,0,483.39954999999998,2900.3973000000001,0,536.74160658942515,0,0,476.94166666666666,0.43740000000000001,0,0,0,53.342056589425169,6221.0526900279665,536.74160658942515,6000,0,234.77077872221457,0,0,234.77077872221457
2025-02-01,19,2025-02-01 03:20:00,0,486.60191666666663,2919.6115,0,524.15067643674456,0,0,483.39954999999998,0.43709999999999999,0,0,0,37.548759770077936,6221.0526900279665,524.15067643674456,6000,0,229.10626067050103,0,0,229.10626067050103
2025-02-01,20,2025-02-01 03:30:00,0,498.84833333333336,2993.0900000000001,0,542.50718247429813,0,0,486.60191666666663,0.43559999999999999,0,0,0,43.658849140964776,6221.0526900279665,542.50718247429813,6000,0,236.31612868580427,0,0,236.31612868580427
2025-02-01,21,2025-02-01 03:40:00,0,518.30973333333327,3109.8584000000001,0,558.04336285274292,0,0,498.84833333333336,0.43530000000000002,0,0,0,39.733629519409646,6221.0526900279665,558.04336285274292,6000,0,242.91627584979901,0,0,242.91627584979901
2025-02-01,22,2025-02-01 03:50:00,0,509.13346666666666,3054.8008,0,542.21156003620683,0,0,518.30973333333327,0.436,0,0,0,33.07809336954017,6221.0526900279665,542.21156003620683,6000,0,236.40424017578619,0,0,236.40424017578619
2025-02-01,23,2025-02-01 04:00:00,0,483.61666666666662,2901.6999999999998,0,526.03895663254673,0,0,509.13346666666666,0.43780000000000002,0,0,0,42.422289965880111,6221.0526900279665,526.03895663254673,6000,0,230.29985521372896,0,0,230.29985521372896
2025-02-01,24,2025-02-01 04:10:00,0,491.18680000000001,2947.1208000000001,0,502.68930998633101,0,0,483.61666666666662,0.44009999999999999,0,0,0,11.502509986331006,6221.0526900279665,502.68930998633101,6000,0,221.23356532498428,0,0,221.23356532498428
2025-02-01,25,2025-02-01 04:20:00,0,504.64528333333334,3027.8717000000001,0,572.12394433067607,0,0,491.18680000000001,0.43890000000000001,0,0,0,67.478660997342729,6221.0526900279665,572.12394433067607,6000,0,251.10519916673374,0,0,251.10519916673374
2025-02-01,26,2025-02-01 04:30:00,0,505.57833333333326,3033.4699999999998,0,572.763586673502,0,0,504.64528333333334,0.43640000000000001,0,0,0,67.185253340168742,6221.0526900279665,572.763586673502,6000,0,249.95402922431629,0,0,249.95402922431629
2025-02-01,27,2025-02-01 04:40:00,0,503.23096666666663,3019.3858,0,511.34976514829401,0,0,505.57833333333326,0.43930000000000002,0,0,0,8.1187984816273797,6221.0526900279665,511.34976514829401,6000,0,224.63595182964556,0,0,224.63595182964556
2025-02-01,28,2025-02-01 04:50:00,0,502.84674999999999,3017.0819000000001,0.0014,500.21302918319094,0,0,503.23096666666663,0.44219999999999998,0,0,2.6337208168090456,0,6221.0526900279665,500.21302918319094,6000,0,221.19420150480701,0,5.8231567259647994,227.0173582307718
2025-02-01,29,2025-02-01 05:00:00,0,499.64166666666665,2997.8499999999999,0,529.36214447138309,0,0,502.84674999999999,0.4395,0,0,0,29.720477804716438,6221.0526900279665,529.36214447138309,6000,0,232.65466249517286,0,0,232.65466249517286
2025-02-01,30,2025-02-01 05:10:00,0,488.78358333333335,2932.7015000000001,0,556.87651899518619,0,0,499.64166666666665,0.43330000000000002,0,0,0,68.092935661852835,6221.0526900279665,556.87651899518619,6000,0,241.29459568061418,0,0,241.29459568061418
2025-02-01,31,2025-02-01 05:20:00,0,498.51543333333336,2991.1125000000002,0.019900000000000001,568.78934336896464,0,0,488.78358333333335,0.44390000000000002,0,0,0,70.273910035631275,6221.0526900279665,568.78934336896464,6000,0,252.4855895214834,0,0,252.4855895214834
2025-02-01,32,2025-02-01 05:30:00,0,529.22333333333336,3175.3400000000001,0,471.41471543702755,0,0,498.51543333333336,0.43009999999999998,0,0,57.808617896305805,0,6221.0526900279665,471.41471543702755,6000,0,202.75546910946554,0,124.31743278600564,327.0729018954712
2025-02-01,33,2025-02-01 05:40:00,0,547.41031666666663,3284.4618999999998,0,532.05161148679122,0,0,529.22333333333336,0.37130000000000002,0,0,15.358705179875415,0,6221.0526900279665,532.05161148679122,6000,0,197.5507633450456,0,28.513436166438709,226.0641995114843
2025-02-01,34,2025-02-01 05:50:00,0,531.18116666666663,3187.3643999999999,0.27739999999999998,605.05582671154514,0,0,547.41031666666663,0.57079999999999997,0,0,0,73.87466004487851,6221.0526900279665,605.05582671154514,6000,0,345.36586588694996,0,0,345.36586588694996
2025-02-01,35,2025-02-01 06:00:00,0,510.98333333333335,3065.9000000000001,0,528.54619591933954,0,0,531.18116666666663,0.90990000000000004,0,0,0,17.56286258600619,6221.0526900279665,528.54619591933954,6000,0,480.92418366700707,0,0,480.92418366700707
2025-02-01,36,2025-02-01 06:10:00,6,535.18718333333322,3211.1230999999998,0,572.5087242007387,0,0,510.98333333333335,0.93679999999999997,0,0,0,37.321540867405474,6221.0526900279665,572.50872420073858,6000,1,536.32617283125194,1.5975274436641485e-13,0,536.32617283125205
2025-02-01,37,2025-02-01 06:20:00,6,533.35533333333331,3203.9960999999998,3.8641000000000001,580.33006082819702,0,0,535.18718333333322,0.87580000000000002,0,0,0,46.974727494863714,6221.0526900279665,580.33006082819691,6000,1,508.25306727333486,1.4935039871488699e-13,0,508.25306727333503
2025-02-01,38,2025-02-01 06:30:00,6,504.51999999999998,3027.1199999999999,0,556.4624668196675,0,0,533.35533333333331,0.87590000000000001,0,0,0,51.942466819667516,6221.0526900279665,556.46246681966738,6000,1,487.40547468734667,1.4936745174054522e-13,0,487.40547468734684
2025-02-01,39,2025-02-01 06:40:00,6,519.55368333333331,3117.3220999999999,0,0,0,511.91001787705983,504.51999999999998,0.86009999999999998,0,511.91001787705983,7.6436654562734816,0,5652.2637812756775,0,6000,1,0,0,32.871583294704102,32.871583294704102
2025-02-01,40,2025-02-01 06:50:00,6,551.48008333333325,3398.4899999999998,89.609499999999997,614.71496492880055,0,0,519.55368333333331,0.84419999999999995,0,0,0,63.2348815954673,5652.2637812756775,614.71496492880055,6000,1,518.94237339289339,0,0,518.94237339289339
2025-02-01,41,2025-02-01 07:00:00,6,552.04166666666663,3652.75,340.5,600.27338213387588,0,0,551.48008333333325,0.83340000000000003,0,0,0,48.231715467209256,5652.2637812756775,600.27338213387588,6000,1,500.26783667037216,0,0,500.26783667037216
2025-02-01,42,2025-02-01 07:10:00,6,514.55804999999987,3703.2842999999998,615.93600000000004,582.98496323160145,0,0,552.04166666666663,0.80920000000000003,0,0,0,68.426913231601588,5652.2637812756775,582.98496323160134,6000,1,471.75143224701185,1.3799308362649754e-13,0,471.75143224701196
2025-02-01,43,2025-02-01 07:20:00,6,447.90854999999993,3572.3788,884.92750000000001,453.49940188645826,0,0,514.55804999999987,0.79720000000000002,0,0,0,5.5908518864583243,5652.2637812756775,453.49940188645837,6000,1,361.52972318388464,-4.5315573515836151e-14,0,361.52972318388458
2025-02-01,44,2025-02-01 07:30:00,6,389.42416666666668,3477.2199999999998,1140.675,455.83828153526025,0,0,447.90854999999993,0.76439999999999997,0,0,0,66.414114868593572,5652.2637812756775,455.83828153526025,6000,1,348.44278240555292,0,0,348.44278240555292
2025-02-01,45,2025-02-01 07:40:00,6,377.65374999999995,3654.0021999999999,1388.0797,445.54978188233702,0,0,389.42416666666668,0.68989999999999996,0,0,0,67.89603188233707,5652.2637812756775,445.54978188233702,6000,1,307.38479452062427,0,0,307.38479452062427
2025-02-01,46,2025-02-01 07:50:00,6,361.16134999999997,3841.4200999999998,1674.452,368.8263161191968,0,0,377.65374999999995,0.85999999999999999,0,0,0,7.6649661191968335,5652.2637812756775,368.82631611919675,6000,1,317.19063186250918,7.3328010330442341e-14,0,317.19063186250924
2025-02-01,47,2025-02-01 08:00:00,6,299.92291666666665,3803.6500000000001,2004.1125,0,0,267.49495586931863,361.16134999999997,1.1617,0,267.49495586931863,32.427960797348021,0,5355.0471636431012,0,6000,1,0,0,188.35781029139596,188.35781029139596
2025-02-01,48,2025-02-01 08:10:00,6,202.22623333333337,3545.4639000000002,2332.1064999999999,202.21231591259266,0,0,299.92291666666665,1.1682999999999999,0,0,0.013917420740710895,0,5355.0471636431012,202.21231591259266,6000,1,236.24464868068199,0,0.08129861325686269,236.32594729393887
2025-02-01,49,2025-02-01 08:20:00,6,129.79259999999999,3411.3490000000002,2632.5934000000002,320.76455466561839,0,0,202.22623333333337,1.0955999999999999,0,0,0,190.9719546656184,5355.0471636431012,320.76455466561833,6000,1,351.42964609165142,9.3416474555851877e-14,0,351.42964609165153
2025-02-01,50,2025-02-01 08:30:00,6,86.28458333333333,3445.3699999999999,2927.6624999999999,0,0,67.628380683770757,129.79259999999999,1.0849,0,67.628380683770757,18.656202649562573,0,5279.9045184389115,0,6000,1,0,0,101.20057127255218,101.20057127255218
2025-02-01,51,2025-02-01 08:40:00,6,35.969149999999971,3467.1138999999998,3251.299,152.47796226125985,7.1054273576010019e-14,0,86.28458333333333,1.0609999999999999,7.1054273576010019e-14,0,0,116.50881226125981,5279.9045184389115,152.47796226125985,6000,1,161.7791179591967,0,0,161.7791179591967
2025-02-01,52,2025-02-01 08:50:00,6,62.453933333333296,3894.4802,3519.7566000000002,148.69204920209791,0,0,35.969149999999971,1.0429999999999999,0,0,0,86.238115868764609,5279.9045184389115,148.69204920209791,6000,1,155.0858073177881,0,0,155.0858073177881
2025-02-01,53,2025-02-01 09:00:00,6,115.17666666666673,4422.7600000000002,3731.6999999999998,171.55088199536809,0,0,62.453933333333296,1.036,0,0,0,56.374215328701354,5279.9045184389115,171.55088199536809,6000,1,177.72671374720133,0,0,177.72671374720133
2025-02-01,54,2025-02-01 09:10:00,6,45.82411666666659,4267.5204999999996,3992.5758000000001,0,0,4.6108302609850407,115.17666666666673,1.0146999999999999,0,4.6108302609850407,41.213286405681551,0,5274.7813737044835,0,6000,1,0,0,209.09560857922531,209.09560857922531
2025-02-01,55,2025-02-01 09:20:00,6,-31.360500000000076,4190.1701999999996,4378.3332,109.77636419696083,0,0,45.82411666666659,0.99219999999999997,0,0,0,141.13686419696091,5274.7813737044835,109.77636419696081,6000,1,108.92010855622452,2.1150015072635142e-14,0,108.92010855622453
2025-02-01,56,2025-02-01 09:30:00,6,-61.700833333333321,4418.3199999999997,4788.5249999999996,0,0,32.999473225944257,-31.360500000000076,0.96999999999999997,0,0,0,61.700833333333321,5274.7813737044835,0,6000,1,0,0,0,0
2025-02-01,57,2025-02-01 09:40:00,6,-105.10811666666662,4399.2754000000004,5029.9241000000002,0,33.667439202722107,0,-61.700833333333321,0.94220000000000004,33.667439202722107,0,0,71.44067746394451,5305.0820689869333,0,6000,1,0,0,0,0
2025-02-01,58,2025-02-01 09:50:00,6,-170.19725,4182.7341999999999,5203.9177,0,45.941211058220375,0,-105.10811666666662,0.95689999999999997,45.941211058220375,0,0,124.25603894177962,5346.4291589393315,0,6000,1,0,0,0,0
2025-02-01,59,2025-02-01 10:00:00,6,-215.43041666666664,4071.5300000000002,5364.1125000000002,0,74.785809468579515,0,-170.19725,0.99770000000000003,74.785809468579515,0,0,140.64460719808713,5413.7363874610528,0,6000,1,0,0,0,0
2025-02-01,60,2025-02-01 10:10:00,6,-200.4176333333333,4268.5932000000003,5471.0990000000002,0,174.18339781327541,0,-215.43041666666664,0.9919,174.18339781327541,0,0,26.234235520057894,5570.5014454930006,0,6000,1,0,0,0,0
2025-02-01,61,2025-02-01 10:20:00,6,-226.92018333333331,4240.2422999999999,5601.7633999999998,0,225.62066210751283,0,-200.4176333333333,0.95879999999999999,225.62066210751283,0,0,1.2995212258204845,5773.5600413897619,0,6000,1,0,0,0,0
2025-02-01,62,2025-02-01 10:30:00,6,-292.22541666666666,4001.96,5755.3125,5.6843418860808015e-14,219.5521492655773,0,-226.92018333333331,0.95489999999999997,219.5521492655773,0,0,72.673267401089419,5971.1569757287816,0,6000,1,0,8.1419671005278361e-14,0,8.1419671005278361e-14
2025-02-01,63,2025-02-01 10:40:00,6,-301.08773333333335,4072.3226,5878.8490000000002,5.6843418860808015e-14,243.30590155034881,0,-292.22541666666666,0.9839,243.30590155034881,0,0,57.781831782984597,6190.1322871240955,0,6000,1,0,8.3892359725723502e-14,0,8.3892359725723502e-14
2025-02-01,64,2025-02-01 10:50:00,6,-343.21740000000005,4068.7829999999999,6128.0874000000003,0,305.47436360604917,0,-301.08773333333335,0.79900000000000004,305.47436360604917,0,0,37.743036393950888,6465.0592143695394,0,6000,1,0,0,0,0
2025-02-01,65,2025-02-01 11:00:00,6,-407.34999999999991,3917.5500000000002,6361.6499999999996,5.6843418860808015e-14,329.5812049460589,0,-343.21740000000005,0.50249999999999995,329.5812049460589,0,0,77.768795053941062,6761.6822988209924,0,6000,1,0,4.2845726966334037e-14,0,4.2845726966334037e-14
2025-02-01,66,2025-02-01 11:10:00,6,-388.48346666666663,3946.1660999999999,6277.0668999999998,1.1368683772161603e-13,269.45028230765359,0,-407.34999999999991,0.4662,269.45028230765359,0,0,119.03318435901315,7004.1875528978808,1.2192925538568857e-13,6000,1,5.6843418860808009e-14,-1.9213075574953083e-15,0,5.4922111303312701e-14
2025-02-01,67,2025-02-01 11:20:00,6,-395.24006666666662,3936.6102999999998,6308.0506999999998,0,277.57553192417203,0,-388.48346666666663,0.50070000000000003,277.57553192417203,0,0,117.6645347424946,7254.0055316296357,0,6000,1,0,0,0,0
2025-02-01,68,2025-02-01 11:30:00,6,-444.52749999999997,3927.21,6594.375,0,330.03864713154201,0,-395.24006666666662,0.48270000000000002,330.03864713154201,0,0,114.48885286845797,7551.0403140480239,0,6000,1,0,0,0,0
2025-02-01,69,2025-02-01 11:40:00,6,-444.1071,4153.2512999999999,6817.8939,5.6843418860808015e-14,291.01993282134015,0,-444.52749999999997,0.47849999999999998,291.01993282134015,0,0,153.08716717865991,7812.9582535872305,0,6000,1,0,4.0799363887344953e-14,0,4.0799363887344953e-14
2025-02-01,70,2025-02-01 11:50:00,6,-448.26733333333328,4080.8969000000002,6770.5009,0,305.96660611491552,0,-444.1071,0.4662,305.96660611491552,0,0,142.30072721841776,8088.3281990906544,0,6000,1,0,0,0,0
2025-02-01,71,2025-02-01 12:00:00,6,-460.6229166666667,3840.1999999999998,6603.9375,0,326.92710599432451,0,-448.26733333333328,0.44319999999999998,326.92710599432451,0,0,133.69581067234219,8382.5625944855456,0,6000,1,0,0,0,0
2025-02-01,72,2025-02-01 12:10:00,12,-428.64181666666661,4061.0482999999999,6632.8991999999998,0,326.54863724779585,0,-460.6229166666667,0.44109999999999999,326.54863724779585,0,0,102.09317941887076,8676.4563680085612,0,6000,4,0,0,0,0
2025-02-01,73,2025-02-01 12:20:00,12,-426.38726666666668,3978.5628000000002,6536.8864000000003,0,267.24863862177318,0,-428.64181666666661,0.4551,267.24863862177318,0,0,159.13862804489349,8916.9801427681577,0,6000,4,0,0,0,0
2025-02-01,74,2025-02-01 12:30:00,12,-458.39083333333338,3564.1300000000001,6314.4750000000004,0,271.89370322636819,0,-426.38726666666668,0.44629999999999997,271.89370322636819,0,0,186.49713010696519,9161.6844756718892,0,6000,4,0,0,0,0
2025-02-01,75,2025-02-01 12:40:00,12,-450.98359999999991,3606.6849999999999,6312.5865999999996,288.21217767268399,575.2792518197673,0,-458.39083333333338,0.4113,575.2792518197673,0,0,163.91652585291661,9679.4358023096793,288.21217767268394,6000,4,118.5416686767749,3.5069547266175505e-14,0,118.54166867677493
2025-02-01,76,2025-02-01 12:50:00,12,-425.65438333333333,3800.0122000000001,6353.9385000000002,0,254.78538801485365,0,-450.98359999999991,0.56820000000000004,254.78538801485365,0,0,170.86899531847968,9908.7426515230472,0,6000,4,0,0,0,0
2025-02-01,77,2025-02-01 13:00:00,12,-413.54333333333335,3832.0900000000001,6313.3500000000004,0,185.6529005180235,0,-425.65438333333333,0.82789999999999997,185.6529005180235,0,0,227.89043281530985,10075.830261989269,0,6000,4,0,0,0,0
2025-02-01,78,2025-02-01 13:10:00,12,-421.64868333333334,3716.2453999999998,6246.1374999999998,0,169.23112774298602,0,-413.54333333333335,0.86360000000000003,169.23112774298602,0,0,252.41755559034732,10228.138276957956,0,6000,4,0,0,0,0
2025-02-01,79,2025-02-01 13:20:00,12,-422.7244333333332,3639.0264000000002,6175.3729999999996,0,179.41824476804837,0,-421.64868333333334,0.84160000000000001,179.41824476804837,0,0,243.30618856528483,10389.614697249199,0,6000,4,0,0,0,0
2025-02-01,80,2025-02-01 13:30:00,12,-410.26791666666668,3642.0799999999999,6103.6875,0,126.29198951502894,0,-422.7244333333332,0.86180000000000001,126.29198951502894,0,0,283.97592715163773,10503.277487812726,0,6000,4,0,0,0,0
2025-02-01,81,2025-02-01 13:40:00,12,-392.47571666666664,3637.9099999999999,5992.7642999999998,0,88.560810395358828,0,-410.26791666666668,0.86229999999999996,88.560810395358828,0,0,303.91490627130781,10582.982217168548,0,6000,4,0,0,0,0
2025-02-01,82,2025-02-01 13:50:00,12,-323.70713333333333,3749.5632999999998,5691.8060999999998,0,57.249738840770476,0,-392.47571666666664,0.90259999999999996,57.249738840770476,0,0,266.45739449256286,10634.506982125242,0,6000,4,0,0,0,0
2025-02-01,83,2025-02-01 14:00:00,12,-233.54250000000002,3849.8699999999999,5251.125,1.0658141036401503e-13,49.408252009695502,0,-323.70713333333333,0.97540000000000004,49.408252009695502,0,0,184.13424799030463,10678.974408933967,0,6000,4,0,1.5593926150359039e-13,0,1.5593926150359039e-13
2025-02-01,84,2025-02-01 14:10:00,12,-202.90003333333334,3676.3402999999998,4893.7404999999999,8.5265128291212022e-14,8.2761787710579426,0,-233.54250000000002,1.0002,8.2761787710579426,0,0,194.62385456227548,10686.42296982792,0,6000,4,0,1.2792327197530539e-13,0,1.2792327197530539e-13
2025-02-01,85,2025-02-01 14:20:00,12,-166.26881666666668,3619.6064999999999,4617.2194,2.8421709430404007e-14,0,17.691905907692519,-202.90003333333334,0.99780000000000002,0,0,0,166.26881666666671,10686.42296982792,0,6000,4,0,4.2538772504485682e-14,0,4.2538772504485682e-14
2025-02-01,86,2025-02-01 14:30:00,12,-116.58833333333328,3664.8699999999999,4364.3999999999996,51.409899777093038,0,0,-166.26881666666668,1.0270999999999999,0,0,0,167.99823311042633,10686.42296982792,51.409899777093031,6000,4,52.803108061052249,1.0946976658487982e-14,0,52.803108061052264
2025-02-01,87,2025-02-01 14:40:00,12,-112.44431666666674,3429.7384999999999,4104.4044000000004,106.30883830355424,0,0,-116.58833333333328,1.0906,0,0,0,218.75315497022098,10686.42296982792,106.30883830355423,6000,4,115.94041905385625,2.3247537228598957e-14,0,115.94041905385627
2025-02-01,88,2025-02-01 14:50:00,12,-93.767233333333323,3327.5652,3890.1686,0,0,9.0596649761618337,-112.44431666666674,0.93759999999999999,0,0,0,93.767233333333323,10686.42296982792,43.744036427623918,6000,4,41.014408554540182,-20.507204277270091,0,20.507204277270091
2025-02-01,89,2025-02-01 15:00:00,12,-35.801666666666655,3473.54,3688.3499999999999,23.429017474871902,0,7.1054273576010019e-14,-93.767233333333323,0.6694,0,0,0,59.230684141538561,10686.42296982792,63.943456025319676,6000,4,42.803749463348993,-13.560182582834871,0,29.243566880514123
2025-02-01,90,2025-02-01 15:10:00,12,28.429149999999936,3562.9319999999998,3392.3571000000002,113.30877087159561,0,0,-35.801666666666655,0.66000000000000003,0,0,0,84.879620871595677,10686.42296982792,157.26101314402854,6000,4,103.79226867505884,-14.504239949902866,0,89.288028725155968
2025-02-01,91,2025-02-01 15:20:00,12,97.934066666666695,3620.2202000000002,3032.6158,230.51490217614369,0,0,28.429149999999936,0.72170000000000001,0,0,0,132.580835509477,10686.42296982792,230.51490217614369,6000,4,166.36260490052291,0,0,166.36260490052291
2025-02-01,92,2025-02-01 15:30:00,12,158.01749999999998,3651.9299999999998,2703.8249999999998,288.77998511624503,0,0,97.934066666666695,0.73080000000000001,0,0,0,130.76248511624505,10686.42296982792,288.77998511624503,6000,4,211.04041312295186,0,0,211.04041312295186
2025-02-01,93,2025-02-01 15:40:00,12,183.16035000000002,3580.7319000000002,2481.7698,0,0,262.85511212343278,158.01749999999998,0.75339999999999996,0,183.16035000000002,0,-0,10482.911469827919,7.5449188825070382e-14,6000,4,5.6843418860808027e-14,-2.8421709430404014e-14,0,2.8421709430404014e-14
2025-02-01,94,2025-02-01 15:50:00,12,194.13805000000002,3420.6657,2255.8373999999999,338.86507256218204,0,0,183.16035000000002,0.7823,0,0,0,144.72702256218201,10482.911469827919,376.27572636809259,6000,4,294.36050073775885,-14.633177236181913,0,279.72732350157696
2025-02-01,95,2025-02-01 16:00:00,12,219.81874999999997,3292.5,1973.5875000000001,423.5872658344183,0,0,194.13805000000002,0.80549999999999999,0,0,0,203.76851583441834,10482.911469827919,415.069679443648,6000,4,334.33862679185847,10.29137375664822,0,344.6300005485067
2025-02-01,96,2025-02-01 16:10:00,12,272.90834999999998,3324.4944,1687.0443,431.84679897457335,24.467429683781631,0,219.81874999999997,0.82709999999999995,24.467429683781631,0,0,134.47101929079173,10504.932156543322,431.84679897457335,6000,4,357.18048743186961,0,0,357.18048743186961
2025-02-01,97,2025-02-01 16:20:00,12,318.59454999999991,3354.2163999999998,1442.6491000000001,5.6843418860808015e-14,0,415.19586132872536,272.90834999999998,0.85189999999999999,0,318.59454999999986,0,-0,10150.938212098878,0,6000,4,0,7.2637362791283518e-14,0,7.2637362791283518e-14
2025-02-01,98,2025-02-01 16:30:00,12,360.74416666666667,3378.6399999999999,1214.175,497.07802738066476,0,0,318.59454999999991,0.87909999999999999,0,0,0,136.33386071399809,10150.938212098878,227.84188717258047,6000,4,200.29580301341548,355.02823628539034,0,555.32403929880581
2025-02-01,99,2025-02-01 16:40:00,12,424.76726666666661,3481.7177999999999,933.11419999999998,506.84644540277782,0,0,360.74416666666667,0.90239999999999998,0,0,0,82.079178736111203,10150.938212098878,506.8464454027777,6000,4,457.37823233146656,1.5388650353997945e-13,0,457.37823233146673
2025-02-01,100,2025-02-01 16:50:00,12,426.10654999999997,3196.9081000000001,640.26880000000006,1.7053025658242404e-13,0,437.22208875657844,424.76726666666661,0.9163,0,426.1065499999998,0,-0,9677.4864898766555,5.6843418860808015e-14,6000,4,5.2085624702158384e-14,1.5625687410647515e-13,0,2.0834249880863354e-13
2025-02-01,101,2025-02-01 17:00:00,12,387.0737499999999,2680.6799999999998,358.23750000000001,459.47028660675562,0,0,426.10654999999997,0.9264,0,0,0,72.396536606755717,9677.4864898766555,434.73661160010556,6000,4,402.73999698633781,34.369914789240923,0,437.10991177557872
