origin,horizon,M,S,mean_net_kwh,mean_timewise_variance_kwh2,full_Q80_mean_kwh,reduced_Q80_mean_kwh,full_Q90_mean_kwh,reduced_Q90_mean_kwh,positive_Q90_tail_underestimate_kwh,expected_objective_yuan_all_horizons
2025-02-09,2,23,23,532.20458194256446,1597.4908327229305,563.64273784340094,563.64273784340094,576.62985835531924,576.62985835531924,0,156917.64474583915
2025-02-10,0,24,24,540.63048159033974,1699.054753850588,573.30174028806368,573.30174028806368,586.1444276307617,586.1444276307617,0,157670.74853649695
2025-02-10,1,24,24,535.51809501249875,1667.3834345939076,568.60473884713713,568.60473884713713,581.11959802772537,581.11959802772537,0,157670.74853649695
2025-02-10,2,24,24,533.14070557245111,1608.0939047662355,565.16122712313893,565.16122712313893,578.03197636969992,578.03197636969992,0,157670.74853649695
2025-02-11,0,25,25,532.12328218540074,1698.1084097963931,561.50823304991877,561.50823304991877,578.11101834117085,578.11101834117085,0,155146.95623870293
2025-02-11,1,25,25,529.86336071291066,1689.762440074202,558.68530531450142,558.68530531450142,575.65899888594197,575.65899888594197,0,155146.95623870293
2025-02-11,2,25,25,522.96646831403336,1659.9233558521601,551.36717169615315,551.36717169615315,569.07654132810137,569.07654132810137,0,155146.95623870293
2025-02-12,0,26,26,528.89080795083498,1717.4596267868812,558.74232838393539,558.74232838393539,575.14734984853055,575.14734984853055,0,121070.24902380253
2025-02-12,1,26,26,521.81052345010562,1729.456779707662,552.07026109575099,552.07026109575099,568.96217043727052,568.96217043727052,0,121070.24902380253
2025-02-12,2,26,26,202.6243315909951,1628.8734922180772,231.92377757748955,231.92377757748955,249.47571206453733,249.47571206453733,0,121070.24902380253
2025-02-13,0,26,26,521.5425266370296,1781.0304501533972,552.16481443878263,552.16481443878263,568.13659054761831,568.13659054761831,0,87217.928602136046
2025-02-13,1,26,26,201.27340153331428,1714.3080323875718,231.63794488701893,231.63794488701893,248.15703197122488,248.15703197122488,0,87217.928602136046
2025-02-13,2,26,26,194.02381495871765,1660.4474684578886,223.62521762935881,223.62521762935881,241.18276767470343,241.18276767470343,0,87217.928602136046
2025-02-14,0,26,26,197.50824551686918,1753.4034363095141,227.99300395203394,227.99300395203394,243.57926807021462,243.57926807021462,0,85081.797357626696
2025-02-14,1,26,26,190.18475179064532,1729.1937900690382,220.79311414646156,220.79311414646156,237.35667690661779,237.35667690661779,0,85081.797357626696
2025-02-14,2,26,26,499.2217442794315,1762.2915599993312,529.73215788582593,529.73215788582593,547.50845287227685,547.50845287227685,0,85081.797357626696
2025-02-15,0,26,26,192.35093389986605,1760.868824760347,223.03750182420421,223.03750182420421,238.58204525809197,238.58204525809197,0,115324.01832242927
2025-02-15,1,26,26,500.35612837460008,1817.9927657303842,531.74152043110007,531.74152043110007,548.52223211985984,548.52223211985984,0,115324.01832242927
2025-02-15,2,26,26,494.17877095727334,1769.5563041837768,524.49696636431327,524.49696636431327,542.12057189201141,542.12057189201141,0,115324.01832242927
2025-02-16,0,26,26,500.38646068618579,1838.555784367056,531.72340066668994,531.72340066668994,547.61320134993355,547.61320134993355,0,145268.42014423909
2025-02-16,1,26,26,496.29263199017572,1833.2454568170765,527.51288087716114,527.51288087716114,543.81837046208216,543.81837046208216,0,145268.42014423909
2025-02-16,2,26,26,493.21924055231062,1791.3611923832689,524.03983161016959,524.03983161016959,541.27973534676642,541.27973534676642,0,145268.42014423909
2025-02-17,0,26,26,500.53436021197854,1864.2232231103235,531.88946208981054,531.88946208981054,547.94893320306483,547.94893320306483,0,145630.89172408421
2025-02-17,1,26,26,496.82779849529732,1867.4294354036554,528.45205056093414,528.45205056093414,544.72124423134039,544.72124423134039,0,145630.89172408421
2025-02-17,2,26,26,496.22103910374869,1759.5147044308003,526.21744730771252,526.21744730771252,544.29375323778322,544.29375323778322,0,145630.89172408421
2025-02-18,0,26,26,495.57868237429426,1884.1587233866314,527.15146461116979,527.15146461116979,543.29254999945658,543.29254999945658,0,143977.6999454824
2025-02-18,1,26,26,494.52258108906284,1806.9898134545192,525.30862284399177,525.30862284399177,542.21920003328353,542.21920003328353,0,143977.6999454824
2025-02-18,2,26,26,489.45991478895223,1743.3953531071907,519.56273571172983,519.56273571172983,538.14810094114284,538.14810094114284,0,143977.6999454824
2025-02-19,0,26,26,495.6566839496839,1815.5409866828652,526.40767210000615,526.40767210000615,542.92997350183794,542.92997350183794,0,113036.42403944732
2025-02-19,1,26,26,490.90455473955058,1794.245821256307,521.73076200620199,521.73076200620199,539.44749456817135,539.44749456817135,0,113036.42403944732
2025-02-19,2,26,26,175.71057737520923,1706.9251661993435,205.88033048169154,205.88033048169154,223.56639086480183,223.56639086480183,0,113036.42403944732
2025-02-20,0,26,26,492.61488650752494,1788.4492200366969,523.66032664820784,523.66032664820784,540.47329119648839,540.47329119648839,0,82559.37457828992
2025-02-20,1,26,26,177.3354055069548,1728.1538729531558,207.84142596279597,207.84142596279597,225.9268405494845,225.9268405494845,0,82559.37457828992
2025-02-20,2,26,26,171.76250227327014,1727.5784646273814,202.06539203271274,202.06539203271274,219.98792219365436,219.98792219365436,0,82559.37457828992
2025-02-21,0,26,26,176.99202022566422,1733.4309937368605,207.55946258229403,207.55946258229403,224.19841780581885,224.19841780581885,0,81427.121177196968
2025-02-21,1,26,26,171.66073161650843,1749.4241968702611,202.38333368075826,202.38333368075826,220.42263877546554,220.42263877546554,0,81427.121177196968
2025-02-21,2,26,26,481.33199143865102,1719.4928474521421,511.32597003464372,511.32597003464372,529.33419035153474,529.33419035153474,0,81427.121177196968
2025-02-22,0,26,26,172.06476165453634,1744.8389674819869,202.68442516433987,202.68442516433987,219.55170432835874,219.55170432835874,0,110056.65483414161
2025-02-22,1,26,26,481.15374259037657,1728.5435794489185,511.55067239676401,511.55067239676401,529.46304699908308,529.46304699908308,0,110056.65483414161
2025-02-22,2,26,26,475.2658834847694,1690.1959728864429,505.71168912779854,505.71168912779854,523.39604871664858,523.39604871664858,0,110056.65483414161
2025-02-23,0,26,26,484.22678522109061,1721.6315093123028,514.82849021713639,514.82849021713639,531.50222971192591,531.50222971192591,0,138978.17788660765
2025-02-23,1,26,26,478.29642577227543,1676.3614403492238,508.94216290565134,508.94216290565134,527.1958261721868,527.1958261721868,0,138978.17788660765
2025-02-23,2,26,26,477.6788589211701,1710.5561670018708,508.64210303834182,508.64210303834182,525.20224834583451,525.20224834583451,0,138978.17788660765
2025-02-24,0,26,26,480.38495684385066,1661.2125037014453,510.99037087477541,510.99037087477541,527.95556368551638,527.95556368551638,0,138613.01070623251
2025-02-24,1,26,26,478.87605418657375,1696.2921693953294,509.90155213185039,509.90155213185039,526.72791695430681,526.72791695430681,0,138613.01070623251
2025-02-24,2,26,26,478.70195214643797,1690.7107415262649,509.4271693646723,509.4271693646723,525.94679644857342,525.94679644857342,0,138613.01070623251
2025-02-25,0,26,26,477.83997619573813,1683.9860417430054,508.55693194080112,508.55693194080112,524.5662259119913,524.5662259119913,0,137452.29069726545
2025-02-25,1,26,26,477.4836512051757,1694.572327586885,508.09802055499574,508.09802055499574,525.30550087142353,525.30550087142353,0,137452.29069726545
2025-02-25,2,26,26,471.92496465340213,1664.7103978240818,502.39360459610663,502.39360459610663,518.96030642280914,518.96030642280914,0,137452.29069726545
2025-02-26,0,26,26,474.61354385513852,1674.1563631315762,505.14337989678864,505.14337989678864,521.30956412349838,521.30956412349838,0,107425.80011703003
2025-02-26,1,26,26,468.29795922177595,1677.4297643055183,498.80464323667707,498.80464323667707,516.02859622319988,516.02859622319988,0,107425.80011703003
2025-02-26,2,26,26,151.50535291605553,1746.9000673039181,182.72569441224928,182.72569441224928,199.56371740474955,199.56371740474955,0,107425.80011703003
2025-02-27,0,26,26,468.19828941195215,1653.527578378207,498.55551210491075,498.55551210491075,514.65407810272984,514.65407810272984,0,78161.097952758675
2025-02-27,1,26,26,151.70394522393266,1767.5609509933618,183.24326288915177,183.24326288915177,200.35202018455732,200.35202018455732,0,78161.097952758675
2025-02-27,2,26,26,146.22889400692941,1744.401292158853,177.01708087887951,177.01708087887951,195.30736489808217,195.30736489808217,0,78161.097952758675
2025-02-28,0,26,26,151.13742205463413,1734.5229156873886,182.24840255595129,182.24840255595129,198.61342425783366,198.61342425783366,0,77521.457001145754
2025-02-28,1,26,26,145.4349129790217,1752.9188835425241,176.39648859328898,176.39648859328898,194.43950193797281,194.43950193797281,0,77521.457001145754
2025-02-28,2,26,26,452.65891000197485,1794.7511641519413,483.63237611370681,483.63237611370681,501.45420518161154,501.45420518161154,0,77521.457001145754
2025-03-01,0,26,26,146.9161168130928,1716.2341728829679,177.78127747894663,177.78127747894663,194.88212802630702,194.88212802630702,0,104204.99962664166
2025-03-01,1,26,26,454.44706148271263,1788.6557257594236,485.51655887649213,485.51655887649213,503.26120980137796,503.26120980137796,0,104204.99962664166
2025-03-01,2,26,26,451.39188686436279,1813.3529803985896,482.20794649844578,482.20794649844578,499.58331093259483,499.58331093259483,0,104204.99962664166
2025-03-02,0,26,26,458.03135791621816,1750.0412199503796,488.92539665185154,488.92539665185154,505.76224577297427,505.76224577297427,0,131590.4539474507
2025-03-02,1,26,26,455.50875313255557,1800.8320026399183,486.3486605206694,486.3486605206694,503.81584408168197,503.81584408168197,0,131590.4539474507
2025-03-02,2,26,26,454.63714957938919,1926.2365679860022,485.76739664705332,485.76739664705332,503.98622808130818,503.98622808130818,0,131590.4539474507
2025-03-03,0,26,26,460.83525035685551,1768.3190099600415,491.35267076131066,491.35267076131066,508.01632314855266,508.01632314855266,0,133953.51894528454
2025-03-03,1,26,26,462.36434477738817,1916.8979672708765,493.35146271261772,493.35146271261772,511.74727247700179,511.74727247700179,0,133953.51894528454
2025-03-03,2,26,26,464.38250106658575,2307.5876342834254,495.18517544525923,495.18517544525923,514.28321344245001,514.28321344245001,0,133953.51894528454
2025-03-04,0,26,26,466.7186039127655,1879.0145037468351,497.59884579974835,497.59884579974835,515.19585628740219,515.19585628740219,0,136987.38550855048
2025-03-04,1,26,26,469.61648003391747,2262.1751992013255,500.37989331312332,500.37989331312332,519.32844727727695,519.32844727727695,0,136987.38550855048
2025-03-04,2,26,26,468.12043698573729,2575.8153383095728,500.51236876490043,500.51236876490043,520.55121647773876,520.55121647773876,0,136987.38550855048
2025-03-05,0,26,26,470.61656287947739,2200.35193374869,501.34636367216626,501.34636367216626,519.20429674689456,519.20429674689456,0,108540.75462646944
2025-03-05,1,26,26,470.52732158683892,2475.8695144820781,503.08864352319665,503.08864352319665,522.22144672296156,522.22144672296156,0,108540.75462646944
2025-03-05,2,26,26,169.59059160639788,2652.5759506514896,202.63640806612452,202.63640806612452,222.71604014257036,222.71604014257036,0,108540.75462646944
2025-03-06,0,26,26,468.39226657693922,2366.6704276713385,500.41006895174644,500.41006895174644,518.28677093350336,518.28677093350336,0,78024.835864182169
2025-03-06,1,26,26,168.05790879879478,2520.3867882899131,200.636705783753,200.636705783753,220.02720230518122,220.02720230518122,0,78024.835864182169
2025-03-06,2,26,26,152.26754018226342,2555.7616394146339,185.09530510065031,185.09530510065031,204.79118308670897,204.79118308670897,0,78024.835864182169
2025-03-07,0,26,26,166.86812160591359,2393.6734412941751,198.84879319687792,198.84879319687792,217.23162489227923,217.23162489227923,0,77879.318354440766
2025-03-07,1,26,26,150.64539482108384,2428.5462286665415,183.00415029921535,183.00415029921535,202.20582005274173,202.20582005274173,0,77879.318354440766
2025-03-07,2,26,26,458.47612321295287,2540.4919485301375,491.03551271959009,491.03551271959009,510.817765856297,510.817765856297,0,77879.318354440766
2025-03-08,0,26,26,149.21853580932344,2294.0326794142343,180.67571678933069,180.67571678933069,199.00034378233008,199.00034378233008,0,106078.71956197471
2025-03-08,1,26,26,456.3516891648959,2420.5076555289179,488.90615230330616,488.90615230330616,507.99348858777353,507.99348858777353,0,106078.71956197471
2025-03-08,2,26,26,451.22720090495636,2603.4822342013849,483.99068695743074,483.99068695743074,504.94039377369722,504.94039377369722,0,106078.71956197471
2025-03-09,0,26,26,452.89002917016023,2283.3319993960758,484.69487093253895,484.69487093253895,502.55799372722527,502.55799372722527,0,131761.95087925307
2025-03-09,1,26,26,448.46077201309799,2460.6633934783081,481.34087194585237,481.34087194585237,500.62312776799871,500.62312776799871,0,131761.95087925307
2025-03-09,2,26,26,443.64415156543606,2572.2073997387756,476.13988128523965,476.13988128523965,497.07218760795269,497.07218760795269,0,131761.95087925307
2025-03-10,0,26,26,446.32394840196872,2313.2473955361511,478.23096600713842,478.23096600713842,495.98090153202673,495.98090153202673,0,130044.02991321219
2025-03-10,1,26,26,441.87360510488543,2432.6562958051322,474.69236368609006,474.69236368609006,493.67910282100172,493.67910282100172,0,130044.02991321219
2025-03-10,2,26,26,436.65628265384692,2695.180896334175,469.84181390537168,469.84181390537168,490.40194907598624,490.40194907598624,0,130044.02991321219
2025-03-11,0,26,26,445.38285385517719,2263.9778907351115,477.07034514531239,477.07034514531239,494.65294160485041,494.65294160485041,0,129836.30156647394
2025-03-11,1,26,26,441.17968022627167,2545.6696607273775,474.29715904250617,474.29715904250617,493.67105876115028,493.67105876115028,0,129836.30156647394
2025-03-11,2,26,26,438.78392899350069,2756.3639446573638,472.60033272164463,472.60033272164463,492.99152459476005,492.99152459476005,0,129836.30156647394
2025-03-12,0,26,26,441.45304705507624,2377.052101623819,473.71950998030906,473.71950998030906,491.85028018482888,491.85028018482888,0,100932.91080583438
2025-03-12,1,26,26,439.11291828657079,2639.7965062064009,472.05566510638459,472.05566510638459,492.3998416280026,492.3998416280026,0,100932.91080583438
2025-03-12,2,26,26,124.62288913483349,2641.6807894778799,157.89107197921265,157.89107197921265,177.67964180506689,177.67964180506689,0,100932.91080583438
2025-03-13,0,26,26,437.94674705700049,2489.4702262325218,470.70806594656034,470.70806594656034,489.42278320009814,489.42278320009814,0,72946.26149857229
2025-03-13,1,26,26,122.50952393341466,2539.3972191399703,154.87092965029984,154.87092965029984,174.82245753322209,174.82245753322209,0,72946.26149857229
2025-03-13,2,26,26,119.65766150597784,2630.173297634909,152.9372445035809,152.9372445035809,173.15854286441768,173.15854286441768,0,72946.26149857229
2025-03-14,0,26,26,126.58963396896671,2410.0876299819624,158.88200073596406,158.88200073596406,177.46154580837526,177.46154580837526,0,74318.761234386344
2025-03-14,1,26,26,123.460945296264,2533.5358799412261,155.78979938377381,155.78979938377381,176.63552732004459,176.63552732004459,0,74318.761234386344
2025-03-14,2,26,26,434.17287345591745,2766.7270105468697,468.34494595846536,468.34494595846536,489.12919007798598,489.12919007798598,0,74318.761234386344
2025-03-15,0,26,26,121.09861788141851,2389.1586677963519,152.79270772478668,152.79270772478668,172.89689410042513,172.89689410042513,0,101118.76796829418
2025-03-15,1,26,26,430.72905792763481,2661.4296442116115,464.08121099087072,464.08121099087072,485.27621572199962,485.27621572199962,0,101118.76796829418
2025-03-15,2,26,26,432.09435084862213,2756.7482255606965,466.11009661014282,466.11009661014282,487.87995815348432,487.87995815348432,0,101118.76796829418
2025-03-16,0,26,26,434.15649179143736,2550.5300029822224,466.7017117327984,466.7017117327984,489.1683706675571,489.1683706675571,0,127270.32753796343
2025-03-16,1,26,26,435.32338520491203,2649.5163128155637,468.44006658419676,468.44006658419676,490.83205553995504,490.83205553995504,0,127270.32753796343
2025-03-16,2,26,26,431.58170543922517,2861.4689821177753,466.30618622229423,466.30618622229423,487.98065576529814,487.98065576529814,0,127270.32753796343
2025-03-17,0,26,26,436.39763593128271,2571.0794826129822,468.62042336732458,468.62042336732458,492.29055526084511,492.29055526084511,0,127094.82103298102
2025-03-17,1,26,26,431.77358512052928,2714.3507611650452,465.54865288138495,465.54865288138495,487.0903815950266,487.0903815950266,0,127094.82103298102
2025-03-17,2,26,26,433.41270981419217,2914.1818470301546,468.68467954610293,468.68467954610293,490.44778771041479,490.44778771041479,0,127094.82103298102
2025-03-18,0,26,26,427.01491839182887,2653.3402966085587,460.04442128575215,460.04442128575215,483.5759211485144,483.5759211485144,0,125093.73860521297
2025-03-18,1,26,26,427.90226161045547,2763.7949949982712,461.9565258245882,461.9565258245882,484.07037957364861,484.07037957364861,0,125093.73860521297
2025-03-18,2,26,26,425.30771100355298,3009.3655025810317,461.05405040128608,461.05405040128608,482.98901992071364,482.98901992071364,0,125093.73860521297
2025-03-19,0,26,26,427.64836349693786,2711.9814976589641,461.28963851179134,461.28963851179134,484.97356444500775,484.97356444500775,0,97834.809934499383
2025-03-19,1,26,26,424.62692058108939,2891.3936114533085,459.54075557210695,459.54075557210695,481.74720357640973,481.74720357640973,0,97834.809934499383
2025-03-19,2,26,26,104.92524259417843,3037.1095619283519,140.70943717114412,140.70943717114412,162.87314274325496,162.87314274325496,0,97834.809934499383
2025-03-20,0,26,26,422.68356311162034,2833.7429128689123,457.18647862755432,457.18647862755432,480.97464021434968,480.97464021434968,0,70494.531237632458
2025-03-20,1,26,26,102.28221017841628,2923.9580888428254,136.93762318962979,136.93762318962979,160.27526168574346,160.27526168574346,0,70494.531237632458
2025-03-20,2,26,26,100.7515859262387,3105.9116962965927,137.25723839665912,137.25723839665912,159.11076491641575,159.11076491641575,0,70494.531237632458
2025-03-21,0,26,26,103.68782137232108,2865.9315704970377,138.01506462222,138.01506462222,162.48764896767571,162.48764896767571,0,71376.167314370934
2025-03-21,1,26,26,102.32535340884209,2989.6025876139929,137.36634402872946,137.36634402872946,161.08141054724086,161.08141054724086,0,71376.167314370934
2025-03-21,2,26,26,409.09618452525564,3107.4766229657794,445.94759370571893,445.94759370571893,468.00404748938115,468.00404748938115,0,71376.167314370934
2025-03-22,0,26,26,99.807225789216929,2915.3968544126715,134.63608409265532,134.63608409265532,158.98770251905009,158.98770251905009,0,95871.726561165357
2025-03-22,1,26,26,405.20068929851692,2979.3147769783045,440.46441026023211,440.46441026023211,463.74538530618986,463.74538530618986,0,95871.726561165357
2025-03-22,2,26,26,400.00184521694666,3153.6653671347021,437.22418234942751,437.22418234942751,459.64655380958112,459.64655380958112,0,95871.726561165357
2025-03-23,0,26,26,407.46327594330984,2901.9476563513535,442.16129517136073,442.16129517136073,466.63141513735962,466.63141513735962,0,119178.49527919859
2025-03-23,1,26,26,402.12150683925699,3006.2344588464498,438.08472421342026,438.08472421342026,461.25849566880123,461.25849566880123,0,119178.49527919859
2025-03-23,2,26,26,402.81776006811123,3180.4486008121912,439.92563524825459,439.92563524825459,462.31922250087996,462.31922250087996,0,119178.49527919859
2025-03-24,0,26,26,402.01241306277524,2937.1506985628334,437.01469710888472,437.01469710888472,461.67928323374861,461.67928323374861,0,118626.94068998456
2025-03-24,1,26,26,402.13575414289852,3022.377717727984,438.108714466935,438.108714466935,460.93802682455743,460.93802682455743,0,118626.94068998456
2025-03-24,2,26,26,400.66647445742888,3144.9963174937029,438.03075760902857,438.03075760902857,459.58090444691919,459.58090444691919,0,118626.94068998456
2025-03-25,0,26,26,402.28017831250145,2950.4669157853004,437.3904429726324,437.3904429726324,461.60048620354399,461.60048620354399,0,118043.19187761101
2025-03-25,1,26,26,400.40781634256837,2971.3788061976575,435.87880473126449,435.87880473126449,458.1661873454529,458.1661873454529,0,118043.19187761101
2025-03-25,2,26,26,398.56512264542829,3125.9227842102705,435.57570970292755,435.57570970292755,457.27343591255817,457.27343591255817,0,118043.19187761101
2025-03-26,0,26,26,403.48565267966131,2918.6210874112548,438.79584162405888,438.79584162405888,461.94953332696099,461.94953332696099,0,92909.459948769218
2025-03-26,1,26,26,401.64548065351937,2960.0407418466953,437.05791263128611,437.05791263128611,459.30910336597339,459.30910336597339,0,92909.459948769218
2025-03-26,2,26,26,88.099415510200771,3123.3991866704837,125.97118567138904,125.97118567138904,146.4077315360604,146.4077315360604,0,92909.459948769218
2025-03-27,0,26,26,399.26321610888613,2925.2908293833866,434.52056430821676,434.52056430821676,458.01716569433421,458.01716569433421,0,67055.155884636741
2025-03-27,1,26,26,84.873930731011413,2967.8556453350207,121.44917082086901,121.44917082086901,142.81213882076148,142.81213882076148,0,67055.155884636741
2025-03-27,2,26,26,81.311558386991976,3179.1489580081156,119.27918207579884,119.27918207579884,140.5851782829578,140.5851782829578,0,67055.155884636741
2025-03-28,0,26,26,86.322383658025018,2940.026020630949,122.27110593242348,122.27110593242348,144.89009879917467,144.89009879917467,0,68515.217535082586
2025-03-28,1,26,26,82.549506949837735,3020.9806619823194,119.4036686996602,119.4036686996602,141.3021333833737,141.3021333833737,0,68515.217535082586
2025-03-28,2,26,26,391.53787499018574,3119.6602258420407,428.73240173906731,428.73240173906731,450.93650345162382,450.93650345162382,0,68515.217535082586
2025-03-29,0,26,26,81.67797577473192,3005.6306660133328,117.52694818786875,117.52694818786875,141.1060365641323,141.1060365641323,0,91839.129360772029
2025-03-29,1,26,26,390.00560547653743,2955.6588401031895,425.42514317376174,425.42514317376174,448.1358272837611,448.1358272837611,0,91839.129360772029
2025-03-29,2,26,26,387.24651772834153,2757.9107393669087,422.14636163201362,422.14636163201362,446.65128376759196,446.65128376759196,0,91839.129360772029
2025-03-30,0,26,26,385.5280978592873,2934.0257719769561,420.38230748033743,420.38230748033743,444.40553744817066,444.40553744817066,0,111408.95500217362
2025-03-30,1,26,26,381.78023606834842,2604.0967411171578,415.71643447332082,415.71643447332082,439.36540788989646,439.36540788989646,0,111408.95500217362
2025-03-30,2,26,26,378.18840242212809,2546.053556960841,412.08388413557401,412.08388413557401,437.24408814794606,437.24408814794606,0,111408.95500217362
2025-03-31,0,26,26,381.39872629251295,2604.596199498545,415.59739889554044,415.59739889554044,439.52708155028114,439.52708155028114,0,109151.27405310285
2025-03-31,1,26,26,377.7852891381786,2437.9376711427703,411.0757021333294,411.0757021333294,434.75264269668264,434.75264269668264,0,109151.27405310285
2025-03-31,2,26,26,370.59181246489089,2443.2672151086526,403.12275521823551,403.12275521823551,429.62384142983609,429.62384142983609,0,109151.27405310285
2025-04-01,0,26,26,379.84267331728432,2488.9385220324484,413.33169483917334,413.33169483917334,437.565536374484,437.565536374484,0,108697.29110581875
2025-04-01,1,26,26,372.84609610747458,2380.6346608864001,405.82659748822789,405.82659748822789,429.63576431874992,429.63576431874992,0,108697.29110581875
2025-04-01,2,26,26,372.13674721408313,2539.2798925366856,404.86020329807894,404.86020329807894,431.60523711995876,431.60523711995876,0,108697.29110581875
2025-04-02,0,26,26,378.40721232576016,2462.0054725605164,411.44587231105947,411.44587231105947,436.05656995480513,436.05656995480513,0,86391.416188273142
2025-04-02,1,26,26,378.03307458713368,2496.9453556813469,411.35634174988661,411.35634174988661,435.4985535005008,435.4985535005008,0,86391.416188273142
2025-04-02,2,26,26,62.907916534546274,2849.6336678193902,97.760062317220076,97.760062317220076,123.66137414722172,123.66137414722172,0,86391.416188273142
2025-04-03,0,26,26,384.01097948646736,2572.870683336097,418.08346307945743,418.08346307945743,442.56703650877483,442.56703650877483,0,64069.385046720934
2025-04-03,1,26,26,69.487327061244713,2802.9130281287007,103.67956382074317,103.67956382074317,128.74344079135122,128.74344079135122,0,64069.385046720934
2025-04-03,2,26,26,70.171152023191325,3058.5377953149136,106.26328253176419,106.26328253176419,133.01718286903349,133.01718286903349,0,64069.385046720934
2025-04-04,0,26,26,69.734843599960968,2845.9263081658605,105.21515041958686,105.21515041958686,129.2352461352167,129.2352461352167,0,66510.70648270745
2025-04-04,1,26,26,70.152184091991643,3005.7976972956949,105.38192814819993,105.38192814819993,131.90720677429763,131.90720677429763,0,66510.70648270745
2025-04-04,2,26,26,386.12941662652764,3037.4095744859451,422.27467106078075,422.27467106078075,448.49616147167262,448.49616147167262,0,66510.70648270745
2025-04-05,0,26,26,67.490793820516004,2999.0500905147728,104.03430830545364,104.03430830545364,128.66834415206691,128.66834415206691,0,89069.278871743838
2025-04-05,1,26,26,382.29766790603531,2997.9618634246335,417.69175671829413,417.69175671829413,444.19698478306668,444.19698478306668,0,89069.278871743838
