origin,step,mean_scenario_soc_kwh,scenario_soc_Q10_kwh,scenario_soc_Q90_kwh
2025-02-01,76,9264.5786577199633,8091.6902408166743,10683.995080520717
2025-02-01,77,9501.7651775507511,8254.8525125857759,10800
2025-02-01,78,9726.5367656950311,8463.7803258248987,10800
2025-02-01,79,9931.7878013904156,8709.3770783937871,10800
2025-02-01,80,10107.538530497884,8947.4873527954587,10800
2025-02-01,81,10242.982198019174,9200.2722168294131,10800
2025-02-01,82,10357.069223710356,9435.4559376480538,10800
2025-02-01,83,10451.31879754619,9637.4301869959054,10800
2025-02-01,84,10526.000350731891,9794.1394509324527,10800
2025-02-01,85,10568.78078170056,9912.9314354233538,10800
2025-02-01,86,10603.991207539626,10012.449053714645,10800
2025-02-01,87,10628.565033503901,10114.66693906426,10800
2025-02-01,88,10638.588698690621,10180.146652947746,10800
2025-02-01,89,10635.614107486252,10181.32667318403,10800
2025-02-01,90,10635.588954066565,10182.535363095047,10800
2025-02-01,91,10624.278550338522,10170.384180913195,10800
2025-02-01,92,10623.522379030632,10155.81121937681,10800
2025-02-01,93,10617.556019101961,10156.46553944402,10800
2025-02-01,94,10607.174504960569,10150.493831311334,10800
2025-02-01,95,10589.581379234109,10116.96659253128,10800
2025-02-01,96,10583.835661798375,10098.18164412485,10800
2025-02-01,97,10600.986008541406,10127.380614895457,10800
2025-02-01,98,10615.208023383317,10164.108583477211,10800
2025-02-01,99,10624.250172903923,10181.924684484533,10800
2025-02-01,100,10631.142887633781,10187.482836060739,10800
2025-02-01,101,10643.31955018263,10192.850897522141,10800
2025-02-01,102,10652.881960071765,10211.011197078731,10800
2025-02-01,103,10644.848270448274,10212.493809130594,10800
2025-02-01,104,10650.580738637715,10204.662036353497,10800
2025-02-01,105,10661.118234651416,10208.407280805599,10800
2025-02-01,106,10663.406138914561,10223.581091036231,10800
2025-02-01,107,10146.942534823891,9711.1751805257645,10320.202244196153
2025-02-01,108,9627.2690489270262,9187.0841824869858,9817.8759862472907
2025-02-01,109,9111.0156767917561,8655.860531204271,9310.9101360053173
2025-02-01,110,8602.7369162462255,8140.6864443731502,8790.5958344870469
2025-02-01,111,8087.3794110161098,7584.1336493504887,8270.2889038498724
2025-02-01,112,7552.3611138531014,7001.6028435276412,7755.0128996441417
2025-02-01,113,7019.9441539980953,6455.9813855734783,7265.7515762037765
2025-02-01,114,6514.4305333352086,5950.12961074747,6764.1462124820891
2025-02-01,115,6013.2770915491192,5451.56972710014,6248.7409816085574
2025-02-01,116,5506.2819660183241,4959.0677313720353,5752.5976349799494
2025-02-01,117,4993.5257799031042,4418.4152154487583,5257.9566258412187
2025-02-01,118,4477.8533996184451,3887.0745248569874,4752.8628387916842
2025-02-01,119,3961.4995961495979,3388.7566777971338,4282.6058594568249
2025-02-01,120,3443.548515085819,2863.9461515878329,3791.3272351875376
2025-02-01,121,2924.4259434107489,2336.7994125464338,3285.9544493742897
2025-02-01,122,2409.4698174242849,1841.4257094952895,2784.9481699724856
2025-02-01,123,1916.4121623509827,1321.2812150969439,2278.20851501778
2025-02-01,124,1504.8289661639394,1200,1825.7181498048867
2025-02-01,125,1502.1575072305989,1203.1093363861346,1809.7377968274291
2025-02-01,126,1495.2834391835661,1206.0658635824939,1806.5544862520587
2025-02-01,127,1497.7917940284483,1214.3944247602976,1804.4661038768347
2025-02-01,128,1510.7089940972021,1207.2473042094778,1810.9970691911999
2025-02-01,129,1487.2652032487715,1202.2964916640876,1784.4052080236893
2025-02-01,130,1488.3350566098859,1230.025192944232,1797.348534322183
2025-02-01,131,2226.1048795013235,1904.1088007150111,2547.3485343221828
2025-02-01,132,2958.3162233972434,2640.0963815308696,3297.3485343221828
2025-02-01,133,2972.68592530558,2655.3817070938039,3302.4918515477971
2025-02-01,134,3710.667566497516,3383.5477327912176,4052.4918515477971
2025-02-01,135,4452.7613697060206,4126.326685644146,4800.2439161508055
2025-02-01,136,5164.914435996222,4838.4709717336136,5532.4601711408231
2025-02-01,137,5878.3397017271391,5543.5328286339018,6267.3695023520231
2025-02-01,138,6021.6557856763366,5652.4249389398628,6410.4739943321283
2025-02-01,139,6767.9098137583896,6392.7823445586291,7160.4739943321283
2025-02-01,140,7503.2809426710292,7142.7823445586291,7910.4739943321283
2025-02-01,141,8213.5678722519569,7885.9513205995027,8608.7607302642882
2025-02-01,142,8220.9624345965804,7909.7786763082349,8602.5073652345964
2025-02-01,143,8237.7808569688423,7923.3406936492493,8620.0548887934438
2025-02-01,144,8971.5426749988092,8658.9145615638317,9370.0548887934438
2025-02-01,145,9714.2903246755177,9408.8792212172666,10120.054888793444
2025-02-01,146,9723.9577926583479,9416.4717643233616,10133.772982159686
2025-02-01,147,9729.6070594751873,9435.2838143639674,10124.702404871019
2025-02-01,148,9771.0842960970112,9476.341955640919,10151.514222676453
2025-02-01,149,9784.5969228015438,9456.0352139618826,10168.635856257815
2025-02-01,150,9819.9232033326916,9507.8338617344707,10204.806019203988
2025-02-01,151,9853.522654910048,9527.1302821796835,10236.322212468333
2025-02-01,152,9859.0797082670706,9498.5361165874547,10246.160094792276
2025-02-01,153,9868.1548910737074,9506.9921436036293,10254.9743748494
2025-02-01,154,9892.2986228458522,9521.754580537563,10277.324136199766
2025-02-01,155,9931.5046793442525,9521.754580537563,10319.671128456379
2025-02-01,156,9913.3107707403469,9501.2983252049798,10290.418323067615
2025-02-01,157,9930.6584062575857,9486.9013969684693,10289.156608703805
2025-02-01,158,9950.5410510966394,9481.8567652451748,10311.391467917376
2025-02-01,159,9971.472295000638,9493.0314413959877,10358.636876736333
2025-02-01,160,9983.0596516861278,9530.6944767225141,10383.737231618976
2025-02-01,161,10017.404262564018,9584.8780948724961,10401.483539163713
2025-02-01,162,10031.465679532552,9612.5772921011012,10443.210818932617
2025-02-01,163,10041.770979895164,9636.0742804502643,10444.466479236771
2025-02-01,164,10061.249238580178,9670.806179103809,10442.030585921049
2025-02-01,165,10075.513013624857,9719.3591796999517,10465.23183492637
2025-02-01,166,10066.186099068858,9711.5292388759535,10465.017741849002
2025-02-01,167,10043.98697892637,9686.9454248532365,10419.695120873761
2025-02-01,168,10014.121281488959,9657.4835762723887,10386.6624990653
2025-02-01,169,10027.362470734302,9695.1097086820137,10407.712747603502
2025-02-01,170,10059.54600840282,9729.553844459484,10441.361481669393
2025-02-01,171,10069.226139563856,9758.1961821791847,10442.296177860278
2025-02-01,172,10067.802582731043,9741.5318401536188,10462.3951118696
2025-02-01,173,10061.568027424566,9723.3135263310232,10511.211642988843
2025-02-01,174,10069.455105245099,9745.9695672141952,10535.112959047432
2025-02-01,175,10070.670032196558,9750.1357755159133,10527.359284897233
2025-02-01,176,10093.022380046081,9755.4366130528251,10521.838569789859
2025-02-01,177,10673.700335204749,10480.115183773119,10800
2025-02-01,178,10695.975668620222,10539.548282681002,10800
2025-02-01,179,10648.46489752961,10502.725754922587,10763.792948933373
2025-02-01,180,9754.8331610107434,9578.1464539188855,9874.2546145668766
2025-02-01,181,9761.9307038571314,9543.4533169816441,9886.1228303511325
2025-02-01,182,9757.6350733308082,9511.8626490748047,9909.2700244566859
2025-02-01,183,9746.0778857574878,9503.3094841707716,9919.8711922230086
2025-02-01,184,9735.4358137412128,9485.6883060737418,9892.2072035284345
2025-02-01,185,9739.8863176132691,9482.8029550827541,9925.0618141565174
2025-02-01,186,9777.8923149911898,9499.8824590618879,9981.6646649434169
2025-02-01,187,9805.1010787972373,9487.7289036575858,10004.183966790273
2025-02-01,188,9917.6726223880069,9599.591937941128,10112.820269225154
2025-02-01,189,10608.164650518886,10333.028637913651,10800
2025-02-01,190,10598.533610469849,10309.504207705839,10800
2025-02-01,191,9748.6511814064215,9450.3365305447824,10001.905196408108
2025-02-01,192,8911.1893979410142,8524.4106046188572,9197.3157965329865
2025-02-01,193,8083.6063765856579,7598.4846786929311,8377.2040655294804
2025-02-01,194,7303.149294983873,6711.8930371699671,7590.9157536016501
2025-02-01,195,6581.371034793734,5932.1490396320969,6925.4972919584852
2025-02-01,196,5915.1996187499481,5192.250833603548,6300.2434748084215
2025-02-01,197,5298.7045437571433,4489.7238048192585,5746.0892213149318
2025-02-01,198,4733.0384496927963,3896.0163940027178,5195.7692651590887
2025-02-01,199,4237.0440601289065,3376.3334515825409,4751.7090834725223
2025-02-01,200,3806.1402131417613,2900.209307339077,4388.3765476416211
2025-02-01,201,3757.643990490049,2800.1747517555382,4417.2063872713616
2025-02-01,202,3396.7348774860347,2426.8103921823677,4133.2511735389635
2025-02-01,203,3092.967637987103,2150.2496503820644,3866.5408062871898
2025-02-01,204,2843.037301000938,1889.0252111448244,3672.0721362992526
2025-02-01,205,2640.6970544746277,1631.5225550608584,3554.7371519629746
2025-02-01,206,2600.5594784322684,1536.731845553335,3570.9812999128526
2025-02-01,207,2436.7209254606032,1346.5553809273072,3481.2122605689888
2025-02-01,208,2470.8266190076451,1387.3764024880229,3548.6226203540264
2025-02-01,209,3190.0100356664279,2106.0691923685836,4298.6226203540264
2025-02-01,210,3916.6613520205369,2844.2949829194795,5048.6226203540264
2025-02-01,211,4644.4507519132367,3464.0401804474886,5764.014778760019
2025-02-01,212,5387.720291392533,4184.084580919307,6514.014778760019
2025-02-01,213,6098.7502412062813,4921.2830366631451,7259.5699968911222
2025-02-01,214,6802.9514144655986,5615.2725003843143,8009.5699968911222
2025-02-01,215,7538.2099742465443,6355.1185210032245,8759.5699968911213
2025-02-01,216,8278.9248525475596,7105.1185210032245,9509.5699968911213
2025-02-01,217,8997.2696122755369,7855.1185210032245,10259.569996891121
2025-02-01,218,9689.1092356754034,8605.1185210032236,10800
2025-02-01,219,10254.508734522147,9355.1185210032236,10800
2025-02-01,220,10447.208245230437,9716.434533697904,10800
2025-02-01,221,10460.499788082643,9801.8465346016037,10800
2025-02-01,222,10462.78777615828,9886.3018381715756,10800
2025-02-01,223,10469.986912280438,9918.4708090410368,10800
2025-02-01,224,10478.984304939049,9939.4517918017427,10800
2025-02-01,225,10486.42088629418,9977.0978428322105,10800
2025-02-01,226,10330.128884509086,9810.5316999199604,10782.261910825244
2025-02-01,227,10134.194489820247,9585.5245787181957,10714.996404633039
2025-02-01,228,9901.6933076251953,9302.3691615383668,10557.846534509257
2025-02-01,229,9628.4024106565994,8962.5301097117572,10348.382810679528
2025-02-01,230,9313.3913510936054,8602.7580198980995,10105.950850419849
2025-02-01,231,8961.216569314096,8255.2709278747589,9837.3276015212068
2025-02-01,232,8555.086805028639,7829.878236107882,9521.6858842667716
2025-02-01,233,9284.3447096033415,8572.7803204026386,10271.685884266772
2025-02-01,234,9984.5605631297421,9298.6345879751607,10800
2025-02-01,235,10450.976934537844,10027.284668803568,10800
2025-02-01,236,10580.748691902776,10339.361777033531,10800
2025-02-01,237,10581.120177843814,10355.361658101512,10800
2025-02-01,238,10582.340921782932,10374.063050009863,10800
2025-02-01,239,10582.416385840215,10375.76914440769,10800
2025-02-01,240,10579.94442894382,10371.746569408133,10800
2025-02-01,241,10573.749211933129,10373.162050232269,10800
2025-02-01,242,10563.999601500731,10364.372529636905,10800
2025-02-01,243,10561.476229033851,10332.18821571383,10800
2025-02-01,244,10566.286774414415,10340.796922003139,10800
2025-02-01,245,10570.364553200758,10351.829102278336,10800
2025-02-01,246,10567.73600300074,10334.422650626897,10800
2025-02-01,247,10561.305135427261,10335.593378470567,10800
2025-02-01,248,10571.566956344559,10337.267021516733,10800
2025-02-01,249,10580.673890463226,10340.990844994038,10800
2025-02-01,250,10587.594090471497,10361.947899963341,10800
2025-02-01,251,10578.439631846717,10363.704465688797,10800
2025-02-01,252,10568.454497947483,10351.25114273182,10800
2025-02-01,253,10553.269027739243,10322.84348485318,10800
2025-02-01,254,10542.409635462374,10308.718853403385,10800
2025-02-01,255,10511.872708198318,10243.751629110397,10769.343690820744
2025-02-01,256,10178.950006105413,9865.8753053344026,10456.919380106448
2025-02-01,257,9385.4601129008352,9061.9930452095505,9693.7739132375609
2025-02-01,258,8592.2228292189229,8269.466316684071,8903.2947366695753
2025-02-01,259,7797.8900970390723,7486.2516148731911,8090.5834328787096
2025-02-01,260,6996.5736258429106,6706.0323116597547,7305.90374660828
2025-02-01,261,6191.1051520827859,5880.0850180028938,6519.9082101233444
2025-02-01,262,5386.4766149215775,5059.174184706806,5726.0920251162534
2025-02-01,263,4589.0162233127785,4279.5640475549299,4980.2544056122324
2025-02-01,264,3785.1776618612598,3469.4664385732326,4195.5789198510356
2025-02-01,265,2981.2635715552738,2656.8435626949222,3400.065497119941
2025-02-01,266,2225.2915416627743,1863.9289538288347,2613.0746856898159
2025-02-01,267,1497.5064073735887,1200,1822.1053142538544
2025-02-01,268,1479.4650519309641,1200,1804.7792580846642
2025-02-01,269,1478.4164725321873,1201.4240709719527,1805.2530943635172
2025-02-01,270,1478.8347548897793,1208.1305669061012,1788.6386693182385
2025-02-01,271,1486.8567982521981,1202.5001183416441,1788.6602710548689
2025-02-01,272,1477.8034033402275,1201.7066512621127,1791.2968318672793
2025-02-01,273,1451.9139375048724,1200,1757.8338158523325
2025-02-01,274,1471.5692951896124,1200.7092813148104,1762.9845430278369
2025-02-01,275,2211.2929714570696,1938.563451159574,2512.9845430278369
2025-02-01,276,2945.615106542281,2688.563451159574,3262.9845430278369
2025-02-01,277,2957.0223587265837,2690.7991592267317,3308.2799190536871
2025-02-01,278,3694.7537979221879,3412.0595715840072,4058.2799190536871
2025-02-01,279,4431.2206654861702,4135.8010757410457,4806.4747337232702
2025-02-01,280,5164.2618088260579,4859.7178089753224,5556.4747337232702
2025-02-01,281,5896.2912598997182,5561.0029401530346,6306.4747337232702
2025-02-01,282,6215.5806494344633,5892.8114560844733,6629.0777095996873
2025-02-01,283,6951.7204981357108,6642.8114560844733,7373.327272765242
2025-02-01,284,7680.4543797074739,7374.0282012581674,8123.327272765242
2025-02-01,285,8390.4131532511565,8074.9009241840085,8829.8148493925582
2025-02-01,286,8400.5840023165929,8111.0635079377334,8816.1235326699389
2025-02-01,287,8419.2371276826143,8119.0165490799945,8855.040000627374
2025-02-01,288,9143.4773357840968,8840.2808309607626,9605.040000627374
2025-02-01,289,9883.1680022359815,9588.7255679718528,10355.040000627374
2025-02-01,290,9890.8247909411639,9582.2953176117062,10379.782708242443
2025-02-01,291,9894.3784646697859,9584.4437722810981,10371.528810830625
2025-02-01,292,9910.1408999911437,9562.6625612273601,10367.502796339984
2025-02-01,293,9929.4011783440583,9595.8441912048529,10390.063738627035
2025-02-01,294,9971.4680538561206,9647.1307723016835,10427.007234375968
2025-02-01,295,10009.764241291663,9672.9273489760653,10456.814189009248
2025-02-01,296,10016.653352755233,9679.3393750486885,10464.966732179575
2025-02-01,297,10011.050720472207,9660.9701299951594,10457.33796919182
2025-02-01,298,10022.869616227008,9656.7956556026511,10466.993507037265
2025-02-01,299,10059.589193833683,9679.0561464969433,10505.171360153019
2025-02-01,300,10082.990387071477,9665.723351263623,10518.319816808127
2025-02-01,301,10047.668959812683,9589.7526408175345,10452.676287865768
2025-02-01,302,10043.220557749308,9558.7344190616514,10450.325237132767
2025-02-01,303,10031.860650446242,9555.517063907495,10463.777309354342
2025-02-01,304,10034.852886273697,9581.2285279631815,10472.861203829143
2025-02-01,305,10066.521553791012,9631.9341591530647,10480.951014451864
2025-02-01,306,10073.273031746217,9655.0051305098386,10477.243902081927
2025-02-01,307,10065.277380142097,9668.1036671655311,10475.654912680897
2025-02-01,308,10072.701727022486,9702.798968384006,10463.092389315292
2025-02-01,309,10087.072902173291,9758.0997953361293,10480.398711504366
2025-02-01,310,10081.380050103187,9783.1222819239065,10484.951020108054
2025-02-01,311,10053.899398545776,9749.4432435290219,10464.067191821696
2025-02-01,312,10018.301766996872,9684.3837005788228,10440.631145364012
2025-02-01,313,10029.97129627042,9654.4715223262301,10464.237128749613
2025-02-01,314,10044.859296579349,9659.4342753459023,10476.635142185281
2025-02-01,315,10049.747271889015,9664.2583196035084,10467.960972337911
2025-02-01,316,10056.651190571045,9695.2576292485628,10497.364895596411
2025-02-01,317,10055.403657978,9651.6177332386742,10546.116872313418
2025-02-01,318,10059.741669494038,9652.1334510674424,10565.519422370166
2025-02-01,319,10066.975550078851,9678.5971265987118,10570.29612751784
2025-02-01,320,10087.66082242127,9697.3071953573617,10564.245343222547
2025-02-01,321,10684.87130664096,10376.428478137133,10800
2025-02-01,322,10712.448343086096,10433.156525032453,10800
2025-02-01,323,10677.399798994673,10428.294080391828,10776.269668106052
2025-02-01,324,9778.3109025163976,9568.6176798233209,9875.7061314679086
2025-02-01,325,9785.8721046621486,9586.2861958368721,9886.8620220603789
2025-02-01,326,9765.8564265466521,9577.8338827116258,9894.9852122513112
2025-02-01,327,9742.7049916571814,9527.7537040667394,9889.1533035144712
2025-02-01,328,9732.7231609882383,9470.634425856646,9857.3870580804942
2025-02-01,329,9745.4737706290634,9471.8299962517667,9896.9123956988315
2025-02-01,330,9771.005582675436,9496.819941970838,9948.104541183644
2025-02-01,331,9816.9425911213202,9554.4570005687237,9984.0364457053747
2025-02-01,332,9883.7651726395761,9602.2177811229576,10054.057220179859
2025-02-01,333,10575.365535049839,10268.030648523541,10788.642232741451
2025-02-01,334,10584.16652416589,10268.531693768109,10800
2025-02-01,335,9715.902881328635,9442.0141047224279,9954.4569856212584
2025-02-01,336,8818.3140390903136,8572.5617219043197,9048.5845296113584
2025-02-01,337,8003.2282384410064,7750.6219489829937,8280.1591824598854
2025-02-01,338,7233.4030170829374,6988.522662685371,7573.0153462719509
2025-02-01,339,6520.1731301028858,6233.8207591071759,6901.8468542835571
2025-02-01,340,5863.7245824112579,5533.9434539510148,6253.6538355707235
2025-02-01,341,5252.4179794357415,4924.8836705606991,5606.5564365010423
2025-02-01,342,4682.6025535267499,4324.0730020739966,5071.1503409128172
2025-02-01,343,4184.5271740687122,3740.9496958606505,4623.724529095045
2025-02-01,344,3760.2734657996284,3248.4317763249878,4257.8442903164605
2025-02-01,345,3530.4016546205989,2996.5840483807096,4112.0505179991842
2025-02-01,346,3177.546283956342,2620.7648146977035,3868.2862633311224
2025-02-01,347,2883.827378002487,2279.0314034323005,3689.6785134909578
2025-02-01,348,2640.0341157892749,2019.8216571470616,3509.6009747012736
2025-02-01,349,2439.0437849274995,1824.8402435724895,3362.3628553263497
2025-02-01,350,2267.7057401399306,1626.1569170073553,3280.8550020087687
2025-02-01,351,2108.7229060044124,1408.4596704344378,3188.5103018421346
2025-02-01,352,2100.5021900348329,1355.1611160329671,3199.8913021939775
2025-02-01,353,2817.0381302618139,2025.5307609236843,3940.1796163097488
2025-02-01,354,3534.2777535431296,2676.9629882128702,4658.7742767033424
2025-02-01,355,4248.3162618644137,3358.4081631916183,5361.1364408562085
2025-02-01,356,4984.3940061387075,4096.038757199879,6073.9679263310873
2025-02-01,357,5702.6718971539776,4810.890594937875,6804.9203551745195
2025-02-01,358,6423.0058365520563,5522.8443813090726,7554.9203551745195
2025-02-01,359,7149.5079002233815,6257.8945962469525,8304.9203551745195
2025-02-01,360,7874.9954786642274,6935.7374030412466,9054.9203551745195
2025-02-01,361,8571.8639351676993,7576.5666972961617,9804.9203551745195
2025-02-01,362,9299.1163331470434,8326.5666972961626,10554.920355174519
2025-02-01,363,9922.4026476693125,9076.5666972961626,10800
2025-02-01,364,10444.661887841414,9817.3056462710465,10800
2025-02-01,365,10467.938663278101,9868.1515188331687,10800
2025-02-01,366,10487.569223359767,9921.8210423131368,10800
2025-02-01,367,10503.210471690823,9922.2851258556839,10800
2025-02-01,368,10513.887220330682,9869.491238563427,10800
2025-02-01,369,10509.838482331777,9792.9255778162806,10800
2025-02-01,370,10371.846015138863,9561.985064724222,10799.636545743304
2025-02-01,371,10194.012679527616,9318.9618183780094,10722.365363719899
2025-02-01,372,9983.8813575050699,9070.6766998911626,10590.443283973491
2025-02-01,373,9732.2677189635069,8768.9189325066964,10406.75546191098
2025-02-01,374,9429.579476210014,8361.3262413278444,10175.44745611934
2025-02-01,375,9077.493560235429,7935.9326638759039,9906.5282890968538
2025-02-01,376,8680.5024762018747,7511.5316225908573,9589.7563613651564
2025-02-01,377,9415.0224029116816,8261.5316225908573,10339.756361365156
2025-02-01,378,10104.753352962052,9011.5316225908573,10800
2025-02-01,379,10525.857987960873,9761.5316225908573,10800
2025-02-01,380,10638.332374058225,10099.423122694829,10800
2025-02-01,381,10645.082322331313,10131.111645945528,10800
2025-02-01,382,10650.767674832161,10147.156190906004,10800
2025-02-01,383,10650.733864245793,10178.937655634789,10800
2025-02-01,384,10649.273107024324,10234.480193560083,10800
2025-02-01,385,10641.187348182746,10274.513016754358,10800
2025-02-01,386,10625.567821113629,10281.772217973465,10800
2025-02-01,387,10620.569661077032,10282.651233528779,10800
2025-02-01,388,10624.58458887057,10296.062947638797,10800
2025-02-01,389,10630.032299476543,10333.384718866911,10800
2025-02-01,390,10629.963505089527,10357.043012071705,10800
2025-02-01,391,10620.23363874114,10360.626694309998,10800
2025-02-01,392,10625.984727635427,10360.941327648232,10800
2025-02-01,393,10633.341772285341,10328.013580088587,10800
2025-02-01,394,10630.837303359529,10297.312801890634,10800
2025-02-01,395,10616.278277999842,10273.492072589212,10800
2025-02-01,396,10608.59379079815,10265.208375760245,10800
2025-02-01,397,10609.355553569552,10254.49604229609,10800
2025-02-01,398,10598.817202468714,10233.735265610912,10800
2025-02-01,399,10571.255041678724,10228.277116323841,10800
2025-02-01,400,10232.771155544237,9902.7852499434939,10480.631625539436
2025-02-01,401,9443.0820290625325,9101.5881217346141,9690.3556574152353
2025-02-01,402,8646.7573704951992,8303.6027014832398,8900.8807747540359
2025-02-01,403,7843.8526566113387,7496.9911220351105,8112.2770009503529
2025-02-01,404,7036.7765387810732,6666.5574563110422,7293.7892788412619
2025-02-01,405,6226.6136841943089,5843.8679987488567,6531.9037901984857
2025-02-01,406,5416.1461505937941,5021.0797478211171,5751.4320202323706
2025-02-01,407,4607.4515425241143,4180.466212564379,4941.2330682308793
2025-02-01,408,3801.1494687835652,3349.0392250437744,4137.6137557264765
2025-02-01,409,2996.6884836735981,2521.0879483691106,3336.3348852154563
2025-02-01,410,2190.2829943697075,1686.9623255873348,2539.9413993900243
2025-02-01,411,1466.6968974478773,1200,1741.2049451010832
2025-02-01,412,1444.3559184922187,1200,1726.7273579215612
2025-02-01,413,1445.0119413538407,1206.4146181910289,1723.033456557775
