lag,acf,pacf
59,0.012071963027202667,0.018916872223940489
60,0.024436232951408562,0.017453732712201703
61,0.035691954683786394,0.0019113273188456584
62,0.044139221118453524,-0.0039758443141403943
63,0.04830848217009609,-0.019467072620554356
64,0.047183017800883367,-0.027689602476651913
65,0.040183586750179835,-0.038765311294224579
66,0.027334192867683821,-0.036575042587533746
67,0.0098495304117070786,-0.032800250942581897
68,-0.0097160021863906144,-0.018061903208765166
69,-0.028577071313546757,-0.01164439776128562
70,-0.044212953763621832,0.011189724449329249
71,-0.054537152705721494,0.0070622568112615322
72,-0.058143642614436816,0.033425622050288345
73,-0.054625930057286401,0.015933259960561379
74,-0.044512386861346349,0.04091274584400794
75,-0.029048878529430611,0.016188280206041329
76,-0.010205070888007541,0.033480793465854898
77,0.0095119236749747638,0.002107541170801021
78,0.027233542351455794,0.011594714434657177
79,0.040380732791287469,-0.017246418874698501
80,0.047763171968357269,0.0031477543899946329
81,0.049202553224930425,-0.025756942952438241
82,0.045187782396248787,0.0038725982437320091
83,0.03687521742120372,-0.028416872011064173
84,0.025710921868669304,0.0067808830218355817
85,0.013288417236554113,-0.026072561283847818
86,0.00096289895064859458,0.0040823905489995715
87,-0.01028732685516353,-0.02471909217215755
88,-0.019574993276116746,0.0063649202168801619
89,-0.026267586022776911,-0.016597967692129373
90,-0.02995656573722395,0.012081991137732825
91,-0.030478479364361797,-0.005033927918527306
92,-0.02812003063709519,0.016909913656019699
93,-0.023483138117127291,0.0008208316338212681
94,-0.016881502782517849,0.026598543437363301
95,-0.0080755127044467596,0.015299744298558305
96,0.0025279682741140724,0.020575586022407801
97,0.013929518949155431,0.019625900094012744
98,0.025922849672069995,0.024436293087971475
99,0.038053453698793975,0.00675118142220939
100,0.048970639886532587,0.014910694288596218
101,0.057960524627237782,0.0035999492189143965
102,0.065685391742485139,0.024817664577996397
103,0.072395097686372881,-0.0085238196176452025
104,0.076672898505773107,0.0013413306661698371
105,0.078065318167002587,0.0012257685879537472
106,0.078002809129924577,0.0002788401789600115
107,0.077375921371960324,0.0017307819484584923
108,0.075940476530361026,-0.0080886084793527734
109,0.074130073997425175,0.014257792355147
110,0.07312167832750141,-0.0061176450813837414
111,0.072551742455067805,-0.0096561389069339566
112,0.072226462184990334,0.017921071494431725
113,0.074103798764149381,0.01053567468439106
114,0.078655508205600771,0.0029449422375987275
115,0.085865201190096871,0.053732185261892933
116,0.097630795061405859,0.020620143934487412
117,0.1121149577345842,-0.0020427520656159867
118,0.12665360403299125,0.060504881560313743
119,0.14421638879200402,0.035207388226625572
120,0.16499478960140596,0.010901492662332304
121,0.18398542061407033,0.027583904071585303
122,0.19924271410871783,6.0067489571400265e-05
123,0.21179094800310833,0.024920268106932885
124,0.22384530625466778,0.057323034421341963
125,0.23734484907365128,0.02659713702971599
126,0.24754797749445384,-0.045031756675577468
127,0.24917199091318504,0.028160865335905411
128,0.2461048984168237,-0.012310022806643334
129,0.24106825847701255,-0.042223103766132128
130,0.23153788616000459,0.01076767914707313
131,0.21891416559090715,-0.025001713737227101
132,0.2068949467321424,0.0077483915835221623
133,0.19687332022708084,-0.0087113143103793363
134,0.18886050239868216,-0.0039010907310916029
135,0.1824518583285992,-0.012514687829685549
136,0.18002887809583629,0.059610095549296666
137,0.18620233131531425,0.03126599179610999
138,0.19920928354969317,-0.0041841762318030728
139,0.21351428744554182,0.052650382519406555
140,0.23034178195324959,0.058751281462526221
141,0.25335291234713697,0.063280959855058938
142,0.27744938139869157,-0.015394328218683868
143,0.2909084597962408,-0.045346315295029263
144,0.28972429364506269,-0.0098779682589397923
