group,hour,mean_kw,p25_kw,p75_kw,n_days
周一至周五,11.833333333333334,5936.3672716475103,6139.8482999999997,6561.2058999999999,261
周一至周五,12,5722.4973180076631,5855.29,6295.7200000000003,261
周一至周五,12.166666666666666,5692.7722195402348,5816.1478999999999,6285.4849000000004,261
周一至周五,12.333333333333334,5715.7430049808427,5874.2529999999997,6313.6508000000003,261
周一至周五,12.5,5687.8941762452096,5806.29,6283.9700000000003,261
周一至周五,12.666666666666666,5660.8224337164747,5785.2084000000004,6257.2520999999997,261
周一至周五,12.833333333333334,5775.0618076628371,5948.2277000000004,6390.2044999999998,261
周一至周五,13,5954.7644061302672,6160.3299999999999,6599.2200000000003,261
周一至周五,13.166666666666666,5973.7260321839085,6214.4007000000001,6615.2155000000002,261
周一至周五,13.333333333333334,5947.4031122605329,6126.9530999999997,6589.5348999999997,261
周一至周五,13.5,5950.6665517241381,6110.7600000000002,6581.8999999999996,261
周一至周五,13.666666666666666,5942.5239800766303,6117.6018999999997,6552.5618999999997,261
周一至周五,13.833333333333334,5932.1812348658959,6101.1738999999998,6564.8035,261
周一至周五,14,5925.1265517241372,6106.75,6553.5,261
周一至周五,14.166666666666666,5913.6129524904181,6108.2160000000003,6500.3726999999999,261
周一至周五,14.333333333333334,5906.9673636015314,6082.0754999999999,6483.4930000000004,261
周一至周五,14.5,5902.8950191570875,6021.7600000000002,6494.5600000000004,261
周一至周五,14.666666666666666,5892.0030295019142,6060.8498,6464.7048999999997,261
周一至周五,14.833333333333334,5899.0472130268263,6082.8926000000001,6473.0478999999996,261
周一至周五,15,5916.6223754789253,6082.6400000000003,6454.2299999999996,261
周一至周五,15.166666666666666,5908.9797318007631,6066.1034,6421.4368000000004,261
周一至周五,15.333333333333334,5890.3164440613027,6036.4480000000003,6449.4475000000002,261
周一至周五,15.5,5883.6798850574751,6012.0200000000004,6406.1599999999999,261
周一至周五,15.666666666666666,5898.0015283524881,6040.1490000000003,6432.0225,261
周一至周五,15.833333333333334,5903.5960000000041,6051.4315999999999,6445.7257,261
周一至周五,16,5895.4079693486647,6026.75,6447.6700000000001,261
周一至周五,16.166666666666668,5895.4265000000014,6015.4129000000003,6421.7311,261
周一至周五,16.333333333333332,5897.5886379310305,6005.8553000000002,6414.3244000000004,261
周一至周五,16.5,5904.9985823754805,6006.9799999999996,6456.9099999999999,261
周一至周五,16.666666666666668,5916.516759770112,5991.7290999999996,6445.9336999999996,261
周一至周五,16.833333333333332,5854.0573662835304,5988.6210000000001,6413.5504000000001,261
周一至周五,17,5762.4072413793074,5991.8299999999999,6420.1300000000001,261
周一至周五,17.166666666666668,5765.3781984674361,6002.7797,6436.2480999999998,261
周一至周五,17.333333333333332,5744.8050632183922,5951.9570000000003,6403.0655999999999,261
周一至周五,17.5,5772.7033333333347,5998.6999999999998,6527.1199999999999,261
周一至周五,17.666666666666668,5923.7992632183878,6164.8189000000002,6634.6226999999999,261
周一至周五,17.833333333333332,5337.7431685823703,5407.3989000000001,5919.1571999999996,261
周一至周五,18,4351.6999616858238,4180.4799999999996,4727.6000000000004,261
周一至周五,18.166666666666668,4248.7342992337171,4047.4367000000002,4615.8917000000001,261
周一至周五,18.333333333333332,4390.5687187739468,4225.0582999999997,4828.0811999999996,261
周一至周五,18.5,4354.4663218390824,4183.1700000000001,4799.6599999999999,261
周一至周五,18.666666666666668,4362.9065509578586,4200.7714999999998,4751.6791000000003,261
周一至周五,18.833333333333332,4376.4977091954042,4212.9002,4810.4251000000004,261
周一至周五,19,4369.0872796934818,4164.1700000000001,4806.8199999999997,261
周一至周五,19.166666666666668,4383.206376245209,4202.0155000000004,4830.6776,261
周一至周五,19.333333333333332,4391.72561724138,4209.9650000000001,4804.0977000000003,261
周一至周五,19.5,4388.1327203065102,4191.8100000000004,4791.9799999999996,261
周一至周五,19.666666666666668,4396.3004314176251,4211.6097,4764.8510999999999,261
周一至周五,19.833333333333332,4406.2463482758649,4234.4787999999999,4804.335,261
周一至周五,20,4411.3106896551717,4207.5799999999999,4797.3500000000004,261
周一至周五,20.166666666666668,4416.3061835249064,4226.3053,4809.3999999999996,261
周一至周五,20.333333333333332,4422.9154176245229,4239.0164999999997,4846.3032000000003,261
周一至周五,20.5,4428.2450574712611,4230.5799999999999,4852.5100000000002,261
周一至周五,20.666666666666668,4427.5778030651381,4239.1184000000003,4855.8648999999996,261
周一至周五,20.833333333333332,4424.0501065134104,4218.9560000000001,4820.9727999999996,261
周一至周五,21,4434.471800766285,4254.6300000000001,4824.2799999999997,261
周一至周五,21.166666666666668,4465.3079528735616,4289.1291000000001,4921.4645,261
周一至周五,21.333333333333332,4442.8490574712632,4269.9799999999996,4827.5711000000001,261
周一至周五,21.5,4452.5554789272055,4265.5200000000004,4826.6000000000004,261
周一至周五,21.666666666666668,4568.5675712643679,4411.0996999999998,4907.7101000000002,261
周一至周五,21.833333333333332,4149.3424950191584,3943.1134999999999,4480.7586000000001,261
周一至周五,22,3440.877509578545,3176.9499999999998,3704.6900000000001,261
周一至周五,22.166666666666668,3390.1424620689659,3134.9823999999999,3661.9443999999999,261
周一至周五,22.333333333333332,3499.0351536398462,3256.6950999999999,3756.3836999999999,261
周一至周五,22.5,3459.8320306513397,3190.9400000000001,3708.27,261
周一至周五,22.666666666666668,3468.3628643678153,3218.8775000000001,3691.0596,261
周一至周五,22.833333333333332,3484.5716145593874,3246.7429999999999,3759.9998000000001,261
周一至周五,23,3481.7609195402279,3243.6399999999999,3779.75,261
周一至周五,23.166666666666668,3495.3805605363982,3277.9919,3719.2817,261
周一至周五,23.333333333333332,3497.7500720306512,3286.2446,3693.3391000000001,261
周一至周五,23.5,3498.3674329501928,3299.8000000000002,3727.8299999999999,261
周一至周五,23.666666666666668,3523.4506904214568,3313.2024000000001,3771.7186999999999,261
周一至周五,23.833333333333332,3458.8341065134091,3178.3344999999999,3700.6194,261
周一至周五,24,3337.3774329501916,2689.4000000000001,3644.4899999999998,261
周六及周日,0.16666666666666666,3260.4873817307689,2599.2382749999997,3605.1939750000001,104
周六及周日,0.33333333333333331,3210.7483663461535,2579.1922750000003,3567.91255,104
周六及周日,0.5,3232.3147115384609,2589.6875,3569.1400000000003,104
周六及周日,0.66666666666666663,3267.6978471153848,2626.1905500000003,3659.6451999999999,104
周六及周日,0.83333333333333337,3276.8222730769239,2628.8891249999997,3629.4684749999997,104
周六及周日,1,3261.5063461538457,2660.8875000000003,3652.9949999999999,104
周六及周日,1.1666666666666667,3253.0930682692297,2638.0064750000001,3629.81205,104
周六及周日,1.3333333333333333,3259.7452615384627,2644.8704250000001,3631.9653499999999,104
周六及周日,1.5,3270.1027884615378,2672.21,3657.0799999999999,104
周六及周日,1.6666666666666667,3268.3351028846146,2705.9799750000002,3612.4157749999999,104
周六及周日,1.8333333333333333,3272.8589788461531,2678.8089749999999,3660.8058249999999,104
周六及周日,2,3282.6657692307667,2678.7624999999998,3684.6224999999999,104
周六及周日,2.1666666666666665,3281.4818394230774,2655.2114000000001,3632.1527249999999,104
周六及周日,2.3333333333333335,3302.0428384615393,2729.6076499999999,3671.5380749999999,104
周六及周日,2.5,3333.5411538461531,2735.1950000000002,3751.5149999999999,104
周六及周日,2.6666666666666665,3325.8295240384618,2728.4378499999998,3715.9209999999998,104
周六及周日,2.8333333333333335,3296.0646644230774,2758.1626249999999,3710.51125,104
周六及周日,3,3284.3901923076919,2716.3299999999999,3700.355,104
周六及周日,3.1666666666666665,3314.1279913461531,2771.4214999999999,3692.3748000000001,104
周六及周日,3.3333333333333335,3322.8029865384624,2824.2128750000002,3705.2249750000001,104
周六及周日,3.5,3309.8634615384626,2785.2374999999997,3729.6374999999998,104
周六及周日,3.6666666666666665,3333.1260711538466,2819.2371750000002,3747.130525,104
周六及周日,3.8333333333333335,3352.2355288461549,2804.9674,3740.6458000000002,104
周六及周日,4,3348.8975961538458,2848.6375000000003,3709.1999999999998,104
周六及周日,4.166666666666667,3346.0215605769235,2835.8993500000001,3765.2866250000002,104
周六及周日,4.333333333333333,3341.9032096153833,2756.2098999999998,3749.3510249999999,104
周六及周日,4.5,3343.0813461538473,2799.7574999999997,3754.0625,104
周六及周日,4.666666666666667,3361.0737432692313,2777.5825999999997,3721.1048500000002,104
周六及周日,4.833333333333333,3368.9197048076944,2818.0509000000002,3726.4512999999997,104
周六及周日,5,3358.9952884615395,2852.7599999999998,3811.5174999999999,104
周六及周日,5.166666666666667,3352.4291701923084,2813.5106500000002,3780.0733749999999,104
周六及周日,5.333333333333333,3366.0232403846157,2794.2502749999999,3797.7488499999999,104
周六及周日,5.5,3350.1974038461535,2782.415,3765.8975,104
周六及周日,5.666666666666667,3288.1103509615391,2848.2502000000004,3629.8871499999996,104
周六及周日,5.833333333333333,3528.1566836538468,2808.4819499999999,4065.3348999999998,104
周六及周日,6,3927.4386538461531,2775.6149999999998,4875.2199999999993,104
周六及周日,6.166666666666667,3964.06486923077,2783.423425,4976.1397999999999,104
周六及周日,6.333333333333333,3918.5340846153845,2823.947075,4867.7044000000005,104
周六及周日,6.5,3939.4465384615373,2843.6399999999999,4900.6225000000004,104
周六及周日,6.666666666666667,3910.2391942307681,2766.5605500000001,4873.7681000000002,104
周六及周日,6.833333333333333,3997.1752961538459,2954.8405000000002,4898.2740999999996,104
周六及周日,7,4164.6533653846145,3259.5999999999999,4902.6274999999996,104
周六及周日,7.166666666666667,4187.9281240384607,3317.0154750000002,4917.0653499999999,104
周六及周日,7.333333333333333,4182.218029807691,3283.498075,4915.6617750000005,104
周六及周日,7.5,4154.13951923077,3285.9375,4898.2624999999998,104
周六及周日,7.666666666666667,4064.1094307692329,3289.746075,4700.06095,104
周六及周日,7.833333333333333,4435.4549490384607,3260.1495,5435.9802999999993,104
周六及周日,8,5051.5100000000011,3299.3724999999999,6686.3824999999997,104
周六及周日,8.1666666666666661,5115.1217865384615,3292.1557749999997,6785.9458500000001,104
周六及周日,8.3333333333333339,5019.1427942307691,3257.8375249999999,6605.0215250000001,104
周六及周日,8.5,5018.3077884615377,3204.6399999999999,6638.3649999999998,104
周六及周日,8.6666666666666661,4998.9835240384618,3171.83995,6632.2520000000004,104
周六及周日,8.8333333333333339,5140.5039259615387,3513.1434250000002,6615.2066000000004,104
周六及周日,9,5362.6188461538459,3957.6675,6660.0600000000004,104
周六及周日,9.1666666666666661,5367.4744057692305,3955.0244750000002,6619.2401749999999,104
周六及周日,9.3333333333333339,5328.6742711538473,3910.3300749999999,6611.2582250000005,104
周六及周日,9.5,5336.5261538461536,3946.7375000000002,6604.7875000000004,104
周六及周日,9.6666666666666661,5310.3348942307694,3861.0925500000003,6611.1464250000008,104
周六及周日,9.8333333333333339,5301.4823230769234,3859.598,6593.0629499999995,104
周六及周日,10,5319.3198076923081,3943.7125000000001,6596.1050000000005,104
周六及周日,10.166666666666666,5311.8837259615375,3883.29855,6572.3060249999999,104
周六及周日,10.333333333333334,5290.6770644230746,3875.7692499999998,6549.2894249999999,104
周六及周日,10.5,5273.0536538461538,3900.355,6537.5124999999998,104
周六及周日,10.666666666666666,5264.0361288461554,3812.4319249999999,6532.4117750000005,104
周六及周日,10.833333333333334,5262.5368355769224,3781.3369000000002,6531.1437999999998,104
周六及周日,11,5260.4524038461568,3791.3724999999999,6542.9700000000003,104
周六及周日,11.166666666666666,5247.0150769230768,3827.8481499999998,6517.6367749999999,104
周六及周日,11.333333333333334,5224.1442009615366,3805.6495500000001,6461.2625499999995,104
周六及周日,11.5,5217.7975961538459,3796.8275000000003,6487.0725000000002,104
周六及周日,11.666666666666666,5237.3574317307666,3778.8041499999999,6511.3382999999994,104
周六及周日,11.833333333333334,5152.0866038461545,3774.71675,6368.3633,104
周六及周日,12,5009.9167307692296,3792.1925000000001,6099.7875000000004,104
周六及周日,12.166666666666666,4997.9334038461539,3750.3051999999998,6079.8760750000001,104
周六及周日,12.333333333333334,5009.2905615384616,3774.7351250000002,6114.9135249999999,104
周六及周日,12.5,4978.7232692307707,3731.2000000000003,6105.585,104
周六及周日,12.666666666666666,4964.3053057692305,3738.8965250000001,6064.4154749999998,104
周六及周日,12.833333333333334,5041.7095326923063,3746.809675,6180.9625249999999,104
周六及周日,13,5151.0287500000022,3669.4125000000004,6425.7150000000001,104
周六及周日,13.166666666666666,5151.6675548076937,3712.0048749999996,6435.6646249999994,104
周六及周日,13.333333333333334,5130.6472201923089,3699.7419500000001,6356.9333500000002,104
周六及周日,13.5,5133.5718269230756,3734.4124999999999,6341.7875000000004,104
周六及周日,13.666666666666666,5120.3075951923092,3716.5104000000001,6344.8224250000003,104
周六及周日,13.833333333333334,5106.4986182692292,3661.5286000000001,6359.9202000000005,104
周六及周日,14,5107.988942307692,3692.1000000000004,6362.8250000000007,104
周六及周日,14.166666666666666,5118.7416692307688,3641.3483500000002,6338.2160750000003,104
周六及周日,14.333333333333334,5106.7561701923078,3613.5107250000001,6330.0197750000007,104
周六及周日,14.5,5083.5954807692315,3605.8225000000002,6297.3199999999997,104
周六及周日,14.666666666666666,5092.4839182692331,3638.4929750000001,6271.9844499999999,104
周六及周日,14.833333333333334,5104.659527884618,3602.0498000000002,6298.4041999999999,104
周六及周日,15,5094.0807692307681,3599.3024999999998,6350.7749999999996,104
周六及周日,15.166666666666666,5066.8116961538481,3624.1792500000001,6232.0260500000004,104
周六及周日,15.333333333333334,5069.2373730769259,3575.7511500000001,6236.33745,104
周六及周日,15.5,5088.4250000000011,3583.9400000000001,6254.2250000000004,104
周六及周日,15.666666666666666,5071.8353663461521,3531.2956749999998,6267.6907999999994,104
周六及周日,15.833333333333334,5081.1652163461513,3522.5596500000001,6245.7657749999998,104
周六及周日,16,5116.5146153846154,3575.9349999999999,6308.7224999999999,104
周六及周日,16.166666666666668,5107.8268875000003,3604.2660000000001,6277.4430750000001,104
周六及周日,16.333333333333332,5069.3334682692312,3575.26235,6235.9825250000004,104
周六及周日,16.5,5065.8273076923069,3545.9200000000001,6198.6450000000004,104
周六及周日,16.666666666666668,5118.1508403846146,3623.2140749999999,6247.519225,104
周六及周日,16.833333333333332,4975.2637057692327,3282.8238500000002,6282.8669,104
周六及周日,17,4724.6319230769241,2786.3850000000002,6268.7700000000004,104
周六及周日,17.166666666666668,4719.5678019230782,2775.2673750000004,6235.3204000000005,104
周六及周日,17.333333333333332,4761.8388557692306,2843.9496749999998,6202.2940499999995,104
周六及周日,17.5,4789.1072115384613,2813.8149999999996,6291.9674999999997,104
周六及周日,17.666666666666668,4863.6550278846162,2823.4304999999999,6440.1480499999998,104
周六及周日,17.833333333333332,4472.5158663461516,2824.774825,5679.5775249999997,104
周六及周日,18,3849.3648076923082,2819.4350000000004,4440.9850000000006,104
周六及周日,18.166666666666668,3806.6167403846143,2835.9614750000001,4319.2858999999999,104
周六及周日,18.333333333333332,3918.0588451923072,2876.7417249999999,4507.0261,104
周六及周日,18.5,3903.431923076922,2868.4475000000002,4397.0225,104
周六及周日,18.666666666666668,3908.1723509615395,2871.00765,4510.6623749999999,104
周六及周日,18.833333333333332,3920.1239750000004,2852.8968500000001,4512.2118499999997,104
周六及周日,19,3913.1607692307707,2823.0149999999999,4485.5699999999997,104
周六及周日,19.166666666666668,3896.9912711538473,2800.6834749999998,4433.6563999999998,104
周六及周日,19.333333333333332,3901.0572086538459,2791.9092250000003,4433.4607500000002,104
周六及周日,19.5,3926.7887500000002,2867.9075000000003,4445.1200000000008,104
周六及周日,19.666666666666668,3943.8910163461519,2883.7503500000003,4479.1336749999991,104
周六及周日,19.833333333333332,3927.9864384615398,2843.7925249999998,4440.2805750000007,104
周六及周日,20,3910.6973076923086,2836.1224999999999,4435.4049999999997,104
周六及周日,20.166666666666668,3945.7309048076922,2904.9593249999998,4458.3913250000005,104
周六及周日,20.333333333333332,3962.4171211538446,2888.8034749999997,4455.456725,104
周六及周日,20.5,3947.8349038461529,2886.5675000000001,4522.1899999999996,104
周六及周日,20.666666666666668,3958.4838403846147,2891.8607000000002,4451.9078499999996,104
周六及周日,20.833333333333332,3971.8832355769223,2919.7883750000001,4471.2166999999999,104
周六及周日,21,3969.6545192307685,2948.9524999999999,4536.5024999999996,104
周六及周日,21.166666666666668,3958.7085624999986,2982.9419750000002,4517.4398249999995,104
周六及周日,21.333333333333332,3949.6783451923061,2934.1603500000001,4493.4225999999999,104
周六及周日,21.5,3996.7278846153849,2922.8775000000001,4517.9300000000003,104
周六及周日,21.666666666666668,4078.0663884615392,2967.011125,4565.7183249999998,104
周六及周日,21.833333333333332,3731.0628144230764,2776.0522249999999,4168.1003249999994,104
周六及周日,22,3166.6517307692297,2466.2024999999999,3491.6725000000001,104
周六及周日,22.166666666666668,3106.7441846153843,2400.1074750000002,3531.893975,104
周六及周日,22.333333333333332,3196.9313490384625,2479.8394749999998,3619.7447000000002,104
周六及周日,22.5,3186.4302884615372,2537.7849999999999,3571.1049999999996,104
周六及周日,22.666666666666668,3181.263492307693,2561.7317750000002,3500.9730999999997,104
周六及周日,22.833333333333332,3189.4585490384607,2521.48405,3517.6529499999997,104
周六及周日,23,3192.1533653846154,2526.9300000000003,3514.665,104
周六及周日,23.166666666666668,3185.1316538461538,2542.3845499999998,3553.2367749999999,104
周六及周日,23.333333333333332,3211.3715980769234,2548.3370749999999,3593.2175499999998,104
周六及周日,23.5,3230.2808653846146,2550.8274999999999,3559.1224999999999,104
周六及周日,23.666666666666668,3194.3948192307703,2493.7434499999999,3573.2659999999996,104
周六及周日,23.833333333333332,3389.4381538461535,2919.0647250000002,3682.4458249999998,104
周六及周日,24,3714.1292307692306,3414.7950000000001,3850.2775000000001,104
