month,hour,mean_pv_kw,n_days
7,1.3333333333333333,0,31
7,1.5,0,31
7,1.6666666666666667,0,31
7,1.8333333333333333,0,31
7,2,0,31
7,2.1666666666666665,0,31
7,2.3333333333333335,0,31
7,2.5,0,31
7,2.6666666666666665,0,31
7,2.8333333333333335,0,31
7,3,0,31
7,3.1666666666666665,0.00067419354838709671,31
7,3.3333333333333335,3.5483870967741938e-05,31
7,3.5,0,31
7,3.6666666666666665,0.012135483870967743,31
7,3.8333333333333335,0.0015967741935483872,31
7,4,0,31
7,4.166666666666667,0.16913225806451615,31
7,4.333333333333333,0.022206451612903223,31
7,4.5,0,31
7,4.666666666666667,2.3557193548387101,31
7,4.833333333333333,0.30930645161290321,31
7,5,0.0024193548387096775,31
7,5.166666666666667,72.368496774193574,31
7,5.333333333333333,220.0489483870968,31
7,5.5,420.83104838709687,31
7,5.666666666666667,634.47276451612913,31
7,5.833333333333333,861.64321935483861,31
7,6,1100.7024193548389,31
7,6.166666666666667,1341.6507645161287,31
7,6.333333333333333,1591.1661774193551,31
7,6.5,1853.1096774193552,31
7,6.666666666666667,2122.0521161290326,31
7,6.833333333333333,2385.1955838709678,31
7,7,2657.3927419354836,31
7,7.166666666666667,2960.6214612903232,31
7,7.333333333333333,3231.4305935483867,31
7,7.5,3469.5096774193553,31
7,7.666666666666667,3737.1693677419357,31
7,7.833333333333333,4009.1495290322578,31
7,8,4265.3370967741948,31
7,8.1666666666666661,4511.1936096774207,31
7,8.3333333333333339,4743.3620903225792,31
7,8.5,4973.4955645161299,31
7,8.6666666666666661,5219.0832838709684,31
7,8.8333333333333339,5453.3438516129027,31
7,9,5694.4887096774191,31
7,9.1666666666666661,5986.8261774193561,31
7,9.3333333333333339,6257.0262322580647,31
7,9.5,6469.6802419354844,31
7,9.6666666666666661,6654.145458064515,31
7,9.8333333333333339,6827.6014419354851,31
7,10,7016.0685483870948,31
7,10.166666666666666,7224.9485741935505,31
7,10.333333333333334,7334.6061354838712,31
7,10.5,7375.2048387096756,31
7,10.666666666666666,7502.9617741935472,31
7,10.833333333333334,7656.2761645161272,31
7,11,7779.8104838709678,31
7,11.166666666666666,7879.8640387096757,31
7,11.333333333333334,7958.0908774193549,31
7,11.5,8006.1629032258061,31
7,11.666666666666666,8018.556587096773,31
7,11.833333333333334,8032.6188258064503,31
7,12,8076.6169354838694,31
7,12.166666666666666,8143.5286870967748,31
7,12.333333333333334,8166.7648967741934,31
7,12.5,8111.5717741935468,31
7,12.666666666666666,8001.923125806451,31
7,12.833333333333334,7907.9090258064507,31
7,13,7847.8620967741945,31
7,13.166666666666666,7775.0012451612902,31
7,13.333333333333334,7637.8134322580636,31
7,13.5,7489.4298387096778,31
7,13.666666666666666,7426.2420290322589,31
7,13.833333333333334,7305.1722032258058,31
7,14,7105.0052419354834,31
7,14.166666666666666,6937.9881064516139,31
7,14.333333333333334,6724.1533838709684,31
7,14.5,6458.1096774193556,31
7,14.666666666666666,6228.5096903225813,31
7,14.833333333333334,6003.7879838709678,31
7,15,5770.155241935483,31
7,15.166666666666666,5544.0815290322589,31
7,15.333333333333334,5270.8637806451607,31
7,15.5,4981.8931451612907,31
7,15.666666666666666,4767.054438709677,31
7,15.833333333333334,4537.0825161290331,31
7,16,4261.1612903225814,31
7,16.166666666666668,3994.6375903225817,31
7,16.333333333333332,3721.20180967742,31
7,16.5,3433.4189516129036,31
7,16.666666666666668,3148.4126387096771,31
7,16.833333333333332,2869.9584419354837,31
7,17,2601.8528225806458,31
7,17.166666666666668,2345.1886483870962,31
7,17.333333333333332,2077.1889000000001,31
7,17.5,1805.5560483870966,31
7,17.666666666666668,1561.4444903225801,31
7,17.833333333333332,1324.8095451612899,31
7,18,1083.828629032258,31
7,18.166666666666668,848.13818064516124,31
7,18.333333333333332,627.03374838709669,31
7,18.5,418.44072580645161,31
7,18.666666666666668,220.07865161290317,31
7,18.833333333333332,72.725129032258039,31
7,19,0.0024193548387096775,31
7,19.166666666666668,0.29803870967741936,31
7,19.333333333333332,2.3714225806451603,31
7,19.5,0,31
7,19.666666666666668,0.021396774193548386,31
7,19.833333333333332,0.17025806451612902,31
7,20,0,31
7,20.166666666666668,0.0015032258064516129,31
7,20.333333333333332,0.012216129032258063,31
7,20.5,0,31
7,20.666666666666668,3.5483870967741938e-05,31
7,20.833333333333332,0.0007193548387096774,31
7,21,0,31
7,21.166666666666668,0,31
7,21.333333333333332,0,31
7,21.5,0,31
7,21.666666666666668,0,31
7,21.833333333333332,0,31
7,22,0,31
7,22.166666666666668,0,31
7,22.333333333333332,0,31
7,22.5,0,31
7,22.666666666666668,0,31
7,22.833333333333332,0,31
7,23,0,31
7,23.166666666666668,0,31
7,23.333333333333332,0,31
7,23.5,0,31
7,23.666666666666668,0,31
7,23.833333333333332,0,31
7,24,0,31
10,0.16666666666666666,0,31
10,0.33333333333333331,0,31
10,0.5,0,31
10,0.66666666666666663,0,31
10,0.83333333333333337,0,31
10,1,0,31
10,1.1666666666666667,0,31
10,1.3333333333333333,0,31
10,1.5,0,31
10,1.6666666666666667,0,31
10,1.8333333333333333,0,31
10,2,0,31
10,2.1666666666666665,0,31
10,2.3333333333333335,0,31
10,2.5,0,31
10,2.6666666666666665,0,31
10,2.8333333333333335,0,31
10,3,0,31
10,3.1666666666666665,0,31
10,3.3333333333333335,0,31
10,3.5,0,31
10,3.6666666666666665,0,31
10,3.8333333333333335,0,31
10,4,0,31
10,4.166666666666667,0,31
10,4.333333333333333,0.00036451612903225803,31
10,4.5,0,31
10,4.666666666666667,0.00071612903225806452,31
10,4.833333333333333,0.0071741935483870976,31
10,5,0,31
10,5.166666666666667,0.011458064516129034,31
10,5.333333333333333,0.099999999999999992,31
10,5.5,0,31
10,5.666666666666667,0.15959354838709675,31
10,5.833333333333333,1.392816129032258,31
10,6,0,31
10,6.166666666666667,3.9605387096774192,31
10,6.333333333333333,43.865254838709667,31
10,6.5,172.05362903225807,31
10,6.666666666666667,415.82475806451617,31
10,6.833333333333333,718.40640645161284,31
10,7,1039.8907258064519,31
10,7.166666666666667,1372.4656096774193,31
10,7.333333333333333,1718.9160064516127,31
10,7.5,2075.1907258064521,31
10,7.666666666666667,2431.0979741935485,31
10,7.833333333333333,2788.2813322580641,31
10,8,3145.6584677419351,31
10,8.1666666666666661,3498.2406483870968,31
10,8.3333333333333339,3848.551629032258,31
10,8.5,4200.9749999999995,31
10,8.6666666666666661,4552.6615677419359,31
10,8.8333333333333339,4873.9782774193536,31
10,9,5170.0004032258057,31
10,9.1666666666666661,5476.2118967741926,31
10,9.3333333333333339,5784.4766580645146,31
10,9.5,6083.4616935483873,31
10,9.6666666666666661,6373.4163612903212,31
10,9.8333333333333339,6666.4868354838709,31
10,10,6937.2036290322594,31
10,10.166666666666666,7147.120177419356,31
10,10.333333333333334,7364.1234032258089,31
10,10.5,7597.6064516129027,31
10,10.666666666666666,7781.4917064516148,31
10,10.833333333333334,7892.5862935483874,31
10,11,7980.30120967742,31
10,11.166666666666666,8118.1454516129043,31
10,11.333333333333334,8235.3960129032275,31
10,11.5,8296.2072580645145,31
10,11.666666666666666,8332.4889354838706,31
10,11.833333333333334,8360.4238709677411,31
10,12,8384.0116935483893,31
10,12.166666666666666,8396.3430612903212,31
10,12.333333333333334,8377.6523774193556,31
10,12.5,8326.0016129032247,31
10,12.666666666666666,8251.7491354838694,31
10,12.833333333333334,8132.3269677419357,31
10,13,7975.9669354838725,31
10,13.166666666666666,7817.7252258064518,31
10,13.333333333333334,7643.8682322580653,31
10,13.5,7449.8745967741934,31
10,13.666666666666666,7251.7109161290318,31
10,13.833333333333334,7058.3944870967753,31
10,14,6842.0129032258064,31
10,14.166666666666666,6565.7982612903224,31
10,14.333333333333334,6293.9930096774215,31
10,14.5,6039.6290322580635,31
10,14.666666666666666,5755.7355903225816,31
10,14.833333333333334,5461.1017225806463,31
10,15,5154.9810483870988,31
10,15.166666666666666,4816.3859612903207,31
10,15.333333333333334,4488.360716129032,31
10,15.5,4178.4326612903233,31
10,15.666666666666666,3851.3783322580643,31
10,15.833333333333334,3508.3861612903233,31
10,16,3153.4306451612906,31
10,16.166666666666668,2786.8621032258061,31
10,16.333333333333332,2421.8229000000001,31
10,16.5,2068.7903225806454,31
10,16.666666666666668,1728.2904516129038,31
10,16.833333333333332,1385.6679419354837,31
10,17,1042.2870967741937,31
10,17.166666666666668,716.20610645161298,31
10,17.333333333333332,414.61111612903221,31
10,17.5,172.49153225806455,31
10,17.666666666666668,44.325432258064509,31
10,17.833333333333332,3.9030580645161286,31
10,18,0,31
10,18.166666666666668,1.4394000000000005,31
10,18.333333333333332,0.16776451612903229,31
10,18.5,0,31
10,18.666666666666668,0.1033483870967742,31
10,18.833333333333332,0.012045161290322581,31
10,19,0,31
10,19.166666666666668,0.0074225806451612905,31
10,19.333333333333332,0.00080322580645161303,31
10,19.5,0,31
10,19.666666666666668,0.00040000000000000002,31
10,19.833333333333332,0,31
10,20,0,31
10,20.166666666666668,0,31
10,20.333333333333332,0,31
10,20.5,0,31
10,20.666666666666668,0,31
10,20.833333333333332,0,31
10,21,0,31
10,21.166666666666668,0,31
10,21.333333333333332,0,31
10,21.5,0,31
10,21.666666666666668,0,31
10,21.833333333333332,0,31
10,22,0,31
10,22.166666666666668,0,31
10,22.333333333333332,0,31
10,22.5,0,31
10,22.666666666666668,0,31
10,22.833333333333332,0,31
10,23,0,31
10,23.166666666666668,0,31
10,23.333333333333332,0,31
10,23.5,0,31
10,23.666666666666668,0,31
10,23.833333333333332,0,31
10,24,0,31
