date,interval,timestamp,slot,weekday,weekday_name,month,day_of_year,grid,charge_cap,discharge_cap,soc_reserve_kwh,net_kwh,initial_soc,price,charge,discharge,emergency,unused,soc,planned_cost,emergency_cost,predicted_load_kw,predicted_pv_kw,hour_right,hour_center,Z_real_kwh,Z_forecast_kwh
2025-03-20,04:20-04:30,2025-03-20 04:30:00,27,4,星期四,3,79,632.45464094537465,80.639756225811539,27.496705916139955,1080.6181713003523,585.58500000000004,8609.1152276939611,0.43640000000000001,46.869640945374613,0,0,0,10167.75491231741,276.00320530856152,0,3571.9491329355101,0,4.5,4.416666666666667,585.58500000000004,595.32485548925172
2025-03-20,04:30-04:40,2025-03-20 04:40:00,28,4,星期四,3,79,648.42999754090033,77.967620386953286,43.055021670456391,1073.2391001395533,599.72513333333336,8609.1152276939611,0.43930000000000002,48.70486420756697,0,0,0,10211.589290104221,284.85529791971754,0,3649.8337463537387,0.015157142857142857,4.666666666666667,4.583333333333333,599.72513333333336,608.30309820181355
2025-03-20,04:40-04:50,2025-03-20 04:50:00,29,4,星期四,3,79,641.49587110404877,73.720433039859358,40.643191359942549,1091.1050137742411,616.73931666666658,8609.1152276939611,0.44219999999999998,24.756554437382192,0,0,0,10233.870189097865,283.66947420221038,0,3635.5122440356322,0,4.833333333333333,4.75,616.73931666666658,605.91870733927203
2025-03-20,04:50-05:00,2025-03-20 05:00:00,30,4,星期四,3,79,630.48832267008822,69.022181678690458,32.777371686061095,1113.004732034268,625.59500000000003,8609.1152276939611,0.4395,4.893322670088196,0,0,0,10238.274179500944,277.09961781350376,0,3611.9141572852468,0,5,4.916666666666667,625.59500000000003,601.98569288087447
2025-03-20,05:00-05:10,2025-03-20 05:10:00,31,4,星期四,3,79,637.2000936793321,84.826118979320654,13.193217286367437,1112.1861867951018,619.43391666666662,8609.1152276939611,0.43330000000000002,17.76617701266548,0,0,0,10254.263738812344,276.09880059125459,0,3581.1984499897626,0.21094285714285713,5.166666666666667,5.083333333333333,619.43391666666662,596.8312511887699
2025-03-20,05:10-05:20,2025-03-20 05:20:00,32,4,星期四,3,79,620.97133886769006,84.524022960528555,81.802398469752234,1095.2559256506381,617.84439999999995,8609.1152276939611,0.44390000000000002,3.1269388676901144,0,0,0,10257.077983793264,275.64917732336761,0,3575.018069781353,0,5.333333333333333,5.25,617.84439999999995,595.83634496355887
2025-03-20,05:20-05:30,2025-03-20 05:30:00,33,4,星期四,3,79,627.07162642976255,57.139344357903269,35.678929472830866,1078.0545112330299,607.11500000000001,8609.1152276939611,0.43009999999999998,19.956626429762537,0,0,0,10275.038947580051,269.70350652744088,0,3615.3806725539703,0,5.5,5.416666666666667,607.11500000000001,602.56344542566171
2025-03-20,05:30-05:40,2025-03-20 05:40:00,34,4,星期四,3,79,1352.9958199910491,833.33333333333326,0,1057.1873608477279,575.43006666666668,8609.1152276939611,0.37130000000000002,583.29005824438752,0,0,194.27569507999488,10800,502.36734796267655,0,3552.6881427686999,2.9378428571428574,5.666666666666667,5.583333333333333,575.43006666666668,591.62504998525958
2025-03-20,05:40-05:50,2025-03-20 05:50:00,35,4,星期四,3,79,683.34509931340187,64.562198701259717,86.06088556242797,1079.8963832680038,671.46311666666656,8609.1152276939611,0.57079999999999997,0,0,0,11.88198264673531,10800,390.05338268808975,0,4015.1411679093699,0,5.833333333333333,5.75,671.46311666666656,669.19019465156168
2025-03-20,05:50-06:00,2025-03-20 06:00:00,36,4,星期四,3,79,104.61894682135318,0,816.23694418255525,1098.566211225135,827.01499999999999,8609.1152276939611,0.90990000000000004,0,722.39605317864675,0,0,9997.3377186903926,95.192779712749257,0,4899.5541254480822,0,6,5.916666666666667,827.01499999999999,816.59235424134704
2025-03-20,06:00-06:10,2025-03-20 06:10:00,37,4,星期四,3,79,74.474846372440027,0,816.23694418255525,1087.1428843457561,791.94993333333343,8609.1152276939611,0.93679999999999997,0,717.47508696089335,0,0,9200.1431776227328,69.768036081701808,0,4899.5541254480822,95.266442857142849,6.166666666666667,6.083333333333333,791.94993333333343,800.71461376515663
2025-03-20,06:10-06:20,2025-03-20 06:20:00,38,4,星期四,3,79,51.76236666363274,0,824.83189604949393,1092.59407600894,709.96331666666674,8609.1152276939611,0.87580000000000002,0,658.200950003034,0,0,8468.8087887304719,45.333480724009554,0,4769.8888466775479,298.39762857142853,6.333333333333333,6.25,709.96331666666674,745.24853635101988
2025-03-20,06:20-06:30,2025-03-20 06:30:00,39,4,星期四,3,79,49.971169142432693,0,753.63417744131334,1122.2948981826896,671.37083333333328,8609.1152276939611,0.87590000000000001,0,621.39966419090058,0,0,7778.3647174072494,43.769747051856797,0,4894.3028717429997,577.34464285714284,6.5,6.416666666666667,671.37083333333328,719.49303814764278
2025-03-20,06:30-06:40,2025-03-20 06:40:00,40,4,星期四,3,79,47.799016868210302,0,689.36311018918991,1105.1197194514586,629.04486666666662,8609.1152276939611,0.86009999999999998,0,581.24584979845633,0,0,7132.5359954089645,41.111934408347679,0,4761.1316603828054,873.8172571428571,6.666666666666667,6.583333333333333,629.04486666666662,647.88573387332474
2025-03-20,06:40-06:50,2025-03-20 06:50:00,41,4,星期四,3,79,158.4236979092299,0,502.04802921272289,1103.9282786513481,586.1559166666666,8609.1152276939611,0.84419999999999995,0,427.73221875743673,0,0,6657.2779745673679,133.74128577497189,0,4740.3004240046903,1180.4309285714287,6.833333333333333,6.75,586.1559166666666,593.31158257221023
2025-03-20,06:50-07:00,2025-03-20 07:00:00,42,4,星期四,3,79,494.26271309071581,62.3201854589338,118.25294421217261,1159.816495784434,531.18208333333325,8609.1152276939611,0.83340000000000003,0,36.919370242617447,0,0,6616.2564520755705,411.91854508980259,0,4758.3356698236475,1499.625,7,6.916666666666667,531.18208333333325,543.11844497060792
2025-03-20,07:00-07:10,2025-03-20 07:10:00,43,4,星期四,3,79,423.31035046758012,29.451739668943866,141.65509917618732,1178.6062106504569,446.57550000000003,8609.1152276939611,0.80920000000000003,0,23.265149532419912,0,0,6590.4062859284368,342.54273559836582,0,4719.3234779892518,1823.3617428571429,7.166666666666667,7.083333333333333,446.57550000000003,482.66028918868483
2025-03-20,07:10-07:20,2025-03-20 07:20:00,44,4,星期四,3,79,470.79713142667777,91.867349239098701,79.565153500533597,1185.8855222640675,401.24161666666657,8609.1152276939611,0.79720000000000002,69.555514760011192,0,0,0,6653.0062492124471,375.31947317334755,0,4882.7496948890994,2117.2421571428572,7.333333333333333,7.25,401.24161666666657,460.91792295770705
2025-03-20,07:20-07:30,2025-03-20 07:30:00,45,4,星期四,3,79,439.3153171674951,143.6697843646424,71.14093304266342,1226.8300274532191,369.57708333333323,8609.1152276939611,0.76439999999999997,69.738233834161861,0,0,0,6715.7706596631924,335.81262844283322,0,4923.6244591811937,2390.860714285714,7.5,7.416666666666667,369.57708333333323,422.12729081591328
2025-03-20,07:30-07:40,2025-03-20 07:40:00,46,4,星期四,3,79,428.23724140688512,223.44423507079429,17.793989744940852,1278.4339645784607,280.6902,8609.1152276939611,0.68989999999999996,147.54704140688511,0,0,0,6848.5629969293886,295.44087284661003,0,4635.3627727554012,2691.167271428571,7.666666666666667,7.583333333333333,280.6902,324.03258355447173
2025-03-20,07:40-07:50,2025-03-20 07:50:00,47,4,星期四,3,79,41.45640977143097,0,465.97452163301898,1333.5198053609504,334.57806666666659,8609.1152276939611,0.85999999999999999,0,293.12165689523562,0,0,6522.8722670457937,35.652512403430634,0,5364.3697257989297,3012.2875285714285,7.833333333333333,7.75,334.57806666666659,392.01369953791686
2025-03-20,07:50-08:00,2025-03-20 08:00:00,48,4,星期四,3,79,44.264741164545526,0,568.7789369007852,1350.0193120839979,488.17958333333337,8609.1152276939611,1.1617,0,443.91484216878786,0,0,6029.6335535249182,51.422349810852538,0,6557.4853404382593,3333.3053571428572,8,7.916666666666667,488.17958333333337,537.36333054923364
2025-03-20,08:00-08:10,2025-03-20 08:10:00,49,4,星期四,3,79,43.57000127078684,0,546.00231091337264,1341.3664456186598,482.80385000000001,8609.1152276939611,1.1682999999999999,0,439.23384872921315,0,0,5541.5959438257923,50.902832484660259,0,6620.3331497954296,3640.8331428571432,8.1666666666666661,8.0833333333333339,482.80385000000001,496.58333448971439
2025-03-20,08:10-08:20,2025-03-20 08:20:00,50,4,星期四,3,79,41.182043303363074,0,464.04531471494107,1301.6230103607652,438.37139999999988,8609.1152276939611,1.0955999999999999,0,397.18935669663682,0,0,5100.2744363850852,45.11904664316458,0,6410.815752419765,3955.3236428571431,8.3333333333333339,8.25,438.37139999999988,409.24868492710362
2025-03-20,08:20-08:30,2025-03-20 08:30:00,51,4,星期四,3,79,39.586997795702572,0,410.98668297434659,1310.0918047132611,411.15750000000008,8609.1152276939611,1.0849,0,371.5705022042975,0,0,4687.4183228247548,42.947933908557722,0,6506.1728946191488,4273.9660714285719,8.5,8.4166666666666661,411.15750000000008,372.03447053176279
2025-03-20,08:30-08:40,2025-03-20 08:40:00,52,4,星期四,3,79,39.391798579642099,0,409.90277804698638,1335.0014002092826,332.67218333333324,8609.1152276939611,1.0609999999999999,0,293.28038475369112,0,0,4361.551228653987,41.794698293000266,0,6558.4851389038449,4576.729885714286,8.6666666666666661,8.5833333333333339,332.67218333333324,330.29254219825981
2025-03-20,08:40-08:50,2025-03-20 08:50:00,53,4,星期四,3,79,39.408182046374009,0,410.20032538746455,1363.2160203975084,278.00513333333322,8609.1152276939611,1.0429999999999999,0,238.59695128695921,0,0,4096.4435050018101,41.102733874368091,0,6576.8197118632233,4899.2013142857149,8.8333333333333339,8.75,278.00513333333322,279.60306626291805
2025-03-20,08:50-09:00,2025-03-20 09:00:00,54,4,星期四,3,79,38.607067732923149,0,377.42061524395984,1411.6711448436902,262.82041666666674,8609.1152276939611,1.036,0,224.21334893374359,0,0,3847.3175617420948,39.996922171308384,0,6534.1997217500657,5235.3642857142859,9,8.9166666666666661,262.82041666666674,216.47257267262998
2025-03-20,09:00-09:10,2025-03-20 09:10:00,55,4,星期四,3,79,35.347362060944455,0,266.50234200602046,1430.8959076679625,221.28376666666659,8609.1152276939611,1.0146999999999999,0,185.93640460572215,0,0,3640.7215566246259,35.86696828324034,0,6526.4497186121052,5537.503914285714,9.1666666666666661,9.0833333333333339,221.28376666666659,164.82430072106521
2025-03-20,09:10-09:20,2025-03-20 09:20:00,56,4,星期四,3,79,32.834205167897274,0,201.65097206160499,1407.7050400187952,150.51836666666668,8609.1152276939611,0.99219999999999997,0,117.68416149876941,0,0,3509.9613771815489,32.578098367587671,0,6501.4210255697271,5812.9468999999999,9.3333333333333339,9.25,150.51836666666668,114.74568759495453
2025-03-20,09:20-09:30,2025-03-20 09:30:00,57,4,星期四,3,79,33.831369590756218,0,243.42628490521912,1445.1654876029716,77.185416666666697,8609.1152276939611,0.96999999999999997,0,43.354047075910479,0,0,3461.7902137638707,32.816428503033528,0,6504.3257353688405,6047.3303571428569,9.5,9.4166666666666661,77.185416666666697,76.16589637099726
2025-03-20,09:30-09:40,2025-03-20 09:40:00,58,4,星期四,3,79,32.426543331214432,15.394847632671977,221.51575308747061,1421.7640616575216,36.094750000000047,8609.1152276939611,0.94220000000000004,0,3.668206668785615,0,0,3457.7144285763311,30.552289126670239,0,6482.2403753376429,6209.0768285714285,9.6666666666666661,9.5833333333333339,36.094750000000047,45.527257794369085
2025-03-20,09:40-09:50,2025-03-20 09:50:00,59,4,星期四,3,79,31.919609899743065,16.111504073073014,203.6191159768529,1371.0616156178558,41.25734999999986,8609.1152276939611,0.95689999999999997,0,9.337740100256795,0,0,3447.3391617982679,30.543874713064138,0,6472.0374176487849,6340.4338714285705,9.8333333333333339,9.75,41.25734999999986,21.933924370035736
2025-03-20,09:50-10:00,2025-03-20 10:00:00,60,4,星期四,3,79,30.999845546933404,90.654164672318231,189.5814588507663,1337.940581800593,45.207083333333379,8609.1152276939611,0.99770000000000003,0,14.207237786399975,0,0,3431.5533420356014,30.928545902175458,0,6460.5533670602726,6466.7517857142857,10,9.9166666666666661,45.207083333333379,0
2025-03-20,10:00-10:10,2025-03-20 10:10:00,61,4,星期四,3,79,30.767162815395139,33.57529349176972,194.38789650529966,1285.5314917197227,-16.208749999999931,8609.1152276939611,0.9919,33.57529349176972,0,0,13.400619323625349,3461.7711061781943,30.517948796590439,0,6470.0881659824645,6577.7703142857144,10.166666666666666,10.083333333333334,0,0
2025-03-20,10:10-10:20,2025-03-20 10:20:00,62,4,星期四,3,79,30.620575955058545,49.409731168888811,195.54107493846004,1214.5590802125591,-54.787799999999905,8609.1152276939611,0.95879999999999999,49.409731168888811,0,0,35.998644786169635,3506.2398642301941,29.359008225710131,0,6479.1855899708908,6664.9864000000007,10.333333333333334,10.25,0,0
2025-03-20,10:20-10:30,2025-03-20 10:30:00,63,4,星期四,3,79,29.481259932949872,72.55436574934977,157.08781850221308,1237.0358712880848,-67.577500000000015,8609.1152276939611,0.95489999999999997,72.55436574934977,0,0,24.504394183600112,3571.5387934046089,28.151655109973831,0,6449.5574265353735,6748.033928571429,10.5,10.416666666666666,0,0
2025-03-20,10:30-10:40,2025-03-20 10:40:00,64,4,星期四,3,79,27.839834065501748,71.693208469593827,102.66512807466643,1200.0949797924479,-135.71306666666669,8609.1152276939611,0.9839,71.693208469593827,0,0,91.859692262574612,3636.0626810272433,27.391612737047168,0,6400.785606338829,6871.1159428571418,10.666666666666666,10.583333333333334,0,0
2025-03-20,10:40-10:50,2025-03-20 10:50:00,65,4,星期四,3,79,0,104.08859563298149,85.411406320598616,1087.451770477109,-183.83656666666667,8609.1152276939611,0.79900000000000004,104.08859563298149,0,0,79.747971033685175,3729.7424170969266,0,0,6426.1113670455452,7063.6200857142858,10.833333333333334,10.75,0,0
2025-03-20,10:50-11:00,2025-03-20 11:00:00,66,4,星期四,3,79,658.72488134087428,833.33333333333326,0,973.75766455579867,-163.85000000000005,8609.1152276939611,0.50249999999999995,822.5748813408743,0,0,0,4470.0598103037137,331.00925287378931,0,6433.0913205547567,7262.8178571428571,11,10.916666666666666,0,0
2025-03-20,11:00-11:10,2025-03-20 11:10:00,67,4,星期四,3,79,672.61186051995446,833.33333333333326,0,985.7612465782488,-109.9373833333334,8609.1152276939611,0.4662,782.54924385328786,0,0,0,5174.3541297716729,313.5716493744028,0,6456.7131080468243,7375.108885714285,11.166666666666666,11.083333333333334,0,0
2025-03-20,11:10-11:20,2025-03-20 11:20:00,68,4,星期四,3,79,691.24032055690327,833.33333333333326,0,1055.6411782754578,-109.84115000000004,8609.1152276939611,0.50070000000000003,801.08147055690335,0,0,0,5895.3274532728856,346.10402850284152,0,6456.8973815560512,7526.6685571428579,11.333333333333334,11.25,0,0
2025-03-20,11:20-11:30,2025-03-20 11:30:00,69,4,星期四,3,79,644.32526775624945,833.33333333333326,0,1040.6409607591784,-159.57708333333326,8609.1152276939611,0.48270000000000002,803.90235108958268,0,0,0,6618.8395692535105,311.01580674594163,0,6431.4294138822788,7690.6017857142861,11.5,11.416666666666666,0,0
2025-03-20,11:30-11:40,2025-03-20 11:40:00,70,4,星期四,3,79,675.52575377752555,833.33333333333326,0,939.0185718656079,-180.26761666666667,8609.1152276939611,0.47849999999999998,833.33333333333326,0,0,22.460037110858934,7368.8395692535105,323.23907318254595,0,6449.0533838361234,7694.334771428571,11.666666666666666,11.583333333333334,0,0
2025-03-20,11:40-11:50,2025-03-20 11:50:00,71,4,星期四,3,79,681.45273982587537,833.33333333333326,0,841.44296001610564,-209.23511666666656,8609.1152276939611,0.4662,833.33333333333326,0,0,57.354523159208611,8118.8395692535105,317.69326730682309,0,6287.8684505615802,7616.58252857143,11.833333333333334,11.75,0,0
2025-03-20,11:50-12:00,2025-03-20 12:00:00,72,4,星期四,3,79,657.70820370802801,833.33333333333326,0,792.94562551168906,-275.02166666666665,8609.1152276939611,0.44319999999999998,833.33333333333326,0,0,99.396537041361398,8868.8395692535105,291.49627588339803,0,6046.2930568186293,7557.3375000000005,12,11.916666666666666,0,0
2025-03-20,12:00-12:10,2025-03-20 12:10:00,73,4,星期四,3,79,647.11905385012756,833.33333333333326,0,760.89722840377522,-354.02131666666673,8609.1152276939611,0.44109999999999999,833.33333333333326,0,0,167.80703718346103,9618.8395692535105,285.44421465329128,0,6046.2930568186293,7568.030642857143,12.166666666666666,12.083333333333334,0,0
2025-03-20,12:10-12:20,2025-03-20 12:20:00,74,4,星期四,3,79,599.30962900443717,833.33333333333326,0,684.9827793388564,-372.55679999999995,8609.1152276939611,0.4551,833.33333333333326,0,0,138.53309567110387,10368.83956925351,272.74581215991935,0,6061.5121585215338,7673.791400000001,12.333333333333334,12.25,0,0
2025-03-20,12:20-12:30,2025-03-20 12:30:00,75,4,星期四,3,79,604.31370184653088,833.33333333333326,0,640.01739746118812,-304.28375000000005,8609.1152276939611,0.44629999999999997,479.0671452738772,0,0,429.53030657265373,10800,269.70520513410673,0,6061.5121585215338,7724.8178571428562,12.5,12.416666666666666,0,0
2025-03-20,12:30-12:40,2025-03-20 12:40:00,76,4,星期四,3,79,640.14327844920501,833.33333333333326,0,657.29980249103926,-199.82943333333333,8609.1152276939611,0.4113,0,0,0,839.97271178253834,10800,263.29093042615801,0,6046.2930568186293,7525.6852428571428,12.666666666666666,12.583333333333334,0,0
2025-03-20,12:40-12:50,2025-03-20 12:50:00,77,4,星期四,3,79,230.12110072179249,833.33333333333326,0,587.42150092238512,-173.0982333333333,8609.1152276939611,0.56820000000000004,0,0,0,403.21933405512578,10800,130.75480943012249,0,6061.5121585215338,7359.8861857142847,12.833333333333334,12.75,0,0
2025-03-20,12:50-13:00,2025-03-20 13:00:00,78,4,星期四,3,79,0,449.67593509687077,0,513.05428557851656,-195.73666666666668,8609.1152276939611,0.82789999999999997,0,0,0,195.73666666666668,10800,0,0,6239.1995020918248,7315.2910714285726,13,12.916666666666666,0,0
2025-03-20,13:00-13:10,2025-03-20 13:10:00,79,4,星期四,3,79,0,381.57624819747417,5.1653545888055055,435.07296403522457,-138.07556666666656,8609.1152276939611,0.86360000000000003,0,0,0,138.07556666666656,10800,0,0,6321.945409202488,7207.691414285714,13.166666666666666,13.083333333333334,0,0
2025-03-20,13:10-13:20,2025-03-20 13:20:00,80,4,星期四,3,79,0,289.11968825638615,35.761271898378894,387.23665958309283,-90.30038333333323,8609.1152276939611,0.84160000000000001,0,0,0,90.30038333333323,10800,0,0,6316.035888123728,7035.3372571428563,13.333333333333334,13.25,0,0
