lag,rho,paired_samples
281,0.31592900793629708,52279
282,0.32541598044303144,52278
283,0.33272515915645501,52277
284,0.33933969367212474,52276
285,0.3458143988342165,52275
286,0.3527535259711731,52274
287,0.36144074175010626,52273
288,0.36609210430993527,52272
289,0.36083567711018222,52271
290,0.35151969184405296,52270
291,0.34394327657397261,52269
292,0.33696474484219829,52268
293,0.3300639448743149,52267
294,0.3223436929177258,52266
295,0.31211543040361217,52265
296,0.30080317955721192,52264
297,0.28993666112204569,52263
298,0.27934080036657638,52262
299,0.26908643755906564,52261
300,0.25803738814581134,52260
301,0.24485176955272359,52259
302,0.23085569953159366,52258
303,0.21740034890945822,52257
304,0.20412773948212157,52256
305,0.19079508349521795,52255
306,0.17733334852206475,52254
307,0.16362191911714788,52253
308,0.14991029476309403,52252
309,0.13619137473989898,52251
310,0.12256423588979956,52250
311,0.10942920947634786,52249
312,0.095554064737669017,52248
313,0.07952321169070925,52247
314,0.062559802543827842,52246
315,0.046068554247112724,52245
316,0.029867720110470612,52244
317,0.013664146615083804,52243
318,-0.0028370332420480653,52242
319,-0.01989834586379537,52241
320,-0.03712684897297603,52240
321,-0.054178392964366544,52239
322,-0.071174511596486592,52238
323,-0.088182578985755988,52237
324,-0.10525359992809143,52236
325,-0.12259264151068422,52235
326,-0.14028157953748974,52234
327,-0.15805026999102287,52233
328,-0.1755674830524559,52232
329,-0.19289519786228301,52231
330,-0.21041053627605955,52230
331,-0.22840535473401591,52229
332,-0.24675226330975744,52228
333,-0.2650012577186654,52227
334,-0.28324007813728264,52226
335,-0.30186876707376592,52225
336,-0.31979004971058439,52224
337,-0.33588058003692484,52223
338,-0.3513347250523669,52222
339,-0.36720404202279061,52221
340,-0.38333881054954505,52220
341,-0.39965083265494028,52219
342,-0.4148267081016675,52218
343,-0.42769431942410335,52217
344,-0.43960359717168213,52216
345,-0.45160512526482244,52215
346,-0.46402938537786087,52214
347,-0.47739960913686807,52213
348,-0.48860368004809063,52212
349,-0.49450565715266959,52211
350,-0.49825114650618835,52210
351,-0.50300200947692641,52209
352,-0.50814928117076585,52208
353,-0.51326083280283274,52207
354,-0.51770546104820825,52206
355,-0.52063153887498659,52205
356,-0.52291272625935248,52204
357,-0.52534779666470266,52203
358,-0.52827028199189108,52202
359,-0.53201786270051366,52201
360,-0.534025315189678,52200
361,-0.53189416789992205,52199
362,-0.52821358169864419,52198
363,-0.52533452762642541,52197
364,-0.52272852595291297,52196
365,-0.52028368466646213,52195
366,-0.51726266569232349,52194
367,-0.51267946667841291,52193
368,-0.50757725549413824,52192
369,-0.50262860527817865,52191
370,-0.49804159374725765,52190
371,-0.49438358528667303,52189
372,-0.48844896510370489,52188
373,-0.4770465902513415,52187
374,-0.46350592692813636,52186
375,-0.45101159595274382,52185
376,-0.43895963799668086,52184
377,-0.42706582058495557,52183
378,-0.41415705264932434,52182
379,-0.39881941580258079,52181
380,-0.38256751154551905,52180
381,-0.36669600282773568,52179
382,-0.35087889345271167,52178
383,-0.33529546980518354,52177
384,-0.31917726210603237,52176
385,-0.3013004841878909,52175
386,-0.28258890458805164,52174
387,-0.26419939973722667,52173
388,-0.24590086532129737,52172
389,-0.22755789773785984,52171
390,-0.20958700777662093,52170
391,-0.19209545606571785,52169
392,-0.17468102599163235,52168
393,-0.15716850926309256,52167
394,-0.13961714577284448,52166
395,-0.12193648694054747,52165
396,-0.10440060068111466,52164
397,-0.087305079406410288,52163
398,-0.070270841603610287,52162
399,-0.053143481183720996,52161
400,-0.03610223797422725,52160
401,-0.018985593219991836,52159
402,-0.0020268821909768891,52158
403,0.014359214630128727,52157
404,0.030541790596804261,52156
405,0.046857376470166967,52155
406,0.063385549900877317,52154
407,0.080173079370704337,52153
408,0.096070106682840564,52152
409,0.11005875485587883,52151
410,0.12330661733764353,52150
411,0.13692732943847669,52149
412,0.15064872425275122,52148
413,0.16431345367420286,52147
414,0.17795569427051011,52146
415,0.19139866870651603,52145
416,0.20461277378056836,52144
417,0.21778156205776403,52143
418,0.23130664957052499,52142
419,0.24522203349852881,52141
420,0.25814295709253104,52140
421,0.26910519156402157,52139
422,0.27941976190880813,52138
423,0.29005142727781558,52137
424,0.30092472138254012,52136
425,0.31218090017518424,52135
426,0.32235334680908129,52134
427,0.33011644886445507,52133
428,0.33704177508338912,52132
429,0.34394829460201987,52131
430,0.35149297382369399,52130
431,0.36086317843982801,52129
432,0.36599702009278823,52128
433,0.36083255924675595,52127
434,0.35143561585692867,52126
435,0.34385329509819151,52125
436,0.33690654943892734,52124
437,0.32997432001214377,52123
438,0.32220119209951015,52122
439,0.31196934341948934,52121
440,0.30067003489085292,52120
441,0.28982531149758395,52119
442,0.27925474759698515,52118
443,0.26895556453492164,52117
444,0.25788364173385531,52116
445,0.2448209876635187,52115
446,0.23095276252676863,52114
447,0.21754341111736536,52113
448,0.20430350518655543,52112
449,0.19096219130133432,52111
450,0.17746510778703339,52110
451,0.16378044535321459,52109
452,0.15013635439522738,52108
453,0.13650106490464836,52107
454,0.12292382101333799,52106
455,0.10968311559474307,52105
456,0.095677477602886168,52104
457,0.07970569463161184,52103
458,0.062850836450809675,52102
459,0.046315302412701737,52101
460,0.029954256539277965,52100
461,0.013606878946045502,52099
462,-0.0029135334831604633,52098
463,-0.019867657039803199,52097
464,-0.036995304277887837,52096
465,-0.054039863462045368,52095
466,-0.071077854884226091,52094
467,-0.088126743791325762,52093
468,-0.10523449945062392,52092
469,-0.12255751485215913,52091
470,-0.14011511570094756,52090
471,-0.15777625188514741,52089
472,-0.17533996845310923,52088
473,-0.19273334332951345,52087
474,-0.21030887854218505,52086
475,-0.22837465224666154,52085
476,-0.24661170206317687,52084
477,-0.26472358927948209,52083
478,-0.28305509247766808,52082
479,-0.30172004812178865,52081
480,-0.31951572744625822,52080
481,-0.33563504184335846,52079
482,-0.35124643690906604,52078
483,-0.36710737031510743,52077
484,-0.38308888383919487,52076
485,-0.39938570374109539,52075
486,-0.4146753294973245,52074
487,-0.42756869278206439,52073
488,-0.4394466413917279,52072
489,-0.45142042915591157,52071
490,-0.46381478158582279,52070
491,-0.47726328818192948,52069
492,-0.48862655281487155,52068
493,-0.49459668617212083,52067
494,-0.49829831010603681,52066
495,-0.50294204710258161,52065
496,-0.50801949069037211,52064
497,-0.51324544056559573,52063
498,-0.51781481847809518,52062
499,-0.5206962802343581,52061
500,-0.52301397178453601,52060
501,-0.52557216962003628,52059
502,-0.52845202030862071,52058
503,-0.53213568258587074,52057
504,-0.53419196450881601,52056
505,-0.53208836442798868,52055
506,-0.52842211048003618,52054
507,-0.5256277797470349,52053
508,-0.52311182235348364,52052
509,-0.52071162222633538,52051
510,-0.51781434431299356,52050
511,-0.5133751843980815,52049
512,-0.50810506712688863,52048
513,-0.50282207270354506,52047
514,-0.49813002258003636,52046
515,-0.49446611627769615,52045
516,-0.48853348873026237,52044
517,-0.47726491573517765,52043
518,-0.46383371693668446,52042
519,-0.45138851816261349,52041
520,-0.43940495905487054,52040
521,-0.42743429011889761,52039
522,-0.41444966993765164,52038
523,-0.39925397899274156,52037
524,-0.38300981232140657,52036
525,-0.366922573525712,52035
526,-0.35100267724651801,52034
527,-0.33539513013377142,52033
528,-0.31922536387236033,52032
529,-0.30136368288645282,52031
530,-0.28270546895038329,52030
531,-0.26438938885879676,52029
532,-0.24623172944507007,52028
533,-0.22798539826116793,52027
534,-0.20994703793453492,52026
535,-0.19233763372013735,52025
536,-0.17490527268157677,52024
537,-0.15733060588636236,52023
538,-0.13962628199207036,52022
539,-0.12202786546358417,52021
540,-0.1047247590656819,52020
541,-0.087681414127196114,52019
542,-0.070699170326983682,52018
543,-0.053668874791915427,52017
544,-0.036581366596354123,52016
545,-0.019464484757239688,52015
546,-0.0025753143668229821,52014
547,0.0139127894496902,52013
548,0.030241083132864863,52012
549,0.046555602585522375,52011
550,0.063072882885506137,52010
551,0.079993707498037747,52009
552,0.096045234431728674,52008
553,0.11001995552211025,52007
554,0.12313362989080584,52006
555,0.13665039709661991,52005
556,0.15037278136272969,52004
557,0.16412166277500351,52003
558,0.17779805761193765,52002
559,0.19122577224988538,52001
560,0.20456555268195578,52000
561,0.21787489545968364,51999
562,0.23131966271918389,51998
563,0.24515664087349778,51997
564,0.25820150372257611,51996
565,0.26931706374525177,51995
566,0.27963871385217859,51994
567,0.29012854997287124,51993
568,0.30086336381406631,51992
569,0.31216444124863801,51991
570,0.32248040367140257,51990
571,0.33027611384224725,51989
572,0.33716084479327307,51988
573,0.34409186864755031,51987
574,0.35173949224059997,51986
575,0.36122784901066662,51985
576,0.36642568910579026,51984
577,0.36128918787853948,51983
578,0.35198524356225347,51982
579,0.34451561406457665,51981
580,0.33753722329331409,51980
581,0.33044243329476292,51979
582,0.32257526692906058,51978
583,0.31240450975855755,51977
584,0.30117702222597664,51976
585,0.29032193304331055,51975
586,0.2797250809740558,51974
587,0.26944063154535852,51973
588,0.25843935039836113,51972
589,0.2454386397279312,51971
590,0.2314981451767745,51970
591,0.21795644506646791,51969
592,0.20476280727541518,51968
593,0.19165256184330512,51967
594,0.17826920219685979,51966
595,0.16442615802989932,51965
596,0.15059774717370253,51964
597,0.13692590640805197,51963
598,0.12336794023939547,51962
599,0.11015788901262012,51961
600,0.096211306480529918,51960
601,0.080312669589638591,51959
602,0.063518297323304038,51958
603,0.046994074501114487,51957
604,0.030665385414495053,51956
605,0.014497096256371298,51955
606,-0.0018658335691857026,51954
607,-0.018891122984721301,51953
608,-0.036144397587455419,51952
609,-0.053272628960264072,51951
610,-0.070425702616147348,51950
611,-0.08751815886428195,51949
612,-0.10466177890857616,51948
613,-0.12215382653283577,51947
614,-0.13979213762208847,51946
615,-0.15733626159369693,51945
616,-0.17481587238902802,51944
617,-0.19223874747109426,51943
618,-0.20981634649821473,51942
619,-0.22785161352984326,51941
620,-0.24619206159320017,51940
621,-0.26448188180327448,51939
622,-0.28290006467280904,51938
623,-0.30164676577316818,51937
624,-0.3195292649376954,51936
625,-0.33560985690216222,51935
626,-0.35112299581942458,51934
627,-0.36687233062915398,51933
628,-0.3826972853016834,51932
629,-0.39891164145414637,51931
630,-0.4142417127875655,51930
631,-0.42722498151948585,51929
632,-0.43924786817061201,51928
633,-0.45135828581850129,51927
634,-0.46379614523758483,51926
635,-0.47726881088135042,51925
636,-0.48860085085599997,51924
637,-0.49442575961470281,51923
638,-0.4980525983997427,51922
639,-0.50269822888567284,51921
640,-0.50766099136791432,51920
641,-0.51274606548001578,51919
642,-0.51736329049746732,51918
643,-0.52042834920565439,51917
644,-0.52282874228686793,51916
645,-0.52532848845125879,51915
646,-0.52819108467377562,51914
647,-0.53198329280469814,51913
648,-0.53416380070671965,51912
649,-0.5320589931401053,51911
650,-0.5282770698732181,51910
651,-0.52542243189414317,51909
652,-0.52296741833517446,51908
653,-0.52060566324667068,51907
654,-0.51769012523888802,51906
655,-0.5132757625573654,51905
656,-0.50804961570671481,51904
657,-0.50279427286883371,51903
658,-0.49815175301741205,51902
659,-0.49453668314305127,51901
660,-0.48858297370787607,51900
661,-0.47722453166608997,51899
662,-0.46371144868498332,51898
663,-0.45123271890042621,51897
664,-0.43927273996680472,51896
665,-0.42737104998851572,51895
666,-0.41436325316706141,51894
667,-0.39900692469857879,51893
668,-0.38269862191197268,51892
669,-0.36672440726134409,51891
670,-0.3508973577383161,51890
671,-0.33527538091065956,51889
672,-0.31906061825161974,51888
673,-0.30120708683531111,51887
674,-0.28260528253254652,51886
675,-0.26426597458038353,51885
676,-0.24596122006067528,51884
677,-0.22759876828252476,51883
678,-0.20952980172009794,51882
679,-0.19186072535387363,51881
680,-0.17434124811842644,51880
681,-0.15678666297588112,51879
682,-0.13917771448190036,51878
683,-0.12154011160581711,51877
684,-0.10410723288802493,51876
685,-0.087024937914891701,51875
686,-0.070028377905862055,51874
687,-0.052976102018733651,51873
688,-0.035928410632221158,51872
689,-0.018811676380453352,51871
690,-0.0018300362636468929,51870
691,0.014715610468226645,51869
692,0.030997980607306873,51868
693,0.047225978480837504,51867
694,0.06371085016964366,51866
695,0.080657897253609709,51865
696,0.09667091413701942,51864
697,0.11052950543824079,51863
698,0.12363804620821155,51862
699,0.13724018270809413,51861
700,0.15094742725557925,51860
701,0.1646432880959475,51859
702,0.17835692187801194,51858
703,0.1918580876250163,51857
704,0.20521339164767119,51856
705,0.21848652152813278,51855
706,0.23197329575467776,51854
707,0.24600910960717517,51853
708,0.2591892938659478,51852
709,0.27017414954413271,51851
710,0.2803407625153575,51850
711,0.29093024428478209,51849
712,0.3018567186680407,51848
713,0.31313270119259051,51847
714,0.32332339694302703,51846
715,0.33113377281787487,51845
716,0.33802042858413189,51844
717,0.34487202967734704,51843
718,0.35245281816495588,51842
719,0.36182024466158669,51841
720,0.36707277425979784,51840
721,0.3624176220097175,51839
722,0.35367328182274715,51838
723,0.3466646549158014,51837
724,0.34018759338936971,51836
725,0.33350172631852465,51835
726,0.32605652305313493,51834
727,0.31652315066556502,51833
728,0.3058096085482746,51832
729,0.29524581765910435,51831
730,0.28507699064288788,51830
731,0.27536221538015782,51829
732,0.26485656530725588,51828
733,0.25239805742003318,51827
734,0.23929589040142082,51826
735,0.22665734877979743,51825
736,0.2140560204646034,51824
737,0.20142607835608614,51823
738,0.18876269731930936,51822
739,0.17584670375849215,51821
740,0.16291011291225377,51820
741,0.14994456994568628,51819
742,0.13699787376583716,51818
743,0.12450949651226555,51817
744,0.11138328678016925,51816
745,0.096199516963158857,51815
746,0.079995914898944531,51814
747,0.064162029453956271,51813
748,0.048684757729233294,51812
749,0.033287310687601671,51811
750,0.017557133342839086,51810
751,0.0012014409589928784,51809
752,-0.015299404751248294,51808
753,-0.031557989952137107,51807
754,-0.04783103806341759,51806
755,-0.064237445268463325,51805
756,-0.080346571890142243,51804
757,-0.095869282064132241,51803
758,-0.11118864261635125,51802
759,-0.12664452718495936,51801
760,-0.14204425521833983,51800
761,-0.15728544229935665,51799
762,-0.17289545078489635,51798
763,-0.18934712035314047,51797
764,-0.20620053171869426,51796
765,-0.22280944637214189,51795
766,-0.23950724611494539,51794
767,-0.25672595551131266,51793
768,-0.27287876098390107,51792
769,-0.28649121492549612,51791
770,-0.29908264851936744,51790
771,-0.31208219491927203,51789
772,-0.32535162966163783,51788
773,-0.33884462033223595,51787
774,-0.35147010426622649,51786
775,-0.36211093808674105,51785
776,-0.3718438203961813,51784
777,-0.381547431894941,51783
778,-0.39175478950183429,51782
779,-0.40312011650305063,51781
780,-0.41209504152381465,51780
781,-0.41515175610408794,51779
782,-0.4157964896045272,51778
783,-0.41758096155292779,51777
784,-0.41978209461509303,51776
785,-0.42188043054867702,51775
786,-0.42350584752614895,51774
787,-0.42402306396194078,51773
788,-0.42407938319655814,51772
789,-0.42414332543789524,51771
790,-0.42462388183435934,51770
791,-0.42607367390694617,51769
792,-0.42554782544344433,51768
793,-0.42015688817956637,51767
794,-0.41281059438080397,51766
795,-0.40634352124927969,51765
796,-0.40018526184591546,51764
797,-0.39414798216927849,51763
798,-0.38784411478455255,51762
799,-0.38048118548801713,51761
800,-0.37261520374263313,51760
801,-0.3645959253996629,51759
802,-0.3570602269292123,51758
803,-0.35083806786682248,51757
804,-0.34186248534204955,51756
805,-0.3262047920504737,51755
806,-0.30796840619842775,51754
807,-0.29107951223964246,51753
808,-0.27460009453011625,51752
809,-0.2580263110622727,51751
810,-0.2407146647289585,51750
811,-0.22153363941231469,51749
812,-0.20147795908362418,51748
813,-0.1817372885632681,51747
814,-0.16232018196248527,51746
815,-0.14317616565436359,51745
816,-0.12344506390877613,51744
817,-0.10227330476436976,51743
818,-0.080560179785532593,51742
819,-0.059095214039701367,51741
820,-0.037573700396617921,51740
821,-0.0160469922813095,51739
822,0.0051624177223742237,51738
823,0.026143602025430288,51737
824,0.047107155382849923,51736
825,0.068068458004502924,51735
826,0.089138578137602217,51734
827,0.11036939663945286,51733
828,0.13091155359181611,51732
829,0.15016233052142683,51731
830,0.16907635252320058,51730
831,0.18828652972222704,51729
832,0.20747307517024402,51728
833,0.22668671831821435,51727
834,0.24581383964710968,51726
835,0.26449723136302267,51725
836,0.28297792054049092,51724
837,0.3014803707748126,51723
838,0.32022956752093162,51722
839,0.33945105677231074,51721
840,0.3576929344141232,51720
841,0.37364067415718177,51719
842,0.3888083424310485,51718
843,0.40452098686177518,51717
844,0.42031490249397868,51716
845,0.43605675198764482,51715
846,0.45186936917432546,51714
847,0.46760554243662067,51713
848,0.48330091231905575,51712
849,0.49890633626913877,51711
850,0.51475059617911478,51710
851,0.53121633988022721,51709
852,0.54640449883924147,51708
853,0.55851335618178621,51707
854,0.56937374240737604,51706
855,0.58075372262263358,51705
856,0.59242153600463399,51704
857,0.60431187712190015,51703
858,0.61571518024995542,51702
859,0.62600942807407223,51701
860,0.63608558228555823,51700
861,0.64585035395016066,51699
862,0.65632805230293478,51698
863,0.66911463183381104,51697
864,0.67627793379976653,51696
865,0.670040239719218,51695
866,0.65821112553023831,51694
867,0.64875197826603892,51693
868,0.63993814419192352,51692
869,0.63062252779323569,51691
870,0.62121453878662292,51690
871,0.61100420922382792,51689
872,0.60010958984014839,51688
873,0.58914353323644542,51687
874,0.57865305054698779,51686
875,0.5688973977593772,51685
876,0.55791283329220087,51684
877,0.544000240074342,51683
878,0.52911608924402442,51682
879,0.51492984563915867,51681
880,0.50077731189825248,51680
881,0.486499415499553,51679
882,0.47241360969881124,51678
883,0.45834694665712472,51677
884,0.44413201720330781,51676
885,0.42974244705325626,51675
886,0.41556570890372363,51674
887,0.40194916856384455,51673
888,0.3875160196914188,51672
889,0.37088028950138513,51671
890,0.3532356034598344,51670
891,0.33591346753657431,51669
892,0.31879316404885422,51668
893,0.30176779871551296,51667
894,0.28465780781408678,51666
895,0.2670779181568611,51665
896,0.24925458289584598,51664
897,0.23167605915956113,51663
898,0.21422718148259126,51662
899,0.19653864002447494,51661
900,0.17909174983396034,51660
901,0.16246999917229676,51659
902,0.14607485990624755,51658
903,0.12931708662718652,51657
904,0.11257913692778329,51656
905,0.096122881601630503,51655
906,0.079211588245370487,51654
907,0.061217428875639808,51653
908,0.042808624485445756,51652
909,0.024737377051272567,51651
910,0.0065405990557358632,51650
911,-0.012132199137939158,51649
912,-0.029515214803474438,51648
913,-0.044090568009424465,51647
914,-0.057433142566050976,51646
915,-0.071178518477011954,51645
916,-0.085334755665621945,51644
917,-0.099809120516396163,51643
918,-0.11372623691912616,51642
919,-0.12627790739758732,51641
920,-0.138288118122635,51640
921,-0.15015332379217902,51639
922,-0.16249318446470598,51638
923,-0.1762139578541142,51637
924,-0.18691989456687402,51636
925,-0.19025715990198344,51635
926,-0.19061273005848339,51634
927,-0.19240953989248241,51633
928,-0.19463508471847682,51632
929,-0.1966242003510251,51631
930,-0.19849730585482186,51630
931,-0.19989778899893704,51629
932,-0.2010322241491817,51628
933,-0.2019486783176378,51627
934,-0.20339935228127359,51626
935,-0.20625328849419666,51625
936,-0.20651301926246862,51624
937,-0.20031793984738402,51623
938,-0.19159255909150766,51622
939,-0.18418945741799389,51621
940,-0.17712703759654166,51620
941,-0.16986347945038804,51619
942,-0.16260380780004052,51618
943,-0.15507975594007159,51617
944,-0.14739442591254226,51616
945,-0.13937695605634906,51615
946,-0.13186496418018231,51614
947,-0.12585154273629023,51613
948,-0.11653908330294548,51612
949,-0.099277968110518491,51611
950,-0.078687962375715056,51610
951,-0.059547727698594885,51609
952,-0.04094817740908422,51608
953,-0.02210540574871141,51607
954,-0.0028151762447072765,51606
955,0.017533540102495873,51605
956,0.038405898009893448,51604
957,0.059122180783359866,51603
958,0.079521212368448266,51602
959,0.099518898854787763,51601
960,0.12020683022159594,51600
961,0.14269145666931637,51599
962,0.16597265834405361,51598
