lag,acf,reference_lower,reference_upper
49,0.073631417428043744,-0.033510865209404363,0.033510865209404356
50,0.068427292167883361,-0.033522687589149017,0.033522687589149017
51,0.063592759011881744,-0.033532894506374103,0.033532894506374103
52,0.058855264273174668,-0.033541707593248864,0.033541707593248871
53,0.054231295636930757,-0.033549254646749384,0.033549254646749391
54,0.049847576285257052,-0.033555661082077526,0.033555661082077519
55,0.045671782929432123,-0.033561072712142648,0.033561072712142648
56,0.041725594331151271,-0.033565614967388406,0.033565614967388406
57,0.038001912589385886,-0.033569405731468889,0.033569405731468896
58,0.034425269278499676,-0.033572549769166203,0.03357254976916621
59,0.031022840102245111,-0.033575129619460638,0.033575129619460645
60,0.027897579050782578,-0.033577224564759062,0.033577224564759062
61,0.025061977451800783,-0.033578918583102586,0.033578918583102586
62,0.022424891312186442,-0.033580285669459801,0.033580285669459795
63,0.019905414807621837,-0.03358138015506807,0.033581380155068064
64,0.017506505853737885,-0.033582242496341258,0.033582242496341258
65,0.015286848036255319,-0.033582909496236858,0.033582909496236858
66,0.01334008733629315,-0.03358341807136208,0.033583418071362087
67,0.011726459517154406,-0.033583805356446443,0.033583805356446443
68,0.010425996993946455,-0.033584104612402979,0.033584104612402979
69,0.0093223576220325104,-0.03358434117207678,0.03358434117207678
70,0.0083694160838962434,-0.033584530299405259,0.033584530299405259
71,0.0076555958265019418,-0.033584682736575999,0.033584682736575999
72,0.0072458186712439513,-0.0335848102796103,0.0335848102796103
73,0.0071206609690912682,-0.033584924533793643,0.033584924533793643
74,0.0072853251516185429,-0.033585034874650539,0.033585034874650532
75,0.007682843667224732,-0.033585150377355252,0.033585150377355252
76,0.0082490751669680902,-0.033585278828118764,0.033585278828118764
77,0.0090354635542277701,-0.033585426909832503,0.033585426909832503
78,0.010124758286039957,-0.033585604569841873,0.033585604569841873
79,0.011503802905608599,-0.033585827647224634,0.033585827647224634
80,0.013121542135107273,-0.033586115629509611,0.033586115629509611
81,0.014901372695188479,-0.033586490299046041,0.033586490299046041
82,0.016806962530638202,-0.033586973497606434,0.033586973497606434
83,0.018886684464331088,-0.033587588171040704,0.033587588171040704
84,0.021249713263489137,-0.033588364361744977,0.033588364361744977
85,0.023934930884660841,-0.033589346905197937,0.033589346905197937
86,0.0268250902487688,-0.033590593414612395,0.033590593414612395
87,0.029761518982973776,-0.033592159067241868,0.033592159067241875
88,0.032736021848531215,-0.033594086151202726,0.033594086151202719
89,0.035850824956975606,-0.033596417540122783,0.033596417540122776
90,0.039095588508586958,-0.033599213481695651,0.033599213481695651
91,0.042359566406542259,-0.033602538130210614,0.033602538130210607
92,0.04569058084768185,-0.033606440662783302,0.033606440662783302
93,0.04930845420921199,-0.033610980521450062,0.033610980521450055
94,0.053307775735386309,-0.033616267021813626,0.033616267021813626
95,0.057464607783524711,-0.03362244480355224,0.033622444803552233
96,0.061486644485678678,-0.033629622185828642,0.033629622185828649
97,0.065410436214011783,-0.033637837560589842,0.033637837560589842
98,0.069467955062559622,-0.033647132506105577,0.03364713250610557
99,0.073528870772581828,-0.033657613299553794,0.033657613299553801
100,0.077424146519711204,-0.033669351393421469,0.033669351393421462
101,0.081532299484698117,-0.033682361325533414,0.033682361325533414
102,0.086210954177450227,-0.033696782635589548,0.033696782635589548
103,0.091334266654709353,-0.033712899236334644,0.033712899236334651
104,0.096501032874218462,-0.033730979126042421,0.033730979126042421
105,0.10126434431352874,-0.033751150986803299,0.033751150986803286
106,0.10583628155249566,-0.033773349431711536,0.033773349431711536
107,0.11104101730535215,-0.03379758091884924,0.03379758091884924
108,0.11677616976715502,-0.033824234211076276,0.033824234211076276
109,0.12244843553474191,-0.03385368739577943,0.03385368739577943
110,0.12837293067094166,-0.033886041832720037,0.033886041832720037
111,0.13452999933491627,-0.033921567259319357,0.033921567259319357
112,0.14020295750147235,-0.033960539357657249,0.033960539357657249
113,0.14532982549893803,-0.034002816960335608,0.034002816960335608
114,0.15033390562959412,-0.03404818456022643,0.03404818456022643
115,0.15577992672981028,-0.034096663339504951,0.034096663339504951
116,0.16201832696368987,-0.034148641515287487,0.034148641515287487
117,0.16793927830429492,-0.034204777179661888,0.034204777179661888
118,0.17266821257101864,-0.034264988277525887,0.034264988277525887
119,0.1773694896648389,-0.034328523209842698,0.034328523209842698
120,0.18230823355021405,-0.034395437745969509,0.034395437745969509
121,0.18664541900718248,-0.034465989427291455,0.034465989427291455
122,0.19081809570677688,-0.034539783260148865,0.034539783260148865
123,0.19469737526417366,-0.034616745332056165,0.034616745332056165
124,0.19768239623508624,-0.034696687074309479,0.034696687074309479
125,0.20076336752902671,-0.034778906520788189,0.034778906520788189
126,0.20413291230189784,-0.034863505662977634,0.034863505662977634
127,0.2069756937197611,-0.034950753115031208,0.034950753115031208
128,0.21001023745774747,-0.035040221063018628,0.035040221063018628
129,0.21376748918224431,-0.035132093651077223,0.035132093651077223
130,0.21714629385333414,-0.035227030259035147,0.035227030259035147
131,0.21907407918195221,-0.035324724248643635,0.035324724248643635
132,0.21945684733601167,-0.035423883881661317,0.035423883881661289
133,0.21893794189137772,-0.03552311207445491,0.03552311207445491
134,0.21811607542650971,-0.035621597116597487,0.035621597116597487
135,0.21684483432042442,-0.035719075646354986,0.035719075646354986
136,0.21529017271911094,-0.035815160523379908,0.035815160523379908
137,0.21457136967358853,-0.035909620971087047,0.03590962097108702
138,0.21459700729918649,-0.036003206350251782,0.03600320635025181
139,0.21390644184643998,-0.036096571375198949,0.036096571375198949
140,0.21277675642951543,-0.036189097919412605,0.036189097919412605
141,0.2137942278576048,-0.036280417484050281,0.036280417484050281
142,0.21707724625781397,-0.036372379912608888,0.036372379912608915
143,0.2188311414119824,-0.036466945584593513,0.036466945584593513
144,0.21867108788752759,-0.036562794966060269,0.036562794966060241
145,0.22001931663962151,-0.036658254125357087,0.036658254125357087
146,0.22320500379314134,-0.036754641486365563,0.036754641486365536
147,0.22593654096288338,-0.0368535770350992,0.0368535770350992
148,0.22723953857226376,-0.036954674172087754,0.036954674172087754
149,0.22742683720695733,-0.037056660131251307,0.037056660131251307
150,0.22659770611976221,-0.037158533676175193,0.037158533676175221
151,0.22487253107421162,-0.037259390268210568,0.037259390268210568
152,0.22284558208137839,-0.03735845086902756,0.03735845086902756
153,0.22030285433614943,-0.037455478719843172,0.037455478719843172
154,0.21688667950520998,-0.037550062729049177,0.037550062729049177
155,0.21327400966491686,-0.037641509298130038,0.03764150929813001
156,0.20920346933486458,-0.037729724019625738,0.037729724019625738
157,0.2042826084093291,-0.037814409283075473,0.037814409283075473
158,0.19999183004068088,-0.037894981230431724,0.037894981230431724
159,0.19658175419418272,-0.037972043585448506,0.037972043585448506
160,0.19305673014433347,-0.03804635209211718,0.03804635209211718
161,0.19021644403801397,-0.038117882323919383,0.038117882323919383
162,0.18824211777500741,-0.038187195133108032,0.038187195133108032
163,0.18542749767101563,-0.038254954841466016,0.038254954841466016
164,0.18122040373409859,-0.038320588861796456,0.038320588861796456
165,0.17704345658935805,-0.038383173585756769,0.038383173585756769
166,0.17438004132482407,-0.038442811499678986,0.038442811499678986
167,0.1731180450089197,-0.038500580259873102,0.038500580259873102
168,0.17171250013824341,-0.038557431206649728,0.038557431206649728
169,0.16897954731970707,-0.038613281072667399,0.038613281072667399
170,0.16512318216732294,-0.038667290401563387,0.038667290401563387
171,0.16063858492945865,-0.038718792397055821,0.038718792397055835
172,0.15582794033265085,-0.038767471866622799,0.038767471866622799
173,0.15131061532160367,-0.038813223627457372,0.038813223627457372
174,0.14734346804838558,-0.038856311882627281,0.038856311882627281
175,0.14331547620077334,-0.038897126242988439,0.038897126242988439
176,0.1386163447327925,-0.038935700200826234,0.038935700200826234
177,0.13339745209287432,-0.038971751482330189,0.038971751482330202
178,0.12799139709199781,-0.039005109492904089,0.039005109492904089
179,0.12228990282126589,-0.039035793360167048,0.039035793360167048
180,0.11653511958716603,-0.039063783388664758,0.039063783388664758
181,0.11103940827106085,-0.039089183697831736,0.039089183697831736
182,0.10547634886384688,-0.039112230490336936,0.039112230490336936
183,0.10009874347569582,-0.039133014198907821,0.039133014198907815
184,0.095562852744002072,-0.03915172321608499,0.039151723216084997
185,0.091541319512677674,-0.039168767298835602,0.039168767298835602
186,0.087581475384220023,-0.039184400524534493,0.039184400524534493
187,0.083684241276540242,-0.039198705030684608,0.039198705030684608
188,0.079653800725047144,-0.03921176024952417,0.039211760249524177
189,0.075357275055937242,-0.039223584456361461,0.039223584456361468
190,0.071075848569475811,-0.039234164448610893,0.0392341644486109
191,0.067109113875771148,-0.039243573989825663,0.03924357398982567
192,0.063379161159287808,-0.039251960646758691,0.039251960646758691
193,0.059586156249796726,-0.03925943943218043,0.039259439432180424
194,0.055631515615645985,-0.039266048662991757,0.039266048662991757
195,0.051774642281554921,-0.039271808809842497,0.039271808809842497
196,0.048261994669695669,-0.039276797270513843,0.039276797270513843
197,0.044912937835687186,-0.039281131294719135,0.039281131294719135
198,0.041449297558129303,-0.039284884298658354,0.039284884298658354
199,0.037880976276448569,-0.039288080484552103,0.039288080484552096
200,0.034357322147417949,-0.039290749847252206,0.039290749847252213
201,0.030946533132325864,-0.03929294556740253,0.03929294556740253
202,0.027678769646001352,-0.039294726881073494,0.039294726881073494
203,0.024665329893616143,-0.039296151806838597,0.039296151806838597
204,0.022001431910011061,-0.039297283316865717,0.039297283316865717
205,0.019657324378835352,-0.039298183591919826,0.039298183591919819
206,0.017533281267310404,-0.039298902234897112,0.039298902234897112
207,0.015499913931033947,-0.039299473955241859,0.039299473955241859
208,0.01353973357862717,-0.03929992075218465,0.03929992075218465
209,0.011804307739160174,-0.039300261683979404,0.039300261683979404
210,0.01036421223055457,-0.039300520818336675,0.039300520818336668
211,0.0091439374539300736,-0.039300720580858102,0.039300720580858102
212,0.0081313153602257538,-0.03930087607210514,0.03930087607210514
213,0.0073003497741413641,-0.039300999030879129,0.039300999030879129
214,0.006616021992308126,-0.039301098142373571,0.039301098142373571
215,0.0061171997492351915,-0.039301179543341787,0.039301179543341787
216,0.0058484180634437843,-0.039301249132275194,0.039301249132275194
217,0.0058181387283808336,-0.039301312740157905,0.039301312740157905
218,0.0060464241692925807,-0.039301375691003122,0.039301375691003122
219,0.0064720153265142273,-0.03930144367863566,0.03930144367863566
220,0.0070325100474813102,-0.039301521573883856,0.039301521573883856
221,0.0077838318934109856,-0.039301613545046243,0.039301613545046243
222,0.0087832909532871081,-0.039301726217231631,0.039301726217231631
223,0.0099811296330971268,-0.039301869681234954,0.039301869681234954
224,0.011324778996829652,-0.039302054943079166,0.039302054943079166
225,0.012762998272708326,-0.039302293440518388,0.039302293440518388
226,0.014242275195232185,-0.039302596359633082,0.039302596359633082
227,0.015724092300153123,-0.039302973563595793,0.0393029735635958
228,0.017269845986369835,-0.039303433337210918,0.039303433337210911
229,0.018999290010103358,-0.03930398794274742,0.03930398794274742
230,0.020955405914756579,-0.039304659178751152,0.039304659178751152
231,0.023126792221534152,-0.039305475731856873,0.039305475731856873
232,0.025464577457893614,-0.039306470250826231,0.039306470250826231
233,0.027868161598760391,-0.039307675961393888,0.039307675961393881
234,0.030344823807632995,-0.039309119977780402,0.039309119977780402
235,0.032921875162388828,-0.039310831991683948,0.039310831991683948
236,0.035547271138133461,-0.039312847045209792,0.039312847045209799
237,0.038396041126171003,-0.039315196168913324,0.039315196168913331
238,0.041680855800498656,-0.039317936721490636,0.039317936721490643
239,0.045172074079994455,-0.039321166000178959,0.039321166000178966
240,0.048570443880915526,-0.03932495856976264,0.039324958569762647
241,0.051874624864721733,-0.039329342791270358,0.039329342791270358
242,0.055193895617011185,-0.039334343211076941,0.039334343211076941
243,0.058700255992245293,-0.039340003254629267,0.039340003254629274
244,0.062486413633627245,-0.039346404302772649,0.039346404302772649
245,0.066265261689728183,-0.039353656455677025,0.039353656455677025
246,0.069622134924286538,-0.039361810678574902,0.039361810678574902
247,0.072555157249247632,-0.039370810021198438,0.039370810021198438
248,0.075358109067890491,-0.03938058124952127,0.039380581249521276
249,0.078012516859411074,-0.039391119307520824,0.039391119307520817
250,0.080523724868360499,-0.039402409695027465,0.039402409695027465
251,0.083412048089035309,-0.039414435093848316,0.039414435093848316
252,0.086873110668939768,-0.039427334568613193,0.039427334568613193
253,0.090481655228101088,-0.039441321972755787,0.039441321972755794
254,0.09376866075272608,-0.03945648992441065,0.039456489924410643
255,0.096309176937996885,-0.039472773440891278,0.039472773440891271
256,0.098378849083135878,-0.039489943985816095,0.039489943985816095
257,0.101089753678426,-0.039507852490247429,0.039507852490247422
258,0.10456046481323235,-0.039526752751587443,0.039526752751587443
259,0.10786355826082401,-0.039546963094568913,0.039546963094568913
260,0.1108074811972439,-0.039568459168971643,0.039568459168971643
261,0.11373755881627676,-0.03959113198397532,0.03959113198397532
262,0.11689046989845908,-0.039615005687159713,0.039615005687159699
263,0.12058647366262583,-0.039640205725489777,0.039640205725489777
264,0.12496771220980929,-0.039667006992458828,0.039667006992458842
265,0.12953417087895322,-0.039695771013530515,0.039695771013530529
266,0.13357157110550227,-0.039726652371242233,0.039726652371242233
267,0.13713124611595504,-0.039759462476213245,0.039759462476213231
268,0.14031025791319923,-0.039794015375602329,0.039794015375602343
269,0.14275987847719307,-0.039830156756078816,0.039830156756078816
270,0.14540835705206523,-0.039867536593516689,0.039867536593516689
271,0.1491400379570855,-0.039906279231623529,0.039906279231623515
272,0.15272798361340809,-0.039946995370728891,0.039946995370728905
273,0.15579705040725481,-0.039989649604097011,0.039989649604097011
274,0.15922537976456461,-0.040033987083480632,0.040033987083480632
275,0.16242164509849352,-0.040080244964411205,0.040080244964411205
276,0.16484264642348179,-0.040128322021300483,0.040128322021300483
277,0.16711920704937561,-0.040177782853113492,0.040177782853113492
278,0.16905858847491495,-0.040228555904717356,0.040228555904717356
279,0.16948108869658451,-0.040280447956785453,0.040280447956785453
280,0.16863774574294252,-0.040332532436874541,0.040332532436874541
281,0.16818393177740845,-0.04038403368091803,0.04038403368091803
282,0.16754381481303846,-0.040435193044422474,0.040435193044422474
283,0.16552840363816773,-0.040485899806732006,0.040485899806732006
284,0.16383824734884378,-0.040535332813643965,0.040535332813643965
285,0.16299317599440635,-0.040583703096566281,0.040583703096566281
286,0.16114581380672865,-0.040631518984993203,0.040631518984993203
287,0.1583868075456685,-0.040678202806741143,0.040678202806741143
288,0.15641124601538997,-0.040723250926684218,0.040723250926684218
