scenario,boundary,time_h,energy_kwh
roundtrip090,108,18.0,10800.0
roundtrip090,109,18.166666666666664,10192.181866730589
roundtrip090,110,18.333333333333332,10192.181866730589
roundtrip090,111,18.5,10192.181866730589
roundtrip090,112,18.666666666666664,10192.181866730589
roundtrip090,113,18.833333333333332,9449.432133374212
roundtrip090,114,19.0,8704.732574748994
roundtrip090,115,19.166666666666664,7959.060686016112
roundtrip090,116,19.333333333333332,7212.18024503435
roundtrip090,117,19.5,6464.3575682873225
roundtrip090,118,19.666666666666664,5714.6527390133815
roundtrip090,119,19.833333333333332,4964.494597236855
roundtrip090,120,20.0,4214.565685454272
roundtrip090,121,20.166666666666664,3462.255525888955
roundtrip090,122,20.333333333333332,2708.2798298164457
roundtrip090,123,20.5,1954.3645332472456
roundtrip090,124,20.666666666666664,1200.0
roundtrip090,125,20.833333333333332,1200.0
roundtrip090,126,21.0,1200.0
roundtrip090,127,21.166666666666664,1200.0
roundtrip090,128,21.333333333333332,1200.0
roundtrip090,129,21.5,1200.0
roundtrip090,130,21.666666666666664,1200.0
roundtrip090,131,21.833333333333332,1200.0
roundtrip090,132,22.0,1990.5694150420948
roundtrip090,133,22.166666666666664,2781.1388300841895
roundtrip090,134,22.333333333333332,2781.1388300841895
roundtrip090,135,22.5,3571.708245126284
roundtrip090,136,22.666666666666664,4362.277660168379
roundtrip090,137,22.833333333333332,4362.277660168379
roundtrip090,138,23.0,5152.847075210474
roundtrip090,139,23.166666666666664,5152.847075210474
roundtrip090,140,23.333333333333332,5152.847075210474
roundtrip090,141,23.5,5943.416490252569
roundtrip090,142,23.666666666666664,6000.0
roundtrip090,143,23.833333333333332,6000.0
roundtrip090,144,24.0,6000.0
eta095,0,0.0,6000.0
eta095,1,0.16666666666666666,6791.666666666667
eta095,2,0.3333333333333333,7583.333333333334
eta095,3,0.5,8375.0
eta095,4,0.6666666666666666,9166.666666666666
eta095,5,0.8333333333333333,9958.333333333332
eta095,6,1.0,9958.333333333332
eta095,7,1.1666666666666665,9958.333333333332
eta095,8,1.3333333333333333,9958.333333333332
eta095,9,1.5,10008.333333333334
eta095,10,1.6666666666666665,10008.333333333334
eta095,11,1.8333333333333333,10008.333333333334
eta095,12,2.0,10008.333333333334
eta095,13,2.1666666666666665,10008.333333333334
eta095,14,2.333333333333333,10008.333333333334
eta095,15,2.5,10008.333333333334
eta095,16,2.6666666666666665,10008.333333333334
eta095,17,2.833333333333333,10008.333333333334
eta095,18,3.0,10008.333333333334
eta095,19,3.1666666666666665,10008.333333333334
eta095,20,3.333333333333333,10008.333333333334
eta095,21,3.5,10008.333333333334
eta095,22,3.6666666666666665,10008.333333333334
eta095,23,3.833333333333333,10008.333333333334
eta095,24,4.0,10008.333333333334
eta095,25,4.166666666666666,10008.333333333334
eta095,26,4.333333333333333,10008.333333333334
eta095,27,4.5,10008.333333333334
eta095,28,4.666666666666666,10008.333333333334
eta095,29,4.833333333333333,10008.333333333334
eta095,30,5.0,10008.333333333334
eta095,31,5.166666666666666,10008.333333333334
eta095,32,5.333333333333333,10008.333333333334
eta095,33,5.5,10008.333333333334
eta095,34,5.666666666666666,10800.0
eta095,35,5.833333333333333,10177.747157894737
eta095,36,6.0,9474.32201754386
eta095,37,6.166666666666666,8784.36903508772
eta095,38,6.333333333333333,8135.417421052633
eta095,39,6.5,7512.833754385966
eta095,40,6.666666666666666,6926.005473684212
eta095,41,6.833333333333333,6368.911052631581
eta095,42,7.0,5839.994508771932
eta095,43,7.166666666666666,5360.580228070177
eta095,44,7.333333333333333,4928.93107017544
eta095,45,7.5,4553.144982456142
eta095,46,7.666666666666666,4254.867543859651
eta095,47,7.833333333333333,3917.3053157894756
eta095,48,8.0,3476.8616842105284
eta095,49,8.166666666666666,3074.8503333333356
eta095,50,8.333333333333332,2749.0015438596515
eta095,51,8.5,2470.454807017546
eta095,52,8.666666666666666,2245.4644912280723
eta095,53,8.833333333333332,2057.5077368421075
eta095,54,9.0,1893.9370877193005
eta095,55,9.166666666666666,1775.7691929824582
eta095,56,9.333333333333332,1707.9830175438617
eta095,57,9.5,1684.2332807017565
eta095,58,9.666666666666666,1700.7861440350898
eta095,59,9.833333333333332,1750.982022368423
eta095,60,10.0,1831.3163182017563
eta095,61,10.166666666666666,1942.450722368423
eta095,62,10.333333333333332,2081.778292368423
eta095,63,10.5,2246.622529868423
eta095,64,10.666666666666666,2437.6001590350897
eta095,65,10.833333333333332,2651.735969868423
eta095,66,11.0,2883.5447573684232
eta095,67,11.166666666666666,3497.83926583334
eta095,68,11.333333333333332,3756.8392225000066
eta095,69,11.5,4026.9441566666733
eta095,70,11.666666666666666,4301.780550000007
eta095,71,11.833333333333332,5093.447216666673
eta095,72,12.0,5885.113883333339
eta095,73,12.166666666666666,6676.780550000005
eta095,74,12.333333333333332,7468.447216666671
eta095,75,12.5,8260.113883333337
eta095,76,12.666666666666666,9051.780550000003
eta095,77,12.833333333333332,9341.104728333336
eta095,78,13.0,9592.386552500002
eta095,79,13.166666666666666,9822.768725000002
eta095,80,13.333333333333332,10034.690529166668
eta095,81,13.5,10223.511880000002
eta095,82,13.666666666666666,10392.003705833335
eta095,83,13.833333333333332,10536.156990833335
eta095,84,14.0,10650.190272500002
eta095,85,14.166666666666666,10733.614000000001
eta095,86,14.333333333333332,10784.557623333334
eta095,87,14.5,10800.0
eta095,88,14.666666666666666,10774.96698245614
eta095,89,14.833333333333332,10704.103807017544
eta095,90,15.0,10704.103807017544
eta095,91,15.166666666666666,10800.0
eta095,92,15.333333333333332,10800.0
eta095,93,15.5,10800.0
eta095,94,15.666666666666666,10800.0
eta095,95,15.833333333333332,10800.0
eta095,96,16.0,10800.0
eta095,97,16.166666666666664,10800.0
eta095,98,16.333333333333332,10800.0
eta095,99,16.5,10800.0
eta095,100,16.666666666666664,10800.0
eta095,101,16.833333333333332,10800.0
eta095,102,17.0,10800.0
eta095,103,17.166666666666664,10800.0
eta095,104,17.333333333333332,10800.0
eta095,105,17.5,10800.0
eta095,106,17.666666666666664,10800.0
eta095,107,17.833333333333332,10800.0
eta095,108,18.0,10800.0
eta095,109,18.166666666666664,10179.718684210526
eta095,110,18.333333333333332,10179.718684210526
eta095,111,18.5,10179.718684210526
eta095,112,18.666666666666664,10179.718684210526
eta095,113,18.833333333333332,9437.998403508771
eta095,114,19.0,8694.330999999998
eta095,115,19.166666666666664,7949.692614035086
eta095,116,19.333333333333332,7203.847350877191
eta095,117,19.5,6457.0611578947355
eta095,118,19.666666666666664,5708.395421052631
eta095,119,19.833333333333332,4959.276999999999
eta095,120,20.0,4210.38749122807
eta095,121,20.166666666666664,3459.120035087719
eta095,122,20.333333333333332,2706.1893508771927
eta095,123,20.5,1953.3189824561402
eta095,124,20.666666666666664,1200.0
eta095,125,20.833333333333332,1200.0
eta095,126,21.0,1200.0
eta095,127,21.166666666666664,1200.0
eta095,128,21.333333333333332,1200.0
eta095,129,21.5,1200.0
eta095,130,21.666666666666664,1200.0
eta095,131,21.833333333333332,1200.0
eta095,132,22.0,1991.6666666666665
eta095,133,22.166666666666664,2783.333333333333
eta095,134,22.333333333333332,2783.333333333333
eta095,135,22.5,3574.9999999999995
eta095,136,22.666666666666664,4366.666666666666
eta095,137,22.833333333333332,4366.666666666666
eta095,138,23.0,5158.333333333332
eta095,139,23.166666666666664,5158.333333333332
eta095,140,23.333333333333332,5158.333333333332
eta095,141,23.5,5949.999999999998
eta095,142,23.666666666666664,6000.0
eta095,143,23.833333333333332,6000.0
eta095,144,24.0,6000.0
