job,date,completed_at,audit_unix,recorded_solver_seconds,calls,original_failed_calls,supplemental_calls,supplemental_seconds,supplemental,old_start_sha,overnight,audit_wall_since_previous_seconds
main,2025-03-08,2026-09-11T23:37:04.567754030+08:00,1789141024.57,241.767812958,3,1,0,0,False,c75415e523d909907569a9824dddde9e2ec1f2e6821fd2b695d3d8fbe1c82e26,False,311.084301
main,2025-03-09,2026-09-11T23:44:08.267440081+08:00,1789141448.27,332.550301,3,2,0,0,False,c75415e523d909907569a9824dddde9e2ec1f2e6821fd2b695d3d8fbe1c82e26,False,423.699686
main,2025-03-10,2026-09-12T01:07:39.165910482+08:00,1789146459.17,282.523323,3,2,0,0,False,05c1e52a9511450e22047fc15e9783dcc4165dc613280daee2bce13553f2f9ee,True,325.819153
main,2025-03-11,2026-09-12T01:13:05.856926918+08:00,1789146785.86,286.505216,3,2,0,0,False,05c1e52a9511450e22047fc15e9783dcc4165dc613280daee2bce13553f2f9ee,True,326.691016
main,2025-03-12,2026-09-12T01:18:45.488499403+08:00,1789147125.49,298.347576,3,2,0,0,False,05c1e52a9511450e22047fc15e9783dcc4165dc613280daee2bce13553f2f9ee,True,339.631572
main,2025-03-13,2026-09-12T01:19:45.677506924+08:00,1789147185.68,52.74468775,3,0,0,0,False,05c1e52a9511450e22047fc15e9783dcc4165dc613280daee2bce13553f2f9ee,True,60.189007
main,2025-03-14,2026-09-12T01:19:53.469499826+08:00,1789147193.47,7.07210308401,3,0,0,0,False,05c1e52a9511450e22047fc15e9783dcc4165dc613280daee2bce13553f2f9ee,True,7.791992
main,2025-03-15,2026-09-12T01:24:20.468694448+08:00,1789147460.47,241.074524208,3,2,0,0,False,05c1e52a9511450e22047fc15e9783dcc4165dc613280daee2bce13553f2f9ee,True,266.999194
main,2025-03-16,2026-09-12T01:29:37.965173244+08:00,1789147777.97,282.816645,3,2,0,0,False,05c1e52a9511450e22047fc15e9783dcc4165dc613280daee2bce13553f2f9ee,True,317.496478
main,2025-03-17,2026-09-12T01:35:06.361263514+08:00,1789148106.36,287.468691,3,2,0,0,False,05c1e52a9511450e22047fc15e9783dcc4165dc613280daee2bce13553f2f9ee,True,328.39609
main,2025-03-18,2026-09-12T01:40:20.000989436+08:00,1789148420,269.37025,3,2,0,0,False,05c1e52a9511450e22047fc15e9783dcc4165dc613280daee2bce13553f2f9ee,True,313.639725
main,2025-03-19,2026-09-12T01:45:03.954571962+08:00,1789148703.95,241.889671875,3,2,0,0,False,05c1e52a9511450e22047fc15e9783dcc4165dc613280daee2bce13553f2f9ee,True,283.953582
main,2025-03-20,2026-09-12T01:45:15.910122633+08:00,1789148715.91,10.96912529,3,0,0,0,False,05c1e52a9511450e22047fc15e9783dcc4165dc613280daee2bce13553f2f9ee,True,11.95555
main,2025-03-21,2026-09-12T01:45:26.481329918+08:00,1789148726.48,9.303540959,3,0,0,0,False,05c1e52a9511450e22047fc15e9783dcc4165dc613280daee2bce13553f2f9ee,True,10.571207
main,2025-03-22,2026-09-12T01:50:15.923902750+08:00,1789149015.92,241.45098775,3,2,0,0,False,05c1e52a9511450e22047fc15e9783dcc4165dc613280daee2bce13553f2f9ee,True,289.442572
main,2025-03-23,2026-09-12T01:55:54.598528385+08:00,1789149354.6,294.710313,3,2,0,0,False,05c1e52a9511450e22047fc15e9783dcc4165dc613280daee2bce13553f2f9ee,True,338.674625
main,2025-03-24,2026-09-12T02:01:13.503439188+08:00,1789149673.5,280.791933,3,2,0,0,False,05c1e52a9511450e22047fc15e9783dcc4165dc613280daee2bce13553f2f9ee,True,318.90491
main,2025-03-25,2026-09-12T02:06:39.322561026+08:00,1789149999.32,283.424995,3,2,0,0,False,05c1e52a9511450e22047fc15e9783dcc4165dc613280daee2bce13553f2f9ee,True,325.819121
main,2025-03-26,2026-09-12T02:11:16.859275818+08:00,1789150276.86,241.526711168,3,2,0,0,False,05c1e52a9511450e22047fc15e9783dcc4165dc613280daee2bce13553f2f9ee,True,277.536714
main,2025-03-27,2026-09-12T02:11:24.593561888+08:00,1789150284.59,6.998128333,3,0,0,0,False,05c1e52a9511450e22047fc15e9783dcc4165dc613280daee2bce13553f2f9ee,True,7.734286
main,2025-03-28,2026-09-12T02:11:33.031756162+08:00,1789150293.03,7.605060916,3,0,0,0,False,05c1e52a9511450e22047fc15e9783dcc4165dc613280daee2bce13553f2f9ee,True,8.438194
main,2025-03-29,2026-09-12T02:16:00.539255381+08:00,1789150560.54,235.852109375,3,1,0,0,False,05c1e52a9511450e22047fc15e9783dcc4165dc613280daee2bce13553f2f9ee,True,267.507499
main,2025-03-30,2026-09-12T02:21:14.223581553+08:00,1789150874.22,277.917037,3,2,0,0,False,05c1e52a9511450e22047fc15e9783dcc4165dc613280daee2bce13553f2f9ee,True,313.684326
main,2025-03-31,2026-09-12T02:24:06.094294786+08:00,1789151046.09,145.855801791,3,1,0,0,False,05c1e52a9511450e22047fc15e9783dcc4165dc613280daee2bce13553f2f9ee,True,171.870713
main,2025-04-01,2026-09-12T02:29:16.856812716+08:00,1789151356.86,270.647915,3,2,0,0,False,05c1e52a9511450e22047fc15e9783dcc4165dc613280daee2bce13553f2f9ee,True,310.762517
main,2025-04-02,2026-09-12T02:32:10.474255323+08:00,1789151530.47,162.02503325,3,1,0,0,False,05c1e52a9511450e22047fc15e9783dcc4165dc613280daee2bce13553f2f9ee,True,173.617442
main,2025-04-03,2026-09-12T02:33:04.339558840+08:00,1789151584.34,46.538714708,3,0,0,0,False,05c1e52a9511450e22047fc15e9783dcc4165dc613280daee2bce13553f2f9ee,True,53.865303
main,2025-04-04,2026-09-12T02:33:11.714765549+08:00,1789151591.71,6.430186042,3,0,0,0,False,05c1e52a9511450e22047fc15e9783dcc4165dc613280daee2bce13553f2f9ee,True,7.375206
main,2025-04-05,2026-09-12T02:37:19.209782839+08:00,1789151839.21,226.294652417,3,1,0,0,False,05c1e52a9511450e22047fc15e9783dcc4165dc613280daee2bce13553f2f9ee,True,247.495017
main,2025-04-06,2026-09-12T02:42:44.595472097+08:00,1789152164.6,282.846525,3,2,0,0,False,05c1e52a9511450e22047fc15e9783dcc4165dc613280daee2bce13553f2f9ee,True,325.385689
main,2025-04-07,2026-09-12T02:47:20.892368555+08:00,1789152440.89,241.406424416,3,2,0,0,False,05c1e52a9511450e22047fc15e9783dcc4165dc613280daee2bce13553f2f9ee,True,276.296896
main,2025-04-08,2026-09-12T02:52:28.204636812+08:00,1789152748.2,274.807371,3,2,0,0,False,05c1e52a9511450e22047fc15e9783dcc4165dc613280daee2bce13553f2f9ee,True,307.312268
main,2025-04-09,2026-09-12T02:57:26.544646263+08:00,1789153046.54,273.456943,3,2,0,0,False,05c1e52a9511450e22047fc15e9783dcc4165dc613280daee2bce13553f2f9ee,True,298.340009
main,2025-04-10,2026-09-12T02:58:17.035579205+08:00,1789153097.04,46.596416125,3,0,0,0,False,05c1e52a9511450e22047fc15e9783dcc4165dc613280daee2bce13553f2f9ee,True,50.490932
main,2025-04-11,2026-09-12T03:00:43.625118494+08:00,1789153243.63,122.823484916,3,1,0,0,False,05c1e52a9511450e22047fc15e9783dcc4165dc613280daee2bce13553f2f9ee,True,146.589539
main,2025-04-12,2026-09-12T03:04:56.203522205+08:00,1789153496.2,225.779321083,3,1,0,0,False,05c1e52a9511450e22047fc15e9783dcc4165dc613280daee2bce13553f2f9ee,True,252.578403
main,2025-04-13,2026-09-12T05:06:09.108319998+08:00,1789160769.11,2273.66309304,6,3,3,1913.59349104,True,96e4e528472b77f854e8b141c19aca36fd32cba8cbbcf1ac0084fc60c0fd8b6a,True,7272.904797
main,2025-04-14,2026-09-12T05:31:16.803233862+08:00,1789162276.8,1424.08726288,6,3,3,1064.00133588,True,96e4e528472b77f854e8b141c19aca36fd32cba8cbbcf1ac0084fc60c0fd8b6a,True,1507.694913
main,2025-04-15,2026-09-12T06:55:34.715340137+08:00,1789167334.72,673.618591125,6,3,3,302.943175125,True,96e4e528472b77f854e8b141c19aca36fd32cba8cbbcf1ac0084fc60c0fd8b6a,True,5057.912106
main,2025-04-16,2026-09-12T07:33:36.092181444+08:00,1789169616.09,2220.179945,6,3,3,1855.055399,True,96e4e528472b77f854e8b141c19aca36fd32cba8cbbcf1ac0084fc60c0fd8b6a,True,2281.376841
main,2025-04-17,2026-09-12T07:42:11.604381323+08:00,1789170131.6,437.279105208,6,3,3,69.823805208,True,96e4e528472b77f854e8b141c19aca36fd32cba8cbbcf1ac0084fc60c0fd8b6a,True,515.512199
main,2025-04-18,2026-09-12T07:44:42.378789186+08:00,1789170282.38,123.404272042,3,1,0,0,False,96e4e528472b77f854e8b141c19aca36fd32cba8cbbcf1ac0084fc60c0fd8b6a,True,150.774407
main,2025-04-19,2026-09-12T07:49:06.274835110+08:00,1789170546.27,240.954820084,3,2,0,0,False,96e4e528472b77f854e8b141c19aca36fd32cba8cbbcf1ac0084fc60c0fd8b6a,True,263.896045
main,2025-04-20,2026-09-12T08:27:35.750345945+08:00,1789172855.75,2226.25060608,6,3,3,1862.66834008,True,96e4e528472b77f854e8b141c19aca36fd32cba8cbbcf1ac0084fc60c0fd8b6a,True,2309.47551
main,2025-04-21,2026-09-12T08:33:09.921035051+08:00,1789173189.92,290.675371,3,2,0,0,False,96e4e528472b77f854e8b141c19aca36fd32cba8cbbcf1ac0084fc60c0fd8b6a,True,334.170689
main,2025-04-22,2026-09-12T08:39:02.922266722+08:00,1789173542.92,291.788406,3,2,0,0,False,96e4e528472b77f854e8b141c19aca36fd32cba8cbbcf1ac0084fc60c0fd8b6a,True,353.001231
main,2025-04-23,2026-09-12T08:51:36.651091814+08:00,1789174296.65,667.708611542,6,3,3,300.301139542,True,96e4e528472b77f854e8b141c19aca36fd32cba8cbbcf1ac0084fc60c0fd8b6a,True,753.728825
main,2025-04-24,2026-09-12T08:58:11.775568724+08:00,1789174691.78,351.262113,3,2,0,0,False,96e4e528472b77f854e8b141c19aca36fd32cba8cbbcf1ac0084fc60c0fd8b6a,True,395.124476
main,2025-04-25,2026-09-12T09:00:33.213145018+08:00,1789174833.21,123.298214291,3,1,0,0,False,96e4e528472b77f854e8b141c19aca36fd32cba8cbbcf1ac0084fc60c0fd8b6a,True,141.437576
main,2025-04-26,2026-09-12T09:05:16.008050679+08:00,1789175116.01,240.925166416,3,2,0,0,False,96e4e528472b77f854e8b141c19aca36fd32cba8cbbcf1ac0084fc60c0fd8b6a,True,282.794905
horizon_1,2025-02-01,2026-09-11T23:21:03.737332582+08:00,1789140063.74,1.138134416,1,0,0,0,False,c75415e523d909907569a9824dddde9e2ec1f2e6821fd2b695d3d8fbe1c82e26,False,
horizon_1,2025-02-02,2026-09-11T23:21:05.059844494+08:00,1789140065.06,1.147890833,1,0,0,0,False,c75415e523d909907569a9824dddde9e2ec1f2e6821fd2b695d3d8fbe1c82e26,False,1.322511
horizon_1,2025-02-03,2026-09-11T23:21:06.501993656+08:00,1789140066.5,1.257067709,1,0,0,0,False,c75415e523d909907569a9824dddde9e2ec1f2e6821fd2b695d3d8fbe1c82e26,False,1.442149
horizon_1,2025-02-04,2026-09-11T23:21:07.948163033+08:00,1789140067.95,1.254817541,1,0,0,0,False,c75415e523d909907569a9824dddde9e2ec1f2e6821fd2b695d3d8fbe1c82e26,False,1.446169
horizon_1,2025-02-05,2026-09-11T23:21:09.513669728+08:00,1789140069.51,1.362535083,1,0,0,0,False,c75415e523d909907569a9824dddde9e2ec1f2e6821fd2b695d3d8fbe1c82e26,False,1.565506
horizon_1,2025-02-06,2026-09-11T23:21:11.108941555+08:00,1789140071.11,1.375660917,1,0,0,0,False,c75415e523d909907569a9824dddde9e2ec1f2e6821fd2b695d3d8fbe1c82e26,False,1.595271
horizon_1,2025-02-07,2026-09-11T23:21:13.611716270+08:00,1789140073.61,2.277114334,1,0,0,0,False,c75415e523d909907569a9824dddde9e2ec1f2e6821fd2b695d3d8fbe1c82e26,False,2.502774
horizon_1,2025-02-08,2026-09-11T23:22:01.108085632+08:00,1789140121.11,44.684189,1,0,0,0,False,c75415e523d909907569a9824dddde9e2ec1f2e6821fd2b695d3d8fbe1c82e26,False,47.496369
horizon_1,2025-02-09,2026-09-11T23:22:02.672544003+08:00,1789140122.67,1.35078825,1,0,0,0,False,c75415e523d909907569a9824dddde9e2ec1f2e6821fd2b695d3d8fbe1c82e26,False,1.564458
horizon_1,2025-02-10,2026-09-11T23:22:04.259576321+08:00,1789140124.26,1.402229166,1,0,0,0,False,c75415e523d909907569a9824dddde9e2ec1f2e6821fd2b695d3d8fbe1c82e26,False,1.587032
horizon_1,2025-02-11,2026-09-11T23:22:06.041808844+08:00,1789140126.04,1.589616458,1,0,0,0,False,c75415e523d909907569a9824dddde9e2ec1f2e6821fd2b695d3d8fbe1c82e26,False,1.782232
horizon_1,2025-02-12,2026-09-11T23:22:07.795321465+08:00,1789140127.8,1.551154667,1,0,0,0,False,c75415e523d909907569a9824dddde9e2ec1f2e6821fd2b695d3d8fbe1c82e26,False,1.753512
horizon_1,2025-02-13,2026-09-11T23:22:09.555015087+08:00,1789140129.56,1.553438416,1,0,0,0,False,c75415e523d909907569a9824dddde9e2ec1f2e6821fd2b695d3d8fbe1c82e26,False,1.759693
horizon_1,2025-02-14,2026-09-11T23:22:11.151214361+08:00,1789140131.15,1.344958583,1,0,0,0,False,c75415e523d909907569a9824dddde9e2ec1f2e6821fd2b695d3d8fbe1c82e26,False,1.596199
horizon_1,2025-02-15,2026-09-11T23:22:12.759970427+08:00,1789140132.76,1.407430917,1,0,0,0,False,c75415e523d909907569a9824dddde9e2ec1f2e6821fd2b695d3d8fbe1c82e26,False,1.608756
horizon_1,2025-02-16,2026-09-11T23:22:14.641180992+08:00,1789140134.64,1.665105543,1,0,0,0,False,c75415e523d909907569a9824dddde9e2ec1f2e6821fd2b695d3d8fbe1c82e26,False,1.88121
horizon_1,2025-02-17,2026-09-11T23:22:16.477193832+08:00,1789140136.48,1.6200095,1,0,0,0,False,c75415e523d909907569a9824dddde9e2ec1f2e6821fd2b695d3d8fbe1c82e26,False,1.836012
horizon_1,2025-02-18,2026-09-11T23:22:18.377290487+08:00,1789140138.38,1.681503,1,0,0,0,False,c75415e523d909907569a9824dddde9e2ec1f2e6821fd2b695d3d8fbe1c82e26,False,1.900096
horizon_1,2025-02-19,2026-09-11T23:22:20.307781458+08:00,1789140140.31,1.710950251,1,0,0,0,False,c75415e523d909907569a9824dddde9e2ec1f2e6821fd2b695d3d8fbe1c82e26,False,1.93049
horizon_1,2025-02-20,2026-09-11T23:22:22.229623079+08:00,1789140142.23,1.649221792,1,0,0,0,False,c75415e523d909907569a9824dddde9e2ec1f2e6821fd2b695d3d8fbe1c82e26,False,1.921841
horizon_1,2025-02-21,2026-09-11T23:22:23.820156813+08:00,1789140143.82,1.371098958,1,0,0,0,False,c75415e523d909907569a9824dddde9e2ec1f2e6821fd2b695d3d8fbe1c82e26,False,1.590533
horizon_1,2025-02-22,2026-09-11T23:22:25.474572182+08:00,1789140145.47,1.433755542,1,0,0,0,False,c75415e523d909907569a9824dddde9e2ec1f2e6821fd2b695d3d8fbe1c82e26,False,1.654415
horizon_1,2025-02-23,2026-09-11T23:22:27.323189974+08:00,1789140147.32,1.61650225,1,0,0,0,False,c75415e523d909907569a9824dddde9e2ec1f2e6821fd2b695d3d8fbe1c82e26,False,1.848617
horizon_1,2025-02-24,2026-09-11T23:22:29.316206217+08:00,1789140149.32,1.758653167,1,0,0,0,False,c75415e523d909907569a9824dddde9e2ec1f2e6821fd2b695d3d8fbe1c82e26,False,1.993016
horizon_1,2025-02-25,2026-09-11T23:22:31.306935072+08:00,1789140151.31,1.752307999,1,0,0,0,False,c75415e523d909907569a9824dddde9e2ec1f2e6821fd2b695d3d8fbe1c82e26,False,1.990728
horizon_1,2025-02-26,2026-09-11T23:22:33.396913052+08:00,1789140153.4,1.842825416,1,0,0,0,False,c75415e523d909907569a9824dddde9e2ec1f2e6821fd2b695d3d8fbe1c82e26,False,2.089977
horizon_1,2025-02-27,2026-09-11T23:22:35.344595909+08:00,1789140155.34,1.664093792,1,0,0,0,False,c75415e523d909907569a9824dddde9e2ec1f2e6821fd2b695d3d8fbe1c82e26,False,1.947682
horizon_1,2025-02-28,2026-09-11T23:22:36.973004580+08:00,1789140156.97,1.39449625,1,0,0,0,False,c75415e523d909907569a9824dddde9e2ec1f2e6821fd2b695d3d8fbe1c82e26,False,1.628408
horizon_1,2025-03-01,2026-09-11T23:22:38.595865965+08:00,1789140158.6,1.347622542,1,0,0,0,False,c75415e523d909907569a9824dddde9e2ec1f2e6821fd2b695d3d8fbe1c82e26,False,1.622861
horizon_1,2025-03-02,2026-09-11T23:22:40.538613081+08:00,1789140160.54,1.697350958,1,0,0,0,False,c75415e523d909907569a9824dddde9e2ec1f2e6821fd2b695d3d8fbe1c82e26,False,1.942747
horizon_1,2025-03-03,2026-09-11T23:22:42.911869049+08:00,1789140162.91,2.126965166,1,0,0,0,False,c75415e523d909907569a9824dddde9e2ec1f2e6821fd2b695d3d8fbe1c82e26,False,2.373255
horizon_1,2025-03-04,2026-09-11T23:24:16.293727398+08:00,1789140256.29,86.507676,1,0,0,0,False,c75415e523d909907569a9824dddde9e2ec1f2e6821fd2b695d3d8fbe1c82e26,False,93.381858
horizon_1,2025-03-05,2026-09-11T23:25:51.347712517+08:00,1789140351.35,86.340814,1,0,0,0,False,c75415e523d909907569a9824dddde9e2ec1f2e6821fd2b695d3d8fbe1c82e26,False,95.053985
horizon_1,2025-03-06,2026-09-11T23:27:15.629908323+08:00,1789140435.63,79.679443,1,0,0,0,False,c75415e523d909907569a9824dddde9e2ec1f2e6821fd2b695d3d8fbe1c82e26,False,84.282195
horizon_1,2025-03-07,2026-09-11T23:27:17.758463144+08:00,1789140437.76,1.709901874,1,0,0,0,False,c75415e523d909907569a9824dddde9e2ec1f2e6821fd2b695d3d8fbe1c82e26,False,2.128554
horizon_1,2025-03-08,2026-09-11T23:27:19.893356800+08:00,1789140439.89,1.803902834,1,0,0,0,False,c75415e523d909907569a9824dddde9e2ec1f2e6821fd2b695d3d8fbe1c82e26,False,2.134893
horizon_1,2025-03-09,2026-09-11T23:29:10.664533138+08:00,1789140550.66,101.902565,1,0,0,0,False,c75415e523d909907569a9824dddde9e2ec1f2e6821fd2b695d3d8fbe1c82e26,False,110.771176
horizon_1,2025-03-10,2026-09-11T23:31:15.714768171+08:00,1789140675.71,111.889237,1,0,0,0,False,c75415e523d909907569a9824dddde9e2ec1f2e6821fd2b695d3d8fbe1c82e26,False,125.050235
horizon_1,2025-03-11,2026-09-11T23:32:55.494740009+08:00,1789140775.49,90.889643,1,0,0,0,False,c75415e523d909907569a9824dddde9e2ec1f2e6821fd2b695d3d8fbe1c82e26,False,99.779971
horizon_1,2025-03-12,2026-09-11T23:34:24.783447981+08:00,1789140864.78,84.508269,1,0,0,0,False,c75415e523d909907569a9824dddde9e2ec1f2e6821fd2b695d3d8fbe1c82e26,False,89.288707
horizon_1,2025-03-13,2026-09-11T23:36:04.442182302+08:00,1789140964.44,86.134415,1,0,0,0,False,c75415e523d909907569a9824dddde9e2ec1f2e6821fd2b695d3d8fbe1c82e26,False,99.658734
horizon_1,2025-03-14,2026-09-11T23:36:06.675076246+08:00,1789140966.68,1.867237374,1,0,0,0,False,c75415e523d909907569a9824dddde9e2ec1f2e6821fd2b695d3d8fbe1c82e26,False,2.232893
horizon_1,2025-03-15,2026-09-11T23:36:08.927083969+08:00,1789140968.93,1.897064291,1,0,0,0,False,c75415e523d909907569a9824dddde9e2ec1f2e6821fd2b695d3d8fbe1c82e26,False,2.252007
horizon_1,2025-03-16,2026-09-11T23:37:37.524473906+08:00,1789141057.52,83.39058,1,0,0,0,False,c75415e523d909907569a9824dddde9e2ec1f2e6821fd2b695d3d8fbe1c82e26,False,88.597389
horizon_1,2025-03-17,2026-09-11T23:39:10.570772171+08:00,1789141150.57,86.929145,1,0,0,0,False,c75415e523d909907569a9824dddde9e2ec1f2e6821fd2b695d3d8fbe1c82e26,False,93.046298
horizon_1,2025-03-18,2026-09-11T23:40:00.938762903+08:00,1789141200.94,44.549083,1,0,0,0,False,c75415e523d909907569a9824dddde9e2ec1f2e6821fd2b695d3d8fbe1c82e26,False,50.36799
horizon_1,2025-03-19,2026-09-11T23:40:05.427912235+08:00,1789141205.43,4.009277166,1,0,0,0,False,c75415e523d909907569a9824dddde9e2ec1f2e6821fd2b695d3d8fbe1c82e26,False,4.489149
horizon_1,2025-03-20,2026-09-11T23:40:09.448462725+08:00,1789141209.45,3.538843001,1,0,0,0,False,c75415e523d909907569a9824dddde9e2ec1f2e6821fd2b695d3d8fbe1c82e26,False,4.02055
horizon_1,2025-03-21,2026-09-11T23:40:11.791383743+08:00,1789141211.79,1.863005542,1,0,0,0,False,c75415e523d909907569a9824dddde9e2ec1f2e6821fd2b695d3d8fbe1c82e26,False,2.342921
horizon_1,2025-03-22,2026-09-11T23:40:14.606905222+08:00,1789141214.61,2.322407916,1,0,0,0,False,c75415e523d909907569a9824dddde9e2ec1f2e6821fd2b695d3d8fbe1c82e26,False,2.815521
horizon_1,2025-03-23,2026-09-11T23:41:54.371373892+08:00,1789141314.37,94.30494,1,0,0,0,False,c75415e523d909907569a9824dddde9e2ec1f2e6821fd2b695d3d8fbe1c82e26,False,99.764468
horizon_1,2025-03-24,2026-09-11T23:43:46.451877594+08:00,1789141426.45,105.741702,1,0,0,0,False,c75415e523d909907569a9824dddde9e2ec1f2e6821fd2b695d3d8fbe1c82e26,False,112.080503
horizon_1,2025-03-25,2026-09-11T23:45:48.283110619+08:00,1789141548.28,114.333847,1,0,0,0,False,c75415e523d909907569a9824dddde9e2ec1f2e6821fd2b695d3d8fbe1c82e26,False,121.831233
horizon_1,2025-03-26,2026-09-11T23:45:52.610175610+08:00,1789141552.61,3.875816167,1,0,0,0,False,c75415e523d909907569a9824dddde9e2ec1f2e6821fd2b695d3d8fbe1c82e26,False,4.327064
horizon_1,2025-03-27,2026-09-11T23:45:56.743215322+08:00,1789141556.74,3.60617525,1,0,0,0,False,c75415e523d909907569a9824dddde9e2ec1f2e6821fd2b695d3d8fbe1c82e26,False,4.133039
horizon_1,2025-03-28,2026-09-11T23:45:59.372291088+08:00,1789141559.37,2.103117625,1,0,0,0,False,c75415e523d909907569a9824dddde9e2ec1f2e6821fd2b695d3d8fbe1c82e26,False,2.629075
horizon_1,2025-03-29,2026-09-11T23:46:02.039172173+08:00,1789141562.04,2.141636708,1,0,0,0,False,c75415e523d909907569a9824dddde9e2ec1f2e6821fd2b695d3d8fbe1c82e26,False,2.666881
horizon_1,2025-03-30,2026-09-11T23:47:57.199801207+08:00,1789141677.2,103.278979,1,0,0,0,False,c75415e523d909907569a9824dddde9e2ec1f2e6821fd2b695d3d8fbe1c82e26,False,115.160629
