step,grid,charge_cap,discharge_cap,soc_reserve_kwh,role
114,0,833.33333333333326,600.58163292159441,230.11077108838907,first_day_frozen
115,0,833.33333333333326,532.91719887269346,224.59189346575192,first_day_frozen
116,0,833.33333333333326,566.97281768092103,207.95855281331791,first_day_frozen
117,0,833.33333333333326,616.5647881444022,190.59026371214111,first_day_frozen
118,0,833.33333333333326,599.09046062559912,209.40245496989348,first_day_frozen
119,0,833.33333333333326,600.25791527918113,200.35138794738225,first_day_frozen
120,0,833.33333333333326,833.33333333333326,204.58958670313766,first_day_frozen
121,0,833.33333333333326,622.18976157575321,189.9377331943171,first_day_frozen
122,0,833.33333333333326,833.33333333333326,188.54776443070105,first_day_frozen
123,0,833.33333333333326,833.33333333333326,189.9630550428283,first_day_frozen
124,0,833.33333333333326,833.33333333333326,186.12704846093956,first_day_frozen
125,530.71350387861662,833.33333333333326,833.33333333333326,172.15097918928254,first_day_frozen
126,570.00678264519422,833.33333333333326,833.33333333333326,181.03598499674072,first_day_frozen
127,540.24007328285722,833.33333333333326,833.33333333333326,178.99467648102268,first_day_frozen
128,521.69065836629761,833.33333333333326,833.33333333333326,169.04720012208256,first_day_frozen
129,447.95899536128434,833.33333333333326,833.33333333333326,163.25608035505715,first_day_frozen
130,503.91820068661787,833.33333333333326,833.33333333333326,151.70931805247599,first_day_frozen
131,1348.8933155620005,833.33333333333326,833.33333333333326,155.93388542887936,first_day_frozen
132,1348.5265956721114,833.33333333333326,833.33333333333326,154.25112074400892,first_day_frozen
133,465.50511830483617,833.33333333333326,0,146.42070455076976,first_day_frozen
134,1292.294668760255,833.33333333333326,833.33333333333326,134.05373006012488,first_day_frozen
135,1264.7674173859114,833.33333333333326,833.33333333333326,122.56702019981132,first_day_frozen
136,1285.7544714461885,833.33333333333326,833.33333333333326,117.22596526289206,first_day_frozen
137,1314.4561977193316,833.33333333333326,833.33333333333326,107.20671719955024,first_day_frozen
138,472.67829622711531,833.33333333333326,0,95.424121792855544,first_day_frozen
139,1342.1896327431016,833.33333333333326,833.33333333333326,86.127192429627385,first_day_frozen
140,1292.0345138495404,833.33333333333326,833.33333333333326,80.231520735714668,first_day_frozen
141,1299.733776803743,833.33333333333326,833.33333333333326,74.202599640948463,first_day_frozen
142,517.05961575679748,833.33333333333326,0,54.81313238390586,first_day_frozen
143,604.36773265856084,833.33333333333326,0,27.470201381826325,first_day_frozen
144,787.62474809205935,833.33333333333326,833.33333333333326,0,open_loop_proxy_only
145,1486.7501866504447,833.33333333333326,833.33333333333326,0,open_loop_proxy_only
146,608.86137589029249,833.33333333333326,0,0,open_loop_proxy_only
147,583.3856660883871,833.33333333333326,0,0,open_loop_proxy_only
148,625.15335561307495,833.33333333333326,0,0,open_loop_proxy_only
149,674.05649798980266,833.33333333333326,0,0,open_loop_proxy_only
150,620.21391711888441,833.33333333333326,0,0,open_loop_proxy_only
151,607.54995886677966,833.33333333333326,0,0,open_loop_proxy_only
152,623.02159906878319,833.33333333333326,0,0,open_loop_proxy_only
153,732.44687131587091,833.33333333333326,833.33333333333326,0,open_loop_proxy_only
154,623.81180826081538,833.33333333333326,0,0,open_loop_proxy_only
155,711.08415264711402,833.33333333333326,833.33333333333326,0,open_loop_proxy_only
156,629.87716341214355,833.33333333333326,0,0,open_loop_proxy_only
157,642.5833038266743,833.33333333333326,0,0,open_loop_proxy_only
158,606.68066786722738,833.33333333333326,0,0,open_loop_proxy_only
159,615.31335641458236,833.33333333333326,0,0,open_loop_proxy_only
160,610.21510948056425,833.33333333333326,0,0,open_loop_proxy_only
161,590.57514962029563,833.33333333333326,833.33333333333326,0,open_loop_proxy_only
162,628.45069406401797,833.33333333333326,833.33333333333326,0,open_loop_proxy_only
163,620.62306405405286,833.33333333333326,0,0,open_loop_proxy_only
164,613.98508670774345,833.33333333333326,0,0,open_loop_proxy_only
165,636.93164566353539,833.33333333333326,833.33333333333326,0,open_loop_proxy_only
166,617.65356177692684,833.33333333333326,0,0,open_loop_proxy_only
167,622.22343389012224,833.33333333333326,833.33333333333326,0,open_loop_proxy_only
168,615.84756731182324,833.33333333333326,0,0,open_loop_proxy_only
169,629.47334857261251,833.33333333333326,0,0,open_loop_proxy_only
170,646.68623631162973,833.33333333333326,833.33333333333326,0,open_loop_proxy_only
171,651.96011535297316,833.33333333333326,833.33333333333326,0,open_loop_proxy_only
172,616.99329745365094,833.33333333333326,0,0,open_loop_proxy_only
173,674.86204210344658,833.33333333333326,833.33333333333326,0,open_loop_proxy_only
174,648.12658085092619,833.33333333333326,833.33333333333326,0,open_loop_proxy_only
175,664.99386725999636,833.33333333333326,833.33333333333326,0,open_loop_proxy_only
176,650.42512026645909,833.33333333333326,0,0,open_loop_proxy_only
177,1390.6988584009316,833.33333333333326,833.33333333333326,0,open_loop_proxy_only
178,656.04464828513028,833.33333333333326,833.33333333333326,0,open_loop_proxy_only
179,21.03098865138827,833.33333333333326,833.33333333333326,0,open_loop_proxy_only
180,0,833.33333333333326,833.33333333333326,0,open_loop_proxy_only
181,0,833.33333333333326,728.14975453935688,0,open_loop_proxy_only
182,0,833.33333333333326,833.33333333333326,0,open_loop_proxy_only
183,0,833.33333333333326,615.26036951951892,0,open_loop_proxy_only
184,0,833.33333333333326,833.33333333333326,0,open_loop_proxy_only
185,0,833.33333333333326,833.33333333333326,0,open_loop_proxy_only
186,41.147056022748416,833.33333333333326,833.33333333333326,0,open_loop_proxy_only
187,410.1810935533565,833.33333333333326,833.33333333333326,0,open_loop_proxy_only
188,306.40580778970525,833.33333333333326,833.33333333333326,0,open_loop_proxy_only
189,242.34885563827893,833.33333333333326,833.33333333333326,0,open_loop_proxy_only
190,0,833.33333333333326,330.79995698801599,0,open_loop_proxy_only
191,0,833.33333333333326,833.33333333333326,0,open_loop_proxy_only
192,0,833.33333333333326,833.33333333333326,0,open_loop_proxy_only
193,0,833.33333333333326,833.33333333333326,0,open_loop_proxy_only
194,0,833.33333333333326,833.33333333333326,0,open_loop_proxy_only
195,0,833.33333333333326,833.33333333333326,0,open_loop_proxy_only
196,0,833.33333333333326,833.33333333333326,0,open_loop_proxy_only
197,0,833.33333333333326,833.33333333333326,0,open_loop_proxy_only
198,0,833.33333333333326,833.33333333333326,0,open_loop_proxy_only
199,0,833.33333333333326,833.33333333333326,0,open_loop_proxy_only
200,0,833.33333333333326,169.19399531644768,0,open_loop_proxy_only
201,0,833.33333333333326,833.33333333333326,0,open_loop_proxy_only
202,0,833.33333333333326,833.33333333333326,0,open_loop_proxy_only
203,0,833.33333333333326,833.33333333333326,0,open_loop_proxy_only
204,0,833.33333333333326,833.33333333333326,0,open_loop_proxy_only
205,0,833.33333333333326,833.33333333333326,0,open_loop_proxy_only
206,0,833.33333333333326,833.33333333333326,0,open_loop_proxy_only
207,0,833.33333333333326,0,0,open_loop_proxy_only
208,0,833.33333333333326,0,0,open_loop_proxy_only
209,360.48396712424523,833.33333333333326,833.33333333333326,0,open_loop_proxy_only
210,365.99498507152305,833.33333333333326,833.33333333333326,0,open_loop_proxy_only
211,440.47586519264382,833.33333333333326,0,0,open_loop_proxy_only
212,452.97098340243559,833.33333333333326,0,0,open_loop_proxy_only
213,451.17040849633179,833.33333333333326,0,0,open_loop_proxy_only
214,424.68291837655045,833.33333333333326,0,0,open_loop_proxy_only
215,430.0032214629727,833.33333333333326,0,0,open_loop_proxy_only
216,384.51547695393032,833.33333333333326,0,0,open_loop_proxy_only
217,352.23641378967153,833.33333333333326,0,0,open_loop_proxy_only
218,376.5585702711553,833.33333333333326,0,0,open_loop_proxy_only
219,675.32950520480836,833.33333333333326,0,0,open_loop_proxy_only
220,0,833.33333333333326,0,0,open_loop_proxy_only
221,0,833.33333333333326,0,0,open_loop_proxy_only
222,0,833.33333333333326,0,0,open_loop_proxy_only
223,0,833.33333333333326,0,0,open_loop_proxy_only
224,0,833.33333333333326,0,0,open_loop_proxy_only
225,0,833.33333333333326,0,0,open_loop_proxy_only
226,0,833.33333333333326,0,0,open_loop_proxy_only
227,0,833.33333333333326,92.907314215028237,0,open_loop_proxy_only
228,0,833.33333333333326,87.336312040051922,0,open_loop_proxy_only
229,0,833.33333333333326,78.302343830861901,0,open_loop_proxy_only
230,0,833.33333333333326,115.65821542664722,0,open_loop_proxy_only
231,0,833.33333333333326,200.91926570035093,0,open_loop_proxy_only
232,0,833.33333333333326,833.33333333333326,0,open_loop_proxy_only
233,352.15622816414179,833.33333333333326,833.33333333333326,0,open_loop_proxy_only
234,537.54839549009637,833.33333333333326,833.33333333333326,0,open_loop_proxy_only
235,286.11483300020836,833.33333333333326,0,0,open_loop_proxy_only
236,344.50604497998904,833.33333333333326,0,0,open_loop_proxy_only
237,372.68917195129598,833.33333333333326,23.008767516214732,0,open_loop_proxy_only
238,417.81409261660303,833.33333333333326,0,0,open_loop_proxy_only
239,423.7334102282673,833.33333333333326,32.133375423545885,0,open_loop_proxy_only
240,525.0272404950822,833.33333333333326,20.606324049587784,0,open_loop_proxy_only
241,557.97156272630241,833.33333333333326,23.761572080426163,0,open_loop_proxy_only
242,606.89552886658237,833.33333333333326,60.657250683870984,0,open_loop_proxy_only
243,716.8445619447026,833.33333333333326,2.4499052695376804,0,open_loop_proxy_only
244,760.01901132963758,833.33333333333326,0,0,open_loop_proxy_only
245,742.56926142716532,833.33333333333326,31.707678368780762,0,open_loop_proxy_only
246,756.88866702087319,833.33333333333326,85.150078741558104,0,open_loop_proxy_only
247,864.18422312382484,833.33333333333326,69.170155059916056,0,open_loop_proxy_only
248,956.92181719266887,833.33333333333326,48.065651543846798,0,open_loop_proxy_only
249,1021.5293629083441,833.33333333333326,40.059878628879119,0,open_loop_proxy_only
250,973.67243762811836,833.33333333333326,22.356379324744012,0,open_loop_proxy_only
251,719.24585308251289,833.33333333333326,92.269259554757127,0,open_loop_proxy_only
252,717.68038621958033,833.33333333333326,833.33333333333326,0,open_loop_proxy_only
253,696.09457990316707,833.33333333333326,119.29170070828684,0,open_loop_proxy_only
254,666.5846915331482,833.33333333333326,127.75924313277437,0,open_loop_proxy_only
255,784.57810802192739,833.33333333333326,53.687510154067695,0,open_loop_proxy_only
256,806.34893764475476,833.33333333333326,66.086938304168598,0,open_loop_proxy_only
257,21.261831485708171,833.33333333333326,833.33333333333326,0,open_loop_proxy_only
258,1.125042636934154,833.33333333333326,833.33333333333326,0,open_loop_proxy_only
259,27.126447893354907,833.33333333333326,833.33333333333326,0,open_loop_proxy_only
260,29.709643624649516,833.33333333333326,833.33333333333326,0,open_loop_proxy_only
261,29.350692522242184,833.33333333333326,833.33333333333326,0,open_loop_proxy_only
262,0,833.33333333333326,820.05107634696583,0,open_loop_proxy_only
263,18.606612666821093,833.33333333333326,833.33333333333326,0,open_loop_proxy_only
264,80.299316395595042,833.33333333333326,833.33333333333326,0,open_loop_proxy_only
265,334.56849570999816,833.33333333333326,590.47607718986978,0,open_loop_proxy_only
266,27.151630929499333,833.33333333333326,833.33333333333326,0,open_loop_proxy_only
267,1.6800556171767767,833.33333333333326,833.33333333333326,0,open_loop_proxy_only
268,739.92261909987587,833.33333333333326,833.33333333333326,0,open_loop_proxy_only
269,801.34029668917458,833.33333333333326,833.33333333333326,0,open_loop_proxy_only
270,815.31477440283265,833.33333333333326,833.33333333333326,0,open_loop_proxy_only
271,813.04523072516224,833.33333333333326,833.33333333333326,0,open_loop_proxy_only
272,813.08063218876634,833.33333333333326,833.33333333333326,0,open_loop_proxy_only
273,784.54223820544075,833.33333333333326,833.33333333333326,0,open_loop_proxy_only
274,712.56888252296994,833.33333333333326,833.33333333333326,0,open_loop_proxy_only
275,1467.2073983647974,833.33333333333326,833.33333333333326,0,open_loop_proxy_only
276,1469.8402417453622,833.33333333333326,833.33333333333326,0,open_loop_proxy_only
277,618.22143375890391,833.33333333333326,0,0,open_loop_proxy_only
278,1494.3960315577697,833.33333333333326,833.33333333333326,0,open_loop_proxy_only
279,1533.3302805438802,833.33333333333326,833.33333333333326,0,open_loop_proxy_only
280,1452.3188390118819,833.33333333333326,833.33333333333326,0,open_loop_proxy_only
281,1447.1562124360976,833.33333333333326,833.33333333333326,0,open_loop_proxy_only
282,607.28762913726405,833.33333333333326,0,0,open_loop_proxy_only
283,1413.3683248795774,833.33333333333326,833.33333333333326,0,open_loop_proxy_only
284,1515.6849453547682,833.33333333333326,833.33333333333326,0,open_loop_proxy_only
285,1393.4924928950888,833.33333333333326,833.33333333333326,0,open_loop_proxy_only
286,615.6572270542822,833.33333333333326,0,0,open_loop_proxy_only
287,650.41798873140647,833.33333333333326,0,0,open_loop_proxy_only
288,750.33688294439708,833.33333333333326,833.33333333333326,0,open_loop_proxy_only
289,1070.9333308706612,833.33333333333326,833.33333333333326,0,open_loop_proxy_only
290,623.67367095534883,833.33333333333326,0,0,open_loop_proxy_only
291,601.23452984826872,833.33333333333326,0,0,open_loop_proxy_only
292,626.74620876216136,833.33333333333326,0,0,open_loop_proxy_only
293,651.37091580297238,833.33333333333326,0,0,open_loop_proxy_only
294,637.61865381879545,833.33333333333326,0,0,open_loop_proxy_only
295,610.867978274037,833.33333333333326,0,0,open_loop_proxy_only
296,612.76847012588951,833.33333333333326,0,0,open_loop_proxy_only
297,632.05771644358185,833.33333333333326,0,0,open_loop_proxy_only
298,617.54738070860731,833.33333333333326,0,0,open_loop_proxy_only
299,677.53602445946967,833.33333333333326,833.33333333333326,0,open_loop_proxy_only
300,636.46588071138342,833.33333333333326,0,0,open_loop_proxy_only
301,730.28138602240369,833.33333333333326,833.33333333333326,0,open_loop_proxy_only
302,608.9579369670746,833.33333333333326,0,0,open_loop_proxy_only
303,655.5907991953311,833.33333333333326,833.33333333333326,0,open_loop_proxy_only
304,651.85187544840164,833.33333333333326,833.33333333333326,0,open_loop_proxy_only
305,617.36275010713871,833.33333333333326,0,0,open_loop_proxy_only
306,616.95614933912805,833.33333333333326,0,0,open_loop_proxy_only
307,627.31263071829017,833.33333333333326,0,0,open_loop_proxy_only
308,612.81280553353452,833.33333333333326,0,0,open_loop_proxy_only
309,658.70271375512834,833.33333333333326,833.33333333333326,0,open_loop_proxy_only
310,685.22328566960846,833.33333333333326,833.33333333333326,0,open_loop_proxy_only
311,682.74693745959758,833.33333333333326,833.33333333333326,0,open_loop_proxy_only
312,618.74550337645189,833.33333333333326,0,0,open_loop_proxy_only
313,725.27197049192876,833.33333333333326,833.33333333333326,0,open_loop_proxy_only
314,727.95999563390581,833.33333333333326,833.33333333333326,0,open_loop_proxy_only
315,718.1854841543809,833.33333333333326,833.33333333333326,0,open_loop_proxy_only
316,636.32438398179045,833.33333333333326,833.33333333333326,0,open_loop_proxy_only
317,680.51128453915749,833.33333333333326,833.33333333333326,0,open_loop_proxy_only
318,640.7196823993562,833.33333333333326,0,0,open_loop_proxy_only
319,648.73950434071082,833.33333333333326,0,0,open_loop_proxy_only
320,687.16551234312601,833.33333333333326,833.33333333333326,0,open_loop_proxy_only
321,1412.1209810670671,833.33333333333326,833.33333333333326,0,open_loop_proxy_only
322,688.76916082058835,833.33333333333326,833.33333333333326,0,open_loop_proxy_only
323,30.22746978416933,833.33333333333326,833.33333333333326,0,open_loop_proxy_only
324,0,833.33333333333326,833.33333333333326,0,open_loop_proxy_only
325,0,833.33333333333326,833.33333333333326,0,open_loop_proxy_only
326,0,833.33333333333326,833.33333333333326,0,open_loop_proxy_only
327,0,833.33333333333326,624.30348547212998,0,open_loop_proxy_only
328,0,833.33333333333326,580.95747823310012,0,open_loop_proxy_only
329,0,833.33333333333326,549.75454783330338,0,open_loop_proxy_only
330,137.62369839212568,833.33333333333326,833.33333333333326,0,open_loop_proxy_only
331,402.93224417278321,833.33333333333326,833.33333333333326,0,open_loop_proxy_only
332,371.47505578118898,833.33333333333326,833.33333333333326,0,open_loop_proxy_only
333,291.70826921710187,833.33333333333326,833.33333333333326,0,open_loop_proxy_only
334,0,833.33333333333326,352.02277239832995,0,open_loop_proxy_only
335,0,833.33333333333326,833.33333333333326,0,open_loop_proxy_only
336,0,833.33333333333326,833.33333333333326,0,open_loop_proxy_only
337,0,833.33333333333326,833.33333333333326,0,open_loop_proxy_only
338,0,833.33333333333326,833.33333333333326,0,open_loop_proxy_only
339,0,833.33333333333326,833.33333333333326,0,open_loop_proxy_only
340,0,833.33333333333326,833.33333333333326,0,open_loop_proxy_only
341,0,833.33333333333326,833.33333333333326,0,open_loop_proxy_only
342,0,833.33333333333326,833.33333333333326,0,open_loop_proxy_only
343,0,833.33333333333326,833.33333333333326,0,open_loop_proxy_only
344,0,833.33333333333326,149.12390122224284,0,open_loop_proxy_only
345,0,833.33333333333326,833.33333333333326,0,open_loop_proxy_only
346,0,833.33333333333326,833.33333333333326,0,open_loop_proxy_only
347,0,833.33333333333326,833.33333333333326,0,open_loop_proxy_only
348,0,833.33333333333326,833.33333333333326,0,open_loop_proxy_only
349,0,833.33333333333326,833.33333333333326,0,open_loop_proxy_only
350,0,833.33333333333326,833.33333333333326,0,open_loop_proxy_only
351,0,833.33333333333326,0,0,open_loop_proxy_only
352,0,833.33333333333326,0,0,open_loop_proxy_only
353,604.07467369338474,833.33333333333326,833.33333333333326,0,open_loop_proxy_only
354,562.19898206064522,833.33333333333326,833.33333333333326,0,open_loop_proxy_only
355,488.62480763376072,833.33333333333326,0,0,open_loop_proxy_only
356,450.65939134893335,833.33333333333326,0,0,open_loop_proxy_only
357,445.07184462370219,833.33333333333326,0,0,open_loop_proxy_only
358,425.2825003942545,833.33333333333326,0,0,open_loop_proxy_only
359,436.73333025130017,833.33333333333326,0,0,open_loop_proxy_only
360,397.54405913619206,833.33333333333326,0,0,open_loop_proxy_only
361,350.11634967377017,833.33333333333326,0,0,open_loop_proxy_only
362,371.93465720579718,833.33333333333326,0,0,open_loop_proxy_only
363,570.07585148378325,833.33333333333326,0,0,open_loop_proxy_only
364,0,833.33333333333326,0,0,open_loop_proxy_only
365,0,833.33333333333326,0,0,open_loop_proxy_only
366,0,833.33333333333326,0,0,open_loop_proxy_only
367,0,833.33333333333326,833.33333333333326,0,open_loop_proxy_only
368,0,833.33333333333326,0,0,open_loop_proxy_only
369,0,833.33333333333326,0,0,open_loop_proxy_only
370,0,833.33333333333326,0,0,open_loop_proxy_only
371,0,833.33333333333326,833.33333333333326,0,open_loop_proxy_only
372,0,833.33333333333326,833.33333333333326,0,open_loop_proxy_only
373,0,833.33333333333326,73.91314066941564,0,open_loop_proxy_only
374,0,833.33333333333326,833.33333333333326,0,open_loop_proxy_only
375,0,833.33333333333326,187.64895653470663,0,open_loop_proxy_only
376,0,833.33333333333326,272.78153627371103,0,open_loop_proxy_only
377,340.66323747237658,833.33333333333326,0,0,open_loop_proxy_only
378,480.73695894256844,833.33333333333326,833.33333333333326,0,open_loop_proxy_only
379,351.28155726470078,833.33333333333326,0,0,open_loop_proxy_only
380,364.38538396205331,833.33333333333326,0,0,open_loop_proxy_only
381,391.53632730773666,833.33333333333326,0,0,open_loop_proxy_only
382,416.87172204100995,833.33333333333326,0,0,open_loop_proxy_only
383,490.95294033974085,833.33333333333326,0,0,open_loop_proxy_only
384,522.38682834751899,833.33333333333326,0,0,open_loop_proxy_only
385,593.40395615338684,833.33333333333326,833.33333333333326,0,open_loop_proxy_only
386,670.91784269661912,833.33333333333326,0,0,open_loop_proxy_only
387,721.08998452482331,833.33333333333326,0,0,open_loop_proxy_only
388,790.24549376700963,833.33333333333326,0,0,open_loop_proxy_only
389,777.84192997283481,833.33333333333326,5.987612877887841,0,open_loop_proxy_only
