model_file,source_line,source_text,section,implementation_file,function,code_line,verification,evidence_file,acceptance
docs/1/final/第一问_MILP_边际价值强化版.md,25,\text{储能充电},1,src/q1/run.py,main,27,日前全量预测、单一费用MILP与CSV可见输入输出,outputs/processed/q1/result1.csv,见当前验收报告逐项复核；符号与重复原句复用同节实现
docs/1/final/第一问_MILP_边际价值强化版.md,26,},1,src/q1/run.py,main,27,日前全量预测、单一费用MILP与CSV可见输入输出,outputs/processed/q1/result1.csv,见当前验收报告逐项复核；符号与重复原句复用同节实现
docs/1/final/第一问_MILP_边际价值强化版.md,27,$$,1,src/q1/run.py,main,27,日前全量预测、单一费用MILP与CSV可见输入输出,outputs/processed/q1/result1.csv,见当前验收报告逐项复核；符号与重复原句复用同节实现
docs/1/final/第一问_MILP_边际价值强化版.md,29,若光伏发电超过当前负荷需求和储能吸收能力，由于题目未给出向外网售电机制，则允许产生弃光。,1,src/q1/run.py,main,27,日前全量预测、单一费用MILP与CSV可见输入输出,outputs/processed/q1/result1.csv,见当前验收报告逐项复核；符号与重复原句复用同节实现
docs/1/final/第一问_MILP_边际价值强化版.md,31,储能设备将不同时段联系起来：,1,src/q1/run.py,main,27,日前全量预测、单一费用MILP与CSV可见输入输出,outputs/processed/q1/result1.csv,见当前验收报告逐项复核；符号与重复原句复用同节实现
docs/1/final/第一问_MILP_边际价值强化版.md,33,- 在低电价时段可以购电充能；,1,src/q1/run.py,main,27,日前全量预测、单一费用MILP与CSV可见输入输出,outputs/processed/q1/result1.csv,见当前验收报告逐项复核；符号与重复原句复用同节实现
docs/1/final/第一问_MILP_边际价值强化版.md,34,- 在光伏富余时段可以吸收剩余光伏；,1,src/q1/run.py,main,27,日前全量预测、单一费用MILP与CSV可见输入输出,outputs/processed/q1/result1.csv,见当前验收报告逐项复核；符号与重复原句复用同节实现
docs/1/final/第一问_MILP_边际价值强化版.md,35,- 在高电价或光伏不足时段可以释放储能；,1,src/q1/run.py,main,27,日前全量预测、单一费用MILP与CSV可见输入输出,outputs/processed/q1/result1.csv,见当前验收报告逐项复核；符号与重复原句复用同节实现
docs/1/final/第一问_MILP_边际价值强化版.md,36,- 储能必须满足容量、充放电功率、效率和安全储量限制；,1,src/q1/run.py,main,27,日前全量预测、单一费用MILP与CSV可见输入输出,outputs/processed/q1/result1.csv,见当前验收报告逐项复核；符号与重复原句复用同节实现
docs/1/final/第一问_MILP_边际价值强化版.md,37,- 同一时段不能同时充电和放电；,1,src/q1/run.py,main,27,日前全量预测、单一费用MILP与CSV可见输入输出,outputs/processed/q1/result1.csv,见当前验收报告逐项复核；符号与重复原句复用同节实现
docs/1/final/第一问_MILP_边际价值强化版.md,38,- 日末储电量必须恢复至日初水平。,1,src/q1/run.py,main,27,日前全量预测、单一费用MILP与CSV可见输入输出,outputs/processed/q1/result1.csv,见当前验收报告逐项复核；符号与重复原句复用同节实现
docs/1/final/第一问_MILP_边际价值强化版.md,40,因此，第一问属于：,1,src/q1/run.py,main,27,日前全量预测、单一费用MILP与CSV可见输入输出,outputs/processed/q1/result1.csv,见当前验收报告逐项复核；符号与重复原句复用同节实现
docs/1/final/第一问_MILP_边际价值强化版.md,42,$$,1,src/q1/run.py,main,27,日前全量预测、单一费用MILP与CSV可见输入输出,outputs/processed/q1/result1.csv,见当前验收报告逐项复核；符号与重复原句复用同节实现
docs/1/final/第一问_MILP_边际价值强化版.md,43,\boxed{,1,src/q1/run.py,main,27,日前全量预测、单一费用MILP与CSV可见输入输出,outputs/processed/q1/result1.csv,见当前验收报告逐项复核；符号与重复原句复用同节实现
docs/1/final/第一问_MILP_边际价值强化版.md,44,\text{具有跨时段储能耦合的确定性日前经济调度问题},1,src/q1/run.py,main,27,日前全量预测、单一费用MILP与CSV可见输入输出,outputs/processed/q1/result1.csv,见当前验收报告逐项复核；符号与重复原句复用同节实现
docs/1/final/第一问_MILP_边际价值强化版.md,45,},1,src/q1/run.py,main,27,日前全量预测、单一费用MILP与CSV可见输入输出,outputs/processed/q1/result1.csv,见当前验收报告逐项复核；符号与重复原句复用同节实现
docs/1/final/第一问_MILP_边际价值强化版.md,46,$$,1,src/q1/run.py,main,27,日前全量预测、单一费用MILP与CSV可见输入输出,outputs/processed/q1/result1.csv,见当前验收报告逐项复核；符号与重复原句复用同节实现
docs/1/final/第一问_MILP_边际价值强化版.md,48,由于需要利用 0-1 变量描述储能充放电状态，本文建立：,1,src/q1/run.py,main,27,日前全量预测、单一费用MILP与CSV可见输入输出,outputs/processed/q1/result1.csv,见当前验收报告逐项复核；符号与重复原句复用同节实现
docs/1/final/第一问_MILP_边际价值强化版.md,50,$$,1,src/q1/run.py,main,27,日前全量预测、单一费用MILP与CSV可见输入输出,outputs/processed/q1/result1.csv,见当前验收报告逐项复核；符号与重复原句复用同节实现
docs/1/final/第一问_MILP_边际价值强化版.md,51,\boxed{,1,src/q1/run.py,main,27,日前全量预测、单一费用MILP与CSV可见输入输出,outputs/processed/q1/result1.csv,见当前验收报告逐项复核；符号与重复原句复用同节实现
docs/1/final/第一问_MILP_边际价值强化版.md,52,\text{Mixed Integer Linear Programming（MILP）},1,src/q1/run.py,main,27,日前全量预测、单一费用MILP与CSV可见输入输出,outputs/processed/q1/result1.csv,见当前验收报告逐项复核；符号与重复原句复用同节实现
docs/1/final/第一问_MILP_边际价值强化版.md,53,},1,src/q1/run.py,main,27,日前全量预测、单一费用MILP与CSV可见输入输出,outputs/processed/q1/result1.csv,见当前验收报告逐项复核；符号与重复原句复用同节实现
docs/1/final/第一问_MILP_边际价值强化版.md,54,$$,1,src/q1/run.py,main,27,日前全量预测、单一费用MILP与CSV可见输入输出,outputs/processed/q1/result1.csv,见当前验收报告逐项复核；符号与重复原句复用同节实现
docs/1/final/第一问_MILP_边际价值强化版.md,56,即混合整数线性规划模型。,1,src/q1/run.py,main,27,日前全量预测、单一费用MILP与CSV可见输入输出,outputs/processed/q1/result1.csv,见当前验收报告逐项复核；符号与重复原句复用同节实现
docs/1/final/第一问_MILP_边际价值强化版.md,58,---,1,src/q1/run.py,main,27,日前全量预测、单一费用MILP与CSV可见输入输出,outputs/processed/q1/result1.csv,见当前验收报告逐项复核；符号与重复原句复用同节实现
docs/1/final/第一问_MILP_边际价值强化版.md,60,# 2. 10 min 时间右端点映射,2,src/q1/model.py,read_inputs,70,144个右端点与单位转换；异常输入测试,inputs/q1/processed/timeseries.csv,见当前验收报告逐项复核；符号与重复原句复用同节实现
docs/1/final/第一问_MILP_边际价值强化版.md,62,一天以 10 min 为一个调度时段，因此：,2,src/q1/model.py,read_inputs,70,144个右端点与单位转换；异常输入测试,inputs/q1/processed/timeseries.csv,见当前验收报告逐项复核；符号与重复原句复用同节实现
docs/1/final/第一问_MILP_边际价值强化版.md,64,$$,2,src/q1/model.py,read_inputs,70,144个右端点与单位转换；异常输入测试,inputs/q1/processed/timeseries.csv,见当前验收报告逐项复核；符号与重复原句复用同节实现
docs/1/final/第一问_MILP_边际价值强化版.md,65,\Delta t=\frac{10}{60}=\frac16\text{ h},2,src/q1/model.py,read_inputs,70,144个右端点与单位转换；异常输入测试,inputs/q1/processed/timeseries.csv,见当前验收报告逐项复核；符号与重复原句复用同节实现
docs/1/final/第一问_MILP_边际价值强化版.md,66,$$,2,src/q1/model.py,read_inputs,70,144个右端点与单位转换；异常输入测试,inputs/q1/processed/timeseries.csv,见当前验收报告逐项复核；符号与重复原句复用同节实现
docs/1/final/第一问_MILP_边际价值强化版.md,68,全天共有：,2,src/q1/model.py,read_inputs,70,144个右端点与单位转换；异常输入测试,inputs/q1/processed/timeseries.csv,见当前验收报告逐项复核；符号与重复原句复用同节实现
docs/1/final/第一问_MILP_边际价值强化版.md,70,$$,2,src/q1/model.py,read_inputs,70,144个右端点与单位转换；异常输入测试,inputs/q1/processed/timeseries.csv,见当前验收报告逐项复核；符号与重复原句复用同节实现
docs/1/final/第一问_MILP_边际价值强化版.md,71,T=24\times6=144,2,src/q1/model.py,read_inputs,70,144个右端点与单位转换；异常输入测试,inputs/q1/processed/timeseries.csv,见当前验收报告逐项复核；符号与重复原句复用同节实现
docs/1/final/第一问_MILP_边际价值强化版.md,72,$$,2,src/q1/model.py,read_inputs,70,144个右端点与单位转换；异常输入测试,inputs/q1/processed/timeseries.csv,见当前验收报告逐项复核；符号与重复原句复用同节实现
docs/1/final/第一问_MILP_边际价值强化版.md,74,个调度时段，记为：,2,src/q1/model.py,read_inputs,70,144个右端点与单位转换；异常输入测试,inputs/q1/processed/timeseries.csv,见当前验收报告逐项复核；符号与重复原句复用同节实现
docs/1/final/第一问_MILP_边际价值强化版.md,76,$$,2,src/q1/model.py,read_inputs,70,144个右端点与单位转换；异常输入测试,inputs/q1/processed/timeseries.csv,见当前验收报告逐项复核；符号与重复原句复用同节实现
docs/1/final/第一问_MILP_边际价值强化版.md,77,"t=1,2,\ldots,144.",2,src/q1/model.py,read_inputs,70,144个右端点与单位转换；异常输入测试,inputs/q1/processed/timeseries.csv,见当前验收报告逐项复核；符号与重复原句复用同节实现
docs/1/final/第一问_MILP_边际价值强化版.md,78,$$,2,src/q1/model.py,read_inputs,70,144个右端点与单位转换；异常输入测试,inputs/q1/processed/timeseries.csv,见当前验收报告逐项复核；符号与重复原句复用同节实现
docs/1/final/第一问_MILP_边际价值强化版.md,80,为避免附件中的“时刻”与题目要求的“时间段”发生错位，本文统一采用**右端点标记 convention**：,2,src/q1/model.py,read_inputs,70,144个右端点与单位转换；异常输入测试,inputs/q1/processed/timeseries.csv,见当前验收报告逐项复核；符号与重复原句复用同节实现
docs/1/final/第一问_MILP_边际价值强化版.md,82,$$,2,src/q1/model.py,read_inputs,70,144个右端点与单位转换；异常输入测试,inputs/q1/processed/timeseries.csv,见当前验收报告逐项复核；符号与重复原句复用同节实现
docs/1/final/第一问_MILP_边际价值强化版.md,83,00{:}10,2,src/q1/model.py,read_inputs,70,144个右端点与单位转换；异常输入测试,inputs/q1/processed/timeseries.csv,见当前验收报告逐项复核；符号与重复原句复用同节实现
docs/1/final/第一问_MILP_边际价值强化版.md,84,\longleftrightarrow,2,src/q1/model.py,read_inputs,70,144个右端点与单位转换；异常输入测试,inputs/q1/processed/timeseries.csv,见当前验收报告逐项复核；符号与重复原句复用同节实现
docs/1/final/第一问_MILP_边际价值强化版.md,85,"[00{:}00,00{:}10)",2,src/q1/model.py,read_inputs,70,144个右端点与单位转换；异常输入测试,inputs/q1/processed/timeseries.csv,见当前验收报告逐项复核；符号与重复原句复用同节实现
docs/1/final/第一问_MILP_边际价值强化版.md,86,$$,2,src/q1/model.py,read_inputs,70,144个右端点与单位转换；异常输入测试,inputs/q1/processed/timeseries.csv,见当前验收报告逐项复核；符号与重复原句复用同节实现
docs/1/final/第一问_MILP_边际价值强化版.md,88,$$,2,src/q1/model.py,read_inputs,70,144个右端点与单位转换；异常输入测试,inputs/q1/processed/timeseries.csv,见当前验收报告逐项复核；符号与重复原句复用同节实现
docs/1/final/第一问_MILP_边际价值强化版.md,89,00{:}20,2,src/q1/model.py,read_inputs,70,144个右端点与单位转换；异常输入测试,inputs/q1/processed/timeseries.csv,见当前验收报告逐项复核；符号与重复原句复用同节实现
docs/1/final/第一问_MILP_边际价值强化版.md,90,\longleftrightarrow,2,src/q1/model.py,read_inputs,70,144个右端点与单位转换；异常输入测试,inputs/q1/processed/timeseries.csv,见当前验收报告逐项复核；符号与重复原句复用同节实现
docs/1/final/第一问_MILP_边际价值强化版.md,91,"[00{:}10,00{:}20)",2,src/q1/model.py,read_inputs,70,144个右端点与单位转换；异常输入测试,inputs/q1/processed/timeseries.csv,见当前验收报告逐项复核；符号与重复原句复用同节实现
docs/1/final/第一问_MILP_边际价值强化版.md,92,$$,2,src/q1/model.py,read_inputs,70,144个右端点与单位转换；异常输入测试,inputs/q1/processed/timeseries.csv,见当前验收报告逐项复核；符号与重复原句复用同节实现
docs/1/final/第一问_MILP_边际价值强化版.md,94,依此类推，,2,src/q1/model.py,read_inputs,70,144个右端点与单位转换；异常输入测试,inputs/q1/processed/timeseries.csv,见当前验收报告逐项复核；符号与重复原句复用同节实现
docs/1/final/第一问_MILP_边际价值强化版.md,96,$$,2,src/q1/model.py,read_inputs,70,144个右端点与单位转换；异常输入测试,inputs/q1/processed/timeseries.csv,见当前验收报告逐项复核；符号与重复原句复用同节实现
docs/1/final/第一问_MILP_边际价值强化版.md,97,0{:}00+1,2,src/q1/model.py,read_inputs,70,144个右端点与单位转换；异常输入测试,inputs/q1/processed/timeseries.csv,见当前验收报告逐项复核；符号与重复原句复用同节实现
docs/1/final/第一问_MILP_边际价值强化版.md,98,\longleftrightarrow,2,src/q1/model.py,read_inputs,70,144个右端点与单位转换；异常输入测试,inputs/q1/processed/timeseries.csv,见当前验收报告逐项复核；符号与重复原句复用同节实现
docs/1/final/第一问_MILP_边际价值强化版.md,99,"[23{:}50,24{:}00).",2,src/q1/model.py,read_inputs,70,144个右端点与单位转换；异常输入测试,inputs/q1/processed/timeseries.csv,见当前验收报告逐项复核；符号与重复原句复用同节实现
docs/1/final/第一问_MILP_边际价值强化版.md,100,$$,2,src/q1/model.py,read_inputs,70,144个右端点与单位转换；异常输入测试,inputs/q1/processed/timeseries.csv,见当前验收报告逐项复核；符号与重复原句复用同节实现
docs/1/final/第一问_MILP_边际价值强化版.md,102,因此，例如题目要求给出：,2,src/q1/model.py,read_inputs,70,144个右端点与单位转换；异常输入测试,inputs/q1/processed/timeseries.csv,见当前验收报告逐项复核；符号与重复原句复用同节实现
docs/1/final/第一问_MILP_边际价值强化版.md,104,$$,2,src/q1/model.py,read_inputs,70,144个右端点与单位转换；异常输入测试,inputs/q1/processed/timeseries.csv,见当前验收报告逐项复核；符号与重复原句复用同节实现
docs/1/final/第一问_MILP_边际价值强化版.md,105,10{:}00-10{:}10,2,src/q1/model.py,read_inputs,70,144个右端点与单位转换；异常输入测试,inputs/q1/processed/timeseries.csv,见当前验收报告逐项复核；符号与重复原句复用同节实现
docs/1/final/第一问_MILP_边际价值强化版.md,106,$$,2,src/q1/model.py,read_inputs,70,144个右端点与单位转换；异常输入测试,inputs/q1/processed/timeseries.csv,见当前验收报告逐项复核；符号与重复原句复用同节实现
docs/1/final/第一问_MILP_边际价值强化版.md,108,这一时段的结果时，对应附件中标记为：,2,src/q1/model.py,read_inputs,70,144个右端点与单位转换；异常输入测试,inputs/q1/processed/timeseries.csv,见当前验收报告逐项复核；符号与重复原句复用同节实现
docs/1/final/第一问_MILP_边际价值强化版.md,110,$$,2,src/q1/model.py,read_inputs,70,144个右端点与单位转换；异常输入测试,inputs/q1/processed/timeseries.csv,见当前验收报告逐项复核；符号与重复原句复用同节实现
docs/1/final/第一问_MILP_边际价值强化版.md,111,10{:}10,2,src/q1/model.py,read_inputs,70,144个右端点与单位转换；异常输入测试,inputs/q1/processed/timeseries.csv,见当前验收报告逐项复核；符号与重复原句复用同节实现
docs/1/final/第一问_MILP_边际价值强化版.md,112,$$,2,src/q1/model.py,read_inputs,70,144个右端点与单位转换；异常输入测试,inputs/q1/processed/timeseries.csv,见当前验收报告逐项复核；符号与重复原句复用同节实现
docs/1/final/第一问_MILP_边际价值强化版.md,114,的数据行。,2,src/q1/model.py,read_inputs,70,144个右端点与单位转换；异常输入测试,inputs/q1/processed/timeseries.csv,见当前验收报告逐项复核；符号与重复原句复用同节实现
docs/1/final/第一问_MILP_边际价值强化版.md,116,需要说明的是，右端点映射属于本文的数据索引约定，其目的是使 144 个离散数据点与全天 144 个连续 10 min 调度区间一一对应。,2,src/q1/model.py,read_inputs,70,144个右端点与单位转换；异常输入测试,inputs/q1/processed/timeseries.csv,见当前验收报告逐项复核；符号与重复原句复用同节实现
docs/1/final/第一问_MILP_边际价值强化版.md,119,---,2,src/q1/model.py,read_inputs,70,144个右端点与单位转换；异常输入测试,inputs/q1/processed/timeseries.csv,见当前验收报告逐项复核；符号与重复原句复用同节实现
docs/1/final/第一问_MILP_边际价值强化版.md,121,## 2.1 数据完整性与时间索引标准化,2.1,src/q1/model.py,endpoint_minutes,42,时间类型归一、完整性、10min连续索引和非负性,outputs/q1/raw/tests.json,见当前验收报告逐项复核；符号与重复原句复用同节实现
docs/1/final/第一问_MILP_边际价值强化版.md,123,对附件 1 进行读取后，首先执行数据完整性与索引一致性检查。附件实际包含 144 条日内记录，与全天 144 个 10 min 调度时段完全对应；经逐项检查不存在缺失记录与重复时刻，标准化后的时间索引依次为：,2.1,src/q1/model.py,endpoint_minutes,42,时间类型归一、完整性、10min连续索引和非负性,outputs/q1/raw/tests.json,见当前验收报告逐项复核；符号与重复原句复用同节实现
docs/1/final/第一问_MILP_边际价值强化版.md,125,$$,2.1,src/q1/model.py,endpoint_minutes,42,时间类型归一、完整性、10min连续索引和非负性,outputs/q1/raw/tests.json,见当前验收报告逐项复核；符号与重复原句复用同节实现
docs/1/final/第一问_MILP_边际价值强化版.md,126,"10,20,\ldots,1440\ \text{min},",2.1,src/q1/model.py,endpoint_minutes,42,时间类型归一、完整性、10min连续索引和非负性,outputs/q1/raw/tests.json,见当前验收报告逐项复核；符号与重复原句复用同节实现
docs/1/final/第一问_MILP_边际价值强化版.md,127,$$,2.1,src/q1/model.py,endpoint_minutes,42,时间类型归一、完整性、10min连续索引和非负性,outputs/q1/raw/tests.json,见当前验收报告逐项复核；符号与重复原句复用同节实现
docs/1/final/第一问_MILP_边际价值强化版.md,129,相邻记录间隔均为 10 min，且电价、小区负荷和光伏预测功率均满足非负性要求。,2.1,src/q1/model.py,endpoint_minutes,42,时间类型归一、完整性、10min连续索引和非负性,outputs/q1/raw/tests.json,见当前验收报告逐项复核；符号与重复原句复用同节实现
docs/1/final/第一问_MILP_边际价值强化版.md,131,由于原始 Excel 的“时间”字段存在不同存储形式，读取时不直接依赖其底层单元格类型，而是统一解析为从当日 0:00 起累计的分钟数，并进一步映射为：,2.1,src/q1/model.py,endpoint_minutes,42,时间类型归一、完整性、10min连续索引和非负性,outputs/q1/raw/tests.json,见当前验收报告逐项复核；符号与重复原句复用同节实现
docs/1/final/第一问_MILP_边际价值强化版.md,133,$$,2.1,src/q1/model.py,endpoint_minutes,42,时间类型归一、完整性、10min连续索引和非负性,outputs/q1/raw/tests.json,见当前验收报告逐项复核；符号与重复原句复用同节实现
docs/1/final/第一问_MILP_边际价值强化版.md,134,"t=1,2,\ldots,144.",2.1,src/q1/model.py,endpoint_minutes,42,时间类型归一、完整性、10min连续索引和非负性,outputs/q1/raw/tests.json,见当前验收报告逐项复核；符号与重复原句复用同节实现
docs/1/final/第一问_MILP_边际价值强化版.md,135,$$,2.1,src/q1/model.py,endpoint_minutes,42,时间类型归一、完整性、10min连续索引和非负性,outputs/q1/raw/tests.json,见当前验收报告逐项复核；符号与重复原句复用同节实现
docs/1/final/第一问_MILP_边际价值强化版.md,137,其中将 `0:00+1` 统一解释为当日 24:00，即第 144 个调度时段的右端点。经过上述处理后，模型内部仅使用标准整数索引 $t$，从而避免 Excel 时间格式差异对排序、匹配和结果回写造成影响。,2.1,src/q1/model.py,endpoint_minutes,42,时间类型归一、完整性、10min连续索引和非负性,outputs/q1/raw/tests.json,见当前验收报告逐项复核；符号与重复原句复用同节实现
docs/1/final/第一问_MILP_边际价值强化版.md,139,---,2.1,src/q1/model.py,endpoint_minutes,42,时间类型归一、完整性、10min连续索引和非负性,outputs/q1/raw/tests.json,见当前验收报告逐项复核；符号与重复原句复用同节实现
docs/1/final/第一问_MILP_边际价值强化版.md,141,# 3. 零阶保持假设与 kW → kWh,3,src/q1/model.py,read_inputs,70,ZOH：负荷/光伏功率乘1/6,inputs/q1/processed/timeseries.csv,见当前验收报告逐项复核；符号与重复原句复用同节实现
docs/1/final/第一问_MILP_边际价值强化版.md,143,现实中的负荷功率与光伏功率在 10 min 内可以连续变化，但附件只提供离散时间数据。,3,src/q1/model.py,read_inputs,70,ZOH：负荷/光伏功率乘1/6,inputs/q1/processed/timeseries.csv,见当前验收报告逐项复核；符号与重复原句复用同节实现
docs/1/final/第一问_MILP_边际价值强化版.md,145,"由于题目没有进一步给出每个 10 min 内部的连续变化规律，本文采用**零阶保持（Zero-Order Hold, ZOH）假设**：",3,src/q1/model.py,read_inputs,70,ZOH：负荷/光伏功率乘1/6,inputs/q1/processed/timeseries.csv,见当前验收报告逐项复核；符号与重复原句复用同节实现
docs/1/final/第一问_MILP_边际价值强化版.md,147,> 在任一 10 min 调度时段内，以附件中该时段对应的功率值作为该时段的等效恒定功率。,3,src/q1/model.py,read_inputs,70,ZOH：负荷/光伏功率乘1/6,inputs/q1/processed/timeseries.csv,见当前验收报告逐项复核；符号与重复原句复用同节实现
docs/1/final/第一问_MILP_边际价值强化版.md,149,设第 $t$ 时段的负荷功率和光伏预测功率分别为：,3,src/q1/model.py,read_inputs,70,ZOH：负荷/光伏功率乘1/6,inputs/q1/processed/timeseries.csv,见当前验收报告逐项复核；符号与重复原句复用同节实现
docs/1/final/第一问_MILP_边际价值强化版.md,151,$$,3,src/q1/model.py,read_inputs,70,ZOH：负荷/光伏功率乘1/6,inputs/q1/processed/timeseries.csv,见当前验收报告逐项复核；符号与重复原句复用同节实现
docs/1/final/第一问_MILP_边际价值强化版.md,152,"P_t^L,\qquad P_t^{PV},",3,src/q1/model.py,read_inputs,70,ZOH：负荷/光伏功率乘1/6,inputs/q1/processed/timeseries.csv,见当前验收报告逐项复核；符号与重复原句复用同节实现
docs/1/final/第一问_MILP_边际价值强化版.md,153,$$,3,src/q1/model.py,read_inputs,70,ZOH：负荷/光伏功率乘1/6,inputs/q1/processed/timeseries.csv,见当前验收报告逐项复核；符号与重复原句复用同节实现
docs/1/final/第一问_MILP_边际价值强化版.md,155,则在该时段内部近似有：,3,src/q1/model.py,read_inputs,70,ZOH：负荷/光伏功率乘1/6,inputs/q1/processed/timeseries.csv,见当前验收报告逐项复核；符号与重复原句复用同节实现
docs/1/final/第一问_MILP_边际价值强化版.md,157,$$,3,src/q1/model.py,read_inputs,70,ZOH：负荷/光伏功率乘1/6,inputs/q1/processed/timeseries.csv,见当前验收报告逐项复核；符号与重复原句复用同节实现
docs/1/final/第一问_MILP_边际价值强化版.md,158,"P^L(\tau)=P_t^L,",3,src/q1/model.py,read_inputs,70,ZOH：负荷/光伏功率乘1/6,inputs/q1/processed/timeseries.csv,见当前验收报告逐项复核；符号与重复原句复用同节实现
docs/1/final/第一问_MILP_边际价值强化版.md,159,$$,3,src/q1/model.py,read_inputs,70,ZOH：负荷/光伏功率乘1/6,inputs/q1/processed/timeseries.csv,见当前验收报告逐项复核；符号与重复原句复用同节实现
docs/1/final/第一问_MILP_边际价值强化版.md,161,$$,3,src/q1/model.py,read_inputs,70,ZOH：负荷/光伏功率乘1/6,inputs/q1/processed/timeseries.csv,见当前验收报告逐项复核；符号与重复原句复用同节实现
docs/1/final/第一问_MILP_边际价值强化版.md,162,P^{PV}(\tau)=P_t^{PV}.,3,src/q1/model.py,read_inputs,70,ZOH：负荷/光伏功率乘1/6,inputs/q1/processed/timeseries.csv,见当前验收报告逐项复核；符号与重复原句复用同节实现
