issue,target,horizon_hours,forecast_kw,date,issue_hour,actual_kw,error_kw
2025-02-01 06:00:00,2025-02-01 13:00:00,7,6980.8005999999996,2025-02-01,6,6313.3500000000004,667.45059999999921
2025-02-01 06:00:00,2025-02-01 14:00:00,8,5666.3176000000003,2025-02-01,6,5251.125,415.19260000000031
2025-02-01 06:00:00,2025-02-01 15:00:00,9,3746.5408000000002,2025-02-01,6,3688.3499999999999,58.190800000000309
2025-02-01 06:00:00,2025-02-01 16:00:00,10,2112.8236000000002,2025-02-01,6,1973.5875000000001,139.23610000000008
2025-02-01 06:00:00,2025-02-01 17:00:00,11,388.54910000000001,2025-02-01,6,358.23750000000001,30.311599999999999
2025-02-01 06:00:00,2025-02-01 18:00:00,12,0,2025-02-01,6,0,0
2025-02-01 06:00:00,2025-02-01 19:00:00,13,0,2025-02-01,6,0,0
2025-02-01 06:00:00,2025-02-01 20:00:00,14,0,2025-02-01,6,0,0
2025-02-01 06:00:00,2025-02-01 21:00:00,15,0,2025-02-01,6,0,0
2025-02-01 06:00:00,2025-02-01 22:00:00,16,0,2025-02-01,6,0,0
2025-02-01 06:00:00,2025-02-01 23:00:00,17,0,2025-02-01,6,0,0
2025-02-01 06:00:00,2025-02-02 00:00:00,18,0,2025-02-01,6,0,0
2025-02-01 06:00:00,2025-02-02 01:00:00,19,0,2025-02-01,6,0,0
2025-02-01 06:00:00,2025-02-02 02:00:00,20,0,2025-02-01,6,0,0
2025-02-01 06:00:00,2025-02-02 03:00:00,21,0,2025-02-01,6,0,0
2025-02-01 06:00:00,2025-02-02 04:00:00,22,0,2025-02-01,6,0,0
2025-02-01 06:00:00,2025-02-02 05:00:00,23,0,2025-02-01,6,0,0
2025-02-01 06:00:00,2025-02-02 06:00:00,24,0,2025-02-01,6,0,0
2025-02-01 12:00:00,2025-02-01 13:00:00,1,6292.3136000000004,2025-02-01,12,6313.3500000000004,-21.036399999999958
2025-02-01 12:00:00,2025-02-01 14:00:00,2,5206.0919999999996,2025-02-01,12,5251.125,-45.033000000000357
2025-02-01 12:00:00,2025-02-01 15:00:00,3,3634.1271000000002,2025-02-01,12,3688.3499999999999,-54.222899999999754
2025-02-01 12:00:00,2025-02-01 16:00:00,4,1920.1047000000001,2025-02-01,12,1973.5875000000001,-53.482799999999997
2025-02-01 12:00:00,2025-02-01 17:00:00,5,335.9676,2025-02-01,12,358.23750000000001,-22.269900000000007
2025-02-01 12:00:00,2025-02-01 18:00:00,6,0,2025-02-01,12,0,0
2025-02-01 12:00:00,2025-02-01 19:00:00,7,0,2025-02-01,12,0,0
2025-02-01 12:00:00,2025-02-01 20:00:00,8,0,2025-02-01,12,0,0
2025-02-01 12:00:00,2025-02-01 21:00:00,9,0,2025-02-01,12,0,0
2025-02-01 12:00:00,2025-02-01 22:00:00,10,0,2025-02-01,12,0,0
2025-02-01 12:00:00,2025-02-01 23:00:00,11,0,2025-02-01,12,0,0
2025-02-01 12:00:00,2025-02-02 00:00:00,12,0,2025-02-01,12,0,0
2025-02-01 12:00:00,2025-02-02 01:00:00,13,0,2025-02-01,12,0,0
2025-02-01 12:00:00,2025-02-02 02:00:00,14,0,2025-02-01,12,0,0
2025-02-01 12:00:00,2025-02-02 03:00:00,15,0,2025-02-01,12,0,0
2025-02-01 12:00:00,2025-02-02 04:00:00,16,0,2025-02-01,12,0,0
2025-02-01 12:00:00,2025-02-02 05:00:00,17,0,2025-02-01,12,0,0
2025-02-01 12:00:00,2025-02-02 06:00:00,18,0,2025-02-01,12,0,0
2025-02-01 12:00:00,2025-02-02 07:00:00,19,391.93349999999998,2025-02-01,12,386.0625,5.8709999999999809
2025-02-01 12:00:00,2025-02-02 08:00:00,20,1844.3733999999999,2025-02-01,12,1994.925,-150.55160000000001
2025-02-01 12:00:00,2025-02-02 09:00:00,21,2864.5338999999999,2025-02-01,12,3830.9625000000001,-966.42860000000019
2025-02-01 12:00:00,2025-02-02 10:00:00,22,3650.2249999999999,2025-02-01,12,5427.7124999999996,-1777.4874999999997
2025-02-01 12:00:00,2025-02-02 11:00:00,23,4698.4740000000002,2025-02-01,12,6330.4875000000002,-1632.0135
2025-02-01 12:00:00,2025-02-02 12:00:00,24,3189.0074,2025-02-01,12,6888.0375000000004,-3699.0301000000004
2025-02-01 18:00:00,2025-02-01 19:00:00,1,0,2025-02-01,18,0,0
2025-02-01 18:00:00,2025-02-01 20:00:00,2,0,2025-02-01,18,0,0
2025-02-01 18:00:00,2025-02-01 21:00:00,3,0,2025-02-01,18,0,0
2025-02-01 18:00:00,2025-02-01 22:00:00,4,0,2025-02-01,18,0,0
2025-02-01 18:00:00,2025-02-01 23:00:00,5,0,2025-02-01,18,0,0
2025-02-01 18:00:00,2025-02-02 00:00:00,6,0,2025-02-01,18,0,0
2025-02-01 18:00:00,2025-02-02 01:00:00,7,0,2025-02-01,18,0,0
2025-02-01 18:00:00,2025-02-02 02:00:00,8,0,2025-02-01,18,0,0
2025-02-01 18:00:00,2025-02-02 03:00:00,9,0,2025-02-01,18,0,0
2025-02-01 18:00:00,2025-02-02 04:00:00,10,0,2025-02-01,18,0,0
2025-02-01 18:00:00,2025-02-02 05:00:00,11,0,2025-02-01,18,0,0
2025-02-01 18:00:00,2025-02-02 06:00:00,12,0,2025-02-01,18,0,0
2025-02-01 18:00:00,2025-02-02 07:00:00,13,327.50720000000001,2025-02-01,18,386.0625,-58.555299999999988
2025-02-01 18:00:00,2025-02-02 08:00:00,14,1823.046,2025-02-01,18,1994.925,-171.87899999999991
2025-02-01 18:00:00,2025-02-02 09:00:00,15,4069.0549999999998,2025-02-01,18,3830.9625000000001,238.09249999999975
2025-02-01 18:00:00,2025-02-02 10:00:00,16,5461.4530000000004,2025-02-01,18,5427.7124999999996,33.740500000000793
2025-02-01 18:00:00,2025-02-02 11:00:00,17,6900.8895000000002,2025-02-01,18,6330.4875000000002,570.40200000000004
2025-02-01 18:00:00,2025-02-02 12:00:00,18,7444.3125,2025-02-01,18,6888.0375000000004,556.27499999999964
2025-02-01 18:00:00,2025-02-02 13:00:00,19,7113.1684999999998,2025-02-01,18,6407.1750000000002,705.99349999999959
2025-02-01 18:00:00,2025-02-02 14:00:00,20,6398.5960999999998,2025-02-01,18,5694,704.59609999999975
2025-02-01 18:00:00,2025-02-02 15:00:00,21,4790.25,2025-02-01,18,3990.7125000000001,799.53749999999991
2025-02-01 18:00:00,2025-02-02 16:00:00,22,2561.73,2025-02-01,18,2058.375,503.35500000000002
2025-02-01 18:00:00,2025-02-02 17:00:00,23,492.0532,2025-02-01,18,380.58749999999998,111.46570000000003
2025-02-01 18:00:00,2025-02-02 18:00:00,24,0,2025-02-01,18,0,0
2025-02-02 00:00:00,2025-02-02 01:00:00,1,0,2025-02-02,0,0,0
2025-02-02 00:00:00,2025-02-02 02:00:00,2,0,2025-02-02,0,0,0
2025-02-02 00:00:00,2025-02-02 03:00:00,3,0,2025-02-02,0,0,0
2025-02-02 00:00:00,2025-02-02 04:00:00,4,0,2025-02-02,0,0,0
2025-02-02 00:00:00,2025-02-02 05:00:00,5,0,2025-02-02,0,0,0
2025-02-02 00:00:00,2025-02-02 06:00:00,6,0,2025-02-02,0,0,0
2025-02-02 00:00:00,2025-02-02 07:00:00,7,375.2276,2025-02-02,0,386.0625,-10.834900000000005
2025-02-02 00:00:00,2025-02-02 08:00:00,8,2068.4133999999999,2025-02-02,0,1994.925,73.488399999999956
2025-02-02 00:00:00,2025-02-02 09:00:00,9,4083.9989,2025-02-02,0,3830.9625000000001,253.03639999999996
2025-02-02 00:00:00,2025-02-02 10:00:00,10,5106.4018999999998,2025-02-02,0,5427.7124999999996,-321.31059999999979
2025-02-02 00:00:00,2025-02-02 11:00:00,11,5942.0847999999996,2025-02-02,0,6330.4875000000002,-388.40270000000055
2025-02-02 00:00:00,2025-02-02 12:00:00,12,6336.8077999999996,2025-02-02,0,6888.0375000000004,-551.22970000000078
2025-02-02 00:00:00,2025-02-02 13:00:00,13,6020.8028999999997,2025-02-02,0,6407.1750000000002,-386.3721000000005
2025-02-02 00:00:00,2025-02-02 14:00:00,14,5246.8437999999996,2025-02-02,0,5694,-447.15620000000035
2025-02-02 00:00:00,2025-02-02 15:00:00,15,4175.6368000000002,2025-02-02,0,3990.7125000000001,184.92430000000013
2025-02-02 00:00:00,2025-02-02 16:00:00,16,2140.0738000000001,2025-02-02,0,2058.375,81.698800000000119
2025-02-02 00:00:00,2025-02-02 17:00:00,17,411.1198,2025-02-02,0,380.58749999999998,30.532300000000021
2025-02-02 00:00:00,2025-02-02 18:00:00,18,0,2025-02-02,0,0,0
2025-02-02 00:00:00,2025-02-02 19:00:00,19,0,2025-02-02,0,0,0
2025-02-02 00:00:00,2025-02-02 20:00:00,20,0,2025-02-02,0,0,0
2025-02-02 00:00:00,2025-02-02 21:00:00,21,0,2025-02-02,0,0,0
2025-02-02 00:00:00,2025-02-02 22:00:00,22,0,2025-02-02,0,0,0
2025-02-02 00:00:00,2025-02-02 23:00:00,23,0,2025-02-02,0,0,0
2025-02-02 00:00:00,2025-02-03 00:00:00,24,0,2025-02-02,0,0,0
2025-02-02 06:00:00,2025-02-02 07:00:00,1,384.26179999999999,2025-02-02,6,386.0625,-1.8007000000000062
2025-02-02 06:00:00,2025-02-02 08:00:00,2,1996.0391,2025-02-02,6,1994.925,1.1141000000000076
2025-02-02 06:00:00,2025-02-02 09:00:00,3,3819.9585999999999,2025-02-02,6,3830.9625000000001,-11.003900000000158
2025-02-02 06:00:00,2025-02-02 10:00:00,4,5545.8852999999999,2025-02-02,6,5427.7124999999996,118.17280000000028
2025-02-02 06:00:00,2025-02-02 11:00:00,5,6449.2044999999998,2025-02-02,6,6330.4875000000002,118.71699999999964
2025-02-02 06:00:00,2025-02-02 12:00:00,6,7053.2195000000002,2025-02-02,6,6888.0375000000004,165.18199999999979
2025-02-02 06:00:00,2025-02-02 13:00:00,7,6205.0799999999999,2025-02-02,6,6407.1750000000002,-202.09500000000025
2025-02-02 06:00:00,2025-02-02 14:00:00,8,5647.0073000000002,2025-02-02,6,5694,-46.992699999999786
2025-02-02 06:00:00,2025-02-02 15:00:00,9,3844.7988999999998,2025-02-02,6,3990.7125000000001,-145.91360000000032
2025-02-02 06:00:00,2025-02-02 16:00:00,10,2095.5448000000001,2025-02-02,6,2058.375,37.169800000000123
2025-02-02 06:00:00,2025-02-02 17:00:00,11,434.09969999999998,2025-02-02,6,380.58749999999998,53.512200000000007
2025-02-02 06:00:00,2025-02-02 18:00:00,12,0,2025-02-02,6,0,0
2025-02-02 06:00:00,2025-02-02 19:00:00,13,0,2025-02-02,6,0,0
2025-02-02 06:00:00,2025-02-02 20:00:00,14,0,2025-02-02,6,0,0
2025-02-02 06:00:00,2025-02-02 21:00:00,15,0,2025-02-02,6,0,0
2025-02-02 06:00:00,2025-02-02 22:00:00,16,0,2025-02-02,6,0,0
2025-02-02 06:00:00,2025-02-02 23:00:00,17,0,2025-02-02,6,0,0
2025-02-02 06:00:00,2025-02-03 00:00:00,18,0,2025-02-02,6,0,0
2025-02-02 06:00:00,2025-02-03 01:00:00,19,0,2025-02-02,6,0,0
2025-02-02 06:00:00,2025-02-03 02:00:00,20,0,2025-02-02,6,0,0
2025-02-02 06:00:00,2025-02-03 03:00:00,21,0,2025-02-02,6,0,0
2025-02-02 06:00:00,2025-02-03 04:00:00,22,0,2025-02-02,6,0,0
2025-02-02 06:00:00,2025-02-03 05:00:00,23,0,2025-02-02,6,0,0
2025-02-02 06:00:00,2025-02-03 06:00:00,24,0,2025-02-02,6,0,0
2025-02-02 12:00:00,2025-02-02 13:00:00,1,6307.0955000000004,2025-02-02,12,6407.1750000000002,-100.07949999999983
2025-02-02 12:00:00,2025-02-02 14:00:00,2,5565.3615,2025-02-02,12,5694,-128.63850000000002
2025-02-02 12:00:00,2025-02-02 15:00:00,3,3872.0385000000001,2025-02-02,12,3990.7125000000001,-118.67399999999998
2025-02-02 12:00:00,2025-02-02 16:00:00,4,1995.2786000000001,2025-02-02,12,2058.375,-63.096399999999903
2025-02-02 12:00:00,2025-02-02 17:00:00,5,361.77190000000002,2025-02-02,12,380.58749999999998,-18.815599999999961
2025-02-02 12:00:00,2025-02-02 18:00:00,6,0,2025-02-02,12,0,0
2025-02-02 12:00:00,2025-02-02 19:00:00,7,0,2025-02-02,12,0,0
2025-02-02 12:00:00,2025-02-02 20:00:00,8,0,2025-02-02,12,0,0
2025-02-02 12:00:00,2025-02-02 21:00:00,9,0,2025-02-02,12,0,0
2025-02-02 12:00:00,2025-02-02 22:00:00,10,0,2025-02-02,12,0,0
2025-02-02 12:00:00,2025-02-02 23:00:00,11,0,2025-02-02,12,0,0
2025-02-02 12:00:00,2025-02-03 00:00:00,12,0,2025-02-02,12,0,0
2025-02-02 12:00:00,2025-02-03 01:00:00,13,0,2025-02-02,12,0,0
2025-02-02 12:00:00,2025-02-03 02:00:00,14,0,2025-02-02,12,0,0
2025-02-02 12:00:00,2025-02-03 03:00:00,15,0,2025-02-02,12,0,0
2025-02-02 12:00:00,2025-02-03 04:00:00,16,0,2025-02-02,12,0,0
2025-02-02 12:00:00,2025-02-03 05:00:00,17,0,2025-02-02,12,0,0
2025-02-02 12:00:00,2025-02-03 06:00:00,18,0,2025-02-02,12,0,0
2025-02-02 12:00:00,2025-02-03 07:00:00,19,391.87189999999998,2025-02-02,12,433.35000000000002,-41.47810000000004
2025-02-02 12:00:00,2025-02-03 08:00:00,20,2589.0987,2025-02-02,12,2476.0124999999998,113.08620000000019
2025-02-02 12:00:00,2025-02-03 09:00:00,21,3600.3742000000002,2025-02-02,12,4054.1624999999999,-453.78829999999971
2025-02-02 12:00:00,2025-02-03 10:00:00,22,4652.5069000000003,2025-02-02,12,5366.3249999999998,-713.8180999999995
2025-02-02 12:00:00,2025-02-03 11:00:00,23,4925.2142999999996,2025-02-02,12,6356.2124999999996,-1430.9982
2025-02-02 12:00:00,2025-02-03 12:00:00,24,5144.3670000000002,2025-02-02,12,6392.9250000000002,-1248.558
2025-02-02 18:00:00,2025-02-02 19:00:00,1,0,2025-02-02,18,0,0
2025-02-02 18:00:00,2025-02-02 20:00:00,2,0,2025-02-02,18,0,0
2025-02-02 18:00:00,2025-02-02 21:00:00,3,0,2025-02-02,18,0,0
2025-02-02 18:00:00,2025-02-02 22:00:00,4,0,2025-02-02,18,0,0
2025-02-02 18:00:00,2025-02-02 23:00:00,5,0,2025-02-02,18,0,0
2025-02-02 18:00:00,2025-02-03 00:00:00,6,0,2025-02-02,18,0,0
2025-02-02 18:00:00,2025-02-03 01:00:00,7,0,2025-02-02,18,0,0
2025-02-02 18:00:00,2025-02-03 02:00:00,8,0,2025-02-02,18,0,0
2025-02-02 18:00:00,2025-02-03 03:00:00,9,0,2025-02-02,18,0,0
2025-02-02 18:00:00,2025-02-03 04:00:00,10,0,2025-02-02,18,0,0
2025-02-02 18:00:00,2025-02-03 05:00:00,11,0,2025-02-02,18,0,0
2025-02-02 18:00:00,2025-02-03 06:00:00,12,0,2025-02-02,18,0,0
2025-02-02 18:00:00,2025-02-03 07:00:00,13,429.81729999999999,2025-02-02,18,433.35000000000002,-3.5327000000000339
2025-02-02 18:00:00,2025-02-03 08:00:00,14,2252.1185999999998,2025-02-02,18,2476.0124999999998,-223.89390000000003
2025-02-02 18:00:00,2025-02-03 09:00:00,15,3693.9355999999998,2025-02-02,18,4054.1624999999999,-360.22690000000011
2025-02-02 18:00:00,2025-02-03 10:00:00,16,5328.8077999999996,2025-02-02,18,5366.3249999999998,-37.51720000000023
2025-02-02 18:00:00,2025-02-03 11:00:00,17,6753.8194000000003,2025-02-02,18,6356.2124999999996,397.60690000000068
2025-02-02 18:00:00,2025-02-03 12:00:00,18,6414.6589999999997,2025-02-02,18,6392.9250000000002,21.733999999999469
2025-02-02 18:00:00,2025-02-03 13:00:00,19,7116.0685000000003,2025-02-02,18,5978.4750000000004,1137.5934999999999
2025-02-02 18:00:00,2025-02-03 14:00:00,20,6519.6000000000004,2025-02-02,18,5316.1125000000002,1203.4875000000002
2025-02-02 18:00:00,2025-02-03 15:00:00,21,4487.1541999999999,2025-02-02,18,3956.3249999999998,530.82920000000013
2025-02-02 18:00:00,2025-02-03 16:00:00,22,2015.9847,2025-02-02,18,2150.4000000000001,-134.41530000000012
2025-02-02 18:00:00,2025-02-03 17:00:00,23,389.28070000000002,2025-02-02,18,383.28750000000002,5.9932000000000016
2025-02-02 18:00:00,2025-02-03 18:00:00,24,0,2025-02-02,18,0,0
2025-02-03 00:00:00,2025-02-03 01:00:00,1,0,2025-02-03,0,0,0
2025-02-03 00:00:00,2025-02-03 02:00:00,2,0,2025-02-03,0,0,0
2025-02-03 00:00:00,2025-02-03 03:00:00,3,0,2025-02-03,0,0,0
2025-02-03 00:00:00,2025-02-03 04:00:00,4,0,2025-02-03,0,0,0
2025-02-03 00:00:00,2025-02-03 05:00:00,5,0,2025-02-03,0,0,0
2025-02-03 00:00:00,2025-02-03 06:00:00,6,0,2025-02-03,0,0,0
2025-02-03 00:00:00,2025-02-03 07:00:00,7,408.01029999999997,2025-02-03,0,433.35000000000002,-25.33970000000005
2025-02-03 00:00:00,2025-02-03 08:00:00,8,2205.3114999999998,2025-02-03,0,2476.0124999999998,-270.70100000000002
2025-02-03 00:00:00,2025-02-03 09:00:00,9,3914.3948999999998,2025-02-03,0,4054.1624999999999,-139.76760000000013
2025-02-03 00:00:00,2025-02-03 10:00:00,10,5138.3127999999997,2025-02-03,0,5366.3249999999998,-228.01220000000012
2025-02-03 00:00:00,2025-02-03 11:00:00,11,5560.2815000000001,2025-02-03,0,6356.2124999999996,-795.93099999999959
2025-02-03 00:00:00,2025-02-03 12:00:00,12,5718.6903000000002,2025-02-03,0,6392.9250000000002,-674.23469999999998
2025-02-03 00:00:00,2025-02-03 13:00:00,13,5557.5033000000003,2025-02-03,0,5978.4750000000004,-420.97170000000006
2025-02-03 00:00:00,2025-02-03 14:00:00,14,4633.3348999999998,2025-02-03,0,5316.1125000000002,-682.77760000000035
2025-02-03 00:00:00,2025-02-03 15:00:00,15,3703.4216000000001,2025-02-03,0,3956.3249999999998,-252.90339999999969
2025-02-03 00:00:00,2025-02-03 16:00:00,16,2083.4049,2025-02-03,0,2150.4000000000001,-66.995100000000093
2025-02-03 00:00:00,2025-02-03 17:00:00,17,362.86869999999999,2025-02-03,0,383.28750000000002,-20.418800000000033
2025-02-03 00:00:00,2025-02-03 18:00:00,18,0,2025-02-03,0,0,0
2025-02-03 00:00:00,2025-02-03 19:00:00,19,0,2025-02-03,0,0,0
2025-02-03 00:00:00,2025-02-03 20:00:00,20,0,2025-02-03,0,0,0
2025-02-03 00:00:00,2025-02-03 21:00:00,21,0,2025-02-03,0,0,0
2025-02-03 00:00:00,2025-02-03 22:00:00,22,0,2025-02-03,0,0,0
2025-02-03 00:00:00,2025-02-03 23:00:00,23,0,2025-02-03,0,0,0
2025-02-03 00:00:00,2025-02-04 00:00:00,24,0,2025-02-03,0,0,0
2025-02-03 06:00:00,2025-02-03 07:00:00,1,436.108,2025-02-03,6,433.35000000000002,2.7579999999999814
2025-02-03 06:00:00,2025-02-03 08:00:00,2,2505.2194,2025-02-03,6,2476.0124999999998,29.206900000000132
2025-02-03 06:00:00,2025-02-03 09:00:00,3,4080.8733000000002,2025-02-03,6,4054.1624999999999,26.71080000000029
2025-02-03 06:00:00,2025-02-03 10:00:00,4,5365.2102000000004,2025-02-03,6,5366.3249999999998,-1.1147999999993772
2025-02-03 06:00:00,2025-02-03 11:00:00,5,6311.3684000000003,2025-02-03,6,6356.2124999999996,-44.844099999999344
2025-02-03 06:00:00,2025-02-03 12:00:00,6,6424.0303000000004,2025-02-03,6,6392.9250000000002,31.10530000000017
2025-02-03 06:00:00,2025-02-03 13:00:00,7,5591.5902999999998,2025-02-03,6,5978.4750000000004,-386.88470000000052
2025-02-03 06:00:00,2025-02-03 14:00:00,8,5160.4179999999997,2025-02-03,6,5316.1125000000002,-155.69450000000052
2025-02-03 06:00:00,2025-02-03 15:00:00,9,3980.6619999999998,2025-02-03,6,3956.3249999999998,24.336999999999989
2025-02-03 06:00:00,2025-02-03 16:00:00,10,2217.5068999999999,2025-02-03,6,2150.4000000000001,67.106899999999769
2025-02-03 06:00:00,2025-02-03 17:00:00,11,356.42070000000001,2025-02-03,6,383.28750000000002,-26.866800000000012
2025-02-03 06:00:00,2025-02-03 18:00:00,12,0,2025-02-03,6,0,0
2025-02-03 06:00:00,2025-02-03 19:00:00,13,0,2025-02-03,6,0,0
2025-02-03 06:00:00,2025-02-03 20:00:00,14,0,2025-02-03,6,0,0
2025-02-03 06:00:00,2025-02-03 21:00:00,15,0,2025-02-03,6,0,0
2025-02-03 06:00:00,2025-02-03 22:00:00,16,0,2025-02-03,6,0,0
2025-02-03 06:00:00,2025-02-03 23:00:00,17,0,2025-02-03,6,0,0
2025-02-03 06:00:00,2025-02-04 00:00:00,18,0,2025-02-03,6,0,0
2025-02-03 06:00:00,2025-02-04 01:00:00,19,0,2025-02-03,6,0,0
2025-02-03 06:00:00,2025-02-04 02:00:00,20,0,2025-02-03,6,0,0
2025-02-03 06:00:00,2025-02-04 03:00:00,21,0,2025-02-03,6,0,0
2025-02-03 06:00:00,2025-02-04 04:00:00,22,0,2025-02-03,6,0,0
2025-02-03 06:00:00,2025-02-04 05:00:00,23,0,2025-02-03,6,0,0
2025-02-03 06:00:00,2025-02-04 06:00:00,24,0,2025-02-03,6,0,0
2025-02-03 12:00:00,2025-02-03 13:00:00,1,6026.4449000000004,2025-02-03,12,5978.4750000000004,47.969900000000052
2025-02-03 12:00:00,2025-02-03 14:00:00,2,5365.9849999999997,2025-02-03,12,5316.1125000000002,49.872499999999491
2025-02-03 12:00:00,2025-02-03 15:00:00,3,3990.6185,2025-02-03,12,3956.3249999999998,34.293500000000222
2025-02-03 12:00:00,2025-02-03 16:00:00,4,2110.4929999999999,2025-02-03,12,2150.4000000000001,-39.907000000000153
2025-02-03 12:00:00,2025-02-03 17:00:00,5,382.88350000000003,2025-02-03,12,383.28750000000002,-0.40399999999999636
2025-02-03 12:00:00,2025-02-03 18:00:00,6,0,2025-02-03,12,0,0
2025-02-03 12:00:00,2025-02-03 19:00:00,7,0,2025-02-03,12,0,0
2025-02-03 12:00:00,2025-02-03 20:00:00,8,0,2025-02-03,12,0,0
2025-02-03 12:00:00,2025-02-03 21:00:00,9,0,2025-02-03,12,0,0
2025-02-03 12:00:00,2025-02-03 22:00:00,10,0,2025-02-03,12,0,0
2025-02-03 12:00:00,2025-02-03 23:00:00,11,0,2025-02-03,12,0,0
2025-02-03 12:00:00,2025-02-04 00:00:00,12,0,2025-02-03,12,0,0
2025-02-03 12:00:00,2025-02-04 01:00:00,13,0,2025-02-03,12,0,0
2025-02-03 12:00:00,2025-02-04 02:00:00,14,0,2025-02-03,12,0,0
2025-02-03 12:00:00,2025-02-04 03:00:00,15,0,2025-02-03,12,0,0
2025-02-03 12:00:00,2025-02-04 04:00:00,16,0,2025-02-03,12,0,0
2025-02-03 12:00:00,2025-02-04 05:00:00,17,0,2025-02-03,12,0,0
2025-02-03 12:00:00,2025-02-04 06:00:00,18,0,2025-02-03,12,0,0
2025-02-03 12:00:00,2025-02-04 07:00:00,19,355.91930000000002,2025-02-03,12,357.1875,-1.2681999999999789
2025-02-03 12:00:00,2025-02-04 08:00:00,20,1942.6406999999999,2025-02-03,12,2120.2125000000001,-177.57180000000017
2025-02-03 12:00:00,2025-02-04 09:00:00,21,2867.2413999999999,2025-02-03,12,3507.0749999999998,-639.83359999999993
2025-02-03 12:00:00,2025-02-04 10:00:00,22,4304.0675000000001,2025-02-03,12,5172.1125000000002,-868.04500000000007
2025-02-03 12:00:00,2025-02-04 11:00:00,23,5745.1601000000001,2025-02-03,12,5979.3374999999996,-234.17739999999958
2025-02-03 12:00:00,2025-02-04 12:00:00,24,7816.9687000000004,2025-02-03,12,6731.0625,1085.9062000000004
2025-02-03 18:00:00,2025-02-03 19:00:00,1,0,2025-02-03,18,0,0
2025-02-03 18:00:00,2025-02-03 20:00:00,2,0,2025-02-03,18,0,0
2025-02-03 18:00:00,2025-02-03 21:00:00,3,0,2025-02-03,18,0,0
2025-02-03 18:00:00,2025-02-03 22:00:00,4,0,2025-02-03,18,0,0
2025-02-03 18:00:00,2025-02-03 23:00:00,5,0,2025-02-03,18,0,0
2025-02-03 18:00:00,2025-02-04 00:00:00,6,0,2025-02-03,18,0,0
