issue,target,horizon_hours,forecast_kw,date,issue_hour,actual_kw,error_kw,old_forecast_kw,old_abs_error,new_abs_error
2025-02-02 12:00:00,2025-02-02 15:00:00,3,3872.0385000000001,2025-02-02,12,3990.7125000000001,-118.67399999999998,3844.7988999999998,145.91360000000032,118.67399999999998
2025-02-02 12:00:00,2025-02-02 16:00:00,4,1995.2786000000001,2025-02-02,12,2058.375,-63.096399999999903,2095.5448000000001,37.169800000000123,63.096399999999903
2025-02-02 12:00:00,2025-02-02 17:00:00,5,361.77190000000002,2025-02-02,12,380.58749999999998,-18.815599999999961,434.09969999999998,53.512200000000007,18.815599999999961
2025-02-02 12:00:00,2025-02-02 18:00:00,6,0,2025-02-02,12,0,0,0,0,0
2025-02-02 18:00:00,2025-02-02 19:00:00,1,0,2025-02-02,18,0,0,0,0,0
2025-02-02 18:00:00,2025-02-02 20:00:00,2,0,2025-02-02,18,0,0,0,0,0
2025-02-02 18:00:00,2025-02-02 21:00:00,3,0,2025-02-02,18,0,0,0,0,0
2025-02-02 18:00:00,2025-02-02 22:00:00,4,0,2025-02-02,18,0,0,0,0,0
2025-02-02 18:00:00,2025-02-02 23:00:00,5,0,2025-02-02,18,0,0,0,0,0
2025-02-02 18:00:00,2025-02-03 00:00:00,6,0,2025-02-02,18,0,0,0,0,0
2025-02-03 06:00:00,2025-02-03 07:00:00,1,436.108,2025-02-03,6,433.35000000000002,2.7579999999999814,408.01029999999997,25.33970000000005,2.7579999999999814
2025-02-03 06:00:00,2025-02-03 08:00:00,2,2505.2194,2025-02-03,6,2476.0124999999998,29.206900000000132,2205.3114999999998,270.70100000000002,29.206900000000132
2025-02-03 06:00:00,2025-02-03 09:00:00,3,4080.8733000000002,2025-02-03,6,4054.1624999999999,26.71080000000029,3914.3948999999998,139.76760000000013,26.71080000000029
2025-02-03 06:00:00,2025-02-03 10:00:00,4,5365.2102000000004,2025-02-03,6,5366.3249999999998,-1.1147999999993772,5138.3127999999997,228.01220000000012,1.1147999999993772
2025-02-03 06:00:00,2025-02-03 11:00:00,5,6311.3684000000003,2025-02-03,6,6356.2124999999996,-44.844099999999344,5560.2815000000001,795.93099999999959,44.844099999999344
2025-02-03 06:00:00,2025-02-03 12:00:00,6,6424.0303000000004,2025-02-03,6,6392.9250000000002,31.10530000000017,5718.6903000000002,674.23469999999998,31.10530000000017
2025-02-03 12:00:00,2025-02-03 13:00:00,1,6026.4449000000004,2025-02-03,12,5978.4750000000004,47.969900000000052,5591.5902999999998,386.88470000000052,47.969900000000052
2025-02-03 12:00:00,2025-02-03 14:00:00,2,5365.9849999999997,2025-02-03,12,5316.1125000000002,49.872499999999491,5160.4179999999997,155.69450000000052,49.872499999999491
2025-02-03 12:00:00,2025-02-03 15:00:00,3,3990.6185,2025-02-03,12,3956.3249999999998,34.293500000000222,3980.6619999999998,24.336999999999989,34.293500000000222
2025-02-03 12:00:00,2025-02-03 16:00:00,4,2110.4929999999999,2025-02-03,12,2150.4000000000001,-39.907000000000153,2217.5068999999999,67.106899999999769,39.907000000000153
2025-02-03 12:00:00,2025-02-03 17:00:00,5,382.88350000000003,2025-02-03,12,383.28750000000002,-0.40399999999999636,356.42070000000001,26.866800000000012,0.40399999999999636
2025-02-03 12:00:00,2025-02-03 18:00:00,6,0,2025-02-03,12,0,0,0,0,0
2025-02-03 18:00:00,2025-02-03 19:00:00,1,0,2025-02-03,18,0,0,0,0,0
2025-02-03 18:00:00,2025-02-03 20:00:00,2,0,2025-02-03,18,0,0,0,0,0
2025-02-03 18:00:00,2025-02-03 21:00:00,3,0,2025-02-03,18,0,0,0,0,0
2025-02-03 18:00:00,2025-02-03 22:00:00,4,0,2025-02-03,18,0,0,0,0,0
2025-02-03 18:00:00,2025-02-03 23:00:00,5,0,2025-02-03,18,0,0,0,0,0
2025-02-03 18:00:00,2025-02-04 00:00:00,6,0,2025-02-03,18,0,0,0,0,0
2025-02-04 06:00:00,2025-02-04 07:00:00,1,359.30540000000002,2025-02-04,6,357.1875,2.1179000000000201,339.35860000000002,17.828899999999976,2.1179000000000201
2025-02-04 06:00:00,2025-02-04 08:00:00,2,2096.4623000000001,2025-02-04,6,2120.2125000000001,-23.75019999999995,2092.0506999999998,28.161800000000312,23.75019999999995
2025-02-04 06:00:00,2025-02-04 09:00:00,3,3471.681,2025-02-04,6,3507.0749999999998,-35.393999999999778,3341.4838,165.59119999999984,35.393999999999778
2025-02-04 06:00:00,2025-02-04 10:00:00,4,5016.8696,2025-02-04,6,5172.1125000000002,-155.24290000000019,5258.6925000000001,86.579999999999927,155.24290000000019
2025-02-04 06:00:00,2025-02-04 11:00:00,5,5495.2950000000001,2025-02-04,6,5979.3374999999996,-484.04249999999956,5833.3068999999996,146.03060000000005,484.04249999999956
2025-02-04 06:00:00,2025-02-04 12:00:00,6,6308.3050000000003,2025-02-04,6,6731.0625,-422.75749999999971,6061.7862999999998,669.27620000000024,422.75749999999971
2025-02-04 12:00:00,2025-02-04 13:00:00,1,6034.9021000000002,2025-02-04,12,5978.0249999999996,56.87710000000061,5896.7637999999997,81.261199999999917,56.87710000000061
2025-02-04 12:00:00,2025-02-04 14:00:00,2,4998.7950000000001,2025-02-04,12,4915.1625000000004,83.632499999999709,4763.0880999999999,152.07440000000042,83.632499999999709
2025-02-04 12:00:00,2025-02-04 15:00:00,3,3586.9070000000002,2025-02-04,12,3457.2750000000001,129.63200000000006,3490.9421000000002,33.667100000000119,129.63200000000006
2025-02-04 12:00:00,2025-02-04 16:00:00,4,2218.2377999999999,2025-02-04,12,2138.25,79.987799999999879,2207.8235,69.573499999999967,79.987799999999879
2025-02-04 12:00:00,2025-02-04 17:00:00,5,403.7672,2025-02-04,12,397.5,6.2672000000000025,411.30829999999997,13.808299999999974,6.2672000000000025
2025-02-04 12:00:00,2025-02-04 18:00:00,6,0,2025-02-04,12,0,0,0,0,0
2025-02-04 18:00:00,2025-02-04 19:00:00,1,0,2025-02-04,18,0,0,0,0,0
2025-02-04 18:00:00,2025-02-04 20:00:00,2,0,2025-02-04,18,0,0,0,0,0
2025-02-04 18:00:00,2025-02-04 21:00:00,3,0,2025-02-04,18,0,0,0,0,0
2025-02-04 18:00:00,2025-02-04 22:00:00,4,0,2025-02-04,18,0,0,0,0,0
2025-02-04 18:00:00,2025-02-04 23:00:00,5,0,2025-02-04,18,0,0,0,0,0
2025-02-04 18:00:00,2025-02-05 00:00:00,6,0,2025-02-04,18,0,0,0,0,0
2025-02-05 06:00:00,2025-02-05 07:00:00,1,398.36160000000001,2025-02-05,6,397.91250000000002,0.44909999999998718,409.82859999999999,11.916099999999972,0.44909999999998718
2025-02-05 06:00:00,2025-02-05 08:00:00,2,2032.2655999999999,2025-02-05,6,2042.9625000000001,-10.696900000000142,2182.9468999999999,139.98439999999982,10.696900000000142
2025-02-05 06:00:00,2025-02-05 09:00:00,3,3621.8897000000002,2025-02-05,6,3611.25,10.639700000000175,3683.7022000000002,72.452200000000175,10.639700000000175
2025-02-05 06:00:00,2025-02-05 10:00:00,4,4964.5439999999999,2025-02-05,6,4981.0500000000002,-16.506000000000313,4987.2986000000001,6.2485999999998967,16.506000000000313
2025-02-05 06:00:00,2025-02-05 11:00:00,5,5708.1363000000001,2025-02-05,6,5814.8249999999998,-106.6886999999997,6411.5976000000001,596.77260000000024,106.6886999999997
2025-02-05 06:00:00,2025-02-05 12:00:00,6,5803.5011999999997,2025-02-05,6,6020.6999999999998,-217.19880000000012,6660.5177000000003,639.81770000000051,217.19880000000012
2025-02-05 12:00:00,2025-02-05 13:00:00,1,6249.8766999999998,2025-02-05,12,6181.125,68.751699999999801,6148.2280000000001,32.896999999999935,68.751699999999801
2025-02-05 12:00:00,2025-02-05 14:00:00,2,5598.9448000000002,2025-02-05,12,5518.7250000000004,80.21979999999985,5160.8256000000001,357.89940000000024,80.21979999999985
2025-02-05 12:00:00,2025-02-05 15:00:00,3,3763.6428000000001,2025-02-05,12,3753.1875,10.455300000000079,3749.5453000000002,3.6421999999997752,10.455300000000079
2025-02-05 12:00:00,2025-02-05 16:00:00,4,2244.3238999999999,2025-02-05,12,2260.1999999999998,-15.876099999999951,2230.1338000000001,30.066199999999753,15.876099999999951
2025-02-05 12:00:00,2025-02-05 17:00:00,5,437.25560000000002,2025-02-05,12,439.53750000000002,-2.2819000000000074,433.57229999999998,5.9652000000000385,2.2819000000000074
2025-02-05 12:00:00,2025-02-05 18:00:00,6,0,2025-02-05,12,0,0,0,0,0
2025-02-05 18:00:00,2025-02-05 19:00:00,1,0,2025-02-05,18,0,0,0,0,0
2025-02-05 18:00:00,2025-02-05 20:00:00,2,0,2025-02-05,18,0,0,0,0,0
2025-02-05 18:00:00,2025-02-05 21:00:00,3,0,2025-02-05,18,0,0,0,0,0
2025-02-05 18:00:00,2025-02-05 22:00:00,4,0,2025-02-05,18,0,0,0,0,0
2025-02-05 18:00:00,2025-02-05 23:00:00,5,0,2025-02-05,18,0,0,0,0,0
2025-02-05 18:00:00,2025-02-06 00:00:00,6,0,2025-02-05,18,0,0,0,0,0
2025-02-06 06:00:00,2025-02-06 07:00:00,1,427.63350000000003,2025-02-06,6,426.71249999999998,0.92100000000004911,407.75409999999999,18.958399999999983,0.92100000000004911
2025-02-06 06:00:00,2025-02-06 08:00:00,2,1985.2666999999999,2025-02-06,6,1980.9749999999999,4.2916999999999916,1892.1528000000001,88.822199999999839,4.2916999999999916
2025-02-06 06:00:00,2025-02-06 09:00:00,3,3959.7550999999999,2025-02-06,6,3984.3375000000001,-24.582400000000234,3837.8519000000001,146.48559999999998,24.582400000000234
2025-02-06 06:00:00,2025-02-06 10:00:00,4,5247.0679,2025-02-06,6,5458.3125,-211.24459999999999,5021.5973999999997,436.71510000000035,211.24459999999999
2025-02-06 06:00:00,2025-02-06 11:00:00,5,5960.9445999999998,2025-02-06,6,6347.5500000000002,-386.60540000000037,6131.1625000000004,216.38749999999982,386.60540000000037
2025-02-06 06:00:00,2025-02-06 12:00:00,6,5814.8380999999999,2025-02-06,6,6193.6875,-378.84940000000006,5168.7632000000003,1024.9242999999997,378.84940000000006
2025-02-06 12:00:00,2025-02-06 13:00:00,1,6535.6322,2025-02-06,12,6471.7124999999996,63.919700000000375,5831.3950000000004,640.3174999999992,63.919700000000375
2025-02-06 12:00:00,2025-02-06 14:00:00,2,5313.8762999999999,2025-02-06,12,5235.1125000000002,78.763799999999719,4830.3221999999996,404.79030000000057,78.763799999999719
2025-02-06 12:00:00,2025-02-06 15:00:00,3,3796.3172,2025-02-06,12,3693.3000000000002,103.01719999999978,3451.3168000000001,241.98320000000012,103.01719999999978
2025-02-06 12:00:00,2025-02-06 16:00:00,4,2375.7908000000002,2025-02-06,12,2287.4625000000001,88.328300000000127,2152.0778,135.38470000000007,88.328300000000127
2025-02-06 12:00:00,2025-02-06 17:00:00,5,462.05290000000002,2025-02-06,12,456.26249999999999,5.7904000000000337,434.41419999999999,21.848299999999995,5.7904000000000337
2025-02-06 12:00:00,2025-02-06 18:00:00,6,0,2025-02-06,12,0,0,0,0,0
2025-02-06 18:00:00,2025-02-06 19:00:00,1,0,2025-02-06,18,0,0,0,0,0
2025-02-06 18:00:00,2025-02-06 20:00:00,2,0,2025-02-06,18,0,0,0,0,0
2025-02-06 18:00:00,2025-02-06 21:00:00,3,0,2025-02-06,18,0,0,0,0,0
2025-02-06 18:00:00,2025-02-06 22:00:00,4,0,2025-02-06,18,0,0,0,0,0
2025-02-06 18:00:00,2025-02-06 23:00:00,5,0,2025-02-06,18,0,0,0,0,0
2025-02-06 18:00:00,2025-02-07 00:00:00,6,0,2025-02-06,18,0,0,0,0,0
2025-02-07 06:00:00,2025-02-07 07:00:00,1,443.38720000000001,2025-02-07,6,448.16250000000002,-4.7753000000000156,419.65050000000002,28.512,4.7753000000000156
2025-02-07 06:00:00,2025-02-07 08:00:00,2,2020.9200000000001,2025-02-07,6,2051.0625,-30.142499999999927,1967.0255,84.037000000000035,30.142499999999927
2025-02-07 06:00:00,2025-02-07 09:00:00,3,3276.7123000000001,2025-02-07,6,3340.1999999999998,-63.487699999999677,3274.5077999999999,65.692199999999957,63.487699999999677
2025-02-07 06:00:00,2025-02-07 10:00:00,4,4916.9418999999998,2025-02-07,6,5045.6999999999998,-128.75810000000001,5184.5309999999999,138.83100000000013,128.75810000000001
2025-02-07 06:00:00,2025-02-07 11:00:00,5,5792.0364,2025-02-07,6,6178.3874999999998,-386.35109999999986,6175.0003999999999,3.3870999999999185,386.35109999999986
2025-02-07 06:00:00,2025-02-07 12:00:00,6,6665.1723000000002,2025-02-07,6,6941.25,-276.07769999999982,6363.6800999999996,577.56990000000042,276.07769999999982
2025-02-07 12:00:00,2025-02-07 13:00:00,1,7112.0775999999996,2025-02-07,12,7157.625,-45.54740000000038,6406.7655000000004,750.85949999999957,45.54740000000038
2025-02-07 12:00:00,2025-02-07 14:00:00,2,5922.7736000000004,2025-02-07,12,6088.0500000000002,-165.27639999999974,5507.6395000000002,580.41049999999996,165.27639999999974
2025-02-07 12:00:00,2025-02-07 15:00:00,3,4086.3121999999998,2025-02-07,12,4146.6750000000002,-60.362800000000334,3391.6855999999998,754.98940000000039,60.362800000000334
2025-02-07 12:00:00,2025-02-07 16:00:00,4,2222.7429000000002,2025-02-07,12,2255.8499999999999,-33.107099999999718,1890.9435000000001,364.90649999999982,33.107099999999718
2025-02-07 12:00:00,2025-02-07 17:00:00,5,471.60550000000001,2025-02-07,12,476.0625,-4.4569999999999936,393.76089999999999,82.301600000000008,4.4569999999999936
2025-02-07 12:00:00,2025-02-07 18:00:00,6,0,2025-02-07,12,0,0,0,0,0
2025-02-07 18:00:00,2025-02-07 19:00:00,1,0,2025-02-07,18,0,0,0,0,0
2025-02-07 18:00:00,2025-02-07 20:00:00,2,0,2025-02-07,18,0,0,0,0,0
2025-02-07 18:00:00,2025-02-07 21:00:00,3,0,2025-02-07,18,0,0,0,0,0
2025-02-07 18:00:00,2025-02-07 22:00:00,4,0,2025-02-07,18,0,0,0,0,0
2025-02-07 18:00:00,2025-02-07 23:00:00,5,0,2025-02-07,18,0,0,0,0,0
2025-02-07 18:00:00,2025-02-08 00:00:00,6,0,2025-02-07,18,0,0,0,0,0
2025-02-08 06:00:00,2025-02-08 07:00:00,1,498.4461,2025-02-08,6,491.66250000000002,6.7835999999999785,461.2253,30.437200000000018,6.7835999999999785
2025-02-08 06:00:00,2025-02-08 08:00:00,2,2206.4014999999999,2025-02-08,6,2175.6374999999998,30.764000000000124,2109.2143000000001,66.423199999999724,30.764000000000124
2025-02-08 06:00:00,2025-02-08 09:00:00,3,4174.8386,2025-02-08,6,4146,28.838600000000042,4366.5060000000003,220.50600000000031,28.838600000000042
2025-02-08 06:00:00,2025-02-08 10:00:00,4,5629.8987999999999,2025-02-08,6,5455.5,174.39879999999994,6146.3927000000003,690.89270000000033,174.39879999999994
2025-02-08 06:00:00,2025-02-08 11:00:00,5,7062.6557000000003,2025-02-08,6,7088.1000000000004,-25.444300000000112,7418.0407999999998,329.9407999999994,25.444300000000112
2025-02-08 06:00:00,2025-02-08 12:00:00,6,6475.5286999999998,2025-02-08,6,6527.4750000000004,-51.94630000000052,6901.5537000000004,374.07870000000003,51.94630000000052
2025-02-08 12:00:00,2025-02-08 13:00:00,1,6602.7482,2025-02-08,12,6554.6625000000004,48.085699999999633,6519.3085000000001,35.354000000000269,48.085699999999633
2025-02-08 12:00:00,2025-02-08 14:00:00,2,4963.6908000000003,2025-02-08,12,4947.4499999999998,16.24080000000049,5014.2746999999999,66.824700000000121,16.24080000000049
2025-02-08 12:00:00,2025-02-08 15:00:00,3,3967.6239999999998,2025-02-08,12,3899.625,67.998999999999796,3758.203,141.42200000000003,67.998999999999796
2025-02-08 12:00:00,2025-02-08 16:00:00,4,2379.3465999999999,2025-02-08,12,2302.9875000000002,76.359099999999671,2292.3622,10.625300000000152,76.359099999999671
2025-02-08 12:00:00,2025-02-08 17:00:00,5,525.20950000000005,2025-02-08,12,504.67500000000001,20.534500000000037,452.35750000000002,52.317499999999995,20.534500000000037
2025-02-08 12:00:00,2025-02-08 18:00:00,6,0,2025-02-08,12,0,0,0,0,0
2025-02-08 18:00:00,2025-02-08 19:00:00,1,0,2025-02-08,18,0,0,0,0,0
2025-02-08 18:00:00,2025-02-08 20:00:00,2,0,2025-02-08,18,0,0,0,0,0
2025-02-08 18:00:00,2025-02-08 21:00:00,3,0,2025-02-08,18,0,0,0,0,0
2025-02-08 18:00:00,2025-02-08 22:00:00,4,0,2025-02-08,18,0,0,0,0,0
2025-02-08 18:00:00,2025-02-08 23:00:00,5,0,2025-02-08,18,0,0,0,0,0
2025-02-08 18:00:00,2025-02-09 00:00:00,6,0,2025-02-08,18,0,0,0,0,0
2025-02-09 06:00:00,2025-02-09 07:00:00,1,527.9239,2025-02-09,6,529.95000000000005,-2.0261000000000422,470.02480000000003,59.925200000000018,2.0261000000000422
2025-02-09 06:00:00,2025-02-09 08:00:00,2,2379.4589000000001,2025-02-09,6,2431.8000000000002,-52.341100000000097,2103.5985999999998,328.20140000000038,52.341100000000097
2025-02-09 06:00:00,2025-02-09 09:00:00,3,3892.482,2025-02-09,6,4015.6125000000002,-123.13050000000021,3461.9893000000002,553.6232,123.13050000000021
2025-02-09 06:00:00,2025-02-09 10:00:00,4,4929.7109,2025-02-09,6,5180.5124999999998,-250.80159999999978,4356.1358,824.3766999999998,250.80159999999978
2025-02-09 06:00:00,2025-02-09 11:00:00,5,5253.9300999999996,2025-02-09,6,5477.3249999999998,-223.39490000000023,4756.1469999999999,721.17799999999988,223.39490000000023
2025-02-09 06:00:00,2025-02-09 12:00:00,6,5673.3078999999998,2025-02-09,6,6192.1875,-518.87960000000021,6060.2165999999997,131.97090000000026,518.87960000000021
2025-02-09 12:00:00,2025-02-09 13:00:00,1,5771.7822999999999,2025-02-09,12,5826.2250000000004,-54.442700000000514,5416.0531000000001,410.17190000000028,54.442700000000514
2025-02-09 12:00:00,2025-02-09 14:00:00,2,5051.6926000000003,2025-02-09,12,5149.2375000000002,-97.54489999999987,4762.9472999999998,386.29020000000037,97.54489999999987
2025-02-09 12:00:00,2025-02-09 15:00:00,3,3996.4245999999998,2025-02-09,12,4122.1125000000002,-125.68790000000035,3801.3784000000001,320.73410000000013,125.68790000000035
2025-02-09 12:00:00,2025-02-09 16:00:00,4,2365.7654000000002,2025-02-09,12,2463.2249999999999,-97.459599999999682,2323.0535,140.17149999999992,97.459599999999682
2025-02-09 12:00:00,2025-02-09 17:00:00,5,499.09370000000001,2025-02-09,12,509.88749999999999,-10.793799999999976,486.0872,23.800299999999993,10.793799999999976
2025-02-09 12:00:00,2025-02-09 18:00:00,6,0,2025-02-09,12,0,0,0,0,0
2025-02-09 18:00:00,2025-02-09 19:00:00,1,0,2025-02-09,18,0,0,0,0,0
2025-02-09 18:00:00,2025-02-09 20:00:00,2,0,2025-02-09,18,0,0,0,0,0
2025-02-09 18:00:00,2025-02-09 21:00:00,3,0,2025-02-09,18,0,0,0,0,0
2025-02-09 18:00:00,2025-02-09 22:00:00,4,0,2025-02-09,18,0,0,0,0,0
2025-02-09 18:00:00,2025-02-09 23:00:00,5,0,2025-02-09,18,0,0,0,0,0
2025-02-09 18:00:00,2025-02-10 00:00:00,6,0,2025-02-09,18,0,0,0,0,0
2025-02-10 06:00:00,2025-02-10 07:00:00,1,550.95839999999998,2025-02-10,6,551.13750000000005,-0.17910000000006221,567.79449999999997,16.656999999999925,0.17910000000006221
2025-02-10 06:00:00,2025-02-10 08:00:00,2,2453.9760999999999,2025-02-10,6,2442.6750000000002,11.301099999999678,2396.8807999999999,45.794200000000274,11.301099999999678
2025-02-10 06:00:00,2025-02-10 09:00:00,3,4383.2407999999996,2025-02-10,6,4370.1000000000004,13.140799999999217,3996.3600000000001,373.74000000000024,13.140799999999217
2025-02-10 06:00:00,2025-02-10 10:00:00,4,6127.5288,2025-02-10,6,6084,43.528800000000047,5379.4182000000001,704.58179999999993,43.528800000000047
2025-02-10 06:00:00,2025-02-10 11:00:00,5,7047.0073000000002,2025-02-10,6,6757.8000000000002,289.20730000000003,6415.6565000000001,342.14350000000013,289.20730000000003
2025-02-10 06:00:00,2025-02-10 12:00:00,6,7929.0749999999998,2025-02-10,6,7247.5124999999998,681.5625,6856.7058999999999,390.80659999999989,681.5625
2025-02-10 12:00:00,2025-02-10 13:00:00,1,6845.2758999999996,2025-02-10,12,6789.4875000000002,55.788399999999456,7437.2515999999996,647.76409999999942,55.788399999999456
2025-02-10 12:00:00,2025-02-10 14:00:00,2,5469.6913000000004,2025-02-10,12,5430.1125000000002,39.578800000000228,6223.0266000000001,792.91409999999996,39.578800000000228
2025-02-10 12:00:00,2025-02-10 15:00:00,3,4106.0892000000003,2025-02-10,12,4166.8874999999998,-60.798299999999472,4914.9375,748.05000000000018,60.798299999999472
2025-02-10 12:00:00,2025-02-10 16:00:00,4,2275.7548999999999,2025-02-10,12,2310.6374999999998,-34.882599999999911,2564.4108999999999,253.77340000000004,34.882599999999911
2025-02-10 12:00:00,2025-02-10 17:00:00,5,548.73450000000003,2025-02-10,12,560.88750000000005,-12.15300000000002,603.31389999999999,42.426399999999944,12.15300000000002
2025-02-10 12:00:00,2025-02-10 18:00:00,6,0,2025-02-10,12,0,0,0,0,0
2025-02-10 18:00:00,2025-02-10 19:00:00,1,0,2025-02-10,18,0,0,0,0,0
2025-02-10 18:00:00,2025-02-10 20:00:00,2,0,2025-02-10,18,0,0,0,0,0
2025-02-10 18:00:00,2025-02-10 21:00:00,3,0,2025-02-10,18,0,0,0,0,0
2025-02-10 18:00:00,2025-02-10 22:00:00,4,0,2025-02-10,18,0,0,0,0,0
2025-02-10 18:00:00,2025-02-10 23:00:00,5,0,2025-02-10,18,0,0,0,0,0
2025-02-10 18:00:00,2025-02-11 00:00:00,6,0,2025-02-10,18,0,0,0,0,0
2025-02-11 06:00:00,2025-02-11 07:00:00,1,566.94740000000002,2025-02-11,6,561.375,5.572400000000016,569.60289999999998,8.2278999999999769,5.572400000000016
2025-02-11 06:00:00,2025-02-11 08:00:00,2,2332.5441999999998,2025-02-11,6,2295,37.544199999999819,2553.7950000000001,258.79500000000007,37.544199999999819
2025-02-11 06:00:00,2025-02-11 09:00:00,3,4152.0505999999996,2025-02-11,6,4021.1999999999998,130.85059999999976,4254.8006999999998,233.60069999999996,130.85059999999976
2025-02-11 06:00:00,2025-02-11 10:00:00,4,5841.1758,2025-02-11,6,5584.6125000000002,256.5632999999998,5649.0713999999998,64.45889999999963,256.5632999999998
2025-02-11 06:00:00,2025-02-11 11:00:00,5,7082.9059999999999,2025-02-11,6,6835.8374999999996,247.06850000000031,7015.5995999999996,179.76209999999992,247.06850000000031
2025-02-11 06:00:00,2025-02-11 12:00:00,6,7123.0941999999995,2025-02-11,6,7003.2749999999996,119.81919999999991,7381.0729000000001,377.79790000000048,119.81919999999991
2025-02-11 12:00:00,2025-02-11 13:00:00,1,6785.0937999999996,2025-02-11,12,6882.2624999999998,-97.168700000000172,7052.2057000000004,169.94320000000062,97.168700000000172
2025-02-11 12:00:00,2025-02-11 14:00:00,2,5948.8473000000004,2025-02-11,12,6022.8374999999996,-73.990199999999277,6036.0919999999996,13.254500000000007,73.990199999999277
2025-02-11 12:00:00,2025-02-11 15:00:00,3,4333.5038999999997,2025-02-11,12,4352.6999999999998,-19.196100000000115,3956.8535999999999,395.8463999999999,19.196100000000115
2025-02-11 12:00:00,2025-02-11 16:00:00,4,2514.5304999999998,2025-02-11,12,2482.1999999999998,32.330500000000029,2029.4049,452.79509999999982,32.330500000000029
2025-02-11 12:00:00,2025-02-11 17:00:00,5,588.1454,2025-02-11,12,557.47500000000002,30.670399999999972,463.10079999999999,94.37420000000003,30.670399999999972
