date,interval,timestamp,slot,weekday,weekday_name,month,load_kw,pv_kw,net_load_kw
2025-01-01,05:50-06:00,2025-01-01 06:00:00,36,3,星期三,1,5369.3800000000001,0,5369.3800000000001
2025-01-01,06:00-06:10,2025-01-01 06:10:00,37,3,星期三,1,5440.8990999999996,0.41689999999999999,5440.4821999999995
2025-01-01,06:10-06:20,2025-01-01 06:20:00,38,3,星期三,1,5316.893,0,5316.893
2025-01-01,06:20-06:30,2025-01-01 06:30:00,39,3,星期三,1,5399.8199999999997,0,5399.8199999999997
2025-01-01,06:30-06:40,2025-01-01 06:40:00,40,3,星期三,1,5447.4007000000001,5.8061999999999996,5441.5945000000002
2025-01-01,06:40-06:50,2025-01-01 06:50:00,41,3,星期三,1,5444.4009999999998,0,5444.4009999999998
2025-01-01,06:50-07:00,2025-01-01 07:00:00,42,3,星期三,1,5433.6300000000001,3.0750000000000002,5430.5550000000003
2025-01-01,07:00-07:10,2025-01-01 07:10:00,43,3,星期三,1,5449.2817999999997,175.7953,5273.4865
2025-01-01,07:10-07:20,2025-01-01 07:20:00,44,3,星期三,1,5510.0042000000003,421.49599999999998,5088.5082000000002
2025-01-01,07:20-07:30,2025-01-01 07:30:00,45,3,星期三,1,5476,677.10000000000002,4798.8999999999996
2025-01-01,07:30-07:40,2025-01-01 07:40:00,46,3,星期三,1,5329.4215000000004,950.81119999999999,4378.6103000000003
2025-01-01,07:40-07:50,2025-01-01 07:50:00,47,3,星期三,1,6084.1162999999997,1255.5705,4828.5457999999999
2025-01-01,07:50-08:00,2025-01-01 08:00:00,48,3,星期三,1,7316,1592.2874999999999,5723.7124999999996
2025-01-01,08:00-08:10,2025-01-01 08:10:00,49,3,星期三,1,7469.4947000000002,1937.5211999999999,5531.9735000000001
2025-01-01,08:10-08:20,2025-01-01 08:20:00,50,3,星期三,1,7225.6909999999998,2225.1261,5000.5648999999994
2025-01-01,08:20-08:30,2025-01-01 08:30:00,51,3,星期三,1,7216.1300000000001,2490.1125000000002,4726.0174999999999
2025-01-01,08:30-08:40,2025-01-01 08:40:00,52,3,星期三,1,7361.7003999999997,2826.3146000000002,4535.3858
2025-01-01,08:40-08:50,2025-01-01 08:50:00,53,3,星期三,1,7275.5129999999999,3122.1315,4153.3814999999995
2025-01-01,08:50-09:00,2025-01-01 09:00:00,54,3,星期三,1,7077.29,3350.9625000000001,3726.3274999999999
2025-01-01,09:00-09:10,2025-01-01 09:10:00,55,3,星期三,1,7221.8761999999997,3601.7977000000001,3620.0784999999996
2025-01-01,09:10-09:20,2025-01-01 09:20:00,56,3,星期三,1,7229.5513000000001,3875.6352000000002,3353.9160999999999
2025-01-01,09:20-09:30,2025-01-01 09:30:00,57,3,星期三,1,7099.3299999999999,4149.8249999999998,2949.5050000000001
2025-01-01,09:30-09:40,2025-01-01 09:40:00,58,3,星期三,1,7297.1521000000002,4403.4802,2893.6719000000003
2025-01-01,09:40-09:50,2025-01-01 09:50:00,59,3,星期三,1,7313.1755999999996,4624.7505000000001,2688.4250999999995
2025-01-01,09:50-10:00,2025-01-01 10:00:00,60,3,星期三,1,7099.46,4836.6374999999998,2262.8225000000002
2025-01-01,10:00-10:10,2025-01-01 10:10:00,61,3,星期三,1,7125.5213999999996,5080.7024000000001,2044.8189999999995
2025-01-01,10:10-10:20,2025-01-01 10:20:00,62,3,星期三,1,7096.3104000000003,5338.7528000000002,1757.5576000000001
2025-01-01,10:20-10:30,2025-01-01 10:30:00,63,3,星期三,1,6986.1700000000001,5494.7250000000004,1491.4449999999997
2025-01-01,10:30-10:40,2025-01-01 10:40:00,64,3,星期三,1,7098.9701999999997,5437.9777999999997,1660.9924000000001
2025-01-01,10:40-10:50,2025-01-01 10:50:00,65,3,星期三,1,7193.9930000000004,5396.2125999999998,1797.7804000000006
2025-01-01,10:50-11:00,2025-01-01 11:00:00,66,3,星期三,1,7135.1800000000003,5372.1000000000004,1763.0799999999999
2025-01-01,11:00-11:10,2025-01-01 11:10:00,67,3,星期三,1,7042.9470000000001,5182.9722000000002,1859.9748
2025-01-01,11:10-11:20,2025-01-01 11:20:00,68,3,星期三,1,7069.1674999999996,5131.5011000000004,1937.6663999999992
2025-01-01,11:20-11:30,2025-01-01 11:30:00,69,3,星期三,1,7129.1700000000001,5294.7749999999996,1834.3950000000004
2025-01-01,11:30-11:40,2025-01-01 11:40:00,70,3,星期三,1,6971.0393000000004,5434.7443999999996,1536.2949000000008
2025-01-01,11:40-11:50,2025-01-01 11:50:00,71,3,星期三,1,6648.4937,5455.5011000000004,1192.9925999999996
2025-01-01,11:50-12:00,2025-01-01 12:00:00,72,3,星期三,1,6471.29,5331.7124999999996,1139.5775000000003
2025-01-01,12:00-12:10,2025-01-01 12:10:00,73,3,星期三,1,6681.1854999999996,5126.6532999999999,1554.5321999999996
2025-01-01,12:10-12:20,2025-01-01 12:20:00,74,3,星期三,1,6585.2713999999996,5118.4894999999997,1466.7819
2025-01-01,12:20-12:30,2025-01-01 12:30:00,75,3,星期三,1,6283.9700000000003,5302.5749999999998,981.39500000000044
2025-01-01,12:30-12:40,2025-01-01 12:40:00,76,3,星期三,1,6547.9322000000002,5399.7996000000003,1148.1325999999999
2025-01-01,12:40-12:50,2025-01-01 12:50:00,77,3,星期三,1,6747.6788999999999,5377.6487999999999,1370.0300999999999
2025-01-01,12:50-13:00,2025-01-01 13:00:00,78,3,星期三,1,6682.3599999999997,5261.8125,1420.5474999999997
2025-01-01,13:00-13:10,2025-01-01 13:10:00,79,3,星期三,1,6790.9628000000002,5097.6163999999999,1693.3464000000004
2025-01-01,13:10-13:20,2025-01-01 13:20:00,80,3,星期三,1,6916.0164999999997,5029.4534000000003,1886.5630999999994
2025-01-01,13:20-13:30,2025-01-01 13:30:00,81,3,星期三,1,6834.7799999999997,5043.8625000000002,1790.9174999999996
2025-01-01,13:30-13:40,2025-01-01 13:40:00,82,3,星期三,1,6546.5252,4973.5843999999997,1572.9408000000003
2025-01-01,13:40-13:50,2025-01-01 13:50:00,83,3,星期三,1,6539.8729999999996,4769.7524000000003,1770.1205999999993
2025-01-01,13:50-14:00,2025-01-01 14:00:00,84,3,星期三,1,6773.9700000000003,4478.625,2295.3450000000003
2025-01-01,14:00-14:10,2025-01-01 14:10:00,85,3,星期三,1,6736.8117000000002,4209.3909000000003,2527.4207999999999
2025-01-01,14:10-14:20,2025-01-01 14:20:00,86,3,星期三,1,6623.3813,4060.4315999999999,2562.9497000000001
2025-01-01,14:20-14:30,2025-01-01 14:30:00,87,3,星期三,1,6548.9799999999996,3934.4250000000002,2614.5549999999994
2025-01-01,14:30-14:40,2025-01-01 14:40:00,88,3,星期三,1,6398.5627000000004,3648.1228999999998,2750.4398000000006
2025-01-01,14:40-14:50,2025-01-01 14:50:00,89,3,星期三,1,6196.5853999999999,3431.0164,2765.569
2025-01-01,14:50-15:00,2025-01-01 15:00:00,90,3,星期三,1,6154.6899999999996,3327.3375000000001,2827.3524999999995
2025-01-01,15:00-15:10,2025-01-01 15:10:00,91,3,星期三,1,6459.5817999999999,3139.1174999999998,3320.4643000000001
2025-01-01,15:10-15:20,2025-01-01 15:20:00,92,3,星期三,1,6622.8856999999998,2860.4252999999999,3762.4603999999999
2025-01-01,15:20-15:30,2025-01-01 15:30:00,93,3,星期三,1,6493.6099999999997,2505,3988.6099999999997
2025-01-01,15:30-15:40,2025-01-01 15:40:00,94,3,星期三,1,6375.0515999999998,2089.6950000000002,4285.3565999999992
2025-01-01,15:40-15:50,2025-01-01 15:50:00,95,3,星期三,1,6354.1130000000003,1762.1561999999999,4591.9567999999999
2025-01-01,15:50-16:00,2025-01-01 16:00:00,96,3,星期三,1,6404.25,1525.8,4878.4499999999998
2025-01-01,16:00-16:10,2025-01-01 16:10:00,97,3,星期三,1,6444.9719999999998,1249.2025000000001,5195.7694999999994
2025-01-01,16:10-16:20,2025-01-01 16:20:00,98,3,星期三,1,6399.4585999999999,968.22190000000001,5431.2366999999995
2025-01-01,16:20-16:30,2025-01-01 16:30:00,99,3,星期三,1,6292.1499999999996,706.61249999999995,5585.5374999999995
2025-01-01,16:30-16:40,2025-01-01 16:40:00,100,3,星期三,1,6236.9152999999997,440.43830000000003,5796.4769999999999
2025-01-01,16:40-16:50,2025-01-01 16:50:00,101,3,星期三,1,6299.9436999999998,180.88499999999999,6119.0586999999996
2025-01-01,16:50-17:00,2025-01-01 17:00:00,102,3,星期三,1,6389.0600000000004,2.9624999999999999,6386.0975000000008
2025-01-01,17:00-17:10,2025-01-01 17:10:00,103,3,星期三,1,6325.1832999999997,0,6325.1832999999997
2025-01-01,17:10-17:20,2025-01-01 17:20:00,104,3,星期三,1,6169.4733999999999,5.9577999999999998,6163.5155999999997
2025-01-01,17:20-17:30,2025-01-01 17:30:00,105,3,星期三,1,6191.9899999999998,0,6191.9899999999998
2025-01-01,17:30-17:40,2025-01-01 17:40:00,106,3,星期三,1,6464.5066999999999,0,6464.5066999999999
2025-01-01,17:40-17:50,2025-01-01 17:50:00,107,3,星期三,1,5764.0308999999997,0.42770000000000002,5763.6031999999996
2025-01-01,17:50-18:00,2025-01-01 18:00:00,108,3,星期三,1,4529.4499999999998,0,4529.4499999999998
2025-01-01,18:00-18:10,2025-01-01 18:10:00,109,3,星期三,1,4490.5328,0,4490.5328
2025-01-01,18:10-18:20,2025-01-01 18:20:00,110,3,星期三,1,4644.0205999999998,0.030700000000000002,4643.9898999999996
2025-01-01,18:20-18:30,2025-01-01 18:30:00,111,3,星期三,1,4469.21,0,4469.21
2025-01-01,18:30-18:40,2025-01-01 18:40:00,112,3,星期三,1,4470.4650000000001,0,4470.4650000000001
2025-01-01,18:40-18:50,2025-01-01 18:50:00,113,3,星期三,1,4510.8756000000003,0.0022000000000000001,4510.8734000000004
2025-01-01,18:50-19:00,2025-01-01 19:00:00,114,3,星期三,1,4486.1700000000001,0,4486.1700000000001
2025-01-01,19:00-19:10,2025-01-01 19:10:00,115,3,星期三,1,4471.7293,0,4471.7293
2025-01-01,19:10-19:20,2025-01-01 19:20:00,116,3,星期三,1,4439.8235000000004,0,4439.8235000000004
2025-01-01,19:20-19:30,2025-01-01 19:30:00,117,3,星期三,1,4387.1899999999996,0,4387.1899999999996
2025-01-01,19:30-19:40,2025-01-01 19:40:00,118,3,星期三,1,4347.9764999999998,0,4347.9764999999998
2025-01-01,19:40-19:50,2025-01-01 19:50:00,119,3,星期三,1,4300.6345000000001,0,4300.6345000000001
2025-01-01,19:50-20:00,2025-01-01 20:00:00,120,3,星期三,1,4315.9899999999998,0,4315.9899999999998
2025-01-01,20:00-20:10,2025-01-01 20:10:00,121,3,星期三,1,4483.2744000000002,0,4483.2744000000002
2025-01-01,20:10-20:20,2025-01-01 20:20:00,122,3,星期三,1,4551.7060000000001,0,4551.7060000000001
2025-01-01,20:20-20:30,2025-01-01 20:30:00,123,3,星期三,1,4499.8000000000002,0,4499.8000000000002
2025-01-01,20:30-20:40,2025-01-01 20:40:00,124,3,星期三,1,4535.0934999999999,0,4535.0934999999999
2025-01-01,20:40-20:50,2025-01-01 20:50:00,125,3,星期三,1,4528.9160000000002,0,4528.9160000000002
2025-01-01,20:50-21:00,2025-01-01 21:00:00,126,3,星期三,1,4483.5100000000002,0,4483.5100000000002
2025-01-01,21:00-21:10,2025-01-01 21:10:00,127,3,星期三,1,4548.2302,0,4548.2302
2025-01-01,21:10-21:20,2025-01-01 21:20:00,128,3,星期三,1,4595.6841000000004,0,4595.6841000000004
2025-01-01,21:20-21:30,2025-01-01 21:30:00,129,3,星期三,1,4620.8999999999996,0,4620.8999999999996
2025-01-01,21:30-21:40,2025-01-01 21:40:00,130,3,星期三,1,4653.7147999999997,0,4653.7147999999997
2025-01-01,21:40-21:50,2025-01-01 21:50:00,131,3,星期三,1,4131.9844999999996,0,4131.9844999999996
2025-01-01,21:50-22:00,2025-01-01 22:00:00,132,3,星期三,1,3363,0,3363
2025-01-01,22:00-22:10,2025-01-01 22:10:00,133,3,星期三,1,3305.7588000000001,0,3305.7588000000001
2025-01-01,22:10-22:20,2025-01-01 22:20:00,134,3,星期三,1,3470.9319999999998,0,3470.9319999999998
2025-01-01,22:20-22:30,2025-01-01 22:30:00,135,3,星期三,1,3521.3699999999999,0,3521.3699999999999
2025-01-01,22:30-22:40,2025-01-01 22:40:00,136,3,星期三,1,3561.5279,0,3561.5279
2025-01-01,22:40-22:50,2025-01-01 22:50:00,137,3,星期三,1,3386.0680000000002,0,3386.0680000000002
2025-01-01,22:50-23:00,2025-01-01 23:00:00,138,3,星期三,1,3289.9899999999998,0,3289.9899999999998
2025-01-01,23:00-23:10,2025-01-01 23:10:00,139,3,星期三,1,3774.2552000000001,0,3774.2552000000001
2025-01-01,23:10-23:20,2025-01-01 23:20:00,140,3,星期三,1,3883.6199999999999,0,3883.6199999999999
2025-01-01,23:20-23:30,2025-01-01 23:30:00,141,3,星期三,1,3525.1399999999999,0,3525.1399999999999
2025-01-01,23:30-23:40,2025-01-01 23:40:00,142,3,星期三,1,3553.5909000000001,0,3553.5909000000001
2025-01-01,23:40-23:50,2025-01-01 23:50:00,143,3,星期三,1,3697.1140999999998,0,3697.1140999999998
2025-01-01,23:50-24:00,2025-01-02 00:00:00,144,3,星期三,1,3696.6999999999998,0,3696.6999999999998
2025-01-02,00:00-00:10,2025-01-02 00:10:00,1,4,星期四,1,3622.5509000000002,0,3622.5509000000002
2025-01-02,00:10-00:20,2025-01-02 00:20:00,2,4,星期四,1,3622.7611000000002,0,3622.7611000000002
2025-01-02,00:20-00:30,2025-01-02 00:30:00,3,4,星期四,1,3708.23,0,3708.23
2025-01-02,00:30-00:40,2025-01-02 00:40:00,4,4,星期四,1,3750.5225999999998,0,3750.5225999999998
2025-01-02,00:40-00:50,2025-01-02 00:50:00,5,4,星期四,1,3684.9038,0,3684.9038
2025-01-02,00:50-01:00,2025-01-02 01:00:00,6,4,星期四,1,3644.1399999999999,0,3644.1399999999999
2025-01-02,01:00-01:10,2025-01-02 01:10:00,7,4,星期四,1,3809.2979999999998,0,3809.2979999999998
2025-01-02,01:10-01:20,2025-01-02 01:20:00,8,4,星期四,1,3855.1226000000001,0,3855.1226000000001
2025-01-02,01:20-01:30,2025-01-02 01:30:00,9,4,星期四,1,3783.7800000000002,0,3783.7800000000002
2025-01-02,01:30-01:40,2025-01-02 01:40:00,10,4,星期四,1,3907.3849,0,3907.3849
2025-01-02,01:40-01:50,2025-01-02 01:50:00,11,4,星期四,1,3968.2397999999998,0,3968.2397999999998
2025-01-02,01:50-02:00,2025-01-02 02:00:00,12,4,星期四,1,3886.77,0,3886.77
2025-01-02,02:00-02:10,2025-01-02 02:10:00,13,4,星期四,1,3865.3901000000001,0,3865.3901000000001
2025-01-02,02:10-02:20,2025-01-02 02:20:00,14,4,星期四,1,3931.6860999999999,0,3931.6860999999999
2025-01-02,02:20-02:30,2025-01-02 02:30:00,15,4,星期四,1,4055.98,0,4055.98
2025-01-02,02:30-02:40,2025-01-02 02:40:00,16,4,星期四,1,4164.982,0,4164.982
2025-01-02,02:40-02:50,2025-01-02 02:50:00,17,4,星期四,1,4067.4326000000001,0,4067.4326000000001
2025-01-02,02:50-03:00,2025-01-02 03:00:00,18,4,星期四,1,3919.4400000000001,0,3919.4400000000001
2025-01-02,03:00-03:10,2025-01-02 03:10:00,19,4,星期四,1,4068.3229999999999,0,4068.3229999999999
2025-01-02,03:10-03:20,2025-01-02 03:20:00,20,4,星期四,1,4140.4791999999998,0,4140.4791999999998
2025-01-02,03:20-03:30,2025-01-02 03:30:00,21,4,星期四,1,4061.1199999999999,0,4061.1199999999999
2025-01-02,03:30-03:40,2025-01-02 03:40:00,22,4,星期四,1,4138.7040999999999,0,4138.7040999999999
2025-01-02,03:40-03:50,2025-01-02 03:50:00,23,4,星期四,1,4283.3010999999997,0,4283.3010999999997
2025-01-02,03:50-04:00,2025-01-02 04:00:00,24,4,星期四,1,4330.9799999999996,0,4330.9799999999996
2025-01-02,04:00-04:10,2025-01-02 04:10:00,25,4,星期四,1,4225.1584999999995,0,4225.1584999999995
2025-01-02,04:10-04:20,2025-01-02 04:20:00,26,4,星期四,1,4201.9889999999996,0,4201.9889999999996
2025-01-02,04:20-04:30,2025-01-02 04:30:00,27,4,星期四,1,4273.8999999999996,0,4273.8999999999996
2025-01-02,04:30-04:40,2025-01-02 04:40:00,28,4,星期四,1,4219.0352000000003,0,4219.0352000000003
2025-01-02,04:40-04:50,2025-01-02 04:50:00,29,4,星期四,1,4069.3885,0,4069.3885
2025-01-02,04:50-05:00,2025-01-02 05:00:00,30,4,星期四,1,4030.9499999999998,0,4030.9499999999998
2025-01-02,05:00-05:10,2025-01-02 05:10:00,31,4,星期四,1,4262.9552999999996,0.0022000000000000001,4262.9530999999997
2025-01-02,05:10-05:20,2025-01-02 05:20:00,32,4,星期四,1,4330.5086000000001,0,4330.5086000000001
2025-01-02,05:20-05:30,2025-01-02 05:30:00,33,4,星期四,1,4149.1300000000001,0,4149.1300000000001
2025-01-02,05:30-05:40,2025-01-02 05:40:00,34,4,星期四,1,4130.3346000000001,0.030700000000000002,4130.3038999999999
2025-01-02,05:40-05:50,2025-01-02 05:50:00,35,4,星期四,1,4641.7286000000004,0,4641.7286000000004
2025-01-02,05:50-06:00,2025-01-02 06:00:00,36,4,星期四,1,5411.5900000000001,0,5411.5900000000001
2025-01-02,06:00-06:10,2025-01-02 06:10:00,37,4,星期四,1,5738.8010999999997,0.4279,5738.3732
2025-01-02,06:10-06:20,2025-01-02 06:20:00,38,4,星期四,1,5695.3891000000003,0,5695.3891000000003
2025-01-02,06:20-06:30,2025-01-02 06:30:00,39,4,星期四,1,5537.6599999999999,0,5537.6599999999999
2025-01-02,06:30-06:40,2025-01-02 06:40:00,40,4,星期四,1,5461.5745999999999,5.9596,5455.6149999999998
2025-01-02,06:40-06:50,2025-01-02 06:50:00,41,4,星期四,1,5483.6004999999996,0,5483.6004999999996
2025-01-02,06:50-07:00,2025-01-02 07:00:00,42,4,星期四,1,5540.8800000000001,6.6375000000000002,5534.2425000000003
2025-01-02,07:00-07:10,2025-01-02 07:10:00,43,4,星期四,1,5575.3366999999998,192.5583,5382.7784000000001
2025-01-02,07:10-07:20,2025-01-02 07:20:00,44,4,星期四,1,5669.9633000000003,445.62220000000002,5224.3411000000006
2025-01-02,07:20-07:30,2025-01-02 07:30:00,45,4,星期四,1,5566.6599999999999,701.36249999999995,4865.2974999999997
2025-01-02,07:30-07:40,2025-01-02 07:40:00,46,4,星期四,1,5081.9453999999996,976.56949999999995,4105.3759
2025-01-02,07:40-07:50,2025-01-02 07:50:00,47,4,星期四,1,5737.5546999999997,1257.8498999999999,4479.7047999999995
2025-01-02,07:50-08:00,2025-01-02 08:00:00,48,4,星期四,1,7205.75,1536.3375000000001,5669.4125000000004
2025-01-02,08:00-08:10,2025-01-02 08:10:00,49,4,星期四,1,7519.6198999999997,1820.2924,5699.3274999999994
2025-01-02,08:10-08:20,2025-01-02 08:20:00,50,4,星期四,1,7253.8265000000001,2132.9787999999999,5120.8477000000003
2025-01-02,08:20-08:30,2025-01-02 08:30:00,51,4,星期四,1,7156.6199999999999,2471.7375000000002,4684.8824999999997
2025-01-02,08:30-08:40,2025-01-02 08:40:00,52,4,星期四,1,7351.5694000000003,2797.3932,4554.1761999999999
2025-01-02,08:40-08:50,2025-01-02 08:50:00,53,4,星期四,1,7430.2398999999996,3047.7556,4382.4843000000001
2025-01-02,08:50-09:00,2025-01-02 09:00:00,54,4,星期四,1,7295.25,3267.2624999999998,4027.9875000000002
2025-01-02,09:00-09:10,2025-01-02 09:10:00,55,4,星期四,1,7207.6569,3546.8485000000001,3660.8083999999999
2025-01-02,09:10-09:20,2025-01-02 09:20:00,56,4,星期四,1,7113.8824999999997,3726.6889999999999,3387.1934999999999
2025-01-02,09:20-09:30,2025-01-02 09:30:00,57,4,星期四,1,7023.1199999999999,3844.2375000000002,3178.8824999999997
2025-01-02,09:30-09:40,2025-01-02 09:40:00,58,4,星期四,1,7047.9516999999996,4096.3407999999999,2951.6108999999997
2025-01-02,09:40-09:50,2025-01-02 09:50:00,59,4,星期四,1,7129.0191000000004,4283.6623,2845.3568000000005
2025-01-02,09:50-10:00,2025-01-02 10:00:00,60,4,星期四,1,7151.1000000000004,4356.1125000000002,2794.9875000000002
2025-01-02,10:00-10:10,2025-01-02 10:10:00,61,4,星期四,1,7053.4551000000001,4491.6280999999999,2561.8270000000002
2025-01-02,10:10-10:20,2025-01-02 10:20:00,62,4,星期四,1,7028.7906000000003,4766.4089999999997,2262.3816000000006
2025-01-02,10:20-10:30,2025-01-02 10:30:00,63,4,星期四,1,7115.54,5019.4499999999998,2096.0900000000001
2025-01-02,10:30-10:40,2025-01-02 10:40:00,64,4,星期四,1,7158.8015999999998,5019.8625000000002,2138.9390999999996
2025-01-02,10:40-10:50,2025-01-02 10:50:00,65,4,星期四,1,7104.1647999999996,5077.3715000000002,2026.7932999999994
2025-01-02,10:50-11:00,2025-01-02 11:00:00,66,4,星期四,1,6988.4499999999998,5277.5625,1710.8874999999998
2025-01-02,11:00-11:10,2025-01-02 11:10:00,67,4,星期四,1,6905.2356,5389.6989999999996,1515.5366000000004
2025-01-02,11:10-11:20,2025-01-02 11:20:00,68,4,星期四,1,6918.8526000000002,5368.9189999999999,1549.9336000000003
2025-01-02,11:20-11:30,2025-01-02 11:30:00,69,4,星期四,1,7053.4499999999998,5329.9875000000002,1723.4624999999996
2025-01-02,11:30-11:40,2025-01-02 11:40:00,70,4,星期四,1,7224.2371999999996,5412.6331,1811.6040999999996
2025-01-02,11:40-11:50,2025-01-02 11:50:00,71,4,星期四,1,7061.4736999999996,5429.3181999999997,1632.1554999999998
2025-01-02,11:50-12:00,2025-01-02 12:00:00,72,4,星期四,1,6627.8800000000001,5328.3000000000002,1299.5799999999999
2025-01-02,12:00-12:10,2025-01-02 12:10:00,73,4,星期四,1,6385.5315000000001,5248.9494999999997,1136.5820000000003
2025-01-02,12:10-12:20,2025-01-02 12:20:00,74,4,星期四,1,6379.3415000000005,5219.2318999999998,1160.1096000000007
2025-01-02,12:20-12:30,2025-01-02 12:30:00,75,4,星期四,1,6517.0799999999999,5222.8500000000004,1294.2299999999996
2025-01-02,12:30-12:40,2025-01-02 12:40:00,76,4,星期四,1,6677.4157999999998,5242.2942000000003,1435.1215999999995
2025-01-02,12:40-12:50,2025-01-02 12:50:00,77,4,星期四,1,6740.259,5308.1571000000004,1432.1018999999997
2025-01-02,12:50-13:00,2025-01-02 13:00:00,78,4,星期四,1,6776.29,5393.2875000000004,1383.0024999999996
2025-01-02,13:00-13:10,2025-01-02 13:10:00,79,4,星期四,1,6923.5069000000003,5413.5261,1509.9808000000003
2025-01-02,13:10-13:20,2025-01-02 13:20:00,80,4,星期四,1,6851.0971,5337.3076000000001,1513.7894999999999
2025-01-02,13:20-13:30,2025-01-02 13:30:00,81,4,星期四,1,6622.1499999999996,5168.2124999999996,1453.9375
2025-01-02,13:30-13:40,2025-01-02 13:40:00,82,4,星期四,1,6654.8176000000003,4960.5614999999998,1694.2561000000005
2025-01-02,13:40-13:50,2025-01-02 13:50:00,83,4,星期四,1,6745.2794000000004,4873.5039999999999,1871.7754000000004
2025-01-02,13:50-14:00,2025-01-02 14:00:00,84,4,星期四,1,6768.7299999999996,4791.4499999999998,1977.2799999999997
2025-01-02,14:00-14:10,2025-01-02 14:10:00,85,4,星期四,1,6785.5204000000003,4440.5059000000001,2345.0145000000002
2025-01-02,14:10-14:20,2025-01-02 14:20:00,86,4,星期四,1,6651.4681,4102.9754999999996,2548.4926000000005
