efficiency_name,t,interval,current_price,future_price_threshold,future_max_price,future_profitable_periods,pv_surplus_kwh
main,77,12:40-12:50,0.5682,0.7014814814814815,1.3952,52,304.5517666666665
main,78,12:50-13:00,0.8279,1.0220987654320988,1.3952,21,264.5071833333334
main,79,13:00-13:10,0.8636,1.066172839506173,1.3952,20,242.50754999999992
main,80,13:10-13:20,0.8416,1.0390123456790124,1.3952,20,223.07558333333316
main,81,13:20-13:30,0.8618,1.0639506172839506,1.3952,20,198.75931666666656
main,82,13:30-13:40,0.8623,1.0645679012345677,1.3952,20,177.3598166666668
main,83,13:40-13:50,0.9026,1.114320987654321,1.3952,18,151.74029999999982
main,84,13:50-14:00,0.9754,1.2041975308641975,1.3952,18,120.0350333333331
main,85,14:00-14:10,1.0002,1.2348148148148148,1.3952,16,87.81445000000008
main,86,14:10-14:20,0.9978,1.2318518518518518,1.3952,16,53.62486666666655
main,87,14:20-14:30,1.0271,1.2680246913580244,1.3952,12,16.255133333333447
main,88,14:30-14:40,1.0906,1.3464197530864197,1.3952,9,0.0
main,89,14:40-14:50,0.9376,1.1575308641975308,1.3952,18,0.0
main,90,14:50-15:00,0.6694,0.8264197530864197,1.3952,34,0.0
main,91,15:00-15:10,0.66,0.8148148148148148,1.3952,34,0.0
main,92,15:10-15:20,0.7217,0.8909876543209876,1.3952,31,0.0
main,93,15:20-15:30,0.7308,0.9022222222222221,1.3952,31,0.0
main,94,15:30-15:40,0.7534,0.9301234567901233,1.3952,27,0.0
main,95,15:40-15:50,0.7823,0.9658024691358024,1.3952,23,0.0
main,96,15:50-16:00,0.8055,0.9944444444444444,1.3952,19,0.0
main,97,16:00-16:10,0.8271,1.021111111111111,1.3952,19,0.0
main,98,16:10-16:20,0.8519,1.0517283950617282,1.3952,19,0.0
main,99,16:20-16:30,0.8791,1.0853086419753086,1.3952,18,0.0
main,100,16:30-16:40,0.9024,1.114074074074074,1.3952,18,0.0
main,101,16:40-16:50,0.9163,1.1312345679012346,1.3952,18,0.0
main,102,16:50-17:00,0.9264,1.1437037037037037,1.3952,18,0.0
main,103,17:00-17:10,0.9462,1.1681481481481482,1.3952,18,0.0
main,104,17:10-17:20,0.9742,1.2027160493827158,1.3952,18,0.0
main,105,17:20-17:30,0.9862,1.2175308641975306,1.3952,18,0.0
main,106,17:30-17:40,0.976,1.2049382716049382,1.3952,18,0.0
main,107,17:40-17:50,1.0742,1.3261728395061727,1.3952,11,0.0
main,108,17:50-18:00,1.2313,1.5201234567901234,1.3952,0,0.0
main,109,18:00-18:10,1.2561,1.5507407407407405,1.3952,0,0.0
main,110,18:10-18:20,1.2447,1.5366666666666664,1.3952,0,0.0
main,111,18:20-18:30,1.2545,1.5487654320987652,1.3952,0,0.0
main,112,18:30-18:40,1.2522,1.5459259259259257,1.3952,0,0.0
main,113,18:40-18:50,1.2881,1.5902469135802468,1.3952,0,0.0
main,114,18:50-19:00,1.3466,1.662469135802469,1.3952,0,0.0
main,115,19:00-19:10,1.3523,1.6695061728395062,1.3952,0,0.0
main,116,19:10-19:20,1.3445,1.6598765432098765,1.3952,0,0.0
main,117,19:20-19:30,1.3483,1.6645679012345678,1.3952,0,0.0
main,118,19:30-19:40,1.349,1.6654320987654319,1.3952,0,0.0
main,119,19:40-19:50,1.3473,1.663333333333333,1.3952,0,0.0
main,120,19:50-20:00,1.3482,1.6644444444444444,1.3952,0,0.0
main,121,20:00-20:10,1.3513,1.6682716049382715,1.3952,0,0.0
main,122,20:10-20:20,1.34,1.654320987654321,1.3952,0,0.0
main,123,20:20-20:30,1.3489,1.6653086419753085,1.3952,0,0.0
main,124,20:30-20:40,1.3952,1.722469135802469,1.2226,0,0.0
main,125,20:40-20:50,1.2226,1.5093827160493825,0.9871,0,0.0
main,126,20:50-21:00,0.9332,1.1520987654320987,0.9871,0,0.0
main,127,21:00-21:10,0.9068,1.1195061728395062,0.9871,0,0.0
main,128,21:10-21:20,0.9371,1.1569135802469135,0.9871,0,0.0
main,129,21:20-21:30,0.9371,1.1569135802469135,0.9871,0,0.0
main,130,21:30-21:40,0.9871,1.218641975308642,0.7764,0,0.0
main,131,21:40-21:50,0.7764,0.9585185185185184,0.4368,0,0.0
main,132,21:50-22:00,0.4209,0.5196296296296296,0.4368,0,0.0
main,133,22:00-22:10,0.3859,0.47641975308641976,0.4368,0,0.0
main,134,22:10-22:20,0.4368,0.5392592592592592,0.4276,0,0.0
main,135,22:20-22:30,0.4198,0.5182716049382716,0.4276,0,0.0
main,136,22:30-22:40,0.4186,0.5167901234567901,0.4276,0,0.0
main,137,22:40-22:50,0.4241,0.5235802469135802,0.4276,0,0.0
main,138,22:50-23:00,0.4237,0.5230864197530865,0.4276,0,0.0
main,139,23:00-23:10,0.4248,0.5244444444444444,0.4276,0,0.0
main,140,23:10-23:20,0.424,0.5234567901234567,0.4276,0,0.0
main,141,23:20-23:30,0.422,0.5209876543209876,0.4276,0,0.0
main,142,23:30-23:40,0.424,0.5234567901234567,0.4276,0,0.0
main,143,23:40-23:50,0.4271,0.5272839506172838,0.4276,0,0.0
main,144,23:50-24:00,0.4276,0.5279012345679012,,0,0.0
eta085,1,00:00-00:10,0.4248,0.5879584775086506,1.3952,84,0.0
eta085,2,00:10-00:20,0.4245,0.5875432525951557,1.3952,84,0.0
eta085,3,00:20-00:30,0.4269,0.5908650519031142,1.3952,84,0.0
eta085,4,00:30-00:40,0.4272,0.5912802768166091,1.3952,84,0.0
eta085,5,00:40-00:50,0.4271,0.5911418685121108,1.3952,84,0.0
eta085,6,00:50-01:00,0.4285,0.5930795847750866,1.3952,84,0.0
eta085,7,01:00-01:10,0.4311,0.5966782006920416,1.3952,84,0.0
eta085,8,01:10-01:20,0.4302,0.5954325259515572,1.3952,84,0.0
eta085,9,01:20-01:30,0.4279,0.592249134948097,1.3952,84,0.0
eta085,10,01:30-01:40,0.4312,0.5968166089965399,1.3952,84,0.0
eta085,11,01:40-01:50,0.4333,0.5997231833910035,1.3952,84,0.0
eta085,12,01:50-02:00,0.4311,0.5966782006920416,1.3952,84,0.0
eta085,13,02:00-02:10,0.4293,0.5941868512110727,1.3952,84,0.0
eta085,14,02:10-02:20,0.4324,0.5984775086505191,1.3952,84,0.0
eta085,15,02:20-02:30,0.4367,0.6044290657439447,1.3952,84,0.0
eta085,16,02:30-02:40,0.4348,0.6017993079584776,1.3952,84,0.0
eta085,17,02:40-02:50,0.4335,0.6000000000000001,1.3952,84,0.0
eta085,18,02:50-03:00,0.4357,0.603044982698962,1.3952,84,0.0
eta085,19,03:00-03:10,0.4374,0.6053979238754326,1.3952,84,0.0
eta085,20,03:10-03:20,0.4371,0.6049826989619378,1.3952,84,0.0
eta085,21,03:20-03:30,0.4356,0.6029065743944637,1.3952,84,0.0
eta085,22,03:30-03:40,0.4353,0.6024913494809689,1.3952,84,0.0
eta085,23,03:40-03:50,0.436,0.6034602076124568,1.3952,84,0.0
eta085,24,03:50-04:00,0.4378,0.6059515570934257,1.3952,84,0.0
eta085,25,04:00-04:10,0.4401,0.6091349480968858,1.3952,84,0.0
eta085,26,04:10-04:20,0.4389,0.6074740484429066,1.3952,84,0.0
eta085,27,04:20-04:30,0.4364,0.60401384083045,1.3952,84,0.0
eta085,28,04:30-04:40,0.4393,0.6080276816608997,1.3952,84,0.0
eta085,29,04:40-04:50,0.4422,0.6120415224913496,1.3952,84,0.0
eta085,30,04:50-05:00,0.4395,0.6083044982698963,1.3952,84,0.0
eta085,31,05:00-05:10,0.4333,0.5997231833910035,1.3952,84,0.0
eta085,32,05:10-05:20,0.4439,0.6143944636678201,1.3952,84,0.0
eta085,33,05:20-05:30,0.4301,0.5952941176470589,1.3952,84,0.0
eta085,34,05:30-05:40,0.3713,0.5139100346020762,1.3952,86,0.0
eta085,35,05:40-05:50,0.5708,0.7900346020761246,1.3952,75,0.0
eta085,36,05:50-06:00,0.9099,1.259377162629758,1.3952,12,0.0
eta085,37,06:00-06:10,0.9368,1.2966089965397924,1.3952,11,0.0
eta085,38,06:10-06:20,0.8758,1.2121799307958478,1.3952,18,0.0
eta085,39,06:20-06:30,0.8759,1.2123183391003463,1.3952,18,0.0
eta085,40,06:30-06:40,0.8601,1.1904498269896195,1.3952,18,0.0
eta085,41,06:40-06:50,0.8442,1.1684429065743944,1.3952,18,0.0
eta085,42,06:50-07:00,0.8334,1.1534948096885815,1.3952,20,0.0
eta085,43,07:00-07:10,0.8092,1.12,1.3952,20,0.0
eta085,44,07:10-07:20,0.7972,1.1033910034602077,1.3952,20,0.0
eta085,45,07:20-07:30,0.7644,1.0579930795847752,1.3952,25,0.0
eta085,46,07:30-07:40,0.6899,0.9548788927335641,1.3952,44,0.0
eta085,47,07:40-07:50,0.86,1.1903114186851211,1.3952,18,0.0
eta085,48,07:50-08:00,1.1617,1.6078892733564014,1.3952,0,0.0
eta085,49,08:00-08:10,1.1683,1.6170242214532873,1.3952,0,0.0
eta085,50,08:10-08:20,1.0956,1.516401384083045,1.3952,0,0.0
eta085,51,08:20-08:30,1.0849,1.5015916955017303,1.3952,0,0.0
eta085,52,08:30-08:40,1.061,1.4685121107266437,1.3952,0,0.0
eta085,53,08:40-08:50,1.043,1.4435986159169552,1.3952,0,0.0
eta085,54,08:50-09:00,1.036,1.4339100346020763,1.3952,0,0.0
eta085,55,09:00-09:10,1.0147,1.4044290657439447,1.3952,0,0.0
eta085,56,09:10-09:20,0.9922,1.3732871972318341,1.3952,1,0.0
eta085,57,09:20-09:30,0.97,1.3425605536332181,1.3952,10,0.0
eta085,58,09:30-09:40,0.9422,1.3040830449826992,1.3952,11,17.42406666666659
eta085,59,09:40-09:50,0.9569,1.3244290657439448,1.3952,11,52.83776666666654
eta085,60,09:50-10:00,0.9977,1.3808996539792389,1.3952,1,84.56241666666665
eta085,61,10:00-10:10,0.9919,1.3728719723183394,1.3952,1,116.9835833333334
eta085,62,10:10-10:20,0.9588,1.3270588235294118,1.3952,11,146.66060000000004
eta085,63,10:20-10:30,0.9549,1.3216608996539794,1.3952,11,173.52024999999992
eta085,64,10:30-10:40,0.9839,1.3617993079584776,1.3952,1,201.02908333333323
eta085,65,10:40-10:50,0.799,1.1058823529411768,1.3952,18,225.40611666666655
eta085,66,10:50-11:00,0.5025,0.6955017301038062,1.3952,52,244.00925000000007
eta085,67,11:00-11:10,0.4662,0.6452595155709343,1.3952,54,258.1624166666668
eta085,68,11:10-11:20,0.5007,0.6930103806228375,1.3952,52,272.6315333333332
eta085,69,11:20-11:30,0.4827,0.6680968858131489,1.3952,53,284.3209833333333
eta085,70,11:30-11:40,0.4785,0.6622837370242215,1.3952,53,289.3014666666668
eta085,71,11:40-11:50,0.4662,0.6452595155709343,1.3952,54,313.20881666666673
eta085,72,11:50-12:00,0.4432,0.6134256055363322,1.3952,54,346.9304333333333
eta085,73,12:00-12:10,0.4411,0.6105190311418686,1.3952,54,352.92088333333334
eta085,74,12:10-12:20,0.4551,0.6298961937716264,1.3952,54,348.0333333333333
eta085,75,12:20-12:30,0.4463,0.6177162629757785,1.3952,54,344.72636666666665
eta085,76,12:30-12:40,0.4113,0.5692733564013841,1.3952,54,335.0626000000001
eta085,77,12:40-12:50,0.5682,0.7864359861591697,1.3952,47,304.5517666666665
eta085,78,12:50-13:00,0.8279,1.1458823529411766,1.3952,18,264.5071833333334
eta085,79,13:00-13:10,0.8636,1.195294117647059,1.3952,18,242.50754999999992
eta085,80,13:10-13:20,0.8416,1.1648442906574397,1.3952,18,223.07558333333316
eta085,81,13:20-13:30,0.8618,1.1928027681660902,1.3952,18,198.75931666666656
eta085,82,13:30-13:40,0.8623,1.1934948096885813,1.3952,18,177.3598166666668
eta085,83,13:40-13:50,0.9026,1.2492733564013843,1.3952,15,151.74029999999982
eta085,84,13:50-14:00,0.9754,1.3500346020761247,1.3952,3,120.0350333333331
eta085,85,14:00-14:10,1.0002,1.3843598615916957,1.3952,1,87.81445000000008
eta085,86,14:10-14:20,0.9978,1.3810380622837373,1.3952,1,53.62486666666655
eta085,87,14:20-14:30,1.0271,1.42159169550173,1.3952,0,16.255133333333447
eta085,88,14:30-14:40,1.0906,1.5094809688581317,1.3952,0,0.0
eta085,89,14:40-14:50,0.9376,1.2977162629757786,1.3952,11,0.0
eta085,90,14:50-15:00,0.6694,0.9265051903114188,1.3952,27,0.0
eta085,91,15:00-15:10,0.66,0.9134948096885814,1.3952,29,0.0
eta085,92,15:10-15:20,0.7217,0.998892733564014,1.3952,19,0.0
eta085,93,15:20-15:30,0.7308,1.0114878892733565,1.3952,19,0.0
eta085,94,15:30-15:40,0.7534,1.0427681660899655,1.3952,19,0.0
eta085,95,15:40-15:50,0.7823,1.0827681660899655,1.3952,18,0.0
eta085,96,15:50-16:00,0.8055,1.1148788927335642,1.3952,18,0.0
eta085,97,16:00-16:10,0.8271,1.1447750865051904,1.3952,18,0.0
eta085,98,16:10-16:20,0.8519,1.1791003460207614,1.3952,18,0.0
eta085,99,16:20-16:30,0.8791,1.2167474048442908,1.3952,18,0.0
eta085,100,16:30-16:40,0.9024,1.2489965397923877,1.3952,15,0.0
eta085,101,16:40-16:50,0.9163,1.2682352941176471,1.3952,12,0.0
eta085,102,16:50-17:00,0.9264,1.2822145328719725,1.3952,12,0.0
eta085,103,17:00-17:10,0.9462,1.3096193771626299,1.3952,11,0.0
eta085,104,17:10-17:20,0.9742,1.3483737024221454,1.3952,5,0.0
eta085,105,17:20-17:30,0.9862,1.3649826989619378,1.3952,1,0.0
eta085,106,17:30-17:40,0.976,1.3508650519031142,1.3952,3,0.0
eta085,107,17:40-17:50,1.0742,1.4867820069204154,1.3952,0,0.0
eta085,108,17:50-18:00,1.2313,1.7042214532871975,1.3952,0,0.0
eta085,109,18:00-18:10,1.2561,1.7385467128027683,1.3952,0,0.0
eta085,110,18:10-18:20,1.2447,1.7227681660899654,1.3952,0,0.0
eta085,111,18:20-18:30,1.2545,1.736332179930796,1.3952,0,0.0
eta085,112,18:30-18:40,1.2522,1.7331487889273358,1.3952,0,0.0
eta085,113,18:40-18:50,1.2881,1.7828373702422147,1.3952,0,0.0
eta085,114,18:50-19:00,1.3466,1.8638062283737027,1.3952,0,0.0
eta085,115,19:00-19:10,1.3523,1.871695501730104,1.3952,0,0.0
eta085,116,19:10-19:20,1.3445,1.860899653979239,1.3952,0,0.0
eta085,117,19:20-19:30,1.3483,1.8661591695501734,1.3952,0,0.0
eta085,118,19:30-19:40,1.349,1.867128027681661,1.3952,0,0.0
eta085,119,19:40-19:50,1.3473,1.8647750865051904,1.3952,0,0.0
eta085,120,19:50-20:00,1.3482,1.866020761245675,1.3952,0,0.0
eta085,121,20:00-20:10,1.3513,1.8703114186851213,1.3952,0,0.0
eta085,122,20:10-20:20,1.34,1.8546712802768168,1.3952,0,0.0
eta085,123,20:20-20:30,1.3489,1.866989619377163,1.3952,0,0.0
eta085,124,20:30-20:40,1.3952,1.9310726643598617,1.2226,0,0.0
eta085,125,20:40-20:50,1.2226,1.6921799307958478,0.9871,0,0.0
eta085,126,20:50-21:00,0.9332,1.291626297577855,0.9871,0,0.0
eta085,127,21:00-21:10,0.9068,1.2550865051903117,0.9871,0,0.0
eta085,128,21:10-21:20,0.9371,1.2970242214532874,0.9871,0,0.0
eta085,129,21:20-21:30,0.9371,1.2970242214532874,0.9871,0,0.0
eta085,130,21:30-21:40,0.9871,1.3662283737024223,0.7764,0,0.0
eta085,131,21:40-21:50,0.7764,1.0746020761245676,0.4368,0,0.0
eta085,132,21:50-22:00,0.4209,0.582560553633218,0.4368,0,0.0
eta085,133,22:00-22:10,0.3859,0.5341176470588236,0.4368,0,0.0
eta085,134,22:10-22:20,0.4368,0.604567474048443,0.4276,0,0.0
eta085,135,22:20-22:30,0.4198,0.5810380622837371,0.4276,0,0.0
eta085,136,22:30-22:40,0.4186,0.5793771626297579,0.4276,0,0.0
eta085,137,22:40-22:50,0.4241,0.5869896193771627,0.4276,0,0.0
eta085,138,22:50-23:00,0.4237,0.5864359861591697,0.4276,0,0.0
eta085,139,23:00-23:10,0.4248,0.5879584775086506,0.4276,0,0.0
eta085,140,23:10-23:20,0.424,0.5868512110726644,0.4276,0,0.0
eta085,141,23:20-23:30,0.422,0.584083044982699,0.4276,0,0.0
eta085,142,23:30-23:40,0.424,0.5868512110726644,0.4276,0,0.0
eta085,143,23:40-23:50,0.4271,0.5911418685121108,0.4276,0,0.0
eta085,144,23:50-24:00,0.4276,0.5918339100346021,,0,0.0
eta095,1,00:00-00:10,0.4248,0.4706925207756233,1.3952,90,0.0
eta095,2,00:10-00:20,0.4245,0.4703601108033241,1.3952,90,0.0
eta095,3,00:20-00:30,0.4269,0.4730193905817175,1.3952,90,0.0
eta095,4,00:30-00:40,0.4272,0.47335180055401666,1.3952,90,0.0
eta095,5,00:40-00:50,0.4271,0.4732409972299169,1.3952,90,0.0
eta095,6,00:50-01:00,0.4285,0.47479224376731305,1.3952,90,0.0
eta095,7,01:00-01:10,0.4311,0.47767313019390584,1.3952,90,0.0
eta095,8,01:10-01:20,0.4302,0.47667590027700835,1.3952,90,0.0
eta095,9,01:20-01:30,0.4279,0.4741274238227147,1.3952,90,0.0
eta095,10,01:30-01:40,0.4312,0.4777839335180056,1.3952,90,0.0
eta095,11,01:40-01:50,0.4333,0.4801108033240998,1.3952,89,0.0
eta095,12,01:50-02:00,0.4311,0.47767313019390584,1.3952,90,0.0
eta095,13,02:00-02:10,0.4293,0.47567867036011086,1.3952,90,0.0
eta095,14,02:10-02:20,0.4324,0.47911357340720223,1.3952,89,0.0
eta095,15,02:20-02:30,0.4367,0.4838781163434903,1.3952,88,0.0
eta095,16,02:30-02:40,0.4348,0.4817728531855956,1.3952,89,0.0
eta095,17,02:40-02:50,0.4335,0.4803324099722992,1.3952,89,0.0
eta095,18,02:50-03:00,0.4357,0.4827700831024931,1.3952,88,0.0
eta095,19,03:00-03:10,0.4374,0.4846537396121884,1.3952,88,0.0
eta095,20,03:10-03:20,0.4371,0.4843213296398892,1.3952,88,0.0
eta095,21,03:20-03:30,0.4356,0.48265927977839335,1.3952,89,0.0
eta095,22,03:30-03:40,0.4353,0.48232686980609424,1.3952,89,0.0
eta095,23,03:40-03:50,0.436,0.48310249307479225,1.3952,88,0.0
eta095,24,03:50-04:00,0.4378,0.4850969529085873,1.3952,88,0.0
eta095,25,04:00-04:10,0.4401,0.4876454293628809,1.3952,88,0.0
eta095,26,04:10-04:20,0.4389,0.48631578947368426,1.3952,88,0.0
eta095,27,04:20-04:30,0.4364,0.48354570637119115,1.3952,88,0.0
eta095,28,04:30-04:40,0.4393,0.48675900277008316,1.3952,88,0.0
eta095,29,04:40-04:50,0.4422,0.48997229916897506,1.3952,88,0.0
eta095,30,04:50-05:00,0.4395,0.4869806094182826,1.3952,88,0.0
eta095,31,05:00-05:10,0.4333,0.4801108033240998,1.3952,89,0.0
eta095,32,05:10-05:20,0.4439,0.4918559556786704,1.3952,88,0.0
eta095,33,05:20-05:30,0.4301,0.4765650969529086,1.3952,90,0.0
eta095,34,05:30-05:40,0.3713,0.4114127423822715,1.3952,108,0.0
eta095,35,05:40-05:50,0.5708,0.6324653739612188,1.3952,84,0.0
eta095,36,05:50-06:00,0.9099,1.0081994459833796,1.3952,29,0.0
eta095,37,06:00-06:10,0.9368,1.038005540166205,1.3952,26,0.0
eta095,38,06:10-06:20,0.8758,0.970415512465374,1.3952,40,0.0
eta095,39,06:20-06:30,0.8759,0.9705263157894737,1.3952,40,0.0
eta095,40,06:30-06:40,0.8601,0.9530193905817175,1.3952,44,0.0
eta095,41,06:40-06:50,0.8442,0.9354016620498615,1.3952,49,0.0
eta095,42,06:50-07:00,0.8334,0.9234349030470915,1.3952,51,0.0
eta095,43,07:00-07:10,0.8092,0.8966204986149585,1.3952,55,0.0
eta095,44,07:10-07:20,0.7972,0.8833240997229918,1.3952,55,0.0
eta095,45,07:20-07:30,0.7644,0.8469806094182826,1.3952,61,0.0
eta095,46,07:30-07:40,0.6899,0.7644321329639889,1.3952,68,0.0
eta095,47,07:40-07:50,0.86,0.9529085872576177,1.3952,44,0.0
eta095,48,07:50-08:00,1.1617,1.287202216066482,1.3952,12,0.0
eta095,49,08:00-08:10,1.1683,1.2945152354570637,1.3952,11,0.0
eta095,50,08:10-08:20,1.0956,1.213961218836565,1.3952,18,0.0
eta095,51,08:20-08:30,1.0849,1.2021052631578948,1.3952,18,0.0
eta095,52,08:30-08:40,1.061,1.175623268698061,1.3952,18,0.0
eta095,53,08:40-08:50,1.043,1.1556786703601107,1.3952,18,0.0
eta095,54,08:50-09:00,1.036,1.1479224376731303,1.3952,18,0.0
eta095,55,09:00-09:10,1.0147,1.124321329639889,1.3952,18,0.0
eta095,56,09:10-09:20,0.9922,1.0993905817174516,1.3952,18,0.0
eta095,57,09:20-09:30,0.97,1.074792243767313,1.3952,19,0.0
eta095,58,09:30-09:40,0.9422,1.04398891966759,1.3952,20,17.42406666666659
eta095,59,09:40-09:50,0.9569,1.0602770083102493,1.3952,20,52.83776666666654
eta095,60,09:50-10:00,0.9977,1.1054847645429364,1.3952,18,84.56241666666665
eta095,61,10:00-10:10,0.9919,1.0990581717451524,1.3952,18,116.9835833333334
eta095,62,10:10-10:20,0.9588,1.0623822714681441,1.3952,20,146.66060000000004
eta095,63,10:20-10:30,0.9549,1.058060941828255,1.3952,20,173.52024999999992
eta095,64,10:30-10:40,0.9839,1.0901939058171746,1.3952,19,201.02908333333323
eta095,65,10:40-10:50,0.799,0.8853185595567867,1.3952,38,225.40611666666655
eta095,66,10:50-11:00,0.5025,0.556786703601108,1.3952,55,244.00925000000007
eta095,67,11:00-11:10,0.4662,0.5165650969529086,1.3952,55,258.1624166666668
eta095,68,11:10-11:20,0.5007,0.5547922437673131,1.3952,55,272.6315333333332
eta095,69,11:20-11:30,0.4827,0.5348476454293629,1.3952,55,284.3209833333333
eta095,70,11:30-11:40,0.4785,0.5301939058171745,1.3952,55,289.3014666666668
