id,question,parameter,value,date,role,status,started_at,total_cost,planned_cost,adjustment_cost,emergency_kwh,emergency_cost,min_soc,final_soc,charge_kwh,discharge_kwh,throughput_kwh,seconds,reliable,max_gap,nodes,certified_nodes,history_sha256,physical_verified,delta_cost_pct,delta_emergency_kwh,delta_emergency_pct,emergency_pct_defined,status_label,signature,dispatch_sha256,audit_sha256,optional,soc_upper_fraction,soc_lower_fraction
baseline_q2_beta_R_0.8_2025-09-28,q2,beta_R,1,2025-09-28,高系统压力日,baseline_reused,,47374.321576672919,46445.673981897729,0,223.90119071947447,928.64759477518896,1778.3627512430392,8606.038800059112,17541.840364494248,13796.12381421789,31337.964178712136,21.257832900002541,True,,1,1,,True,0,0,0,True,,,,,,0.22222222222222221,0
q2_beta_R_1.2_2025-09-28,q2,beta_R,1.2,2025-09-28,高系统压力日,complete,1789277261.40433,47495.869724531905,46567.222129756716,0,223.90119071947441,928.64759477518874,1843.9510387016219,8722.4511910518886,17000.805582845973,13253.114489189289,30253.92007203526,36.888933708978584,True,0.024175459929278904,1,1,73e6a3bb3c66a2eb5fefae1ca3577557d5cbd74a383ace069a9db0339cf00586,True,0.25656968546191605,-5.6843418860808015e-14,-2.5387725129174085e-14,True,完成 / 已认证,d17a4e14f5b113264b3fa33fdc0485aafe7897a2df5c7c1e2dcee14da9740301,14512322329dcaec62d13b867b3f0bdbc9c4598b02b8de0e7366b646075fc573,77474e3d97cfdeef3a29c13cd295de9871f2f178162f11f009f62eeb61c3de38,,0.22222222222222221,0
q2_rho_tail_0.1_2025-09-17,q2,rho_tail,0.10000000000000001,2025-09-17,常规日,complete,1789277298.3137448,42327.313383846318,42301.260559436138,0,11.961811023958489,26.052824410181589,1495.3244451788514,8153.856832630694,18376.136890612852,15057.010071503328,33433.146962116181,38.908111666998593,True,0.023386400769505659,1,1,8a28e2bf4029ca3bbf39f2712ea0c29a5bc55c9e3ca1e9a480d212bba21c6bb2,True,-2.745304185170816,-2.010639798566217,-14.390029523846348,True,完成 / 已认证,d0a41348fe22d6e2b7eb9000d825a9f22f46af7f9fa1a385cad84eb8379d87d6,3c2b03a9a235829a8f2cf091bc480a0e39421e8aa4abe73036cc0545058683b8,a75f28579169a56aecafef18861fb7a637d8f18847ced9fea96fd08c89bb0dd8,,0.20833333333333334,0
baseline_q2_rho_tail_0.1_2025-09-17,q2,rho_tail,0.20000000000000001,2025-09-17,常规日,baseline_reused,,43522.128190536525,43491.69619264506,0,13.972450822524706,30.43199789145881,1968.7327798575295,8799.1571470909166,18115.029592102146,14264.742876695454,32379.772468797601,21.420157100001234,True,,1,1,,True,0,0,0,True,,,,,,0.21527777777777779,0
q2_rho_tail_0.3_2025-09-17,q2,rho_tail,0.29999999999999999,2025-09-17,常规日,complete,1789277337.2456598,42958.194548147934,42934.990870033878,0,10.653663045939879,23.203678114057055,1655.4741062442397,8516.3061631029923,18032.131436708569,14452.161256415784,32484.292693124353,29.264310749975266,True,0.021924209662104364,1,1,8a28e2bf4029ca3bbf39f2712ea0c29a5bc55c9e3ca1e9a480d212bba21c6bb2,True,-1.2957400426737695,-3.318787776584827,-23.752366844867876,True,完成 / 已认证,2bfa148819133df834ae5f4e9d826b85c8557b361d1519522770e6594ea02d23,ff9f1b0fb6502e663a10999aee17676dad3dcbbc66c2b2cd422e3b947e008273,16811a4ec7e7cf7c87634c051de96f1b29d799275890daea8830b4bd5dd567af,,0.22916666666666666,0
q2_rho_tail_0.1_2025-06-01,q2,rho_tail,0.10000000000000001,2025-06-01,高预测误差日,complete,1789277366.534291,115804.64489203651,35418.250077001365,0,14167.851582505511,80386.39481503515,1311.2021239830278,6980.8771952777188,9358.6246706137717,9809.5572304691523,19168.181901082924,3.17382183400332,True,0.029546442364032113,1,1,34c2f755dcadec13b09bc85e9547f35df0f3804f0fd13e255f28c4a84b624164,True,7.5674811747086448,1822.9064855985835,14.766420354962289,True,完成 / 已认证,9977cb804b361607bbc7ebe019150bfd245aeedce24e1b2960fb2f73141a3819,ce46a1bfc6c316d184e536a950c69c5d5ead80a88000748398f16b137c452684,c84c30b83f9e6041dbbca848aa7f2a02d1710d3007dba6febb5e287700258ab5,,0,0
baseline_q2_rho_tail_0.1_2025-06-01,q2,rho_tail,0.20000000000000001,2025-06-01,高预测误差日,baseline_reused,,107657.67091259602,36709.129383448715,0,12344.945096906928,70948.541529147289,1311.2021239830278,7024.9739991844453,10017.705317879805,10303.725431238588,20321.430749118394,5.9021336000005249,True,,1,1,,True,0,0,0,True,,,,,,0,0
q2_rho_tail_0.3_2025-06-01,q2,rho_tail,0.29999999999999999,2025-06-01,高预测误差日,complete,1789277369.725704,112710.68036414817,36408.574259001325,0,12868.470338963252,76302.106105146842,1311.2021239830278,7264.6201319381762,10363.435780986327,10368.085586876514,20731.521367862842,34.818815042002825,True,0.021521523496514008,1,1,34c2f755dcadec13b09bc85e9547f35df0f3804f0fd13e255f28c4a84b624164,True,4.693589791343836,523.52524205632471,4.2408065645224777,True,完成 / 已认证,b4d6aae1fe8a7b02d8be3b3c15df7a22dea1296ce64b1f2e9f1300548440e795,bc32086d1b8e44343e38b0758cc6519dc7da22a815c335b84f370ebc2f715757,72039a441c119a02321ca3ede4408922b2572426b7add2a41277fcbe98664f0f,,0,0
q2_rho_tail_0.1_2025-06-02,q2,rho_tail,0.10000000000000001,2025-06-02,高紧急购电日,complete,1789277404.564189,85766.27153738281,39018.469571981237,0,8606.1821059002013,46747.801965401566,1311.6266226527159,6902.1332356748308,16501.390653945888,13476.683116854825,29978.073770800715,3.4462605829758104,True,0.029682634198479531,1,1,a8e530968eb4d8b1ac3b3715adbd704ccf0ce7b1f24036e4842caf3b8532489e,True,0.44178830857554485,139.17251319105344,1.643703265801109,True,完成 / 已认证,3e4e43b324963bc76106abf92a63cf13e50cde3e60b16235f85a2e0314f7ed9d,30e16f3120bab441dedd9829bea563095995c129922ce7ae42f655cff871acd8,2a0e444a56ec2dd42d755d255b6abd335e0ea6bb74030c10d9ed81e70c13db25,,0,0
baseline_q2_rho_tail_0.1_2025-06-02,q2,rho_tail,0.20000000000000001,2025-06-02,高紧急购电日,baseline_reused,,85389.032773782499,39174.570811258192,0,8467.0095927091479,46214.461962524299,1311.6266226527159,6870.0629846513502,16325.7574199063,13363.283423203891,29689.04084311019,7.1721613000008801,True,,1,1,,True,0,0,0,True,,,,,,0,0
q2_rho_tail_0.3_2025-06-02,q2,rho_tail,0.29999999999999999,2025-06-02,高紧急购电日,complete,1789277408.0281532,92550.307167147839,38958.780285726447,0,8685.0975615669358,53591.526881421407,1311.6266226527159,6850.0501988759834,15984.194964670198,13104.629341660471,29088.824306330669,33.313997291988926,True,0.020357310159255394,1,1,a8e530968eb4d8b1ac3b3715adbd704ccf0ce7b1f24036e4842caf3b8532489e,True,8.3866442337359608,218.08796885778793,2.5757378265589916,True,完成 / 已认证,63d25f03150b80f11c5b7ef16ebca53f6fa00365e122af017e74786089bd172e,a04c2165838100648e84ddc27917903e7648aceeee11f4b21038fdbf68f4aa1e,7fc4980f607f344fd5a8f055f2d0b7159ff93d82d5786d781638fbd5706f73fc,,0,0
q2_rho_tail_0.1_2025-09-28,q2,rho_tail,0.10000000000000001,2025-09-28,高系统压力日,complete,1789277441.364219,46466.428807234479,45614.441141734016,0,188.02892119401872,851.98766550046832,1784.5690375017778,8517.4673360580291,17824.997193812727,14105.195163566837,31930.192357379565,44.031090667005628,True,0.020742845486815865,1,1,73e6a3bb3c66a2eb5fefae1ca3577557d5cbd74a383ace069a9db0339cf00586,True,-1.9164237908274044,-35.872269525455749,-16.021473316057559,True,完成 / 已认证,622bd9f5202ef83993c0a965c44c36edfb1c03a8634debe79f986b2fe384ff49,56a6bebb6ab3760bbf36a7e1b840fea57262c4ddd1b28b38ac35a686c3cb6ded,0e8165ac3be5cb0e041488f162b6a70783bc5d1895eb0536ad55984f235d2c8e,,0.20833333333333334,0
baseline_q2_rho_tail_0.1_2025-09-28,q2,rho_tail,0.20000000000000001,2025-09-28,高系统压力日,baseline_reused,,47374.321576672919,46445.673981897729,0,223.90119071947447,928.64759477518896,1778.3627512430392,8606.038800059112,17541.840364494248,13796.12381421789,31337.964178712136,21.257832900002541,True,,1,1,,True,0,0,0,True,,,,,,0.22222222222222221,0
q2_rho_tail_0.3_2025-09-28,q2,rho_tail,0.29999999999999999,2025-09-28,高系统压力日,complete,1789277485.417249,47172.894758502458,46395.792441028141,0,172.04897130518123,777.10231747431499,1728.2505838152181,8530.3885761722522,17325.493799394313,13688.968297985119,31014.46209737943,38.299157000001287,True,0.021281585322879923,1,1,73e6a3bb3c66a2eb5fefae1ca3577557d5cbd74a383ace069a9db0339cf00586,True,-0.42518143050230711,-51.852219414293245,-23.15852776292683,True,完成 / 已认证,10654389ce0225fc6c608ac7943d46b22e25e078ed7a11e06fee1f179e143fb8,dfdcc7f88f40852b812d6efea60b521e4bb190996bef8e14222f124eebdcdcef,a852b1f815563dd21ebf68d8ef1cd5344cee6005fab97506ae4c3e0962c5ce48,,0.21527777777777779,0
q3_S_10_2025-03-12,q3,S,10,2025-03-12,常规日,limited,1789277173.498673,42632.132088775761,43983.620822878991,-1631.2717165205445,81.152720303670606,279.78298241731471,1213.1005995970274,9677.7329627926065,21528.948122224996,17801.828007320451,39330.776129545447,36.364281332993414,False,0.21915306829820028,4,3,,True,0.2035896339857792,44.460365166826421,121.17064985611154,True,限时可行 / 未认证,6bddb11c1aa8a728b1dfb825a2c145312bf7bc992e12c82f29ff5ad6ff6c7914,169ee08fd088c0cd863738fe090207c9516ff1cf8712da3344eae66990812215,97206ad28771c4df1eff5f4c0171481094c3ad415469464037d091c2636bedb4,,0.069444444444444448,0
baseline_q3_S_10_2025-03-12,q3,S,20,2025-03-12,常规日,baseline_reused,,42545.513832886019,44005.404538370101,-1611.0778999291633,36.692355136844185,151.18719444508554,1248.9056517417532,9669.3764088815515,21233.962705587466,17570.410718364004,38804.373423951474,36.909480917980545,False,,4,3,,True,0,0,0,True,,,,,,0.083333333333333329,0
q3_S_28_2025-03-12,q3,S,28,2025-03-12,常规日,limited,1789277209.877471,40282.101425234192,42255.571383445778,-1973.4699582115895,0,0,1332.187305011337,4025.1242974685697,14895.507367288939,17516.088794613876,32411.596161902817,60.160393541009398,False,4.4435137662851378,4,0,,True,-5.3199790148081325,-36.692355136844185,-100,True,限时可行 / 未认证,c9100ed8e3e76f0bcdcca6dadbf365e1db1c9db5f9223a93cc98f82a624cb19c,bcd2c237b8fa20042225de5157c088804bba7214f687bf0c43b67f8c67ad351d,cd86cda2f1218cf9d1d53578c5f2891a8f6dce364315490c5d0406bf2669d626,,0.083333333333333329,0
q3_S_10_2025-08-25,q3,S,10,2025-08-25,高预测更新日,limited,1789277270.0553641,52923.098820924897,57402.273981169907,-4479.1751602450122,0,0,1627.2142059487892,10024.883580868387,20946.237634606252,16796.11043138379,37742.348065990038,45.843415290990379,False,0.12610564093688767,4,2,,True,-1.4449912746352136,-22.655337004360263,-100,True,限时可行 / 未认证,e0ccc820571d035c8d6b903d43c60fac13453196710fbfd8f211c4548c1805fe,b42a84f239cc98592fe168fd06a12838fc665ac4dcc8b98787bbe93949744c39,6b163bbebece2b1aa6f63d5a28d1d1dd6f80a499b25f3498551d510371e87e16,,0.069444444444444448,0
baseline_q3_S_10_2025-08-25,q3,S,20,2025-08-25,高预测更新日,baseline_reused,,53699.045340659839,58660.591820442132,-5057.2954524329562,22.655337004360263,95.748972650663902,1710.6855926034459,10077.809874267907,20788.933845525811,16621.060698169058,37409.994543694869,44.327987332988414,False,,4,2,,True,0,0,0,True,,,,,,0.10416666666666667,0
q3_S_28_2025-08-25,q3,S,28,2025-08-25,高预测更新日,limited,1789277315.9173162,51435.708420605821,56921.250440898635,-5577.7866782533783,21.062828624400709,92.244657960562904,2208.0260372878106,3580.9604988853725,12754.580823445973,15960.399188128673,28714.980011574648,41.961288833001163,False,1.1116337147861661,4,3,,True,-4.2148550420136894,-1.5925083799595541,-7.0292857689693991,True,限时可行 / 未认证,4c228a977a77c94389b8780e2a439a60e09a8da8c0998aaa93c66cf991845d6b,8f1df77a1613748555700f86e81097ca58206780ae9ca66d3c59967774fde0a8,a5bb83995a0ad250bdba703cf82ac4d0857e72b3f3f423ca7bdf6e9e7970a3b0,,0.069444444444444448,0
q3_S_10_2025-07-01,q3,S,10,2025-07-01,高调整成本日,limited,1789277357.8948412,80349.070841358509,41487.89360393487,11321.235541578246,5886.3971412503661,27539.941695845395,1200,7350.6450274083481,15660.039017721752,15017.905595263512,30677.944612985266,51.730065542011289,False,0.10823365635393641,4,1,,True,4.791574342752714,1331.1232888560389,29.221586494879524,True,限时可行 / 未认证,a5103361b39bf884851894a3a185d0936bb578f52900632ec47a9d9c327ae91a,f0a39864fd4e4813c7b01c9e05c8b646948ad1af5a0922effdf7d37e6e826439,6ddfaffa58e8041c5b3e45d512d27fdf8d39635085b0d0f6c9669a07546ec0da,,0,0.097222222222222224
baseline_q3_S_10_2025-07-01,q3,S,20,2025-07-01,高调整成本日,baseline_reused,,76675.125214315834,41952.854882816144,12224.592278422484,4555.2738523943272,22497.678053077208,1200,6684.4687314379426,14686.450760168836,14828.857773019021,29515.308533187857,51.874550501015619,False,,4,1,,True,0,0,0,True,,,,,,0,0.090277777777777776
q3_S_28_2025-07-01,q3,S,28,2025-07-01,高调整成本日,limited,1789277409.638185,76364.348469234072,41903.378379338894,12439.740757161793,4319.3258539010985,22021.229332733379,1200,6645.5137010654325,14731.373075610773,14900.304375862246,29631.67745147302,54.096029916981934,False,0.087262673728736764,4,1,,True,-0.40531625375648994,-235.94799849322862,-5.1796666048784417,True,限时可行 / 未认证,cd5aa79f99922ea013387a694dbedac3efe4aabb14d020817659bd2aaaad766a,bb1457d1333c43b4162ca1566a7faf5e4d51bd0ecc6217e7c84ca866957646af,d06fcf9cee376dc10f9065221155e3219907aa647c59aec167656b940935f2df,,0,0.090277777777777776
q3_S_10_2025-07-02,q3,S,10,2025-07-02,高风险日,limited,1789277463.7484059,72891.988704110321,42966.626449393545,6033.1220471981769,4797.6058430202811,23892.240207518604,1200,7887.4570234761277,18208.353560233649,13666.076920954887,31874.430481188538,48.368479875003686,False,0.096217034266653415,4,2,,True,6.1649823245039013,827.35374912571888,20.838821554883634,True,限时可行 / 未认证,3ae40d801d61a54e237fac9d98d976514b7e099bcd714355536ffca53f82ff00,d2cb06e4e7b09c1ae954513b021cc1978b46c56a93f5eaae600f2aadfe4fcf01,f0063893ebdbdbba1d3715493443af5b52b3d6f8c586993c45b8c1acee24ae90,,0,0.1111111111111111
baseline_q3_S_10_2025-07-02,q3,S,20,2025-07-02,高风险日,baseline_reused,,68659.16341539874,44948.964535737803,4002.4429458296572,3970.2520938945622,19707.755933831286,1200,6720.0702662791764,15385.556272928232,12430.259199714757,27815.815472642989,47.816191751000588,False,,4,2,,True,0,0,0,True,,,,,,0,0.1111111111111111
q3_S_28_2025-07-02,q3,S,28,2025-07-02,高风险日,limited,1789277512.132169,68577.901373714121,45096.534518690794,4152.3301886102572,3745.6427068401526,19329.036666413067,1200,6694.4397583278405,15060.775448838544,12190.254189358318,27251.029638196862,60.250073875009548,False,0.12456860511907893,4,0,,True,-0.11835571195787854,-224.60938705440958,-5.6573079427327304,True,限时可行 / 未认证,5e2fe41396e6ac34a87350c68436999e7804dc7dcd263f6937c1c259b2cad06a,8455ca988807e76eabc051b256de1dbf4c42be0c4fa0ec5862a1094625844e32,95688b8113e63832d891cb02912a6972d20bd2d24c02c2af5f136be977ec9c9e,,0,0.1111111111111111
q3_lambda_E_0.8_2025-03-12,q3,lambda_E,0.80000000000000004,2025-03-12,常规日,complete,1789277572.3962231,38598.886906270833,40059.480690581913,-1584.1023412612444,44.268634217464935,123.50855695016783,1222.516046208061,1273.0289364561947,12034.501915022125,17675.560203188892,29710.062118211019,6.9225795420061331,True,0.024352622284853975,4,4,,True,-9.2762469437250008,7.5762790806207505,20.648113353217607,True,完成 / 已认证,37e59d4db2547aa11f77354f3ab4136bff684d5919f4f62d936e62fb3ef05645,495b37c44dacd71e97696b5a4a6a5a9d3c48d556bfbc5ec91cca710387e4f86a,035983b04b45e5338402b046e0ddb03a2086e63eea81eed44216d485f32cb1d5,,0.083333333333333329,0
baseline_q3_lambda_E_0.8_2025-03-12,q3,lambda_E,1,2025-03-12,常规日,baseline_reused,,42545.513832886019,44005.404538370101,-1611.0778999291633,36.692355136844185,151.18719444508554,1248.9056517417532,9669.3764088815515,21233.962705587466,17570.410718364004,38804.373423951474,36.909480917980545,False,,4,3,,True,0,0,0,True,,,,,,0.083333333333333329,0
q3_lambda_E_1.2_2025-03-12,q3,lambda_E,1.2,2025-03-12,常规日,limited,1789277579.437923,42927.724828422688,44364.177626031145,-1615.4767714744389,46.924424884713815,179.02397386597858,1248.9056517417514,10394.733894400406,22014.975136542656,17550.209050470738,39565.184187013394,38.720484916004352,False,0.039743577915755654,4,3,,True,0.89835792567449135,10.23206974786963,27.886107909151953,True,限时可行 / 未认证,cd0cef59c02baa385227f013c3f7fe160aed4450414644a09f7cf7e77ce83fa9,4ccbb5467094fd8f2572b5ec1fa8c1ca8029eeec096b3a25342fa6334f1171ae,3e2e92f524f74d50667a17d41eb7cb35d395f67d83c2092dbf5c294be464d0f7,,0.083333333333333329,0
q3_lambda_E_0.8_2025-08-25,q3,lambda_E,0.80000000000000004,2025-08-25,高预测更新日,complete,1789277618.1713121,49869.725346711348,54825.277690638453,-5047.7970018876777,21.062828624400709,92.244657960562904,1710.6855926034459,1881.980930472783,11981.329252945521,16863.147027594638,28844.476280540159,21.353286416997435,True,0.02641837189936656,4,4,,True,-7.1310764831213991,-1.5925083799595541,-7.0292857689693991,True,完成 / 已认证,733d508f428a4030df6d7ad71aae9c13f018eac4a09f79f42147ba4d5fd57476,a28769c40457f89c1d2c535f97988ad3c8adfc3dcacf88a2a8d8fb471fa08713,023e93869e42edadc9ea20ed27337a4f0538e673b9acee6a57ebe8173a88f99e,,0.090277777777777776,0
baseline_q3_lambda_E_0.8_2025-08-25,q3,lambda_E,1,2025-08-25,高预测更新日,baseline_reused,,53699.045340659839,58660.591820442132,-5057.2954524329562,22.655337004360263,95.748972650663902,1710.6855926034459,10077.809874267907,20788.933845525811,16621.060698169058,37409.994543694869,44.327987332988414,False,,4,2,,True,0,0,0,True,,,,,,0.10416666666666667,0
q3_lambda_E_1.2_2025-08-25,q3,lambda_E,1.2,2025-08-25,高预测更新日,limited,1789277639.536185,53855.045186739037,58802.229588123024,-5039.4290593445448,21.062828624400709,92.244657960562904,1710.8481525406874,10382.51892669693,21119.009985466386,16614.184224334811,37733.194209801193,29.220580499997595,False,0.05376192045321497,4,3,,True,0.29050767120635873,-1.5925083799595541,-7.0292857689693991,True,限时可行 / 未认证,4570dec4a73c1fe81b55809dd8cb278d91ed5dffe5cd3c976450004cf47831bd,5766e58626f78ec24f6a95db927f752b0e98a62aadcf37a9e48b8d5134a3bc42,059cdd7becdcf2f92c6e559cff3f16344729dfa8405acb60f18428c226e64407,,0.097222222222222224,0
q3_lambda_E_0.8_2025-07-01,q3,lambda_E,0.80000000000000004,2025-07-01,高调整成本日,limited,1789277668.7701828,75214.409941420105,39045.251092453596,12224.046184125305,5008.4399282733393,23945.112664841196,1200,1200,9298.7565148893573,15400.84729263679,24699.603807526146,52.747886458993889,False,0.055202398986987741,4,1,,True,-1.9050706064226983,453.16607587901217,9.9481631744449484,True,限时可行 / 未认证,43af63f761dc791b0a68392645f62c0c15f23ef0c167ca7dc4e6c6a2ac1691ae,cb3a4da828b4c7fb688197585f75ccb416c11da04786941209307190d3f7aeb6,80b805c3824049c4ee9a5f85ccf2c7eb898e6fc2daa801704b82031310ff9029,,0,0.125
baseline_q3_lambda_E_0.8_2025-07-01,q3,lambda_E,1,2025-07-01,高调整成本日,baseline_reused,,76675.125214315834,41952.854882816144,12224.592278422484,4555.2738523943272,22497.678053077208,1200,6684.4687314379426,14686.450760168836,14828.857773019021,29515.308533187857,51.874550501015619,False,,4,1,,True,0,0,0,True,,,,,,0,0.090277777777777776
q3_lambda_E_1.2_2025-07-01,q3,lambda_E,1.2,2025-07-01,高调整成本日,limited,1789277721.5302479,76954.605977273575,42212.550947719486,12224.917060177653,4385.3362484281406,22517.137969376432,1200,7289.0367962438431,15315.249006103915,14794.073093901119,30109.322100005033,52.882236583012855,False,0.073073023646022764,4,1,,True,0.36449991072927468,-169.93760396618654,-3.7305683362343744,True,限时可行 / 未认证,7e90f0e27944e1539c172c47a29c23263021ee1cc0d860f3ff92ba8170654cd1,a58f0fa618720d3286a07387110e383bdeda888e36ffad39de1a245adb0257ee,e240f6e6ebc657233a828bd2205d51ece1df629fa1bee3a8920826c0260221db,,0,0.083333333333333329
