date,K,M,S,initial_soc,final_soc,cost,emergency_kwh,computational_limited
2025-04-05,2,27,27,3968.4437878388317,8087.8459220868162,16376.303414078444,0,True
2025-04-06,2,27,27,8087.8459220868162,8281.5942968916333,37446.860392422859,11.326636657274548,True
2025-04-07,2,27,27,8281.5942968916333,8263.3142316642607,37277.676544309303,0,True
2025-04-08,2,27,27,8263.3142316642607,7918.553131565046,38103.937888809509,158.86317719371451,True
2025-04-09,2,27,27,7918.553131565046,7906.0780589862534,43726.67363961802,952.2366486488005,True
2025-04-10,2,27,27,7906.0780589862534,3178.9874511966113,35414.726842324599,163.76001054007079,True
2025-04-11,2,27,27,3178.9874511966113,3268.7640584085284,13778.091275547285,9.7512250169494905,False
2025-04-12,2,27,27,3268.7640584085284,8264.0984452273806,16065.561535808927,0,True
2025-04-13,2,27,27,8264.0984452273806,8180.4340065360211,36233.221498743078,11.115246382109831,True
2025-04-14,2,27,27,8180.4340065360211,8125.3211092683941,36137.683275867341,13.274225310138377,True
2025-04-15,2,27,27,8125.3211092683941,8313.3194090081579,36161.289905233869,5.8062100482210326,True
2025-04-16,2,27,27,8313.3194090081579,8177.7833264623368,35972.181210361865,13.988373647787512,True
2025-04-17,2,27,27,8177.7833264623368,3026.4163642891554,33202.411855555954,0,True
2025-04-18,2,27,27,3026.4163642891554,3284.941035972372,13275.848245605805,28.061281101934696,False
2025-04-19,2,27,27,3284.941035972372,8572.9816437635363,15688.446456777037,31.303526829435519,True
2025-04-20,2,27,27,8572.9816437635363,8368.353380745868,35223.711944447277,45.994158415528346,False
2025-04-21,2,27,27,8368.353380745868,7977.9979718788636,35255.412734912097,8.3476310222125587,False
2025-04-22,2,27,27,7977.9979718788636,8118.9817112651717,35151.593723904414,3.5910257973431641,False
2025-04-23,2,27,27,8118.9817112651717,8387.9580024414117,35251.854909920039,21.323765114285067,False
2025-04-24,2,27,27,8387.9580024414117,2332.8247972835115,31856.867479416898,0,False
2025-04-25,2,27,27,2332.8247972835115,2396.549024610496,12448.152849226479,0,False
2025-04-26,2,27,27,2396.549024610496,7595.0837168502076,15266.743417936914,32.714321022480476,False
2025-04-27,2,27,27,7595.0837168502076,7943.9327014440014,36525.129513811116,553.15997255721163,False
2025-04-28,2,27,27,7943.9327014440014,8100.9981057050336,58525.833973617344,3983.240886746948,False
2025-04-29,2,27,27,8100.9981057050336,8052.0401553850261,35384.65782556872,295.9750038810991,False
2025-04-30,2,27,27,8052.0401553850261,7988.3828659077244,33484.187873025439,0,False
2025-05-01,2,27,27,7988.3828659077244,1407.7316791889721,42656.077467288182,2206.9350301729746,False
2025-05-02,2,27,27,1407.7316791889721,1697.3839861172053,31330.909267067062,3326.4407652160908,False
2025-05-03,2,27,27,1697.3839861172053,7691.3199242286573,24929.194053335774,1685.8056009759198,False
2025-05-04,2,27,27,7691.3199242286573,7537.1876444805066,43020.348387622624,1475.2509891969198,True
2025-05-05,2,27,27,7537.1876444805066,7610.046343381332,41390.854950121997,1126.5307764520571,False
2025-05-06,2,27,27,7610.046343381332,7476.4033815542653,38106.489541092938,436.67541573482856,False
2025-05-07,2,27,27,7476.4033815542653,8016.3344382157829,38565.840277759766,377.03965929245322,False
2025-05-08,2,27,27,8016.3344382157829,3510.4747087151304,36982.696667410753,257.91950007838693,False
2025-05-09,2,27,27,3510.4747087151304,3947.9732046154322,15680.918634802412,0,False
2025-05-10,2,27,27,3947.9732046154322,9153.5866903000424,18410.422422573567,0,False
2025-05-11,2,27,27,9153.5866903000424,9197.0509919593642,38091.473559005703,61.102512392181239,False
2025-05-12,2,27,27,9197.0509919593642,9761.3461066451382,38401.390672544716,18.039378226257554,False
2025-05-13,2,27,27,9761.3461066451382,9486.9208459322581,37961.42556743601,17.101090615848193,False
2025-05-14,2,27,27,9486.9208459322581,9644.6348970071904,38218.291885597726,29.844866665365998,False
2025-05-15,2,27,27,9644.6348970071904,4282.6063671327329,35330.678636560871,29.515665307866819,False
2025-05-16,2,27,27,4282.6063671327329,3418.0392553953475,14808.163430549801,32.709182262114325,False
2025-05-17,2,27,27,3418.0392553953475,8773.7866611734262,17939.319658974233,23.911051306488844,False
2025-05-18,2,27,27,8773.7866611734262,9529.7302936813467,37030.081691044572,13.974147567111004,False
2025-05-19,2,27,27,9529.7302936813467,9184.2465343731837,36468.4561296924,26.703958020562254,False
2025-05-20,2,27,27,9184.2465343731837,8960.2701794697114,36153.969381893265,0.97555854743344028,False
2025-05-21,2,27,27,8960.2701794697114,8875.414233010184,36572.885057129017,76.611953841178973,False
2025-05-22,2,27,27,8875.414233010184,3851.3719523126388,33389.402852885913,12.123030941542137,False
2025-05-23,2,27,27,3851.3719523126388,3715.7738909278291,14605.759461534499,1.869082751154167,False
2025-05-24,2,27,27,3715.7738909278291,9498.6888370194356,17754.661471756343,0,False
2025-05-25,2,27,27,9498.6888370194356,9242.1558444525399,35567.854531828751,15.00873475643391,False
2025-05-26,2,27,27,9242.1558444525399,8181.8996561543827,40212.462508711404,714.10850889318431,False
2025-05-27,2,27,27,8181.8996561543827,9204.1788681135095,36336.755382973715,0,False
2025-05-28,2,27,27,9204.1788681135095,9382.2248550077275,35685.614089031194,35.866644779702085,False
2025-05-29,2,27,27,9382.2248550077275,2669.7666519288978,33372.540616027967,58.618526939114702,False
2025-05-30,2,27,27,2669.7666519288978,2903.7577723286577,15020.44024150577,146.30201427449703,False
2025-05-31,2,27,27,2903.7577723286577,8714.0648594529302,17790.381343045989,262.56092613298006,False
2025-06-01,2,27,27,8714.0648594529302,6852.3627884576872,118557.17599630811,14291.268133785607,False
2025-06-02,2,27,27,6852.3627884576872,6773.8680566670755,92389.143094879924,9759.8167835849345,False
2025-06-03,2,27,27,6773.8680566670755,7277.1076438375703,73877.794713079231,5604.9593627702261,False
2025-06-04,2,27,27,7277.1076438375703,7418.8998927436587,63021.536876945669,3712.4721955020004,False
2025-06-05,2,27,27,7418.8998927436587,2057.4640949351824,57100.297026165994,2697.9879316170018,False
2025-06-06,2,27,27,2057.4640949351824,2347.8903064615442,42690.346986600882,5313.5937178232125,False
2025-06-07,2,27,27,2347.8903064615442,7631.823407132526,34777.576427377091,2640.5691881484913,False
2025-06-08,2,27,27,7631.823407132526,9411.4840555604405,53602.078497505943,57.951760669286486,False
2025-06-09,2,27,27,9411.4840555604405,9555.3888515448871,53349.621242941823,44.943966512912681,False
2025-06-10,2,27,27,9555.3888515448871,9635.6151247541657,53971.549147464269,14.865767070228015,False
2025-06-11,2,27,27,9635.6151247541657,9712.1836365248892,55528.937750132005,363.45617329565442,False
2025-06-12,2,27,27,9712.1836365248892,6811.8064174018073,53034.358333168697,0,False
2025-06-13,2,27,27,6811.8064174018073,6333.815107120342,24118.838404914131,10.440352461690283,False
2025-06-14,2,27,27,6333.815107120342,9765.3005930096624,25696.306166807706,0,False
2025-06-15,2,27,27,9765.3005930096624,9593.3855246983403,53041.272715634652,0,False
2025-06-16,2,27,27,9593.3855246983403,9859.2406124512818,54968.8486465432,48.971871311627609,False
2025-06-17,2,27,27,9859.2406124512818,9607.5273712284361,55377.434728002998,164.17656287257626,False
2025-06-18,2,27,27,9607.5273712284361,9784.1883892378519,55256.626115021223,0,False
2025-06-19,2,27,27,9784.1883892378519,7038.7335314279417,53347.399022014659,4.7064455291058493,False
2025-06-20,2,27,27,7038.7335314279417,6875.5991267439804,22956.295630712582,2.6392797188698296,False
2025-06-21,2,27,27,6875.5991267439804,10103.127230110176,24317.72300633847,0,False
2025-06-22,2,27,27,10103.127230110176,9285.1416792799373,52363.454882610538,39.338611783223854,False
2025-06-23,2,27,27,9285.1416792799373,9494.9057017878986,52253.605752173906,42.276722317398701,False
2025-06-24,2,27,27,9494.9057017878986,9442.7667832535844,56355.107533316579,1027.2069712397895,False
2025-06-25,2,27,27,9442.7667832535844,9778.625462593558,52794.969338477269,91.612110074886118,False
2025-06-26,2,27,27,9778.625462593558,5292.432304636478,50391.811158312361,0,False
2025-06-27,2,27,27,5292.432304636478,5932.9163599517415,21811.336005051249,0,False
2025-06-28,2,27,27,5932.9163599517415,9969.426376451338,23016.047039837922,34.207381375034394,False
2025-06-29,2,27,27,9969.426376451338,9686.9302911621253,51620.140209170138,100.77281782204639,False
2025-06-30,2,27,27,9686.9302911621253,9377.647644614839,52827.67334408145,189.8684997800583,False
2025-07-01,2,27,27,9377.647644614839,7195.0973876003191,66884.084552471235,3693.4024904025273,False
2025-07-02,2,27,27,7195.0973876003191,7228.9316415815729,65960.260176596537,2720.2778626485842,False
2025-07-03,2,27,27,7228.9316415815729,1345.0222640159727,60040.232325432822,1652.2673106439283,False
2025-07-04,2,27,27,1345.0222640159727,1364.2491902866482,44947.710977004463,5881.0576069631379,False
2025-07-05,2,27,27,1364.2491902866482,7209.2750895368563,45122.782743216332,4575.6544910818202,False
2025-07-06,2,27,27,7209.2750895368563,7149.8587034411985,81856.410619251968,5807.7577454587645,False
2025-07-07,2,27,27,7149.8587034411985,8823.7552949118526,52584.011843119573,84.65284923260387,False
2025-07-08,2,27,27,8823.7552949118526,10014.641966615178,55965.047518299354,173.74408539448382,False
2025-07-09,2,27,27,10014.641966615178,10800,55984.940952526529,47.878655181772956,False
2025-07-10,2,27,27,10800,5647.1617338071474,52265.810291663016,9.5364621337915612,False
2025-07-11,2,27,27,5647.1617338071474,5082.943100811779,28039.703958294849,60.863691252977446,False
2025-07-12,2,27,27,5082.943100811779,9315.6485880434448,29446.370595259566,24.726887591072526,False
2025-07-13,2,27,27,9315.6485880434448,10378.084136452551,53025.256807951737,15.115303125130652,False
2025-07-14,2,27,27,10378.084136452551,9954.0172409305978,51656.129859335524,0,False
2025-07-15,2,27,27,9954.0172409305978,10516.157652360142,53276.634373674402,0,False
2025-07-16,2,27,27,10516.157652360142,10405.084726637991,53418.243514985639,73.331557135097427,False
2025-07-17,2,27,27,10405.084726637991,5334.1988316772195,51249.203610136086,27.850634880144469,False
2025-07-18,2,27,27,5334.1988316772195,4417.7627554479013,26391.491109292496,0.95843101492437199,False
2025-07-19,2,27,27,4417.7627554479013,9345.5452122459064,28793.081352251589,0,False
2025-07-20,2,27,27,9345.5452122459064,10305.660538432616,52607.235667798384,16.337896041693966,False
2025-07-21,2,27,27,10305.660538432616,10280.12988810864,52917.372402481604,0,False
2025-07-22,2,27,27,10280.12988810864,10118.163631919953,53617.108810673119,230.04060095641944,False
2025-07-23,2,27,27,10118.163631919953,10215.873308392423,52763.574757832161,18.178751178227913,False
2025-07-24,2,27,27,10215.873308392423,5490.5253895997002,51329.650990375776,28.576616649178735,False
2025-07-25,2,27,27,5490.5253895997002,4388.2528687373406,25746.712782889364,9.2927387348859156,False
2025-07-26,2,27,27,4388.2528687373406,9590.9318713015546,28979.797602459832,0,False
2025-07-27,2,27,27,9590.9318713015546,10606.95150388159,54010.160445906571,210.53839056687642,False
2025-07-28,2,27,27,10606.95150388159,8199.5955585162992,61023.043510124735,1426.1152534845812,False
2025-07-29,2,27,27,8199.5955585162992,8888.3845312178528,53578.706628478074,39.176309812729997,False
2025-07-30,2,27,27,8888.3845312178528,10065.678431675931,54216.790616286438,0,False
2025-07-31,2,27,27,10065.678431675931,4033.2589922238049,50060.990089242587,29.331848077577675,False
2025-08-01,2,27,27,4033.2589922238049,3170.0480244106807,24189.068737855167,123.33343195056254,False
2025-08-02,2,27,27,3170.0480244106807,8386.2412068517988,26687.890375819432,21.350806717241777,False
2025-08-03,2,27,27,8386.2412068517988,7759.5787982908005,48849.358540529407,19.049058112432704,False
2025-08-04,2,27,27,7759.5787982908005,8454.8372247612806,48523.14867448443,0,False
2025-08-05,2,27,27,8454.8372247612806,8459.3734988003143,47284.56713213271,0,False
2025-08-06,2,27,27,8459.3734988003143,7632.1043881996256,50114.433060124291,794.24746973665253,False
2025-08-07,2,27,27,7632.1043881996256,2749.6171515210581,43385.111066299345,36.924222416345174,False
2025-08-08,2,27,27,2749.6171515210581,2358.8856313951997,22897.422685612426,43.409518992218977,False
2025-08-09,2,27,27,2358.8856313951997,7797.4302158660894,25419.4820537575,27.121304950965669,False
2025-08-10,2,27,27,7797.4302158660894,7875.6585563876397,44747.824077255667,63.943195316782727,False
2025-08-11,2,27,27,7875.6585563876397,8116.5773709520481,44910.223299474921,57.18472703628052,False
2025-08-12,2,27,27,8116.5773709520481,7998.5648569335353,55592.047055342897,1623.9447703915234,False
2025-08-13,2,27,27,7998.5648569335353,7858.466288167233,45293.54644578055,108.55333930565151,False
2025-08-14,2,27,27,7858.466288167233,2309.1766228076108,43506.3132466385,269.60213224141819,False
2025-08-15,2,27,27,2309.1766228076108,2142.8613259886479,24288.751516089498,450.43100791903174,False
2025-08-16,2,27,27,2142.8613259886479,7985.072714766442,26241.373562042543,190.0931462976954,False
2025-08-17,2,27,27,7985.072714766442,7826.2060974318501,44542.065980232866,60.665799388740879,False
2025-08-18,2,27,27,7826.2060974318501,8069.4106792770826,45157.689577444646,105.158055506491,False
2025-08-19,2,27,27,8069.4106792770826,8216.6452521924493,45283.501116707397,114.53140310353544,False
2025-08-20,2,27,27,8216.6452521924493,7629.6261289365812,74861.808452045545,4713.6259797155335,False
2025-08-21,2,27,27,7629.6261289365812,2858.6472530607002,42831.80739167225,72.159322998147559,False
2025-08-22,2,27,27,2858.6472530607002,2429.2513992444706,27406.302776048658,824.31729027886058,False
2025-08-23,2,27,27,2429.2513992444706,7642.3246403796647,25724.295032371469,7.9714022130303874,False
2025-08-24,2,27,27,7642.3246403796647,7839.794256870623,45486.65946149615,0,False
2025-08-25,2,27,27,7839.794256870623,7743.5321781174489,64115.413693773917,2725.4302726962978,False
2025-08-26,2,27,27,7743.5321781174489,8381.124963086455,46748.067969903663,39.969171356954234,False
2025-08-27,2,27,27,8381.124963086455,7889.8747271775774,46277.244626593521,11.887229833915086,False
2025-08-28,2,27,27,7889.8747271775774,2999.6794627922727,60399.056086730612,2546.8838575308032,False
2025-08-29,2,27,27,2999.6794627922727,3379.2211076696208,24559.415720549045,83.062199909619494,False
2025-08-30,2,27,27,3379.2211076696208,7819.9282299184688,26115.95977744499,25.578818755793577,False
2025-08-31,2,27,27,7819.9282299184688,8458.7507473612804,46794.275521261676,5.3354620868600477,False
2025-09-01,2,27,27,8458.7507473612804,10732.266330322358,46760.729506427218,0,False
2025-09-02,2,27,27,10732.266330322358,10382.899720561058,43753.128237870129,0,False
2025-09-03,2,27,27,10382.899720561058,10198.848607200269,42344.29187076637,0,False
2025-09-04,2,27,27,10198.848607200269,5381.9203736157788,38992.702765277172,5.6311752726455779,False
2025-09-05,2,27,27,5381.9203736157788,5824.8171983514176,21738.860631368825,0,False
2025-09-06,2,27,27,5824.8171983514176,10601.6428213581,23565.7476509552,0,False
2025-09-07,2,27,27,10601.6428213581,9794.6245834515757,40451.000757832706,0,False
2025-09-08,2,27,27,9794.6245834515757,7542.5102278395343,50518.948198617501,2325.2143465469367,False
2025-09-09,2,27,27,7542.5102278395343,8014.3117474105611,38952.774867879918,52.651992354625712,False
2025-09-10,2,27,27,8014.3117474105611,7788.7412158035077,58579.843225283039,2971.7684585522634,False
2025-09-11,2,27,27,7788.7412158035077,3866.5101782394509,37418.389864655561,0,False
2025-09-12,2,27,27,3866.5101782394509,3203.1446621392433,17829.755158546512,234.99176262730953,False
2025-09-13,2,27,27,3203.1446621392433,7628.3296227073388,19766.643354277119,113.39277933780559,False
2025-09-14,2,27,27,7628.3296227073388,7480.9352113897503,43006.86857566738,476.90266391870716,False
2025-09-15,2,27,27,7480.9352113897503,8157.9658119324622,40246.393552371475,34.304418133907006,False
2025-09-16,2,27,27,8157.9658119324622,7723.8664522376203,40439.268360157017,9.2376500394793766,False
2025-09-17,2,27,27,7723.8664522376203,7878.4024551910825,40937.563429813883,11.961811023958489,False
2025-09-18,2,27,27,7878.4024551910825,3700.1432776937095,38540.420642347592,116.19523851666695,False
2025-09-19,2,27,27,3700.1432776937095,4018.4970829374579,18041.583288111189,3.6273212100928731,False
2025-09-20,2,27,27,4018.4970829374579,7876.1219196008433,20679.409490566806,295.92453897144992,False
2025-09-21,2,27,27,7876.1219196008433,7894.2408363370732,42085.063013738662,54.645030914810285,False
2025-09-22,2,27,27,7894.2408363370732,7709.5143494020531,41873.103827292725,20.062221414985515,False
2025-09-23,2,27,27,7709.5143494020531,8010.696600885467,43851.31581169401,277.06000556580233,False
2025-09-24,2,27,27,8010.696600885467,8385.1571907482739,42269.783152583928,37.028569680027658,False
2025-09-25,2,27,27,8385.1571907482739,3940.1634428632246,40677.641908826088,54.313081753719075,False
2025-09-26,2,27,27,3940.1634428632246,4510.7154602764049,18639.3834756293,27.791588125812382,False
2025-09-27,2,27,27,4510.7154602764049,7598.678944008816,21974.663959654165,399.48515722522097,False
2025-09-28,2,27,27,7598.678944008816,8239.5537580624004,44207.106506169475,113.28692084446345,False
2025-09-29,2,27,27,8239.5537580624004,8012.538332968863,44080.155100701559,66.78048737141637,False
2025-09-30,2,27,27,8012.538332968863,8034.6794759884588,44555.453082869972,77.220656093974526,False
2025-10-01,2,27,27,8034.6794759884588,9865.0772606275059,44443.856824725677,0,False
2025-10-02,2,27,27,9865.0772606275059,6428.4464540190966,40777.66701215053,24.826567591823732,False
2025-10-03,2,27,27,6428.4464540190966,6412.2498407523253,17191.497402638299,0,False
2025-10-04,2,27,27,6412.2498407523253,9945.475273637996,19296.904137015677,15.238495807489983,False
2025-10-05,2,27,27,9945.475273637996,9553.838769352149,40819.515812433659,15.969628917327896,False
2025-10-06,2,27,27,9553.838769352149,9226.2654511693654,40613.779443864674,0,False
2025-10-07,2,27,27,9226.2654511693654,9477.9960977387254,40502.435044309175,0,False
2025-10-08,2,27,27,9477.9960977387254,8246.0064892509326,38775.141347398028,56.10545049622209,False
2025-10-09,2,27,27,8246.0064892509326,4393.2817446148874,37622.188944029076,82.229075958459475,False
2025-10-10,2,27,27,4393.2817446148874,4758.8694947133345,16245.040616616023,8.0072201313890332,False
2025-10-11,2,27,27,4758.8694947133345,8120.2343380412512,17749.925633949926,0.93504075141675003,False
2025-10-12,2,27,27,8120.2343380412512,7946.045458523522,39331.544329539698,128.13726987530069,False
2025-10-13,2,27,27,7946.045458523522,7964.5947714318208,38936.016997731014,2.0114494825721074,False
2025-10-14,2,27,27,7964.5947714318208,7855.9051444653414,49647.717490773721,1749.068894423538,False
2025-10-15,2,27,27,7855.9051444653414,8087.0730858890665,56885.150805569923,2763.1971627208941,False
2025-10-16,2,27,27,8087.0730858890665,4953.9674109672642,57961.59467254435,3373.1684656127081,False
2025-10-17,2,27,27,4953.9674109672642,5290.7146053344813,16800.769305633319,18.222639300527021,False
2025-10-18,2,27,27,5290.7146053344813,8446.3026242457508,18123.15548804219,39.535733564511816,False
2025-10-19,2,27,27,8446.3026242457508,8203.374549014552,55568.582784275422,2438.720946043386,False
2025-10-20,2,27,27,8203.374549014552,7758.5898347990005,51165.458820745436,1734.9395131445344,False
2025-10-21,2,27,27,7758.5898347990005,7925.308463624322,59060.091049698196,2692.7383030592182,False
2025-10-22,2,27,27,7925.308463624322,8033.7936117972968,47993.349925542658,1144.4913738410255,False
2025-10-23,2,27,27,8033.7936117972968,5742.724815320852,43101.759171723788,66.704289823421618,False
2025-10-24,2,27,27,5742.724815320852,5605.7446905104161,17444.73149994931,26.943988272419006,False
2025-10-25,2,27,27,5605.7446905104161,8086.4303908741313,18609.382833057622,39.4139620249411,False
2025-10-26,2,27,27,8086.4303908741313,8409.1300281228632,44892.19975506996,9.4393365080748026,False
2025-10-27,2,27,27,8409.1300281228632,8005.9306711847885,45883.374479306091,202.38974229432731,False
2025-10-28,2,27,27,8005.9306711847885,8337.5732037485195,45079.793310361281,28.007886717706924,False
2025-10-29,2,27,27,8337.5732037485195,8017.0407970093647,55901.25000229806,1688.8954848175897,False
2025-10-30,2,27,27,8017.0407970093647,6220.5774528440224,44196.169427331333,50.60197626687134,False
2025-10-31,2,27,27,6220.5774528440224,6336.507249674386,17989.853625516567,0.23320478838371628,False
2025-11-01,2,27,27,6336.507249674386,8648.3861342382152,18879.453570868067,50.742054266484331,False
2025-11-02,2,27,27,8648.3861342382152,8043.8824246086706,46878.608417685624,188.94552462999854,False
2025-11-03,2,27,27,8043.8824246086706,8200.3911859581222,46927.472640826272,30.234097510788729,False
2025-11-04,2,27,27,8200.3911859581222,8015.702520563088,47438.374515609496,33.392232549536423,False
2025-11-05,2,27,27,8015.702520563088,8441.1336282067514,47641.710273643235,7.3760356281900386,False
2025-11-06,2,27,27,8441.1336282067514,6136.6445710876797,47371.051564159665,189.59614196841258,False
2025-11-07,2,27,27,6136.6445710876797,6757.6001283374444,19488.928080357371,179.53588088081116,False
2025-11-08,2,27,27,6757.6001283374444,8467.1826355173016,18862.877270232715,5.8836598182960529,False
2025-11-09,2,27,27,8467.1826355173016,8100.4087934370173,47998.421126225861,0.39263420593596265,False
2025-11-10,2,27,27,8100.4087934370173,8047.3941159952756,54293.759803302535,891.52578203088274,False
2025-11-11,2,27,27,8047.3941159952756,8204.2748594113054,49177.251065951328,0,False
2025-11-12,2,27,27,8204.2748594113054,8200.9942929665976,49493.63442620058,15.858837770963419,False
2025-11-13,2,27,27,8200.9942929665976,7411.2876806892264,49220.192490783309,32.042304403441335,False
2025-11-14,2,27,27,7411.2876806892264,7791.6598466730902,19120.08607481921,12.97319851882969,False
2025-11-15,2,27,27,7791.6598466730902,8301.7743162945371,18960.93826019482,5.6918259222720735,False
2025-11-16,2,27,27,8301.7743162945371,7929.0372785097234,50320.137224492813,63.205258179701445,False
2025-11-17,2,27,27,7929.0372785097234,8347.7319962750371,50394.71287481024,65.292358576927541,False
