origin,horizon,M,S,mean_net_kwh,mean_timewise_variance_kwh2,full_Q80_mean_kwh,reduced_Q80_mean_kwh,full_Q90_mean_kwh,reduced_Q90_mean_kwh,positive_Q90_tail_underestimate_kwh,expected_objective_yuan_all_horizons
2025-02-07,1,21,21,227.78739470427769,1594.8147119791372,256.58734590292664,256.58734590292664,270.10524858590111,270.10524858590111,0,95126.770948715042
2025-02-07,2,21,21,537.73255696436877,1504.7937392997935,566.57463383166282,566.57463383166282,579.70398698439158,579.70398698439158,0,95126.770948715042
2025-02-08,0,22,22,224.34214593366266,1626.9900365425628,254.4328069811871,254.4328069811871,267.84339610415549,267.84339610415549,0,126169.30304713723
2025-02-08,1,22,22,535.06611498469647,1584.2586281450872,565.7339240944649,565.7339240944649,578.39691200648804,578.39691200648804,0,126169.30304713723
2025-02-08,2,22,22,537.00248842422297,1589.9026183122646,567.43847244004428,567.43847244004428,580.56619010111842,580.56619010111842,0,126169.30304713723
2025-02-09,0,24,24,534.71693309422449,1699.0463310013097,567.38792287798242,567.38792287798242,580.23061000573341,580.23061000573341,0,105235.05040719833
2025-02-09,1,24,24,535.94606987640759,1667.378001382782,569.03242341574958,569.03242341574958,581.54728259633805,581.54728259633805,0,105235.05040719833
2025-02-10,0,25,25,540.47971402773612,1698.1015631538776,569.86442599476732,569.86442599476732,586.46721083959096,586.46721083959096,0,105644.39925697149
2025-02-10,1,25,25,536.27873778727258,1689.7591532533688,565.10051169923759,565.10051169923759,582.07420527067802,582.07420527067802,0,105644.39925697149
2025-02-11,0,26,26,532.81175448907663,1717.4560770480341,562.66314923409186,562.66314923409186,579.06818448836964,579.06818448836964,0,104269.86554488447
2025-02-11,1,26,26,529.07294855500663,1729.4548014615141,559.33258683758925,559.33258683758925,576.22449617910888,576.22449617910888,0,104269.86554488447
2025-02-12,0,27,27,527.96443890432545,1771.9304911270171,559.3110762951369,559.3110762951369,575.39456112442303,575.39456112442303,0,103086.56637237997
2025-02-12,1,27,27,521.32446305653957,1708.8386553079374,552.51679145967421,552.51679145967421,569.12787283157149,569.12787283157149,0,103086.56637237997
2025-02-13,0,27,27,522.004115264245,1750.3438834522556,552.88181993644605,552.88181993644605,568.83140072568085,568.83140072568085,0,69734.900351336808
2025-02-13,1,27,27,202.44474381380371,1699.1438449657458,233.2307353647098,233.2307353647098,249.89118841106858,249.89118841106858,0,69734.900351336808
2025-02-14,0,26,26,198.1121117741103,1753.6792863710664,228.85601184035704,228.85601184035704,243.98907945114146,243.98907945114146,0,86502.150476364404
2025-02-14,1,26,26,191.56748770284398,1727.1892335622351,222.22791717681446,222.22791717681446,238.60978979943189,238.60978979943189,0,86502.150476364404
2025-02-14,2,26,26,499.35992922511002,1734.1520962856093,529.88029091862518,529.88029091862518,547.6095676584099,547.6095676584099,0,86502.150476364404
2025-02-15,0,26,26,192.74712273567852,1758.170103721437,223.33069454342873,223.33069454342873,238.90740709583062,238.90740709583062,0,116810.64693714425
2025-02-15,1,26,26,501.72463574465837,1819.7557630294345,532.85314226660273,532.85314226660273,549.7679555471243,549.7679555471243,0,116810.64693714425
2025-02-15,2,26,26,494.29119878287929,1746.0613363806945,524.78197748335413,524.78197748335413,542.17015677667189,542.17015677667189,0,116810.64693714425
2025-02-16,0,27,27,501.01422063164591,1854.0197663790157,533.03588397745489,533.03588397745489,549.3474363497287,549.3474363497287,0,97497.557095047348
2025-02-16,1,27,27,498.12403156218858,1840.8800257211365,530.38107729549506,530.38107729549506,546.67995773764778,546.67995773764778,0,97497.557095047348
2025-02-17,0,27,27,501.04438433569209,1847.7378934142278,532.72764604174642,532.72764604174642,549.63648139992574,549.63648139992574,0,98123.790592562262
2025-02-17,1,27,27,498.93806949221522,1879.1180055038885,531.22298908600487,531.22298908600487,547.74049946781111,547.74049946781111,0,98123.790592562262
2025-02-18,0,26,26,495.40787614281322,1873.6505373271004,526.66534537444636,526.66534537444636,543.65119314710216,543.65119314710216,0,146274.30270140161
2025-02-18,1,26,26,495.76768266220392,1802.1026873521844,526.60865927046643,526.60865927046643,543.23989308025557,543.23989308025557,0,146274.30270140161
2025-02-18,2,26,26,489.47031083767695,1730.4497347943811,519.47120382344963,519.47120382344963,538.3083856023303,538.3083856023303,0,146274.30270140161
2025-02-19,0,27,27,500.9573781923026,1758.7412556260597,531.06672728886826,531.06672728886826,547.00071172180708,547.00071172180708,0,96836.11223385777
2025-02-19,1,27,27,492.54568057058754,1730.1063344595686,524.46359660584028,524.46359660584028,541.93790313539489,541.93790313539489,0,96836.11223385777
2025-02-20,0,27,27,493.28211578913812,1741.9865202992996,524.63063911538575,524.63063911538575,540.06297760623363,540.06297760623363,0,65369.081226637252
2025-02-20,1,27,27,180.40554974554803,1773.3575361208973,212.59547165969374,212.59547165969374,228.84753668564528,228.84753668564528,0,65369.081226637252
2025-02-21,0,26,26,178.67146664911695,1775.9705743953698,209.72432286256949,209.72432286256949,225.06210258640431,225.06210258640431,0,83012.575728814234
2025-02-21,1,26,26,174.49170790187216,1785.703701411459,205.85214015243062,205.85214015243062,222.21013005582094,222.21013005582094,0,83012.575728814234
2025-02-21,2,26,26,482.48641297071237,1623.6395088888125,511.97512413967667,511.97512413967667,529.91669107158828,529.91669107158828,0,83012.575728814234
2025-02-22,0,26,26,173.57880255761165,1783.6386127861754,204.76429965359438,204.76429965359438,220.06047831029207,220.06047831029207,0,111937.35506870288
2025-02-22,1,26,26,483.95529975566205,1758.4124170482423,515.31311424473142,515.31311424473142,531.40504162969512,531.40504162969512,0,111937.35506870288
2025-02-22,2,26,26,476.38715084740187,1596.113680901929,506.48066030192018,506.48066030192018,524.24786315878885,524.24786315878885,0,111937.35506870288
2025-02-23,0,27,27,485.04438906105355,1679.4397064118705,516.60198979113659,516.60198979113659,531.87214479886973,531.87214479886973,0,94272.741487000778
2025-02-23,1,27,27,481.80380607235082,1718.3870413572581,513.22955450602501,513.22955450602501,529.72942173931926,529.72942173931926,0,94272.741487000778
2025-02-24,0,27,27,483.86498417890419,1654.2949023684462,514.81549425813898,514.81549425813898,529.84550503871492,529.84550503871492,0,94007.833070729583
2025-02-24,1,27,27,481.96312027604574,1717.5531477503739,513.73598066384204,513.73598066384204,530.01593525376768,530.01593525376768,0,94007.833070729583
2025-02-25,0,27,27,480.82861431095887,1661.1392368954346,511.26864870064713,511.26864870064713,527.8299712266014,527.8299712266014,0,93374.370737658464
2025-02-25,1,27,27,479.78815727048823,1700.4095382297915,511.69622096481521,511.69622096481521,528.46665613730374,528.46665613730374,0,93374.370737658464
2025-02-26,0,27,27,477.82447576500334,1660.2068049736981,508.39620740737803,508.39620740737803,524.95629607089859,524.95629607089859,0,92415.888306620327
2025-02-26,1,27,27,470.09866929854957,1700.3165120360695,502.03224332011592,502.03224332011592,518.8034853378424,518.8034853378424,0,92415.888306620327
2025-02-27,0,26,26,471.05104478206039,1726.4028948643609,501.44016382193126,501.44016382193126,517.7988789480047,517.7988789480047,0,79934.828337600557
2025-02-27,1,26,26,154.12223705927565,1708.4368359115688,185.34262509660741,185.34262509660741,202.52519592124057,202.52519592124057,0,79934.828337600557
2025-02-27,2,26,26,148.5839684472553,1684.3170850414588,179.22340867809874,179.22340867809874,195.84897986725818,195.84897986725818,0,79934.828337600557
2025-02-28,0,26,26,153.67367839535166,1822.1692212577852,185.13004262050032,185.13004262050032,201.62742725028778,201.62742725028778,0,79311.920158707624
2025-02-28,1,26,26,147.90900124039945,1704.659458827914,178.86921932385883,178.86921932385883,196.35379467146583,196.35379467146583,0,79311.920158707624
2025-02-28,2,26,26,454.69919899740285,1732.5744567807176,485.16791484281111,485.16791484281111,501.33782114052497,501.33782114052497,0,79311.920158707624
2025-03-01,0,27,27,148.80234711321634,1764.4612323783306,180.3389594131886,180.3389594131886,195.76571047261621,195.76571047261621,0,61469.48923553175
2025-03-01,1,27,27,457.09358565509268,1744.8627135121169,488.6622765378562,488.6622765378562,505.84197506388256,505.84197506388256,0,61469.48923553175
2025-03-02,0,27,27,460.73849589817905,1724.0714739250589,491.74607198197759,491.74607198197759,507.28307754575349,507.28307754575349,0,89222.808796704048
2025-03-02,1,27,27,457.94108474853067,1924.259152555109,489.78870456799501,489.78870456799501,507.93545457513636,507.93545457513636,0,89222.808796704048
2025-03-03,0,26,26,462.0814920392811,1802.5944703897835,492.54741313929378,492.54741313929378,509.23791330871506,509.23791330871506,0,135959.56306453058
2025-03-03,1,26,26,463.12981402255861,1933.1478240756255,493.76379858338049,493.76379858338049,512.72552829979134,512.72552829979134,0,135959.56306453058
2025-03-03,2,26,26,465.59546782499496,2181.3264170510647,495.13023640251697,495.13023640251697,514.23127690123147,514.23127690123147,0,135959.56306453058
2025-03-04,0,26,26,467.98866887298783,1921.9370396828251,498.6486327742532,498.6486327742532,516.02826829600144,516.02826829600144,0,139786.79927415907
2025-03-04,1,26,26,470.54586684207123,2280.0974459781874,501.5424021191688,501.5424021191688,520.34420951161815,520.34420951161815,0,139786.79927415907
2025-03-04,2,26,26,470.02979561261884,2457.0856052894842,501.14514801034989,501.14514801034989,521.26105001982125,521.26105001982125,0,139786.79927415907
2025-03-05,0,26,26,471.03870173046499,2212.8772988226078,501.73707917101689,501.73707917101689,520.61464814695967,520.61464814695967,0,109859.0735939913
2025-03-05,1,26,26,471.39024897727438,2420.7796806135343,503.66834552643911,503.66834552643911,522.49510160047225,522.49510160047225,0,109859.0735939913
2025-03-05,2,26,26,170.27483685743195,2703.7150185687765,203.96543870070258,203.96543870070258,223.38712534785705,223.38712534785705,0,109859.0735939913
2025-03-06,0,26,26,474.55241940084204,2739.8110601853568,506.84411545748179,506.84411545748179,525.7535051931003,525.7535051931003,0,79550.144074513853
2025-03-06,1,26,26,175.18623823509708,2769.8561938080438,207.41232994934563,207.41232994934563,228.099415670768,228.099415670768,0,79550.144074513853
2025-03-06,2,26,26,158.20044874875509,2902.973886525112,192.01533488506834,192.01533488506834,212.86112904158821,212.86112904158821,0,79550.144074513853
2025-03-07,0,26,26,172.92930756929505,2748.4536480644565,204.20162526302784,204.20162526302784,224.46759895596085,224.46759895596085,0,80685.895898046889
2025-03-07,1,26,26,157.6887038086804,2656.3673465732313,189.39736021711957,189.39736021711957,210.12120257826351,210.12120257826351,0,80685.895898046889
2025-03-07,2,26,26,464.35219677670869,2879.4370011747774,498.23139922620066,498.23139922620066,518.93340658417219,518.93340658417219,0,80685.895898046889
2025-03-08,0,26,26,155.18488803787318,2627.5315400301301,186.10410681353869,186.10410681353869,206.23584831746263,206.23584831746263,0,110467.72661781112
2025-03-08,1,26,26,463.32860364686138,2643.1174044978088,495.24368446684213,495.24368446684213,515.76293893182219,515.76293893182219,0,110467.72661781112
2025-03-08,2,26,26,457.06093312530095,2983.3934091923406,491.60467250799621,491.60467250799621,513.02758436178181,513.02758436178181,0,110467.72661781112
2025-03-09,0,26,26,459.45425758884437,2518.5736053042433,490.27222197249841,490.27222197249841,510.13837477198672,510.13837477198672,0,136821.17560147378
2025-03-09,1,26,26,455.26757444886869,2811.442547606659,487.43581193170121,487.43581193170121,508.45044484198684,508.45044484198684,0,136821.17560147378
2025-03-09,2,26,26,448.94854487960112,2936.5249228438715,483.97208294379482,483.97208294379482,505.27382742217168,505.27382742217168,0,136821.17560147378
2025-03-10,0,26,26,446.56646987240725,2321.2457040703325,478.26411852857359,478.26411852857359,497.36009246186745,497.36009246186745,0,131956.60021965759
2025-03-10,1,26,26,442.0255457180308,2436.9781807040954,474.61388942469216,474.61388942469216,493.73833858495505,493.73833858495505,0,131956.60021965759
2025-03-10,2,26,26,436.14168320962017,2716.9331988427671,469.50379667351626,469.50379667351626,490.51428654586459,490.51428654586459,0,131956.60021965759
2025-03-11,0,26,26,445.18925960945103,2003.0171972164749,477.05759162884351,477.05759162884351,493.59026534872726,493.59026534872726,0,130026.10226466118
2025-03-11,1,26,26,439.74864214251096,2356.5934067067183,471.00863550245981,471.00863550245981,489.3984301581321,489.3984301581321,0,130026.10226466118
2025-03-11,2,26,26,437.73660855021438,2733.2660157198106,470.6492055621045,470.6492055621045,491.68904946227366,491.68904946227366,0,130026.10226466118
2025-03-12,0,27,27,442.67292785705467,2391.8171169887232,475.24412870100304,475.24412870100304,493.11748090115788,493.11748090115788,0,85954.955633259859
2025-03-12,1,27,27,438.63641229883848,2646.7058196814241,472.74362129609267,472.74362129609267,492.60930684313161,492.60930684313161,0,85954.955633259859
2025-03-13,0,26,26,443.69647379457757,2830.2842440983782,475.16939008474287,475.16939008474287,498.25857043407348,498.25857043407348,0,74913.735951200128
2025-03-13,1,26,26,126.95169443986379,3014.5745882750389,160.32917571930415,160.32917571930415,182.82981221084566,182.82981221084566,0,74913.735951200128
2025-03-13,2,26,26,122.7399078256223,3164.7782744246201,158.89147868491247,158.89147868491247,181.040870547808,181.040870547808,0,74913.735951200128
2025-03-14,0,26,26,132.25950424260111,2713.3050224387334,163.43369920199228,163.43369920199228,186.33357732255391,186.33357732255391,0,76837.055954031326
2025-03-14,1,26,26,127.83923148836945,3036.1255044802438,161.8341640063253,161.8341640063253,184.59673474240188,184.59673474240188,0,76837.055954031326
2025-03-14,2,26,26,437.19306244032168,3266.3660367676362,473.90194227027405,473.90194227027405,497.89009180117722,497.89009180117722,0,76837.055954031326
2025-03-15,0,26,26,126.70151940030024,2733.8648384852422,158.47130132979439,158.47130132979439,181.00037766649814,181.00037766649814,0,104599.85233483784
2025-03-15,1,26,26,435.04150991359029,3130.2808364381758,469.96303363679931,469.96303363679931,493.84628767059689,493.84628767059689,0,104599.85233483784
2025-03-15,2,26,26,435.06489145920267,3281.6740836798335,472.534806946223,472.534806946223,497.14711368623489,497.14711368623489,0,104599.85233483784
2025-03-16,0,26,26,439.27933238592726,2611.5644012562843,471.76594909596992,471.76594909596992,494.65787267452936,494.65787267452936,0,130917.71080696747
2025-03-16,1,26,26,438.09291032979064,3006.9781878497315,472.82944987558415,472.82944987558415,497.59726193281483,497.59726193281483,0,130917.71080696747
2025-03-16,2,26,26,434.62469241485553,3325.2288763338547,471.36183522663123,471.36183522663123,496.6043557250814,496.6043557250814,0,130917.71080696747
2025-03-17,0,26,26,441.83501225290792,2622.3072912791758,474.82197368635894,474.82197368635894,497.96012852329142,497.96012852329142,0,130925.65274209599
2025-03-17,1,26,26,433.37868100255287,3002.3919942237217,467.94691495073107,467.94691495073107,492.96143808529166,492.96143808529166,0,130925.65274209599
2025-03-17,2,26,26,436.65836494960621,3310.5820709130185,473.67482032348664,473.67482032348664,497.99380057773567,497.99380057773567,0,130925.65274209599
2025-03-18,0,26,26,431.57410316155176,2792.6502137316243,465.70638505849939,465.70638505849939,487.85865129917897,487.85865129917897,0,128559.03592025305
2025-03-18,1,26,26,429.49659332991246,3064.2096853760459,464.9908948802115,464.9908948802115,489.39334662756664,489.39334662756664,0,128559.03592025305
2025-03-18,2,26,26,427.45923031062989,3530.3197780470041,465.61526295919452,465.61526295919452,490.77288350734307,490.77288350734307,0,128559.03592025305
2025-03-19,0,26,26,431.36474032615064,2777.3408168799024,466.00122370150336,466.00122370150336,488.31721793361754,488.31721793361754,0,99879.13231692632
2025-03-19,1,26,26,426.11133505693368,3159.6370547824408,462.03146255210021,462.03146255210021,486.44368538935083,486.44368538935083,0,99879.13231692632
2025-03-19,2,26,26,106.38023376812252,3394.5338858496816,144.07531842908207,144.07531842908207,167.60143612837965,167.60143612837965,0,99879.13231692632
2025-03-20,0,26,26,428.119615925836,2760.2480911889202,462.85463703415593,462.85463703415593,484.7745215447103,484.7745215447103,0,71866.358230308892
2025-03-20,1,26,26,103.88374148929061,3097.3099682993579,139.06293547393338,139.06293547393338,164.41481008445857,164.41481008445857,0,71866.358230308892
2025-03-20,2,26,26,103.35172517586157,3457.3397308162193,141.3023720066054,141.3023720066054,164.02017842559792,164.02017842559792,0,71866.358230308892
2025-03-21,0,26,26,108.79687669430523,2742.0891276173165,142.96192089041656,142.96192089041656,165.13935369769297,165.13935369769297,0,73212.686384445653
2025-03-21,1,26,26,104.36141975272555,3159.2360330996203,139.85084035495052,139.85084035495052,164.75468525710252,164.75468525710252,0,73212.686384445653
2025-03-21,2,26,26,411.90919062597141,3442.2398987339966,449.4365234693089,449.4365234693089,472.93543494880657,472.93543494880657,0,73212.686384445653
2025-03-22,0,27,27,105.82596717657854,3235.4720982197268,143.46526760995437,143.46526760995437,166.37118885621464,166.37118885621464,0,57177.241017368659
2025-03-22,1,27,27,410.06588785784822,3209.9421609004626,447.51007188255448,447.51007188255448,471.72744043441605,471.72744043441605,0,57177.241017368659
2025-03-23,0,26,26,411.94079561844023,2836.3602623085194,447.12382644433274,447.12382644433274,469.48377104788779,469.48377104788779,0,122596.60487845399
2025-03-23,1,26,26,403.84644071346065,3286.7949795418322,440.92397941415254,440.92397941415254,465.80035087211792,465.80035087211792,0,122596.60487845399
2025-03-23,2,26,26,406.17975059810016,3589.6400418426565,445.0269381490541,445.0269381490541,468.68919249266571,468.68919249266571,0,122596.60487845399
2025-03-24,0,26,26,407.88693672149333,2966.0535660025594,444.11643886753365,444.11643886753365,466.00493246032642,466.00493246032642,0,122065.19121512976
2025-03-24,1,26,26,404.92838168000537,3179.2233491697939,441.04752968829774,441.04752968829774,466.47987175165184,466.47987175165184,0,122065.19121512976
2025-03-24,2,26,26,404.10579941372407,3518.6722801700862,442.46578745211997,442.46578745211997,466.19461369154084,466.19461369154084,0,122065.19121512976
2025-03-25,0,26,26,407.6889130535061,2966.8279396521839,443.52117042673694,443.52117042673694,466.92587342979124,466.92587342979124,0,121224.40710814188
2025-03-25,1,26,26,402.00209315573011,3263.6689501511169,438.73856953219314,438.73856953219314,463.97916994468648,463.97916994468648,0,121224.40710814188
2025-03-25,2,26,26,402.34942865432441,3430.0671308136057,440.62438420538621,440.62438420538621,464.85502753909378,464.85502753909378,0,121224.40710814188
2025-03-26,0,26,26,407.848700809241,3005.9575478867064,443.50678087796285,443.50678087796285,466.52980965402196,466.52980965402196,0,95085.098517884166
2025-03-26,1,26,26,403.43960937900437,3267.8809998381325,440.50472698283659,440.50472698283659,465.29231043953001,465.29231043953001,0,95085.098517884166
2025-03-26,2,26,26,90.19814507000612,3371.6804207697473,127.95318446921046,127.95318446921046,151.94616014177569,151.94616014177569,0,95085.098517884166
2025-03-27,0,26,26,403.32536878815961,3030.1511561291982,439.38455916072576,439.38455916072576,462.57097368116672,462.57097368116672,0,67745.1847637233
2025-03-27,1,26,26,84.696189544320816,3152.3877941663004,121.1744169864248,121.1744169864248,146.17256328781616,146.17256328781616,0,67745.1847637233
2025-03-27,2,26,26,85.0185687770865,3505.0326558418228,123.20070850948166,123.20070850948166,147.36835710084759,147.36835710084759,0,67745.1847637233
2025-03-28,0,27,27,92.361357107707434,3202.6178706558567,129.20095877226984,129.20095877226984,152.51628758678459,152.51628758678459,0,29653.817687875584
2025-03-28,1,27,27,84.451917634582713,3222.3417350498148,122.09763951017239,122.09763951017239,146.09680256493175,146.09680256493175,0,29653.817687875584
2025-03-29,0,27,27,88.65368041702186,3206.2899942891772,125.50558237886328,125.50558237886328,149.06494423783943,149.06494423783943,0,54387.002523474221
2025-03-29,1,27,27,391.34562994548264,3163.4082153954423,428.03312480060714,428.03312480060714,453.06774596729957,453.06774596729957,0,54387.002523474221
2025-03-30,0,26,26,389.47836843364729,3041.0233531007202,425.23140722306181,425.23140722306181,448.66674136359762,448.66674136359762,0,114675.44374060165
2025-03-30,1,26,26,381.99761744440985,2786.7748119232519,416.15680972940504,416.15680972940504,438.01989965031333,438.01989965031333,0,114675.44374060165
2025-03-30,2,26,26,379.94803860459825,2994.2851938479789,416.12676976999148,416.12676976999148,438.33298221574182,438.33298221574182,0,114675.44374060165
2025-03-31,0,26,26,379.78655864938105,2337.4470222245523,412.96680573953057,412.96680573953057,434.52365001106534,434.52365001106534,0,112353.80811725486
2025-03-31,1,26,26,379.35735243607076,2861.9427612978302,413.54663100009907,413.54663100009907,437.21928303877257,437.21928303877257,0,112353.80811725486
2025-03-31,2,26,26,374.14122355166575,2961.4521313039145,408.57415422448025,408.57415422448025,433.99481455679938,433.99481455679938,0,112353.80811725486
2025-04-01,0,26,26,379.54541763106738,2375.0425762447799,412.99611154738824,412.99611154738824,434.27821290297595,434.27821290297595,0,112126.66988359908
2025-04-01,1,26,26,375.40350533609785,2828.1893422604498,409.09812762579662,409.09812762579662,432.9657471213431,432.9657471213431,0,112126.66988359908
2025-04-01,2,26,26,375.00487844059046,3031.7712206272072,410.43585641367622,410.43585641367622,435.58629060903183,435.58629060903183,0,112126.66988359908
2025-04-02,0,26,26,378.00519220731951,2356.6966219012002,410.60202164901017,410.60202164901017,433.14296961237045,433.14296961237045,0,88154.179302114761
2025-04-02,1,26,26,379.55480047561718,2854.8474687206995,413.38250472013073,413.38250472013073,437.69536249773449,437.69536249773449,0,88154.179302114761
2025-04-02,2,26,26,64.580651536801042,3021.547581886528,99.882896925188078,99.882896925188078,124.98811529572623,124.98811529572623,0,88154.179302114761
2025-04-03,0,26,26,387.98609050360312,2824.9730951703727,424.34363177550819,424.34363177550819,448.13590106931218,448.13590106931218,0,65425.805025412265
2025-04-03,1,26,26,71.133379023492708,2984.2333431539537,106.52686386100557,106.52686386100557,132.45069079490725,132.45069079490725,0,65425.805025412265
2025-04-03,2,26,26,74.107037744519161,3747.7468201031152,114.65427092033899,114.65427092033899,141.84704991614819,141.84704991614819,0,65425.805025412265
2025-04-04,0,26,26,73.561352312103992,2985.9266290629075,110.20390653893858,110.20390653893858,133.95778737532927,133.95778737532927,0,68713.395834559051
2025-04-04,1,26,26,73.167179016278325,3355.9281812287973,111.49091922789714,111.49091922789714,136.42883001994531,136.42883001994531,0,68713.395834559051
2025-04-04,2,26,26,390.56311804485881,3714.5557981531892,431.72840969726991,431.72840969726991,458.13991233909775,458.13991233909775,0,68713.395834559051
2025-04-05,0,26,26,71.411615407680003,3069.0086865274529,108.44318310744045,108.44318310744045,131.79574179631754,131.79574179631754,0,92122.659932975279
2025-04-05,1,26,26,385.49710840615893,3354.5487809436599,423.44137527392581,423.44137527392581,448.35624710169498,448.35624710169498,0,92122.659932975279
2025-04-05,2,26,26,385.57045534507665,3694.852132129914,426.1507919492451,426.1507919492451,452.74013019733553,452.74013019733553,0,92122.659932975279
2025-04-06,0,26,26,387.84567594212962,3105.0738832861534,425.05881385893861,425.05881385893861,448.70525090376771,448.70525090376771,0,114534.73441217677
2025-04-06,1,26,26,386.18171724812117,3471.4125230612576,425.2383539188852,425.2383539188852,450.27737866902567,450.27737866902567,0,114534.73441217677
2025-04-06,2,26,26,390.521238951437,3610.0015473091107,429.94893864025818,429.94893864025818,457.10343475849783,457.10343475849783,0,114534.73441217677
2025-04-07,0,26,26,385.67048693910084,3093.3193894725223,422.88218119289911,422.88218119289911,446.41703655281719,446.41703655281719,0,113903.62325344155
2025-04-07,1,26,26,385.24608612178315,3423.7823925990192,423.3419036907153,423.3419036907153,449.51695554551537,449.51695554551537,0,113903.62325344155
2025-04-07,2,26,26,385.13323556551791,3604.7607222560709,424.56835487031037,424.56835487031037,451.67830639540273,451.67830639540273,0,113903.62325344155
2025-04-08,0,26,26,384.45665841969935,3066.2544309863943,421.99718169844266,421.99718169844266,445.74982309848787,445.74982309848787,0,112221.73028404107
2025-04-08,1,26,26,379.57055974297822,3393.9209044586137,417.45695114258206,417.45695114258206,444.03195153190421,444.03195153190421,0,112221.73028404107
2025-04-08,2,26,26,375.9718978039611,3699.9269612835519,415.86068249035145,415.86068249035145,442.53162053204386,442.53162053204386,0,112221.73028404107
2025-04-09,0,26,26,379.50760185284719,3050.0810315984436,416.89366462226076,416.89366462226076,440.68309602363661,440.68309602363661,0,87497.339894240315
2025-04-09,1,26,26,371.22167098779079,3467.3426668862458,408.89272111847032,408.89272111847032,435.57073134329295,435.57073134329295,0,87497.339894240315
2025-04-09,2,26,26,56.392567219137931,3661.5496730624386,95.404878505670496,95.404878505670496,123.70242090565037,123.70242090565037,0,87497.339894240315
2025-04-10,0,26,26,378.02199678906135,3322.6458154681309,414.50907741032381,414.50907741032381,439.02266023025209,439.02266023025209,0,63786.457379336935
2025-04-10,1,26,26,59.664126266176659,3257.2461601321793,95.554217186996937,95.554217186996937,123.41897635129963,123.41897635129963,0,63786.457379336935
2025-04-10,2,26,26,64.695671537456604,3556.1747082333145,102.93503119124836,102.93503119124836,129.33730255639946,129.33730255639946,0,63786.457379336935
2025-04-11,0,26,26,58.838816089540337,2968.2902955064751,95.10638577651568,95.10638577651568,119.23588829070997,119.23588829070997,0,66173.072037727281
2025-04-11,1,26,26,64.869922905397189,3326.885665867213,102.8976237432358,102.8976237432358,127.65578558707746,127.65578558707746,0,66173.072037727281
2025-04-11,2,26,26,374.33532579651751,3701.3705319108899,413.06670356531464,413.06670356531464,440.87213921517542,440.87213921517542,0,66173.072037727281
2025-04-12,0,26,26,62.346546864948699,2980.6262750060932,97.83011718934678,97.83011718934678,120.99951724757157,120.99951724757157,0,88991.076515566543
2025-04-12,1,26,26,369.37912452782149,3210.296509013458,405.05089169007715,405.05089169007715,432.52244670303776,432.52244670303776,0,88991.076515566543
2025-04-12,2,26,26,366.50923781285758,3520.4422106479678,404.77167203889076,404.77167203889076,432.4177738620096,432.4177738620096,0,88991.076515566543
2025-04-13,0,26,26,370.17840108907876,2973.3714886581147,405.72958541636331,405.72958541636331,428.88947849815241,428.88947849815241,0,109254.68083061825
2025-04-13,1,26,26,367.18739966181641,3267.680855609809,403.2076146860702,403.2076146860702,431.42531365344479,431.42531365344479,0,109254.68083061825
