date,K,M,S,initial_soc,final_soc,min_soc,planned_grid_kwh,planned_cost,emergency_cost,cost,emergency_kwh,unused_kwh,charge_kwh,discharge_kwh,tail_scenario_count,body_scenario_count,max_reserve_kwh,mean_reserve_kwh,requested_mip_gap,achieved_mip_gap,runtime_seconds,solver_status,computational_limited
2025-02-26,2,27,27,7886.7341122026583,7999.9874312588963,1303.4914048203898,74495.161854110498,45988.259937137918,773.10456990851947,46761.364507046441,143.64441963947235,1714.9264264567828,21090.020141101289,16980.988327141433,5,22,1287.019344324136,570.72404550583769,0.029999999999999999,0.029701755527826532,10.804244300001301,certified_by_feasible_policy_and_global_lp_lower_bound,False
2025-02-27,3,26,26,7999.9874312588963,5868.0192207285872,1296.0345843873872,71041.609336337453,44219.889606398152,5072.6848513332079,49292.57445773136,1040.7178063125989,3405.4436566855256,19153.003554956907,17432.704268992373,5,21,1287.019344324136,570.72404550583769,0.029999999999999999,0.026293764247362739,9.7891022000003431,certified_by_feasible_policy_and_global_lp_lower_bound,False
2025-02-28,3,26,26,5868.0192207285872,6055.5750873726338,1572.3274474517145,34165.820790855767,17775.400452837814,1050.3072844612072,18825.707737299021,218.70631256833786,7758.806567514046,16654.351083844344,13321.224097934279,5,21,1287.019344324136,571.34301203827761,0.029999999999999999,0.027014060207683922,9.8703631999997015,certified_by_feasible_policy_and_global_lp_lower_bound,False
2025-03-01,2,27,27,6055.5750873726338,7985.336562287479,1327.0264755826822,36969.880270046633,19072.88089874334,213.14591035358876,19286.026809096929,44.358771111433462,8193.1606798613593,18029.090002842146,12866.777574878777,5,22,1287.019344324136,574.29153715794439,0.029999999999999999,0.026896159763488473,10.609397599997465,certified_by_feasible_policy_and_global_lp_lower_bound,False
2025-03-02,2,27,27,7985.336562287479,7819.5006294224522,1292.9862573355892,71878.792095604207,44265.25300185346,27298.853663027887,71564.106664881343,4537.8728095383667,632.17530590606009,18818.078274465177,15391.895741895321,5,22,1080.9897704813334,534.41904796490746,0.029999999999999999,0.02891381795524688,11.370219699998415,certified_by_feasible_policy_and_global_lp_lower_bound,False
2025-03-03,3,26,26,7819.5006294224522,7832.0560093496779,1296.0345843873872,72253.696830184752,44465.38777983444,23480.971786123977,67946.35956595841,4132.0052837146559,491.35728643242408,20346.833432627092,16469.635238493447,5,21,1080.9897704813334,534.41904796490746,0.029999999999999999,0.023019841193227999,12.033793399998103,certified_by_feasible_policy_and_global_lp_lower_bound,False
2025-03-04,3,26,26,7832.0560093496779,7981.0032554723657,1495.6312009537962,73218.384542966844,45153.146613945122,1924.4849092484574,47077.631523193581,403.0914781951621,93.906483065427693,22073.995175014861,17745.883570251626,5,21,1287.019344324136,555.03390280469057,0.029999999999999999,0.028015731252589954,11.977797999999893,certified_by_feasible_policy_and_global_lp_lower_bound,False
2025-03-05,3,26,26,7981.0032554723657,8144.1037901861391,1545.5210965511046,74461.926210023579,46194.015949026609,98.064093140214808,46292.080042166825,22.756959601437821,4394.1710975951701,20069.734600635747,16109.694545272569,5,21,1398.8164681986659,618.18194137908233,0.029999999999999999,0.021350094485878962,11.409399399999529,certified_by_feasible_policy_and_global_lp_lower_bound,False
2025-03-06,3,26,26,8144.1037901861391,5507.9787195600502,1596.7510326579693,72751.42400837579,45851.268791091643,98.265511543053861,45949.534302634696,21.377468012511255,6126.4622945565761,16201.040063483611,15495.355014985213,5,21,1445.1654876029716,662.05262928896002,0.029999999999999999,0.016520460633275523,10.005796600002213,certified_by_feasible_policy_and_global_lp_lower_bound,False
2025-03-07,3,26,26,5507.9787195600502,4989.8845326743149,1946.9494868844313,33098.75419658568,17542.939580395036,0,17542.939580395036,0,9954.009304791467,14151.284877147595,11928.825518686714,5,21,1445.1654876029716,663.08061129264649,0.029999999999999999,0.026815204354942068,10.521586999999272,certified_by_feasible_policy_and_global_lp_lower_bound,False
2025-03-08,3,26,26,4989.8845326743149,8361.8214559929547,1762.6545434168484,35803.882240161329,18519.766126776798,640.64854699713464,19160.414673773932,169.64734371128267,10361.714489645954,18494.38077143798,11945.705193877984,5,21,1398.8164681986659,619.94520170580654,0.029999999999999999,0.029491555916837428,10.847306799998478,certified_by_feasible_policy_and_global_lp_lower_bound,False
2025-03-09,3,26,26,8361.8214559929547,8048.134527652719,1491.8502835950503,72545.49737370621,44804.862736800205,423.22362161370143,45228.086358413908,80.038633047573228,5681.324277391891,20489.499551937326,16878.81287257544,5,21,1398.8164681986659,621.37696296094566,0.029999999999999999,0.026836447521343579,11.628340100000059,certified_by_feasible_policy_and_global_lp_lower_bound,False
2025-03-10,3,26,26,8048.134527652719,8276.8564383173871,1807.7716012136234,72582.288205489662,45018.198342689058,128.33361995590488,45146.531962644964,36.368053111681654,408.67099427918049,20852.968919599814,16685.055105277646,5,21,1398.8164681986659,622.07803072306933,0.029999999999999999,0.028474394957091996,10.927782999999181,certified_by_feasible_policy_and_global_lp_lower_bound,False
2025-03-11,3,26,26,8276.8564383173871,8246.1123501185539,1558.3091288113048,71052.342467730487,43730.999517058473,83.994679667879581,43814.994196726351,22.295317683659739,3387.0848709903903,19875.283125277427,16126.649010853667,5,21,1398.8164681986659,622.07803072306933,0.029999999999999999,0.024003384412025982,11.269016599999304,certified_by_feasible_policy_and_global_lp_lower_bound,False
2025-03-12,2,27,27,8246.1123501185539,7651.8479886311179,1307.7897642767136,69939.736954398686,42975.784657546523,166.74603567701888,43142.53069322354,25.113408586708381,4420.4727713318744,19177.267545573064,16068.42463725288,5,22,1398.8164681986659,618.40855578426897,0.029999999999999999,0.024157188489262113,11.018817000000126,certified_by_feasible_policy_and_global_lp_lower_bound,False
2025-03-13,3,26,26,7651.8479886311179,4282.6512398964896,1408.5682437983573,69088.371474162021,43273.608723691512,1751.6254185327634,45025.234142224275,379.87965021551099,1826.2923988447487,16466.409382775171,16370.068673909052,5,21,1398.8164681986659,618.40855578426897,0.029999999999999999,0.02345505286700118,10.047151499999018,certified_by_feasible_policy_and_global_lp_lower_bound,False
2025-03-14,3,26,26,4282.6512398964896,4578.2685614101983,1670.5141262460829,31158.996840239939,16385.975883081173,254.14385096326299,16640.119734044438,68.823051318793148,12108.126944496948,14864.270391400631,11774.003427672176,5,21,1398.8164681986659,620.65942532824192,0.029999999999999999,0.029527179320170963,9.5317336000007344,certified_by_feasible_policy_and_global_lp_lower_bound,False
2025-03-15,3,26,26,4578.2685614101983,8016.839271281352,1471.9529586340245,35918.380184538139,18365.797002828462,173.72141423923125,18539.518417067691,46.780708487268555,8404.6997707858991,18640.11754397615,12003.781571736647,5,21,1398.8164681986659,623.00561480852207,0.029999999999999999,0.028175954335726911,10.305750600000465,certified_by_feasible_policy_and_global_lp_lower_bound,False
2025-03-16,3,26,26,8016.839271281352,8324.6031761007944,1802.1549178282501,70727.134973929264,43264.614872126098,106.30882948811967,43370.923701614214,24.842939826123853,3262.6560441619122,20322.565378540312,16184.29044228016,5,21,1445.1654876029716,662.28283995771847,0.029999999999999999,0.028361661581391185,10.854877699999633,certified_by_feasible_policy_and_global_lp_lower_bound,False
2025-03-17,3,26,26,8324.6031761007944,8425.4037552016125,1693.7760826179419,70676.252832820988,43219.967601753888,61.843601988925684,43281.811203742815,9.2691245605228474,9292.6353782438528,18126.498024282155,14591.742878477813,5,21,1445.1654876029716,663.63104085101202,0.029999999999999999,0.029571626647117814,10.964645700001711,certified_by_feasible_policy_and_global_lp_lower_bound,False
2025-03-18,3,26,26,8425.4037552016125,8335.1471319660341,1818.6208818808418,69658.895023564692,42694.631546072167,1020.4833540691519,43715.114900141321,209.44680254711957,5075.3363480096268,19727.779328145047,16060.732216709512,5,21,1445.1654876029716,659.48104343188163,0.029999999999999999,0.027185758176290292,11.356123199999274,certified_by_feasible_policy_and_global_lp_lower_bound,False
2025-03-19,3,26,26,8335.1471319660341,8609.1152276939611,1850.5025116947515,69103.386697759313,42246.319251215464,862.75397346542752,43109.073224680891,178.95564039743724,5742.4892237811855,20146.375674844472,16071.993010468896,5,21,1445.1654876029716,661.85578542617668,0.029999999999999999,0.027176373429595169,10.680610699997487,certified_by_feasible_policy_and_global_lp_lower_bound,False
2025-03-20,3,26,26,8609.1152276939611,4837.4790042952636,2026.0642111948414,65354.444813535098,41469.875511897961,199.0242479226755,41668.899759820633,53.567332850225327,3774.4056004043409,14837.459633542843,15412.814904228531,5,21,1445.1654876029716,662.10113663623588,0.029999999999999999,0.028253173405545295,10.017920099999174,certified_by_feasible_policy_and_global_lp_lower_bound,False
2025-03-21,3,26,26,4837.4790042952636,4045.6987943286817,1618.9598693313474,30064.125399337314,15711.596582259774,23.317254923247429,15734.913837183021,10.250716050445192,16209.522433331786,13389.428180838047,11558.039015448743,5,21,1445.1654876029716,662.64584749288019,0.029999999999999999,0.02881258287457528,9.8630007000028854,certified_by_feasible_policy_and_global_lp_lower_bound,False
2025-03-22,2,27,27,4045.6987943286817,8529.603311005445,1868.439606096023,35693.979321279119,18084.528312213031,0,18084.528312213031,0,12199.547844452913,18830.093044651516,11216.861301158646,5,22,1398.8164681986659,631.74653229158753,0.029999999999999999,0.029816920353760032,10.191484899998613,certified_by_feasible_policy_and_global_lp_lower_bound,False
2025-03-23,3,26,26,8529.603311005445,7994.9407005771491,1329.6009297023679,66477.486000682533,40556.192193352006,118.83325066685306,40675.025444018858,17.842003523957032,4537.5785473806973,19311.714155497833,16123.684815338707,5,21,1398.8164681986659,631.74653229158753,0.029999999999999999,0.029912478403383833,11.278093000000808,certified_by_feasible_policy_and_global_lp_lower_bound,False
2025-03-24,3,26,26,7994.9407005771491,8286.7657725670106,1782.7317617419312,66877.341939120946,40933.134788754061,223.91947355908783,41157.054262313148,72.091455324243015,4961.5562771774075,19614.407732334639,15625.027698400187,5,21,1398.8164681986659,631.74653229158753,0.029999999999999999,0.029917050966042601,10.512515200000053,certified_by_feasible_policy_and_global_lp_lower_bound,False
2025-03-25,3,26,26,8286.7657725670106,7954.7415292327751,1390.318141621834,65398.397429271885,39979.800569334882,1211.1385024994431,41190.939071834327,247.49678914734929,1217.6834515566902,19878.462469456281,16400.376419260403,5,21,1398.8164681986659,634.07663727566353,0.029999999999999999,0.02905566979984742,10.50120710000192,certified_by_feasible_policy_and_global_lp_lower_bound,False
2025-03-26,3,26,26,7954.7415292327751,8352.6208589200196,1697.2355740559465,66702.419984708191,40665.218205559016,42.263020353661652,40707.481225912677,19.351199795632624,7159.4060848577356,19009.04650663639,15039.236273656959,5,21,1398.8164681986659,638.89864999492966,0.029999999999999999,0.02879641925140676,10.641102099998534,certified_by_feasible_policy_and_global_lp_lower_bound,False
2025-03-27,3,26,26,8352.6208589200196,4050.6463709497411,1635.1216792262851,61220.056570962523,38381.500443857309,179.39321301674843,38560.893656874054,45.590716042985413,3669.5084859091485,14478.560211945336,15599.410810848969,5,21,1398.8164681986659,640.84852432297259,0.029999999999999999,0.019098088199606861,9.7196847999985039,certified_by_feasible_policy_and_global_lp_lower_bound,False
2025-03-28,2,27,27,4050.6463709497411,4218.8727455765702,1965.0337093699743,30071.82654106976,15551.203429067002,96.638288985492252,15647.841718052494,21.293583971852385,16469.666654090925,13948.257721683538,11146.685017399519,5,22,1398.8164681986659,633.22518729013302,0.029999999999999999,0.029801035492775432,9.7884158000015304,certified_by_feasible_policy_and_global_lp_lower_bound,False
2025-03-29,2,27,27,4218.8727455765702,7995.3252808737179,1387.731631596334,34840.501812666334,17316.212512437796,0,17316.212512437796,0,20266.034699941592,18255.003408547262,11387.745479155856,5,22,1398.8164681986659,636.93311955066122,0.029999999999999999,0.028759042754737917,10.608095599996886,certified_by_feasible_policy_and_global_lp_lower_bound,False
2025-03-30,3,26,26,7995.3252808737179,8559.947069443122,1799.8128650890039,64494.774733906954,39346.263632875467,14.856007981592478,39361.119640857061,2.3870825068839849,4969.8773815190798,19334.237500959509,15152.572766064739,5,21,1398.8164681986659,636.93311955066122,0.029999999999999999,0.029052435187124914,11.146266100000503,certified_by_feasible_policy_and_global_lp_lower_bound,False
2025-03-31,3,26,26,8559.947069443122,8105.9435370475858,1301.7106302090381,61336.954624009326,37565.376111889367,864.90747404667638,38430.283585936042,166.09379543929171,1598.8429765936717,17691.67967725054,14738.863717728924,5,21,1398.8164681986659,637.04216683782897,0.029999999999999999,0.028734787463559029,11.564484999998967,certified_by_feasible_policy_and_global_lp_lower_bound,False
2025-04-01,3,26,26,8105.9435370475858,8048.8722979633358,1301.7106302090381,61946.20613550437,37872.32802495324,10149.39730330983,48021.72532826307,1489.7831816577586,52.790655676399126,16977.427684183629,13803.080539364564,5,21,1398.8164681986659,637.28901951270745,0.029999999999999999,0.028915217333295742,11.43791919999785,certified_by_feasible_policy_and_global_lp_lower_bound,False
2025-04-02,3,26,26,8048.8722979633358,8023.9658400972357,1319.2051567868398,61631.001433379075,37551.075003625061,13945.476849162103,51496.551852787161,2473.9379733340797,124.83645275650738,18774.649294927134,15229.881740970477,5,21,1287.019344324136,606.71330683973201,0.029999999999999999,0.02449219246711265,10.398291599998629,certified_by_feasible_policy_and_global_lp_lower_bound,False
2025-04-03,3,26,26,8023.9658400972357,3787.0820317709477,1692.692814749525,59489.577213931829,36934.090276668372,1348.1334218642135,38282.223698532587,286.08024767035909,4918.9689786723957,14770.282335562062,15777.124119298929,5,21,1398.8164681986659,626.71966260688919,0.029999999999999999,0.024401157782807627,9.8995972999982769,certified_by_feasible_policy_and_global_lp_lower_bound,False
2025-04-04,3,26,26,3787.0820317709477,4035.2593614183761,1816.840366094315,29014.830053070167,14785.023664282959,0,14785.023664282959,0,19786.073955077281,13550.496059527391,10752.542211534503,5,21,1445.1654876029716,654.42195391081384,0.029999999999999999,0.027883012422539991,10.543722899998102,certified_by_feasible_policy_and_global_lp_lower_bound,False
2025-04-05,3,26,26,4035.2593614183761,8286.6320138467436,1540.8849793289933,34842.978198229845,17284.527462290251,0,17284.527462290251,0,15585.521377665471,17826.876052871088,10613.534215640053,5,21,1468.3347253559718,676.02624123522139,0.029999999999999999,0.027042709099169601,10.005113499999425,certified_by_feasible_policy_and_global_lp_lower_bound,False
2025-04-06,3,26,26,8286.6320138467436,8642.9844233260919,1561.3552994115707,63499.443938706456,38255.750309073897,29.998190135542458,38285.74849920944,4.4553973170269501,5024.6143957643371,19728.902658216204,15659.693984623715,5,21,1468.3347253559718,677.232537398609,0.029999999999999999,0.027611570783893463,10.490059899999324,certified_by_feasible_policy_and_global_lp_lower_bound,False
2025-04-07,3,26,26,8642.9844233260919,8609.8321614821089,1748.2694776936751,62636.715696862775,37746.290386620669,0,37746.290386620669,0,5930.4406301287818,18386.277995053944,14922.722211653281,5,21,1445.1654876029716,650.18822728356395,0.029999999999999999,0.028940043188066002,10.775942500000383,certified_by_feasible_policy_and_global_lp_lower_bound,False
2025-04-08,3,26,26,8609.8321614821089,7940.7261325137433,1304.4850505177158,62414.838965631978,37769.988521888874,1544.6686384329309,39314.657160321804,281.80325261792814,5341.3569238009241,18969.932125546595,15967.840447764269,5,21,1468.3347253559718,675.38307009120626,0.029999999999999999,0.027499455048070859,10.514704399996845,certified_by_feasible_policy_and_global_lp_lower_bound,False
2025-04-09,3,26,26,7940.7261325137433,7933.8483432896801,1319.2051567868398,62678.448994448132,37932.942143962457,5420.2528097431477,43353.194953705606,802.72310503464723,829.09631647468746,18547.130403384646,15029.365637043224,5,21,1468.3347253559718,676.02331369629155,0.029999999999999999,0.029524392292346126,10.31659469999795,certified_by_feasible_policy_and_global_lp_lower_bound,False
2025-04-10,3,26,26,7933.8483432896801,3572.5362155106759,1570.5967005160289,57405.897255156364,35719.698725435366,399.01455584282587,36118.713281278193,96.088415278215052,4161.0895553334958,14765.46910580101,15885.210890699927,5,21,1468.3347253559718,678.57010074364075,0.029999999999999999,0.028730867570707256,10.230988600000273,certified_by_feasible_policy_and_global_lp_lower_bound,False
2025-04-11,3,26,26,3572.5362155106759,3119.2399411792526,1475.1071519134803,28619.979711475036,14333.51422218776,31.333778329618053,14364.848000517377,14.927955373805645,21319.914982195016,12664.785078344412,10666.442560357251,5,21,1468.3347253559718,680.48031997320118,0.029999999999999999,0.028195985027277701,10.250545099999727,certified_by_feasible_policy_and_global_lp_lower_bound,False
2025-04-12,3,26,26,3119.2399411792526,8531.4251268532626,1684.3263268928324,34954.337850441989,17082.62189152425,62.369823517980677,17144.99171504223,11.61232983019562,17517.657554235913,18695.60741541925,10272.475339382981,5,21,1468.3347253559718,678.93498593364723,0.029999999999999999,0.028878821048287123,10.607947000000422,certified_by_feasible_policy_and_global_lp_lower_bound,False
2025-04-13,3,26,26,8531.4251268532626,8354.749089297924,1393.2870217354359,60682.76440662962,36845.546391515309,131.63350465597887,36977.179896171285,26.318118217035909,3082.1949743241516,18471.250005205162,15120.720938015987,5,21,1468.3347253559718,680.43530059870568,0.029999999999999999,0.029084987064400838,11.113752900000691,certified_by_feasible_policy_and_global_lp_lower_bound,False
2025-04-14,3,26,26,8354.749089297924,8381.7890608308935,1440.8028559418008,60364.375505230208,36405.238052953333,73.572513747740018,36478.810566701075,10.633394233568424,4238.0812214660637,18866.104755884422,15257.208877886713,5,21,1468.3347253559718,680.49303759480699,0.029999999999999999,0.028451563046407797,11.161434800000279,certified_by_feasible_policy_and_global_lp_lower_bound,False
2025-04-15,3,26,26,8381.7890608308935,8519.7178463422952,1476.6868090541632,60921.582308160097,36853.414702046168,4.7963277766240671,36858.211029822793,1.0578579127975445,7266.8210911638962,17853.970182186298,14337.579940610638,5,21,1509.9191717625135,689.59404153490721,0.029999999999999999,0.029375809330628395,11.061986299999262,certified_by_feasible_policy_and_global_lp_lower_bound,False
2025-04-16,3,26,26,8519.7178463422952,8397.0650067875831,1779.6264193017657,59557.796428351925,36146.144000723871,4.2876008266346108,36150.431601550503,1.9587029815598953,344.46634684212006,18663.602053108538,15227.905218617161,5,21,1509.9191717625135,712.30994678553122,0.029999999999999999,0.026983973982905321,10.679293000001053,certified_by_feasible_policy_and_global_lp_lower_bound,False
2025-04-17,3,26,26,8397.0650067875831,3208.010786911967,1402.9132005242902,52002.694346474738,32272.948679820292,50.92834396240864,32323.877023782701,23.838162547012644,1178.3520653475896,13947.299429274812,15967.46133560065,5,21,1468.3347253559718,675.37698970380904,0.029999999999999999,0.023985641661873586,10.15454409999802,certified_by_feasible_policy_and_global_lp_lower_bound,False
2025-04-18,3,26,26,3208.010786911967,3273.9594412599813,1764.6954312410091,27584.272638981871,13895.015414394427,0,13895.015414394427,0,18812.439091718279,12412.434605352892,9994.7182414226299,5,21,1468.3347253559718,678.51658981617982,0.029999999999999999,0.029376507228674423,10.36501700000008,certified_by_feasible_policy_and_global_lp_lower_bound,False
