origin,step,mean_scenario_soc_kwh,scenario_soc_Q10_kwh,scenario_soc_Q90_kwh
2025-02-01,38,7912.3897619474719,7718.2868553967928,8092.1114822392738
2025-02-01,39,7298.5901224739137,7093.7689515023894,7496.1638450919236
2025-02-01,40,6609.7137040987691,6405.3825324577529,6820.2880562467271
2025-02-01,41,5947.6658095365265,5755.6003021440429,6186.3918843823476
2025-02-01,42,5353.8219019694588,5169.8873404559199,5542.9419221866028
2025-02-01,43,4799.2766485750744,4612.2297434151587,4980.5593761060791
2025-02-01,44,4292.6203613144389,4067.9217030849754,4520.7571033353543
2025-02-01,45,3830.0959926341288,3536.8214686163442,4131.4922739781241
2025-02-01,46,3447.0020204635075,3125.9095129793445,3789.0693577959
2025-02-01,47,3103.1002459565148,2713.667081501093,3500.6469253485093
2025-02-01,48,2839.8238856171574,2560.1599306110893,3263.7899271533029
2025-02-01,49,2696.5922087273611,2544.6844937432888,3049.3674606342852
2025-02-01,50,2632.955704341146,2544.6844937432888,2918.9881089727078
2025-02-01,51,2617.1261837413704,2544.6844937432888,2855.3448063123296
2025-02-01,52,2608.0002607633969,2544.6844937432888,2799.2705975017852
2025-02-01,53,2593.7293886721118,2544.6844937432888,2699.7350787729447
2025-02-01,54,2593.4909146978307,2544.6844937432888,2700.3497296160285
2025-02-01,55,2612.5798929210055,2544.6844937432888,2752.0915315243938
2025-02-01,56,2675.8863340289954,2549.2468385542243,2873.9847457025999
2025-02-01,57,2759.8375941551321,2599.3583411930581,2989.1263927874943
2025-02-01,58,2864.9456976368842,2638.7024260201269,3160.3965099243255
2025-02-01,59,3022.8486113489921,2779.1404196266203,3380.5412986078672
2025-02-01,60,3228.7196588559236,2949.6873532643904,3666.4406457763926
2025-02-01,61,3471.8705201678767,3114.9604952436353,3940.5444576199693
2025-02-01,62,3729.1521454271688,3315.234597679701,4260.919267674034
2025-02-01,63,3983.5256393336495,3509.8568162435968,4573.3233877904686
2025-02-01,64,4253.1671635971425,3776.1270931992408,4880.3967202492722
2025-02-01,65,4543.5104431357631,4080.7282280677837,5240.9916685804073
2025-02-01,66,4853.8061023915934,4374.2244291761945,5574.2539461164215
2025-02-01,67,5175.9926143525036,4660.9636165972788,5975.8054097668555
2025-02-01,68,5492.8679236153339,4921.3522726861593,6379.1714063896998
2025-02-01,69,5805.1029696672631,5131.2550113939333,6739.1261526991011
2025-02-01,70,6136.4002743935316,5354.6342603406838,7070.9211946908272
2025-02-01,71,6871.2940481900805,6075.5648642321257,7820.9211946908272
2025-02-01,72,7605.1172814934998,6786.0982294448695,8570.9211946908272
2025-02-01,73,8082.1588528709663,7170.0701136116568,9135.0265446528101
2025-02-01,74,8815.3921497183983,7892.0261697629621,9885.0265446528101
2025-02-01,75,9514.4872243346053,8642.0261697629612,10635.02654465281
2025-02-01,76,9788.1492969025985,8857.943189896303,10800
2025-02-01,77,9995.4026441278656,9020.2196927791902,10800
2025-02-01,78,10159.117351575531,9228.3706208967724,10800
2025-02-01,79,10335.8168761374,9473.1233891053853,10800
2025-02-01,80,10469.444410087104,9710.4512884478008,10800
2025-02-01,81,10563.970879294004,9962.4553024051984,10800
2025-02-01,82,10631.166698993658,10174.114321130264,10800
2025-02-01,83,10682.288088905554,10361.764100503278,10800
2025-02-01,84,10721.68167494889,10539.291752025554,10800
2025-02-01,85,10753.30552633779,10673.292845924367,10800
2025-02-01,86,10773.732677608643,10762.840762001144,10800
2025-02-01,87,10782.782048440551,10800,10800
2025-02-01,88,10780.818800537243,10759.655251000368,10800
2025-02-01,89,10772.466512402538,10675.851189043207,10800
2025-02-01,90,10769.304002107734,10647.875391294636,10800
2025-02-01,91,10755.611682033359,10641.885323840765,10800
2025-02-01,92,10752.179710374317,10642.908929302313,10800
2025-02-01,93,10745.723442647624,10636.330199775324,10800
2025-02-01,94,10734.023039181735,10592.844456818017,10800
2025-02-01,95,10715.165382004239,10529.933495748906,10800
2025-02-01,96,10704.860405365067,10519.453627112305,10800
2025-02-01,97,10714.083818639465,10523.309776017613,10800
2025-02-01,98,10722.923551923192,10506.74209593657,10800
2025-02-01,99,10730.446173213371,10512.336199080506,10800
2025-02-01,100,10734.286210183645,10535.063720385486,10800
2025-02-01,101,10742.369562274156,10543.48241513981,10800
2025-02-01,102,10748.834487038534,10554.586169230271,10800
2025-02-01,103,10739.514711804797,10539.933157678992,10800
2025-02-01,104,10743.967807722403,10565.099246228279,10800
2025-02-01,105,10754.831542492197,10615.770809258807,10800
2025-02-01,106,10754.05698754211,10632.876213405438,10800
2025-02-01,107,10235.856827938904,10110.422707134168,10318.465688683616
2025-02-01,108,9714.3086756564662,9572.1659055807886,9814.26476434918
2025-02-01,109,9195.6701168294767,9039.1280260544881,9304.9137274154855
2025-02-01,110,8685.0430704081336,8517.795632825233,8782.251140021408
2025-02-01,111,8167.7981679315853,8027.3528799768264,8260.0568121378001
2025-02-01,112,7630.5581019759056,7511.6469220469962,7742.559039139398
2025-02-01,113,7096.1396486069043,6940.4957811515378,7251.2962221850366
2025-02-01,114,6588.6459971494796,6426.8463065707456,6747.7108276688132
2025-02-01,115,6085.4831545317002,5940.5598774093096,6230.2961959635868
2025-02-01,116,5577.1920240457184,5425.104105199568,5732.856844379794
2025-02-01,117,5063.1424687478784,4892.8806012701953,5236.9224660584432
2025-02-01,118,4545.4712307217887,4367.9280379200345,4729.8298212674781
2025-02-01,119,4027.734561753156,3852.0765861426385,4258.1899764328373
2025-02-01,120,3508.2692335304082,3339.5512503324658,3765.3971050045748
2025-02-01,121,2987.5879116386677,2816.4942817655692,3258.4655689746578
2025-02-01,122,2471.1065474010065,2261.0887456558266,2755.9340513216571
2025-02-01,123,1961.6101541723656,1717.4016714225399,2247.3759007767771
2025-02-01,124,1502.2874552023968,1334.7581114876011,1784.2258722048657
2025-02-01,125,1500.6296682906932,1326.8496266664235,1768.2446923156849
2025-02-01,126,1497.8147519118968,1330.1968008065696,1765.0613817403132
2025-02-01,127,1509.5410811662844,1337.0772493922325,1770.5951240803354
2025-02-01,128,1523.7687001774152,1340.5841240016614,1776.760591656476
2025-02-01,129,1505.5191638162273,1332.0620359408356,1750.7085817107879
2025-02-01,130,1512.9211968922723,1311.2021239830278,1795.9360844478908
2025-02-01,131,2250.5002686183539,2035.550390887418,2545.9360844478906
2025-02-01,132,2982.0000930352289,2770.3521059048671,3291.1631062976967
2025-02-01,133,2995.743727186491,2784.8595149601442,3294.3272038609975
2025-02-01,134,3733.3510879402074,3512.4017399271925,4029.5005533281596
2025-02-01,135,4475.4576112192399,4255.1980383308428,4766.7609272126247
2025-02-01,136,5187.3599296723842,4955.3290086433381,5498.7085238057934
2025-02-01,137,5900.5692926968941,5620.9805396387019,6248.7085238057934
2025-02-01,138,6049.4681999302029,5760.2657271124999,6397.7631386310195
2025-02-01,139,6795.542919083332,6510.2657271124999,7146.7234254721079
2025-02-01,140,7530.6663626931477,7258.5739764263653,7896.7234254721079
2025-02-01,141,8239.954940965079,7967.5720812352793,8596.2902527015594
2025-02-01,142,8246.7410360479171,7990.7979009610453,8587.0133466484513
2025-02-01,143,8263.2974405920613,8029.2120213120543,8606.5837906967445
2025-02-01,144,8990.503769925599,8770.4294465679795,9350.0048934111346
2025-02-01,145,9733.274979833348,9518.9356404616628,10100.004893411135
2025-02-01,146,9742.3310342734185,9510.873897811558,10113.120840801332
2025-02-01,147,9746.6257407651447,9483.7480374235056,10102.42218619883
2025-02-01,148,9787.1134506445233,9514.3230401532546,10128.173796780213
2025-02-01,149,9800.0499491278078,9525.2979794678813,10144.698164330164
2025-02-01,150,9834.826182612338,9576.7928309760955,10180.278991154957
2025-02-01,151,9867.8637662908932,9602.7684868990127,10211.203103329064
2025-02-01,152,9872.8496094368747,9565.9458432129995,10220.496972101248
2025-02-01,153,9880.6836752341351,9573.1663496441834,10228.075731573381
2025-02-01,154,9904.2745115283178,9587.3461603806118,10249.842866726241
2025-02-01,155,9943.5901770290784,9587.3461603806118,10292.316330908654
2025-02-01,156,9924.5903453267019,9590.3926095451043,10262.150470650022
2025-02-01,157,9941.2330332164729,9601.4609003602218,10260.06420867507
2025-02-01,158,9960.7105628723639,9595.9243368609514,10281.900603150101
2025-02-01,159,9981.0842133077967,9563.8760095469243,10329.146011969058
2025-02-01,160,9991.9049036126871,9569.7339272436766,10353.476532428207
2025-02-01,161,10025.603575395373,9623.2389062593884,10400.995761873613
2025-02-01,162,10038.852405180647,9650.1091417519201,10442.840219007019
2025-02-01,163,10048.589019158002,9673.0350937720868,10446.906584891429
2025-02-01,164,10067.485034007999,9707.1913811485392,10443.760060369419
2025-02-01,165,10080.91688011217,9754.9090150812754,10466.125942711335
2025-02-01,166,10070.554836030205,9769.0780220352117,10464.704466827636
2025-02-01,167,10047.757188195859,9743.859863698508,10418.747501538408
2025-02-01,168,10017.288423365557,9713.7723311992449,10354.654756463184
2025-02-01,169,10029.96639357102,9734.0614093653439,10371.158878576081
2025-02-01,170,10061.750734748857,9753.3345593427675,10404.408416151295
2025-02-01,171,10070.284188054982,9754.9014020432878,10407.020932675259
2025-02-01,172,10068.439152634941,9761.3063140846389,10454.730853051296
2025-02-01,173,10061.462580184836,9724.5996818206768,10472.722561340335
2025-02-01,174,10068.769429446536,9732.085410323918,10496.041251201419
2025-02-01,175,10068.837472793064,9750.0424253278252,10475.908386202116
2025-02-01,176,10090.618399660121,9766.007027243726,10469.656330246871
2025-02-01,177,10692.05779925032,10446.038425132418,10800
2025-02-01,178,10711.585222978585,10487.716389166266,10800
2025-02-01,179,10662.148069990257,10467.289363845068,10761.866567035655
2025-02-01,180,9767.1697085491669,9612.1021696849511,9870.9816077469332
2025-02-01,181,9773.6052190196569,9633.483747218288,9882.2052968190765
2025-02-01,182,9768.4157914850148,9611.8722556886933,9904.4953769821641
2025-02-01,183,9755.9186036523042,9562.6812047793537,9915.0965447484868
2025-02-01,184,9744.3705738010176,9548.7236872632275,9885.958428940583
2025-02-01,185,9748.2509829038281,9567.3206015043779,9918.8130395686658
2025-02-01,186,9785.2930176794271,9583.8973219165018,9974.1112895279693
2025-02-01,187,9812.232244320383,9583.8973219165018,9996.411994137532
2025-02-01,188,9924.7641161527081,9695.7206844415996,10104.147406381118
2025-02-01,189,10617.056332122225,10365.342002594836,10800
2025-02-01,190,10606.444719962312,10348.053748695998,10792.74401609366
2025-02-01,191,9755.584034046813,9482.3331485108229,9991.2078723033665
2025-02-01,192,8917.0028272578675,8617.6536714257727,9185.4190902958817
2025-02-01,193,8088.1300530985245,7691.7277454998466,8363.9254812881063
2025-02-01,194,7306.8078403066866,6804.2709727868296,7585.3077923365536
2025-02-01,195,6583.6721485540056,6023.1695436864175,6918.5318991308468
2025-02-01,196,5916.0755239388573,5281.8461290865043,6282.1137028967614
2025-02-01,197,5298.607350650228,4560.1363660445195,5745.3922964375761
2025-02-01,198,4732.3061008457389,3966.2273187460487,5214.1252315369584
2025-02-01,199,4235.6121866071244,3437.7854450272935,4770.2265636417769
2025-02-01,200,3803.4867256251396,2906.1938474566159,4405.5753251058777
2025-02-01,201,3754.4495529243532,2805.5635319071371,4421.2507313913075
2025-02-01,202,3392.2694993246332,2430.9282317382604,4109.8753411084926
2025-02-01,203,3087.3849471166609,2153.2501772289165,3842.0476611476784
2025-02-01,204,2835.8369901618616,1890.4081180230421,3655.587347310237
2025-02-01,205,2631.7305803887025,1631.1392986922278,3536.4861997271109
2025-02-01,206,2590.0462248935955,1534.5706817677531,3541.6642665501281
2025-02-01,207,2419.4590803732935,1342.7319431416956,3450.2329532062345
2025-02-01,208,2457.3491962090461,1383.2788041679862,3555.6585020130669
2025-02-01,209,3175.9567696409799,2101.2517900149846,4305.6585020130669
2025-02-01,210,3902.0064644530935,2851.2517900149846,5055.6585020130669
2025-02-01,211,4629.2433472466919,3478.0421417890598,5798.999612579898
2025-02-01,212,5372.2651138080864,4183.09061635132,6548.999612579898
2025-02-01,213,6082.4606139923853,4919.0373976509827,7293.3031562668257
2025-02-01,214,6785.8882738405673,5611.7376723535926,8043.3031562668257
2025-02-01,215,7520.5124757842577,6350.2243547498119,8793.3031562668257
2025-02-01,216,8260.8631559119294,7100.2243547498119,9543.3031562668257
2025-02-01,217,8978.6786981861242,7850.2243547498119,10293.303156266826
2025-02-01,218,9667.6119450968799,8600.224354749811,10800
2025-02-01,219,10239.357035955807,9350.224354749811,10800
2025-02-01,220,10432.322756352594,9710.5622748964288,10800
2025-02-01,221,10448.070829697113,9796.0650891126279,10800
2025-02-01,222,10450.701273769935,9855.067743128835,10800
2025-02-01,223,10459.023516694759,9868.5270100970483,10800
2025-02-01,224,10467.796881521654,9889.0764171216615,10800
2025-02-01,225,10475.009885781225,9926.2921120029314,10800
2025-02-01,226,10316.398891291743,9757.2413340502662,10779.777275784829
2025-02-01,227,10118.253981909282,9530.0236981548805,10712.78588993942
2025-02-01,228,9883.6356666772135,9244.7511479380319,10553.518886778618
2025-02-01,229,9608.2185997370871,8902.7859261398935,10339.444357936944
2025-02-01,230,9291.116284670099,8540.9225808222473,10094.921142173276
2025-02-01,231,8938.0881490188676,8147.0587751250951,9825.4499266408857
2025-02-01,232,8530.6496852725377,7715.1154662019626,9508.4995099255739
2025-02-01,233,9259.0590170803298,8465.1154662019617,10258.499509925574
2025-02-01,234,9960.2925905730463,9215.1154662019617,10800
2025-02-01,235,10433.179227127024,9958.4269677452885,10800
2025-02-01,236,10562.298543556186,10268.872973635824,10800
2025-02-01,237,10561.589837349024,10283.203092031972,10800
2025-02-01,238,10561.696701344037,10300.141800710551,10800
2025-02-01,239,10561.95971092895,10300.141800710551,10800
2025-02-01,240,10558.220123221126,10293.255428061779,10800
2025-02-01,241,10550.82618702637,10292.716815337706,10800
2025-02-01,242,10539.779143718688,10301.364142837019,10800
2025-02-01,243,10537.065334091943,10294.064058885926,10800
2025-02-01,244,10540.548187374714,10295.550991920705,10800
2025-02-01,245,10544.608499426893,10264.449050846059,10800
2025-02-01,246,10540.265258349689,10244.099566480589,10800
2025-02-01,247,10532.647278624665,10243.862489424329,10799.157430240668
2025-02-01,248,10542.764270454896,10243.862489424329,10800
2025-02-01,249,10551.668201440478,10245.989149758798,10800
2025-02-01,250,10558.993785137589,10266.092957430292,10800
2025-02-01,251,10548.206611761598,10266.092957430292,10800
2025-02-01,252,10535.670170269017,10250.734907491176,10798.513394679241
2025-02-01,253,10518.092756054013,10219.064484749895,10797.910835143142
2025-02-01,254,10505.354457583255,10201.972793835874,10799.361851220838
2025-02-01,255,10471.416166441293,10133.268894242827,10755.43801939787
2025-02-01,256,10133.603958183347,9750.5030643017944,10438.124202518537
2025-02-01,257,9335.4448340924064,8941.9515732905784,9675.9712766733446
2025-02-01,258,8537.5597822435902,8144.7770765981959,8874.9468439865377
2025-02-01,259,7738.5499118596808,7356.8852365832563,8062.8897875130915
2025-02-01,260,6932.5706109391031,6572.0031036454011,7273.5472715182423
2025-02-01,261,6123.1410306239886,5742.0947034335541,6483.5906284783196
2025-02-01,262,5314.5449857458498,4917.2163624205341,5685.8069357542972
2025-02-01,263,4513.1204752705607,4133.642106402167,4930.9095279041703
2025-02-01,264,3705.0194079684134,3319.281991569841,4144.4241027675316
2025-02-01,265,2896.8002629118141,2502.3540609409183,3347.2487282902534
2025-02-01,266,2144.0919833229905,1705.4667983257482,2556.2852631110454
2025-02-01,267,1435.9992786787057,1200,1760.7603755479681
2025-02-01,268,1415.6425395916001,1200,1740.2769780453953
2025-02-01,269,1413.2073976986951,1200,1739.1038487946551
2025-02-01,270,1412.2035781711554,1205.2140658191058,1720.6469174345089
2025-02-01,271,1419.4487271083142,1200,1719.4295267061495
2025-02-01,272,1409.1268758040835,1200,1720.3594362564472
2025-02-01,273,1382.191540560056,1200,1684.6679578355938
2025-02-01,274,1406.4822351397131,1200,1714.718388594878
2025-02-01,275,2145.3834760379978,1930.4054091850953,2464.718388594878
2025-02-01,276,2878.3450188041347,2661.0166413203151,3208.6939232491045
2025-02-01,277,2887.8617170700841,2637.2981432316474,3234.4047797221378
2025-02-01,278,3624.774956380596,3357.1261730985229,3984.4047797221378
2025-02-01,279,4360.3480310490804,4088.7845226511586,4731.4823532723503
2025-02-01,280,5092.0925912900193,4815.6307226476529,5481.4823532723503
2025-02-01,281,5823.0697494023261,5547.0323479664776,6231.4823532723503
2025-02-01,282,6140.297276914428,5842.4541158273314,6551.8761912673654
2025-02-01,283,6874.6678633326974,6574.5581002480058,7293.9141765791956
2025-02-01,284,7602.5900393306438,7312.8285965291489,8043.9141765791956
2025-02-01,285,8311.2186013575083,8057.4391952684337,8748.9765265813476
2025-02-01,286,8320.2600689325791,8092.5370889804335,8733.9707777084495
2025-02-01,287,8337.3102126825543,8100.8575738119789,8771.1980672933823
2025-02-01,288,9059.6358346201505,8819.9127178113413,9521.1980672933823
2025-02-01,289,9798.1917245118584,9558.7456839749429,10271.198067293382
2025-02-01,290,9804.4160459333398,9557.78033969018,10291.005131931466
2025-02-01,291,9805.7629119027897,9515.9360820667698,10280.098821347559
2025-02-01,292,9819.7910735099995,9532.2609618983988,10273.788874585984
2025-02-01,293,9837.7605415656381,9490.2443030795876,10294.961349609031
2025-02-01,294,9878.2115820099352,9539.9095592535741,10330.173593499643
2025-02-01,295,9914.8661762416177,9580.5570018057824,10358.246551305747
2025-02-01,296,9919.7619533160396,9617.2020766753594,10364.39752316796
2025-02-01,297,9911.9674427242408,9621.4729329832098,10354.17728367072
2025-02-01,298,9921.800499415418,9614.8366746275296,10361.838776505994
2025-02-01,299,9957.0186504675876,9635.3659136635015,10398.285377763428
2025-02-01,300,9978.5267494029649,9619.6612733025886,10409.512639865185
2025-02-01,301,9941.4092178195515,9541.7450331407854,10341.923581207111
2025-02-01,302,9935.6782068393077,9509.6278051316731,10338.183386626948
2025-02-01,303,9921.9926162238298,9509.6278051316731,10349.501240400949
2025-02-01,304,9923.3864291846894,9533.7892843115387,10357.035149999927
2025-02-01,305,9953.300695958902,9582.6548828337345,10363.284927954963
2025-02-01,306,9957.9058954572993,9603.6456680032879,10357.009684489693
2025-02-01,307,9947.6490324471124,9614.6389388671269,10352.821601518472
2025-02-01,308,9952.9541241589541,9647.3319888960305,10337.787163104013
2025-02-01,309,9966.0610684128242,9692.8172491185724,10353.876670342455
2025-02-01,310,9959.0557083573149,9639.5116591444275,10357.238463586305
2025-02-01,311,9929.710371901916,9595.2989607239215,10334.412467356075
2025-02-01,312,9892.2621157796748,9528.3059102254228,10309.042913350089
2025-02-01,313,9902.2574564358511,9496.3405932711485,10330.985854387331
2025-02-01,314,9916.1797134069202,9500.3256774130314,10342.406198945208
2025-02-01,315,9919.0006627490638,9503.1587553530353,10331.274045989685
2025-02-01,316,9923.8934455544932,9532.200108195153,10358.720012445248
2025-02-01,317,9920.5648244524564,9486.1328150130321,10407.471989162255
2025-02-01,318,9922.353212222326,9483.7414589358868,10424.421822967746
2025-02-01,319,9927.482847437821,9508.1206084400019,10427.114002088267
2025-02-01,320,9946.2043879451867,9524.835815814411,10420.947636566074
2025-02-01,321,10604.127990178262,10216.608785567207,10800
2025-02-01,322,10647.310771821472,10283.356443838036,10800
2025-02-01,323,10611.494940380275,10263.938865824734,10770.636089286698
2025-02-01,324,9709.9790447798514,9391.1038845152652,9872.5020013365356
2025-02-01,325,9716.2291290029116,9407.4959515896589,9878.0899432987135
2025-02-01,326,9694.9296619071392,9397.5891947556429,9886.4531278815048
2025-02-01,327,9670.9160953894952,9388.6986198206469,9865.8537186975318
2025-02-01,328,9659.6408295220081,9369.8552454497221,9847.8935088247108
2025-02-01,329,9671.2007888104872,9381.8212131705459,9882.81616133028
2025-02-01,330,9695.4321988077063,9398.3091654171803,9892.3944781898172
2025-02-01,331,9740.2535916304369,9454.6998930345162,9943.3033870749241
2025-02-01,332,9805.9810281582904,9501.2873039561782,10021.722534053035
2025-02-01,333,10504.707725258504,10165.756321458224,10767.3841093679
2025-02-01,334,10515.895485715857,10164.976977078664,10800
2025-02-01,335,9646.5379470461066,9337.318751537854,9953.3163491261294
2025-02-01,336,8747.8511183198152,8466.7191005783134,9031.9309826065946
2025-02-01,337,7931.4147303829523,7643.4287403694289,8227.3590909065588
2025-02-01,338,7160.1986320709666,6879.9385771178922,7518.8243777647094
2025-02-01,339,6445.4878753308421,6123.7558037796234,6874.1936776329858
2025-02-01,340,5787.4906808703154,5422.3298518545653,6245.5949501637187
2025-02-01,341,5174.8064934363501,4791.9562960231015,5597.119966635586
2025-02-01,342,4603.5332802751327,4145.4100556545764,5044.0972270046332
2025-02-01,343,4103.9153923038393,3560.7442409279761,4595.1289066736072
2025-02-01,344,3677.359695839993,3065.9243331975495,4225.3290918888943
2025-02-01,345,3445.7803060383294,2812.3690266306367,4054.8148209492442
2025-02-01,346,3091.2727079753076,2434.8975655488675,3765.0505186113296
2025-02-01,347,2795.3561151124895,2090.9664673745006,3584.245081862201
2025-02-01,348,2549.3433267319142,1829.5371949218991,3401.948016905154
2025-02-01,349,2346.0088353143301,1632.2116207915176,3252.3657369744205
2025-02-01,350,2177.5131659148005,1431.1694486519957,3168.4990380824515
2025-02-01,351,2019.1797350414058,1221.3877843611997,3073.8682898694251
2025-02-01,352,2020.5090714547271,1206.5211274816493,3116.9255616984174
2025-02-01,353,2736.0963682085116,1914.1386217881795,3856.0280714726932
2025-02-01,354,3452.4268224750122,2571.6396880965476,4573.3829559369933
2025-02-01,355,4165.7089627142313,3234.0902315044627,5300.407312543538
2025-02-01,356,4900.9144425550148,3956.2076574049106,6050.407312543538
2025-02-01,357,5618.3908260003436,4663.994816214502,6800.407312543538
2025-02-01,358,6338.0635515694676,5413.994816214502,7550.407312543538
2025-02-01,359,7063.9543168451974,6147.7351060189567,8300.4073125435389
2025-02-01,360,7788.9153632617381,6824.2615827524924,9050.4073125435389
2025-02-01,361,8485.0196414380898,7463.8172464622075,9800.4073125435389
2025-02-01,362,9213.7181206515033,8213.8172464622075,10550.407312543539
2025-02-01,363,9842.044168822551,8963.8172464622075,10800
2025-02-01,364,10383.896949614274,9703.1688447372107,10800
2025-02-01,365,10417.718614300209,9699.1463578496641,10800
2025-02-01,366,10437.652924358588,9699.1463578496641,10800
2025-02-01,367,10457.767194827931,9699.1463578496641,10800
2025-02-01,368,10468.145171291255,9645.2511655767994,10800
2025-02-01,369,10463.745209895136,9568.0176485781412,10800
2025-02-01,370,10323.504042458304,9334.6678137961699,10797.227224053391
2025-02-01,371,10143.535505503945,9089.5093661068404,10720.230162376782
2025-02-01,372,9931.3623637948785,8839.182427933476,10583.856941253945
2025-02-01,373,9677.6978686322927,8535.3738039279833,10398.118262570408
2025-02-01,374,9374.044901029938,8126.804454500043,10165.846384315637
2025-02-01,375,9021.1759236440921,7700.6382237648577,9896.1545640099066
2025-02-01,376,8622.9514535001708,7275.0037963694376,9578.1492501678367
2025-02-01,377,9357.1820361616883,8025.0037963694376,10328.149250167837
2025-02-01,378,10048.11463163285,8775.0037963694376,10800
2025-02-01,379,10482.330908101621,9525.0037963694376,10800
2025-02-01,380,10595.753109508887,9861.3136072232446,10800
2025-02-01,381,10601.843611718186,9891.4893704417536,10800
2025-02-01,382,10606.71607622804,9905.8397962942909,10800
2025-02-01,383,10608.369504840462,9936.399830197317,10800
2025-02-01,384,10608.822282085892,9991.0187821193613,10800
2025-02-01,385,10600.676189416779,10029.943098891708,10800
2025-02-01,386,10584.034760567059,10035.542858092786,10800
2025-02-01,387,10578.873100600282,10036.102683803865,10800
2025-02-01,388,10582.339061321818,10048.685832705834,10800
2025-02-01,389,10587.899654910882,10085.931848697994,10800
2025-02-01,390,10586.815179840438,10108.138165150875,10800
2025-02-01,391,10576.675229409491,10110.85147841525,10800
2025-02-01,392,10581.488162075382,10109.305688518201,10800
2025-02-01,393,10589.000930268854,10075.36275005381,10800
2025-02-01,394,10586.135949496489,10043.720830007582,10800
2025-02-01,395,10570.755686706216,10018.837288103517,10800
2025-02-01,396,10562.103728182265,10009.262481858726,10800
2025-02-01,397,10563.442114249565,9998.7450176081438,10800
2025-02-01,398,10552.372650304573,9977.235928399461,10798.966738479821
2025-02-01,399,10524.554107339514,9970.6395796078286,10800
2025-02-01,400,10184.792130856076,9643.8696228785302,10479.353535190483
2025-02-01,401,9393.8323364326861,8841.4018267279662,9687.8068991245982
2025-02-01,402,8596.2584726431305,8042.1672012543686,8897.0828112411746
2025-02-01,403,7792.0751834998864,7234.2770465468584,8104.2377141173129
2025-02-01,404,6983.73479888988,6402.5791140430492,7285.7568304747847
2025-02-01,405,6172.3103132959404,5578.6280254736885,6522.6097108248332
2025-02-01,406,5361.2964624464112,4755.3069494254787,5741.6051157382481
2025-02-01,407,4552.0581118850996,3913.9588857774315,4932.5676916238826
2025-02-01,408,3744.715920404356,3081.4917805166315,4127.9082613792852
2025-02-01,409,2938.959415782801,2252.2449843303812,3321.3096817619371
2025-02-01,410,2149.5844144233442,1417.591354549204,2524.3881889371032
2025-02-01,411,1446.5135271176348,1200,1724.5059521208825
2025-02-01,412,1426.5058732939108,1200,1712.7496508792726
