history_day,hour,complete_at_slot,initial_soc,delta,value,J_E,J_E_plus_delta,seconds
24,18,3708,6000,100,1.2100499999999739,47676.245802620499,47555.240802620501,0.013861790997907519
25,18,3852,6000,100,1.2134197079000295,53116.179670322563,52994.83769953256,0.015703083990956657
26,18,3996,6000,100,1.2134350289166469,55181.712003754845,55060.36850086318,0.014731083007063717
27,18,4140,6000,100,1.2134615818333259,51157.129015521678,51035.782857338345,0.015117750008357689
28,18,4284,6000,100,1.213379999999961,52691.178795448344,52569.840795448348,0.014631457990617491
29,18,4428,6000,100,1.2134700000000158,29385.38353567796,29264.036535677958,0.013049874993157573
143,0,20736,6000,100,0.39366000000001805,11211.689664820002,11172.32366482,0.012822998993215151
144,0,20880,6000,100,0.47166666666664242,29853.906576614136,29806.739909947471,0.013934165996033698
145,0,21024,6000,100,0.47544444444443795,32609.31210552893,32561.767661084486,0.013881125007173978
146,0,21168,6000,100,0.47433333333330663,30004.542859522771,29957.109526189441,0.01346512499731034
147,0,21312,6000,100,0.47544444444443795,31395.256215754504,31347.71177131006,0.013714916989556514
148,0,21456,6000,100,0.47544444444443795,32716.767010270931,32669.222565826487,0.04659516601532232
149,0,21600,6000,100,0.3938035791333459,11546.645595956667,11507.265238043332,0.012591708000400104
150,0,21744,6000,100,0.39402000000000043,11284.362940476252,11244.960940476252,0.01352791600220371
151,0,21888,6000,100,0.47544444444443795,43807.654813830231,43760.110369385788,0.01379149999411311
152,0,22032,6000,100,0.47544444444443795,42913.074212381536,42865.529767937092,0.013949416999821551
153,0,22176,6000,100,0.47544444444443795,42275.570042586914,42228.025598142471,0.015201082991552539
154,0,22320,6000,100,0.47544444444443795,42722.917552886065,42675.373108441621,0.014031209007953294
155,0,22464,6000,100,0.47544444444443795,44058.612757872012,44011.068313427568,0.013757541993982159
156,0,22608,6000,100,0.39501000000000203,18551.187403826665,18511.686403826665,0.013286917004734278
157,0,22752,6000,100,0.39501000000003844,17546.255365655001,17506.754365654997,0.013704625001992099
158,0,22896,6000,100,0.47544444444443795,40451.177254926108,40403.632810481664,0.015220791014144197
159,0,23040,6000,100,0.47544444444443795,44282.032186650555,44234.487742206111,0.014717498983372934
160,0,23184,6000,100,0.47544444444443795,44371.258330257224,44323.71388581278,0.014038958004675806
161,0,23328,6000,100,0.47544444444443795,48121.283655191321,48073.739210746877,0.013564416993176565
162,0,23472,6000,100,0.47544444444443795,45355.372148202652,45307.827703758208,0.014144584012683481
163,0,23616,6000,100,0.39501000000003844,17407.946469380004,17368.44546938,0.013462417002301663
164,0,23760,6000,100,0.39401999999998227,17328.516202224997,17289.114202224999,0.013456001004669815
165,0,23904,6000,100,0.47544444444451073,43615.517635643337,43567.973191198886,0.014331957994727418
166,0,24048,6000,100,0.47544444444443795,45338.486803365151,45290.942358920707,0.014176208002027124
167,0,24192,6000,100,0.47544444444443795,46751.048120841544,46703.5036763971,0.014204582999809645
168,0,24336,6000,100,0.47544444444443795,43808.432289542608,43760.887845098165,0.030960957985371351
169,0,24480,6000,100,0.47544444444443795,42436.529000236209,42388.984555791765,0.014909042001818307
170,0,24624,6000,100,0.39402000000001863,16118.576618488332,16079.17461848833,0.013160540998796932
142,6,20628,6000,100,0,13023.607831849524,13023.607831849524,0.012704334003501572
143,6,20772,6000,100,0,15441.164784871216,15441.164784871216,0.012519500989583321
144,6,20916,6000,100,0.52641710022780897,29734.650481541343,29682.008771518562,0.012704790991847403
145,6,21060,6000,100,0.75006000000001227,33136.149953365923,33061.143953365921,0.013336874995729886
146,6,21204,6000,100,0.687960000000021,30110.323752180964,30041.527752180962,0.012869291982497089
147,6,21348,6000,100,0.75006000000001227,31789.321828256707,31714.315828256706,0.012833167013013735
148,6,21492,6000,100,0.75978000000002799,30541.634724476811,30465.656724476808,0.012262417003512383
149,6,21636,6000,100,0,13245.729510182509,13245.729510182509,0.012025249990983866
150,6,21780,6000,100,0,16060.640421304772,16060.640421304772,0.012825458004954271
151,6,21924,6000,100,0.78822000000000114,44904.106649231289,44825.284649231289,0.013800209009787068
152,6,22068,6000,100,0.7740899999999965,43905.155755660468,43827.746755660468,0.013868500012904406
153,6,22212,6000,100,0.78822000000000114,43547.731963099461,43468.909963099461,0.01456650099135004
154,6,22356,6000,100,0.76655555555560573,43557.430159099931,43480.774603544371,0.013388501000008546
155,6,22500,6000,100,0.78273522593342937,42414.37694987905,42336.103427285707,0.014019999012816697
156,6,22644,6000,100,0,19860.800085726649,19860.800085726649,0.0126181659870781
157,6,22788,6000,100,0,21338.130751105557,21338.130751105557,0.013017707984545268
158,6,22932,6000,100,0.75006000000001227,41077.257649736996,41002.251649736994,0.014873375024762936
159,6,23076,6000,100,0.77408393884994442,45193.355094648374,45115.946700763379,0.049766707990784198
160,6,23220,6000,100,0.78822000000000114,45412.959215854673,45334.137215854673,0.013458083994919434
161,6,23364,6000,100,0.84797999999995222,49348.039096175802,49263.241096175807,0.01368795899907127
162,6,23508,6000,100,0.78822000000000114,43716.132946874575,43637.310946874575,0.013565458008088171
163,6,23652,6000,100,0,18761.191822327077,18761.191822327077,0.012894416999188252
164,6,23796,6000,100,0,21135.563788017716,21135.563788017716,0.012737873999867588
165,6,23940,6000,100,0.78831000000005591,45062.058115602485,44983.22711560248,0.013707499994779937
166,6,24084,6000,100,0.78831000000005591,46336.787051129417,46257.956051129411,0.013339416007511318
167,6,24228,6000,100,0.78822000000000114,47709.240013678806,47630.418013678805,0.013746873984928243
168,6,24372,6000,100,0.7740899999999965,45011.373435268419,44933.964435268419,0.013628332992084324
169,6,24516,6000,100,0.78822000000000114,40630.45052740736,40551.62852740736,0.014366874995175749
142,12,20664,6000,100,0,13277.2229820594,13277.2229820594,0.013081540993880481
143,12,20808,6000,100,0,17692.702331105786,17692.702331105786,0.01227654202375561
144,12,20952,6000,100,0.45699999999997087,32513.526426002656,32467.826426002659,0.012664750014664605
145,12,21096,6000,100,0.49920776195551297,32682.371850633699,32632.451074438148,0.012625915987882763
146,12,21240,6000,100,0.4901111111111095,32310.87528350584,32261.864172394729,0.012688042013905942
147,12,21384,6000,100,0,32549.221784774134,32549.221784774134,0.012562874995637685
148,12,21528,6000,100,0.4901111111111095,27983.471143331255,27934.460032220144,0.012106167007004842
149,12,21672,6000,100,0,13677.053386760699,13677.053386760699,0.011911626017536037
150,12,21816,6000,100,0,20351.992002227584,20351.992002227584,0.012667834002058953
151,12,21960,6000,100,0.80188888888893417,43285.291686564968,43205.102797676074,0.013222166016930714
152,12,22104,6000,100,0.80188888888886145,44923.461810585119,44843.272921696233,0.013335083000129089
153,12,22248,6000,100,0.74377777777779552,41979.795815374964,41905.418037597185,0.014476208001724444
154,12,22392,6000,100,0.80188888888893417,43962.836903795716,43882.648014906823,0.013097707997076213
155,12,22536,6000,100,0.80188888888893417,38030.820204361313,37950.631315472419,0.012611625003046356
156,12,22680,6000,100,0.4901111111111095,20870.52687727601,20821.515766164899,0.012601041991729289
157,12,22824,6000,100,0.45700000000000729,24325.613513639579,24279.913513639578,0.012575540997204371
158,12,22968,6000,100,0.80188888888886145,43121.902892704915,43041.714003816029,0.01436124999599997
159,12,23112,6000,100,0.80188888888893417,44734.968057708247,44654.779168819354,0.013469915997120552
160,12,23256,6000,100,0.80188888888893417,46572.647720922716,46492.458832033823,0.013215498998761177
161,12,23400,6000,100,0.81233999999996742,46131.834372576668,46050.600372576671,0.012721040999167599
162,12,23544,6000,100,0.81234000000004014,39654.79610038214,39573.562100382136,0.013061790989013389
163,12,23688,6000,100,0,19324.814484469054,19324.814484469054,0.012446874010493048
164,12,23832,6000,100,0,25274.256849054997,25274.256849054997,0.012343833994236775
165,12,23976,6000,100,0.81200000000004369,44446.314126274818,44365.114126274813,0.013549916999181733
166,12,24120,6000,100,0.81199999999997086,44903.642039288745,44822.442039288748,0.013182583992602304
167,12,24264,6000,100,0.81233999999996742,46440.561196976669,46359.327196976672,0.013207791009335779
168,12,24408,6000,100,0.80188888888886145,44255.456107689701,44175.267218800815,0.013227167000877671
169,12,24552,6000,100,0.74377777777786835,36285.588716551109,36211.210938773322,0.013870832990505733
142,18,20700,6000,100,1.2119399999999587,17414.0908461094,17292.896846109405,0.013649293017806485
143,18,20844,6000,100,1.2119399999999951,22235.803563327449,22114.609563327449,0.013561084007960744
144,18,20988,6000,100,1.2134700000000158,32832.461299086666,32711.114299086665,0.013375291004194878
145,18,21132,6000,100,1.2134700000000158,30221.721496368147,30100.374496368146,0.013783833011984825
146,18,21276,6000,100,1.2134699999999794,31807.267019649807,31685.92001964981,0.013144041993655264
147,18,21420,6000,100,1.2134700000000158,32502.881860990779,32381.534860990778,0.013078749994747341
148,18,21564,6000,100,1.2134700000000158,25728.500322292923,25607.153322292921,0.012201042001834139
149,18,21708,6000,100,1.2119399999999951,17384.807903562363,17263.613903562364,0.012369083007797599
150,18,21852,6000,100,1.2119399999999587,32104.258918370189,31983.064918370193,0.014618290995713323
151,18,21996,6000,100,1.213469999999943,42759.905336589873,42638.558336589878,0.014287916987086646
152,18,22140,6000,100,1.2134700000000884,41891.078348310133,41769.731348310124,0.0139294590044301
153,18,22284,6000,100,1.2134700000000158,42597.258593472077,42475.911593472076,0.015654832997824997
154,18,22428,6000,100,1.2134700000000884,43534.411247323194,43413.064247323186,0.013742541981628165
155,18,22572,6000,100,1.2134699999999794,30040.3903396366,29919.043339636602,0.011668417995679192
156,18,22716,6000,100,1.2125700000000144,21774.31619358934,21653.059193589339,0.012654208010644652
157,18,22860,6000,100,1.2130439179499808,32112.287670674323,31990.983278879325,0.014548500010278076
158,18,23004,6000,100,1.2134700000000158,43895.728859093899,43774.381859093897,0.015598959013004787
159,18,23148,6000,100,1.2134700000000158,44142.380340682219,44021.033340682217,0.014299292000941932
160,18,23292,6000,100,1.213469999999943,47815.721332604917,47694.374332604923,0.014219916993170045
161,18,23436,6000,100,1.2134700000000158,45111.64989932593,44990.302899325929,0.013685333004104905
162,18,23580,6000,100,1.2134700000000158,29582.499680675472,29461.15268067547,0.012201833000290208
163,18,23724,6000,100,1.2128616968999995,21268.733906367386,21147.447736677386,0.01247541701013688
164,18,23868,6000,100,1.2128145956999652,35570.657068960005,35449.375609390008,0.014452708986937068
165,18,24012,6000,100,1.2134700000000158,44853.025377838669,44731.678377838667,0.014703333989018574
166,18,24156,6000,100,1.2134700000000158,45916.805053373333,45795.458053373331,0.013436042005196214
167,18,24300,6000,100,1.2134700000000158,44005.977252885954,43884.630252885952,0.013836708007147536
168,18,24444,6000,100,1.213469999999943,41970.627597742881,41849.280597742887,0.014085415998124518
169,18,24588,6000,100,1.2134700000000158,29166.621474578787,29045.274474578786,0.013808624993544072
326,0,47088,6000,100,0.47544444444443795,47715.381755266048,47667.837310821604,0.015097791998414323
327,0,47232,6000,100,0.47544444444443795,46833.687405748526,46786.142961304082,0.014703875000122935
328,0,47376,6000,100,0.47544444444451073,48167.228587028258,48119.684142583807,0.014814082984230481
329,0,47520,6000,100,0.47544444444443795,48665.701590064382,48618.157145619938,0.01461337399086915
330,0,47664,6000,100,0.47544444444451073,48096.403588554655,48048.859144110203,0.014215167000656947
331,0,47808,6000,100,0.47433333333334304,16687.995331840553,16640.561998507219,0.050758500001393259
332,0,47952,6000,100,0.47466666666667151,17766.478947296728,17719.012280630061,0.013430250983219594
333,0,48096,6000,100,0.47544444444443795,51176.941756704822,51129.397312260378,0.014648916985606775
334,0,48240,6000,100,0.47544444444443795,55596.30375681333,55548.759312368886,0.015234000005875714
335,0,48384,6000,100,0.47544444444443795,57379.521201118019,57331.976756673575,0.014385791000677273
336,0,48528,6000,100,0.47544444444443795,55804.349468821652,55756.805024377209,0.014685373986139894
337,0,48672,6000,100,0.47544444444443795,56048.181200198356,56000.636755753912,0.01446999998006504
338,0,48816,6000,100,0.47544444444443795,21253.03330568222,21205.488861237776,0.012825415993575007
339,0,48960,6000,100,0.47544444444443795,22416.728463463889,22369.184019019445,0.013069623993942514
340,0,49104,6000,100,0.47544444444443795,56532.544847697034,56485.00040325259,0.015457583009265363
341,0,49248,6000,100,0.47544444444443795,56527.449739851618,56479.905295407174,0.014734832991962321
342,0,49392,6000,100,0.47544444444443795,56685.226638603759,56637.682194159315,0.014730125010828488
343,0,49536,6000,100,0.47544444444451073,56780.771160836557,56733.226716392106,0.015525583003181964
344,0,49680,6000,100,0.47544444444443795,55274.254499979994,55226.71005553555,0.014872666986775585
345,0,49824,6000,100,0.47544444444443795,22377.073168010495,22329.528723566051,0.012782874997355975
346,0,49968,6000,100,0.47544444444443795,22445.556147030864,22398.01170258642,0.012380333995679393
347,0,50112,6000,100,0.47544444444443795,57382.010234954942,57334.465790510498,0.014596458000596613
348,0,50256,6000,100,0.47544444444443795,57686.276714497442,57638.732270052999,0.014890291000483558
349,0,50400,6000,100,0.47544444444443795,57754.064471856676,57706.520027412233,0.030729083009646274
350,0,50544,6000,100,0.47544444444443795,56669.424922630475,56621.880478186031,0.015260915999533609
351,0,50688,6000,100,0.47544444444443795,56567.70813196111,56520.163687516666,0.013528333001886494
352,0,50832,6000,100,0.47544444444447437,22191.968634400066,22144.424189955618,0.012760166981024668
353,0,50976,6000,100,0.47544444444443795,22070.232038975741,22022.687594531297,0.012696624995442107
325,6,46980,6000,100,0.7174799999999959,19285.9255102034,19214.177510203401,0.015591458010021597
326,6,47124,6000,100,0.88577777777769373,49109.339063963846,49020.761286186076,0.014992250988143496
327,6,47268,6000,100,0.84933333333334304,48097.364554563042,48012.431221229708,0.014227749998099171
328,6,47412,6000,100,0.88577777777783917,49472.682190943444,49384.10441316566,0.015653915994334966
329,6,47556,6000,100,0.88577777777769373,50108.216805358185,50019.639027580415,0.014566167010343634
330,6,47700,6000,100,0.86120999999999182,46907.878782413623,46821.757782413624,0.014224416008801199
331,6,47844,6000,100,0.72375937200002227,16850.08584305078,16777.709905850777,0.012730166999972425
332,6,47988,6000,100,0.72827999999997706,20724.455955851645,20651.627955851647,0.013380333999521099
333,6,48132,6000,100,0.88577777777776645,53761.025272168685,53672.447494390908,0.01467279098869767
334,6,48276,6000,100,0.89297999999995226,57027.864274127081,56938.566274127086,0.014910541998688132
335,6,48420,6000,100,0.89298000000002498,58831.233997419338,58741.935997419336,0.049619334007729776
336,6,48564,6000,100,0.89297999999995226,57407.913131548812,57318.615131548817,0.014926708012353629
337,6,48708,6000,100,0.8969602784999734,54779.074818466499,54689.378790616502,0.014447124995058402
338,6,48852,6000,100,0.76655555555556931,22325.475894292733,22248.820338737176,0.012385167006868869
339,6,48996,6000,100,0.76655555555556931,25973.674859274506,25897.019303718949,0.013677957991603762
340,6,49140,6000,100,0.89272443754998676,58002.757388753402,57913.484944998403,0.014630000005126931
341,6,49284,6000,100,0.89295658410002943,57949.562043566613,57860.26638515661,0.014389625997864641
342,6,49428,6000,100,0.89297999999995226,58188.418375002213,58099.120375002218,0.014417083992157131
343,6,49572,6000,100,0.89289421999994378,58193.761529433788,58104.472107433794,0.015574250006466173
344,6,49716,6000,100,0.89298000000002498,54226.490615186893,54137.19261518689,0.013827625007252209
345,6,49860,6000,100,0.76655555555556931,23382.43777190286,23305.782216347303,0.013185749994590878
346,6,50004,6000,100,0.76655555555556931,25870.130385127635,25793.474829572078,0.013705666991882026
347,6,50148,6000,100,0.89297999999995226,58983.945183447555,58894.64718344756,0.014256167007260956
348,6,50292,6000,100,0.89297999999995226,59211.802146805574,59122.504146805579,0.014549332991009578
349,6,50436,6000,100,0.89792999999997847,59331.170500655775,59241.377500655777,0.014448334011831321
350,6,50580,6000,100,0.89298000000002498,58177.028621705598,58087.730621705596,0.015362707985332236
351,6,50724,6000,100,0.89724850141668866,55364.522564624036,55274.797714482367,0.013883916995837353
352,6,50868,6000,100,0.76655555555556931,23193.997807250722,23117.342251695165,0.012739583005895838
325,12,47016,6000,100,0,29276.794748821667,29276.794748821667,0.014720374994794838
326,12,47160,6000,100,0.80188888888886145,45827.048364592469,45746.859475703583,0.014510916997096501
327,12,47304,6000,100,0.81200000000004369,48305.103074320381,48223.903074320377,0.014087416013353504
328,12,47448,6000,100,0.81200000000004369,48022.456244640372,47941.256244640368,0.015103458004887216
329,12,47592,6000,100,0.81199999999997086,47744.566753350286,47663.366753350288,0.01441116699425038
330,12,47736,6000,100,0.81202194079814949,38916.814520506487,38835.612326426672,0.013455334003083408
331,12,47880,6000,100,0,18862.409868489831,18862.409868489831,0.012707166999462061
332,12,48024,6000,100,0.49588888888887594,30355.165223019998,30305.57633413111,0.013382874996750616
333,12,48168,6000,100,0.83711111111115311,54469.530328932335,54385.819217821219,0.014741791994310915
334,12,48312,6000,100,0.83711111111108039,56569.518581770659,56485.807470659551,0.014719625003635883
335,12,48456,6000,100,0.83711111111108039,55715.686268413025,55631.975157301917,0.013941416997113265
336,12,48600,6000,100,0.83711111111108039,56586.486117748311,56502.775006637203,0.015636833006283268
337,12,48744,6000,100,0.83711111111108039,43007.391149941497,42923.680038830389,0.013484082999639213
338,12,48888,6000,100,0.5790232889666731,22844.596892422531,22786.694563525863,0.013004250999074429
339,12,49032,6000,100,0.50566666666665694,34871.976797028328,34821.410130361663,0.013659959004144184
340,12,49176,6000,100,0.83711111111115311,56480.130902622041,56396.419791510925,0.01421466599276755
341,12,49320,6000,100,0.83711111111115311,56328.915759751631,56245.204648640516,0.014426749999984168
342,12,49464,6000,100,0.84383999999998194,56462.43916854835,56378.055168548352,0.015374290989711881
343,12,49608,6000,100,0.83711111111115311,56607.507832068222,56523.796720957107,0.014290791994426399
344,12,49752,6000,100,0.83711111111115311,42877.206219504878,42793.495108393763,0.01387429099122528
345,12,49896,6000,100,0.63133333333331398,23307.273829053334,23244.140495720003,0.012562458010506816
346,12,50040,6000,100,0.7333333333333576,36073.847106037094,36000.513772703758,0.013242041997727938
347,12,50184,6000,100,0.83711111111108039,57976.139399538275,57892.428288427167,0.014703082997584715
348,12,50328,6000,100,0.83711111111115311,57523.544006830787,57439.832895719672,0.014923833994544111
349,12,50472,6000,100,0.83711111111115311,56644.594323640733,56560.883212529618,0.015495166997425258
