date,method,actual_cost_yuan,empirical_expected_cost_yuan,emergency_kwh
2025-02-25,point_forecast,60442.973280286722,61677.57505368103,735.65764921595155
2025-02-25,conditional_empirical_mean,61283.445085766922,62935.561827608617,1337.3895950308624
2025-02-25,empirical_Q80,60701.383534461143,60937.190963789246,394.78753874380868
2025-02-26,point_forecast,61273.42165493354,61315.374544443264,891.59289359207264
2025-02-26,conditional_empirical_mean,63073.649867746579,62601.406681247405,1697.6390352253973
2025-02-26,empirical_Q80,61112.252345064044,60680.984985659932,505.56372980480376
2025-02-27,point_forecast,61590.407444007877,60647.023250174592,944.82949212448079
2025-02-27,conditional_empirical_mean,64492.975839737017,61890.915713339797,1872.1636055083236
2025-02-27,empirical_Q80,60823.100588105168,59991.863543413179,511.26554021335744
2025-02-28,point_forecast,32379.710104609123,32592.979076890137,540.3714937093273
2025-02-28,conditional_empirical_mean,32919.137902509057,33236.916319589822,919.92795525479198
2025-02-28,empirical_Q80,31972.280950582961,32194.031842971581,213.978308588885
2025-03-01,point_forecast,32470.345934213718,32376.662021862459,463.31122379882254
2025-03-01,conditional_empirical_mean,33343.238589257482,32994.246610156835,860.88788194541235
2025-03-01,empirical_Q80,32494.953462093734,31969.517368009911,311.07607074344372
2025-03-02,point_forecast,71793.723621554862,59996.559670541232,3421.2881181501739
2025-03-02,conditional_empirical_mean,73969.522076522873,61142.021473874491,4192.6040045506061
2025-03-02,empirical_Q80,69686.350259121406,59334.311917419793,2695.8656136192999
2025-03-03,point_forecast,72482.543818928127,60645.715808425848,3564.5008399748863
2025-03-03,conditional_empirical_mean,75342.929236529541,61687.135269565806,4477.9248493813166
2025-03-03,empirical_Q80,69427.983132036868,59856.010019074718,2569.5947581130949
2025-03-04,point_forecast,61475.789858321696,61763.035316560847,1143.8470735211254
2025-03-04,conditional_empirical_mean,62922.724094391015,62701.172830820942,1682.891132965123
2025-03-04,empirical_Q80,60579.950900703472,60801.084894640866,514.32579919441628
2025-03-05,point_forecast,59454.067435941601,61874.543211542339,573.15495752086565
2025-03-05,conditional_empirical_mean,59103.646182592784,62785.522463104782,717.18324271033214
2025-03-05,empirical_Q80,59519.217878630487,60877.073431635719,216.59413432248982
2025-03-06,point_forecast,59011.451752938541,61613.606295803416,671.38559229972918
2025-03-06,conditional_empirical_mean,59771.801518667882,62562.376330893872,1136.5701745479039
2025-03-06,empirical_Q80,59144.068684534934,60635.313228710336,240.33653281598225
2025-03-07,point_forecast,30848.633659495223,32377.681030379132,257.46741166776866
2025-03-07,conditional_empirical_mean,30745.775741064557,32892.552281050121,421.63607132424568
2025-03-07,empirical_Q80,31017.597135364027,31836.025263266252,64.232595997943037
2025-03-08,point_forecast,30808.398967790225,31334.640306272046,605.75927945516401
2025-03-08,conditional_empirical_mean,31640.464543376216,31840.789323779507,1032.5117386570337
2025-03-08,empirical_Q80,30748.572674771443,30781.291772258497,254.72865943535982
2025-03-09,point_forecast,59310.734502016705,59497.409284406589,1185.4460773565629
2025-03-09,conditional_empirical_mean,60739.12699364873,60467.952450581099,1758.6066118241149
2025-03-09,empirical_Q80,59038.281909866288,58604.625949131107,648.07066669640005
2025-03-10,point_forecast,61384.590342053183,59208.790045415233,1687.3824566836647
2025-03-10,conditional_empirical_mean,63638.462913463984,60195.294022958573,2432.1857548230128
2025-03-10,empirical_Q80,59456.090894165834,58368.497085235547,783.15431965958032
2025-03-11,point_forecast,58916.775761066048,58954.58629612709,1207.5089515386487
2025-03-11,conditional_empirical_mean,60417.087204555894,59892.874416933904,1839.0953728347286
2025-03-11,empirical_Q80,58336.870764457686,58039.644673263683,605.98540532650168
2025-03-12,point_forecast,57185.048508196545,58691.762888022145,960.72641342758584
2025-03-12,conditional_empirical_mean,58217.433314998198,59609.55723474847,1454.8576854280718
2025-03-12,empirical_Q80,57358.306365231649,57748.907493686704,467.76291511703198
2025-03-13,point_forecast,63498.412548663931,58260.642478329479,2230.8902649209513
2025-03-13,conditional_empirical_mean,64406.661173897439,59162.770560355333,2653.0215756353164
2025-03-13,empirical_Q80,62468.219222140833,57363.834491108893,1592.0219191839356
2025-03-14,point_forecast,30055.049233287369,30796.321901359697,506.82877482369395
2025-03-14,conditional_empirical_mean,30524.278211257872,31228.874222127633,744.12723178401347
2025-03-14,empirical_Q80,29834.842419205725,30189.678338130536,147.77544933620069
2025-03-15,point_forecast,31398.821317997619,30633.91796811578,895.51340422341229
2025-03-15,conditional_empirical_mean,32170.989651457825,31074.60497340186,1235.4174843734593
2025-03-15,empirical_Q80,30534.245489112625,30043.924279953677,388.15338740404979
2025-03-16,point_forecast,58791.518644155112,57991.84660954283,1515.273610558457
2025-03-16,conditional_empirical_mean,60510.926512019651,58731.645358496273,2095.621855718
2025-03-16,empirical_Q80,57869.71660200879,56953.150113474439,767.76534342964942
2025-03-17,point_forecast,55076.196812687529,58055.771283330927,522.63584654342105
2025-03-17,conditional_empirical_mean,55226.121013646785,58791.628377987763,711.57538657918212
2025-03-17,empirical_Q80,55719.043418861111,57056.509588384062,211.56607439730305
2025-03-18,point_forecast,59242.621437261718,57157.601580914205,1587.7981639975969
2025-03-18,conditional_empirical_mean,60410.750511447484,57881.279131275449,1984.1145298946453
2025-03-18,empirical_Q80,57954.291303527767,56222.546753113274,852.61229609623854
2025-03-19,point_forecast,56819.142183179079,57419.399961828123,986.13995613862141
2025-03-19,conditional_empirical_mean,57998.41627890963,58132.739706020322,1388.2302724915326
2025-03-19,empirical_Q80,55791.211025663579,56429.819528816093,351.53114631489552
2025-03-20,point_forecast,57530.693657876662,57167.110376191944,1318.592281944957
2025-03-20,conditional_empirical_mean,59148.16259385673,57947.078585062038,1857.279996848155
2025-03-20,empirical_Q80,56253.986020238073,56223.941850604038,575.55368437184984
2025-03-21,point_forecast,30037.916865537958,30136.384561498213,709.28418358722774
2025-03-21,conditional_empirical_mean,30448.955624843955,30580.799209837001,972.66139495319089
2025-03-21,empirical_Q80,29603.085695053353,29575.829907725718,284.37279483587542
2025-03-22,point_forecast,28726.269185093413,30199.031961811852,392.10132451147518
2025-03-22,conditional_empirical_mean,28853.223338876214,30621.543451103033,567.87566518001836
2025-03-22,empirical_Q80,29016.385472853231,29634.676923404928,130.02362217821297
2025-03-23,point_forecast,57078.213406013943,56064.782596207478,1302.892816748147
2025-03-23,conditional_empirical_mean,57708.239538313748,56827.556313042005,1614.4440660341838
2025-03-23,empirical_Q80,55395.126261272009,55143.200793796452,533.55797569018978
2025-03-24,point_forecast,55339.691850814896,55914.392280319946,1176.4355507694038
2025-03-24,conditional_empirical_mean,56852.888027981971,56688.036946169799,1723.537897253525
2025-03-24,empirical_Q80,54845.418414307758,54941.104241198685,537.12655704605913
2025-03-25,point_forecast,57868.457516069386,56010.410263984901,1700.4924103947201
2025-03-25,conditional_empirical_mean,59256.108484290198,56786.212757732654,2226.7510241314558
2025-03-25,empirical_Q80,56034.324013554491,55003.23505369234,751.43378130044073
2025-03-26,point_forecast,53692.906136143094,56073.599989478222,739.93765357112738
2025-03-26,conditional_empirical_mean,54428.63050798609,56782.629581565896,1071.373967844246
2025-03-26,empirical_Q80,53797.111804871573,54984.590120396133,228.58505883305293
2025-03-27,point_forecast,54622.43402086135,55681.166187163624,1078.9980741982786
2025-03-27,conditional_empirical_mean,55678.680320733314,56369.981969715489,1486.8797822344704
2025-03-27,empirical_Q80,54315.720570134516,54620.800858200622,466.01123939325305
2025-03-28,point_forecast,29200.729368968867,29596.377403738581,618.86969873694898
2025-03-28,conditional_empirical_mean,29207.204551957599,29989.74914064155,740.65799635886333
2025-03-28,empirical_Q80,29200.029887300778,29012.693938520508,305.3857716254646
2025-03-29,point_forecast,29228.025321433532,29381.068651711477,574.41743638988282
2025-03-29,conditional_empirical_mean,29786.784374670726,29780.372047518475,812.61236516606107
2025-03-29,empirical_Q80,28709.62481672877,28810.201803845473,188.25466121662521
2025-03-30,point_forecast,53629.131166252453,54550.749645894015,957.75940301733033
2025-03-30,conditional_empirical_mean,53930.506889640747,55262.854582304783,1162.5504035130086
2025-03-30,empirical_Q80,53624.580683063861,53629.685312810005,439.70083857956394
2025-03-31,point_forecast,54827.282902240528,54239.10436251184,1216.1655204640347
2025-03-31,conditional_empirical_mean,55494.215307661092,54912.328739695273,1532.0474262107425
2025-03-31,empirical_Q80,54523.719845324551,53356.727218388238,657.56248923790145
2025-04-01,point_forecast,55343.843755748487,53852.637535495021,1425.7781008094876
2025-04-01,conditional_empirical_mean,55896.536030916301,54579.63124475826,1725.5795121877063
2025-04-01,empirical_Q80,53706.855701760316,53057.890503278366,539.54289855260777
2025-04-02,point_forecast,62048.790462426667,53464.166087384205,2764.9143890029468
2025-04-02,conditional_empirical_mean,63004.837804961266,54171.990491529024,3088.9764790762242
2025-04-02,empirical_Q80,59954.548770097397,52646.575502360669,1819.2608605223932
2025-04-03,point_forecast,54684.643035300294,54161.186757838026,1278.3592922876358
2025-04-03,conditional_empirical_mean,56732.775779237883,54760.952366950951,1845.5452903025252
2025-04-03,empirical_Q80,52947.026622891965,53164.626295805843,357.56760841721064
2025-04-04,point_forecast,28083.291357812581,29126.105982657118,459.18572504079134
2025-04-04,conditional_empirical_mean,27994.885078573607,29367.472705393127,505.18839575707261
2025-04-04,empirical_Q80,27994.615440294543,28445.999292965211,110.30837097022362
2025-04-05,point_forecast,28107.209837856004,29004.721778431351,545.29315576620729
2025-04-05,conditional_empirical_mean,28353.443797232874,29214.096467395575,653.83535433046336
2025-04-05,empirical_Q80,28029.539620915428,28305.365421745493,166.62510251769447
2025-04-06,point_forecast,53119.546851640276,53854.90628350748,1016.4242555614154
2025-04-06,conditional_empirical_mean,53740.845948206159,54279.170074803107,1242.9016702237031
2025-04-06,empirical_Q80,52133.546647586161,52752.601838313363,297.12028762447352
2025-04-07,point_forecast,51012.347339710366,53637.62665157795,705.81487591520784
2025-04-07,conditional_empirical_mean,50910.252265873714,54059.819226281885,774.16319128366672
2025-04-07,empirical_Q80,51191.728257192575,52547.743988688984,170.77912147661993
2025-04-08,point_forecast,55158.8584700348,53460.557295341161,1432.2538145154058
2025-04-08,conditional_empirical_mean,57012.008658178143,53940.041144106355,1951.1431758671729
2025-04-08,empirical_Q80,53840.923000697032,52468.977877954108,688.91070420316487
2025-04-09,point_forecast,55064.141981854889,53596.215653309686,1529.7721055312559
2025-04-09,conditional_empirical_mean,55866.402862732051,54059.331405906123,1827.2049711311697
2025-04-09,empirical_Q80,53388.094761706911,52613.543153142702,670.62678378166038
2025-04-10,point_forecast,54760.826276431195,53390.353880386436,1382.7014078978632
2025-04-10,conditional_empirical_mean,55437.348438857756,53825.331120430033,1635.7089082365626
2025-04-10,empirical_Q80,54067.539917752998,52356.124736201622,760.56319259781549
2025-04-11,point_forecast,28101.916098354181,28306.139595586978,657.96505555127965
2025-04-11,conditional_empirical_mean,28545.039242227504,28531.715207316054,808.19301258375583
2025-04-11,empirical_Q80,27770.767467441598,27681.313834127352,244.75518502282341
2025-04-12,point_forecast,27284.826884129699,28224.143329024693,412.23200623352369
2025-04-12,conditional_empirical_mean,27425.237124488445,28438.323203339223,512.89640087822181
2025-04-12,empirical_Q80,27338.270143252295,27598.330189255634,162.57558809628767
2025-04-13,point_forecast,52758.870558203605,52404.040870554796,1087.0440760591814
2025-04-13,conditional_empirical_mean,54114.892474330612,52926.535082773902,1494.578794290635
2025-04-13,empirical_Q80,52061.345939690567,51446.465445023248,510.65946321076171
2025-04-14,point_forecast,51746.154831264648,52137.087052600073,1006.5215798953748
2025-04-14,conditional_empirical_mean,51960.686581948772,52652.063751692316,1177.1763168116408
2025-04-14,empirical_Q80,51066.929636740824,51187.793458643057,385.51990530545652
2025-04-15,point_forecast,50595.835547545343,52478.025224722784,618.97032595376731
2025-04-15,conditional_empirical_mean,51111.028611419591,52945.505486908951,867.18092163360859
2025-04-15,empirical_Q80,50269.330384935631,51469.461828873835,115.5722340474822
2025-04-16,point_forecast,52351.411204393822,51656.087190894701,1328.0861350902035
2025-04-16,conditional_empirical_mean,53223.06764910058,52212.263620774298,1655.8709938996144
2025-04-16,empirical_Q80,50835.801627167588,50715.889666366435,452.81550809656983
2025-04-17,point_forecast,50937.888434045577,51458.004267914956,866.60747362611846
2025-04-17,conditional_empirical_mean,52232.919038901469,51982.57140304226,1254.7026254915286
2025-04-17,empirical_Q80,50003.365842503699,50489.22143799012,246.60296775129621
2025-04-18,point_forecast,26500.64591263804,27718.273710042802,441.82296569706648
2025-04-18,conditional_empirical_mean,26329.022601313525,27953.797919691904,471.3300792760146
2025-04-18,empirical_Q80,26612.05324821602,27087.644756373011,104.57151683667308
2025-04-19,point_forecast,26666.842103013689,27481.903193776689,540.85142789117401
2025-04-19,conditional_empirical_mean,26668.123504383031,27744.558881006542,625.54648877156524
2025-04-19,empirical_Q80,26674.208374834168,26872.504871027882,225.52222599776613
2025-04-20,point_forecast,52406.516149318653,50939.057269768899,1392.5009324964713
2025-04-20,conditional_empirical_mean,53653.828588561737,51446.261291770556,1742.6685970940259
2025-04-20,empirical_Q80,50802.224350771925,49940.295427012628,552.41527382987533
2025-04-21,point_forecast,49512.342348044411,51249.925269659987,783.12617818701347
2025-04-21,conditional_empirical_mean,49756.079726311451,51725.961708970623,925.2025202362172
2025-04-21,empirical_Q80,49530.581783377682,50203.304191459705,265.06105065913425
2025-04-22,point_forecast,50468.562347689542,50917.587827637013,1091.5279772896934
2025-04-22,conditional_empirical_mean,50642.615485113311,51422.429332575986,1264.2446425765395
2025-04-22,empirical_Q80,49656.817172687734,49898.829928389925,363.38397568884687
2025-04-23,point_forecast,49135.306569851513,50967.680215906628,725.23478302731939
2025-04-23,conditional_empirical_mean,49597.478186375229,51497.774214296092,922.94712510980833
2025-04-23,empirical_Q80,49259.267211420076,49951.788138559845,239.79087413913115
2025-04-24,point_forecast,48521.080739027748,50566.699551467216,533.33000529548826
2025-04-24,conditional_empirical_mean,48990.801495043459,51121.855406591058,730.30166822475303
2025-04-24,empirical_Q80,48804.509498776824,49571.687837035526,154.29507104515744
2025-04-25,point_forecast,25674.268112979593,26559.257304110462,342.58828582726193
2025-04-25,conditional_empirical_mean,25790.164500854007,26840.131635251684,429.6533789021608
2025-04-25,empirical_Q80,25717.264949257682,25985.174455644828,100.63194774612134
2025-04-26,point_forecast,26711.038795816956,26585.884522813263,616.49805966631152
2025-04-26,conditional_empirical_mean,27371.450953559266,26880.86277279738,846.87020136730189
2025-04-26,empirical_Q80,26145.465348679281,26016.075317046918,224.14665582568352
2025-04-27,point_forecast,53565.434794231667,48827.259525599249,1990.8014385910869
2025-04-27,conditional_empirical_mean,55472.033688563199,49446.532114184862,2531.4528521199481
2025-04-27,empirical_Q80,50957.472433863746,47994.297276552985,991.96578252783672
2025-04-28,point_forecast,57218.060747629032,49289.959366908704,2712.0729092709616
2025-04-28,conditional_empirical_mean,58422.043568288005,49883.739078275386,3102.5890772762741
2025-04-28,empirical_Q80,55144.255705942094,48371.836296450711,1787.9441195520189
2025-04-29,point_forecast,50644.833305683758,49877.777824048389,1263.5824974236464
2025-04-29,conditional_empirical_mean,51313.708385692669,50403.185612682486,1496.4881835637589
2025-04-29,empirical_Q80,49822.111851441536,48868.547042050632,612.30368895884101
2025-04-30,point_forecast,48150.826983887207,49645.417855597465,758.75472869426187
2025-04-30,conditional_empirical_mean,48421.787463937275,50165.86804162871,932.2130536447853
2025-04-30,empirical_Q80,48110.332408275033,48646.695092582602,286.09317231110867
2025-05-01,point_forecast,65396.457196120988,49080.821265269791,4448.7827038173664
2025-05-01,conditional_empirical_mean,67378.052358429355,49669.24542555822,4994.988792640268
2025-05-01,empirical_Q80,61101.0879589736,48174.927196348486,3071.2194178782802
2025-05-02,point_forecast,40094.067420530948,26902.461767718487,3497.6712798579847
2025-05-02,conditional_empirical_mean,40842.421048453718,27092.253217803125,3727.8151392459131
2025-05-02,empirical_Q80,36661.998252100428,26260.78601886455,2414.0457130482223
2025-05-03,point_forecast,36495.231569300697,27701.970660765972,2471.2354694574205
2025-05-03,conditional_empirical_mean,36401.213563026584,27775.058704894655,2489.9121240916838
2025-05-03,empirical_Q80,33790.347427162822,26916.268369958427,1581.1351747290612
2025-05-04,point_forecast,57906.798359790322,51811.549790895217,2708.5602543651771
2025-05-04,conditional_empirical_mean,57742.701427037813,51874.257563395935,2736.9836363709828
2025-05-04,empirical_Q80,55641.375105248735,50342.896921522683,1626.3322735243064
2025-05-05,point_forecast,64616.819770079921,52260.208316468619,4142.942593884798
2025-05-05,conditional_empirical_mean,64665.782854820209,52282.261228731419,4199.9436647364928
2025-05-05,empirical_Q80,58897.236733787104,50765.551335878539,2359.2033826219513
2025-05-06,point_forecast,61431.393072192601,53146.512535221264,3521.9323742141
2025-05-06,conditional_empirical_mean,60785.392419786585,52992.323664576747,3397.7615693796843
2025-05-06,empirical_Q80,56060.021443770485,51437.967397929293,1708.269211095032
2025-05-07,point_forecast,61122.906418622319,54132.182151477071,3239.798529869191
2025-05-07,conditional_empirical_mean,60472.901664370147,53866.043886138272,3102.0207418012837
2025-05-07,empirical_Q80,54908.501495252356,52275.782344846099,1110.9815190838269
2025-05-08,point_forecast,55029.946152583609,56535.171969824667,1454.3284165462151
2025-05-08,conditional_empirical_mean,54611.106480845956,56114.047162845411,1327.1628363437053
2025-05-08,empirical_Q80,54509.12435712009,54434.973283943153,525.29611996004655
2025-05-09,point_forecast,30350.061679697785,31354.064162651368,862.10596161882199
2025-05-09,conditional_empirical_mean,29813.768349695772,30890.065999545648,745.41012410118196
2025-05-09,empirical_Q80,29235.562809340314,29950.427316191737,211.45495334927926
2025-05-10,point_forecast,30583.70478367035,31591.887641679881,1004.8517176486361
2025-05-10,conditional_empirical_mean,30152.736569139197,31102.98459023537,859.25690870005155
2025-05-10,empirical_Q80,29719.002390510213,30146.771667595589,307.52389905904209
2025-05-11,point_forecast,54378.634574573814,56590.30449329588,1569.4596852017182
2025-05-11,conditional_empirical_mean,53573.073087510842,55898.380537704274,1321.4334466310411
2025-05-11,empirical_Q80,53358.015768089273,54085.233123303638,426.84526496359678
2025-05-12,point_forecast,52094.296238709489,57339.674662870158,888.06534333561535
2025-05-12,conditional_empirical_mean,52500.187056975337,56579.55766816395,878.68314653943162
2025-05-12,empirical_Q80,52706.190986034082,54691.376341073701,197.57159053001249
2025-05-13,point_forecast,50863.642515125146,56875.443155343477,565.20428959345975
2025-05-13,conditional_empirical_mean,50798.057479272436,56214.273358369806,480.59426220511125
2025-05-13,empirical_Q80,52044.002322040469,54264.161023043271,60.701253450787704
2025-05-14,point_forecast,51314.484046824437,56737.722845709068,949.94089837355159
2025-05-14,conditional_empirical_mean,51639.020403775983,56087.973318677912,911.32839232049901
2025-05-14,empirical_Q80,52584.55194406263,54141.711355705025,284.1299701806762
2025-05-15,point_forecast,54336.203203021585,56318.033830394896,1737.9344227489798
2025-05-15,conditional_empirical_mean,54522.229649044362,55743.400071966615,1679.7456232806801
2025-05-15,empirical_Q80,52715.786071328483,53845.759980024988,369.29935356863416
2025-05-16,point_forecast,29423.877521721006,30922.969016370957,980.31440270591054
2025-05-16,conditional_empirical_mean,28830.749665158815,30425.896702645659,794.42557041658733
2025-05-16,empirical_Q80,28310.28812257207,29362.525691426719,189.38379289176467
2025-05-17,point_forecast,30919.706928645624,30983.807630539337,1274.5805877739285
2025-05-17,conditional_empirical_mean,30384.167611556964,30457.631944622619,1115.5953730396086
2025-05-17,empirical_Q80,28951.419039792199,29366.552102232221,312.29600584644555
2025-05-18,point_forecast,54300.360729540233,55080.786132306435,1894.5455822567681
2025-05-18,conditional_empirical_mean,54752.947149496722,54502.096358535862,1905.2842719295838
2025-05-18,empirical_Q80,52566.629792942607,52642.024521680665,596.63243649866581
2025-05-19,point_forecast,50535.96293110861,54690.871588799047,883.18736926941256
2025-05-19,conditional_empirical_mean,50448.649309964385,54150.304984336675,801.25829216104876
2025-05-19,empirical_Q80,50707.273181313823,52253.334920260917,142.14257474766885
2025-05-20,point_forecast,52336.667275643777,54777.268777665711,1456.4944308559743
2025-05-20,conditional_empirical_mean,51867.506170827968,54204.647283166691,1272.641852255158
2025-05-20,empirical_Q80,50873.957277186739,52302.46873080793,229.47994761559045
2025-05-21,point_forecast,53847.831258405538,54782.968192109933,1955.5427673360991
2025-05-21,conditional_empirical_mean,53044.485203841876,54164.346755433544,1692.5998012109123
2025-05-21,empirical_Q80,51488.723606916217,52253.338475925208,493.90809759696521
2025-05-22,point_forecast,50897.261932689871,54666.913989023218,1114.7785087285415
2025-05-22,conditional_empirical_mean,50659.728183792336,53927.278426671437,977.4407188513818
2025-05-22,empirical_Q80,50234.512197431817,51949.179176476471,155.44591497034867
2025-05-23,point_forecast,28982.231570434109,30881.586858776809,877.04773991463458
2025-05-23,conditional_empirical_mean,28496.090078970694,30127.679295215974,724.59073498374551
2025-05-23,empirical_Q80,28343.570315316174,28975.965887866616,182.22781351713132
2025-05-24,point_forecast,28169.909825864219,31202.06203789949,695.33753490589811
2025-05-24,conditional_empirical_mean,27803.201727127314,30457.880303367347,524.3728359887275
2025-05-24,empirical_Q80,28171.409003712557,29245.130053712259,68.474178102141309
2025-05-25,point_forecast,51313.583988999249,55013.937380556541,1202.8155622262957
2025-05-25,conditional_empirical_mean,50865.896416586154,54094.322302386288,1010.5246136495425
2025-05-25,empirical_Q80,50639.314412123393,52022.357908932958,197.53104436416646
2025-05-26,point_forecast,54975.349655997292,54800.768888267536,2078.0596673305222
2025-05-26,conditional_empirical_mean,54658.838926669217,53962.348138141875,1896.4397387081476
2025-05-26,empirical_Q80,52343.24120314484,51908.822807800825,627.77800553442023
2025-05-27,point_forecast,49854.920353250069,55041.139006578989,996.7199666166598
2025-05-27,conditional_empirical_mean,49510.959174864067,54234.36556378394,839.09758303858166
2025-05-27,empirical_Q80,50218.841444249119,52132.529219282544,114.32211424072568
2025-05-28,point_forecast,53460.083210581244,54745.744445039832,1768.361867103662
2025-05-28,conditional_empirical_mean,53312.662676540698,53952.259641911529,1652.824552228439
