date,g0,grid,planned_cost,adjustment_cost,emergency_cost,total_cost,emergency,charge,discharge,spill,unused,cost_q95_component,soc_start,soc_end
2025-03-11,61511.323658403606,61511.323658403606,39979.468445400998,0,17292.016168736609,57271.484614137611,4256.4152441585111,17215.158676058785,17994.278527607621,523.59356060429127,2084.3463935066566,57271.484614137611,6450.0000000000036,1950.0000000000027
2025-03-12,80007.154138902275,80007.154138902275,49847.45886274262,0,2066.8609617949128,51914.319824537524,587.22478490697506,27256.981154615387,18838.154735238466,4083.5670309545571,5656.4507901444485,51914.319824537524,1950.0000000000027,5550
2025-03-13,71788.205670478375,71788.205670478375,47552.795377388953,0,4887.0759775978613,52439.871354986812,1055.3348397780878,18396.38460934853,18816.071533572314,1955.7743903707315,3761.8350274428485,52439.871354986812,5550,1199.9999999999991
2025-03-14,40342.745713595818,40342.745713595818,15673.456629480354,0,726.21640841869657,16399.673037899051,235.71351440416919,24277.166576138232,13044.086850484628,11757.350967920658,1558.6025510923905,16399.673037899051,1199.9999999999991,8556.0200846525986
2025-03-15,34721.464627196896,34721.464627196896,14059.252546667596,0,1411.768288805534,15471.020835473128,525.33117115570258,21333.333333333336,15260.418076187338,7451.3300165529645,798.42537465363819,15471.020835473128,8556.0200846525986,10800.000000000005
2025-03-16,69029.133335195569,69029.133335195569,44998.982311381769,0,2346.2612967613099,47345.243608143079,609.13342774711418,18429.705108123882,18978.061137580353,2926.1543381848946,3909.4215208809333,47345.243608143079,10800.000000000005,6300
2025-03-17,66968.080453976174,66968.080453976174,41037.580945398287,0,3109.2397404704843,44146.820685868777,692.18765823548222,17739.578066057627,17069.058233506679,4065.8341655030408,5065.7826808243335,44146.820685868777,6300,3300.0000000000009
2025-03-18,79375.138673607769,79375.138673607769,50240.539040836462,0,906.58677540952851,51147.125816245985,300.63905929853649,23525.471791657001,18765,5199.7886421011717,8589.5589324814682,51147.125816245985,3300.0000000000009,3622.924612491302
2025-03-19,67321.232301460157,67321.232301460157,40884.160428761359,0,7671.6592005603407,48555.819629321704,2027.0861754313958,24522.264485184052,17453.666384241253,761.25915069359439,2052.9907752551694,48555.819629321704,3622.924612491302,6300
2025-03-20,67295.424786374846,67295.424786374846,43603.174945125065,0,8092.4050011722557,51695.579946297323,1903.5791054325246,18107.722027688407,19257.25484242761,3061.2395126761835,5078.3353772037326,51695.579946297323,6300,1200.0000000000018
2025-03-21,41641.216891900724,41641.216891900724,15810.865882057968,0,853.93650361640289,16664.802385674371,327.31860708600027,26043.293020549565,12455.067346645152,14929.401858306557,1417.4434501090923,16664.802385674371,1200.0000000000018,10800.000000000005
2025-03-22,32501.696927881138,32501.696927881138,13304.930498153102,0,240.30096354064827,13545.231461693751,138.46980865347041,20672.721578805722,17284.904478832643,11613.154646086103,1757.9952571420963,13545.231461693751,10800.000000000005,10199.999999999998
2025-03-23,69021.937172087812,69021.937172087812,43993.726297226131,0,1852.6506665438264,45846.376963769952,429.52633233701545,15840.116108791604,18230.494048121196,5485.6618694011122,7586.4594576866511,45846.376963769952,10199.999999999998,4200.0000000000036
2025-03-24,74002.413271638448,74002.413271638448,45019.000300721877,0,852.10447640046198,45871.104777122338,330.42336859749639,25116.783321766106,18319.594490630552,5048.8652171978192,4488.2855085692472,45871.104777122338,4200.0000000000036,6449.9999999999991
2025-03-25,76703.83921275138,76703.83921275138,48020.299857336053,0,1368.4161084357656,49388.715965771815,430.16679269319832,22702.983577874169,19064.416698078079,4814.9036956570781,7730.4107133247435,49388.715965771815,6449.9999999999991,5699.9999999999991
2025-03-26,66239.578275305787,66239.578275305787,40597.248911193834,0,3604.5955432731148,44201.844454466947,837.10323987946072,22409.403392199129,18961.616747681292,3406.3594358346049,4629.9805681661437,44201.844454466947,5699.9999999999991,4799.9999999999982
2025-03-27,67601.921304474003,67601.921304474003,42292.443897204619,0,1107.1428381518162,43399.586735356424,356.73630270587847,19349.662094179221,18913.226296285167,4715.6549659638977,4089.5774433219362,43399.586735356424,4799.9999999999982,1200.0000000000005
2025-03-28,39352.635288141711,39352.635288141711,15271.001550251533,0,538.70320147929499,15809.704751730827,188.42481442950245,23997.561236132744,13424.113208752608,16636.430280985158,1509.3010275392539,15809.704751730827,1200.0000000000005,7882.1237694610172
2025-03-29,34084.500956010394,34084.500956010394,13122.840452804083,0,1411.6433207447315,14534.483773548814,454.76344435545508,21428.890069493315,14731.3123488045,19287.687724837095,846.78977150660239,14534.483773548814,7882.1237694610172,10800
2025-03-30,61293.074811872866,61293.074811872866,38210.720180938195,0,1882.3701202666284,40093.090301204822,539.32918181384764,12954.951263132134,18458.510523137033,5402.951419041322,6587.3921346502902,40093.090301204822,10800,1950
2025-03-31,65619.819557298048,65619.819557298048,39044.466267340045,0,8541.8390953043709,47586.305362644416,2409.6696311350038,25230.620517032796,17061.802618796566,1205.8339725164151,1703.4478343470837,47586.305362644416,1950,5700
2025-04-01,71519.923679479078,71519.923679479078,44941.630586578794,0,1849.0299851117284,46790.660571690525,531.59650326772487,19668.005221023763,17956.084229029246,4760.2021311022581,5370.5455429833628,46790.660571690525,5700,3450.0000000000009
2025-04-02,76141.514053578721,76141.514053578721,45531.764597336587,0,1922.1021280162204,47453.866725352804,468.95740791901306,27267.200849059485,18036.432687738183,2906.5433049237959,4037.8245952526358,47453.866725352804,3450.0000000000009,7950
2025-04-03,65846.930278728236,65846.930278728236,42215.529474872354,0,1244.1075942060388,43459.637069078395,332.60922995587583,17324.642249686996,20107.960222246464,6671.4362766934364,6427.8909378834815,43459.637069078395,7950,1200.0000000000036
2025-04-04,35951.441797155938,35951.441797155938,13574.877754893467,0,435.96645940345695,14010.844214296923,152.59229727801372,21534.979560084532,12540.176486529224,19123.049701016873,1555.3790698617754,14010.844214296923,1200.0000000000036,6647.9521745991624
2025-04-05,34331.988315159775,34331.988315159775,13393.405566303814,0,4157.0732196837216,17550.478785987536,1426.9639084710107,21333.333333333332,13543.156957139243,14894.817199185825,1029.843664917538,17550.478785987536,6647.9521745991624,10800.000000000007
2025-04-06,62910.627947798625,62910.627947798625,38381.746535404847,0,1052.2826084586673,39434.029143863518,205.2969996752376,16861.504165707858,18247.81837422337,5272.3038232223062,4819.8590661004046,39434.029143863518,10800.000000000007,5700
2025-04-07,62201.720289863319,62201.720289863319,36642.766744027525,0,5773.1647087124029,42415.931452739926,1471.1756647590812,23061.713385954212,17329.987842622904,3258.9322975409304,1439.5188304168341,42415.931452739926,5700,7200.0000000000109
2025-04-08,67077.513346079766,67077.513346079766,40602.111052148044,0,1485.5747194960027,42087.685771644043,323.82979942608335,20850.743062794783,19049.101880863782,5555.9244757838833,5690.5838711243086,42087.685771644043,7200.0000000000109,4800
2025-04-09,69006.858470274849,69006.858470274849,41488.090250552814,0,4934.0063548296575,46422.096605382474,1333.6251628702796,23727.331849731294,18544.138798282351,2803.869609866998,3219.1099551625202,46422.096605382474,4800,5550
2025-04-10,62102.332773595226,62102.332773595226,38461.026359425588,0,1342.4950861965431,39803.521445622129,288.49412863885527,16857.176310125509,17569.312811201664,3155.9296928645222,5486.3958104457161,39803.521445622129,5550,1200.0000000000036
2025-04-11,35318.375333265998,35318.375333265998,13543.747336688495,0,1582.7978342137567,15126.545170902253,570.65576286699786,21574.79140022603,11709.029009573766,19619.059456263814,1087.5590825502507,15126.545170902253,1200.0000000000036,7607.2800273436969
2025-04-12,33640.432402113191,33640.432402113191,13094.508656556611,0,246.8186303999284,13341.327286956537,136.5350626017426,21344.872947740227,14415.899112278908,15918.271498007463,1904.5615812461463,13341.327286956537,7607.2800273436969,10800.000000000002
2025-04-13,56718.790282425929,56718.790282425929,35106.529502057987,0,1575.3637286916933,36681.89323074968,390.54211944534097,13999.999999999996,17280.000000000004,2830.4524793851747,3282.5214391527716,36681.89323074968,10800.000000000002,4199.9999999999964
2025-04-14,70054.215841525409,70054.215841525409,41421.971621607634,0,1232.8803988294594,42654.852020437087,274.56702310584967,24476.148745392369,17800.680483767821,5462.770589947836,5662.512213058867,42654.852020437087,4199.9999999999964,6450.0000000000009
2025-04-15,60979.243055506871,60979.243055506871,35210.951770159867,0,4208.7196916890407,39419.671461848913,1009.7733494912775,23043.054338074864,17314.874013840636,3786.8646433069712,2334.5426041236151,39419.671461848913,6450.0000000000009,7950.0000000000055
2025-04-16,61390.764334671403,61390.764334671403,37196.281463667154,0,1874.7214384395979,39071.002902106746,488.73430817224255,17070.999445391106,17202.509550766801,3481.3850129030834,2750.0317853162528,39071.002902106746,7950.0000000000055,4200.0000000000036
2025-04-17,57641.678989987297,57641.678989987297,35046.315376903513,0,1755.7315026153206,36802.046879518835,581.20755014567908,18078.747534552887,17343.785502987845,1801.5597638079732,2818.0223947599598,36802.046879518835,4200.0000000000036,1200
2025-04-18,33542.722782145538,33542.722782145538,12865.02348669029,0,1006.1502293103863,13871.173716000678,365.72696745474616,19300.977295421337,11215.010367245886,17894.304138607964,1574.0614994835412,13871.173716000678,1200,6109.7569356059994
2025-04-19,33611.07791634294,33611.07791634294,12562.660566512113,0,1098.2297819519297,13660.890348464041,412.04792360931185,22190.769365265511,13753.304427910463,17556.573858852258,1244.4077937449476,13660.890348464041,6109.7569356059994,10799.999999999998
2025-04-20,52390.351789943619,52390.351789943619,32441.711598785729,0,1848.0441932396236,34289.755792025353,531.68247567203093,12351.863607940317,17295.009522431654,3120.5581578403162,2786.8771389333428,34289.755792025353,10799.999999999998,2699.9999999999982
2025-04-21,68557.50628349834,68557.50628349834,39344.774092725136,0,1316.8940315196685,40661.668124244803,401.42057175726518,24401.702663060347,17200.379157078874,7692.9333282854623,5547.7596376553356,40661.668124244803,2699.9999999999982,5550.0000000000055
2025-04-22,61612.002150917804,61612.002150917804,36194.911925682834,0,6980.5841815029726,43175.496107185812,2187.1323416980081,24779.670660059812,17371.53323464845,2768.6169993255235,1469.4507512122609,43175.496107185812,5550.0000000000055,8550.0000000000055
2025-04-23,50079.182130399771,50079.182130399771,31155.697694340779,0,8128.0124523831491,39283.710146723926,2340.1192566361919,14078.911361810384,16128.91820306642,1785.6478847119872,1283.7436269133445,39283.710146723926,8550.0000000000055,3299.9999999999973
2025-04-24,56648.739576923224,56648.739576923224,33918.527579302296,0,2012.486920299064,35931.014499601362,493.66000877345425,19000,17280,6181.4386681652977,2150.8542175313823,35931.014499601362,3299.9999999999973,1200.0000000000014
2025-04-25,31642.195250256271,31642.195250256271,11921.81121274975,0,737.82654493091388,12659.637757680663,210.93623757388065,17387.306312205663,10512.030910240277,20995.96519253029,1981.5332433344761,12659.637757680663,1200.0000000000014,5168.5413362736817
2025-04-26,34061.01659617493,34061.01659617493,13016.150666852784,0,887.82658706007726,13903.977253912861,238.52608670529369,21645.809581183647,12464.792963405067,23687.603770419963,1360.7286613483461,13903.977253912861,5168.5413362736817,10800.000000000004
2025-04-27,47932.117799627493,47932.117799627493,29470.596548872207,0,5589.9462126194476,35060.542761491655,1149.5940997895916,11843.843747106446,16883.513435156223,3526.8586861392387,2021.0517179942974,35060.542761491655,10800.000000000004,2700.0000000000073
2025-04-28,73353.97713827432,73353.97713827432,43057.908090131532,0,1700.8881466285316,44758.796236760063,381.0204533724949,26483.292819732473,17401.46718398331,3230.4771068542759,4800.7275323767153,44758.796236760063,2700.0000000000073,7199.9999999999982
2025-04-29,59717.483949262925,59717.483949262925,34419.902968764116,0,2353.3425987013034,36773.245567465419,543.70883865722635,19871.667234497105,15421.050459942653,5553.9427413351277,2823.4195553639029,36773.245567465419,7199.9999999999982,7950.0000000000055
2025-04-30,55577.882370193358,55577.882370193358,32600.535155764483,0,5270.6929047164731,37871.228060480957,1510.8809796207227,18601.480696275696,15202.199363983318,2808.4937080595428,2624.1338761288252,37871.228060480957,7950.0000000000055,7800.0000000000009
2025-05-01,51269.800408960407,51269.800408960407,32234.823922819101,0,12484.145373421963,44718.969296241063,2566.4675079879994,13222.839757720747,16650.500203753803,3937.1660468966338,2315.3835160848375,44718.969296241063,7800.0000000000009,1200.0000000000045
2025-05-02,35273.981498633657,35273.981498633657,14267.785868247753,0,5627.851818500073,19895.637686747825,1416.3286338034609,20251.725590693903,11678.897728462063,12872.178682576661,954.98350429528807,19895.637686747825,1200.0000000000045,6450.0000000000082
2025-05-03,34728.140519611334,34728.140519611334,13905.870287617623,0,5031.6097148313247,18937.480002448949,1130.1728651478811,22166.666666666664,14040.000000000004,17639.152511016211,1225.3225570763384,18937.480002448949,6450.0000000000082,10800
2025-05-04,58263.186450176821,58263.186450176821,36443.866771605979,0,4380.1442621996803,40824.011033805655,995.9041995706873,16048.738011842106,17049.477789592107,5605.0404974396897,2920.1225967244891,40824.011033805655,10800,6299.9999999999982
2025-05-05,65063.41369099536,65063.41369099536,40685.829388273101,0,4438.7801194332415,45124.609507706336,1181.4537350604232,21333.784109089735,17280.365128362686,3884.9103418838313,3230.5313034449068,45124.609507706336,6299.9999999999982,6299.9999999999973
2025-05-06,57146.283573875829,57146.283573875829,35839.65867617786,0,10994.379900477388,46834.03857665525,2599.6760094809224,19869.767005062455,15959.511274100589,1786.4391757150686,1179.1823100131578,46834.03857665525,6299.9999999999973,6449.9999999999982
2025-05-07,61024.105868163701,61024.105868163701,38538.729490895232,0,6423.8454659626241,44962.574956857854,1916.6230621286145,21554.230903098731,16918.927031509971,1583.8280466831282,1653.7510620204255,44962.574956857854,6449.9999999999982,7050.0000000000018
2025-05-08,62569.5581969021,62569.5581969021,39916.807606358583,0,2435.4524126869751,42352.260019045556,518.80503571086615,15162.332770704543,17546.489544270677,4903.0941577668436,4742.9134484122633,42352.260019045556,7050.0000000000018,1200.0000000000045
2025-05-09,34357.610365517365,34357.610365517365,14636.337778156683,0,908.88748114105897,15545.225259297742,275.51037600807138,17310.312481297038,11321.353109850601,17465.230591925414,2679.5449281535803,15545.225259297742,1200.0000000000045,4200.0000000000036
2025-05-10,38634.240334351198,38634.240334351198,16614.35543054005,0,1322.1471461931417,17936.50257673319,470.41470831362437,22585.201461258297,12354.013183619227,14624.980596522073,2127.4408851703442,17936.50257673319,4200.0000000000036,10800
2025-05-11,55973.910020510972,55973.910020510972,36207.127872792145,0,1562.0156318467839,37769.143504638931,401.90162274091989,11382.235604267926,17859.610839457022,4133.2993360912978,3235.8084590163589,37769.143504638931,10800,1199.9999999999982
2025-05-12,64480.870265294107,64480.870265294107,39569.652507141582,0,5307.5946224752815,44877.247129616866,1456.6398822377641,23079.08991637584,14644.062832264428,3118.2503638719536,2453.037466215178,44877.247129616866,1199.9999999999982,5700
2025-05-13,69244.885472114402,69244.885472114402,42219.531150030176,0,1328.0437583496941,43547.574908379873,347.55918591339082,22323.034333933283,17406.657810485958,6428.7857971221038,5118.0695707917166,43547.574908379873,5700,6449.9999999999982
2025-05-14,64512.73945675802,64512.73945675802,40378.101447069101,0,1998.8313600675747,42376.932807136676,595.63887267534199,19001.63516314829,16741.324482150121,4687.6043682539785,5146.3144968478846,42376.932807136676,6449.9999999999982,4949.9999999999973
2025-05-15,60354.094177889165,60354.094177889165,39276.265112250272,0,2296.8893393607686,41573.154451611044,807.32365958964249,16309.631621216895,16585.801613185686,3527.3555387054212,5145.1740074088439,41573.154451611044,4949.9999999999973,1199.9999999999945
2025-05-16,32896.234373353705,32896.234373353705,14267.867150516286,0,561.41783023546259,14829.284980751752,232.76576894024413,16571.395062983109,11397.830001016311,22594.785305968275,2645.1432410255393,14829.284980751752,1199.9999999999945,3450.0000000000036
2025-05-17,37867.584449143622,37867.584449143622,16121.377967033308,0,541.75683694154793,16663.134803974855,243.39912997640215,22033.696214000585,11907.293933340479,15376.76360423083,2159.018610895755,16663.134803974855,3450.0000000000036,10049.999999999996
2025-05-18,60629.512475353018,60629.512475353018,38927.342339955794,0,404.63699918514135,39331.979339140933,188.43410436887871,12215.658403599384,17319.6833069155,6455.2228738723243,5790.5805091656903,39331.979339140933,10049.999999999996,1800
2025-05-19,66727.443545466173,66727.443545466173,39851.177599818802,0,1018.1968628920976,40869.374462710897,197.69054260915033,24001.14169746753,16605.9247749487,7134.6635700569932,4880.0370454995063,40869.374462710897,1800,4949.9999999999964
2025-05-20,61351.029315916763,61351.029315916763,37842.620381206536,0,6218.7803148189123,44061.400696025448,1576.4666708477416,17703.070821380195,15689.487365317949,3550.4756254995973,2836.0420885360054,44061.400696025448,4949.9999999999964,3450.0000000000027
2025-05-21,58393.239789032588,58393.239789032588,36991.143902918957,0,4117.0580320889458,41108.201935007906,1158.5615147088497,17440.257834578908,14126.608846008918,2424.8022313845058,2450.7348004536179,41108.201935007906,3450.0000000000027,3450
2025-05-22,59087.726721987798,59087.726721987798,36993.722964999361,0,3224.7172206636778,40218.440185663043,1282.8886726741598,18046.573145813803,16642.724248109182,4623.4299657576712,3526.7057145329968,40218.440185663043,3450,1200
2025-05-23,32980.394281048313,32980.394281048313,13893.14354151614,0,663.92044399650536,14557.063985512646,234.79643395595249,16549.959694569778,10705.467352601514,18673.080265759683,2276.6692239429872,14557.063985512646,1200,4200.0000000000027
2025-05-24,37128.227037897945,37128.227037897945,15879.246064395764,0,160.53073450489828,16039.776798900662,70.954018062689045,21500,12015.000000000004,21292.636219526452,2667.0434531008505,16039.776798900662,4200.0000000000027,10200.000000000004
2025-05-25,54015.301129570093,54015.301129570093,34423.190348071308,0,1286.658271244926,35709.848619316232,319.25694396125243,9974.3180621138636,15504.197630312236,6674.2625542652586,4645.1649041311248,35709.848619316232,10200.000000000004,1949.9999999999982
2025-05-26,63694.436561499351,63694.436561499351,39069.569957204963,0,6461.440575589213,45531.010532794178,2037.6690471262079,21926.331450323039,15735.328474761662,1511.1545306220651,3450.1151524421239,45531.010532794178,1949.9999999999982,4199.9999999999982
2025-05-27,59545.774112778039,59545.774112778039,37080.366448392604,0,3168.6322801357146,40248.99872852832,780.90798350841862,19626.458176893084,14547.431123283393,2514.5528627462836,3342.7348799304814,40248.99872852832,4199.9999999999982,5700.0000000000036
2025-05-28,61736.813637029962,61736.813637029962,38832.715600245312,0,1259.5897456928296,40092.305345938148,342.97267984466038,17166.666666666661,17279.999999999996,5927.0258361187553,3992.2697140892069,40092.305345938148,5700.0000000000036,1950.0000000000009
2025-05-29,64044.90659181236,64044.90659181236,39766.220637973245,0,3665.9049960086936,43432.125633981937,912.13831241796902,20500,17280,4187.3046414551181,3439.6167627752129,43432.125633981937,1950.0000000000009,1200.0000000000007
2025-05-30,33552.981874711928,33552.981874711928,14581.680315075409,0,651.17444570044927,15232.854760775859,244.26269391057491,17326.607460729974,11334.552043191281,18735.756084062588,2473.1998003545536,15232.854760775859,1200.0000000000007,4200.0000000000009
2025-05-31,39533.7038005461,39533.7038005461,16403.214903118551,0,976.24828132049413,17379.463184439042,345.45884131749312,22103.484025755803,12026.011474353014,17440.908903806991,3971.5996366538166,17379.463184439042,4200.0000000000009,10730.900651676875
2025-06-01,73208.485331393866,73208.485331393866,51759.73037232193,0,12037.592694432944,63797.323066754878,3160.8880284979141,17903.84458041015,20379.924696641407,3226.2685085406811,4394.358667582369,63797.323066754878,10730.900651676875,4200.0000000000036
