date,timestamp,month,value_kw,series,form,scope
2025-01-01,2025-01-01 14:50:00,1,6196.5853999999999,load_kw,raw,initial_history
2025-01-01,2025-01-01 15:00:00,1,6154.6899999999996,load_kw,raw,initial_history
2025-01-01,2025-01-01 15:10:00,1,6459.5817999999999,load_kw,raw,initial_history
2025-01-01,2025-01-01 15:20:00,1,6622.8856999999998,load_kw,raw,initial_history
2025-01-01,2025-01-01 15:30:00,1,6493.6099999999997,load_kw,raw,initial_history
2025-01-01,2025-01-01 15:40:00,1,6375.0515999999998,load_kw,raw,initial_history
2025-01-01,2025-01-01 15:50:00,1,6354.1130000000003,load_kw,raw,initial_history
2025-01-01,2025-01-01 16:00:00,1,6404.25,load_kw,raw,initial_history
2025-01-01,2025-01-01 16:10:00,1,6444.9719999999998,load_kw,raw,initial_history
2025-01-01,2025-01-01 16:20:00,1,6399.4585999999999,load_kw,raw,initial_history
2025-01-01,2025-01-01 16:30:00,1,6292.1499999999996,load_kw,raw,initial_history
2025-01-01,2025-01-01 16:40:00,1,6236.9152999999997,load_kw,raw,initial_history
2025-01-01,2025-01-01 16:50:00,1,6299.9436999999998,load_kw,raw,initial_history
2025-01-01,2025-01-01 17:00:00,1,6389.0600000000004,load_kw,raw,initial_history
2025-01-01,2025-01-01 17:10:00,1,6325.1832999999997,load_kw,raw,initial_history
2025-01-01,2025-01-01 17:20:00,1,6169.4733999999999,load_kw,raw,initial_history
2025-01-01,2025-01-01 17:30:00,1,6191.9899999999998,load_kw,raw,initial_history
2025-01-01,2025-01-01 17:40:00,1,6464.5066999999999,load_kw,raw,initial_history
2025-01-01,2025-01-01 17:50:00,1,5764.0308999999997,load_kw,raw,initial_history
2025-01-01,2025-01-01 18:00:00,1,4529.4499999999998,load_kw,raw,initial_history
2025-01-01,2025-01-01 18:10:00,1,4490.5328,load_kw,raw,initial_history
2025-01-01,2025-01-01 18:20:00,1,4644.0205999999998,load_kw,raw,initial_history
2025-01-01,2025-01-01 18:30:00,1,4469.21,load_kw,raw,initial_history
2025-01-01,2025-01-01 18:40:00,1,4470.4650000000001,load_kw,raw,initial_history
2025-01-01,2025-01-01 18:50:00,1,4510.8756000000003,load_kw,raw,initial_history
2025-01-01,2025-01-01 19:00:00,1,4486.1700000000001,load_kw,raw,initial_history
2025-01-01,2025-01-01 19:10:00,1,4471.7293,load_kw,raw,initial_history
2025-01-01,2025-01-01 19:20:00,1,4439.8235000000004,load_kw,raw,initial_history
2025-01-01,2025-01-01 19:30:00,1,4387.1899999999996,load_kw,raw,initial_history
2025-01-01,2025-01-01 19:40:00,1,4347.9764999999998,load_kw,raw,initial_history
2025-01-01,2025-01-01 19:50:00,1,4300.6345000000001,load_kw,raw,initial_history
2025-01-01,2025-01-01 20:00:00,1,4315.9899999999998,load_kw,raw,initial_history
2025-01-01,2025-01-01 20:10:00,1,4483.2744000000002,load_kw,raw,initial_history
2025-01-01,2025-01-01 20:20:00,1,4551.7060000000001,load_kw,raw,initial_history
2025-01-01,2025-01-01 20:30:00,1,4499.8000000000002,load_kw,raw,initial_history
2025-01-01,2025-01-01 20:40:00,1,4535.0934999999999,load_kw,raw,initial_history
2025-01-01,2025-01-01 20:50:00,1,4528.9160000000002,load_kw,raw,initial_history
2025-01-01,2025-01-01 21:00:00,1,4483.5100000000002,load_kw,raw,initial_history
2025-01-01,2025-01-01 21:10:00,1,4548.2302,load_kw,raw,initial_history
2025-01-01,2025-01-01 21:20:00,1,4595.6841000000004,load_kw,raw,initial_history
2025-01-01,2025-01-01 21:30:00,1,4620.8999999999996,load_kw,raw,initial_history
2025-01-01,2025-01-01 21:40:00,1,4653.7147999999997,load_kw,raw,initial_history
2025-01-01,2025-01-01 21:50:00,1,4131.9844999999996,load_kw,raw,initial_history
2025-01-01,2025-01-01 22:00:00,1,3363,load_kw,raw,initial_history
2025-01-01,2025-01-01 22:10:00,1,3305.7588000000001,load_kw,raw,initial_history
2025-01-01,2025-01-01 22:20:00,1,3470.9319999999998,load_kw,raw,initial_history
2025-01-01,2025-01-01 22:30:00,1,3521.3699999999999,load_kw,raw,initial_history
2025-01-01,2025-01-01 22:40:00,1,3561.5279,load_kw,raw,initial_history
2025-01-01,2025-01-01 22:50:00,1,3386.0680000000002,load_kw,raw,initial_history
2025-01-01,2025-01-01 23:00:00,1,3289.9899999999998,load_kw,raw,initial_history
2025-01-01,2025-01-01 23:10:00,1,3774.2552000000001,load_kw,raw,initial_history
2025-01-01,2025-01-01 23:20:00,1,3883.6199999999999,load_kw,raw,initial_history
2025-01-01,2025-01-01 23:30:00,1,3525.1399999999999,load_kw,raw,initial_history
2025-01-01,2025-01-01 23:40:00,1,3553.5909000000001,load_kw,raw,initial_history
2025-01-01,2025-01-01 23:50:00,1,3697.1140999999998,load_kw,raw,initial_history
2025-01-01,2025-01-02 00:00:00,1,3696.6999999999998,load_kw,raw,initial_history
2025-01-02,2025-01-02 00:10:00,1,3622.5509000000002,load_kw,raw,initial_history
2025-01-02,2025-01-02 00:20:00,1,3622.7611000000002,load_kw,raw,initial_history
2025-01-02,2025-01-02 00:30:00,1,3708.23,load_kw,raw,initial_history
2025-01-02,2025-01-02 00:40:00,1,3750.5225999999998,load_kw,raw,initial_history
2025-01-02,2025-01-02 00:50:00,1,3684.9038,load_kw,raw,initial_history
2025-01-02,2025-01-02 01:00:00,1,3644.1399999999999,load_kw,raw,initial_history
2025-01-02,2025-01-02 01:10:00,1,3809.2979999999998,load_kw,raw,initial_history
2025-01-02,2025-01-02 01:20:00,1,3855.1226000000001,load_kw,raw,initial_history
2025-01-02,2025-01-02 01:30:00,1,3783.7800000000002,load_kw,raw,initial_history
2025-01-02,2025-01-02 01:40:00,1,3907.3849,load_kw,raw,initial_history
2025-01-02,2025-01-02 01:50:00,1,3968.2397999999998,load_kw,raw,initial_history
2025-01-02,2025-01-02 02:00:00,1,3886.77,load_kw,raw,initial_history
2025-01-02,2025-01-02 02:10:00,1,3865.3901000000001,load_kw,raw,initial_history
2025-01-02,2025-01-02 02:20:00,1,3931.6860999999999,load_kw,raw,initial_history
2025-01-02,2025-01-02 02:30:00,1,4055.98,load_kw,raw,initial_history
2025-01-02,2025-01-02 02:40:00,1,4164.982,load_kw,raw,initial_history
2025-01-02,2025-01-02 02:50:00,1,4067.4326000000001,load_kw,raw,initial_history
2025-01-02,2025-01-02 03:00:00,1,3919.4400000000001,load_kw,raw,initial_history
2025-01-02,2025-01-02 03:10:00,1,4068.3229999999999,load_kw,raw,initial_history
2025-01-02,2025-01-02 03:20:00,1,4140.4791999999998,load_kw,raw,initial_history
2025-01-02,2025-01-02 03:30:00,1,4061.1199999999999,load_kw,raw,initial_history
2025-01-02,2025-01-02 03:40:00,1,4138.7040999999999,load_kw,raw,initial_history
2025-01-02,2025-01-02 03:50:00,1,4283.3010999999997,load_kw,raw,initial_history
2025-01-02,2025-01-02 04:00:00,1,4330.9799999999996,load_kw,raw,initial_history
2025-01-02,2025-01-02 04:10:00,1,4225.1584999999995,load_kw,raw,initial_history
2025-01-02,2025-01-02 04:20:00,1,4201.9889999999996,load_kw,raw,initial_history
2025-01-02,2025-01-02 04:30:00,1,4273.8999999999996,load_kw,raw,initial_history
2025-01-02,2025-01-02 04:40:00,1,4219.0352000000003,load_kw,raw,initial_history
2025-01-02,2025-01-02 04:50:00,1,4069.3885,load_kw,raw,initial_history
2025-01-02,2025-01-02 05:00:00,1,4030.9499999999998,load_kw,raw,initial_history
2025-01-02,2025-01-02 05:10:00,1,4262.9552999999996,load_kw,raw,initial_history
2025-01-02,2025-01-02 05:20:00,1,4330.5086000000001,load_kw,raw,initial_history
2025-01-02,2025-01-02 05:30:00,1,4149.1300000000001,load_kw,raw,initial_history
2025-01-02,2025-01-02 05:40:00,1,4130.3346000000001,load_kw,raw,initial_history
2025-01-02,2025-01-02 05:50:00,1,4641.7286000000004,load_kw,raw,initial_history
2025-01-02,2025-01-02 06:00:00,1,5411.5900000000001,load_kw,raw,initial_history
2025-01-02,2025-01-02 06:10:00,1,5738.8010999999997,load_kw,raw,initial_history
2025-01-02,2025-01-02 06:20:00,1,5695.3891000000003,load_kw,raw,initial_history
2025-01-02,2025-01-02 06:30:00,1,5537.6599999999999,load_kw,raw,initial_history
2025-01-02,2025-01-02 06:40:00,1,5461.5745999999999,load_kw,raw,initial_history
2025-01-02,2025-01-02 06:50:00,1,5483.6004999999996,load_kw,raw,initial_history
2025-01-02,2025-01-02 07:00:00,1,5540.8800000000001,load_kw,raw,initial_history
2025-01-02,2025-01-02 07:10:00,1,5575.3366999999998,load_kw,raw,initial_history
2025-01-02,2025-01-02 07:20:00,1,5669.9633000000003,load_kw,raw,initial_history
2025-01-02,2025-01-02 07:30:00,1,5566.6599999999999,load_kw,raw,initial_history
2025-01-02,2025-01-02 07:40:00,1,5081.9453999999996,load_kw,raw,initial_history
2025-01-02,2025-01-02 07:50:00,1,5737.5546999999997,load_kw,raw,initial_history
2025-01-02,2025-01-02 08:00:00,1,7205.75,load_kw,raw,initial_history
2025-01-02,2025-01-02 08:10:00,1,7519.6198999999997,load_kw,raw,initial_history
2025-01-02,2025-01-02 08:20:00,1,7253.8265000000001,load_kw,raw,initial_history
2025-01-02,2025-01-02 08:30:00,1,7156.6199999999999,load_kw,raw,initial_history
2025-01-02,2025-01-02 08:40:00,1,7351.5694000000003,load_kw,raw,initial_history
2025-01-02,2025-01-02 08:50:00,1,7430.2398999999996,load_kw,raw,initial_history
2025-01-02,2025-01-02 09:00:00,1,7295.25,load_kw,raw,initial_history
2025-01-02,2025-01-02 09:10:00,1,7207.6569,load_kw,raw,initial_history
2025-01-02,2025-01-02 09:20:00,1,7113.8824999999997,load_kw,raw,initial_history
2025-01-02,2025-01-02 09:30:00,1,7023.1199999999999,load_kw,raw,initial_history
2025-01-02,2025-01-02 09:40:00,1,7047.9516999999996,load_kw,raw,initial_history
2025-01-02,2025-01-02 09:50:00,1,7129.0191000000004,load_kw,raw,initial_history
2025-01-02,2025-01-02 10:00:00,1,7151.1000000000004,load_kw,raw,initial_history
2025-01-02,2025-01-02 10:10:00,1,7053.4551000000001,load_kw,raw,initial_history
2025-01-02,2025-01-02 10:20:00,1,7028.7906000000003,load_kw,raw,initial_history
2025-01-02,2025-01-02 10:30:00,1,7115.54,load_kw,raw,initial_history
2025-01-02,2025-01-02 10:40:00,1,7158.8015999999998,load_kw,raw,initial_history
2025-01-02,2025-01-02 10:50:00,1,7104.1647999999996,load_kw,raw,initial_history
2025-01-02,2025-01-02 11:00:00,1,6988.4499999999998,load_kw,raw,initial_history
2025-01-02,2025-01-02 11:10:00,1,6905.2356,load_kw,raw,initial_history
2025-01-02,2025-01-02 11:20:00,1,6918.8526000000002,load_kw,raw,initial_history
2025-01-02,2025-01-02 11:30:00,1,7053.4499999999998,load_kw,raw,initial_history
2025-01-02,2025-01-02 11:40:00,1,7224.2371999999996,load_kw,raw,initial_history
2025-01-02,2025-01-02 11:50:00,1,7061.4736999999996,load_kw,raw,initial_history
2025-01-02,2025-01-02 12:00:00,1,6627.8800000000001,load_kw,raw,initial_history
2025-01-02,2025-01-02 12:10:00,1,6385.5315000000001,load_kw,raw,initial_history
2025-01-02,2025-01-02 12:20:00,1,6379.3415000000005,load_kw,raw,initial_history
2025-01-02,2025-01-02 12:30:00,1,6517.0799999999999,load_kw,raw,initial_history
2025-01-02,2025-01-02 12:40:00,1,6677.4157999999998,load_kw,raw,initial_history
2025-01-02,2025-01-02 12:50:00,1,6740.259,load_kw,raw,initial_history
2025-01-02,2025-01-02 13:00:00,1,6776.29,load_kw,raw,initial_history
2025-01-02,2025-01-02 13:10:00,1,6923.5069000000003,load_kw,raw,initial_history
2025-01-02,2025-01-02 13:20:00,1,6851.0971,load_kw,raw,initial_history
2025-01-02,2025-01-02 13:30:00,1,6622.1499999999996,load_kw,raw,initial_history
2025-01-02,2025-01-02 13:40:00,1,6654.8176000000003,load_kw,raw,initial_history
2025-01-02,2025-01-02 13:50:00,1,6745.2794000000004,load_kw,raw,initial_history
2025-01-02,2025-01-02 14:00:00,1,6768.7299999999996,load_kw,raw,initial_history
2025-01-02,2025-01-02 14:10:00,1,6785.5204000000003,load_kw,raw,initial_history
2025-01-02,2025-01-02 14:20:00,1,6651.4681,load_kw,raw,initial_history
2025-01-02,2025-01-02 14:30:00,1,6519.7299999999996,load_kw,raw,initial_history
2025-01-02,2025-01-02 14:40:00,1,6699.3894,load_kw,raw,initial_history
2025-01-02,2025-01-02 14:50:00,1,6745.2289000000001,load_kw,raw,initial_history
2025-01-02,2025-01-02 15:00:00,1,6621.1400000000003,load_kw,raw,initial_history
2025-01-02,2025-01-02 15:10:00,1,6686.5383000000002,load_kw,raw,initial_history
2025-01-02,2025-01-02 15:20:00,1,6510.3339999999998,load_kw,raw,initial_history
2025-01-02,2025-01-02 15:30:00,1,6220.79,load_kw,raw,initial_history
2025-01-02,2025-01-02 15:40:00,1,6406.2703000000001,load_kw,raw,initial_history
2025-01-02,2025-01-02 15:50:00,1,6474.5982000000004,load_kw,raw,initial_history
2025-01-02,2025-01-02 16:00:00,1,6290.2399999999998,load_kw,raw,initial_history
2025-01-02,2025-01-02 16:10:00,1,6307.3310000000001,load_kw,raw,initial_history
2025-01-02,2025-01-02 16:20:00,1,6312.2172,load_kw,raw,initial_history
2025-01-02,2025-01-02 16:30:00,1,6239.2799999999997,load_kw,raw,initial_history
2025-01-02,2025-01-02 16:40:00,1,6276.4876999999997,load_kw,raw,initial_history
2025-01-02,2025-01-02 16:50:00,1,6335.5438000000004,load_kw,raw,initial_history
2025-01-02,2025-01-02 17:00:00,1,6317.75,load_kw,raw,initial_history
2025-01-02,2025-01-02 17:10:00,1,6215.7285000000002,load_kw,raw,initial_history
2025-01-02,2025-01-02 17:20:00,1,6137.0958000000001,load_kw,raw,initial_history
2025-01-02,2025-01-02 17:30:00,1,6185.2299999999996,load_kw,raw,initial_history
2025-01-02,2025-01-02 17:40:00,1,6275.9931999999999,load_kw,raw,initial_history
2025-01-02,2025-01-02 17:50:00,1,5749.3845000000001,load_kw,raw,initial_history
2025-01-02,2025-01-02 18:00:00,1,4825.29,load_kw,raw,initial_history
2025-01-02,2025-01-02 18:10:00,1,4462.7208000000001,load_kw,raw,initial_history
2025-01-02,2025-01-02 18:20:00,1,4487.5959999999995,load_kw,raw,initial_history
2025-01-02,2025-01-02 18:30:00,1,4531.3500000000004,load_kw,raw,initial_history
2025-01-02,2025-01-02 18:40:00,1,4433.2667000000001,load_kw,raw,initial_history
2025-01-02,2025-01-02 18:50:00,1,4446.1904999999997,load_kw,raw,initial_history
2025-01-02,2025-01-02 19:00:00,1,4522.6899999999996,load_kw,raw,initial_history
2025-01-02,2025-01-02 19:10:00,1,4365.4080999999996,load_kw,raw,initial_history
2025-01-02,2025-01-02 19:20:00,1,4272.9727000000003,load_kw,raw,initial_history
2025-01-02,2025-01-02 19:30:00,1,4365.7399999999998,load_kw,raw,initial_history
2025-01-02,2025-01-02 19:40:00,1,4459.5798999999997,load_kw,raw,initial_history
2025-01-02,2025-01-02 19:50:00,1,4483.9677000000001,load_kw,raw,initial_history
2025-01-02,2025-01-02 20:00:00,1,4509.2600000000002,load_kw,raw,initial_history
2025-01-02,2025-01-02 20:10:00,1,4622.8615,load_kw,raw,initial_history
2025-01-02,2025-01-02 20:20:00,1,4560.6005999999998,load_kw,raw,initial_history
2025-01-02,2025-01-02 20:30:00,1,4323.46,load_kw,raw,initial_history
2025-01-02,2025-01-02 20:40:00,1,4224.7758000000003,load_kw,raw,initial_history
2025-01-02,2025-01-02 20:50:00,1,4398.0304999999998,load_kw,raw,initial_history
2025-01-02,2025-01-02 21:00:00,1,4648.2700000000004,load_kw,raw,initial_history
2025-01-02,2025-01-02 21:10:00,1,4633.6000000000004,load_kw,raw,initial_history
2025-01-02,2025-01-02 21:20:00,1,4538.5738000000001,load_kw,raw,initial_history
2025-01-02,2025-01-02 21:30:00,1,4588.8699999999999,load_kw,raw,initial_history
2025-01-02,2025-01-02 21:40:00,1,4752.9517999999998,load_kw,raw,initial_history
2025-01-02,2025-01-02 21:50:00,1,4388.3683000000001,load_kw,raw,initial_history
2025-01-02,2025-01-02 22:00:00,1,3695.4699999999998,load_kw,raw,initial_history
2025-01-02,2025-01-02 22:10:00,1,3549.5286000000001,load_kw,raw,initial_history
2025-01-02,2025-01-02 22:20:00,1,3568.6565999999998,load_kw,raw,initial_history
2025-01-02,2025-01-02 22:30:00,1,3527.23,load_kw,raw,initial_history
2025-01-02,2025-01-02 22:40:00,1,3577.6994,load_kw,raw,initial_history
2025-01-02,2025-01-02 22:50:00,1,3478.2440000000001,load_kw,raw,initial_history
2025-01-02,2025-01-02 23:00:00,1,3323.6100000000001,load_kw,raw,initial_history
2025-01-02,2025-01-02 23:10:00,1,3478.4063000000001,load_kw,raw,initial_history
2025-01-02,2025-01-02 23:20:00,1,3640.9395,load_kw,raw,initial_history
2025-01-02,2025-01-02 23:30:00,1,3700.96,load_kw,raw,initial_history
2025-01-02,2025-01-02 23:40:00,1,3769.7289999999998,load_kw,raw,initial_history
2025-01-02,2025-01-02 23:50:00,1,3428.2020000000002,load_kw,raw,initial_history
2025-01-02,2025-01-03 00:00:00,1,2919.1199999999999,load_kw,raw,initial_history
2025-01-03,2025-01-03 00:10:00,1,2954.3508999999999,load_kw,raw,initial_history
2025-01-03,2025-01-03 00:20:00,1,2960.6102000000001,load_kw,raw,initial_history
2025-01-03,2025-01-03 00:30:00,1,2756.5100000000002,load_kw,raw,initial_history
2025-01-03,2025-01-03 00:40:00,1,2725.0654,load_kw,raw,initial_history
2025-01-03,2025-01-03 00:50:00,1,2639.7341000000001,load_kw,raw,initial_history
2025-01-03,2025-01-03 01:00:00,1,2583.7600000000002,load_kw,raw,initial_history
2025-01-03,2025-01-03 01:10:00,1,2902.6810999999998,load_kw,raw,initial_history
2025-01-03,2025-01-03 01:20:00,1,3131.0509999999999,load_kw,raw,initial_history
2025-01-03,2025-01-03 01:30:00,1,3056.8200000000002,load_kw,raw,initial_history
2025-01-03,2025-01-03 01:40:00,1,2923.5412000000001,load_kw,raw,initial_history
2025-01-03,2025-01-03 01:50:00,1,2940.6552999999999,load_kw,raw,initial_history
2025-01-03,2025-01-03 02:00:00,1,3047.21,load_kw,raw,initial_history
2025-01-03,2025-01-03 02:10:00,1,3000.6237000000001,load_kw,raw,initial_history
2025-01-03,2025-01-03 02:20:00,1,2860.5275000000001,load_kw,raw,initial_history
2025-01-03,2025-01-03 02:30:00,1,2800.0999999999999,load_kw,raw,initial_history
2025-01-03,2025-01-03 02:40:00,1,2953.2923000000001,load_kw,raw,initial_history
2025-01-03,2025-01-03 02:50:00,1,3161.0061000000001,load_kw,raw,initial_history
2025-01-03,2025-01-03 03:00:00,1,3294,load_kw,raw,initial_history
2025-01-03,2025-01-03 03:10:00,1,3346.7350000000001,load_kw,raw,initial_history
2025-01-03,2025-01-03 03:20:00,1,3390.5776999999998,load_kw,raw,initial_history
2025-01-03,2025-01-03 03:30:00,1,3426.6199999999999,load_kw,raw,initial_history
2025-01-03,2025-01-03 03:40:00,1,3375.8805000000002,load_kw,raw,initial_history
2025-01-03,2025-01-03 03:50:00,1,3204.2096000000001,load_kw,raw,initial_history
2025-01-03,2025-01-03 04:00:00,1,3155.1399999999999,load_kw,raw,initial_history
2025-01-03,2025-01-03 04:10:00,1,3470.3443000000002,load_kw,raw,initial_history
2025-01-03,2025-01-03 04:20:00,1,3371.4265999999998,load_kw,raw,initial_history
2025-01-03,2025-01-03 04:30:00,1,2945.5799999999999,load_kw,raw,initial_history
2025-01-03,2025-01-03 04:40:00,1,3074.9809,load_kw,raw,initial_history
2025-01-03,2025-01-03 04:50:00,1,3342.8629999999998,load_kw,raw,initial_history
2025-01-03,2025-01-03 05:00:00,1,3341.5500000000002,load_kw,raw,initial_history
2025-01-03,2025-01-03 05:10:00,1,3130.4364,load_kw,raw,initial_history
2025-01-03,2025-01-03 05:20:00,1,3224.3627000000001,load_kw,raw,initial_history
2025-01-03,2025-01-03 05:30:00,1,3607.8499999999999,load_kw,raw,initial_history
