group,slot,mean_kw,std_kw,n,grouping,series
1,54,6427.9319354838717,1270.5906650567927,31,month,load_kw
1,55,6436.150393548387,1226.9574502161308,31,month,load_kw
1,56,6402.2005193548384,1247.166558040313,31,month,load_kw
1,57,6373.713548387097,1246.6368101296875,31,month,load_kw
1,58,6363.5335999999998,1227.9756793347383,31,month,load_kw
1,59,6364.8042870967747,1238.6366782917789,31,month,load_kw
1,60,6351.3245161290324,1265.624858101954,31,month,load_kw
1,61,6304.4072999999999,1246.5638146345464,31,month,load_kw
1,62,6290.2587967741938,1228.1620810978209,31,month,load_kw
1,63,6301.7870967741937,1234.8258290549682,31,month,load_kw
1,64,6266.4460290322586,1246.1218014855747,31,month,load_kw
1,65,6226.8835451612904,1260.2129530303919,31,month,load_kw
1,66,6216.4129032258061,1265.6188343631047,31,month,load_kw
1,67,6221.4636,1254.4307178348663,31,month,load_kw
1,68,6200.6924483870971,1275.8161447629161,31,month,load_kw
1,69,6176.0258064516129,1304.1204990587187,31,month,load_kw
1,70,6186.7441903225808,1256.2345447428472,31,month,load_kw
1,71,6073.3558709677418,1161.5366053406681,31,month,load_kw
1,72,5874.8029032258073,1090.4679640661725,31,month,load_kw
1,73,5807.2126290322585,1092.1082871921287,31,month,load_kw
1,74,5802.5056354838707,1090.9138595577767,31,month,load_kw
1,75,5778.5790322580651,1067.0240793295304,31,month,load_kw
1,76,5744.5187709677421,1073.4717598878055,31,month,load_kw
1,77,5825.8448322580643,1139.1096778798276,31,month,load_kw
1,78,5965.6770967741932,1218.6002027687164,31,month,load_kw
1,79,5969.2231032258069,1244.3702118072965,31,month,load_kw
1,80,5928.7696548387103,1250.6046569573116,31,month,load_kw
1,81,5904.2380645161293,1262.0508764478536,31,month,load_kw
1,82,5867.5675354838704,1239.7700506102572,31,month,load_kw
1,83,5861.0197290322585,1242.3667291973311,31,month,load_kw
1,84,5864.6400000000003,1252.1961847197374,31,month,load_kw
1,85,5810.9317677419358,1229.2146690322913,31,month,load_kw
1,86,5763.1405225806457,1238.1621923809043,31,month,load_kw
1,87,5750.8290322580651,1271.6532827291012,31,month,load_kw
1,88,5739.977461290322,1253.4379101274815,31,month,load_kw
1,89,5712.2753870967745,1243.1608809719369,31,month,load_kw
1,90,5677.018064516129,1253.1582097362896,31,month,load_kw
1,91,5655.4628548387091,1251.49856748976,31,month,load_kw
1,92,5627.0792258064521,1221.0262323059942,31,month,load_kw
1,93,5608.8654838709672,1203.3996852939554,31,month,load_kw
1,94,5636.0948161290326,1254.8876831650903,31,month,load_kw
1,95,5628.520019354839,1259.8520767484717,31,month,load_kw
1,96,5574.119677419355,1226.6653758339689,31,month,load_kw
1,97,5540.3513548387091,1266.3769941588762,31,month,load_kw
1,98,5522.8230387096773,1293.6001315774938,31,month,load_kw
1,99,5515.7909677419348,1258.7593777429026,31,month,load_kw
1,100,5508.2091806451608,1243.0876772865979,31,month,load_kw
1,101,5404.7191645161292,1399.3673978573736,31,month,load_kw
1,102,5262.2883870967744,1611.986164891202,31,month,load_kw
1,103,5241.6006516129037,1593.3966102468255,31,month,load_kw
1,104,5232.8695322580652,1533.8781717227639,31,month,load_kw
1,105,5262.8541935483872,1592.2836744579035,31,month,load_kw
1,106,5364.3591774193555,1671.5588164472297,31,month,load_kw
1,107,4823.3292129032261,1321.9017642870742,31,month,load_kw
1,108,3947.9845161290323,765.89047045835798,31,month,load_kw
1,109,3839.0390193548387,683.7597734941171,31,month,load_kw
1,110,3948.8100516129034,759.64963478885318,31,month,load_kw
1,111,3910.4612903225807,760.04012502736532,31,month,load_kw
1,112,3909.4098903225808,786.02059643113148,31,month,load_kw
1,113,3917.6596258064519,776.31768398018528,31,month,load_kw
1,114,3906.2741935483873,742.96658884400358,31,month,load_kw
1,115,3900.5950032258065,759.27413525790519,31,month,load_kw
1,116,3906.6350032258065,769.66264371590421,31,month,load_kw
1,117,3921.7938709677419,748.63341324343537,31,month,load_kw
1,118,3937.8251032258063,752.92774516379745,31,month,load_kw
1,119,3937.6805225806452,750.92445450680941,31,month,load_kw
1,120,3930.6877419354837,736.33000410463444,31,month,load_kw
1,121,3942.7496774193551,745.33904138692208,31,month,load_kw
1,122,3953.1071096774194,761.44380530529691,31,month,load_kw
1,123,3956.4251612903226,766.49319765570863,31,month,load_kw
1,124,3971.312616129032,745.800627755243,31,month,load_kw
1,125,4001.7659161290326,715.58661315018651,31,month,load_kw
1,126,4030.2458064516127,720.13954177772234,31,month,load_kw
1,127,4027.108793548387,748.13515466772844,31,month,load_kw
1,128,3989.2205645161289,742.94990468079448,31,month,load_kw
1,129,4024.9164516129035,729.32419812932937,31,month,load_kw
1,130,4169.455512903226,759.29667966965974,31,month,load_kw
1,131,3792.1952064516126,654.658178301774,31,month,load_kw
1,132,3118.623225806452,465.37920467354428,31,month,load_kw
1,133,3056.1727548387098,439.75353701265584,31,month,load_kw
1,134,3166.5993064516128,445.6956830543885,31,month,load_kw
1,135,3154.5470967741935,421.35762083368525,31,month,load_kw
1,136,3167.7786903225806,433.45975061035091,31,month,load_kw
1,137,3168.6271516129032,462.78410493812254,31,month,load_kw
1,138,3166.1780645161293,469.22605418866323,31,month,load_kw
1,139,3228.6798290322581,458.68129093114851,31,month,load_kw
1,140,3271.8338580645163,469.29176527300501,31,month,load_kw
1,141,3281.4341935483867,493.45994468159347,31,month,load_kw
1,142,3320.983535483871,507.44627558892336,31,month,load_kw
1,143,3331.2894870967739,394.21716360121002,31,month,load_kw
1,144,3331.2613333333334,424.46464339767169,30,month,load_kw
1,1,3615.86175,66.97587220193526,4,weekday,load_kw
1,2,3641.9375,135.52579310908538,4,weekday,load_kw
1,3,3658.4700000000003,42.681167587903097,4,weekday,load_kw
1,4,3625.355125,84.26078679505963,4,weekday,load_kw
1,5,3630.9418249999999,154.01287704499197,4,weekday,load_kw
1,6,3716.9850000000001,217.36104074404255,4,weekday,load_kw
1,7,3834.34085,141.05839527563296,4,weekday,load_kw
1,8,3890.7266250000002,124.96261040488268,4,weekday,load_kw
1,9,3872.4425000000001,157.91977992533629,4,weekday,load_kw
1,10,3847.2422750000001,92.64782081705529,4,weekday,load_kw
1,11,3853.8659000000002,42.588020673502342,4,weekday,load_kw
1,12,3903.7849999999999,141.31701230448746,4,weekday,load_kw
1,13,3971.1158249999999,154.56409544743067,4,weekday,load_kw
1,14,3963.8312500000002,140.88064223376008,4,weekday,load_kw
1,15,3935.2775000000001,120.13923599307621,4,weekday,load_kw
1,16,4022.1707249999999,112.43033336344703,4,weekday,load_kw
1,17,4057.2930499999998,183.73802974027075,4,weekday,load_kw
1,18,4009.23,116.84197904292216,4,weekday,load_kw
1,19,4014.6513249999998,102.8584960119932,4,weekday,load_kw
1,20,4030.4852249999999,149.7738594191562,4,weekday,load_kw
1,21,4015.9049999999997,129.41546958021121,4,weekday,load_kw
1,22,4001.8164499999998,126.82512397130459,4,weekday,load_kw
1,23,4098.7602999999999,147.57135451712844,4,weekday,load_kw
1,24,4227.6475,97.523058598125317,4,weekday,load_kw
1,25,4198.7897750000002,33.822413199275267,4,weekday,load_kw
1,26,4204.3150249999999,83.493190664124526,4,weekday,load_kw
1,27,4266.4375,127.95771576970246,4,weekday,load_kw
1,28,4214.9256999999998,61.031175821269166,4,weekday,load_kw
1,29,4175.165,113.71564636604185,4,weekday,load_kw
1,30,4229.8050000000003,86.617790897713334,4,weekday,load_kw
1,31,4325.9557999999997,109.39366449177928,4,weekday,load_kw
1,32,4349.6859249999998,127.07089238377601,4,weekday,load_kw
1,33,4236.5925000000007,54.988018922306644,4,weekday,load_kw
1,34,4117.2543999999998,62.774042397527928,4,weekday,load_kw
1,35,4602.5512500000004,59.81856923534157,4,weekday,load_kw
1,36,5382.4549999999999,31.440532756300392,4,weekday,load_kw
1,37,5485.2369500000004,32.025312082424243,4,weekday,load_kw
1,38,5427.6205,118.15622446227678,4,weekday,load_kw
1,39,5520.9049999999997,140.79727968489487,4,weekday,load_kw
1,40,5539.6863250000006,147.06585585263889,4,weekday,load_kw
1,41,5470.0529750000005,120.58412310773983,4,weekday,load_kw
1,42,5412.7574999999997,173.63451660984134,4,weekday,load_kw
1,43,5473.0869999999995,164.30449206082812,4,weekday,load_kw
1,44,5549.4852499999997,204.81598671442467,4,weekday,load_kw
1,45,5403.7600000000002,93.219624900911313,4,weekday,load_kw
1,46,5064.40895,68.162423148706623,4,weekday,load_kw
1,47,5867.4245000000001,43.49671402822657,4,weekday,load_kw
1,48,7280.4425000000001,68.715053360477995,4,weekday,load_kw
1,49,7340.2024249999995,106.47312290512153,4,weekday,load_kw
1,50,7093.5859250000003,152.27730378195741,4,weekday,load_kw
1,51,7206.1875,165.42403843355575,4,weekday,load_kw
1,52,7274.2032500000005,123.88543305765748,4,weekday,load_kw
1,53,7248.6485250000005,154.78850299201554,4,weekday,load_kw
1,54,7195.3325000000004,105.16417114049207,4,weekday,load_kw
1,55,7181.3309250000002,62.431840729357305,4,weekday,load_kw
1,56,7221.6193249999997,121.00106804064065,4,weekday,load_kw
1,57,7233.6025,138.16084886223481,4,weekday,load_kw
1,58,7121.7789499999999,46.687382646456655,4,weekday,load_kw
1,59,7066.9190500000004,71.446997849571403,4,weekday,load_kw
1,60,7099.1424999999999,90.610109213413324,4,weekday,load_kw
1,61,7089.1470749999999,85.017576009920134,4,weekday,load_kw
1,62,7142.8760750000001,54.059494023737138,4,weekday,load_kw
1,63,7207.9475000000002,45.432072646974795,4,weekday,load_kw
1,64,7101.240425,80.20609927469684,4,weekday,load_kw
1,65,6989.0558500000006,172.15041896780284,4,weekday,load_kw
1,66,6994.0100000000002,227.44284234359461,4,weekday,load_kw
1,67,7070.3553000000002,195.18028436424288,4,weekday,load_kw
1,68,7042.8209500000003,103.55112525931341,4,weekday,load_kw
1,69,6935.4724999999999,68.503628310233765,4,weekday,load_kw
1,70,6907.1949249999998,139.51245886726093,4,weekday,load_kw
1,71,6749.9683999999997,205.86861499524406,4,weekday,load_kw
1,72,6498.6999999999998,174.20241291861217,4,weekday,load_kw
1,73,6424.0006000000003,93.042437850083331,4,weekday,load_kw
1,74,6397.1459500000001,103.92500578585535,4,weekday,load_kw
1,75,6335.6224999999995,117.51418393113214,4,weekday,load_kw
1,76,6317.6627250000001,84.543828929787665,4,weekday,load_kw
1,77,6455.730125,105.72266858876183,4,weekday,load_kw
1,78,6647.3175000000001,57.415498125506069,4,weekday,load_kw
1,79,6665.543525,58.169535776519794,4,weekday,load_kw
1,80,6664.9403499999999,187.295205291157,4,weekday,load_kw
1,81,6701.6800000000003,300.69964383084982,4,weekday,load_kw
1,82,6676.1879749999998,121.80605303121202,4,weekday,load_kw
1,83,6646.7107999999998,57.495669618676324,4,weekday,load_kw
1,84,6626.6224999999995,18.991351321061764,4,weekday,load_kw
1,85,6569.2381249999999,82.325314723737961,4,weekday,load_kw
1,86,6531.1945500000002,161.98901454972201,4,weekday,load_kw
1,87,6541.8924999999999,171.16924867413175,4,weekday,load_kw
1,88,6568.5164999999997,55.325690427805171,4,weekday,load_kw
1,89,6548.6408499999998,112.1107246112966,4,weekday,load_kw
1,90,6485.5100000000002,102.34013126172262,4,weekday,load_kw
1,91,6432.4881749999995,153.06585905002615,4,weekday,load_kw
1,92,6359.0533999999998,163.62121116369147,4,weekday,load_kw
1,93,6339.2075000000004,79.320881393237215,4,weekday,load_kw
1,94,6467.6309999999994,39.004420095762043,4,weekday,load_kw
1,95,6436.5235499999999,84.300921972597621,4,weekday,load_kw
1,96,6290.4375,170.10343840832067,4,weekday,load_kw
1,97,6372.4611249999998,37.585742044590475,4,weekday,load_kw
1,98,6415.9474499999997,149.42970357548268,4,weekday,load_kw
1,99,6305.3474999999999,120.4128255558077,4,weekday,load_kw
1,100,6211.5912250000001,76.94197588743377,4,weekday,load_kw
1,101,6212.3978999999999,84.544125218058142,4,weekday,load_kw
1,102,6244.4250000000002,128.67460213007578,4,weekday,load_kw
1,103,6183.7516749999995,200.74147266273232,4,weekday,load_kw
1,104,6122.2566500000003,95.149566629613631,4,weekday,load_kw
1,105,6221.5124999999998,82.736367406761545,4,weekday,load_kw
1,106,6403.7523499999998,85.967406462003751,4,weekday,load_kw
1,107,5651.0385500000002,46.886538802979935,4,weekday,load_kw
1,108,4419.5650000000005,134.92717653114428,4,weekday,load_kw
1,109,4272.4079249999995,60.0469355265462,4,weekday,load_kw
1,110,4403.8519500000002,106.33884820166467,4,weekday,load_kw
1,111,4330.2574999999997,130.30967791508559,4,weekday,load_kw
1,112,4375.9081500000002,192.77922757656364,4,weekday,load_kw
1,113,4377.133425,194.56629180477941,4,weekday,load_kw
1,114,4324.3125,183.28809988194351,4,weekday,load_kw
1,115,4399.7150249999995,163.43027432941918,4,weekday,load_kw
1,116,4419.3187749999997,30.295216505621607,4,weekday,load_kw
1,117,4361.7175000000007,140.66121175244672,4,weekday,load_kw
1,118,4399.4245499999997,159.00182604111831,4,weekday,load_kw
1,119,4454.6476499999999,78.635509686887715,4,weekday,load_kw
1,120,4460.5450000000001,103.1792648742953,4,weekday,load_kw
1,121,4428.7186249999995,71.122906631612921,4,weekday,load_kw
1,122,4379.9716500000004,60.211498721894266,4,weekday,load_kw
1,123,4355.8175000000001,106.2943800254743,4,weekday,load_kw
1,124,4388.9049249999998,79.38131872190813,4,weekday,load_kw
1,125,4405.1745250000004,113.78852177838168,4,weekday,load_kw
1,126,4434.4274999999998,127.12435994594716,4,weekday,load_kw
1,127,4553.723825,163.84161719692153,4,weekday,load_kw
1,128,4525.7080500000002,179.98552313191786,4,weekday,load_kw
1,129,4477.6175000000003,81.511771900341799,4,weekday,load_kw
1,130,4677.8810749999993,69.154387061143652,4,weekday,load_kw
1,131,4243.2767000000003,68.268265731548581,4,weekday,load_kw
1,132,3410.96,91.126873094603553,4,weekday,load_kw
1,133,3365.7293249999998,80.599551520107696,4,weekday,load_kw
1,134,3464.6406750000001,54.854220316664403,4,weekday,load_kw
1,135,3374.7174999999997,132.86646865054664,4,weekday,load_kw
1,136,3421.7503500000003,46.553716008964507,4,weekday,load_kw
1,137,3447.6913,173.5200824173001,4,weekday,load_kw
1,138,3411.1275000000001,178.99474896860309,4,weekday,load_kw
1,139,3468.0797000000002,132.93735873290098,4,weekday,load_kw
1,140,3580.1444750000001,119.65599550328643,4,weekday,load_kw
1,141,3671.605,176.47317085986009,4,weekday,load_kw
1,142,3685.662425,169.70387511315852,4,weekday,load_kw
1,143,3592.4855250000001,128.00316643383954,4,weekday,load_kw
1,144,3534.6175000000003,133.18141796687217,4,weekday,load_kw
2,1,3687.2613249999999,52.934853600715371,4,weekday,load_kw
2,2,3712.7552000000001,47.392025082426542,4,weekday,load_kw
2,3,3590.2174999999997,144.69474544133709,4,weekday,load_kw
2,4,3636.0789,62.132009648435925,4,weekday,load_kw
2,5,3735.2757499999998,139.60242471653797,4,weekday,load_kw
2,6,3808.5,124.32794966002891,4,weekday,load_kw
2,7,3892.9447500000001,176.95719567757052,4,weekday,load_kw
2,8,3903.0744500000001,102.92854675114836,4,weekday,load_kw
2,9,3844.3874999999998,189.72631523240682,4,weekday,load_kw
2,10,3829.25065,142.35933963564412,4,weekday,load_kw
2,11,3899.54295,132.89351523733819,4,weekday,load_kw
2,12,3974.2750000000001,145.11240022823702,4,weekday,load_kw
2,13,3938.814425,147.41540423043472,4,weekday,load_kw
2,14,3950.1388750000001,146.41810584371879,4,weekday,load_kw
2,15,4020.8249999999998,51.103477050653424,4,weekday,load_kw
2,16,4006.8617249999998,35.516537619572453,4,weekday,load_kw
2,17,3986.838025,72.347323917215519,4,weekday,load_kw
2,18,3987.4425000000001,161.79331761540703,4,weekday,load_kw
2,19,3968.5032249999999,106.15176373458183,4,weekday,load_kw
2,20,4051.5810750000001,128.86543008545442,4,weekday,load_kw
2,21,4163.0799999999999,199.78878613842838,4,weekday,load_kw
2,22,4098.4895749999996,128.36024430950539,4,weekday,load_kw
2,23,4066.79945,102.59389656889947,4,weekday,load_kw
2,24,4154.7325000000001,193.51995734721169,4,weekday,load_kw
2,25,4234.31765,124.85497402913782,4,weekday,load_kw
2,26,4234.91345,112.38733333887463,4,weekday,load_kw
2,27,4173.9300000000003,217.58987951342479,4,weekday,load_kw
2,28,4136.7242249999999,142.1582742262151,4,weekday,load_kw
2,29,4190.5836250000002,190.11080837445641,4,weekday,load_kw
2,30,4283.4324999999999,131.36381677742642,4,weekday,load_kw
2,31,4302.73225,82.197581771464911,4,weekday,load_kw
2,32,4340.2857750000003,173.96784378306586,4,weekday,load_kw
2,33,4311.3699999999999,196.81218170292854,4,weekday,load_kw
2,34,4136.8604999999998,70.716946670229035,4,weekday,load_kw
2,35,4617.070925,199.85319102239981,4,weekday,load_kw
2,36,5445.7224999999999,171.87449207197642,4,weekday,load_kw
2,37,5452.8438500000002,111.24242360833738,4,weekday,load_kw
2,38,5299.1975750000001,91.478651890276709,4,weekday,load_kw
2,39,5427.0775000000003,139.36852666581484,4,weekday,load_kw
2,40,5592.7979749999995,164.82337458690685,4,weekday,load_kw
2,41,5582.145125,171.50690772406003,4,weekday,load_kw
2,42,5431.6350000000002,78.361798728717517,4,weekday,load_kw
2,43,5375.4689749999998,104.78534455518633,4,weekday,load_kw
2,44,5483.1639999999998,129.03732646489047,4,weekday,load_kw
2,45,5499.75,26.912726853046198,4,weekday,load_kw
2,46,5267.8995750000004,76.494907231020733,4,weekday,load_kw
2,47,6051.2798750000002,32.934148909743762,4,weekday,load_kw
2,48,7368.0349999999999,74.077996058208797,4,weekday,load_kw
2,49,7364.5348000000004,31.052125384477975,4,weekday,load_kw
2,50,7067.0721250000006,136.04012226397009,4,weekday,load_kw
2,51,7143.7849999999999,164.24164524667125,4,weekday,load_kw
2,52,7227.1495249999998,74.303981663047622,4,weekday,load_kw
2,53,7215.72235,88.37558391971173,4,weekday,load_kw
2,54,7171.0725000000002,131.88839736054626,4,weekday,load_kw
2,55,7187.9375,111.63525453642882,4,weekday,load_kw
2,56,7163.3547250000001,126.99946171067971,4,weekday,load_kw
2,57,7107.5625,154.08263289006121,4,weekday,load_kw
2,58,7141.1761000000006,164.64271508671939,4,weekday,load_kw
2,59,7176.398725,86.366129105275789,4,weekday,load_kw
2,60,7169.2275,178.09996600692162,4,weekday,load_kw
2,61,7159.2555750000001,100.49556403620885,4,weekday,load_kw
2,62,7130.4253749999998,77.695905481107062,4,weekday,load_kw
2,63,7068.5900000000001,87.193488671268369,4,weekday,load_kw
2,64,7004.1573500000004,93.710318746745784,4,weekday,load_kw
2,65,7066.1791249999997,81.651492130165821,4,weekday,load_kw
2,66,7135.4499999999998,159.23100514661101,4,weekday,load_kw
2,67,6965.0344500000001,119.06971305932515,4,weekday,load_kw
2,68,6872.9022750000004,63.0103787290303,4,weekday,load_kw
2,69,6977.6224999999995,148.97695960002281,4,weekday,load_kw
2,70,7036.49215,191.07051050606975,4,weekday,load_kw
2,71,6759.3968999999997,191.28070126385799,4,weekday,load_kw
2,72,6375.5299999999997,137.89411807615286,4,weekday,load_kw
2,73,6412.7954499999996,101.46542789839003,4,weekday,load_kw
2,74,6501.9310000000005,128.6116225045256,4,weekday,load_kw
2,75,6442.3625000000002,219.29539991755442,4,weekday,load_kw
2,76,6419.1957499999999,230.8422561733662,4,weekday,load_kw
2,77,6554.610275,191.30762239407983,4,weekday,load_kw
2,78,6710.7174999999997,173.15220363887917,4,weekday,load_kw
2,79,6647.3829999999998,47.844246499169934,4,weekday,load_kw
2,80,6656.407725,70.496492877323334,4,weekday,load_kw
2,81,6735.2425000000003,211.06023837994667,4,weekday,load_kw
2,82,6605.8806000000004,222.91864235759516,4,weekday,load_kw
2,83,6587.1017250000004,203.06003833102108,4,weekday,load_kw
2,84,6667.8274999999994,96.547326693527111,4,weekday,load_kw
2,85,6527.3826749999998,98.8563001876757,4,weekday,load_kw
2,86,6519.3162000000002,98.323328835666544,4,weekday,load_kw
2,87,6659.0200000000004,82.737685488536741,4,weekday,load_kw
2,88,6585.4807249999994,133.42206876773577,4,weekday,load_kw
2,89,6471.420075,134.01764231514136,4,weekday,load_kw
2,90,6429.3150000000005,89.444976941134513,4,weekday,load_kw
2,91,6390.4119000000001,85.167025406432643,4,weekday,load_kw
2,92,6359.1016,151.21758877683516,4,weekday,load_kw
2,93,6379.4825000000001,139.03462910968148,4,weekday,load_kw
2,94,6466.4660000000003,123.70492185150364,4,weekday,load_kw
2,95,6450.5993749999998,181.58845196207386,4,weekday,load_kw
2,96,6327.9099999999999,190.4275687324008,4,weekday,load_kw
2,97,6269.7882749999999,196.10061779604163,4,weekday,load_kw
2,98,6300.1282250000004,159.8428893579856,4,weekday,load_kw
2,99,6362.2224999999999,99.896682752731607,4,weekday,load_kw
2,100,6370.2090250000001,239.06561598479428,4,weekday,load_kw
2,101,6290.9956750000001,221.88947100989043,4,weekday,load_kw
2,102,6191.3599999999997,57.325811522093801,4,weekday,load_kw
2,103,6178.3578500000003,109.10535674553309,4,weekday,load_kw
2,104,6183.6452500000005,63.44478555014048,4,weekday,load_kw
2,105,6284.6399999999994,59.740661194867613,4,weekday,load_kw
2,106,6471.3756250000006,155.79424463366965,4,weekday,load_kw
2,107,5699.2873,91.774071127198326,4,weekday,load_kw
2,108,4418.79,125.21041969420958,4,weekday,load_kw
2,109,4232.9322750000001,91.508370765788854,4,weekday,load_kw
2,110,4371.1560749999999,87.166026243996797,4,weekday,load_kw
2,111,4331.8400000000001,147.99694816673289,4,weekday,load_kw
2,112,4388.7790999999997,125.72001560300551,4,weekday,load_kw
2,113,4401.0436,85.582718936866385,4,weekday,load_kw
2,114,4344.9475000000002,124.75050711319787,4,weekday,load_kw
2,115,4369.8339249999999,127.80601939667217,4,weekday,load_kw
2,116,4398.6288999999997,113.71560289520521,4,weekday,load_kw
2,117,4384.29,56.679755939253369,4,weekday,load_kw
2,118,4365.1157000000003,68.018869732204749,4,weekday,load_kw
2,119,4362.8559999999998,141.01572614700322,4,weekday,load_kw
2,120,4366.1324999999997,162.61681286078601,4,weekday,load_kw
2,121,4358.1091249999999,96.857296092150591,4,weekday,load_kw
2,122,4406.9489749999993,136.82712502851606,4,weekday,load_kw
2,123,4483.6774999999998,95.88405754694908,4,weekday,load_kw
2,124,4474.4138999999996,94.225405012625387,4,weekday,load_kw
2,125,4402.28935,79.694144408335077,4,weekday,load_kw
2,126,4368.2325000000001,96.733005182650317,4,weekday,load_kw
2,127,4441.0848249999999,102.30402987912601,4,weekday,load_kw
2,128,4409.7722749999994,70.252171366555388,4,weekday,load_kw
2,129,4388.5,79.663846672544395,4,weekday,load_kw
2,130,4596.1945249999999,98.945036764841944,4,weekday,load_kw
2,131,4150.4204499999996,149.3948978755856,4,weekday,load_kw
2,132,3314.1224999999999,57.034854475136584,4,weekday,load_kw
2,133,3291.0021000000002,159.89025375189908,4,weekday,load_kw
2,134,3386.0378000000001,186.58402723825714,4,weekday,load_kw
2,135,3290.3850000000002,120.53330341998155,4,weekday,load_kw
2,136,3406.0695500000002,72.009014531908733,4,weekday,load_kw
2,137,3487.8705,187.22206871675152,4,weekday,load_kw
2,138,3468.1424999999999,237.34940255173734,4,weekday,load_kw
2,139,3543.2212749999999,61.614086493451339,4,weekday,load_kw
2,140,3578.7293500000001,29.723495354629158,4,weekday,load_kw
2,141,3568.5250000000001,161.01060886372264,4,weekday,load_kw
2,142,3648.9330749999999,45.255945605660578,4,weekday,load_kw
2,143,3675.053175,61.001685634162286,4,weekday,load_kw
2,144,3609.1750000000002,61.355123937070822,4,weekday,load_kw
3,1,3571.7529800000002,147.6932489298579,5,weekday,load_kw
3,2,3658.9506200000005,161.02934858520976,5,weekday,load_kw
3,3,3727.8360000000002,106.7286481222357,5,weekday,load_kw
3,4,3546.0742799999998,139.65391043501782,5,weekday,load_kw
3,5,3555.8062799999998,102.32099678170648,5,weekday,load_kw
3,6,3784.8779999999997,87.72858895479844,5,weekday,load_kw
3,7,3817.3111400000003,88.937968748999424,5,weekday,load_kw
3,8,3793.2626000000005,134.76535953543478,5,weekday,load_kw
3,9,3798.636,104.01603881132952,5,weekday,load_kw
3,10,3763.1919800000005,145.68331277460021,5,weekday,load_kw
3,11,3784.8008999999997,98.071801740969249,5,weekday,load_kw
3,12,3864.864,148.280997872283,5,weekday,load_kw
3,13,3900.5514800000005,137.19895916007161,5,weekday,load_kw
3,14,3931.7986000000005,126.3038875590334,5,weekday,load_kw
3,15,3965.7979999999998,181.0230362964891,5,weekday,load_kw
3,16,3964.9668599999995,93.269709964719667,5,weekday,load_kw
3,17,3988.3498599999998,124.77581707110954,5,weekday,load_kw
