date,month,weekday,series,n,mean_kw,std_kw,min_kw,max_kw,amplitude_kw,peak_first_slot,peak_tie_count,zero_points,all_zero
2025-01-06,1,1,pv_kw,144,1508.092042361111,2159.2565414787978,0,6048.5187999999998,6048.5187999999998,76,1,75,False
2025-01-06,1,1,net_load_kw,144,3776.3533791666664,1380.8078101371902,222.26519999999982,6337.9893000000002,6115.7241000000004,103,1,0,False
2025-01-07,1,2,load_kw,144,5288.6442562499997,1354.8641629153988,3294.7889,7373.5664999999999,4078.7775999999999,49,1,0,False
2025-01-07,1,2,pv_kw,144,1431.6900500000002,2018.2608724672164,0,5426.8125,5426.8125,72,1,75,False
2025-01-07,1,2,net_load_kw,144,3856.95420625,1216.2101965121763,1143.3874999999998,6570.8076000000001,5427.4201000000003,106,1,0,False
2025-01-08,1,3,load_kw,144,5278.9976645833331,1334.3691799262933,3041.4847,7400.2529000000004,4358.7682000000004,49,1,0,False
2025-01-08,1,3,pv_kw,144,1548.7476097222223,2241.388197658634,0,6346.5393000000004,6346.5393000000004,76,1,76,False
2025-01-08,1,3,net_load_kw,144,3730.2500548611115,1458.9081103959707,129.33419999999933,6527.8795,6398.5453000000007,104,1,0,False
2025-01-09,1,4,load_kw,144,5294.4424249999993,1345.1320277177156,2709.7800000000002,7450.7115000000003,4740.9315000000006,52,1,0,False
2025-01-09,1,4,pv_kw,144,1498.9609201388889,2152.6710716933053,0,6089.8125,6089.8125,72,1,77,False
2025-01-09,1,4,net_load_kw,144,3795.4815048611117,1346.3958270302219,469.78700000000026,6347.3900000000003,5877.6030000000001,105,1,0,False
2025-01-10,1,5,load_kw,144,3395.2766006944448,648.9681523117423,2352.9166,4631.46,2278.5434,57,1,0,False
2025-01-10,1,5,pv_kw,144,1499.8321541666667,2114.4321567834145,0,5738.2860000000001,5738.2860000000001,67,1,77,False
2025-01-10,1,5,net_load_kw,144,1895.4444465277779,1608.2001777126159,-1533.8770999999997,3678.0862000000002,5211.9632999999994,43,1,0,False
2025-01-11,1,6,load_kw,144,3400.4247902777774,604.89947241652499,2216.1871000000001,4590.2659000000003,2374.0788000000002,59,1,0,False
2025-01-11,1,6,pv_kw,144,1531.0128479166667,2189.5038906511541,0,6055.9664000000002,6055.9664000000002,71,1,77,False
2025-01-11,1,6,net_load_kw,144,1869.411942361111,1707.4606955999584,-1928.7524999999996,3676.8200000000002,5605.5725000000002,144,1,0,False
2025-01-12,1,7,load_kw,144,5271.6386236111102,1318.093827085087,3322.2707,7376.2660999999998,4053.9953999999998,52,1,0,False
2025-01-12,1,7,pv_kw,144,1485.5599402777777,2097.947419656678,0,5661.3298999999997,5661.3298999999997,79,1,76,False
2025-01-12,1,7,net_load_kw,144,3786.0786833333332,1305.6158661901236,797.2502000000004,6395.5056999999997,5598.2554999999993,103,1,0,False
2025-01-13,1,1,load_kw,144,5290.8483243055562,1329.0097754542148,3180.4299999999998,7430.6599999999999,4250.2299999999996,57,1,0,False
2025-01-13,1,1,pv_kw,144,1612.7667840277777,2282.2659550506678,0,6209.8471,6209.8471,76,1,78,False
2025-01-13,1,1,net_load_kw,144,3678.0815402777775,1441.0870340202976,142.22749999999996,6421.5704999999998,6279.3429999999998,106,1,0,False
2025-01-14,1,2,load_kw,144,5296.2287756944443,1300.9105186472386,3285.5799999999999,7427.0299999999997,4141.4499999999998,48,1,0,False
2025-01-14,1,2,pv_kw,144,1576.2157368055555,2246.6026199018925,0,6219.5249999999996,6219.5249999999996,72,1,77,False
2025-01-14,1,2,net_load_kw,144,3720.0130388888888,1449.8100928397371,37.925000000000182,6369.6794,6331.7543999999998,106,1,0,False
2025-01-15,1,3,load_kw,144,5290.1624569444439,1346.1415059703108,3199.0136000000002,7507.7254000000003,4308.7118,49,1,0,False
2025-01-15,1,3,pv_kw,144,1537.2315013888888,2175.1765234421086,0,6093.5775999999996,6093.5775999999996,70,1,75,False
2025-01-15,1,3,net_load_kw,144,3752.9309555555551,1361.5194767380399,287.50979999999981,6550.8059999999996,6263.2961999999998,106,1,0,False
2025-01-16,1,4,load_kw,144,5283.6568409722222,1337.0111469699459,2666.0300000000002,7524.4004999999997,4858.3704999999991,49,1,0,False
2025-01-16,1,4,pv_kw,144,1572.2338638888889,2253.9579684513114,0,6199.3148000000001,6199.3148000000001,73,1,75,False
2025-01-16,1,4,net_load_kw,144,3711.4229770833335,1472.9081601046073,232.58759999999984,6476.5560999999998,6243.9684999999999,106,1,0,False
2025-01-17,1,5,load_kw,144,3369.8365083333329,637.84615858662767,2257.2766000000001,4658.1400999999996,2400.8634999999995,55,1,0,False
2025-01-17,1,5,pv_kw,144,1591.1234472222225,2235.1084992769893,0,5964.0608000000002,5964.0608000000002,76,1,75,False
2025-01-17,1,5,net_load_kw,144,1778.7130611111108,1740.7222067118666,-2078.4250000000002,3745.2125000000001,5823.6375000000007,42,1,0,False
2025-01-18,1,6,load_kw,144,3383.6690624999997,609.26813948125687,2380.98,4588.0664999999999,2207.0864999999999,55,1,0,False
2025-01-18,1,6,pv_kw,144,1581.8978534722223,2217.6038652681214,0,6090.7507999999998,6090.7507999999998,79,1,75,False
2025-01-18,1,6,net_load_kw,144,1801.7712090277778,1735.3485182416143,-1973.2478999999998,3823.9099999999999,5797.1579000000002,144,1,0,False
2025-01-19,1,7,load_kw,144,5258.785259027778,1334.3401529085588,3254.1161000000002,7413.6199999999999,4159.5038999999997,48,1,0,False
2025-01-19,1,7,pv_kw,144,1563.6544479166669,2214.9487071315461,0,6244.4250000000002,6244.4250000000002,72,1,75,False
2025-01-19,1,7,net_load_kw,144,3695.1308111111107,1374.9433679912081,151.6266999999998,6435.3825999999999,6283.7559000000001,106,1,0,False
2025-01-20,1,1,load_kw,144,5273.5694229166666,1338.8609562143872,3229.0700000000002,7455.2218999999996,4226.1518999999989,49,1,0,False
2025-01-20,1,1,pv_kw,144,1604.1079,2288.7454682383855,0,6597.6374999999998,6597.6374999999998,72,1,75,False
2025-01-20,1,1,net_load_kw,144,3669.4615229166666,1481.4803819760748,74.272500000000036,6424.2656000000006,6349.9931000000006,106,1,0,False
2025-01-21,1,2,load_kw,144,5239.5894118055548,1319.3392522814654,3154.5927000000001,7419.21,4264.6172999999999,60,1,0,False
2025-01-21,1,2,pv_kw,144,1761.4267166666666,2527.6532075839355,0,7159.125,7159.125,69,1,75,False
2025-01-21,1,2,net_load_kw,144,3478.1626951388889,1711.5891614649508,-701.89179999999942,6308.5124999999998,7010.4042999999992,106,1,0,False
2025-01-22,1,3,load_kw,144,5278.3161895833346,1321.9066023892624,3313.1444999999999,7408.7912999999999,4095.6468,52,1,0,False
2025-01-22,1,3,pv_kw,144,1574.201007638889,2190.5142141783022,0,6052.0204000000003,6052.0204000000003,76,1,75,False
2025-01-22,1,3,net_load_kw,144,3704.1151819444444,1369.0387718286013,398.99749999999949,6359.3456999999999,5960.3482000000004,106,1,0,False
2025-01-23,1,4,load_kw,144,5264.8096312500002,1340.9034170604825,2676.9699999999998,7448.7502000000004,4771.7802000000011,49,1,0,False
2025-01-23,1,4,pv_kw,144,1532.8960645833331,2139.5244103141558,0,5765.1000000000004,5765.1000000000004,69,1,75,False
2025-01-23,1,4,net_load_kw,144,3731.9135666666666,1326.626143922404,826.09749999999985,6455.5964000000004,5629.4989000000005,106,1,0,False
2025-01-24,1,5,load_kw,144,3347.4806541666671,623.74445666775455,2211.6900000000001,4657.1800000000003,2445.4900000000002,57,1,0,False
2025-01-24,1,5,pv_kw,144,1687.9217729166669,2409.3925659692491,0,6893.0015000000003,6893.0015000000003,71,1,75,False
2025-01-24,1,5,net_load_kw,144,1659.55888125,1917.8284997171222,-2806.2275000000004,3637.2874999999999,6443.5150000000003,42,1,0,False
2025-01-25,1,6,load_kw,144,3359.6693451388887,600.33783015155313,2362.2723999999998,4513.9210000000003,2151.6486000000004,59,1,0,False
2025-01-25,1,6,pv_kw,144,1758.0203673611113,2497.2586865384378,0,6893.0249999999996,6893.0249999999996,78,1,73,False
2025-01-25,1,6,net_load_kw,144,1601.6489777777776,2014.6893063225471,-2790.9303,3680.7149999999997,6471.6453000000001,42,1,0,False
2025-01-26,1,7,load_kw,144,5266.0436937500008,1336.788513524431,3285.6804000000002,7465.2636000000002,4179.5832,52,1,0,False
2025-01-26,1,7,pv_kw,144,1611.9191090277777,2235.1959355880813,0,6081.5150000000003,6081.5150000000003,67,1,73,False
2025-01-26,1,7,net_load_kw,144,3654.1245847222217,1384.0469380437387,647.78000000000065,6506.0190000000002,5858.2389999999996,106,1,0,False
2025-01-27,1,1,load_kw,144,5235.122926388889,1299.8331437506608,3329.71,7208.8446999999996,3879.1346999999996,62,1,0,False
2025-01-27,1,1,pv_kw,144,1727.0013937499998,2407.5803129426649,0,6775.3125,6775.3125,72,1,73,False
2025-01-27,1,1,net_load_kw,144,3508.1215326388888,1559.7168159076316,-422.53079999999954,6481.8167999999996,6904.3475999999991,106,1,0,False
2025-01-28,1,2,load_kw,144,5270.6921222222218,1325.9936382547837,3120.3200000000002,7434.6000000000004,4314.2800000000007,48,1,0,False
2025-01-28,1,2,pv_kw,144,1646.5088152777778,2282.0169715760298,0,6368.8874999999998,6368.8874999999998,66,1,73,False
2025-01-28,1,2,net_load_kw,144,3624.1833069444442,1411.5747522467586,416.61499999999978,6630.473,6213.8580000000002,106,1,0,False
2025-01-29,1,3,load_kw,144,5226.0602027777777,1342.4269301806985,3196.6700000000001,7546.7527,4350.0826999999999,49,1,0,False
2025-01-29,1,3,pv_kw,144,1835.0101590277782,2540.6663570460696,0,6744.6000000000004,6744.6000000000004,69,1,73,False
2025-01-29,1,3,net_load_kw,144,3391.05004375,1629.9373462785418,-262.47879999999986,6231.0774000000001,6493.5562,106,1,0,False
2025-01-30,1,4,load_kw,144,5250.4604145833327,1346.4010827676116,2764.8600000000001,7406.3914999999997,4641.5314999999991,52,1,0,False
2025-01-30,1,4,pv_kw,144,1761.1861319444445,2459.512843666726,0,6877.2482,6877.2482,76,1,73,False
2025-01-30,1,4,net_load_kw,144,3489.274282638889,1596.3417786039315,-477.20299999999952,6374.1000999999997,6851.3030999999992,106,1,0,False
2025-01-31,1,5,load_kw,144,3333.7466659722222,635.67856747436713,2323.2046999999998,4630.4063999999998,2307.2017000000001,55,1,0,False
2025-01-31,1,5,pv_kw,144,1718.566538888889,2366.4368973766791,0,6402.7777999999998,6402.7777999999998,71,1,73,False
2025-01-31,1,5,net_load_kw,144,1615.1801270833334,1873.0238301040697,-2371.8476999999998,3552.1550000000002,5924.0027,42,1,0,False
2025-02-01,2,6,load_kw,144,3179.3835951388887,576.3483271049123,2154.9400000000001,4422.7600000000002,2267.8200000000002,54,1,0,False
2025-02-01,2,6,pv_kw,144,1746.9595979166666,2441.4343570397373,0,6817.8939,6817.8939,70,1,73,False
2025-02-01,2,6,net_load_kw,144,1432.4239972222222,1987.1671234663952,-2763.7375000000002,3484.9400000000001,6248.6774999999998,144,1,0,False
2025-02-02,2,7,load_kw,144,5071.0821937500004,1303.8275392001665,3218.5300000000002,7139.7466000000004,3921.2166000000002,49,1,0,False
2025-02-02,2,7,pv_kw,144,1806.2372791666667,2511.0103674702914,0,6888.0375000000004,6888.0375000000004,72,1,73,False
2025-02-02,2,7,net_load_kw,144,3264.8449145833333,1644.7085973682745,-800.41750000000047,6301.5851000000002,7102.0026000000007,106,1,0,False
2025-02-03,2,1,load_kw,144,5108.4903750000003,1303.0029984558898,3093.6999999999998,7168.4723999999997,4074.7723999999998,55,1,0,False
2025-02-03,2,1,pv_kw,144,1766.1188541666666,2408.9985966469076,0,6690.5234,6690.5234,71,1,75,False
2025-02-03,2,1,net_load_kw,144,3342.3715208333333,1548.74998122533,-213.76500000000033,6231.2748000000001,6445.0398000000005,106,1,0,False
2025-02-04,2,2,load_kw,144,5065.7541187499992,1298.1977089892848,3265.9978999999998,7107.25,3841.2521000000002,51,1,0,False
2025-02-04,2,2,pv_kw,144,1682.6347875000001,2336.2686642844692,0,6731.0625,6731.0625,72,1,73,False
2025-02-04,2,2,net_load_kw,144,3383.11933125,1496.0569801232602,-436.91980000000058,6147.5889999999999,6584.5088000000005,106,1,0,False
2025-02-05,2,3,load_kw,144,5082.961851388889,1283.5275272892468,3176.9499999999998,7224.4705000000004,4047.5205000000005,49,1,0,False
2025-02-05,2,3,pv_kw,144,1718.4440604166666,2354.5861098538326,0,6428.5545000000002,6428.5545000000002,76,1,73,False
2025-02-05,2,3,net_load_kw,144,3364.517790972222,1527.726898527746,-146.44250000000011,6333.0819000000001,6479.5244000000002,106,1,0,False
2025-02-06,2,4,load_kw,144,5093.8401125,1332.0368170743729,2446.6199999999999,7370.8801000000003,4924.2601000000004,49,1,0,False
2025-02-06,2,4,pv_kw,144,1749.2127284722224,2405.0462216914261,0,6471.7124999999996,6471.7124999999996,78,1,75,False
2025-02-06,2,4,net_load_kw,144,3344.6273840277772,1523.9269326790854,-8.4049000000004526,6287.1803,6295.5852000000004,106,1,0,False
2025-02-07,2,5,load_kw,144,3173.6915388888892,587.56470445013349,2118.6365999999998,4434.4978000000001,2315.8612000000003,61,1,0,False
2025-02-07,2,5,pv_kw,144,1848.4548861111111,2589.4157553111049,0,7256.5787,7256.5787,74,1,73,False
2025-02-07,2,5,net_load_kw,144,1325.2366527777779,2126.8500339346529,-3720.5846999999999,3216.2246999999998,6936.8094000000001,41,1,0,False
2025-02-08,2,6,load_kw,144,3156.1161465277778,578.17263376723486,2222.3953000000001,4351.2177000000001,2128.8224,59,1,0,False
2025-02-08,2,6,pv_kw,144,1840.4010333333338,2534.2590031885184,0,7088.1000000000004,7088.1000000000004,66,1,73,False
2025-02-08,2,6,net_load_kw,144,1315.7151131944445,2057.603139133244,-3159.7200000000003,3210.8699999999999,6370.5900000000001,144,1,0,False
2025-02-09,2,7,load_kw,144,5064.4959819444439,1307.0998355827733,3171.3778000000002,7076.4168,3905.0389999999998,55,1,0,False
2025-02-09,2,7,pv_kw,144,1749.6869833333333,2340.9702686903474,0,6253.2749999999996,6253.2749999999996,75,1,73,False
2025-02-09,2,7,net_load_kw,144,3314.8089986111108,1440.0179721302923,-109.91499999999996,6138.8163000000004,6248.7313000000004,106,1,0,False
2025-02-10,2,1,load_kw,144,5061.5651881944441,1286.1321349661312,3167.0284000000001,7204.3317999999999,4037.3033999999998,49,1,0,False
2025-02-10,2,1,pv_kw,144,1964.6219555555556,2696.3744334352609,0,7364.3249999999998,7364.3249999999998,69,1,73,False
2025-02-10,2,1,net_load_kw,144,3096.9432326388887,1791.4834203369885,-1029.2300000000005,6203.4615999999996,7232.6916000000001,106,1,0,False
2025-02-11,2,2,load_kw,144,5060.0534006944445,1304.1682962821178,3098.6628999999998,7166.8905000000004,4068.2276000000006,49,1,0,False
2025-02-11,2,2,pv_kw,144,1925.8618534722223,2631.7782021258772,0,7003.2749999999996,7003.2749999999996,72,1,72,False
2025-02-11,2,2,net_load_kw,144,3134.1915472222222,1732.9898841859863,-651.4360000000006,6113.5100000000002,6764.9460000000008,105,1,0,False
2025-02-12,2,3,load_kw,144,5056.8272034722213,1297.0263440074714,3045.8569000000002,7161.6181999999999,4115.7613000000001,52,1,0,False
2025-02-12,2,3,pv_kw,144,1920.7131979166666,2628.884922581577,0,7315.9229999999998,7315.9229999999998,73,1,71,False
2025-02-12,2,3,net_load_kw,144,3136.1140055555557,1746.5593785347544,-1075.3881000000001,6203.4816000000001,7278.8697000000002,106,1,0,False
2025-02-13,2,4,load_kw,144,5054.595154861111,1285.1687859457063,2421.1900000000001,7014.8900000000003,4593.7000000000007,57,1,0,False
2025-02-13,2,4,pv_kw,144,2082.5335291666665,2823.3618518513158,0,7680.8224,7680.8224,67,1,71,False
2025-02-13,2,4,net_load_kw,144,2972.061625694444,1907.5382797908958,-1238.0944,6195.9096,7434.0039999999999,106,1,0,False
2025-02-14,2,5,load_kw,144,3161.3599145833336,581.18883597307752,2129.4099999999999,4372.7345999999998,2243.3245999999999,58,1,0,False
2025-02-14,2,5,pv_kw,144,1919.618172222222,2578.2568387769575,0,6962.8019000000004,6962.8019000000004,77,1,71,False
2025-02-14,2,5,net_load_kw,144,1241.7417423611109,2109.6464971528326,-3174.3973000000005,3358.6035000000002,6533.0008000000007,35,1,0,False
2025-02-15,2,6,load_kw,144,3168.9396770833328,560.27936660078649,2055.4315000000001,4277.9179999999997,2222.4864999999995,55,1,0,False
2025-02-15,2,6,pv_kw,144,1948.9358812500004,2629.6495647218153,0,7133.5124999999998,7133.5124999999998,78,1,71,False
2025-02-15,2,6,net_load_kw,144,1220.0037958333332,2158.5615744651755,-3472.9724999999999,3285.8499999999999,6758.8225000000002,144,1,0,False
2025-02-16,2,7,load_kw,144,5053.2073868055559,1291.7641203923854,3144.2761999999998,7088.5100000000002,3944.2338000000004,51,1,0,False
2025-02-16,2,7,pv_kw,144,1912.4832576388887,2550.7468358739211,0,7028.0698000000002,7028.0698000000002,73,1,71,False
2025-02-16,2,7,net_load_kw,144,3140.7241291666669,1655.5179764162599,-768.84599999999955,6372.5388999999996,7141.3848999999991,106,1,0,False
2025-02-17,2,1,load_kw,144,5040.015534027777,1263.8526096251944,3105.6889999999999,6988.6956,3883.0066000000002,49,1,0,False
2025-02-17,2,1,pv_kw,144,2074.021235416667,2772.2422444542626,0,7513.7043999999996,7513.7043999999996,68,1,71,False
2025-02-17,2,1,net_load_kw,144,2965.9942986111109,1859.8821724259835,-1095.8999999999996,6214.3521000000001,7310.2520999999997,106,1,0,False
2025-02-18,2,2,load_kw,144,5055.4696347222225,1318.9201108161278,3054.5900000000001,7206.1836000000003,4151.5936000000002,52,1,0,False
2025-02-18,2,2,pv_kw,144,2051.6618104166669,2730.2542466380687,0,7419.9498999999996,7419.9498999999996,71,1,71,False
2025-02-18,2,2,net_load_kw,144,3003.8078243055556,1777.5839345888733,-973.50500000000011,6302.4576999999999,7275.9627,106,1,0,False
2025-02-19,2,3,load_kw,144,5077.7830881944437,1280.0492935638331,3170.8188,7070.5550000000003,3899.7362000000003,52,1,0,False
2025-02-19,2,3,pv_kw,144,2041.144447222222,2754.7145249750506,0,7833.7124999999996,7833.7124999999996,72,1,69,False
2025-02-19,2,3,net_load_kw,144,3036.6386409722222,1853.4529778936405,-1543.0024999999996,6178.4899999999998,7721.4924999999994,105,1,0,False
2025-02-20,2,4,load_kw,144,5046.0523763888887,1304.5549740338417,2498.4000000000001,7196.5200000000004,4698.1200000000008,51,1,0,False
2025-02-20,2,4,pv_kw,144,2088.0051374999998,2765.5124732857921,0,7539.8239999999996,7539.8239999999996,70,1,69,False
2025-02-20,2,4,net_load_kw,144,2958.0472388888893,1845.4875630582058,-1220.6745000000001,6222.6382000000003,7443.3127000000004,106,1,0,False
2025-02-21,2,5,load_kw,144,3158.4167513888883,577.56255025788585,2193.9544000000001,4384.8008,2190.8463999999999,55,1,0,False
2025-02-21,2,5,pv_kw,144,2093.4058333333332,2786.5229405856367,0,7515.7142999999996,7515.7142999999996,74,1,69,False
2025-02-21,2,5,net_load_kw,144,1065.0109180555555,2308.6396963023062,-3802.4675000000002,3334.2064999999998,7136.674,34,1,0,False
2025-02-22,2,6,load_kw,144,3153.4267611111113,558.54314342962368,2154.9209999999998,4331.9967999999999,2177.0758000000001,62,1,0,False
2025-02-22,2,6,pv_kw,144,1993.228307638889,2632.5539542790748,0,7196.6990999999998,7196.6990999999998,68,1,71,False
2025-02-22,2,6,net_load_kw,144,1160.1984534722224,2167.7788078628396,-3393.3024999999998,3501.77,6895.0725000000002,144,1,0,False
2025-02-23,2,7,load_kw,144,5047.5892055555551,1294.5729832345512,3051.9814000000001,7208.9983000000002,4157.0169000000005,49,1,0,False
2025-02-23,2,7,pv_kw,144,2067.0953020833331,2711.3208519748623,0,7288.6875,7288.6875,69,1,70,False
2025-02-23,2,7,net_load_kw,144,2980.4939034722224,1769.0578727835534,-867.40250000000015,6201.7534000000005,7069.1559000000007,106,1,0,False
2025-02-24,2,1,load_kw,144,5026.2078562500001,1299.5937100657884,3179.4499999999998,7050.7951000000003,3871.3451000000005,49,1,0,False
2025-02-24,2,1,pv_kw,144,2184.4147888888888,2900.0613806933375,0,7662.6274000000003,7662.6274000000003,73,1,69,False
2025-02-24,2,1,net_load_kw,144,2841.7930673611108,1970.6425723524173,-1541.1089000000002,6382.9293000000007,7924.0382000000009,106,1,0,False
2025-02-25,2,2,load_kw,144,5045.5555368055548,1292.0818674374452,3114.6100000000001,7053.8000000000002,3939.1900000000001,51,1,0,False
2025-02-25,2,2,pv_kw,144,2303.0004020833335,3062.3621939552659,0,8445.2427000000007,8445.2427000000007,70,1,69,False
2025-02-25,2,2,net_load_kw,144,2742.5551347222226,2117.6114811726075,-2087.2402000000002,6220.6472000000003,8307.8873999999996,106,1,0,False
2025-02-26,2,3,load_kw,144,5044.1972548611111,1294.7069075717638,3002.1912000000002,7226.3100000000004,4224.1188000000002,54,1,0,False
2025-02-26,2,3,pv_kw,144,2176.9119201388885,2875.2373245973995,0,7896.2644,7896.2644,70,1,69,False
2025-02-26,2,3,net_load_kw,144,2867.2853347222222,1930.345963012036,-1345.7259999999997,6239.8008,7585.5267999999996,106,1,0,False
2025-02-27,2,4,load_kw,144,5024.9787055555553,1323.6344134309702,2323.8699999999999,7071.6760999999997,4747.8060999999998,49,1,0,False
2025-02-27,2,4,pv_kw,144,2235.121030555556,2987.9020545349285,0,8374.7625000000007,8374.7625000000007,69,1,69,False
2025-02-27,2,4,net_load_kw,144,2789.8576749999997,2064.3516761677474,-2245.5130999999992,6331.4359000000004,8576.9490000000005,106,1,0,False
2025-02-28,2,5,load_kw,144,3141.0461645833329,580.60943110695644,2110.1100000000001,4445.4840999999997,2335.3740999999995,56,1,0,False
2025-02-28,2,5,pv_kw,144,2170.5214333333333,2839.8112093954364,0,7498.5540000000001,7498.5540000000001,73,1,69,False
2025-02-28,2,5,net_load_kw,144,970.52473125000006,2342.5106429047901,-3622.9616999999998,3156.8507,6779.8123999999998,29,1,0,False
2025-03-01,3,6,load_kw,144,3010.1733395833335,494.70609458543385,2234.1813999999999,4142.3599999999997,1908.1785999999997,54,1,0,False
2025-03-01,3,6,pv_kw,144,2024.391425694444,2663.0115432666189,0,7492.2701999999999,7492.2701999999999,73,1,69,False
2025-03-01,3,6,net_load_kw,144,985.78191388888888,2235.9568249110062,-3966.9447999999998,3225.6300000000001,7192.5748000000003,144,1,0,False
2025-03-02,3,7,load_kw,144,4910.8507118055559,1245.6465281237024,3062.1471999999999,6795.4853000000003,3733.3381000000004,52,1,0,False
2025-03-02,3,7,pv_kw,144,1895.9212506944443,2428.6925259236586,0,6686.5124999999998,6686.5124999999998,69,1,69,False
2025-03-02,3,7,net_load_kw,144,3014.9294611111113,1538.6298797580578,-641.41249999999945,6375.2838999999994,7016.6963999999989,106,1,0,False
2025-03-03,3,1,load_kw,144,4914.9477333333325,1243.0810791974097,3161.7199999999998,6791.9200000000001,3630.2000000000003,57,1,0,False
2025-03-03,3,1,pv_kw,144,1914.233290277778,2519.1566106443006,0,6971.9847,6971.9847,74,1,67,False
2025-03-03,3,1,net_load_kw,144,3000.7144430555554,1667.5038358533932,-1069.7358999999997,6242.5553,7312.2911999999997,106,1,0,False
2025-03-04,3,2,load_kw,144,4922.4593743055557,1230.0245069831212,3080.3832000000002,6925.7673999999997,3845.3841999999995,49,1,0,False
2025-03-04,3,2,pv_kw,144,2039.1486270833329,2661.2141155420904,0,7151.277,7151.277,79,1,67,False
2025-03-04,3,2,net_load_kw,144,2883.3107472222223,1775.8087266156297,-1115.8274999999994,6059.9403000000002,7175.7677999999996,106,1,0,False
2025-03-05,3,3,load_kw,144,4919.7268263888882,1248.2081572374914,3150.2698,6756.2637999999997,3605.9939999999997,49,1,0,False
2025-03-05,3,3,pv_kw,144,2164.2904923611113,2793.4513662613713,0,7677.2250000000004,7677.2250000000004,69,1,67,False
2025-03-05,3,3,net_load_kw,144,2755.4363340277778,1865.7670805563296,-1706.5374999999995,6237.7933000000003,7944.3307999999997,106,1,0,False
2025-03-06,3,4,load_kw,144,4903.0666062499995,1243.5676815205984,2606.2399999999998,6885.8800000000001,4279.6400000000003,54,1,0,False
2025-03-06,3,4,pv_kw,144,2155.5393506944447,2784.4593903544755,0,7499.5430999999999,7499.5430999999999,73,1,67,False
2025-03-06,3,4,net_load_kw,144,2747.5272555555557,1886.7111063792265,-1441.1648999999998,6417.7808999999997,7858.9457999999995,106,1,0,False
2025-03-07,3,5,load_kw,144,2986.6817270833335,493.63611741970186,2118.1154999999999,3889.2260000000001,1771.1105000000002,58,1,0,False
2025-03-07,3,5,pv_kw,144,2114.9198298611109,2755.7355169802972,0,7968.7763999999997,7968.7763999999997,70,1,67,False
2025-03-07,3,5,net_load_kw,144,871.76189722222216,2314.1329205239094,-4372.3649999999998,2975.8899999999999,7348.2549999999992,130,1,0,False
2025-03-08,3,6,load_kw,144,3014.3629826388892,489.72087581078125,2233.1900000000001,3945.5771,1712.3870999999999,58,1,0,False
2025-03-08,3,6,pv_kw,144,2220.065502777778,2863.0442365676231,0,7735.1788999999999,7735.1788999999999,73,1,67,False
2025-03-08,3,6,net_load_kw,144,794.29747986111113,2423.8835585138568,-4132.3793000000005,3225.6799999999998,7358.0593000000008,144,1,0,False
2025-03-09,3,7,load_kw,144,4903.8744374999997,1245.3264025673927,3178.8499999999999,6856.1255000000001,3677.2755000000002,49,1,0,False
2025-03-09,3,7,pv_kw,144,2264.9775604166666,2920.3577520994486,0,8501.7000000000007,8501.7000000000007,78,1,68,False
