date,timestamp,slot,weekday,series,value_kw,previous_kw,following_kw,neighbor_deviation_kw,previous_day_kw,previous_week_kw,past_same_weekday_min,past_same_weekday_median,past_same_weekday_max,past_same_weekday_count,action,review_rank
2025-06-10,2025-06-10 08:00:00,48,2,load_kw,6731.7600000000002,5416.8451999999997,6618.3284999999996,714.17315000000053,6463.7700000000004,6336.4799999999996,6307.9899999999998,6592.5750000000007,7434.6000000000004,22,retain_review_only,37
2025-12-24,2025-12-24 08:00:00,48,3,load_kw,7368.5100000000002,5999.8914999999997,7310.5549000000001,713.28679999999986,7198.9300000000003,7060.8100000000004,6344.3599999999997,6696.6700000000001,7501.3100000000004,51,retain_review_only,38
2025-06-19,2025-06-19 17:40:00,106,4,load_kw,7327.2227999999996,6671.0299999999997,6558.7181,712.3487499999992,6986.9143999999997,7117.3752999999997,6075.1252999999997,6348.8317499999994,7187.6205,24,retain_review_only,39
2025-12-10,2025-12-10 18:00:00,108,3,load_kw,4180.4799999999996,5453.5132000000003,4320.8990999999996,-706.72615000000042,4356.0900000000001,4388.1300000000001,3981.1100000000001,4398.8900000000003,5941.9799999999996,49,retain_review_only,40
2025-11-02,2025-11-02 08:00:00,48,7,load_kw,6728.5200000000004,5374.1147000000001,6675.6899999999996,703.61765000000014,3072.1300000000001,6658.0699999999997,6278.8999999999996,6685.6000000000004,7436.3199999999997,43,retain_review_only,41
2025-07-30,2025-07-30 08:00:00,48,3,load_kw,6888.9499999999998,5534.4675999999999,6837.3163999999997,703.05799999999999,6846.9099999999999,7218.6400000000003,6344.3599999999997,6716.7299999999996,7501.3100000000004,30,retain_review_only,42
2025-01-13,2025-01-13 08:00:00,48,1,load_kw,7308.6300000000001,5904.4346999999998,7308.5163000000002,702.15449999999964,7178.1700000000001,7250.8599999999997,7250.8599999999997,7250.8599999999997,7250.8599999999997,1,retain_review_only,43
2025-11-10,2025-11-10 18:00:00,108,1,load_kw,4304.1199999999999,5630.1324000000004,4381.8244000000004,-701.85840000000007,4278.6800000000003,4510.5900000000001,4031.2800000000002,4487.3299999999999,6155.9300000000003,44,retain_review_only,44
2025-06-29,2025-06-29 18:00:00,108,7,load_kw,4783.6800000000003,6128.2889999999998,4841.9300999999996,-701.42954999999893,3234.8099999999999,4906.1999999999998,4033.7800000000002,4428.2799999999997,5330.8000000000002,25,retain_review_only,45
2025-08-25,2025-08-25 08:00:00,48,1,load_kw,6735.5500000000002,5418.8666000000003,6650.7338,700.7498000000005,6334.6099999999997,6911.6099999999997,6389.1300000000001,6663.0900000000001,7360.1800000000003,33,retain_review_only,46
2025-02-17,2025-02-17 18:00:00,108,1,load_kw,4031.2800000000002,5380.9269999999997,4080.0174999999999,-699.1922499999996,4258.6499999999996,4330.0500000000002,4234.6400000000003,4413.0550000000003,4555.2700000000004,6,retain_review_only,47
2025-07-02,2025-07-02 22:00:00,132,3,load_kw,4517.4899999999998,5413.5084999999999,5016.0034999999998,-697.26599999999962,4576.6499999999996,4394.2399999999998,3105.9200000000001,3390.8150000000001,4394.2399999999998,26,retain_review_only,48
2025-03-20,2025-03-20 18:00:00,108,4,load_kw,4094.1199999999999,5394.1467000000002,4187.9836999999998,-696.94520000000011,4259.5,4339.6199999999999,4206.8000000000002,4339.6199999999999,4825.29,11,retain_review_only,49
2025-04-09,2025-04-09 18:00:00,108,3,load_kw,4189.6199999999999,5563.7713999999996,4207.4733999999999,-696.00240000000031,4386.8699999999999,4398.8900000000003,3981.1100000000001,4320.9399999999996,4529.4499999999998,14,retain_review_only,50
2025-04-06,2025-04-06 08:00:00,48,7,load_kw,6763.2700000000004,5522.1592000000001,6636.5506999999998,683.91505000000052,3052.5,6623.2399999999998,6491.3900000000003,6861.8199999999997,7436.3199999999997,13,retain_review_only,51
2025-09-18,2025-09-18 18:00:00,108,4,load_kw,4507.2399999999998,5680.8500000000004,4695.3856999999998,-680.87785000000076,4356.7600000000002,4567.5299999999997,4094.1199999999999,4658.6499999999996,6138.2600000000002,37,retain_review_only,52
2025-01-14,2025-01-14 08:00:00,48,2,load_kw,7427.0299999999997,6089.9784,7404.3563000000004,679.86265000000003,7308.6300000000001,7323.54,7323.54,7323.54,7323.54,1,retain_review_only,53
2025-06-26,2025-06-26 08:00:00,48,4,load_kw,6600.6099999999997,5243.2322000000004,6599.5217000000002,679.23304999999982,6550.1000000000004,6821.3400000000001,6374.7200000000003,6755.9700000000003,7344.9899999999998,25,retain_review_only,54
2025-09-22,2025-09-22 08:00:00,48,1,load_kw,6764.9899999999998,5408.2093999999997,6763.8995999999997,678.93549999999959,6278.8999999999996,6759.5200000000004,6389.1300000000001,6663.0900000000001,7360.1800000000003,37,retain_review_only,55
2025-08-31,2025-08-31 18:00:00,108,7,load_kw,5316.46,6429.1445999999996,5555.0542999999998,-675.63944999999967,3865.7800000000002,5632.9899999999998,4033.7800000000002,4555.6499999999996,5841.0100000000002,34,retain_review_only,56
2025-08-06,2025-08-06 18:00:00,108,3,load_kw,5709.79,7049.9075999999995,5720.5995000000003,-675.46354999999949,5778.2799999999997,5544.5500000000002,3981.1100000000001,4405.1300000000001,5726.1400000000003,31,retain_review_only,57
2025-02-20,2025-02-20 08:00:00,48,4,load_kw,7049.6499999999996,5747.2128000000002,7003.5173000000004,674.2849499999993,6915.1599999999999,6879.2700000000004,6879.2700000000004,7205.75,7344.9899999999998,7,retain_review_only,58
2025-02-02,2025-02-02 18:00:00,108,7,load_kw,4082.2600000000002,5412.6184000000003,4095.6770000000001,-671.88770000000022,2570.8200000000002,4326.3500000000004,4326.3500000000004,4437.5149999999994,4546.1899999999996,4,retain_review_only,59
2025-09-24,2025-09-24 18:00:00,108,3,load_kw,4448.4200000000001,5777.8215,4461.5646999999999,-671.27310000000034,4515.8699999999999,4356.7600000000002,3981.1100000000001,4548.7649999999994,5941.9799999999996,38,retain_review_only,60
2025-10-26,2025-10-26 08:00:00,48,7,load_kw,6658.0699999999997,5338.4050999999999,6640.3227999999999,668.70604999999978,3270.1799999999998,6547.2399999999998,6278.8999999999996,6687.165,7436.3199999999997,42,retain_review_only,61
2025-12-16,2025-12-16 18:00:00,108,2,load_kw,4309.8599999999997,5595.8086999999996,4356.1956,-666.14215000000058,4088.3400000000001,4356.0900000000001,4117.1199999999999,4450.9700000000003,5841.4300000000003,49,retain_review_only,62
2025-03-24,2025-03-24 08:00:00,48,1,load_kw,6663.0900000000001,5346.9589999999998,6652.1886999999997,663.51615000000038,6685.6000000000004,6640.3299999999999,6539.2399999999998,6901.3900000000003,7360.1800000000003,11,retain_review_only,63
2025-09-15,2025-09-15 08:00:00,48,1,load_kw,6759.5200000000004,5463.1243999999997,6731.9232000000002,661.9962000000005,6657.8400000000001,6402.7700000000004,6389.1300000000001,6657.1550000000007,7360.1800000000003,36,retain_review_only,64
2025-12-25,2025-12-25 08:00:00,48,4,load_kw,7149.3800000000001,5925.2415000000001,7051.8590000000004,660.82974999999988,7368.5100000000002,7131.6999999999998,6249.1400000000003,6728.6099999999997,7452.8699999999999,51,retain_review_only,65
2025-11-05,2025-11-05 08:00:00,48,3,load_kw,6859.9099999999999,5564.1203999999998,6838.7376999999997,658.48095000000012,6736.4300000000003,6624.0200000000004,6344.3599999999997,6665.6149999999998,7501.3100000000004,44,retain_review_only,66
2025-05-11,2025-05-11 18:00:00,108,7,load_kw,4584.7700000000004,5865.7857000000004,4618.9507999999996,-657.5982499999991,2940.9499999999998,4705,4033.7800000000002,4311.79,4705,18,retain_review_only,67
2025-06-03,2025-06-03 06:00:00,36,2,load_kw,5186.8999999999996,4043.6842999999999,5017.6076999999996,656.25399999999991,5063.25,4787.4799999999996,4667.4099999999999,4838.2600000000002,5676.4499999999998,21,retain_review_only,68
2025-10-12,2025-10-12 18:00:00,108,7,load_kw,4214.8900000000003,5443.7754999999997,4298.0865000000003,-656.04100000000017,2802.71,4201.1899999999996,4033.7800000000002,4574.9400000000005,5841.0100000000002,40,retain_review_only,69
2025-02-05,2025-02-05 18:00:00,108,3,load_kw,4259.54,5505.6169,4322.0213000000003,-654.27910000000065,4463.3800000000001,4405.1300000000001,4229.8100000000004,4405.1300000000001,4529.4499999999998,5,retain_review_only,70
2025-12-07,2025-12-07 06:00:00,36,7,load_kw,5594.6300000000001,4564.7344000000003,5330.7995000000001,646.86304999999993,3341.8800000000001,4708.3500000000004,4647.1800000000003,4856.1100000000006,5571.1099999999997,48,retain_review_only,71
2025-07-21,2025-07-21 08:00:00,48,1,load_kw,7037.8699999999999,5944.0092000000004,6845.6902,643.02029999999922,6917.3599999999997,6847.71,6389.1300000000001,6617.9300000000003,7360.1800000000003,28,retain_review_only,72
2025-09-04,2025-09-04 18:00:00,108,4,load_kw,4802.3400000000001,6019.2210999999998,4862.2494999999999,-638.39530000000013,4568.0799999999999,5347.8400000000001,4094.1199999999999,4658.6499999999996,6138.2600000000002,35,retain_review_only,73
2025-08-19,2025-08-19 22:00:00,132,2,load_kw,4335.3500000000004,5473.3450000000003,4472.1791999999996,-637.41209999999955,4629.1099999999997,4528.9099999999999,3117.7600000000002,3365.3400000000001,4808.5600000000004,32,retain_review_only,74
2025-01-20,2025-01-20 07:40:00,46,1,load_kw,5004.5514000000003,5447.3800000000001,5832.0159000000003,-635.14654999999948,5028.7969999999996,5095.7470000000003,5011.7110000000002,5053.7290000000003,5095.7470000000003,2,retain_review_only,75
2025-07-26,2025-07-26 09:00:00,54,6,load_kw,4563.5500000000002,3737.6106,4119.9679999999998,634.76070000000027,4325.9499999999998,4154.9799999999996,3601.5999999999999,3931.6599999999999,4551.3900000000003,29,retain_review_only,76
2025-12-10,2025-12-10 08:00:00,48,3,load_kw,7258.0200000000004,6009.2020000000002,7237.4516999999996,634.69315000000097,7421.5600000000004,7190.4899999999998,6344.3599999999997,6677.9300000000003,7501.3100000000004,49,retain_review_only,77
2025-09-28,2025-09-28 17:40:00,106,7,load_kw,6954.9249,6613.71,6030.6185999999998,632.76059999999961,3129.7152999999998,6449.4139999999998,6031.6903000000002,6566.1349,7896.2097999999996,38,retain_review_only,78
2025-09-11,2025-09-11 18:00:00,108,4,load_kw,4567.5299999999997,5586.3190999999997,4812.5553,-631.90720000000056,4727.6000000000004,4802.3400000000001,4094.1199999999999,4697.0550000000003,6138.2600000000002,36,retain_review_only,79
2025-11-26,2025-11-26 18:00:00,108,3,load_kw,4163.4700000000003,5385.2573000000002,4203.6574000000001,-630.98735000000033,4269.1700000000001,4361.9700000000003,3981.1100000000001,4405.1300000000001,5941.9799999999996,47,retain_review_only,80
2025-10-22,2025-10-22 18:00:00,108,3,load_kw,4355.6800000000003,5578.5319,4386.1106,-626.64124999999967,4336.21,4203.75,3981.1100000000001,4428.5799999999999,5941.9799999999996,42,retain_review_only,81
2025-01-09,2025-01-09 06:00:00,36,4,load_kw,5675.0299999999997,4453.3059999999996,5645.5762000000004,625.58889999999974,5661.6099999999997,5411.5900000000001,5411.5900000000001,5411.5900000000001,5411.5900000000001,1,retain_review_only,82
2025-01-15,2025-01-15 07:40:00,46,3,load_kw,4945.9589999999998,5339.1800000000003,5800.8471,-624.05454999999984,5276.1373999999996,5418.2048999999997,5329.4215000000004,5373.8132000000005,5418.2048999999997,2,retain_review_only,83
2025-09-23,2025-09-23 08:00:00,48,2,load_kw,6701.0600000000004,5489.8416999999999,6664.9868999999999,623.64570000000003,6764.9899999999998,6462.5500000000002,6307.9899999999998,6689.1800000000003,7434.6000000000004,37,retain_review_only,84
2025-08-27,2025-08-27 07:40:00,46,3,load_kw,4412.7712000000001,4745.5100000000002,5323.2587000000003,-621.61315000000013,4673.0294000000004,4433.2623000000003,4433.2623000000003,4760.9348000000009,5418.2048999999997,34,retain_review_only,85
2025-07-09,2025-07-09 17:40:00,106,3,load_kw,7916.9666999999999,7512.79,7078.9615000000003,621.09094999999979,7923.8422,7529.5537999999997,6108.9557999999997,6333.7326000000003,7529.5537999999997,27,retain_review_only,86
2025-08-17,2025-08-17 07:40:00,46,7,load_kw,4574.0929999999998,4933.46,5453.0433999999996,-619.15869999999995,3152.6325000000002,4593.9263000000001,4365.2422999999999,4784.0521000000008,5425.5464000000002,32,retain_review_only,87
2025-12-14,2025-12-14 18:00:00,108,7,load_kw,4303.3299999999999,5515.7470000000003,4324.9495999999999,-617.01829999999973,2646.5100000000002,4365.5799999999999,4033.7800000000002,4458.3100000000004,5841.0100000000002,49,retain_review_only,88
2025-04-10,2025-04-10 07:40:00,46,4,load_kw,4409.7025000000003,4793.9200000000001,5255.9164000000001,-615.21569999999974,4517.3432000000003,4529.8271999999997,4477.4524000000001,4982.2764999999999,5527.2493000000004,14,retain_review_only,89
2025-01-09,2025-01-09 08:00:00,48,4,load_kw,7344.9899999999998,6284.1769000000004,7179.2988999999998,613.2520999999997,7251.3100000000004,7205.75,7205.75,7205.75,7205.75,1,retain_review_only,90
2025-09-17,2025-09-17 06:00:00,36,3,load_kw,5099.8500000000004,4092.1151,4885.9359999999997,610.82445000000007,4700.4899999999998,5045.5699999999997,4602.3500000000004,4954.9899999999998,5690.3599999999997,37,retain_review_only,91
2025-03-30,2025-03-30 17:40:00,106,7,load_kw,6407.1469999999999,6069.46,5523.8500999999997,610.49195000000054,2617.1129999999998,6389.2673000000004,6130.8855000000003,6371.3089999999993,6521.7748000000001,12,retain_review_only,92
2025-06-02,2025-06-02 06:00:00,36,1,load_kw,5063.25,3919.0124999999998,4991.6922999999997,607.89760000000024,4859.0900000000001,4805.1099999999997,4660.1599999999999,4951.3699999999999,5426.4300000000003,21,retain_review_only,93
2025-08-31,2025-08-31 22:00:00,132,7,load_kw,4116.1400000000003,5256.7191000000003,4189.942,-607.19055000000026,3494.7399999999998,4361.0699999999997,3104.5500000000002,3474.0250000000001,4999.5900000000001,34,retain_review_only,94
2025-08-10,2025-08-10 22:00:00,132,7,load_kw,4328.0799999999999,5218.4602000000004,4651.3072000000002,-606.80370000000039,3668.8299999999999,4625.5799999999999,3104.5500000000002,3429.1199999999999,4999.5900000000001,31,retain_review_only,95
2025-07-16,2025-07-16 06:00:00,36,3,load_kw,5690.3599999999997,4532.8356000000003,5635.1448,606.36979999999949,5214.1199999999999,5005.21,4661.4700000000003,4934.1399999999994,5661.6099999999997,28,retain_review_only,96
2025-08-21,2025-08-21 17:40:00,106,4,load_kw,7582.1383999999998,7068.5,6889.8977000000004,602.93954999999914,7477.1503000000002,7696.8217999999997,6075.1252999999997,6457.8071,7892.8130000000001,33,retain_review_only,97
2025-06-12,2025-06-12 06:00:00,36,4,load_kw,5067.6499999999996,3998.259,4936.2165000000005,600.4122499999994,4893.4399999999996,4820.71,4685.75,4962.0900000000001,5675.0299999999997,23,retain_review_only,98
2025-09-18,2025-09-18 21:40:00,130,4,load_kw,5363.9364999999998,4852.0600000000004,4675.2246999999998,600.29414999999972,5077.1866,4881.8341,4352.2478000000001,4790.4466000000002,6148.1539000000002,37,retain_review_only,99
2025-07-03,2025-07-03 07:40:00,46,4,load_kw,4982.4342999999999,5230.3800000000001,5932.6025,-599.05695000000014,5004.1171000000004,4500.1543000000001,4409.7025000000003,4653.3726499999993,5527.2493000000004,26,retain_review_only,100
2025-01-13,2025-01-13 07:40:00,46,1,load_kw,5095.7470000000003,5482.46,5904.4346999999998,-597.70035000000007,5425.5464000000002,5011.7110000000002,5011.7110000000002,5011.7110000000002,5011.7110000000002,1,retain_review_only,101
2025-02-09,2025-02-09 08:00:00,48,7,load_kw,7069.6400000000003,5931.5321000000004,7013.0111999999999,597.36834999999974,3617.8200000000002,6861.8199999999997,6861.8199999999997,7353.1999999999998,7436.3199999999997,5,retain_review_only,102
2025-06-04,2025-06-04 17:40:00,106,3,load_kw,7332.9252999999999,7043.7299999999996,6431.2340999999997,595.44325000000026,7339.7754999999997,6568.3536000000004,6108.9557999999997,6309.3906500000003,6725.2464,22,retain_review_only,103
2025-03-10,2025-03-10 07:40:00,46,1,load_kw,4557.7676000000001,5160.8900000000003,5145.4647000000004,-595.4097499999998,4609.2444999999998,4651.9731000000002,4651.9731000000002,5011.7110000000002,5211.6634000000004,9,retain_review_only,104
2025-07-23,2025-07-23 07:40:00,46,3,load_kw,4817.2397000000001,5019.96,5805.3217000000004,-595.40114999999969,4998.9961999999996,5324.3711999999996,4486.3681999999999,4755.5924000000005,5418.2048999999997,29,retain_review_only,105
2025-07-23,2025-07-23 18:00:00,108,3,load_kw,5706.3299999999999,6868.1682000000001,5732.6550999999999,-594.08165000000008,5704.4200000000001,5588.46,3981.1100000000001,4398.8900000000003,5726.1400000000003,29,retain_review_only,106
2025-07-16,2025-07-16 17:40:00,106,3,load_kw,7978.8849,7689.5200000000004,7084.0159999999996,592.11689999999999,7671.6125000000002,7916.9666999999999,6108.9557999999997,6347.5298000000003,7916.9666999999999,28,retain_review_only,107
2025-07-28,2025-07-28 17:40:00,106,1,load_kw,7823.2703000000001,7237.7200000000003,7228.6668,590.07690000000002,7550.2155000000002,7769.0612000000001,6128.1804000000002,6421.7070999999996,7769.0612000000001,29,retain_review_only,108
2025-10-27,2025-10-27 08:00:00,48,1,load_kw,6568.6199999999999,5414.7673000000004,6542.3477999999996,590.06245000000035,6658.0699999999997,6701.0600000000004,6389.1300000000001,6657.1550000000007,7360.1800000000003,42,retain_review_only,109
2025-05-18,2025-05-18 08:00:00,48,7,load_kw,6709.3900000000003,5590.8203000000003,6648.6451999999999,589.6572500000002,3261.23,6542.3100000000004,6491.3900000000003,6774.4700000000003,7436.3199999999997,19,retain_review_only,110
2025-04-01,2025-04-01 07:40:00,46,2,load_kw,4246.7218999999996,4602.8400000000001,5069.7691999999997,-589.58269999999993,4446.3734000000004,4743.0037000000002,4636.7678999999998,5057.915,5360.6225000000004,12,retain_review_only,111
2025-09-07,2025-09-07 07:40:00,46,7,load_kw,4425.6868000000004,4803.3900000000003,5225.0514000000003,-588.53389999999945,3219.6043,4986.2620999999999,4365.2422999999999,4806.5555000000004,5425.5464000000002,35,retain_review_only,112
2025-07-08,2025-07-08 17:40:00,106,2,load_kw,7923.8422,7441.1099999999997,7229.7736999999997,588.4003500000008,7445.2745000000004,7882.3436000000002,6059.3818000000001,6349.4101000000001,7882.3436000000002,26,retain_review_only,113
2025-01-16,2025-01-16 22:00:00,132,4,load_kw,3128.3499999999999,4045.3251,3386.6017000000002,-587.61340000000018,3483.2199999999998,3266.5900000000001,3266.5900000000001,3481.0299999999997,3695.4699999999998,2,retain_review_only,114
2025-12-15,2025-12-15 08:00:00,48,1,load_kw,7199.25,6041.9762000000001,7183.0291999999999,586.7473,6843.6099999999997,7134.9099999999999,6389.1300000000001,6645.7200000000003,7360.1800000000003,49,retain_review_only,115
2025-09-21,2025-09-21 18:00:00,108,7,load_kw,4594.0699999999997,5653.4544999999998,4705.9103999999998,-585.61245000000054,3342.5,4703.2299999999996,4033.7800000000002,4584.7700000000004,5841.0100000000002,37,retain_review_only,116
2025-08-07,2025-08-07 07:40:00,46,4,load_kw,4949.2722999999996,5350.5200000000004,5718.6013999999996,-585.28840000000037,4895.3044,4647.0500000000002,4409.7025000000003,4678.5877,5527.2493000000004,31,retain_review_only,117
