scope,series,form,frequency_per_day,period_days,psd_kw2_per_cycle_per_day
full_year,load_kw,raw,0.11232876712328767,8.9024390243902438,14434.246929356399
full_year,load_kw,raw,0.11506849315068493,8.6904761904761898,34840.877296804465
full_year,load_kw,raw,0.11780821917808219,8.4883720930232549,9848.8735961788589
full_year,load_kw,raw,0.12054794520547946,8.295454545454545,44597.012878515277
full_year,load_kw,raw,0.12328767123287672,8.1111111111111107,57955.742879790312
full_year,load_kw,raw,0.12602739726027398,7.9347826086956514,35300.544539364106
full_year,load_kw,raw,0.12876712328767123,7.7659574468085104,109503.18794763599
full_year,load_kw,raw,0.13150684931506851,7.6041666666666661,214527.92249378096
full_year,load_kw,raw,0.13424657534246576,7.4489795918367347,207624.43905465331
full_year,load_kw,raw,0.13698630136986301,7.3000000000000007,866219.38225870789
full_year,load_kw,raw,0.13972602739726028,7.1568627450980387,2479840.1474336558
full_year,load_kw,raw,0.14246575342465753,7.0192307692307692,156264131.9695698
full_year,load_kw,raw,0.14520547945205481,6.8867924528301883,4768922.3423704701
full_year,load_kw,raw,0.14794520547945206,6.7592592592592595,971836.3567918851
full_year,load_kw,raw,0.15068493150684931,6.6363636363636367,524266.8441371033
full_year,load_kw,raw,0.15342465753424658,6.5178571428571423,246146.29892666041
full_year,load_kw,raw,0.15616438356164383,6.4035087719298245,190135.89236195758
full_year,load_kw,raw,0.15890410958904111,6.2931034482758612,165944.48663387232
full_year,load_kw,raw,0.16164383561643836,6.1864406779661012,84058.797031432565
full_year,load_kw,raw,0.16438356164383561,6.0833333333333339,56706.123650226022
full_year,load_kw,raw,0.16712328767123288,5.9836065573770485,110239.58544186424
full_year,load_kw,raw,0.16986301369863013,5.8870967741935489,28083.350500439054
full_year,load_kw,raw,0.17260273972602741,5.7936507936507935,36263.597081421409
full_year,load_kw,raw,0.17534246575342466,5.703125,27639.812915284339
full_year,load_kw,raw,0.17808219178082191,5.6153846153846159,52460.825065578989
full_year,load_kw,raw,0.18082191780821918,5.5303030303030303,17535.558345076803
full_year,load_kw,raw,0.18356164383561643,5.4477611940298507,61541.56558101518
full_year,load_kw,raw,0.18630136986301371,5.367647058823529,21864.880011239846
full_year,load_kw,raw,0.18904109589041096,5.2898550724637685,25745.939598194462
full_year,load_kw,raw,0.19178082191780821,5.2142857142857144,50761.638024793909
full_year,load_kw,raw,0.19452054794520549,5.140845070422535,20572.306446566025
full_year,load_kw,raw,0.19726027397260273,5.0694444444444446,11806.311649246669
full_year,load_kw,raw,0.20000000000000001,5,39511.934542843432
full_year,load_kw,raw,0.20273972602739726,4.9324324324324325,12833.248600227271
full_year,load_kw,raw,0.20547945205479451,4.8666666666666671,12881.399500128939
full_year,load_kw,raw,0.20821917808219179,4.8026315789473681,14708.261979277051
full_year,load_kw,raw,0.21095890410958903,4.7402597402597406,27924.057298017768
full_year,load_kw,raw,0.21369863013698631,4.6794871794871788,9245.5853750939659
full_year,load_kw,raw,0.21643835616438356,4.6202531645569618,34987.081189261007
full_year,load_kw,raw,0.21917808219178081,4.5625,15487.045856712142
full_year,load_kw,raw,0.22191780821917809,4.5061728395061724,13813.256618934844
full_year,load_kw,raw,0.22465753424657534,4.4512195121951219,32131.704366579452
full_year,load_kw,raw,0.22739726027397261,4.3975903614457827,27600.431088824564
full_year,load_kw,raw,0.23013698630136986,4.3452380952380949,17095.563703188007
full_year,load_kw,raw,0.23287671232876714,4.2941176470588234,46143.493453703864
full_year,load_kw,raw,0.23561643835616439,4.2441860465116275,18888.903132468608
full_year,load_kw,raw,0.23835616438356164,4.195402298850575,24182.317100714652
full_year,load_kw,raw,0.24109589041095891,4.1477272727272725,20108.60866898876
full_year,load_kw,raw,0.24383561643835616,4.1011235955056184,43835.941988940343
full_year,load_kw,raw,0.24657534246575344,4.0555555555555554,28960.506204273603
full_year,load_kw,raw,0.24931506849315069,4.0109890109890109,57821.46853135628
full_year,load_kw,raw,0.25205479452054796,3.9673913043478257,37719.752767525395
full_year,load_kw,raw,0.25479452054794521,3.924731182795699,41522.291583306818
full_year,load_kw,raw,0.25753424657534246,3.8829787234042552,74352.843503263663
full_year,load_kw,raw,0.26027397260273971,3.8421052631578951,64446.576337860613
full_year,load_kw,raw,0.26301369863013702,3.802083333333333,55904.851660038454
full_year,load_kw,raw,0.26575342465753427,3.7628865979381443,142784.71238399509
full_year,load_kw,raw,0.26849315068493151,3.7244897959183674,95840.17226188675
full_year,load_kw,raw,0.27123287671232876,3.6868686868686869,186397.70201627145
full_year,load_kw,raw,0.27397260273972601,3.6500000000000004,232335.06231621158
full_year,load_kw,raw,0.27671232876712332,3.6138613861386135,481992.36633790564
full_year,load_kw,raw,0.27945205479452057,3.5784313725490193,831361.19225157413
full_year,load_kw,raw,0.28219178082191781,3.5436893203883493,2755618.1173831304
full_year,load_kw,raw,0.28493150684931506,3.5096153846153846,53471580.355464734
full_year,load_kw,raw,0.28767123287671231,3.4761904761904763,8411147.9592850711
full_year,load_kw,raw,0.29041095890410962,3.4433962264150941,1428132.8355435948
full_year,load_kw,raw,0.29315068493150687,3.4112149532710276,534030.1831636508
full_year,load_kw,raw,0.29589041095890412,3.3796296296296298,364464.78309999005
full_year,load_kw,raw,0.29863013698630136,3.3486238532110093,147601.70254116645
full_year,load_kw,raw,0.30136986301369861,3.3181818181818183,140830.85415521136
full_year,load_kw,raw,0.30410958904109592,3.288288288288288,100042.01487602694
full_year,load_kw,raw,0.30684931506849317,3.2589285714285712,75347.707616496293
full_year,load_kw,raw,0.30958904109589042,3.2300884955752212,34007.51017526073
full_year,load_kw,raw,0.31232876712328766,3.2017543859649122,64289.010844972101
full_year,load_kw,raw,0.31506849315068491,3.1739130434782612,22991.528757400374
full_year,load_kw,raw,0.31780821917808222,3.1465517241379306,41597.654531659748
full_year,load_kw,raw,0.32054794520547947,3.1196581196581197,28599.336950119185
full_year,load_kw,raw,0.32328767123287672,3.0932203389830506,16242.383494659432
full_year,load_kw,raw,0.32602739726027397,3.0672268907563027,9296.3854480305417
full_year,load_kw,raw,0.32876712328767121,3.041666666666667,35888.232064171301
full_year,load_kw,raw,0.33150684931506852,3.0165289256198347,7913.3925950605089
full_year,load_kw,raw,0.33424657534246577,2.9918032786885242,20737.125935792588
full_year,load_kw,raw,0.33698630136986302,2.9674796747967478,21752.498724566736
full_year,load_kw,raw,0.33972602739726027,2.9435483870967745,15458.81760178777
full_year,load_kw,raw,0.34246575342465752,2.9200000000000004,11273.142224215517
full_year,load_kw,raw,0.34520547945205482,2.8968253968253967,20857.375100553367
full_year,load_kw,raw,0.34794520547945207,2.8740157480314958,8485.2808012764799
full_year,load_kw,raw,0.35068493150684932,2.8515625,10004.126230075784
full_year,load_kw,raw,0.35342465753424657,2.8294573643410854,9659.5100032279297
full_year,load_kw,raw,0.35616438356164382,2.8076923076923079,13434.508211421964
full_year,load_kw,raw,0.35890410958904112,2.7862595419847325,4025.2949285093014
full_year,load_kw,raw,0.36164383561643837,2.7651515151515151,17377.320460189418
full_year,load_kw,raw,0.36438356164383562,2.744360902255639,2837.9030995638536
full_year,load_kw,raw,0.36712328767123287,2.7238805970149254,8510.3527325604209
full_year,load_kw,raw,0.36986301369863012,2.7037037037037037,10060.637326710748
full_year,load_kw,raw,0.37260273972602742,2.6838235294117645,17465.977400642598
full_year,load_kw,raw,0.37534246575342467,2.6642335766423355,4109.7345591919475
full_year,load_kw,raw,0.37808219178082192,2.6449275362318843,23618.962378966025
full_year,load_kw,raw,0.38082191780821917,2.6258992805755397,6313.8132409522677
full_year,load_kw,raw,0.38356164383561642,2.6071428571428572,15159.188972687492
full_year,load_kw,raw,0.38630136986301372,2.5886524822695032,10694.901076811124
full_year,load_kw,raw,0.38904109589041097,2.5704225352112675,14022.256194548525
full_year,load_kw,raw,0.39178082191780822,2.5524475524475525,3668.5541744785282
full_year,load_kw,raw,0.39452054794520547,2.5347222222222223,24666.868305165266
full_year,load_kw,raw,0.39726027397260272,2.5172413793103448,1189.1122480409963
full_year,load_kw,raw,0.40000000000000002,2.5,24678.1633901231
full_year,load_kw,raw,0.40273972602739727,2.4829931972789114,12035.943384008595
full_year,load_kw,raw,0.40547945205479452,2.4662162162162162,27524.445181991701
full_year,load_kw,raw,0.40821917808219177,2.4496644295302015,10257.07293757562
full_year,load_kw,raw,0.41095890410958902,2.4333333333333336,38841.101282006479
full_year,load_kw,raw,0.41369863013698632,2.4172185430463573,26414.280012963329
full_year,load_kw,raw,0.41643835616438357,2.4013157894736841,48440.233109814173
full_year,load_kw,raw,0.41917808219178082,2.3856209150326797,79748.43716608049
full_year,load_kw,raw,0.42191780821917807,2.3701298701298703,128423.7834357523
full_year,load_kw,raw,0.42465753424657532,2.3548387096774195,369202.67559894279
full_year,load_kw,raw,0.42739726027397262,2.3397435897435894,3941699.634388783
full_year,load_kw,raw,0.43013698630136987,2.3248407643312103,2067553.5311236638
full_year,load_kw,raw,0.43287671232876712,2.3101265822784809,246647.52437130272
full_year,load_kw,raw,0.43561643835616437,2.2955974842767297,85712.567069785975
full_year,load_kw,raw,0.43835616438356162,2.28125,28207.686144423562
full_year,load_kw,raw,0.44109589041095892,2.2670807453416146,32905.741541178744
full_year,load_kw,raw,0.44383561643835617,2.2530864197530862,7533.5545381175798
full_year,load_kw,raw,0.44657534246575342,2.2392638036809815,14542.343724616743
full_year,load_kw,raw,0.44931506849315067,2.225609756097561,3385.423121274061
full_year,load_kw,raw,0.45205479452054798,2.2121212121212119,9418.1603646753374
full_year,load_kw,raw,0.45479452054794522,2.1987951807228914,4913.0310538653666
full_year,load_kw,raw,0.45753424657534247,2.1856287425149699,6411.5838274318248
full_year,load_kw,raw,0.46027397260273972,2.1726190476190474,1208.3465066330377
full_year,load_kw,raw,0.46301369863013697,2.1597633136094676,9140.945119244494
full_year,load_kw,raw,0.46575342465753428,2.1470588235294117,1141.7830317761175
full_year,load_kw,raw,0.46849315068493153,2.134502923976608,1212.5606822686673
full_year,load_kw,raw,0.47123287671232877,2.1220930232558137,1689.4959508163324
full_year,load_kw,raw,0.47397260273972602,2.1098265895953756,2884.2437221249215
full_year,load_kw,raw,0.47671232876712327,2.0977011494252875,79.329940052327956
full_year,load_kw,raw,0.47945205479452058,2.0857142857142854,2360.5425342753388
full_year,load_kw,raw,0.48219178082191783,2.0738636363636362,404.86611410117763
full_year,load_kw,raw,0.48493150684931507,2.0621468926553672,551.39705887671778
full_year,load_kw,raw,0.48767123287671232,2.0505617977528092,893.30003890378885
full_year,load_kw,raw,0.49041095890410957,2.0391061452513966,334.52218532286554
full_year,load_kw,raw,0.49315068493150688,2.0277777777777777,1068.7641776139264
full_year,load_kw,raw,0.49589041095890413,2.0165745856353592,752.39871018058773
full_year,load_kw,raw,0.49863013698630138,2.0054945054945055,45.569375073695952
full_year,load_kw,raw,0.50136986301369868,1.9945355191256828,5.8265585909936171
full_year,load_kw,raw,0.50410958904109593,1.9836956521739129,943.84900165235217
full_year,load_kw,raw,0.50684931506849318,1.9729729729729728,692.64539013476087
full_year,load_kw,raw,0.50958904109589043,1.9623655913978495,205.16994716011598
full_year,load_kw,raw,0.51232876712328768,1.9518716577540107,738.89287974706201
full_year,load_kw,raw,0.51506849315068493,1.9414893617021276,1626.0795874975229
full_year,load_kw,raw,0.51780821917808217,1.9312169312169314,494.88055173616624
full_year,load_kw,raw,0.52054794520547942,1.9210526315789476,2767.2219762130007
full_year,load_kw,raw,0.52328767123287667,1.9109947643979059,229.32211290733727
full_year,load_kw,raw,0.52602739726027403,1.9010416666666665,2819.8869006510749
full_year,load_kw,raw,0.52876712328767128,1.8911917098445594,576.25612922918469
full_year,load_kw,raw,0.53150684931506853,1.8814432989690721,835.5793023938586
full_year,load_kw,raw,0.53424657534246578,1.8717948717948718,63.3214939263598
full_year,load_kw,raw,0.53698630136986303,1.8622448979591837,5606.7211254835029
full_year,load_kw,raw,0.53972602739726028,1.8527918781725887,255.73589093983824
full_year,load_kw,raw,0.54246575342465753,1.8434343434343434,5326.5469445707386
full_year,load_kw,raw,0.54520547945205478,1.8341708542713568,916.30948018062202
full_year,load_kw,raw,0.54794520547945202,1.8250000000000002,4046.5985718709608
full_year,load_kw,raw,0.55068493150684927,1.8159203980099503,5389.1690548248425
full_year,load_kw,raw,0.55342465753424663,1.8069306930693068,7187.6084167444387
full_year,load_kw,raw,0.55616438356164388,1.7980295566502462,5065.6503266023683
full_year,load_kw,raw,0.55890410958904113,1.7892156862745097,28826.527799550106
full_year,load_kw,raw,0.56164383561643838,1.7804878048780488,25102.231333162927
full_year,load_kw,raw,0.56438356164383563,1.7718446601941746,65923.574991069458
full_year,load_kw,raw,0.56712328767123288,1.7632850241545894,175655.17574915191
full_year,load_kw,raw,0.56986301369863013,1.7548076923076923,1528470.864824665
full_year,load_kw,raw,0.57260273972602738,1.7464114832535886,2674011.6124326284
full_year,load_kw,raw,0.57534246575342463,1.7380952380952381,224203.64111318329
full_year,load_kw,raw,0.57808219178082187,1.7298578199052135,101996.92888753036
full_year,load_kw,raw,0.58082191780821923,1.7216981132075471,56269.578186457627
full_year,load_kw,raw,0.58356164383561648,1.7136150234741783,41783.45463296536
full_year,load_kw,raw,0.58630136986301373,1.7056074766355138,24552.047064881488
full_year,load_kw,raw,0.58904109589041098,1.6976744186046511,26459.238103424384
full_year,load_kw,raw,0.59178082191780823,1.6898148148148149,7956.4498178125814
full_year,load_kw,raw,0.59452054794520548,1.6820276497695852,11972.751682660999
full_year,load_kw,raw,0.59726027397260273,1.6743119266055047,12212.081852945488
full_year,load_kw,raw,0.59999999999999998,1.6666666666666667,12634.682496251837
full_year,load_kw,raw,0.60273972602739723,1.6590909090909092,3453.2813328805728
full_year,load_kw,raw,0.60547945205479448,1.6515837104072399,4833.3369149267874
full_year,load_kw,raw,0.60821917808219184,1.644144144144144,1062.2651479283215
full_year,load_kw,raw,0.61095890410958908,1.6367713004484303,4716.4180511138929
full_year,load_kw,raw,0.61369863013698633,1.6294642857142856,5372.1763337867333
full_year,load_kw,raw,0.61643835616438358,1.6222222222222222,8847.308683136027
full_year,load_kw,raw,0.61917808219178083,1.6150442477876106,5361.1549146578354
full_year,load_kw,raw,0.62191780821917808,1.6079295154185023,8891.6485888224779
full_year,load_kw,raw,0.62465753424657533,1.6008771929824561,3846.0101027765904
full_year,load_kw,raw,0.62739726027397258,1.5938864628820961,4880.2710315592449
full_year,load_kw,raw,0.63013698630136983,1.5869565217391306,4538.7990937700915
full_year,load_kw,raw,0.63287671232876708,1.5800865800865802,4691.558997161932
full_year,load_kw,raw,0.63561643835616444,1.5732758620689653,1020.7431862838575
full_year,load_kw,raw,0.63835616438356169,1.5665236051502145,3139.9801875156249
full_year,load_kw,raw,0.64109589041095894,1.5598290598290598,1860.357623271399
full_year,load_kw,raw,0.64383561643835618,1.553191489361702,2534.0010853020704
full_year,load_kw,raw,0.64657534246575343,1.5466101694915253,5667.3223166695534
full_year,load_kw,raw,0.64931506849315068,1.5400843881856541,7481.269216517785
full_year,load_kw,raw,0.65205479452054793,1.5336134453781514,5002.5614685511937
full_year,load_kw,raw,0.65479452054794518,1.5271966527196654,12849.950850983225
full_year,load_kw,raw,0.65753424657534243,1.5208333333333335,3351.8461501694064
full_year,load_kw,raw,0.66027397260273968,1.5145228215767637,7899.4787288353618
full_year,load_kw,raw,0.66301369863013704,1.5082644628099173,6087.4909032740325
full_year,load_kw,raw,0.66575342465753429,1.5020576131687242,8026.0499261773775
full_year,load_kw,raw,0.66849315068493154,1.4959016393442621,1229.3653468340922
full_year,load_kw,raw,0.67123287671232879,1.4897959183673468,8240.9759280405724
full_year,load_kw,raw,0.67397260273972603,1.4837398373983739,2640.5399521279937
full_year,load_kw,raw,0.67671232876712328,1.4777327935222673,16296.162354267084
full_year,load_kw,raw,0.67945205479452053,1.4717741935483872,10815.674693924007
full_year,load_kw,raw,0.68219178082191778,1.4658634538152611,12011.171527080325
full_year,load_kw,raw,0.68493150684931503,1.4600000000000002,28550.653850288916
full_year,load_kw,raw,0.68767123287671228,1.454183266932271,19226.715501959934
full_year,load_kw,raw,0.69041095890410964,1.4484126984126984,21774.128457332306
full_year,load_kw,raw,0.69315068493150689,1.442687747035573,33068.571249345609
full_year,load_kw,raw,0.69589041095890414,1.4370078740157479,32645.313988489252
full_year,load_kw,raw,0.69863013698630139,1.4313725490196079,44982.804966621821
full_year,load_kw,raw,0.70136986301369864,1.42578125,54076.416745350536
full_year,load_kw,raw,0.70410958904109588,1.4202334630350195,99394.720477186143
full_year,load_kw,raw,0.70684931506849313,1.4147286821705427,227806.77257106709
full_year,load_kw,raw,0.70958904109589038,1.4092664092664093,510810.65436561109
full_year,load_kw,raw,0.71232876712328763,1.403846153846154,3007758.5161368437
full_year,load_kw,raw,0.71506849315068499,1.3984674329501914,18680629.232800853
full_year,load_kw,raw,0.71780821917808224,1.3931297709923662,953424.61535839189
full_year,load_kw,raw,0.72054794520547949,1.3878326996197718,273255.10495218309
full_year,load_kw,raw,0.72328767123287674,1.3825757575757576,146887.83771891249
full_year,load_kw,raw,0.72602739726027399,1.3773584905660377,77538.870308895857
full_year,load_kw,raw,0.72876712328767124,1.3721804511278195,66428.634936606555
full_year,load_kw,raw,0.73150684931506849,1.3670411985018727,31465.86545475684
full_year,load_kw,raw,0.73424657534246573,1.3619402985074627,36084.707212200366
full_year,load_kw,raw,0.73698630136986298,1.3568773234200744,16284.052655703319
full_year,load_kw,raw,0.73972602739726023,1.3518518518518519,25215.76817204808
full_year,load_kw,raw,0.74246575342465759,1.3468634686346863,13835.494160605645
full_year,load_kw,raw,0.74520547945205484,1.3419117647058822,15747.045241330437
full_year,load_kw,raw,0.74794520547945209,1.3369963369963369,13608.4665044992
full_year,load_kw,raw,0.75068493150684934,1.3321167883211678,10998.429956243317
full_year,load_kw,raw,0.75342465753424659,1.3272727272727272,6697.6399624937649
full_year,load_kw,raw,0.75616438356164384,1.3224637681159421,7317.8256641920998
full_year,load_kw,raw,0.75890410958904109,1.3176895306859207,8669.7544340744043
full_year,load_kw,raw,0.76164383561643834,1.3129496402877698,5154.3494584894797
full_year,load_kw,raw,0.76438356164383559,1.3082437275985663,2779.9356066989058
full_year,load_kw,raw,0.76712328767123283,1.3035714285714286,9792.5956289259739
full_year,load_kw,raw,0.76986301369863019,1.2989323843416369,7534.4902337450103
full_year,load_kw,raw,0.77260273972602744,1.2943262411347516,7060.5250339656886
full_year,load_kw,raw,0.77534246575342469,1.2897526501766783,6744.9788796375769
full_year,load_kw,raw,0.77808219178082194,1.2852112676056338,2580.9333022955543
full_year,load_kw,raw,0.78082191780821919,1.2807017543859649,4073.4457373571463
full_year,load_kw,raw,0.78356164383561644,1.2762237762237763,2486.8058097860931
full_year,load_kw,raw,0.78630136986301369,1.2717770034843205,3562.6518898044837
full_year,load_kw,raw,0.78904109589041094,1.2673611111111112,6848.0962417215878
full_year,load_kw,raw,0.79178082191780819,1.2629757785467128,3117.3886664932993
full_year,load_kw,raw,0.79452054794520544,1.2586206896551724,8179.3236385834962
full_year,load_kw,raw,0.7972602739726028,1.2542955326460481,3035.1533131829228
full_year,load_kw,raw,0.80000000000000004,1.25,6489.9293463078429
full_year,load_kw,raw,0.80273972602739729,1.2457337883959043,11281.924614724638
full_year,load_kw,raw,0.80547945205479454,1.2414965986394557,5838.2400070688491
full_year,load_kw,raw,0.80821917808219179,1.2372881355932204,5857.8243417138356
full_year,load_kw,raw,0.81095890410958904,1.2331081081081081,5636.8955058118045
full_year,load_kw,raw,0.81369863013698629,1.228956228956229,3154.898677896133
full_year,load_kw,raw,0.81643835616438354,1.2248322147651007,3534.274515401361
full_year,load_kw,raw,0.81917808219178079,1.2207357859531773,3466.9251693829965
full_year,load_kw,raw,0.82191780821917804,1.2166666666666668,5225.3785515234249
full_year,load_kw,raw,0.8246575342465754,1.2126245847176078,10202.616364274449
full_year,load_kw,raw,0.82739726027397265,1.2086092715231787,10003.534837745769
full_year,load_kw,raw,0.83013698630136989,1.2046204620462047,4538.4041185659862
full_year,load_kw,raw,0.83287671232876714,1.200657894736842,21898.226327372751
full_year,load_kw,raw,0.83561643835616439,1.1967213114754098,11617.681061591844
full_year,load_kw,raw,0.83835616438356164,1.1928104575163399,37478.209031474864
full_year,load_kw,raw,0.84109589041095889,1.1889250814332248,15737.906390627924
full_year,load_kw,raw,0.84383561643835614,1.1850649350649352,34650.070897463098
full_year,load_kw,raw,0.84657534246575339,1.1812297734627832,40117.003546008134
full_year,load_kw,raw,0.84931506849315064,1.1774193548387097,66563.252571769408
full_year,load_kw,raw,0.852054794520548,1.1736334405144693,172272.4845447508
full_year,load_kw,raw,0.85479452054794525,1.1698717948717947,768311.67137579224
full_year,load_kw,raw,0.8575342465753425,1.1661341853035143,25993419.813168649
full_year,load_kw,raw,0.86027397260273974,1.1624203821656052,381128.39712233155
full_year,load_kw,raw,0.86301369863013699,1.1587301587301586,118255.16423230161
full_year,load_kw,raw,0.86575342465753424,1.1550632911392404,44443.38587538217
full_year,load_kw,raw,0.86849315068493149,1.1514195583596214,26189.808643945733
full_year,load_kw,raw,0.87123287671232874,1.1477987421383649,5785.3064424475906
full_year,load_kw,raw,0.87397260273972599,1.1442006269592477,17433.623779856483
full_year,load_kw,raw,0.87671232876712324,1.140625,2365.4056413139356
full_year,load_kw,raw,0.8794520547945206,1.1370716510903427,7722.3930362103138
full_year,load_kw,raw,0.88219178082191785,1.1335403726708073,8269.8435002964652
full_year,load_kw,raw,0.8849315068493151,1.1300309597523219,6006.6191361225356
full_year,load_kw,raw,0.88767123287671235,1.1265432098765431,4394.2061853809328
full_year,load_kw,raw,0.8904109589041096,1.1230769230769231,5314.8531388992915
full_year,load_kw,raw,0.89315068493150684,1.1196319018404908,1948.5673397620417
full_year,load_kw,raw,0.89589041095890409,1.1162079510703364,4868.0293879956571
full_year,load_kw,raw,0.89863013698630134,1.1128048780487805,2377.8580030650505
full_year,load_kw,raw,0.90136986301369859,1.1094224924012159,3118.7802289245456
full_year,load_kw,raw,0.90410958904109595,1.106060606060606,4800.8254734937309
full_year,load_kw,raw,0.9068493150684932,1.1027190332326284,2088.7153955043286
full_year,load_kw,raw,0.90958904109589045,1.0993975903614457,891.17429370209254
full_year,load_kw,raw,0.9123287671232877,1.0960960960960962,2154.1172283189453
full_year,load_kw,raw,0.91506849315068495,1.0928143712574849,2754.9582751472353
full_year,load_kw,raw,0.9178082191780822,1.0895522388059702,1730.9994435031522
full_year,load_kw,raw,0.92054794520547945,1.0863095238095237,4188.7233200485825
full_year,load_kw,raw,0.92328767123287669,1.0830860534124629,3139.1720685709188
full_year,load_kw,raw,0.92602739726027394,1.0798816568047338,930.06363633365083
full_year,load_kw,raw,0.92876712328767119,1.0766961651917404,4042.2952433694772
full_year,load_kw,raw,0.93150684931506855,1.0735294117647058,12699.085100695644
full_year,load_kw,raw,0.9342465753424658,1.0703812316715542,1946.3807237157212
full_year,load_kw,raw,0.93698630136986305,1.067251461988304,7362.4765226752625
full_year,load_kw,raw,0.9397260273972603,1.064139941690962,1816.0942934109578
full_year,load_kw,raw,0.94246575342465755,1.0610465116279069,1948.7381211091147
full_year,load_kw,raw,0.9452054794520548,1.0579710144927537,44.562924392288643
full_year,load_kw,raw,0.94794520547945205,1.0549132947976878,5269.0000563425065
full_year,load_kw,raw,0.9506849315068493,1.0518731988472623,3475.5643136876865
full_year,load_kw,raw,0.95342465753424654,1.0488505747126438,5076.0323440234133
full_year,load_kw,raw,0.95616438356164379,1.0458452722063039,3848.1838896301674
full_year,load_kw,raw,0.95890410958904115,1.0428571428571427,3058.5208155601545
full_year,load_kw,raw,0.9616438356164384,1.0398860398860399,3251.7420750563861
full_year,load_kw,raw,0.96438356164383565,1.0369318181818181,44310.098033519091
full_year,load_kw,raw,0.9671232876712329,1.0339943342776203,903.87786560799634
full_year,load_kw,raw,0.96986301369863015,1.0310734463276836,61502.704566276036
full_year,load_kw,raw,0.9726027397260274,1.028169014084507,15934.311870950503
full_year,load_kw,raw,0.97534246575342465,1.0252808988764046,18913.749682932663
full_year,load_kw,raw,0.9780821917808219,1.0224089635854341,8178.4472339660224
full_year,load_kw,raw,0.98082191780821915,1.0195530726256983,29546.651295718253
full_year,load_kw,raw,0.98356164383561639,1.0167130919220055,12554.617629035492
full_year,load_kw,raw,0.98630136986301375,1.0138888888888888,58249.307603121415
full_year,load_kw,raw,0.989041095890411,1.0110803324099722,57597.289556628115
full_year,load_kw,raw,0.99178082191780825,1.0082872928176796,196288.48103309504
full_year,load_kw,raw,0.9945205479452055,1.0055096418732783,212484.73893758279
full_year,load_kw,raw,0.99726027397260275,1.0027472527472527,7841836.8020282732
full_year,load_kw,raw,1,1,311979779.46838617
full_year,load_kw,raw,1.0027397260273974,0.99726775956284142,7833781.1986630466
full_year,load_kw,raw,1.0054794520547945,0.99455040871934608,196946.82496888447
