date,requested_gap,achieved_gap,selected_reliable,computational_limited,audit_sha256
2025-03-21,0.01,0.0099974401717773526,True,False,49cb2a249cabed570da70575bb05e1d035ee1654da78b79b75d75af7b7efe41f
2025-03-22,0.01,0.00686802846543378,True,True,8a57ebc3c1977a685254ada19968f7f8c8deb29e00f7fa314deda1c2ada1604f
2025-03-23,0.01,0.0061527669986271953,True,True,38731c429033e28fbd16313977e0e019ef6f80a85bd5e6bda9ab62eb4d4cde82
2025-03-24,0.01,0.0058224685951508027,True,True,9ee8bf637d555f88dac0a686e3fa9221f4a3ae73bcd08dfe4c8fa3a4296e7ee8
2025-03-25,0.01,0.005912308720711924,True,True,e53322e62c1a44296585f938c1afa22f4bb205d2d3b24dabaefa481112247cc6
2025-03-26,0.01,0.0099696264062324041,True,True,a02167c1660b8301717794e786d1967f1a286135bf5b19b2ca53d2782082a9c4
2025-03-27,0.01,0.0099572573575908135,True,False,e59c3129b7c4004bb5ae040ee18ef1cf0794f6106f671a47ed14c1db0655e4d2
2025-03-28,0.01,0.0099991532814034962,True,False,56c4ed8d19b21f95a1f3c335666d7517b8907e54165944d6ab01ca4804bb97f2
2025-03-29,0.01,0.0079064456294233049,True,True,d149e971cd505b3820f2a34acabfd7a78ca6eb00405b0e7ccbbb98a03db73c7f
2025-03-30,0.01,0.0069956827748195224,True,True,56bb65ccd082d20d4fa5690699db1ce061d001d6847c8fd67178b2c3dd1e0162
2025-03-31,0.01,0.0099994177294974104,True,True,5cd0412d9fed35e530e3b534f44d3d8dbd21109e1fae8246729470f3a86b4f79
2025-04-01,0.01,0.0048417251285379319,True,True,59aa566cef5745443dd4606cf89dfa4548cdbd70a0048d8527e674bc9fc759be
2025-04-02,0.01,0.0099709368204813631,True,True,d6f67eaeee313cdfdd57c11109eda9e919ccd3463f787b286275ea44f9e2dadd
2025-04-03,0.01,0.0098170817672175933,True,False,e2877e99b3c93e2f2e7f67e8a9116e8f5da1397c3dd6f4a542f45dcea5022427
2025-04-04,0.01,0.0059689984907628354,True,False,a87175d18551b34ee46606963454793049e43ebcd21b4290a52d6222e71775c9
2025-04-05,0.01,0.0070431328769667411,True,True,0551c9bb86319287055df2c24601640a6ba75031acb38bd6e5f54b5060e26504
2025-04-06,0.01,0.0073578857600195913,True,True,42ae7e60537a0ed4abd62cec3b86da8d989c735ac5dd8d8fc842b36fb1862f3d
2025-04-07,0.01,0.009998506934305245,True,True,ece31559a6fea1e738cf647e35cd4649ab50ad7a34666e4b0e880e472ada7ab1
2025-04-08,0.01,0.0069269939626202537,True,True,298862dc9dd54b1153baa4123b25d04b448dd09150c0c05938f5ce73fb86eb69
2025-04-09,0.01,0.0070277937297537653,True,True,3742afa63d86d27ea59186173205ae44d20826324edca06cb7ce03b7022bc28a
2025-04-10,0.01,0.0098601809358121947,True,False,a712056838530997eed5d2611d25d129b06ad53e9122da45f1530a24cac4214d
2025-04-11,0.01,0.0057423739275716717,True,True,f261fddf166a58ecd1e106bb08f67c1f2a90e6c99a30fd4badc3acdc3e5e1fed
2025-04-12,0.01,0.0083542747151605819,True,True,89f434edc3c2d583419f4a6c9bc50aee8e1c10831884579dfbadf6fbe2c7f57b
2025-04-13,0.01,0.0099859414904079607,True,True,61071e92452690bb915baa9925fad63fa8dc4a6644f580decb13f69142834caf
2025-04-14,0.01,0.0099792225752590811,True,True,163c86597f8f8da9b370d7526699473d656d1d412fb99de4ffbf19a228392721
2025-04-15,0.01,0.0098909568346312246,True,True,e255f0d8b6e9c8c1ec9555b3d9d060582a00486929e5e36afb9dd55e28650fdb
2025-04-16,0.01,0.0098544854800282442,True,True,0118e15ed6640f913fc1fbf1311bdd3b084ddccddb6b85950d37d6fdb26c387b
2025-04-17,0.01,0.0092691416290168888,True,True,1b7ff3eab331cc3387e0994d55835e7b9f202ef33cc302a9c06cc7b81e405b73
2025-04-18,0.01,0.0048592651745814203,True,True,35bba7bbd55f7c62304764d875012c42ee331e1c769b3367b2307b709c958d7c
2025-04-19,0.01,0.0041412272785583118,True,True,96f3fb2eb7e291adae0c5ee3d8f2b6ed3b1c980f4992e211fabc74cb63719697
2025-04-20,0.01,0.0098301355942884815,True,True,add56ee84bc165c21abbae22583e11e3001b13b1c8430084bac1f36f6b7af21e
2025-04-21,0.01,0.0098487646476269515,True,True,f7168b80e677b5889039abfa812553e3427b9ea56079e3acefe5647893f22010
2025-04-22,0.01,0.009924798610560134,True,True,15f58a3ac673cc2f397736962ec3f33fabafdf655ca6098358db67e3e5016105
2025-04-23,0.01,0.0099960173569504842,True,True,ed3a5b315554c177705114d80ee611ed7b5081423694a5954a3b8d81c56903b6
2025-04-24,0.01,0.009035938735868651,True,True,82282ba8974657308d0937f747f7ac00fc2021ecdb38f4a80c6189ef1e957bd8
2025-04-25,0.01,0.0050821356467753561,True,True,6ec4cfcb71a5454870c76bdb3ae1c91502cf285bdb7cee019c830c1b09b3fe44
2025-04-26,0.01,0.0046098259989256546,True,True,459c17c4aa7cf014f73f82d3745fdf068caca615c2496f619bed390d00933bfa
2025-04-27,0.02,0.019981024172025751,True,False,7c93de49260526ec12e5ee175f161d2389c170afb1ee9c33e74ad9ab601a38ce
2025-04-28,0.02,0.019999459261727262,True,True,91fcebab0d1f60dec8f6e21f8ae92ddfb04c6141a112617b456aa45ce3c80d95
2025-04-29,0.02,0.018603888193189751,True,True,2059e00382338afe0b386603c20141b7dcca3428f7e62d04620b2044fe52f795
2025-04-30,0.02,0.019829624763674364,True,True,1201cbc176808ae7935db025339b564db6e3768d4e1fed157505a0b817aa040e
2025-05-01,0.02,0.019777958042691269,True,True,81dacefae1abae5cb4e3c570f7c047680be41cd60ed7b3fa00a0b930eb70dd30
2025-05-02,0.02,0.0065407733362865235,True,True,9fc6caa021474899767fab6d670b7c2338093e14caf4a93042266a65c4a2980d
2025-05-03,0.02,0.019991487995582605,True,True,7ea4faa541943e8b46d2cdeceb82692bf8c8b3a415422c68ea79e9269880682a
2025-05-04,0.02,0.019895709661391064,True,True,ba9e9b2eab73c9ea471253451a427077baadf00a07a90c3ad0a34932b24e1960
2025-05-05,0.02,0.019995743947818986,True,True,c7429b3dd10e45b0483943ac9442a2b45107c0d09649ce8dac921bacdcbd2c90
